"ntp_code","ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","en_display","fr_display"
9000933,"amoxicillin 250 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet",1,FALSE,2001-03-01,NA,NA
9000934,"olanzapine 5 mg orodispersible tablet",15,FALSE,2001-03-06,NA,NA
9000935,"olanzapine 10 mg orodispersible tablet",15,FALSE,2001-03-15,NA,NA
9000936,"naproxen 250 mg gastro-resistant tablet",3,FALSE,2001-04-02,NA,NA
9000937,"tacrolimus 0.5 mg oral capsule",2,FALSE,2001-04-02,NA,NA
9000938,"gliclazide 30 mg prolonged-release oral tablet",6,FALSE,2001-04-04,NA,NA
9000939,"montelukast (montelukast sodium) 4 mg chewable tablet",14,FALSE,2001-04-09,NA,NA
9000940,"mirtazapine 30 mg oral tablet",12,FALSE,2001-05-24,NA,NA
9000941,"digoxin 0.05 mg per mL oral solution",1,FALSE,2001-06-01,NA,NA
9000942,"lorazepam 4 mg per 1 mL solution for injection vial",2,FALSE,2001-06-06,NA,NA
9000943,"oxybutynin chloride 10 mg prolonged-release oral tablet",1,FALSE,2001-06-22,NA,NA
9000944,"oxybutynin chloride 5 mg prolonged-release oral tablet",1,FALSE,2001-06-22,NA,NA
9000946,"candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet",10,FALSE,2001-06-26,NA,NA
9000947,"atorvastatin (atorvastatin calcium) 80 mg oral tablet",18,FALSE,2001-06-29,NA,NA
9000948,"hydromorphone hydrochloride 18 mg prolonged-release oral capsule",1,FALSE,2001-07-03,NA,NA
9000950,"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet",11,FALSE,2001-08-16,NA,NA
9000951,"betahistine hydrochloride 16 mg oral tablet",5,FALSE,2001-08-17,NA,NA
9000952,"esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant tablet",7,FALSE,2001-08-20,NA,NA
9000953,"esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant tablet",8,FALSE,2001-08-20,NA,NA
9000954,"quetiapine (quetiapine fumarate) 300 mg oral tablet",21,FALSE,2001-08-21,NA,NA
9000949,"fusidic acid 1 % ophthalmic drops",1,FALSE,2001-08-29,NA,NA
9000955,"estradiol 0.585 mg transdermal patch",1,FALSE,2001-09-05,NA,NA
9000956,"estradiol 0.78 mg transdermal patch",1,FALSE,2001-09-05,NA,NA
9000957,"estradiol 1.17 mg transdermal patch",1,FALSE,2001-09-05,NA,NA
9000958,"estradiol 1.56 mg transdermal patch",1,FALSE,2001-09-05,NA,NA
9003646,"brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup",1,FALSE,2001-09-06,NA,NA
9000959,"tacrolimus 0.03 % cutaneous ointment",1,FALSE,2001-09-06,NA,NA
9000960,"tacrolimus 0.1 % cutaneous ointment",1,FALSE,2001-09-06,NA,NA
9000961,"lamotrigine 2 mg oral tablet",1,FALSE,2001-09-13,NA,NA
9000962,"insulin aspart 100 unit per mL solution for injection 3 mL cartridge",3,FALSE,2001-10-31,NA,NA
9000963,"quinine sulfate 300 mg oral tablet",1,FALSE,2001-11-08,NA,NA
9000964,"methotrexate (methotrexate sodium) 2.5 mg oral tablet",1,FALSE,2001-11-14,NA,NA
9000965,"ketorolac tromethamine 30 mg per mL solution for injection",1,FALSE,2001-12-04,NA,NA
9000967,"fluticasone propionate 125 mcg per actuation pressurised inhalation",1,FALSE,2001-12-20,NA,NA
9000968,"fluticasone propionate 250 mcg per actuation pressurised inhalation",1,FALSE,2001-12-20,NA,NA
9000969,"fluticasone propionate 50 mcg per actuation pressurised inhalation",1,FALSE,2001-12-20,NA,NA
9000972,"cetirizine hydrochloride 20 mg oral tablet",6,FALSE,2002-01-14,NA,NA
9000973,"alendronic acid (alendronate sodium) 70 mg oral tablet",20,FALSE,2002-02-14,NA,NA
9000974,"alfuzosin hydrochloride 10 mg prolonged-release oral tablet",7,FALSE,2002-02-21,NA,NA
9000976,"estradiol 10 mg transdermal patch",1,FALSE,2002-03-21,NA,NA
9000977,"estradiol 5 mg transdermal patch",1,FALSE,2002-03-22,NA,NA
9000978,"tolterodine tartrate 2 mg prolonged-release oral capsule",4,FALSE,2002-03-26,NA,NA
9000979,"tolterodine tartrate 4 mg prolonged-release oral capsule",4,FALSE,2002-03-26,NA,NA
9000980,"rabeprazole sodium 10 mg gastro-resistant tablet",11,FALSE,2002-04-02,NA,NA
9000981,"rabeprazole sodium 20 mg gastro-resistant tablet",11,FALSE,2002-04-02,NA,NA
9000982,"testosterone 1 % cutaneous gel",3,FALSE,2002-05-06,NA,NA
9000983,"testosterone 1 % cutaneous gel 2.5 g sachet",1,FALSE,2002-05-06,NA,NA
9000984,"testosterone 1 % cutaneous gel 5 g sachet",1,FALSE,2002-05-06,NA,NA
9000985,"clarithromycin 500 mg prolonged-release oral tablet",3,FALSE,2002-05-22,NA,NA
9000986,"ketorolac tromethamine 60 mg per 2 mL solution for injection vial",1,FALSE,2002-05-23,NA,NA
9000987,"bimatoprost 0.03 % ophthalmic drops",2,FALSE,2002-05-24,NA,NA
9000989,"clindamycin (clindamycin phosphate) 1 % pad",1,FALSE,2002-06-10,NA,NA
9000990,"insulin aspart 100 unit per mL solution for injection 10 mL vial",2,FALSE,2002-06-12,NA,NA
9000993,"olanzapine 15 mg oral tablet",15,FALSE,2002-06-24,NA,NA
9000994,"insulin glargine 100 unit per mL solution for injection 10 mL vial",1,FALSE,2002-07-24,NA,NA
9000995,"zopiclone 3.75 mg oral tablet",2,FALSE,2002-07-29,NA,NA
9000996,"salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation",2,FALSE,2002-08-22,NA,NA
9000997,"levothyroxine sodium 500 mcg per vial powder for solution for injection",1,FALSE,2002-08-27,NA,NA
9000998,"amiodarone hydrochloride 300 mg per 6 mL solution for injection vial",1,FALSE,2002-08-29,NA,NA
9000999,"testosterone 24.3 mg transdermal patch",1,FALSE,2002-09-24,NA,NA
9001000,"estradiol 0.39 mg transdermal patch",1,FALSE,2002-10-03,NA,NA
9001001,"metoprolol tartrate 25 mg oral tablet",8,FALSE,2002-10-08,NA,NA
9001003,"tiotropium (tiotropium bromide) 18 mcg inhalation powder capsule",1,FALSE,2002-11-21,NA,NA
9001004,"atenolol 25 mg oral tablet",12,FALSE,2002-11-28,NA,NA
9001005,"ipratropium bromide 0.03 % nasal spray",1,FALSE,2002-12-03,NA,NA
9001006,"ipratropium bromide 0.06 % nasal spray",1,FALSE,2002-12-03,NA,NA
9001007,"rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution",1,FALSE,2002-12-05,NA,NA
9001008,"risedronate sodium 35 mg oral tablet",14,FALSE,2002-12-10,NA,NA
9001009,"indapamide 1.25 mg and perindopril erbumine 4 mg oral tablet",1,FALSE,2002-12-19,NA,NA
9001010,"simvastatin 5 mg oral tablet",19,FALSE,2002-12-20,NA,NA
9001011,"simvastatin 80 mg oral tablet",20,FALSE,2002-12-20,NA,NA
9001012,"hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",8,FALSE,2003-01-24,NA,NA
9001013,"valsartan 160 mg oral tablet",13,FALSE,2003-01-24,NA,NA
9001014,"valsartan 80 mg oral tablet",14,FALSE,2003-01-24,NA,NA
9001015,"rosuvastatin (rosuvastatin calcium) 10 mg oral tablet",21,FALSE,2003-02-19,NA,NA
9001016,"rosuvastatin (rosuvastatin calcium) 20 mg oral tablet",21,FALSE,2003-02-19,NA,NA
9001017,"rosuvastatin (rosuvastatin calcium) 40 mg oral tablet",19,FALSE,2003-02-19,NA,NA
9001018,"ibuprofen 100 mg chewable tablet",3,FALSE,2003-03-31,NA,NA
9001019,"diclofenac sodium 1.5 % cutaneous solution",4,FALSE,2003-04-01,NA,NA
9001020,"bisoprolol fumarate 10 mg oral tablet",8,FALSE,2003-04-24,NA,NA
9001021,"bisoprolol fumarate 5 mg oral tablet",8,FALSE,2003-04-24,NA,NA
9001022,"estradiol 4 mg transdermal patch",1,FALSE,2003-04-24,NA,NA
9001023,"estradiol 6 mg transdermal patch",1,FALSE,2003-04-24,NA,NA
9001024,"estradiol 8 mg transdermal patch",1,FALSE,2003-04-24,NA,NA
9001025,"alendronic acid (alendronate sodium) 10 mg oral tablet",10,FALSE,2003-05-12,NA,NA
9001028,"indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet",1,FALSE,2003-05-16,NA,NA
9001029,"salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution",1,FALSE,2003-05-28,NA,NA
9001030,"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",2,FALSE,2003-06-02,NA,NA
9001031,"ezetimibe 10 mg oral tablet",17,FALSE,2003-06-15,NA,NA
9001032,"moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection",1,FALSE,2003-06-24,NA,NA
9001033,"calcitriol 1 mcg per 1 mL solution for injection ampoule",2,FALSE,2003-07-07,NA,NA
9001034,"methadone hydrochloride 1 mg per mL oral solution",2,FALSE,2003-07-11,NA,NA
9001035,"levetiracetam 250 mg oral tablet",17,FALSE,2003-07-23,NA,NA
9001036,"levetiracetam 500 mg oral tablet",18,FALSE,2003-07-23,NA,NA
9001037,"levetiracetam 750 mg oral tablet",17,FALSE,2003-07-23,NA,NA
9001038,"methylphenidate hydrochloride 18 mg prolonged-release oral tablet",4,FALSE,2003-07-23,NA,NA
9001039,"methylphenidate hydrochloride 36 mg prolonged-release oral tablet",4,FALSE,2003-07-23,NA,NA
9001040,"methylphenidate hydrochloride 54 mg prolonged-release oral tablet",4,FALSE,2003-07-23,NA,NA
9001041,"methadone hydrochloride 10 mg oral tablet",1,FALSE,2003-07-29,NA,NA
9001042,"methadone hydrochloride 1 mg oral tablet",1,FALSE,2003-07-29,NA,NA
9001043,"methadone hydrochloride 25 mg oral tablet",1,FALSE,2003-07-29,NA,NA
9001044,"methadone hydrochloride 5 mg oral tablet",1,FALSE,2003-07-29,NA,NA
9001045,"carvedilol 12.5 mg oral tablet",11,FALSE,2003-08-04,NA,NA
9001046,"carvedilol 25 mg oral tablet",10,FALSE,2003-08-04,NA,NA
9001047,"carvedilol 3.125 mg oral tablet",11,FALSE,2003-08-04,NA,NA
9001048,"carvedilol 6.25 mg oral tablet",11,FALSE,2003-08-04,NA,NA
9001049,"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet",2,FALSE,2003-08-07,NA,NA
9001050,"doxycycline (doxycycline hyclate) 20 mg oral capsule",1,FALSE,2003-09-03,NA,NA
9001051,"perindopril erbumine 8 mg oral tablet",1,FALSE,2003-09-11,NA,NA
9001052,"levothyroxine sodium 137 mcg oral tablet",1,FALSE,2003-11-01,NA,NA
9001053,"trandolapril 4 mg oral capsule",1,FALSE,2003-11-01,NA,NA
9001054,"dutasteride 0.5 mg oral capsule",12,FALSE,2003-11-14,NA,NA
9001055,"ciclopirox olamine 1.5 % shampoo",1,FALSE,2003-11-17,NA,NA
9001056,"tadalafil 20 mg oral tablet",16,FALSE,2003-11-25,NA,NA
9001057,"fosinopril sodium 10 mg oral tablet",7,FALSE,2003-12-05,NA,NA
9001058,"fosinopril sodium 20 mg oral tablet",7,FALSE,2003-12-05,NA,NA
9001059,"betahistine hydrochloride 24 mg oral tablet",5,FALSE,2003-12-10,NA,NA
9001060,"tadalafil 10 mg oral tablet",12,FALSE,2003-12-11,NA,NA
9001061,"mirtazapine 15 mg orodispersible tablet",3,FALSE,2003-12-22,NA,NA
9001062,"mirtazapine 30 mg orodispersible tablet",3,FALSE,2003-12-22,NA,NA
9001063,"mirtazapine 45 mg orodispersible tablet",3,FALSE,2003-12-22,NA,NA
9001064,"alendronic acid (alendronate sodium) 5 mg oral tablet",5,FALSE,2003-12-23,NA,NA
9001066,"paroxetine (paroxetine hydrochloride) 12.5 mg prolonged-release oral tablet",1,FALSE,2004-01-05,NA,NA
9001067,"paroxetine (paroxetine hydrochloride) 25 mg prolonged-release oral tablet",1,FALSE,2004-01-05,NA,NA
9001068,"olanzapine 15 mg orodispersible tablet",14,FALSE,2004-01-09,NA,NA
9001069,"olanzapine (olanzapine tartrate) 10 mg per vial powder for solution for injection",1,FALSE,2004-01-12,NA,NA
9001070,"montelukast (montelukast sodium) 4 mg per pck granules for oral suspension",2,FALSE,2004-02-20,NA,NA
9001071,"ketorolac tromethamine 0.4 % ophthalmic drops",1,FALSE,2004-03-08,NA,NA
9001072,"estradiol 2 mg transdermal patch",1,FALSE,2004-03-12,NA,NA
9001073,"estradiol 5.7 mg transdermal patch",1,FALSE,2004-03-12,NA,NA
9001074,"ipratropium bromide 20 mcg per actuation pressurised inhalation",1,FALSE,2004-03-24,NA,NA
9001075,"mirtazapine 15 mg oral tablet",8,FALSE,2004-03-31,NA,NA
9001076,"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet",1,FALSE,2004-04-08,NA,NA
9001077,"methotrexate 10 mg oral tablet",1,FALSE,2004-04-12,NA,NA
9001078,"moxifloxacin (moxifloxacin hydrochloride) 0.5 % ophthalmic drops",5,FALSE,2004-05-12,NA,NA
9001079,"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops",1,FALSE,2004-05-13,NA,NA
9001080,"ibuprofen 400 mg oral capsule",8,FALSE,2004-06-21,NA,NA
9001081,"clonidine hydrochloride 0.025 mg oral tablet",2,FALSE,2004-07-13,NA,NA
9001082,"ciclopirox 8 % cutaneous solution",5,FALSE,2004-07-28,NA,NA
9001083,"diltiazem hydrochloride 120 mg prolonged-release oral tablet",1,FALSE,2004-08-13,NA,NA
9001084,"diltiazem hydrochloride 180 mg prolonged-release oral tablet",1,FALSE,2004-08-13,NA,NA
9001085,"diltiazem hydrochloride 240 mg prolonged-release oral tablet",1,FALSE,2004-08-13,NA,NA
9001086,"diltiazem hydrochloride 300 mg prolonged-release oral tablet",1,FALSE,2004-08-13,NA,NA
9001087,"diltiazem hydrochloride 360 mg prolonged-release oral tablet",1,FALSE,2004-08-13,NA,NA
9001088,"mirtazapine 45 mg oral tablet",3,FALSE,2004-08-17,NA,NA
9001097,"dexamethasone 0.5 mg per 5 mL oral solution",1,FALSE,2004-12-06,NA,NA
9001098,"clobetasol propionate 0.05 % shampoo",1,FALSE,2004-12-15,NA,NA
9001099,"drospirenone 3 mg and ethinyl estradiol 0.03 mg oral tablet",3,FALSE,2004-12-22,NA,NA
9001100,"methylphenidate hydrochloride 27 mg prolonged-release oral tablet",4,FALSE,2005-01-06,NA,NA
9001102,"escitalopram (escitalopram oxalate) 10 mg oral tablet",19,FALSE,2005-02-14,NA,NA
9001103,"escitalopram (escitalopram oxalate) 20 mg oral tablet",19,FALSE,2005-02-14,NA,NA
9001104,"atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule",8,FALSE,2005-02-24,NA,NA
9001105,"atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule",9,FALSE,2005-02-24,NA,NA
9001106,"atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule",10,FALSE,2005-03-03,NA,NA
9001107,"atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule",10,FALSE,2005-03-03,NA,NA
9001108,"atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule",10,FALSE,2005-03-03,NA,NA
9001109,"rosuvastatin (rosuvastatin calcium) 5 mg oral tablet",21,FALSE,2005-03-18,NA,NA
9001110,"lithium carbonate 300 mg prolonged-release oral tablet",1,FALSE,2005-04-06,NA,NA
9001314,"valacyclovir (valacyclovir hydrochloride) 1000 mg oral tablet",5,FALSE,2005-05-09,NA,NA
9001112,"mesalazine 800 mg gastro-resistant tablet",1,FALSE,2005-06-13,NA,NA
9001113,"alendronic acid (alendronate sodium) 40 mg oral tablet",1,FALSE,2005-06-14,NA,NA
9001114,"candesartan cilexetil 4 mg oral tablet",12,FALSE,2005-06-28,NA,NA
9001115,"pregabalin 150 mg oral capsule",17,FALSE,2005-07-18,NA,NA
9001116,"pregabalin 25 mg oral capsule",17,FALSE,2005-07-18,NA,NA
9001117,"pregabalin 300 mg oral capsule",13,FALSE,2005-07-18,NA,NA
9001118,"pregabalin 50 mg oral capsule",17,FALSE,2005-07-18,NA,NA
9001119,"pregabalin 75 mg oral capsule",17,FALSE,2005-07-18,NA,NA
9001120,"metoprolol tartrate 5 mg per 5 mL solution for injection vial",1,FALSE,2005-07-20,NA,NA
9001121,"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet",14,FALSE,2005-07-22,NA,NA
9001122,"fenofibrate 145 mg oral tablet",2,FALSE,2005-07-26,NA,NA
9001123,"fenofibrate 48 mg oral tablet",2,FALSE,2005-07-26,NA,NA
9001124,"medroxyprogesterone acetate 100 mg oral tablet",1,FALSE,2005-08-04,NA,NA
9001125,"sumatriptan (sumatriptan succinate) 25 mg oral tablet",6,FALSE,2005-08-24,NA,NA
9001126,"citalopram (citalopram hydrobromide) 10 mg oral tablet",21,FALSE,2005-09-10,NA,NA
9001127,"tamsulosin hydrochloride 0.4 mg prolonged-release oral tablet",7,FALSE,2005-10-11,NA,NA
9001128,"valsartan 40 mg oral tablet",13,FALSE,2005-11-01,NA,NA
9001129,"azithromycin (azithromycin isopropanolate) 250 mg oral tablet",1,FALSE,2005-11-02,NA,NA
9001130,"metformin hydrochloride 500 mg prolonged-release oral tablet",1,FALSE,2005-11-03,NA,NA
9001131,"insulin detemir 100 unit per mL solution for injection 3 mL cartridge",1,FALSE,2005-11-14,NA,NA
9001132,"azithromycin (azithromycin hemiethanolate) 250 mg oral tablet",6,FALSE,2005-12-01,NA,NA
9001133,"lansoprazole 30 mg gastro-resistant tablet",1,FALSE,2005-12-01,NA,NA
9001134,"hydrochlorothiazide 12.5 mg oral tablet",3,FALSE,2005-12-22,NA,NA
9001135,"donepezil hydrochloride 10 mg orodispersible tablet",3,FALSE,2006-01-02,NA,NA
9001136,"donepezil hydrochloride 5 mg orodispersible tablet",3,FALSE,2006-01-02,NA,NA
9001137,"azithromycin (azithromycin hemiethanolate) 600 mg oral tablet",2,FALSE,2006-01-04,NA,NA
9001138,"bupropion hydrochloride 300 mg prolonged-release oral tablet",3,FALSE,2006-02-02,NA,NA
9001139,"pantoprazole (pantoprazole magnesium) 40 mg gastro-resistant tablet",4,FALSE,2006-03-15,NA,NA
9001142,"fenofibrate 100 mg oral tablet",4,FALSE,2006-04-21,NA,NA
9001143,"insulin glargine 100 unit per mL solution for injection 3 mL cartridge",2,FALSE,2006-05-04,NA,NA
9001152,"dexamethasone 2 mg oral tablet",1,FALSE,2006-06-08,NA,NA
9001153,"sildenafil (sildenafil citrate) 20 mg oral tablet",4,FALSE,2006-06-12,NA,NA
9001155,"digoxin 0.0625 mg oral tablet",2,FALSE,2006-06-22,NA,NA
9001156,"digoxin 0.125 mg oral tablet",2,FALSE,2006-06-22,NA,NA
9001157,"digoxin 0.25 mg oral tablet",2,FALSE,2006-06-22,NA,NA
9001158,"bupropion hydrochloride 100 mg prolonged-release oral tablet",5,FALSE,2006-06-23,NA,NA
9001159,"solifenacin succinate 10 mg oral tablet",13,FALSE,2006-06-23,NA,NA
9001160,"solifenacin succinate 5 mg oral tablet",13,FALSE,2006-06-23,NA,NA
9001161,"fentanyl 100 mcg per hour transdermal patch",9,FALSE,2006-07-04,NA,NA
9001162,"fentanyl 25 mcg per hour transdermal patch",9,FALSE,2006-07-04,NA,NA
9001163,"fentanyl 50 mcg per hour transdermal patch",9,FALSE,2006-07-04,NA,NA
9001164,"fentanyl 75 mcg per hour transdermal patch",9,FALSE,2006-07-04,NA,NA
9001165,"methylphenidate hydrochloride 10 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001166,"methylphenidate hydrochloride 15 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001167,"methylphenidate hydrochloride 20 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001168,"methylphenidate hydrochloride 30 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001169,"methylphenidate hydrochloride 40 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001170,"methylphenidate hydrochloride 50 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001171,"methylphenidate hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,2006-08-01,NA,NA
9001172,"ramipril 15 mg oral capsule",8,FALSE,2006-08-14,NA,NA
9001173,"ciclesonide 100 mcg per actuation pressurised inhalation",1,FALSE,2006-09-27,NA,NA
9001174,"ciclesonide 200 mcg per actuation pressurised inhalation",1,FALSE,2006-09-27,NA,NA
9001175,"fenofibrate 160 mg oral capsule",1,FALSE,2006-11-14,NA,NA
9001176,"hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",3,FALSE,2006-11-16,NA,NA
9001177,"hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",2,FALSE,2006-11-16,NA,NA
9001178,"hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",3,FALSE,2006-11-16,NA,NA
9001179,"hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",3,FALSE,2006-11-16,NA,NA
9001180,"hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",2,FALSE,2006-11-16,NA,NA
9001181,"lansoprazole 15 mg gastro-resistant tablet",1,FALSE,2006-11-24,NA,NA
9001182,"tramadol hydrochloride 150 mg prolonged-release oral tablet",1,FALSE,2006-12-07,NA,NA
9001183,"tramadol hydrochloride 200 mg prolonged-release oral tablet",4,FALSE,2006-12-07,NA,NA
9001184,"tramadol hydrochloride 300 mg prolonged-release oral tablet",4,FALSE,2006-12-07,NA,NA
9001185,"tramadol hydrochloride 400 mg prolonged-release oral tablet",1,FALSE,2006-12-07,NA,NA
9001186,"olanzapine 20 mg orodispersible tablet",13,FALSE,2007-01-02,NA,NA
9001187,"valsartan 320 mg oral tablet",12,FALSE,2007-02-14,NA,NA
9001188,"tamsulosin hydrochloride 0.4 mg prolonged-release oral capsule",3,FALSE,2007-02-21,NA,NA
9001189,"methylphenidate hydrochloride 80 mg prolonged-release oral capsule",1,FALSE,2007-03-09,NA,NA
9000556,"cefprozil 250 mg oral tablet",4,FALSE,2007-03-12,NA,NA
9000558,"cefprozil 500 mg oral tablet",4,FALSE,2007-03-12,NA,NA
9001190,"ciprofloxacin 10 mg per mL solution for injection",1,FALSE,2007-03-12,NA,NA
9001191,"risperidone 0.5 mg orodispersible tablet",2,FALSE,2007-03-13,NA,NA
9001192,"risperidone 1 mg orodispersible tablet",2,FALSE,2007-03-13,NA,NA
9001193,"risperidone 2 mg orodispersible tablet",2,FALSE,2007-03-13,NA,NA
9001194,"amiodarone hydrochloride 100 mg oral tablet",1,FALSE,2007-04-03,NA,NA
9001196,"pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection",4,FALSE,2007-04-03,NA,NA
9001197,"varenicline (varenicline tartrate) 0.5 mg oral tablet",1,FALSE,2007-04-11,NA,NA
9001198,"varenicline (varenicline tartrate) 1 mg oral tablet",1,FALSE,2007-04-11,NA,NA
9001199,"olanzapine 20 mg oral tablet",6,FALSE,2007-04-30,NA,NA
9001200,"paroxetine (paroxetine hydrochloride) 40 mg oral tablet",1,FALSE,2007-05-03,NA,NA
9000452,"fluticasone propionate 50 mcg per actuation nasal spray",3,FALSE,2007-06-07,NA,NA
9001201,"ramipril 10 mg oral tablet",1,FALSE,2007-07-05,NA,NA
9001202,"ramipril 1.25 mg oral tablet",1,FALSE,2007-07-05,NA,NA
9001203,"ramipril 2.5 mg oral tablet",1,FALSE,2007-07-05,NA,NA
9001204,"ramipril 5 mg oral tablet",1,FALSE,2007-07-05,NA,NA
9001205,"mesalazine 1.2 g modified-release oral tablet",1,FALSE,2007-07-27,NA,NA
9001207,"tramadol hydrochloride 100 mg prolonged-release oral tablet",4,FALSE,2007-08-14,NA,NA
9001208,"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet",12,FALSE,2007-09-10,NA,NA
9001209,"omeprazole 10 mg gastro-resistant capsule",2,FALSE,2007-09-14,NA,NA
9001210,"insulin glargine 100 unit per mL solution for injection 3 mL pen",2,FALSE,2007-09-24,NA,NA
9001211,"quetiapine (quetiapine fumarate) 200 mg prolonged-release oral tablet",5,FALSE,2007-09-27,NA,NA
9001212,"quetiapine (quetiapine fumarate) 300 mg prolonged-release oral tablet",5,FALSE,2007-09-27,NA,NA
9001213,"quetiapine (quetiapine fumarate) 400 mg prolonged-release oral tablet",5,FALSE,2007-09-27,NA,NA
9001214,"quetiapine (quetiapine fumarate) 50 mg prolonged-release oral tablet",5,FALSE,2007-09-27,NA,NA
9001216,"varenicline (varenicline tartrate) 0.5 mg and varenicline (varenicline tartrate) 1 mg oral tablet",1,FALSE,2007-10-02,NA,NA
9001217,"enalapril sodium 2 mg oral tablet",8,FALSE,2007-10-17,NA,NA
9001218,"enalapril sodium (enalapril maleate) 16 mg oral tablet",1,FALSE,2007-10-17,NA,NA
9001219,"enalapril sodium (enalapril maleate) 2 mg oral tablet",1,FALSE,2007-10-17,NA,NA
9001220,"enalapril sodium (enalapril maleate) 4 mg oral tablet",1,FALSE,2007-10-17,NA,NA
9001221,"enalapril sodium (enalapril maleate) 8 mg oral tablet",1,FALSE,2007-10-17,NA,NA
9001222,"fluticasone furoate 27.5 mcg per actuation nasal spray",1,FALSE,2007-10-22,NA,NA
9001225,"citalopram (citalopram hydrobromide) 30 mg oral tablet",1,FALSE,2007-10-31,NA,NA
9001226,"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride) 0.5 mg sublingual tablet",3,FALSE,2007-11-26,NA,NA
9001227,"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride) 2 mg sublingual tablet",3,FALSE,2007-11-26,NA,NA
9001228,"rivastigmine 18 mg per 10 sq cm transdermal patch",3,FALSE,2007-12-12,NA,NA
9001229,"rivastigmine 9 mg per 5 sq cm transdermal patch",3,FALSE,2007-12-12,NA,NA
9001230,"metronidazole 1 % cutaneous gel",1,FALSE,2007-12-20,NA,NA
9001231,"esomeprazole (esomeprazole magnesium) 10 mg per pck gastro-resistant granules for oral suspension",1,FALSE,2008-01-02,NA,NA
9001232,"sitagliptin (sitagliptin phosphate) 100 mg oral tablet",1,FALSE,2008-01-02,NA,NA
9001233,"metformin hydrochloride 1000 mg prolonged-release oral tablet",1,FALSE,2008-01-08,NA,NA
9001234,"duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule",14,FALSE,2008-01-18,NA,NA
9001235,"duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule",14,FALSE,2008-01-18,NA,NA
9001236,"tadalafil 2.5 mg oral tablet",11,FALSE,2008-01-18,NA,NA
9001237,"tadalafil 5 mg oral tablet",14,FALSE,2008-01-18,NA,NA
9001238,"clozapine 200 mg oral tablet",2,FALSE,2008-02-05,NA,NA
9001239,"clozapine 50 mg oral tablet",2,FALSE,2008-02-05,NA,NA
9001240,"ciprofloxacin 2 mg per mL solution for injection",4,FALSE,2008-03-27,NA,NA
9001241,"tacrolimus 0.5 mg prolonged-release oral capsule",1,FALSE,2008-04-09,NA,NA
9001242,"tacrolimus 1 mg prolonged-release oral capsule",1,FALSE,2008-04-09,NA,NA
9001243,"tacrolimus 5 mg prolonged-release oral capsule",1,FALSE,2008-04-09,NA,NA
9001244,"ciclesonide 50 mcg per actuation nasal spray",2,FALSE,2008-04-10,NA,NA
