ccdd	top250name	dpd_ingredient	ing_stem	hydrate	ntp_ing
		GLYCEROL PHENYLBUTYRATE	GLYCEROL PHENYLBUTYRATE	FALSE	GLYCEROL PHENYLBUTYRATE
		GLYCINE	GLYCINE	FALSE	GLYCINE
		GLYCOL SALICYLATE	GLYCOL SALICYLATE	FALSE	GLYCOL SALICYLATE
		GLYCOPYRROLATE	GLYCOPYRROLATE	FALSE	GLYCOPYRROLATE
		Glycopyrronium (Glycopyrronium Bromide)	Glycopyrronium (Glycopyrronium Bromide)	FALSE	Glycopyrronium (Glycopyrronium Bromide)
		GOLD SODIUM THIOMALATE	GOLD SODIUM THIOMALATE	FALSE	GOLD SODIUM THIOMALATE
		GOLIMUMAB	GOLIMUMAB	FALSE	GOLIMUMAB
		GONADORELIN ACETATE	GONADORELIN ACETATE	FALSE	GONADORELIN ACETATE
		GOSERELIN (GOSERELIN ACETATE)	GOSERELIN (GOSERELIN ACETATE)	FALSE	GOSERELIN (GOSERELIN ACETATE)
		GRAMICIDIN	GRAMICIDIN	FALSE	GRAMICIDIN
		GRANISETRON (GRANISETRON HYDROCHLORIDE)	GRANISETRON (GRANISETRON HYDROCHLORIDE)	FALSE	GRANISETRON (GRANISETRON HYDROCHLORIDE)
		Grass Pollen Allergen Extract	Grass Pollen Allergen Extract	FALSE	Grass Pollen Allergen Extract
		GRAZOPREVIR	GRAZOPREVIR	FALSE	GRAZOPREVIR
		GUAIACOL	GUAIACOL	FALSE	GUAIACOL
		GUAIACOL CARBONATE	GUAIACOL CARBONATE	FALSE	GUAIACOL CARBONATE
		GUAIFENESIN	GUAIFENESIN	FALSE	GUAIFENESIN
		Guanfacine (GUANFACINE HYDROCHLORIDE)	Guanfacine (GUANFACINE HYDROCHLORIDE)	FALSE	Guanfacine (GUANFACINE HYDROCHLORIDE)
		HAEMAGGLUTININ-STRAIN A(H1N1)	HAEMAGGLUTININ-STRAIN A(H1N1)	FALSE	HAEMAGGLUTININ-STRAIN A(H1N1)
		HAEMAGGLUTININ-STRAIN A(H3N2)	HAEMAGGLUTININ-STRAIN A(H3N2)	FALSE	HAEMAGGLUTININ-STRAIN A(H3N2)
		HAEMAGGLUTININ-STRAIN B	HAEMAGGLUTININ-STRAIN B	FALSE	HAEMAGGLUTININ-STRAIN B
		HAEMAGGLUTININ-STRAIN B (Victoria)	HAEMAGGLUTININ-STRAIN B (Victoria)	FALSE	HAEMAGGLUTININ-STRAIN B (Victoria)
		HAEMAGGLUTININ-STRAIN B (Yamagata)	HAEMAGGLUTININ-STRAIN B (Yamagata)	FALSE	HAEMAGGLUTININ-STRAIN B (Yamagata)
		HAEMOPHILUS INFLUENZAE TYPE B-PRP	HAEMOPHILUS INFLUENZAE TYPE B-PRP	FALSE	HAEMOPHILUS INFLUENZAE TYPE B-PRP
		HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)	HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)	FALSE	HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)
		HALOBETASOL PROPIONATE	HALOBETASOL PROPIONATE	FALSE	HALOBETASOL PROPIONATE
Y	HALOPERIDOL	HALOPERIDOL	HALOPERIDOL	FALSE	HALOPERIDOL
Y	HALOPERIDOL	HALOPERIDOL (HALOPERIDOL DECANOATE)	HALOPERIDOL	FALSE	HALOPERIDOL (HALOPERIDOL DECANOATE)
		HAMAMELIS VIRGINIANA	HAMAMELIS VIRGINIANA	FALSE	HAMAMELIS VIRGINIANA
		HELIUM	HELIUM	FALSE	HELIUM
		HEPARIN (HEPARIN SODIUM)	HEPARIN (HEPARIN SODIUM)	FALSE	HEPARIN (HEPARIN SODIUM)
		HEPARIN SODIUM	HEPARIN SODIUM	FALSE	HEPARIN SODIUM
		"HEPATITIS A VACCINE, INACTIVATED"	"HEPATITIS A VACCINE, INACTIVATED"	FALSE	"HEPATITIS A VACCINE, INACTIVATED"
		HEPATITIS B IMMUNE GLOBULIN HUMAN	HEPATITIS B IMMUNE GLOBULIN HUMAN	FALSE	HEPATITIS B IMMUNE GLOBULIN HUMAN
		HEPATITIS B SURFACE ANTIGEN (RECOMBINANT)	HEPATITIS B SURFACE ANTIGEN (RECOMBINANT)	FALSE	HEPATITIS B SURFACE ANTIGEN (RECOMBINANT)
		Hexaminolevulinate hydrochloride	Hexaminolevulinate hydrochloride	FALSE	Hexaminolevulinate hydrochloride
		HEXYLRESORCINOL	HEXYLRESORCINOL	FALSE	HEXYLRESORCINOL
		HISTAMINE PHOSPHATE	HISTAMINE PHOSPHATE	FALSE	HISTAMINE PHOSPHATE
		HISTIDINE	HISTIDINE	FALSE	HISTIDINE
		HOMOSALATE	HOMOSALATE	FALSE	HOMOSALATE
		HONEY BEE VENOM PROTEIN	HONEY BEE VENOM PROTEIN	FALSE	HONEY BEE VENOM PROTEIN
		HUMAN PLASMA PROTEINS	HUMAN PLASMA PROTEINS	FALSE	HUMAN PLASMA PROTEINS
		HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1	FALSE	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1
		HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2	FALSE	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2
		HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3	FALSE	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3
		HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4	FALSE	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4
		HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)	FALSE	HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)
		HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE	FALSE	HYDRALAZINE HYDROCHLORIDE
Y	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	FALSE	HYDROCHLOROTHIAZIDE
		HYDROCODONE	HYDROCODONE	FALSE	HYDROCODONE
		HYDROCODONE BITARTRATE	HYDROCODONE BITARTRATE	FALSE	HYDROCODONE BITARTRATE
Y	HYDROCORTISONE	HYDROCORTISONE	HYDROCORTISONE	FALSE	HYDROCORTISONE
Y	HYDROCORTISONE	HYDROCORTISONE (HYDROCORTISONE ACETATE)	HYDROCORTISONE	FALSE	HYDROCORTISONE (HYDROCORTISONE ACETATE)
Y	HYDROCORTISONE	HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)	HYDROCORTISONE	FALSE	HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)
Y	HYDROCORTISONE	HYDROCORTISONE ACETATE	HYDROCORTISONE	FALSE	HYDROCORTISONE ACETATE
Y	HYDROCORTISONE	HYDROCORTISONE VALERATE	HYDROCORTISONE	FALSE	HYDROCORTISONE VALERATE
Y	HYDROMORPHONE	HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE	FALSE	HYDROMORPHONE HYDROCHLORIDE
		HYDROQUINONE	HYDROQUINONE	FALSE	HYDROQUINONE
		HYDROXOCOBALAMIN	HYDROXOCOBALAMIN	FALSE	HYDROXOCOBALAMIN
Y	HYDROXYCHLOROQUINE	HYDROXYCHLOROQUINE SULFATE	HYDROXYCHLOROQUINE	FALSE	HYDROXYCHLOROQUINE SULFATE
		HYDROXYETHYL STARCH 130/0.4	HYDROXYETHYL STARCH 130/0.4	FALSE	HYDROXYETHYL STARCH 130/0.4
		HYDROXYUREA	HYDROXYUREA	FALSE	HYDROXYUREA
Y	HYDROXYZINE	HYDROXYZINE HYDROCHLORIDE	HYDROXYZINE	FALSE	HYDROXYZINE HYDROCHLORIDE
		HYOSCINE BUTYLBROMIDE	HYOSCINE BUTYLBROMIDE	FALSE	HYOSCINE BUTYLBROMIDE
		HYPROLOSE	HYPROLOSE	FALSE	HYPROLOSE
		HYPROMELLOSE	HYPROMELLOSE	FALSE	HYPROMELLOSE
		Ibrutinib	Ibrutinib	FALSE	Ibrutinib
Y	IBUPROFEN	IBUPROFEN	IBUPROFEN	FALSE	IBUPROFEN
		ICATIBANT (ICATIBANT ACETATE)	ICATIBANT (ICATIBANT ACETATE)	FALSE	ICATIBANT (ICATIBANT ACETATE)
		ICODEXTRIN	ICODEXTRIN	FALSE	ICODEXTRIN
		IDARUBICIN HYDROCHLORIDE	IDARUBICIN HYDROCHLORIDE	FALSE	IDARUBICIN HYDROCHLORIDE
		IDARUCIZUMAB	IDARUCIZUMAB	FALSE	IDARUCIZUMAB
		Idelalisib	Idelalisib	FALSE	Idelalisib
		IDOXURIDINE	IDOXURIDINE	FALSE	IDOXURIDINE
		IDURSULFASE	IDURSULFASE	FALSE	IDURSULFASE
		IFOSFAMIDE	IFOSFAMIDE	FALSE	IFOSFAMIDE
		IMATINIB (IMATINIB MESYLATE)	IMATINIB (IMATINIB MESYLATE)	FALSE	IMATINIB (IMATINIB MESYLATE)
		IMIGLUCERASE	IMIGLUCERASE	FALSE	IMIGLUCERASE
		IMIPENEM	IMIPENEM	FALSE	IMIPENEM
		IMIPRAMINE HYDROCHLORIDE	IMIPRAMINE HYDROCHLORIDE	FALSE	IMIPRAMINE HYDROCHLORIDE
		IMIQUIMOD	IMIQUIMOD	FALSE	IMIQUIMOD
		IMMUNE GLOBULIN (HUMAN)	IMMUNE GLOBULIN (HUMAN)	FALSE	IMMUNE GLOBULIN (HUMAN)
		INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)	INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)	FALSE	INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)
		INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY	INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY	FALSE	INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY
		INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1	INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1	FALSE	INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1
		INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT	INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT	FALSE	INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT
		INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY	INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY	FALSE	INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY
		INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1	INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1	FALSE	INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1
		INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT	INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT	FALSE	INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT
		INACTIVATED POLIOVIRUS TYPE I	INACTIVATED POLIOVIRUS TYPE I	FALSE	INACTIVATED POLIOVIRUS TYPE I
		INACTIVATED POLIOVIRUS TYPE II	INACTIVATED POLIOVIRUS TYPE II	FALSE	INACTIVATED POLIOVIRUS TYPE II
		INACTIVATED POLIOVIRUS TYPE III	INACTIVATED POLIOVIRUS TYPE III	FALSE	INACTIVATED POLIOVIRUS TYPE III
		IncobotulinumtoxinA	IncobotulinumtoxinA	FALSE	IncobotulinumtoxinA
		Indacaterol (Indacaterol Maleate)	Indacaterol (Indacaterol Maleate)	FALSE	Indacaterol (Indacaterol Maleate)
Y	INDAPAMIDE	INDAPAMIDE	INDAPAMIDE	FALSE	INDAPAMIDE
		INDIGO CARMINE	INDIGO CARMINE	FALSE	INDIGO CARMINE
		INDOCYANINE GREEN	INDOCYANINE GREEN	FALSE	INDOCYANINE GREEN
Y	INDOMETHACIN	INDOMETHACIN	INDOMETHACIN	FALSE	INDOMETHACIN
		INFLIXIMAB	INFLIXIMAB	FALSE	INFLIXIMAB
		Influenza Virus Type A (H1N1)	Influenza Virus Type A (H1N1)	FALSE	Influenza Virus Type A (H1N1)
		Influenza Virus Type A (H3N2)	Influenza Virus Type A (H3N2)	FALSE	Influenza Virus Type A (H3N2)
		Influenza virus type B (Victoria)	Influenza virus type B (Victoria)	FALSE	Influenza virus type B (Victoria)
		Influenza virus type B (Yamagata)	Influenza virus type B (Yamagata)	FALSE	Influenza virus type B (Yamagata)
		Ingenol Mebutate	Ingenol Mebutate	FALSE	Ingenol Mebutate
		INOSINE PRANOBEX	INOSINE PRANOBEX	FALSE	INOSINE PRANOBEX
		INOSITOL	INOSITOL	FALSE	INOSITOL
		INSULIN	INSULIN	FALSE	INSULIN
Y	INSULIN ASPART	INSULIN ASPART	INSULIN ASPART	FALSE	INSULIN ASPART
		INSULIN ASPART PROTAMINE	INSULIN ASPART PROTAMINE	FALSE	INSULIN ASPART PROTAMINE
		INSULIN BIOSYNTHETIC HUMAN BR	INSULIN BIOSYNTHETIC HUMAN BR	FALSE	INSULIN BIOSYNTHETIC HUMAN BR
Y	INSULIN DETEMIR	INSULIN DETEMIR	INSULIN DETEMIR	FALSE	INSULIN DETEMIR
Y	INSULIN GLARGINE	INSULIN GLARGINE	INSULIN GLARGINE	FALSE	INSULIN GLARGINE
		INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)	INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)	FALSE	INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)
		INSULIN INJECTION HUMAN BIOSYNTHETIC	INSULIN INJECTION HUMAN BIOSYNTHETIC	FALSE	INSULIN INJECTION HUMAN BIOSYNTHETIC
		INSULIN INJECTION PORK	INSULIN PORK	FALSE	INSULIN INJECTION PORK
Y	HUMAN INSULIN ISOPHANE	INSULIN ISOPHANE (NPH)	INSULIN ISOPHANE HUMAN	FALSE	INSULIN ISOPHANE HUMAN
Y	HUMAN INSULIN ISOPHANE	INSULIN ISOPHANE HUMAN BIOSYNTHETIC	INSULIN ISOPHANE HUMAN	FALSE	INSULIN ISOPHANE HUMAN
		INSULIN ISOPHANE INJECTION PORK	INSULIN ISOPHANE INJECTION PORK	FALSE	INSULIN ISOPHANE INJECTION PORK
Y	INSULIN LISPRO	INSULIN LISPRO	INSULIN LISPRO	FALSE	INSULIN LISPRO
		INSULIN LISPRO PROTAMINE SUSPENSION	INSULIN LISPRO PROTAMINE SUSPENSION	FALSE	INSULIN LISPRO PROTAMINE SUSPENSION
		INSULIN NPH HUMAN DNA ORIGIN	INSULIN NPH HUMAN DNA ORIGIN	FALSE	INSULIN NPH HUMAN DNA ORIGIN
		INSULIN SEMI SYNTHETIC HUMAN	INSULIN SEMI SYNTHETIC HUMAN	FALSE	INSULIN SEMI SYNTHETIC HUMAN
		INTERFERON ALFA-2B	INTERFERON ALFA-2B	FALSE	INTERFERON ALFA-2B
		INTERFERON BETA-1A	INTERFERON BETA-1A	FALSE	INTERFERON BETA-1A
		INTERFERON BETA-1B	INTERFERON BETA-1B	FALSE	INTERFERON BETA-1B
		IODIDE (SODIUM IODIDE)	IODIDE (SODIUM IODIDE)	FALSE	IODIDE (SODIUM IODIDE)
		IODINE	IODINE	FALSE	IODINE
		IODINE (ETHIODIZED OIL)	IODINE (ETHIODIZED OIL)	FALSE	IODINE (ETHIODIZED OIL)
		IODINE (POTASSIUM IODIDE)	IODINE (POTASSIUM IODIDE)	FALSE	IODINE (POTASSIUM IODIDE)
		IODINE (SODIUM IODIDE)	IODINE (SODIUM IODIDE)	FALSE	IODINE (SODIUM IODIDE)
		IODIXANOL	IODIXANOL	FALSE	IODIXANOL
		IODOFORM	IODOFORM	FALSE	IODOFORM
		IOHEXOL	IOHEXOL	FALSE	IOHEXOL
		IOPAMIDOL	IOPAMIDOL	FALSE	IOPAMIDOL
		IOPROMIDE	IOPROMIDE	FALSE	IOPROMIDE
		IOTHALAMATE MEGLUMINE	IOTHALAMATE MEGLUMINE	FALSE	IOTHALAMATE MEGLUMINE
		IOVERSOL	IOVERSOL	FALSE	IOVERSOL
		Ipilimumab	Ipilimumab	FALSE	Ipilimumab
Y	IPRATROPIUM	IPRATROPIUM BROMIDE	IPRATROPIUM	FALSE	IPRATROPIUM BROMIDE
Y	IPRATROPIUM	IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE)	IPRATROPIUM	TRUE	IPRATROPIUM BROMIDE
Y	IRBESARTAN	IRBESARTAN	IRBESARTAN	FALSE	IRBESARTAN
		IRINOTECAN HYDROCHLORIDE	IRINOTECAN HYDROCHLORIDE	FALSE	IRINOTECAN HYDROCHLORIDE
		IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)	IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)	TRUE	IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)
		IRON (FERROUS FUMARATE)	IRON (FERROUS FUMARATE)	FALSE	IRON (FERROUS FUMARATE)
		IRON (IRON DEXTRAN COMPLEX)	IRON (IRON DEXTRAN COMPLEX)	FALSE	IRON (IRON DEXTRAN COMPLEX)
		IRON (IRON SUCROSE)	IRON (IRON SUCROSE)	FALSE	IRON (IRON SUCROSE)
		IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)	IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)	FALSE	IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)
		ISOFLURANE	ISOFLURANE	FALSE	ISOFLURANE
		ISOLEUCINE	ISOLEUCINE	FALSE	ISOLEUCINE
		ISONIAZID	ISONIAZID	FALSE	ISONIAZID
		ISOPROPYL ALCOHOL	ISOPROPYL ALCOHOL	FALSE	ISOPROPYL ALCOHOL
		ISOPROPYL MYRISTATE	ISOPROPYL MYRISTATE	FALSE	ISOPROPYL MYRISTATE
		ISOPROTERENOL HYDROCHLORIDE	ISOPROTERENOL HYDROCHLORIDE	FALSE	ISOPROTERENOL HYDROCHLORIDE
		ISOSORBIDE DINITRATE	ISOSORBIDE DINITRATE	FALSE	ISOSORBIDE DINITRATE
Y	ISOSORBIDE-5-MONONITRATE	ISOSORBIDE-5-MONONITRATE	ISOSORBIDE MONONITRATE	FALSE	ISOSORBIDE MONONITRATE
		ISOTRETINOIN	ISOTRETINOIN	FALSE	ISOTRETINOIN
		ITRACONAZOLE	ITRACONAZOLE	FALSE	ITRACONAZOLE
		IVABRADINE (IVABRADINE HYDROCHLORIDE)	IVABRADINE (IVABRADINE HYDROCHLORIDE)	FALSE	IVABRADINE (IVABRADINE HYDROCHLORIDE)
		IVACAFTOR	IVACAFTOR	FALSE	IVACAFTOR
		IVERMECTIN	IVERMECTIN	FALSE	IVERMECTIN
		IXAZOMIB (IXAZOMIB CITRATE)	IXAZOMIB (IXAZOMIB CITRATE)	FALSE	IXAZOMIB (IXAZOMIB CITRATE)
		IXEKIZUMAB	IXEKIZUMAB	FALSE	IXEKIZUMAB
		KETAMINE (KETAMINE HYDROCHLORIDE)	KETAMINE (KETAMINE HYDROCHLORIDE)	FALSE	KETAMINE (KETAMINE HYDROCHLORIDE)
		KETOCONAZOLE	KETOCONAZOLE	FALSE	KETOCONAZOLE
		KETOPROFEN	KETOPROFEN	FALSE	KETOPROFEN
Y	KETOROLAC	KETOROLAC TROMETHAMINE	KETOROLAC	FALSE	KETOROLAC TROMETHAMINE
		KETOTIFEN (KETOTIFEN FUMARATE)	KETOTIFEN (KETOTIFEN FUMARATE)	FALSE	KETOTIFEN (KETOTIFEN FUMARATE)
		KETOTIFEN FUMARATE	KETOTIFEN FUMARATE	FALSE	KETOTIFEN FUMARATE
		LABETALOL HYDROCHLORIDE	LABETALOL HYDROCHLORIDE	FALSE	LABETALOL HYDROCHLORIDE
		LACOSAMIDE	LACOSAMIDE	FALSE	LACOSAMIDE
		LACTIC ACID	LACTIC ACID	FALSE	LACTIC ACID
		LACTULOSE	LACTULOSE	FALSE	LACTULOSE
		L-ALANINE	L-ALANINE	FALSE	L-ALANINE
		LAMIVUDINE	LAMIVUDINE	FALSE	LAMIVUDINE
Y	LAMOTRIGINE	LAMOTRIGINE	LAMOTRIGINE	FALSE	LAMOTRIGINE
		LANOLIN	LANOLIN	FALSE	LANOLIN
		LANREOTIDE (LANREOTIDE ACETATE)	LANREOTIDE (LANREOTIDE ACETATE)	FALSE	LANREOTIDE (LANREOTIDE ACETATE)
Y	LANSOPRAZOLE	LANSOPRAZOLE	LANSOPRAZOLE	FALSE	LANSOPRAZOLE
		LANTHANUM (LANTHANUM CARBONATE HYDRATE)	LANTHANUM (LANTHANUM CARBONATE HYDRATE)	TRUE	LANTHANUM (LANTHANUM CARBONATE HYDRATE)
		LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)	LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)	TRUE	LAPATINIB (LAPATINIB DITOSYLATE MONOHYDRATE)
		L-ARGININE	L-ARGININE	FALSE	L-ARGININE
		LARONIDASE	LARONIDASE	FALSE	LARONIDASE
		L-ASPARTIC ACID	L-ASPARTIC ACID	FALSE	L-ASPARTIC ACID
Y	LATANOPROST	LATANOPROST	LATANOPROST	FALSE	LATANOPROST
		L-CYSTEINE	L-CYSTEINE	FALSE	L-CYSTEINE
		L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)	L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)	FALSE	L-CYSTEINE (L-CYSTEINE HYDROCHLORIDE)
		Ledipasvir	Ledipasvir	FALSE	Ledipasvir
		LEFLUNOMIDE	LEFLUNOMIDE	FALSE	LEFLUNOMIDE
		LENALIDOMIDE	LENALIDOMIDE	FALSE	LENALIDOMIDE
		LENVATINIB (LENVATINIB MESYLATE)	LENVATINIB (LENVATINIB MESYLATE)	FALSE	LENVATINIB (LENVATINIB MESYLATE)
		LETROZOLE	LETROZOLE	FALSE	LETROZOLE
		LEUCINE	LEUCINE	FALSE	LEUCINE
		LEUCOVORIN (LEUCOVORIN CALCIUM)	LEUCOVORIN (LEUCOVORIN CALCIUM)	FALSE	LEUCOVORIN (LEUCOVORIN CALCIUM)
		LEUPROLIDE ACETATE	LEUPROLIDE ACETATE	FALSE	LEUPROLIDE ACETATE
Y	LEVETIRACETAM	LEVETIRACETAM	LEVETIRACETAM	FALSE	LEVETIRACETAM
		LEVOBUNOLOL HYDROCHLORIDE	LEVOBUNOLOL HYDROCHLORIDE	FALSE	LEVOBUNOLOL HYDROCHLORIDE
		LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)	LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)	FALSE	LEVOCABASTINE (LEVOCABASTINE HYDROCHLORIDE)
		LEVOCARNITINE	LEVOCARNITINE	FALSE	LEVOCARNITINE
Y	LEVODOPA	LEVODOPA	LEVODOPA	FALSE	LEVODOPA
Y	LEVOFLOXACIN	LEVOFLOXACIN	LEVOFLOXACIN	FALSE	LEVOFLOXACIN
Y	LEVOFLOXACIN	LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)	LEVOFLOXACIN	TRUE	LEVOFLOXACIN
		Levomefolate Calcium	Levomefolate Calcium	FALSE	Levomefolate Calcium
		LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)	LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)	FALSE	LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)
Y	LEVONORGESTREL	LEVONORGESTREL	LEVONORGESTREL	FALSE	LEVONORGESTREL
Y	LEVOTHYROXINE	LEVOTHYROXINE SODIUM	LEVOTHYROXINE	FALSE	LEVOTHYROXINE SODIUM
		LIDOCAINE	LIDOCAINE	FALSE	LIDOCAINE
		LIDOCAINE (LIDOCAINE HYDROCHLORIDE)	LIDOCAINE (LIDOCAINE HYDROCHLORIDE)	FALSE	LIDOCAINE (LIDOCAINE HYDROCHLORIDE)
		LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	FALSE	LIDOCAINE HYDROCHLORIDE
		LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)	LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)	TRUE	LIDOCAINE HYDROCHLORIDE (LIDOCAINE HYDROCHLORIDE MONOHYDRATE)
		Linaclotide	Linaclotide	FALSE	Linaclotide
		LINAGLIPTIN	LINAGLIPTIN	FALSE	LINAGLIPTIN
		LINEZOLID	LINEZOLID	FALSE	LINEZOLID
		LIOTHYRONINE (LIOTHYRONINE SODIUM)	LIOTHYRONINE (LIOTHYRONINE SODIUM)	FALSE	LIOTHYRONINE (LIOTHYRONINE SODIUM)
		LIPASE	LIPASE	FALSE	LIPASE
		LIRAGLUTIDE	LIRAGLUTIDE	FALSE	LIRAGLUTIDE
Y	LISDEXAMFETAMINE	LISDEXAMFETAMINE DIMESYLATE	LISDEXAMFETAMINE	FALSE	LISDEXAMFETAMINE DIMESYLATE
Y	LISINOPRIL	LISINOPRIL	LISINOPRIL	FALSE	LISINOPRIL
Y	LISINOPRIL	LISINOPRIL (LISINOPRIL DIHYDRATE)	LISINOPRIL	TRUE	LISINOPRIL
		L-ISOLEUCINE	L-ISOLEUCINE	FALSE	L-ISOLEUCINE
Y	LITHIUM	LITHIUM (LITHIUM CITRATE)	LITHIUM (ION)	FALSE	LITHIUM (LITHIUM CITRATE)
Y	LITHIUM	LITHIUM CARBONATE	LITHIUM CARBONATE	FALSE	LITHIUM CARBONATE
		L-LEUCINE	L-LEUCINE	FALSE	L-LEUCINE
		L-LEUCINE HYDROCHLORIDE	L-LEUCINE HYDROCHLORIDE	FALSE	L-LEUCINE HYDROCHLORIDE
		L-LYSINE	L-LYSINE	FALSE	L-LYSINE
		L-LYSINE (L-LYSINE ACETATE)	L-LYSINE (L-LYSINE ACETATE)	FALSE	L-LYSINE (L-LYSINE ACETATE)
		L-LYSINE (L-LYSINE HYDROCHLORIDE)	L-LYSINE (L-LYSINE HYDROCHLORIDE)	FALSE	L-LYSINE (L-LYSINE HYDROCHLORIDE)
		L-LYSINE (LYSINE ACETATE)	L-LYSINE (LYSINE ACETATE)	FALSE	L-LYSINE (LYSINE ACETATE)
		L-LYSINE HYDROCHLORIDE	L-LYSINE HYDROCHLORIDE	FALSE	L-LYSINE HYDROCHLORIDE
		L-MENTHOL	L-MENTHOL	FALSE	L-MENTHOL
		Lomitapide (Lomitapide Mesylate)	Lomitapide (Lomitapide Mesylate)	FALSE	Lomitapide (Lomitapide Mesylate)
		LOMUSTINE	LOMUSTINE	FALSE	LOMUSTINE
