"ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing","CCDD.status","Comments","DPD_Ingredient_FR","ing_stem_fr","ntp_ing_fr"
"Y","","DAPSONE","dapsone","FALSE","dapsone","Released","","Dapsone","dapsone","dapsone"
"Y","","DAPTOMYCIN","daptomycin","FALSE","daptomycin","Released","","Daptomycine","daptomycine","daptomycine"
"Y","","DARATUMUMAB","daratumumab","FALSE","daratumumab","Released","","Daratumumab","daratumumab","daratumumab"
"Y","","DARBEPOETIN ALFA","darbepoetin alfa","FALSE","darbepoetin alfa","Released","","Darbépoétine alfa","darbépoétine alfa","darbépoétine alfa"
"Y","","DARIFENACIN (DARIFENACIN HYDROBROMIDE)","darifenacin","FALSE","darifenacin (darifenacin hydrobromide)","Released","","Darifénacine (Bromhydrate de darifénacine)","darifénacine","darifénacine (bromhydrate de darifénacine)"
"Y","","DARUNAVIR (DARUNAVIR ETHANOLATE)","darunavir","FALSE","darunavir (darunavir ethanolate)","Released","","Darunavir (Éthanolate de darunavir)","darunavir","darunavir (éthanolate de darunavir)"
"","","DASABUVIR (DASABUVIR SODIUM MONOHYDRATE)","dasabuvir (dasabuvir sodium monohydrate)","TRUE","dasabuvir (dasabuvir sodium monohydrate)","No live products","","Dasabuvir (Dasabuvir sodique monohydraté)","dasabuvir (dasabuvir sodium monohydrate)","dasabuvir (dasabuvir sodium monohydrate)"
"Y","","DASATINIB (DASATINIB MONOHYDRATE)","dasatinib","TRUE","dasatinib","Released","","Dasatinib (Monohydrate de dasatinib)","dasatinib","dasatinib"
"Y","","DAUNORUBICIN (DAUNORUBICIN HYDROCHLORIDE)","daunorubicin","FALSE","daunorubicin (daunorubicin hydrochloride)","Released","","Daunorubicine (Chlorhydrate de daunorubicine)","daunorubicine","daunorubicine (chlorhydrate de daunorubicine)"
"Y","","DEFERASIROX","deferasirox","FALSE","deferasirox","Released","","Déférasirox","déférasirox","déférasirox"
"Y","","DEFERIPRONE","deferiprone","FALSE","deferiprone","Released","","Défériprone","défériprone","défériprone"
"Y","","DEFEROXAMINE MESYLATE","deferoxamine","FALSE","deferoxamine mesylate","Released","","Mésylate de déféroxamine","déféroxamine","mésylate de déféroxamine"
"Y","","DEFIBROTIDE","defibrotide","FALSE","defibrotide","Released","","DÉFIBROTIDE","défibrotide","défibrotide"
"Y","","DEGARELIX (DEGARELIX ACETATE)","degarelix","FALSE","degarelix (degarelix acetate)","Released","","Dégarélix (Acétate de dégarélix)","dégarélix","dégarélix (acétate de dégarélix)"
"Y","","DELAVIRDINE MESYLATE","delavirdine","FALSE","delavirdine mesylate","Released","","Mésylate de délavirdine","délavirdine","mésylate de délavirdine"
"Y","","DELTA-9-TETRAHYDROCANNABINOL (CANNABIS SATIVA EXTRACT)","tetrahydrocannabinol","FALSE","tetrahydrocannabinol","Released","","Delta-9-tétrahydrocannabinol (Extrait de cannabis sativa)","tétrahydrocannabinol","tétrahydrocannabinol"
"Y","","DENOSUMAB","denosumab","FALSE","denosumab","Released","","Dénosumab","dénosumab","dénosumab"
"Y","","DEOXYCHOLIC ACID","deoxycholic acid","FALSE","deoxycholic acid","Released","","Acide désoxycholique","acide désoxycholique","acide désoxycholique"
"Y","","DEQUALINIUM CHLORIDE","dequalinium","FALSE","dequalinium chloride","Released","","Chlorure de déqualinium","déqualinium","chlorure de déqualinium"
"","","DERMATOPHAGOIDES FARINAE","dermatophagoides farinae","FALSE","dermatophagoides farinae","Allergen","","Dermatophagoides farinae","dermatophagoides farinae","dermatophagoides farinae"
"","","DERMATOPHAGOIDES PTERONYSSINUS","dermatophagoides pteronyssinus","FALSE","dermatophagoides pteronyssinus","Allergen","","Dermatophagoides pteronyssinus","dermatophagoides pteronyssinus","dermatophagoides pteronyssinus"
"Y","","DERQUANTEL","derquantel","FALSE","derquantel","No live products","Not an ingredient in human products","Derquantel","derquantel","derquantel"
"","","DESFLURANE","desflurane","FALSE","desflurane","Anaesthetic","","Desflurane","desflurane","desflurane"
"Y","","DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE)","desipramine","FALSE","desipramine (desipramine hydrochloride)","Released","","Désipramine (Chlorhydrate de désipramine)","désipramine","désipramine (chlorhydrate de désipramine)"
"Y","","DESIPRAMINE HYDROCHLORIDE","desipramine","FALSE","desipramine hydrochloride","Released","","Chlorhydrate de désipramine","désipramine","chlorhydrate de désipramine"
"Y","","DESLORATADINE","desloratadine","FALSE","desloratadine","Released","","Desloratadine","desloratadine","desloratadine"
"Y","","DESMOPRESSIN (DESMOPRESSIN ACETATE)","desmopressin","FALSE","desmopressin (desmopressin acetate)","Released","","Desmopressine (Acétate de desmopressine)","desmopressine","desmopressine (acétate de desmopressine)"
"Y","","DESMOPRESSIN ACETATE","desmopressin","FALSE","desmopressin acetate","Released","","Acétate de desmopressine","desmopressine","acétate de desmopressine"
"Y","","DESMOPRESSIN ACETATE (DESMOPRESSIN ACETATE TRIHYDRATE)","desmopressin","TRUE","desmopressin acetate","Released","","Acétate de desmopressine (Acétate de desmopressine trihydrate)","desmopressine","acétate de desmopressine"
"Y","DESOGESTREL","DESOGESTREL","desogestrel","FALSE","desogestrel","Released","","Désogestrel","désogestrel","désogestrel"
"Y","","DESONIDE","desonide","FALSE","desonide","Released","","Désonide","désonide","désonide"
"Y","","DESOXIMETASONE","desoximetasone","FALSE","desoximetasone","Released","","Désoxyméthasone","désoxyméthasone","désoxyméthasone"
"Y","","DESVENLAFAXINE","desvenlafaxine","FALSE","desvenlafaxine","Released","","Desvenlafaxine","desvenlafaxine","desvenlafaxine"
"Y","DESVENLAFAXINE","DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)","desvenlafaxine","FALSE","desvenlafaxine (desvenlafaxine succinate)","Released","","Desvenlafaxine (Succinate de desvenlafaxine)","desvenlafaxine","desvenlafaxine (succinate de desvenlafaxine)"
"Y","DEXAMETHASONE","DEXAMETHASONE","dexamethasone (base)","FALSE","dexamethasone","Released","","Dexaméthasone","dexaméthasone (base)","dexaméthasone"
"Y","DEXAMETHASONE","DEXAMETHASONE (DEXAMETHASONE SODIUM METASULPHOBENZOATE)","dexamethasone (base)","FALSE","dexamethasone (dexamethasone sodium metasulphobenzoate)","Released","","Dexaméthasone (Métasulfobenzoate sodique de dexaméthasone)","dexaméthasone (base)","dexaméthasone (métasulfobenzoate sodique de dexaméthasone)"
"Y","DEXAMETHASONE","DEXAMETHASONE (DEXAMETHASONE SODIUM PHOSPHATE)","dexamethasone (base)","FALSE","dexamethasone (dexamethasone sodium phosphate)","Released","","Dexaméthasone (Phosphate de dexaméthasone sodique)","dexaméthasone (base)","dexaméthasone (phosphate de dexaméthasone sodique)"
"Y","DEXAMETHASONE","DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)","dexamethasone phosphate","FALSE","dexamethasone phosphate (dexamethasone sodium phosphate)","Released","","Phosphate de dexaméthasone (Phosphate de dexaméthasone sodique)","phosphate de dexaméthasone","phosphate de dexaméthasone (phosphate de dexaméthasone sodique)"
"Y","DEXAMETHASONE","DEXAMETHASONE SODIUM PHOSPHATE","dexamethasone sodium phosphate","FALSE","dexamethasone sodium phosphate","Released","","Phosphate de dexaméthasone sodique","phosphate de dexaméthasone sodique","phosphate de dexaméthasone sodique"
"Y","","DEXBROMPHENIRAMINE MALEATE","dexbrompheniramine maleate","FALSE","dexbrompheniramine maleate","No live products","","Maléate de dexbromphéniramine","dexbromphéniramine","maléate de dexbromphéniramine"
"Y","DEXLANSOPRAZOLE","DEXLANSOPRAZOLE","dexlansoprazole","FALSE","dexlansoprazole","Released","","Dexlansoprazole","dexlansoprazole","dexlansoprazole"
"Y","","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)","dexmedetomidine","FALSE","dexmedetomidine (dexmedetomidine hydrochloride)","Released","","Dexmédétomidine (Chlorhydrate de dexmédétomidine)","dexmédétomidine","dexmédétomidine (chlorhydrate de dexmédétomidine)"
"","","DEXPANTHENOL","dexpanthenol","FALSE","dexpanthenol","No live products","Vitamin B5 provitamin","Dexpanthénol","dexpanthenol","dexpanthenol"
"","","DEXPANTHENOL (PANTHENOL)","dexpanthenol (panthenol)","FALSE","dexpanthenol (panthenol)","No live products","Vitamin B5 provitamin","Dexpanthénol","dexpanthenol (panthenol)","dexpanthenol (panthenol)"
"Y","","DEXRAZOXANE","dexrazoxane","FALSE","dexrazoxane","Released","","Dexrazoxane","dexrazoxane","dexrazoxane"
"Y","","DEXTRAN","dextran","FALSE","dextran","Issue - in QA","Combination only with NaCl or Dextrose","Dextran","dextran","dextran"
"Y","","DEXTRAN 40","dextran 40","FALSE","dextran 40","No live products","","Dextran 40","dextran 40","dextran 40"
"Y","","DEXTRAN 70","dextran 70","FALSE","dextran 70","Released","Combination only","Dextran 70","dextran 70","dextran 70"
"Y","DEXTROAMPHETAMINE","DEXTROAMPHETAMINE SACCHARATE","dextroamphetamine","FALSE","dextroamphetamine saccharate","Released","","Saccharate de dextroamphétamine","dextroamphétamine","saccharate de dextroamphétamine"
"Y","DEXTROAMPHETAMINE","DEXTROAMPHETAMINE SULFATE","dextroamphetamine","FALSE","dextroamphetamine sulfate","Released","","Sulfate de dextroamphétamine","dextroamphétamine","sulfate de dextroamphétamine"
"Y","","DEXTROMETHORPHAN HYDROBROMIDE","dextromethorphan","FALSE","dextromethorphan hydrobromide","Released","","Bromhydrate de dextrométhorphane","dextrométhorphane","bromhydrate de dextrométhorphane"
"Y","","DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX)","dextromethorphan","FALSE","dextromethorphan hydrobromide (dextromethorphan polistirex)","Released","","Bromhydrate de dextrométhorphane (Dextromethorphane polistirex)","dextrométhorphane","bromhydrate de dextrométhorphane (dextromethorphane polistirex)"
"","","DEXTROSE","dextrose","FALSE","dextrose","","","Dextrose","dextrose","dextrose"
"","","DEXTROSE (DEXTROSE MONOHYDRATE)","dextrose (dextrose monohydrate)","TRUE","dextrose (dextrose monohydrate)","","","Dextrose (Dextrose monohydraté)","dextrose (dextrose monohydrate)","dextrose (dextrose monohydrate)"
"","","DEXTROSE ANHYDROUS","dextrose anhydrous","FALSE","dextrose anhydrous","","","Dextrose anhydre","dextrose anhydrous","dextrose anhydrous"
"","","DIATRIZOATE MEGLUMINE","diatrizoate meglumine","FALSE","diatrizoate meglumine","Contrast media","","Diatrizoate de méglumine","diatrizoate meglumine","diatrizoate meglumine"
"","","DIATRIZOATE SODIUM","diatrizoate sodium","FALSE","diatrizoate sodium","Contrast media","","Diatrizoate de sodium","diatrizoate sodium","diatrizoate sodium"
"Y","DIAZEPAM","DIAZEPAM","diazepam","FALSE","diazepam","Released","","Diazépam","diazépam","diazépam"
"Y","","DIAZOXIDE","diazoxide","FALSE","diazoxide","Released","","Diazoxide","diazoxide","diazoxide"
"Y","DIBUCAINE","DIBUCAINE HYDROCHLORIDE","dibucaine","FALSE","dibucaine hydrochloride","Released","Combination only","Chlorhydrate de dibucaïne","dibucaïne","chlorhydrate de dibucaïne"
"Y","","DICHLOROBENZENE","dichlorobenzene","FALSE","dichlorobenzene","Released","Comination - Cerumol","Dichlorobenzène","dichlorobenzène","dichlorobenzène"
"Y","","DICHLOROBENZYL ALCOHOL","dichlorobenzyl alcohol","FALSE","dichlorobenzyl alcohol","Released","","Alcool dichlorobenzylique","alcool dichlorobenzylique","alcool dichlorobenzylique"
"Y","DICLOFENAC","DICLOFENAC DIETHYLAMINE","diclofenac","FALSE","diclofenac diethylamine","Released","","Diclofénac diéthylamine","diclofénac","diclofénac diéthylamine"
"Y","DICLOFENAC","DICLOFENAC POTASSIUM","diclofenac","FALSE","diclofenac potassium","Released","","Diclofénac potassique","diclofénac","diclofénac potassique"
"Y","DICLOFENAC","DICLOFENAC SODIUM","diclofenac","FALSE","diclofenac sodium","Released","","Diclofénac sodique","diclofénac","diclofénac sodique"
"Y","","DICYCLOMINE HYDROCHLORIDE","dicyclomine","FALSE","dicyclomine hydrochloride","Released","","Chlorhydrate de dicyclomine","dicyclomine","chlorhydrate de dicyclomine"
"Y","","DIDANOSINE","didanosine","FALSE","didanosine","Released","","Didanosine","didanosine","didanosine"
"","","DIDECYL DIMETHYL AMMONIUM CHLORIDE","didecyl dimethyl ammonium chloride","FALSE","didecyl dimethyl ammonium chloride","Disinfectant","Not in scope","Chlorure de didécyl-diméthyl ammonium","didecyl dimethyl ammonium chloride","didecyl dimethyl ammonium chloride"
"Y","","DIENOGEST","dienogest","FALSE","dienogest","Released","","Diénogest","diénogest","diénogest"
"Y","","DIFLUNISAL","diflunisal","FALSE","diflunisal","Released","","Diflunisal","diflunisal","diflunisal"
"Y","","DIFLUPREDNATE","difluprednate","FALSE","difluprednate","Released","","Difluprednate","difluprednate","difluprednate"
"Y","DIGOXIN","DIGOXIN","digoxin","FALSE","digoxin","Released","","Digoxine","digoxine","digoxine"
"","","DIGOXIN IMMUNE FAB (OVINE)","digoxin immune fab (ovine)","FALSE","digoxin immune fab (ovine)","Antidote","","Fragments d'anticorps spécifiques de la digoxine [fab (ovins)]","digoxin immune fab (ovine)","digoxin immune fab (ovine)"
"Y","","DIHYDROERGOTAMINE MESYLATE","dihydroergotamine","FALSE","dihydroergotamine mesylate","Released","","Mésylate de dihydroergotamine","dihydroergotamine","mésylate de dihydroergotamine"
"Y","DILTIAZEM","DILTIAZEM HYDROCHLORIDE","diltiazem","FALSE","diltiazem hydrochloride","Released","","Chlorhydrate de diltiazem","diltiazem","chlorhydrate de diltiazem"
"Y","","DILUENT","diluent","FALSE","diluent","Excipient","","Diluant","diluant","diluant"
"Y","","DIMENHYDRINATE","dimenhydrinate","FALSE","dimenhydrinate","Released","","Diménhydrinate","dimenhydrinate","dimenhydrinate"
"","","DIMERCAPROL","dimercaprol","FALSE","dimercaprol","Antidote","","Dimercaprol","dimercaprol","dimercaprol"
"Y","","DIMETHICONE","dimethicone","FALSE","dimethicone","Released","","Diméthicone","diméthicone","diméthicone"
"Y","","DIMETHYL FUMARATE","dimethyl fumarate","FALSE","dimethyl fumarate","Released","","Fumarate de diméthyle","fumarate de diméthyle","fumarate de diméthyle"
"Y","","DIMETHYL SULFOXIDE","dimethyl sulfoxide","FALSE","dimethyl sulfoxide","Released","","Diméthylsulfoxyde","diméthylsulfoxyde","diméthylsulfoxyde"
"Y","","DINOPROST (DINOPROST TROMETHAMINE)","dinoprost","FALSE","dinoprost (dinoprost tromethamine)","Released","","Dinoprost (Dinoprost trométhamine)","dinoprost","dinoprost (dinoprost trométhamine)"
"Y","","DINOPROSTONE","dinoprostone","FALSE","dinoprostone","Released","","Dinoprostone","dinoprostone","dinoprostone"
"","","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","dioctyl dimethyl ammonium chloride","FALSE","dioctyl dimethyl ammonium chloride","Disinfectant","Not in scope","Chlorure de dioctyl-diméthyl ammonium","dioctyl dimethyl ammonium chloride","dioctyl dimethyl ammonium chloride"
"Y","","DIPHENHYDRAMINE CITRATE","diphenhydramine","FALSE","diphenhydramine citrate","Released","","Citrate de diphénhydramine","diphenhydramine","citrate de diphenhydramine"
"Y","","DIPHENHYDRAMINE HYDROCHLORIDE","diphenhydramine","FALSE","diphenhydramine hydrochloride","Released","","Chlorhydrate de diphénhydramine","diphenhydramine","chlorhydrate de diphenhydramine"
"Y","","DIPHENOXYLATE HYDROCHLORIDE","diphenoxylate","FALSE","diphenoxylate hydrochloride","Released","Combination only","Chlorhydrate de diphénoxylate","diphénoxylate","chlorhydrate de diphénoxylate"
"Y","","DIPHENYLPYRALINE HYDROCHLORIDE","diphenylpyraline","FALSE","diphenylpyraline hydrochloride","Released","Combination only","Chlorhydrate de diphénylpyraline","diphénylpyraline","chlorhydrate de diphénylpyraline"
"","","DIPHTHERIA TOXOID","diphtheria toxoid","FALSE","diphtheria toxoid","Immunologic","","Anatoxine diphtérique","diphtheria toxoid","diphtheria toxoid"
"","","DIPHTHERIA TOXOID ADSORBED","diphtheria toxoid adsorbed","FALSE","diphtheria toxoid adsorbed","Immunologic","","Anatoxine diphtérique adsorbée","diphtheria toxoid adsorbed","diphtheria toxoid adsorbed"
"","","DIPIVEFRIN HYDROCHLORIDE","dipivefrin hydrochloride","FALSE","dipivefrin hydrochloride","No live products","","Chlorhydrate de dipivéfrine","dipivefrin hydrochloride","dipivefrin hydrochloride"
"Y","","DIPYRIDAMOLE","dipyridamole","FALSE","dipyridamole","Released","","Dipyridamole","dipyridamole","dipyridamole"
"","","DISODIUM EDETATE","disodium edetate","FALSE","disodium edetate","No live products","","Édétate disodique","disodium edetate","disodium edetate"
"Y","","DISOPYRAMIDE","disopyramide","FALSE","disopyramide","Released","","Disopyramide","disopyramide","disopyramide"
"","","DL-METHIONINE","dl-methionine","FALSE","dl-methionine","TPN","","DL-méthionine","dl-methionine","dl-methionine"
"Y","","DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)","dobutamine","FALSE","dobutamine (dobutamine hydrochloride)","Released","","Dobutamine (Chlorhydrate de dobutamine)","dobutamine","dobutamine (chlorhydrate de dobutamine)"
"Y","","DOCETAXEL","docetaxel","FALSE","docetaxel","Released","","Docétaxel","docétaxel","docétaxel"
"Y","","DOCOSANOL","docosanol","FALSE","docosanol","Released","","Docosanol","docosanol","docosanol"
"Y","DOCUSATE","DOCUSATE CALCIUM","docusate","FALSE","docusate calcium","Released","","Docusate de calcium","docusate","docusate calcique"
"Y","DOCUSATE","DOCUSATE SODIUM","docusate","FALSE","docusate sodium","Released","","Docusate sodique","docusate","docusate sodique"
"","","DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT","dolichovespula arenaria venom protein extract","FALSE","dolichovespula arenaria venom protein extract","Antidote","","Extraits de protéines de venin de dolichovespula arenaria","dolichovespula arenaria venom protein extract","dolichovespula arenaria venom protein extract"
"","","DOLICHOVESPULA MACULATA VENOM PROTEIN EXTRACT","dolichovespula maculata venom protein extract","FALSE","dolichovespula maculata venom protein extract","Antidote","","Extrait de protéines de venin de dolichovespula maculata","dolichovespula maculata venom protein extract","dolichovespula maculata venom protein extract"
"Y","","DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)","dolutegravir","FALSE","dolutegravir (dolutegravir sodium)","Released","","DOLUTÉGRAVIR (DOLUTEGRAVIR SODIUM)","dolutégravir","dolutégravir (dolutégravir sodique)"
"Y","DOMPERIDONE","DOMPERIDONE (DOMPERIDONE MALEATE)","domperidone","FALSE","domperidone (domperidone maleate)","Released","","Dompéridone (Maléate de dompéridone)","dompéridone","dompéridone (maléate de dompéridone)"
"Y","DONEPEZIL","DONEPEZIL HYDROCHLORIDE","donepezil","FALSE","donepezil hydrochloride","Released","","Chlorhydrate de donépézil","donépézil","chlorhydrate de donépézil"
"Y","DONEPEZIL","DONEPEZIL HYDROCHLORIDE (DONEPEZIL HYDROCHLORIDE MONOHYDRATE)","donepezil","TRUE","donepezil hydrochloride","Released","","Chlorhydrate de donépézil","donépézil","chlorhydrate de donépézil"
"Y","","DOPAMINE HYDROCHLORIDE","dopamine hydrochloride","FALSE","dopamine hydrochloride","","Not coming through without Dextrose flagged as Y","Chlorhydrate de dopamine","dopamine","chlorhydrate de dopamine"
"Y","","DORNASE ALFA","dornase alfa","FALSE","dornase alfa","Released","","Dornase alfa","dornase alfa","dornase alfa"
"Y","DORZOLAMIDE","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)","dorzolamide","FALSE","dorzolamide (dorzolamide hydrochloride)","Released","","Dorzolamide (Chlorhydrate de dorzolamide)","dorzolamide","dorzolamide (chlorhydrate de dorzolamide)"
"Y","DOXAZOSIN","DOXAZOSIN (DOXAZOSIN MESYLATE)","doxazosin","FALSE","doxazosin (doxazosin mesylate)","Released","","Doxazosine (Mésylate de doxazosine)","doxazosine","doxazosine (mésylate de doxazosine)"
"Y","","DOXEPIN (DOXEPIN HYDROCHLORIDE)","doxepin","FALSE","doxepin (doxepin hydrochloride)","Released","","Doxépine (Chlorhydrate de doxépine)","doxépine","doxépine (chlorhydrate de doxépine)"
"Y","","DOXORUBICIN HYDROCHLORIDE","doxorubicin","FALSE","doxorubicin hydrochloride","Issue - in QA","","Chlorhydrate de doxorubicine","doxorubicine","chlorhydrate de doxorubicine"
"Y","DOXYCYCLINE","DOXYCYCLINE (DOXYCYCLINE HYCLATE)","doxycycline","FALSE","doxycycline (doxycycline hyclate)","Released","","Doxycycline (Hyclate de doxycycline)","doxycycline","doxycycline (hyclate de doxycycline)"
"Y","DOXYCYCLINE","DOXYCYCLINE (DOXYCYCLINE MONOHYDRATE)","doxycycline","TRUE","doxycycline","Released","","Doxycycline (Monohydrate de Doxycycline)","doxycycline","doxycycline"
"Y","","DOXYLAMINE SUCCINATE","doxylamine","FALSE","doxylamine succinate","Released","","Succinate de doxylamine","doxylamine","succinate de doxylamine"
"","","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)","d-pantothenic acid (calcium d-pantothenate)","FALSE","d-pantothenic acid (calcium d-pantothenate)","No live products","No live products in scope. Vitamin B5","Acide d-pantothénique (D-pantothénate de calcium)","d-pantothenic acid (calcium d-pantothenate)","d-pantothenic acid (calcium d-pantothenate)"
"","","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE, RIBOFLAVIN-5-PHOSPHATE)","d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)","FALSE","d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)","No live products","No live products in scope. Vitamin B5","Acide d-pantothénique (D-pantothénate de calcium, 5-phosphate de riboflavine)","d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)","d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate)"
"Y","","PENICILLAMINE","penicillamine","FALSE","penicillamine","Released","","pénicillamine","pénicillamine","pénicillamine"
"","","DROMETRIZOLE TRISILOXANE","drometrizole trisiloxane","FALSE","drometrizole trisiloxane","Sunscreen","","Drométrizole trisiloxane","drometrizole trisiloxane","drometrizole trisiloxane"
"Y","","DRONEDARONE (DRONEDARONE HYDROCHLORIDE)","dronedarone","FALSE","dronedarone (dronedarone hydrochloride)","Released","","Dronédarone (Chlorhydrate de dronédarone)","dronédarone","dronédarone (chlorhydrate de dronédarone)"
"Y","","DROPERIDOL","droperidol","FALSE","droperidol","Released","","Dropéridol","dropéridol","dropéridol"
"Y","DROSPIRENONE","DROSPIRENONE","drospirenone","FALSE","drospirenone","Released","Combination only","Drospirénone","drospirénone","drospirénone"
"Y","","DULAGLUTIDE","dulaglutide","FALSE","dulaglutide","Released","","Dulaglutide","dulaglutide","dulaglutide"
"Y","DULOXETINE","DULOXETINE (DULOXETINE HYDROCHLORIDE)","duloxetine","FALSE","duloxetine (duloxetine hydrochloride)","Released","","Duloxétine (Chlorhydrate de duloxétine)","duloxétine","duloxétine (chlorhydrate de duloxétine)"
"Y","","DUPILUMAB","dupilumab","FALSE","dupilumab","Released","","dupilumab","dupilumab","dupilumab"
"Y","","DURVALUMAB","durvalumab","FALSE","durvalumab","Released","","DURVALUMAB","durvalumab","durvalumab"
"Y","DUTASTERIDE","DUTASTERIDE","dutasteride","FALSE","dutasteride","Released","","Dutastéride","dutastéride","dutastéride"
"Y","","DYCLONINE HYDROCHLORIDE","dyclonine","FALSE","dyclonine hydrochloride","Released","","Chlorhydrate de  dyclonine","dyclonine","chlorhydrate de dyclonine"
"Y","","ECULIZUMAB","eculizumab","FALSE","eculizumab","Released","","Éculizumab","éculizumab","éculizumab"
"Y","","EDOXABAN (EDOXABAN TOSYLATE)","edoxaban","FALSE","edoxaban (edoxaban tosylate)","Released","","Édoxaban (Tosylate d'Édoxaban)","édoxaban","édoxaban (tosylate d'édoxaban)"
"Y","","EFAVIRENZ","efavirenz","FALSE","efavirenz","Released","","Éfavirenz","éfavirenz","éfavirenz"
"Y","","EFINACONAZOLE","efinaconazole","FALSE","efinaconazole","Released","","Éfinaconazole","éfinaconazole","éfinaconazole"
"Y","","EFLORNITHINE HYDROCHLORIDE","eflornithine","FALSE","eflornithine hydrochloride","Released","","Chlorhydrate d'éflornithine","éflornithine","chlorhydrate d'éflornithine"
"Y","","ELAGOLIX (ELAGOLIX SODIUM)","elagolix","FALSE","elagolix (elagolix sodium)","Released","","élagolix (Sodium de élagolix)","élagolix","élagolix (élagolix sodique)"
"Y","","ELBASVIR","elbasvir","FALSE","elbasvir","Released","Combinations only","Elbasvir","elbasvir","elbasvir"
"Y","","ELETRIPTAN (ELETRIPTAN HYDROBROMIDE)","eletriptan","FALSE","eletriptan (eletriptan hydrobromide)","Released","","Élétriptan (Bromhydrate d'élétriptan)","élétriptan","élétriptan (bromhydrate d'élétriptan)"
"Y","","ELIGLUSTAT (ELIGLUSTAT TARTRATE)","eliglustat","FALSE","eliglustat (eliglustat tartrate)","Released","","Éliglustat (Tartrate d'éliglustat)","éliglustat","éliglustat (tartrate d'éliglustat)"
"Y","","ELOSULFASE ALFA","elosulfase alfa","FALSE","elosulfase alfa","Released","","Élosulfase Alfa","élosulfase alfa","élosulfase alfa"
"Y","","ELTROMBOPAG (ELTROMBOPAG OLAMINE)","eltrombopag","FALSE","eltrombopag (eltrombopag olamine)","Released","","Eltrombopag (Eltrombopag Olamine)","eltrombopag","eltrombopag (eltrombopag olamine)"
"Y","","ELUXADOLINE","eluxadoline","FALSE","eluxadoline","Released","","ELUXADOLINE","éluxadoline","éluxadoline"
"Y","","ELVITEGRAVIR","elvitegravir","FALSE","elvitegravir","Released","Combination only","Elvitegravir","elvitégravir","elvitégravir"
"Y","","EMPAGLIFLOZIN","empagliflozin","FALSE","empagliflozin","Released","","EMPAGLIFLOZINE","empagliflozin","empagliflozin"
"Y","","EMTRICITABINE","emtricitabine","FALSE","emtricitabine","Released","Combination only","Emtricitabine","emtricitabine","emtricitabine"
"Y","ENALAPRIL","ENALAPRIL MALEATE","enalapril","FALSE","enalapril maleate","Released","","Maléate d'énalapril","énalapril","maléate d'énalapril"
"Y","ENALAPRIL","ENALAPRIL SODIUM","enalapril","FALSE","enalapril sodium","Released","","Énalapril sodique","énalapril","énalapril sodique"
"Y","ENALAPRIL","ENALAPRIL SODIUM (ENALAPRIL MALEATE)","enalapril","FALSE","enalapril sodium (enalapril maleate)","Released","","Énalapril sodique (Maléate d'énalapril)","énalapril","énalapril sodique (maléate d'énalapril)"
"Y","","ENALAPRILAT","enalaprilat","FALSE","enalaprilat","Released","","Énalaprilate","énalaprilate","énalaprilate"
"Y","","ENFUVIRTIDE","enfuvirtide","FALSE","enfuvirtide","Released","","Enfuvirtide","enfuvirtide","enfuvirtide"
"Y","","ENOXAPARIN SODIUM","enoxaparin","FALSE","enoxaparin sodium","Released","","Énoxaparine sodique","énoxaparine","énoxaparine sodique"
"Y","","ENSULIZOLE","ensulizole","FALSE","ensulizole","Sunscreen","Y flag added back","Ensulizole","ensulizole","ensulizole"
"Y","","ENTACAPONE","entacapone","FALSE","entacapone","Released","","Entacapone","entacapone","entacapone"
"Y","","ENTECAVIR","entecavir","FALSE","entecavir","Released","","Entécavir","entécavir","entécavir"
"Y","","ENTECAVIR (ENTECAVIR MONOHYDRATE)","entecavir","TRUE","entecavir","Released","","Entécavir (ENTÉCAVIR MONOHYDRATÉ)","entécavir","entécavir"
"","","ENZACAMENE","enzacamene","FALSE","enzacamene","Sunscreen","","Enzacamène","enzacamene","enzacamene"
"Y","","ENZALUTAMIDE","enzalutamide","FALSE","enzalutamide","Released","","Enzalutamide","enzalutamide","enzalutamide"
"Y","EPHEDRINE","EPHEDRINE SULFATE","ephedrine","FALSE","ephedrine sulfate","Released","","Sulfate d'éphédrine","éphédrine","sulfate d'éphédrine"
