"mp_code","mp_formal_name","changes","drug_code"
"02365723","X3 ON-THE-GO FIRST AID BURN RELIEF SPRAY (lidocaine hydrochloride 0.5 % cutaneous spray) NATURAL ESSENTIALS INC","ADDED",85060
"02365944","ADVATE (antihemophilic factor (recombinant) 250 unit per vial powder for solution for injection) SHIRE PHARMA CANADA ULC","ADDED",85081
"02365952","ADVATE (antihemophilic factor (recombinant) 500 unit per vial powder for solution for injection) SHIRE PHARMA CANADA ULC","ADDED",85082
"02366878","KARESSE (triclosan 0.1 % cutaneous solution) AVMOR LTD","ADDED",85169
"02368072","IBUPROFEN TABLETS (ibuprofen 200 mg oral tablet) VITA HEALTH PRODUCTS INC","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20170717"" -> ""20170126""",85289
"02368080","IBUPROFEN CAPLETS (ibuprofen 200 mg oral tablet) VITA HEALTH PRODUCTS INC","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20170717"" -> ""20170126""",85290
"02368307","BENZOYL PEROXIDE ACNE TREATMENT 5% (benzoyl peroxide 5 % lotion) JAN MARINI SKIN RESEARCH INC","ADDED",85328
"02369575","X3 ON-THE-GO ANTISEPTIC SPRAY (benzalkonium chloride 0.13 % cutaneous spray) NATURAL ESSENTIALS INC","ADDED",85450
"02370840","CATHEJELL (lidocaine hydrochloride 20 mg per g cutaneous gel) PHARMAZEUTISCHE FABRIK MONTAVIT GES M.B.H.","ADDED",85604
"02372037","ANTIBIOTIC OINTMENT (bacitracin (bacitracin zinc) 500 unit per g and polymyxin B (polymyxin B sulfate) 10000 unit per g cutaneous ointment) CANADIAN CUSTOM PACKAGING COMPANY","ADDED",85716
"02372983","XYLOCAINE 0.5% (lidocaine hydrochloride 100 mg per 20 mL solution for injection vial) ASPEN PHARMACARE CANADA INC.","ADDED",85810
"02373130","XYLOCAINE 2% WITH EPINEPHRINE 1:200000 (epinephrine (epinephrine bitartrate) 0.1 mg per 20 mL and lidocaine hydrochloride 400 mg per 20 mL solution for injection vial) ASPEN PHARMACARE CANADA INC.","ADDED",85829
"02373807","H.E.L.P. ACETATE BUFFER PH 4.85 (acetic acid 6.82 g per l and sodium acetate 27.22 g per l solution for haemodialysis) B. BRAUN AVITUM AG","ADDED",85902
"02374137","EMOLAX (polyethylene glycol 3350 100 % powder for oral solution) JAMP PHARMA CORPORATION","ADDED",85934
"02375133","GOJO ANTIBACTERIAL PLUM SCENT FOAM HANDWASH TRICLOSAN LIQUID (triclosan 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.","ADDED",86054
"02375168","GOJO ANTIBACTERIAL FOAM HANDWASH TRICLOSAN LIQUID (triclosan 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.","ADDED",86057
"02376393","NUTROPIN AQ NUSPIN 10 (somatropin 10 mg per 2 mL solution for injection pen) HOFFMANN-LA ROCHE LIMITED","ADDED",86186
"02377896","FOAM SANITIZER (benzethonium chloride 0.2 % cutaneous solution) ZEP MANUFACTURING COMPANY OF CANADA","ADDED",86369
"02377918","ANTI-BACTERIAL FOAMING HAND SOAP (triclosan 0.1 % cutaneous solution) ZEP MANUFACTURING COMPANY OF CANADA","ADDED",86370
"02378930","MYLAN-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule) MYLAN PHARMACEUTICALS ULC","DELETED",86480
"02378949","MYLAN-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule) MYLAN PHARMACEUTICALS ULC","DELETED",86481
"02379430","NOBAC INSTANT FOAMING HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous solution) MASON CHEMICAL COMPANY","ADDED",86533
"02380153","SIGNATRY ANTIBACTERIAL PLUM SCENT FOAM HANDWASH TRICLOSAN LIQUID (triclosan 0.3 % cutaneous solution) GOJO INDUSTRIES, INC.","ADDED",86599
"02380811","STERILE DILUENT FOR MERCK SHARP & DOHME CORP. LIVE ATTENUATED VIRUS VACCINES (water 100 % solution for injection) MERCK CANADA INC","ADDED",86658
"02381311","POSICAINE N (articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.005 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC","ADDED",86711
"02381338","POSICAINE SP (articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.01 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC","ADDED",86712
"02381834","MINERAL OIL USP (mineral oil heavy 99.9 % oral solution) VI-JON INC","ADDED",86767
"02381850","BUPIVACAINE HCL 0.5% AND EPINEPHRINE 1:200,000 INJECTION (bupivacaine hydrochloride 5 mg per mL and epinephrine bitartrate 0.009 mg per mL solution for injection 1.8 mL cartridge) NOVOCOL PHARMACEUTICAL OF CANADA INC","ADDED",86769
"02382040","SOLUPREP SWAB (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % swab) 3M CANADA COMPANY","ADDED",86791
"02382113","SOLUPREP APPLICATOR (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % cutaneous solution) 3M CANADA COMPANY","ADDED",86799
"02382628","MONICURE COMBO (luconazole 150 mg oral capsule with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC","mp_formal_name: ""MONICURE COMBO (luconazole 150 mg oral capsule with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC"" -> ""MONICURE COMBO (fluconazole 150 mg oral capsule with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS LLC""",86844
"02383497","MYLAN-BOSENTAN (bosentan (bosentan monohydrate) 62.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC","DELETED",86923
"02383500","MYLAN-BOSENTAN (bosentan (bosentan monohydrate) 125 mg oral tablet) MYLAN PHARMACEUTICALS ULC","DELETED",86924
"02385708","SOLUPREP WIPE (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % wipe) 3M CANADA COMPANY","ADDED",87132
"02385988","SOTALOL (sotalol hydrochloride 80 mg oral tablet) SIVEM PHARMACEUTICALS ULC","DELETED",87158
"02385996","SOTALOL (sotalol hydrochloride 160 mg oral tablet) SIVEM PHARMACEUTICALS ULC","DELETED",87159
"02386836","JAMPOCAINE 5% (lidocaine 5 % cutaneous ointment) JAMP PHARMA CORPORATION","ADDED",87241
"02387549","CALCIUM CHLORIDE FOR HAEMODIALYSIS (calcium chloride 7.45 g per vial powder for concentrate for solution for haemodialysis) CHIEF MEDICAL SUPPLIES LTD","ADDED",87315
"02389029","PRIME SOURCE ANTIBACTERIAL PLUM SCENT FOAM HANDWASH TRICLOSAN LIQUID (triclosan 0.3 % cutaneous solution) GOJO INDUSTRIES, INC.","ADDED",87455
"02390396","PROACTIV TREAT (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED",87583
"02390663","KLEENEX ANTISEPTIC SKIN CLEANSER (chloroxylenol 1.75 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC","ADDED",87608
"02391015","PROACTIV CLEANSE (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED",87639
"02392984","BENEFIX (coagulation factor ix (recombinant) 3000 unit per vial powder for solution for injection) PFIZER CANADA ULC","ADDED",87824
"02393352","RIASTAP (fibrinogen (human) 1000 mg per vial powder for solution for injection) CSL BEHRING CANADA INC","ADDED",87858
"02394421","PROACTIV+ SKIN SMOOTHING EXFOLIATOR (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED",87959
"02398559","LIDOCAINE HYDROCHLORIDE SOLUTION (lidocaine hydrochloride 1 % cutaneous spray) PRIME ENTERPRISES INC","ADDED",88350
"02399083","NUTROPIN AQ NUSPIN 20 (somatropin 20 mg per 2 mL solution for injection pen) HOFFMANN-LA ROCHE LIMITED","ADDED",88398
"02399091","NUTROPIN AQ NUSPIN 5 (somatropin 5 mg per 2 mL solution for injection pen) HOFFMANN-LA ROCHE LIMITED","ADDED",88400
"02399350","HAND SANITIZING WIPES (benzalkonium chloride 0.12 % wipe) ATHEA LABORATORIES INC","ADDED",88424
"02399474","STERILE WATER FOR INJECTION USP (water 2 mL per vial solution for injection) STERIMAX INC","ADDED",88435
"02399954","LIFE BRAND OINTMENT (petrolatum 95.7 % cutaneous ointment) CRLS","ADDED",88479
"02401304","RIVA-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) LABORATOIRE RIVA INC","mp_status_effective_time: ""20180717"" -> ""20190305""",88622
"02401703","GENOTROPIN (somatropin 5.3 mg powder for solution for injection with diluent solution per pen) PFIZER CANADA ULC","ADDED",88659
"02401711","GENOTROPIN (somatropin 12 mg powder for solution for injection with diluent solution per pen) PFIZER CANADA ULC","ADDED",88660
"02401762","GENOTROPIN (somatropin 0.6 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88664
"02401770","GENOTROPIN (somatropin 0.8 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88665
"02401789","GENOTROPIN (somatropin 1 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88666
"02401797","GENOTROPIN (somatropin 1.2 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88667
"02401800","GENOTROPIN (somatropin 1.4 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88668
"02401819","GENOTROPIN (somatropin 1.6 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88669
"02401827","GENOTROPIN (somatropin 1.8 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88670
"02401835","GENOTROPIN (somatropin 2 mg powder for solution for injection with diluent solution per syringe) PFIZER CANADA ULC","ADDED",88671
"02402149","ACNE TREATMENT SYSTEM (benzoyl peroxide 5 % and salicylic acid 2 % NA) VIVIER CANADA INCORPORATED","ADDED",88701
"02403463","PURELL SF607 FOAM HAND RUB (benzalkonium chloride 0.13 % cutaneous solution) GOJO CANADA INC","ADDED",88827
"02403471","PURELL SANITIZING WIPES (benzalkonium chloride 0.13 % wipe) GOJO CANADA INC","ADDED",88828
"02403498","BICART (sodium bicarbonate 720 g per cartridge powder for concentrate for solution for haemodialysis) BAXTER CORPORATION","ADDED",88829
"02403501","BICART (sodium bicarbonate 1250 g per cartridge powder for concentrate for solution for haemodialysis) BAXTER CORPORATION","ADDED",88830
"02404125","3M SOLUPREP SPONGE (chlorhexidine gluconate 2 % and isopropyl alcohol 70 % medicated sponge) 3M CANADA COMPANY","ADDED",88890
"02405946","DRY COUGH RELIEF EXTRA STRENGTH (dextromethorphan hydrobromide 15 mg per 5 mL syrup) TRILLIUM HEALTH CARE PRODUCTS INC","ADDED",89069
"02406179","PROACTIV 3-STEP CONVENIENCE PAK (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED",89090
"02406802","SOFTSOAP ANTIBACTERIAL (benzalkonium chloride 0.13 % cutaneous solution) COLGATE-PALMOLIVE CANADA INC","ADDED",89148
"02409836","GELUSIL ANTACID AND ANTI-GAS (aluminum hydroxide-sucrose dried gel 200 mg and magnesium hydroxide 200 mg and simethicone 25 mg chewable tablet) BOYD PHARMACEUTICALS INC.","ADDED",89449
"02410826","BERIPLEX P/N 1000 (coagulation factor ii (human) 1600 unit and coagulation factor ix (human) 1240 unit and coagulation factor vii (human) 1000 unit and coagulation factor x (human) 2040 unit and protein c 1640 unit and protein s 1360 unit powder for solution for injection) CSL BEHRING CANADA INC","ADDED",89540
"02411245","PROACTIV PLUS PORE TARGETING SOLUTION (benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED",89587
"02412012","BENZOYL PEROXIDE ACNE TREATMENT 5% (benzoyl peroxide 5 % cutaneous gel) CRLS","ADDED",89660
"02413353","SPECTRO ACNECARE WASH FOR ACNE PRONE SKIN (benzoyl peroxide 4 % lotion) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","ADDED",89803
"02413434","BPO5 ACNE TREATMENT GEL (benzoyl peroxide 5 % cutaneous gel) REJUDICARE SYNERGY LTD","ADDED",89808
"02413655","PROACTIV EMERGENCY BLEMISH RELIEF (benzoyl peroxide 5 % cutaneous cream) THE PROACTIV COMPANY LLC","ADDED",89830
"02414252","SATINIQUE ANTI-DANDRUFF SHAMPOO (pyrithione zinc 0.95 % shampoo) AMWAY CANADA CORPORATION","ADDED",89891
"02414309","DUAL INTENSIVE ACNE TREATMENT (benzoyl peroxide 2.5 % cutaneous gel) RODAN & FIELDS LLC","ADDED",89896
"02414368","AURO-SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) AURO PHARMA INC","ADDED",89902
"02414376","AURO-SILDENAFIL (sildenafil (sildenafil citrate) 50 mg oral tablet) AURO PHARMA INC","ADDED",89903
"02414384","AURO-SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) AURO PHARMA INC","ADDED",89904
"02414422","PROACTIV 3 PIECE SET (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % cutaneous gel) THE PROACTIV COMPANY LLC","ADDED",89901
"02415054","PURELAX (polyethylene glycol 3350 100 % powder for oral solution) PERRIGO INTERNATIONAL","ADDED",89967
"02417324","SOFT CARE ANTISEPTIC SKIN CLEANSER II (triclosan 0.55 % cutaneous liquid) DIVERSEY INC","ADDED",90195
"02418738","CORIFACT 250 (factor xiii 250 unit per vial powder for solution for injection) CSL BEHRING CANADA INC","ADDED",90329
"02418746","CORIFACT 1250 (factor xiii 1250 unit per vial powder for solution for injection) CSL BEHRING CANADA INC","ADDED",90330
"02419505","LIDODAN 4% TOPICAL SOLUTION (lidocaine hydrochloride 4 % cutaneous solution) ODAN LABORATORIES LTD","ADDED",90413
"02419750","X-GUARD HAND SANITIZING WIPES (benzalkonium chloride 0.12 % wipe) ARTEMIS BIO SOLUTIONS","ADDED",90438
"02420678","RODAN+FIELDS UNBLEMISH (benzoyl peroxide 2.5 % kit) RODAN & FIELDS LLC","ADDED",90520
"02426552","APO-LINEZOLID (linezolid 600 mg oral tablet) APOTEX INC","DELETED",91113
"02426781","TEVA-VARENICLINE (varenicline (varenicline tartrate) 0.5 mg oral tablet with varenicline (varenicline tartrate) 1 mg oral tablet) TEVA CANADA LIMITED","ADDED",91135
"02428458","OIL-FREE ACNE CLEANSER (benzoyl peroxide 2.5 % lotion) ACNEFREE CANADA","ADDED",91292
"02428601","BIFLEXY 900 (sodium bicarbonate 900 g per cartridge powder for concentrate for solution for haemodialysis) BELLCO SRL","ADDED",91307
"02428695","TRICLOSEPTIC (triclosan 0.5 % cutaneous liquid) JAMP PHARMA CORPORATION","ADDED",91314
"02430290","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 250 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91477
"02430304","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 500 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91479
"02430312","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 750 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91480
"02430320","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 1000 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91481
"02430339","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 1500 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91482
"02430347","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 2000 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91483
"02430355","ELOCTATE (antihemophilic factor (recombinant BDD) FC fusion protein 3000 unit per vial NA) BIOVERATIV CANADA INC","ADDED",91484
"02431025","LYRACAINE GEL (lidocaine 5 % cutaneous gel) PROLLENIUM MEDICAL TECHNOLOGIES INC","ADDED",91547
"02432722","ALLERGY RELIEF LIQUID GELS (cetirizine hydrochloride 10 mg oral capsule) APOTEX INC","ADDED",91716
"02432749","SANIMOR ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS | SANIMOR ALCOHOL FREE FOAMING HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD","ADDED",91715
"02433486","RENEWAL CLEANSER (benzoyl peroxide 2.5 % lotion) FRUIT OF THE EARTH, INC","ADDED",91785
"02433494","REPAIRING TREATMENT (benzoyl peroxide 2.5 % lotion) FRUIT OF THE EARTH, INC","ADDED",91786
"02434970","OCTAPLEX (coagulation factor ii (human) 1520 unit per vial and coagulation factor ix (human) 1000 unit per vial and coagulation factor vii (human) 960 unit per vial and coagulation factor x (human) 1200 unit per vial and protein c 1240 unit per vial and protein s 1280 unit per vial NA) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","ADDED",91926
"02435268","BIVALIRUDIN FOR INJECTION (bivalirudin 250 mg per vial powder for solution for injection) FRESENIUS KABI CANADA LTD","ADDED",91953
"02435837","CINTAS ANTIBACTERIAL FOAMING HAND SOAP (benzalkonium chloride 0.125 % cutaneous solution) AVMOR LTD","ADDED",92018
"02437384","PURELL HAND SANITIZING WIPES (benzalkonium chloride 0.13 % wipe) GOJO CANADA INC","ADDED",92173
"02437562","CLEAR CELL MEDICATED ACNE FACIAL SCRUB (benzoyl peroxide 3 % cutaneous solution) IMAGE INTERNATIONAL MANUFACTURING LLC","ADDED",92189
"02438917","ACH-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) ACCORD HEALTHCARE INC","ADDED",92329
"02438925","ACH-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) ACCORD HEALTHCARE INC","ADDED",92330
"02438933","ACH-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) ACCORD HEALTHCARE INC","ADDED",92331
"02438941","ACH-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) ACCORD HEALTHCARE INC","ADDED",92332
"02440458","PURKLENZ (chloroxylenol 3 % cutaneous liquid) PURKLENZ FORMULATIONS INC","ADDED",92481
"02440512","STUBBORN ACNE SPOT GEL (benzoyl peroxide 5 % cutaneous gel) JOHNSON & JOHNSON INC","ADDED",92488
"02440520","STUBBORN ACNE DAILY LEAVE-ON MASK (benzoyl peroxide 2.5 % cutaneous gel) JOHNSON & JOHNSON INC","ADDED",92489
"02440881","STUBBORN ACNE CLEANSER (benzoyl peroxide 3.5 % cutaneous paste) JOHNSON & JOHNSON INC","ADDED",92524
"02441551","CLENZIDERM ACNE THERAPEUTIC SYSTEM (benzoyl peroxide 5 % kit) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC","ADDED",92593
"02443163","ALOE-CARE ANTIBACTERIAL LOTION SOAP, BENZALKONIUM CHLORIDE LOTION 0.13% W/W (benzalkonium chloride 0.13 % lotion) CANADIAN CUSTOM PACKAGING COMPANY","ADDED",92774
"02443244","KLEENEX ANTIMICROBIAL FOAM SKIN CLEANSER (benzalkonium chloride 0.1 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC","ADDED",92783
"02443252","KLEENEX FOAM HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC","ADDED",92785
"02444054","ACTIVE ANTI-ACNE TREATMENT KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % kit) FRUIT OF THE EARTH, INC","ADDED",92884
"02444399","PLEGRIDY (peginterferon beta-1a 125 mcg per 0.5 mL solution for injection) BIOGEN CANADA INC","ADDED",92943
"02444402","PLEGRIDY (peginterferon beta-1a 63 mcg per 0.5 mL and peginterferon beta-1a 94 mcg per 0.5 mL NA) BIOGEN CANADA INC","ADDED",92944
"02445247","SPOT CLEARING LOTION (benzoyl peroxide 2.5 % cutaneous gel) ALUMIER EUROPE LTD","ADDED",93048
"02446022","DILTIAZEM CD (diltiazem hydrochloride 300 mg prolonged-release oral capsule) SIVEM PHARMACEUTICALS ULC","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20190411"" -> ""20151006""",93129
"02446928","ENTRESTO (sacubitril (sacubitril valsartan sodium hydrate complex) 24 mg and valsartan (sacubitril valsartan sodium hydrate complex) 26 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED",93249
"02446936","ENTRESTO (sacubitril (sacubitril valsartan sodium hydrate complex) 49 mg and valsartan (sacubitril valsartan sodium hydrate complex) 51 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED",93250
"02446944","ENTRESTO (sacubitril (sacubitril valsartan sodium hydrate complex) 97 mg and valsartan (sacubitril valsartan sodium hydrate complex) 103 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","ADDED",93251
"02447401","OBIZUR (antihemophilic factor (recombinant) porcine sequence 500 unit per mL powder for solution for injection) SHIRE PHARMA CANADA ULC","ADDED",93300
"02448866","SOFT CARE DEFEND FOAM (chloroxylenol 1 % cutaneous solution) DIVERSEY INC","ADDED",93459
"02448882","BZK TOWELETTE (benzalkonium chloride 0.133 % wipe) INNOVATION LINE INC","ADDED",93465
"02449420","SOFT CARE DEFEND (chloroxylenol 1 % cutaneous solution) DIVERSEY INC","ADDED",93526
"02449684","ZENSA (lidocaine 5 % cutaneous cream) ALERA SKIN CARE PRODUCTS INC.","ADDED",93551
"02450070","M-PEG 3350 (polyethylene glycol 3350 100 % powder for oral solution) MANTRA PHARMA INC","ADDED",93607
"02450275","CINTAS ALCOHOL-FREE FOAMING HAND SANITIZER / CINTAS ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD","ADDED",93636
"02451441","KOVALTRY (antihemophilic factor (recombinant) 250 unit per vial NA) BAYER INC","ADDED",93773
"02451468","KOVALTRY (antihemophilic factor (recombinant) 500 unit per vial NA) BAYER INC","ADDED",93774
"02451476","KOVALTRY (antihemophilic factor (recombinant) 1000 unit per vial NA) BAYER INC","ADDED",93775
"02451484","KOVALTRY (antihemophilic factor (recombinant) 2000 unit per vial NA) BAYER INC","ADDED",93776
"02451492","KOVALTRY (antihemophilic factor (recombinant) 3000 unit per vial NA) BAYER INC","ADDED",93777
"02451794","AMITRIPTYLINE (amitriptyline hydrochloride 25 mg oral tablet) SIVEM PHARMACEUTICALS ULC","DELETED",93814
"02451808","AMITRIPTYLINE (amitriptyline hydrochloride 50 mg oral tablet) SIVEM PHARMACEUTICALS ULC","DELETED",93815
"02452154","JETREA (ocriplasmin 1.25 mg per mL solution for injection 0.3 mL vial) THROMBOGENICS NV","mp_status_effective_time: ""20180927"" -> ""20190508""",93860
"02452782","ADVANTAGE ACNE CONTROL KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 5 % kit) JOHNSON & JOHNSON INC","ADDED",93919
"02453193","LAX-A-DAY PHARMA (polyethylene glycol 3350 1 g per g powder for oral solution) PHARMASCIENCE INC","ADDED",93973
"02454858","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 15 mg per 0.3 mL solution for injection syringe) MEDEXUS INC","ADDED",94162
"02455323","BRENZYS PRE-FILLED SYRINGE (etanercept 50 mg per 1 mL solution for injection syringe) SAMSUNG BIOEPIS CO., LTD","ADDED",94214
"02455331","BRENZYS PRE-FILLED AUTO-INJECTOR (etanercept 50 mg per 1 mL solution for injection syringe) SAMSUNG BIOEPIS CO., LTD","ADDED",94215
"02455617","LAX-A-DAY MEN (polyethylene glycol 3350 1 g per g powder for oral solution) PENDOPHARM DIVISION OF PHARMASCIENCE INC","ADDED",94243
"02456656","CLEAR CELL MEDICATED ACNE LOTION (benzoyl peroxide 5 % lotion) IMAGE INTERNATIONAL MANUFACTURING LLC","ADDED",94364
"02457083","ERASER (benzoyl peroxide 5 % cutaneous ointment) THE MENTHOLATUM COMPANY OF CANADA LTD","ADDED",94417
"02457938","STUBBORN ACNE SOLUTION (benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % kit) JOHNSON & JOHNSON INC","ADDED",94496
"02458101","AVON MOISTURE THERAPY ULTRA HYDRATION (petrolatum 60.1 % cutaneous ointment) AVON CANADA INC","ADDED",94516
"02459272","HAND SANITIZER FOAM (benzalkonium chloride 0.13 % cutaneous solution) EMPACK SPRAYTECH INC","ADDED",94646
"02459647","OMNITROPE (somatropin 15 mg per 1.5 mL solution for injection cartridge) SANDOZ CANADA INCORPORATED","ADDED",94695
"02460297","COMFILAX (polyethylene glycol 3350 100 % powder for oral solution) CELLCHEM PHARMACEUTICALS INC.","ADDED",94758
"02462850","ERELZI SENSOREADY PEN. SINGLE USE.  (etanercept 50 mg per 1 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","ADDED",95072
"02462869","ERELZI PREFILLED SYRINGE WITH NEEDLE GUARD. SINGLE USE. (etanercept 50 mg per 1 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","ADDED",95073
"02462877","ERELZI (etanercept 25 mg per 0.5 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","ADDED",95074
"02463202","ACNE CLEARING TREATMENT (benzoyl peroxide 2.5 % lotion) RODAN & FIELDS LLC","ADDED",95111
"02463210","DAILY ACNE WASH (benzoyl peroxide 5 % cutaneous cream) RODAN & FIELDS LLC","ADDED",95112
"02464349","ADLYXINE (lixisenatide 10 mcg per actuation solution for injection pre-filled pen with lixisenatide 20 mcg per actuation solution for injection pre-filled pen) SANOFI-AVENTIS CANADA INC","DELETED",95250
"02464616","FIBRYGA (fibrinogen (human) 1 g per vial powder for solution for injection) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H","ADDED",95274
"02464802","DIAL COMPLETE ANTIBACTERIAL FOAMING HAND WASH (benzalkonium chloride 0.13 % cutaneous solution) HENKEL CANADA CORPORATION","ADDED",95295
"02464810","DIAL COMPLETE FOAMING ANTIBACTERIAL HAND WASH (benzalkonium chloride 0.13 % cutaneous solution) HENKEL CANADA CORPORATION","ADDED",95296
"02464829","DIAL ANTIBACTERIAL HYDRATING HAND SOAP (benzalkonium chloride 0.13 % cutaneous solution) HENKEL CANADA CORPORATION","ADDED",95297
"02467135","ONIVYDE (irinotecan hydrochloride (irinotecan sucrose octasulfate) 43 mg per 10 mL suspension for injection vial) SERVIER CANADA INC","ADDED",95553
"02467585","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) OMEGA LABORATORIES LTD","ADDED",95595
"02469146","JELIDO (lidocaine hydrochloride 2 % mucosal gel) PENDOPHARM DIVISION OF PHARMASCIENCE INC","ADDED",95780
"02469707","RODAN+FIELDS SPOTLESS (benzoyl peroxide 5 % and benzoyl peroxide 2.5 % NA) RODAN & FIELDS LLC","ADDED",95852
"02470160","ACNE DEFENSE DAILY TREATMENT SERUM (benzoyl peroxide 2.5 % cutaneous gel) MERLE NORMAN COSMETICS INC","ADDED",95914
"02470187","REBINYN (coagulation factor ix (recombinant), pegylated 500 unit per vial powder for solution for injection) NOVO NORDISK CANADA INC","ADDED",95917
"02470268","REBINYN (coagulation factor ix (recombinant), pegylated 1000 unit per vial powder for solution for injection) NOVO NORDISK CANADA INC","ADDED",95924
"02470276","REBINYN (coagulation factor ix (recombinant), pegylated 2000 unit per vial powder for solution for injection) NOVO NORDISK CANADA INC","ADDED",95925
"02470462","GENTAMICIN INJECTION USP (gentamicin (gentamicin sulfate) 20 mg per 2 mL solution for injection ampoule) TELIGENT OU","ADDED",95943
"02470837","FINIPIL LAIT 50 (benzethonium chloride 0.2 % cutaneous cream) EQUIBAL LABS INC","ADDED",95990
