"concept_code","concept_name","tm_formal_name","policy","policy_url"
"9000371","acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","hydrocodone and phenyltoloxamine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000417","diazepam 1 mg per mL oral solution","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000396","acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000454","alprazolam 1 mg oral tablet","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000455","alprazolam 2 mg oral tablet","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000459","clonazepam 1 mg oral tablet","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000415","dextroamphetamine sulfate 15 mg prolonged-release oral capsule","dextroamphetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000414","dextroamphetamine sulfate 10 mg prolonged-release oral capsule","dextroamphetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000416","dextroamphetamine sulfate 5 mg oral tablet","dextroamphetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000531","lorazepam 1 mg sublingual tablet","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000532","lorazepam 2 mg sublingual tablet","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9002680","hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup","hydrocodone and phenylephrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9002679","hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup","hydrocodone and phenylephrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000596","lorazepam 0.5 mg sublingual tablet","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000051","pentazocine (pentazocine hydrochloride) 50 mg oral tablet","pentazocine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000568","codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000566","codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000567","codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000554","bromazepam 1.5 mg oral tablet","bromazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000563","clonazepam 0.25 mg oral tablet","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000695","normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops","normethadone and p-hydroxyephedrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000711","clobazam 10 mg oral tablet","clobazam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001568","belladonna 0.2 mg and ergotamine tartrate 0.6 mg and phenobarbital 40 mg prolonged-release oral tablet","belladonna and ergotamine and phenobarbital","Schedule G (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000709","codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000753","methylphenidate hydrochloride 5 mg oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000881","diazepam 2.5 mg per 0.5 mL rectal gel tube","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000882","diazepam 5 mg per 1 mL rectal gel tube","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000883","diazepam 7.5 mg per 1.5 mL rectal gel tube","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000879","diazepam 15 mg per 3 mL rectal gel tube","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000880","diazepam 20 mg per 4 mL rectal gel tube","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000890","oxycodone hydrochloride 20 mg oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001395","methadone hydrochloride 10 mg per mL oral solution","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9006278","pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection","pentazocine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000913","butorphanol tartrate 10 mg per mL nasal spray","butorphanol","Schedule G (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000942","lorazepam 4 mg per 1 mL solution for injection vial","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9003646","brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","brompheniramine and guaifenesin and hydrocodone and phenylephrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001034","methadone hydrochloride 1 mg per mL oral solution","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001042","methadone hydrochloride 1 mg oral tablet","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001044","methadone hydrochloride 5 mg oral tablet","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001041","methadone hydrochloride 10 mg oral tablet","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001043","methadone hydrochloride 25 mg oral tablet","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001038","methylphenidate hydrochloride 18 mg prolonged-release oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001039","methylphenidate hydrochloride 36 mg prolonged-release oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001040","methylphenidate hydrochloride 54 mg prolonged-release oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001100","methylphenidate hydrochloride 27 mg prolonged-release oral tablet","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001166","methylphenidate hydrochloride 15 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001167","methylphenidate hydrochloride 20 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001165","methylphenidate hydrochloride 10 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001168","methylphenidate hydrochloride 30 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001169","methylphenidate hydrochloride 40 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001170","methylphenidate hydrochloride 50 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001171","methylphenidate hydrochloride 60 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001189","methylphenidate hydrochloride 80 mg prolonged-release oral capsule","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001226","buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride) 0.5 mg sublingual tablet","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001227","buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride) 2 mg sublingual tablet","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001359","oxycodone hydrochloride 40 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001355","oxycodone hydrochloride 10 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001357","oxycodone hydrochloride 20 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001361","oxycodone hydrochloride 80 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001278","lisdexamfetamine dimesylate 30 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001279","lisdexamfetamine dimesylate 50 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001324","naloxone hydrochloride 5 mg and oxycodone hydrochloride 10 mg prolonged-release oral tablet","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001322","naloxone hydrochloride 10 mg and oxycodone hydrochloride 20 mg prolonged-release oral tablet","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001323","naloxone hydrochloride 20 mg and oxycodone hydrochloride 40 mg prolonged-release oral tablet","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001317","buprenorphine 5 mcg per hour transdermal patch","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001315","buprenorphine 10 mcg per hour transdermal patch","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001316","buprenorphine 20 mcg per hour transdermal patch","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001310","lisdexamfetamine dimesylate 20 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001311","lisdexamfetamine dimesylate 40 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001312","lisdexamfetamine dimesylate 60 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001393","oxycodone hydrochloride 5 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001356","oxycodone hydrochloride 15 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001358","oxycodone hydrochloride 30 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001360","oxycodone hydrochloride 60 mg prolonged-release oral tablet","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005008","tapentadol (tapentadol hydrochloride) 50 mg oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005009","tapentadol (tapentadol hydrochloride) 75 mg oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005007","tapentadol (tapentadol hydrochloride) 100 mg oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001477","diazepam 10 mg per 2 mL solution for injection ampoule","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001391","naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005496","tapentadol (tapentadol hydrochloride) 50 mg prolonged-release oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005492","tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005493","tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005494","tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9005495","tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001451","lorazepam 2 mg per 1 mL solution for injection vial","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001446","lisdexamfetamine dimesylate 10 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001459","buprenorphine 15 mcg per hour transdermal patch","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9001472","lisdexamfetamine dimesylate 70 mg oral capsule","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"9000166","codeine phosphate 60 mg per 1 mL solution for injection ampoule","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000010","methylphenidate","methylphenidate","Schedule G (CDSA III)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000069","codeine","codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000048","diazepam","diazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000061","clonazepam","clonazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000079","oxazepam","oxazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000045","oxycodone","oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000090","bromazepam","bromazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000088","alprazolam","alprazolam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000091","flurazepam","flurazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000087","temazepam","temazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000774","acetylsalicylic acid and oxycodone","acetylsalicylic acid and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000059","acetaminophen and oxycodone","acetaminophen and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000109","lorazepam","lorazepam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000065","acetaminophen and codeine","acetaminophen and codeine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000785","belladonna and opium","belladonna and opium","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000778","hydrocodone and phenyltoloxamine","hydrocodone and phenyltoloxamine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000162","dextroamphetamine","dextroamphetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000781","hydrocodone and phenylephrine","hydrocodone and phenylephrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000786","pentazocine","pentazocine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000784","normethadone and p-hydroxyephedrine","normethadone and p-hydroxyephedrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000238","clobazam","clobazam","Targeted (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000788","belladonna and ergotamine and phenobarbital","belladonna and ergotamine and phenobarbital","Schedule G (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000285","methadone","methadone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000776","butorphanol","butorphanol","Schedule G (CDSA IV)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000780","brompheniramine and guaifenesin and hydrocodone and phenylephrine","brompheniramine and guaifenesin and hydrocodone and phenylephrine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000372","buprenorphine and naloxone","buprenorphine and naloxone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000387","lisdexamfetamine","lisdexamfetamine","Schedule G (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000783","naloxone and oxycodone","naloxone and oxycodone","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000775","buprenorphine","buprenorphine","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"8000789","tapentadol","tapentadol","Narcotic (CDSA I)","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html"
"00608165","TEVA-OXYCOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"01916491","PERCOCET-DEMI (acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"01916548","ENDOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02242468","RIVACOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) LABORATOIRE RIVA INC","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02245758","PMS-OXYCODONE - ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02307898","SANDOZ OXYCODONE/ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02324628","APO-OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) APOTEX INC","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02327171","OXYCODONE-ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02361361","OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANIS HEALTH INC","acetaminophen and oxycodone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02264846","TRAMACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) JANSSEN INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02336790","APO-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) APOTEX INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02347180","TEVA-TRAMADOL/ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) TEVA CANADA LIMITED","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02383209","ACT TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) ACTAVIS PHARMA COMPANY","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02388197","RAN-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02388308","JAMP-ACET-TRAMADOL (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) JAMP PHARMA CORPORATION","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02388324","MAR-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) MARCAN PHARMACEUTICALS INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02389800","MINT-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) MINT PHARMACEUTICALS INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02391554","PRIVA-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMAPAR INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02401657","PMS-TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMASCIENCE INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02417502","TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PRO DOC LIMITEE","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02426803","TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) SANIS HEALTH INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02429969","TRAMADOL / ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02439050","AURO-TRAMADOL/ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) AURO PHARMA INC","acetaminophen and tramadol","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
"02295695","SUBOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) INDIVIOR UK LIMITED","buprenorphine and naloxone","Opioid Patient Info - Health Canada","http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php"
