tm_code,tm_formal_name,tm_fr_description,tm_status,tm_status_effective_time
"8001332","acetaminophen and dextromethorphan and guaifenesin and phenylephrine","acétaminophène et dextrométhorphane et guaïfénésine et phényléphrine","Active","20070306"
"8002187","cyanocobalamin","cyanocobalamine","Active","19781231"
"8001323","acetaminophen and chlorpheniramine and phenylephrine","acétaminophène et chlorphéniramine et phényléphrine","Active","19941231"
"8001586","betaxolol","bétaxolol","Active","19941231"
"8001245","benzydamine","benzydamine","Active","19961202"
"8000008","hydrocortisone","hydrocortisone","Active","19541231"
"8001688","teriparatide","tériparatide","Active","20040715"
"8001014","amlodipine and perindopril","amlodipine et périndopril","Active","20160405"
"8001985","vedolizumab","védolizumab","Active","20150421"
"8001168","adefovir","adéfovir","Active","20060418"
"8001627","deferiprone","défériprone","Active","20150428"
"8001211","lamivudine and zidovudine","lamivudine et zidovudine","Active","19981208"
"8002053","paromomycin","paromomycine","Active","19941231"
"8000236","pantoprazole","pantoprazole","Active","19970305"
"8002121","gentian violet","violet de gentiane","Active","19511231"
"8002326","gemtuzumab ozogamicin","gemtuzumab ozogamicine","Active","20200311"
"8000226","olanzapine","olanzapine","Active","19961104"
"8001528","sulfasalazine","sulfasalazine","Active","19841231"
"8001487","levocabastine","lévocabastine","Active","19931231"
"8000220","progesterone","progestérone","Active","19951231"
"8000330","dutasteride","dutastéride","Active","20031114"
"8001517","ribavirin","ribavirine","Active","19961205"
"8001150","metformin and rosiglitazone","metformine et rosiglitazone","Inactive","20170425"
"8000894","labetalol","labétalol","Active","19960730"
"8000391","saxagliptin","saxagliptine","Active","20091029"
"8001730","cladribine","cladribine","Active","20090630"
"8001516","pyridostigmine","pyridostigmine","Active","19901231"
"8000950","insulin aspart and insulin aspart protamine","insuline asparte et insuline asparte protamine","Active","20050912"
"8002065","pertuzumab and trastuzumab","pertuzumab et trastuzumab","Active","20130509"
"8001466","fexofenadine","fexofénadine","Active","19970710"
"8001309","valganciclovir","valganciclovir","Active","20020716"
"8001872","pramoxine and zinc acetate","pramoxime et acétate de zinc","Active","20030402"
"8000819","pindolol","pindolol","Active","19781231"
"8001742","deferoxamine","déféroxamine","Active","19921231"
"8001415","praziquantel","praziquantel","Active","19970424"
"8002029","lanadelumab","lanadélumab","Active","20181031"
"8002279","coagulation factor XIII human","facteur XIII de coagulation humain","Active","20140403"
"8002218","anti-thymocyte immunoglobulin rabbit","globuline anti-thymocyte lapin","Active","20030506"
"8001974","trastuzumab emtansine","trastuzumab emtansine","Active","20131009"
"8002302","galcanezumab","galcanézumab","Active","20191002"
"8000057","furosemide","furosémide","Active","19761231"
"8001785","ganirelix","ganirélix","Active","20020823"
"8000835","hydrochlorothiazide and pindolol","hydrochlorothiazide et pindolol","Active","19831231"
"8001611","carboprost","carboprost","Active","19971128"
"8000813","chlorthalidone","chlorthalidone","Active","19761231"
"8000063","metoprolol","métoprolol","Active","19771231"
"8002042","osimertinib","osimertinib","Active","20160719"
"8001619","cobimetinib","cobimétinib","Active","20160406"
"8001629","deoxycholic acid","acide désoxycholique","Active","20160127"
"8002044","oxcarbazepine","oxcarbazépine","Active","20020401"
"8001161","vilazodone","vilazodone","Active","20180131"
"8001125","linaclotide","linaclotide","Active","20140429"
"8002251","aluminum magnesium hydroxide carbonate and magnesium hydroxide and simethicone","aluminium magnésium hydroxyde carbonate et hydroxyde de magnésium et siméticone","Active","19631231"
"8000108","valproic acid (divalproex)","acide valproïque (divalproex)","Active","19841231"
"8000198","digoxin","digoxine","Active","19941231"
"8000962","acetaminophen and menthol","acétaminophène et menthol","Active","20060809"
"8000104","fusidic acid","acide fusidique","Active","19841231"
"8002314","rurioctocog alfa pegol","rurioctocog alfa pégol","Active","20180306"
"8002160","sodium acetate","acétate de sodium","Active","19960814"
"8000041","lithium carbonate","carbonate de lithium","Active","19711231"
"8001160","vernakalant","vernakalant","Active","20180123"
"8001172","aztreonam","aztréonam","Active","20091111"
"8001439","bacitracin","bacitracine","Active","19511231"
"8001400","metolazone","métolazone","Active","19741231"
"8002327","siponimod","siponimod","Active","20200424"
"8001550","acetylcholine","acétylcholine","Active","19960814"
"8001308","ursodiol","ursodiol","Active","19981108"
"8001242","adapalene","adapalène","Active","19961231"
"8001157","sofosbuvir and velpatasvir","sofosbuvir et velpatasvir","Active","20160802"
"8001365","cyproheptadine","cyproheptadine","Active","19961016"
"8002134","levocarnitine","lévocarnitine","Active","19951231"
"8001212","ledipasvir and sofosbuvir","lédipasvir et sofosbuvir","Active","20141016"
"8001355","chlorpheniramine and ibuprofen and pseudoephedrine","chlorphéniramine et ibuprofène et pseudoéphédrine","Active","20040802"
"8000301","hydrochlorothiazide and telmisartan","hydrochlorothiazide et telmisartan","Active","20010816"
"8002240","dexamethasone (base) and neomycin and polymyxin B","dexaméthasone (base) et néomycine et polymyxine B","Active","19631231"
"8001588","bevacizumab","bévacizumab","Active","20051102"
"8000387","lisdexamfetamine","lisdexamfétamine","Active","20090804"
"8001369","dextromethorphan and doxylamine","dextrométhorphane et doxylamine","Active","20100819"
"8001397","linagliptin","linagliptine","Active","20110913"
"8002014","brigatinib","brigatinib","Active","20180831"
"8001378","enalaprilat","énalaprilate","Active","19921231"
"8002158","simethicone","siméticone","Active","19631231"
"8000809","chlorhexidine","chlorhexidine","Active","19891231"
"8001450","dienogest","diénogest","Active","20111025"
"8001940","sodium oxybate","oxybate de sodium","Active","20070803"
"8000278","risedronate","risédronate","Active","19990907"
"8000317","insulin glargine","insuline glargine","Active","20020724"
"8001114","darifenacin","darifénacine","Active","20060406"
"8002267","suvorexant","suvorexant","Active","20190418"
"8001303","ranibizumab","ranibizumab","Active","20070726"
"8001088","terbutaline","terbutaline","Active","19901231"
"8000329","carvedilol","carvédilol","Active","20030804"
"8001180","ceftriaxone","ceftriaxone","Active","20070223"
"8002057","filgrastim (pegfilgrastim)","filgrastim (pegfilgastrim)","Active","20040312"
"8002046","oxytocin","oxytocine","Active","19811231"
"8001951","taliglucerase alfa","taliglucérase alfa","Active","20140908"
"8000049","ethinyl estradiol and norethindrone","éthinylestradiol et noréthindrone","Active","19741231"
"8001387","ibuprofen and pseudoephedrine","ibuprofène et pseudoéphédrine","Active","19931231"
"8001447","dacarbazine","dacarbazine","Active","20000404"
"8002178","camphor and diphenylpyraline and guaiacol","camphre et diphénylpyraline et guaïacol","Active","19511231"
"8000353","insulin detemir","insuline détemir","Active","20051114"
"8001832","lenvatinib","lenvatinib","Active","20160331"
"8002175","ascorbic acid","acide ascorbique","Active","19891231"
"8002199","irinotecan (liposomal)","irinotécan (liposomal)","Active","20171004"
"8001542","tropicamide","tropicamide","Active","19511231"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","Active","20041120"
"8001354","chlorpheniramine and dextromethorphan","chlorphéniramine et dextrométhorphane","Active","20040112"
"8002255","dacomitinib","dacomitinib","Active","20190422"
"8001331","acetaminophen and dextromethorphan and doxylamine and pseudoephedrine","acétaminophène et dextrométhorphane et doxylamine et pseudoéphédrine","Active","19970109"
"8000087","temazepam","témazépam","Active","19801231"
"8002118","dimethyl sulfoxide","diméthylsulfoxyde","Active","19801231"
"8001540","trihexyphenidyl","trihexyphénidyle","Active","19821231"
"8002301","eftrenonacog alfa","eftrénonacog alfa","Active","20151211"
"8001600","bupivacaine","bupivacaïne","Active","19941231"
"8000901","acetylsalicylic acid and methocarbamol","acide acétylsalicylique et méthocarbamol","Active","19970707"
"8001431","alprostadil","alprostadil","Active","19821231"
"8001757","doxorubicin","doxorubicine","Active","19970508"
"8001362","cloxacillin","cloxacilline","Active","19751231"
"8001423","trimipramine","trimipramine","Active","19871231"
"8000137","dexamethasone sodium phosphate","phosphate de dexaméthasone sodique","Active","19941231"
"8001670","nafarelin","nafaréline","Active","19961125"
"8001847","menotropins","ménotropines","Active","20030828"
"8001115","trospium","trospium","Active","20060404"
"8001790","golimumab","golimumab","Active","20090622"
"8001459","ertugliflozin","ertugliflozine","Active","20180528"
"8000328","levetiracetam","lévétiracétam","Active","20030723"
"8000119","ethinyl estradiol and levonorgestrel","éthinylestradiol et lévonorgestrel","Active","19871231"
"8001667","methylprednisolone (base)","méthylprednisolone (base)","Active","19601231"
"8001718","certolizumab pegol","certolizumab pégol","Active","20090831"
"8000010","methylphenidate","méthylphénidate","Active","19561231"
"8001192","efavirenz","éfavirenz","Active","19990325"
"8001428","acetazolamide","acétazolamide","Active","19821231"
"8001931","sebelipase alfa","sébélipase alfa","Active","20180405"
"8001072","alogliptin","alogliptine","Active","20140430"
"8001243","alirocumab","alirocumab","Active","20160429"
"8001033","doxylamine","doxylamine","Inactive","20170725"
"8001821","ivabradine","ivabradine","Active","20170317"
"8000271","celecoxib","célécoxib","Active","19990419"
"8000853","acetaminophen and chlorzoxazone","acétaminophène et chlorzoxazone","Active","19911231"
"8000956","acetaminophen and doxylamine and phenylephrine","acétaminophène et doxylamine et phényléphrine","Active","20060611"
"8001954","tenecteplase","ténectéplase","Active","20011018"
"8000829","benzoyl peroxide","peroxyde de benzoyle","Active","19821231"
"8000792","betamethasone valerate","valérate de bétaméthasone","Active","19791231"
"8001754","diphenhydramine and zinc acetate","diphenhydramine et acétate de zinc","Active","20070309"
"8000254","venlafaxine","venlafaxine","Active","19980304"
"8001579","benzethonium","benzéthonium","Active","20040209"
"8001248","calcipotriol","calcipotriol","Active","19921231"
"8001102","letrozole","létrozole","Active","19970902"
"8002217","anti-thymocyte immunoglobulin equine","sérum antithymocyte équin","Active","19981204"
"8001774","filgrastim (conventional)","filgrastim (classique)","Active","19921231"
"8001477","follitropin delta","follitropine delta","Active","20180523"
"8001647","estrone","estrone","Active","19871231"
"8001519","ropinirole","ropinirole","Active","20090722"
"8001591","bleomycin","bléomycine","Active","19980312"
"8001777","flumazenil","flumazénil","Active","20040421"
"8000110","acebutolol","acébutolol","Active","19861231"
"8002124","glycerin and naphazoline and zinc sulfate","glycérine et naphazoline et sulfate de zinc","Active","20040324"
"8000849","enalapril and hydrochlorothiazide","énalapril et hydrochlorothiazide","Active","19901231"
"8001783","fulvestrant","fulvestrant","Active","20040614"
"8001147","apixaban","apixaban","Active","20120201"
"8001148","dupilumab","dupilumab","Active","20180206"
"8000382","hydrochlorothiazide and olmesartan","hydrochlorothiazide et olmésartan","Active","20081222"
"8001721","chloroxylenol and menthol","chloroxylénol et menthol","Active","19921231"
"8002091","aluminum hydroxide and magnesium hydroxide and simethicone","hydroxyde d'aluminium et hydroxyde de magnésium et siméticone","Active","19631231"
"8002270","cetrimide","cétrimide","Active","19901231"
"8001962","thyroid","thyroïde","Active","19511231"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","Active","20080708"
"8001978","trimebutine","trimébutine","Active","19911231"
"8000127","fentanyl","fentanyl","Active","19891231"
"8002311","phenazopyridine","phénazopyridine","Active","19811231"
"8001674","nimodipine","nimodipine","Active","20090724"
"8001198","emtricitabine and tenofovir disoproxil","emtricitabine et ténofovir disoproxil","Active","20060406"
"8001093","nabilone","nabilone","Active","19821231"
"8000891","naloxone","naloxone","Active","19951231"
"8001223","pyrazinamide","pyrazinamide","Active","19841231"
"8000777","hydrocodone","hydrocodone","Active","19921231"
"8000230","ciclopirox","ciclopirox","Active","19961203"
"8001123","fesoterodine","fésotérodine","Active","20120419"
"8001589","bicalutamide","bicalutamide","Active","19961231"
"8000312","alendronic acid","acide alendronique","Active","20020214"
"8002006","acetaminophen and pamabrom and pyrilamine","acétaminophène et pamabrom et pyrilamine","Active","19990622"
"8001592","blinatumomab","blinatumomab","Active","20160317"
"8001429","acetylcysteine","acétylcystéine","Active","20090818"
"8000368","hydrochlorothiazide and ramipril","hydrochlorothiazide et ramipril","Active","20061116"
"8001735","corbadrine and mepivacaine","corbadrine et mépivacaïne","Active","19771231"
"8001076","cefuroxime","céfuroxime","Active","19981027"
"8000037","erythromycin","érythromycine","Active","19701231"
"8001858","miglustat","miglustat","Active","20040526"
"8002303","sodium zirconium cyclosilicate","cyclosilicate de zirconium sodique","Active","20191017"
"8002074","polyvinyl alcohol and povidone","alcool polyvinylique et povidone","Active","20040324"
"8001469","fluorescein","fluorescéine","Active","19801231"
"8001881","white petrolatum and zinc oxide","pétrolatum blanc et oxyde de zinc","Active","19991106"
"8001458","entacapone","entacapone","Active","20010621"
"8000161","clobetasol","clobétasol","Active","19921231"
"8001639","dulaglutide","dulaglutide","Active","20151124"
"8001764","epirubicin","épirubicine","Active","20080407"
"8001582","bepotastine","bépotastine","Active","20170323"
"8001491","lopinavir and ritonavir","lopinavir et ritonavir","Active","20010309"
"8001604","cabazitaxel","cabazitaxel","Active","20110823"
"8001098","asparaginase","asparaginase","Active","19741231"
"8001695","antipyrine and benzocaine","antipyrine et benzocaïne","Active","20110228"
"8001673","nilutamide","nilutamide","Active","19970820"
"8001846","manganese sulfate","sulfate de manganèse","Active","19921231"
