drug_code,drug_identification_number,mp_formal_name,ntp_formal_name,ntp_type,ntp_code,Entry.type,Change.Plan,mp_formal_name_fr,ntp_formal_name_fr
92086,2436523,FERRIPROX (deferiprone 500 mg per 5 mL oral solution) APOPHARMA INC,deferiprone 500 mg per 5 mL oral solution,NA,NA,DF - OS,,FERRIPROX (défériprone 500 mg par 5 mL solution orale) APOPHARMA INC,défériprone 500 mg par 5 mL solution orale
19449,2091453,DEQUADIN ORAL PAINT (dequalinium chloride 0.5 % oromucosal solution) BOYD PHARMACEUTICALS INC.,dequalinium chloride 0.5 % oromucosal solution,NA,NA,Dose form,,"DEQUADIN ORAL PAINT (chlorure de déqualinium 0,5 % solution buccale) BOYD PHARMACEUTICALS INC,","chlorure de déqualinium 0,5 % solution buccale"
14413,0402516,DDAVP RHINYLE (desmopressin acetate 0.1 mg per mL nasal drops) FERRING INC,desmopressin acetate 0.1 mg per mL nasal drops,NA,NA,Dose form,,"DDAVP RHINYLE (acétate de desmopressine 0,1 mg par mL gouttes nasales) FERRING INC","acétate de desmopressine 0,1 mg par mL gouttes nasales"
92922,2444267,VARITHENA (polidocanol 1.3 mg per mL injectable foam 45 mL canister) PROVENSIS LTD,polidocanol 1.3 mg per mL injectable foam 45 mL canister,NA,NA,Comp Kit,,"VARITHENA (polidocanol 1,3 mg par mL injectable foam 45 mL canister) PROVENSIS LTD","polidocanol 1,3 mg par mL mousse injectable 45 mL cartouche"
71788,2247538,MURINE (polyvinyl alcohol 0.5% and povidone 0.6% ophthalmic drops) PRESTIGE BRANDS INC,polyvinyl alcohol 0.5% and povidone 0.6% ophthalmic drops,NA,NA,Str - Unit,,"MURINE (alcool polyvinylique 0,5% et povidone 0,6% gouttes ophtalmiques) PRESTIGE BRANDS INC","alcool polyvinylique 0,5% et povidone 0,6% gouttes ophtalmiques"
72943,2248588,INFACOL (simethicone 40 mg per mL oral drops) FOREST LABORATORIES UK LTD,simethicone 40 mg per mL oral drops,,9001600,Dose form,,INFACOL (siméticone 40 mg par mL gouttes orales) FOREST LABORATORIES UK LTD,siméticone 40 mg par mL gouttes orales
31283,2137186,SODIUM THIOSULFATE INJECTION USP (sodium thiosulfate 2500 mg per 10 mL solution for injection vial) PFIZER CANADA ULC,sodium thiosulfate 2500 mg per 10 mL solution for injection vial,NA,NA,Str - Unit,,SODIUM THIOSULFATE INJECTION USP (thiosulfate de sodium 2500 mg par 10 mL solution injectable fiole) PFIZER CANADA ULC,thiosulfate de sodium 2500 mg par 10 mL solution injectable fiole
42652,2152746,ALKA-SELTZER (acetylsalicylic acid 325 mg and citric acid 1000 mg and sodium bicarbonate 1916 mg effervescent oral tablet) BAYER INC,acetylsalicylic acid 325 mg and citric acid 1000 mg and sodium bicarbonate 1916 mg effervescent oral tablet,NA,NA,Str - Desc,,ALKA-SELTZER (acide acétylsalicylique 325 mg et acide citrique 1000 mg et bicarbonate de sodium 1916 mg comprimé oral effervescent) BAYER INC,acide acétylsalicylique 325 mg et acide citrique 1000 mg et bicarbonate de sodium 1916 mg comprimé oral effervescent
41578,0545279,FRIAR'S BALSAM BENZOIN TINCTURE (aloe 0.02 g per mL and benzoin 0.1 g per mL and myroxylon balsamum 0.04 g per mL and storax 0.08 g per mL inhalation solution) TEVA CANADA LIMITED,aloe 0.02 g per mL and benzoin 0.1 g per mL and myroxylon balsamum 0.04 g per mL and storax 0.08 g per mL inhalation solution,NA,NA,Str - Unit,,"FRIAR'S BALSAM BENZOIN TINCTURE (aloès 0,02 g par mL et benzoïne 0,1 g par mL et myroxylon balsamum 0,04 g par mL et storax 0,08 g par mL solution à inhaler) TEVA CANADA LIMITED","aloès 0,02 g par mL et benzoïne 0,1 g par mL et myroxylon balsamum 0,04 g par mL et storax 0,08 g par mL solution à inhaler"
67875,2243933,LEVULAN KERASTICK (aminolevulinic acid hydrochloride 20 % cutaneous solution 1.5 mL applicator) DUSA PHARMACEUTICALS INC,aminolevulinic acid hydrochloride 20 % cutaneous solution 1.5 mL applicator,NA,NA,Dose form,,"LEVULAN KERASTICK (chlorhydrate d'acide aminolévulinique 20 % solution pour application cutanée 1,5 mL applicateur DUSA PHARMACEUTICALS INC","chlorhydrate d'acide aminolévulinique 20 % solution pour application cutanée 1,5 mL applicateur"
92040,2436078,BERINERT 1500 (C1 esterase inhibitor human 1500 unit per vial powder for solution for injection with diluent solution) CSL BEHRING CANADA INC,C1 esterase inhibitor human 1500 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,BERINERT 1500 (inhibiteur de la C1 estérase humaine 1500 unité par fiole poudre pour solution injectable avec solution diluante) CSL BEHRING CANADA INC,inhibiteur de la C1 estérase humaine 1500 unité par fiole poudre pour solution injectable avec solution diluante
83783,2352575,BERINERT 500 (C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution) CSL BEHRING CANADA INC,C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,BERINERT 500 (inhibiteur de la C1 estérase humaine 500 unité par fiole poudre pour solution injectable avec solution diluante) CSL BEHRING CANADA INC,inhibiteur de la C1 estérase humaine 500 unité par fiole poudre pour solution injectable avec solution diluante
92853,2443783,COLGATE TOTAL (cetylpyridinium chloride 0.07 % mouthwash) COLGATE-PALMOLIVE CANADA INC,cetylpyridinium chloride 0.07 % mouthwash,,9005673,Str - Round,,"COLGATE TOTAL (chlorure de cétylpyridinium 0,07 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC","chlorure de cétylpyridinium 0,07 % solution pour bain de bouche"
68,0050466,METHYLENE BLEU LIQ 1% (methylene blue 10 mg per mL oral solution) LABORATOIRE ATLAS INC,methylene blue 10 mg per mL oral solution,NA,NA,Str - Unit,,METHYLENE BLEU LIQ 1% (bleu de méthylène 10 mg par mL solution orale) LABORATOIRE ATLAS INC,bleu de méthylène 10 mg par mL solution orale
69,0050474,METHYLENE BLEU LIQ 2% (methylene blue 20 mg per mL oral solution) LABORATOIRE ATLAS INC,methylene blue 20 mg per mL oral solution,NA,NA,Str - Unit,,METHYLENE BLEU LIQ 2% (bleu de méthylène 20 mg par mL solution orale) LABORATOIRE ATLAS INC,bleu de méthylène 20 mg par mL solution orale
68661,2244673,TRILEPTAL ORAL SUSPENSION (oxcarbazepine 300 mg per 5 mL oral suspension) NOVARTIS PHARMACEUTICALS CANADA INC,oxcarbazepine 300 mg per 5 mL oral suspension,NA,NA,Str - Desc,,TRILEPTAL ORAL SUSPENSION (oxcarbazépine 300 mg par 5 mL suspension orale) NOVARTIS PHARMACEUTICALS CANADA INC,oxcarbazépine 300 mg par 5 mL suspension orale
8964,0771368,NIX CREME RINSE (permethrin 1 % cutaneous solution) INSIGHT PHARMACEUTICALS LLC,permethrin 1 % cutaneous solution,NA,NA,Dose form,,NIX CREME RINSE (perméthrine 1 % solution pour application cutanée) INSIGHT PHARMACEUTICALS LLC,perméthrine 1 % solution pour application cutanée
50804,2231480,KWELLADA-P CRÈME RINSE (permethrin 1 % cutaneous solution) MEDTECH PRODUCTS INC,permethrin 1 % cutaneous solution,,NA,DF - CS,,KWELLADA-P CRÈME RINSE (perméthrine 1 % solution pour application cutanée) MEDTECH PRODUCTS INC,perméthrine 1 % solution pour application cutanée
5764,0598208,PODOFILM LIQ 250MG/ML (podophyllin 25 % cutaneous solution) PALADIN LABS INC,podophyllin 25 % cutaneous solution,NA,NA,DF - CS & Str - Unit,,PODOFILM LIQ 250MG/ML (podophylline 25 % solution pour application cutanée) PALADIN LABS INC,podophylline 25 % solution pour application cutanée
68253,2244286,HEAD & SHOULDERS DANDRUFF CONDITIONER (pyrithione zinc 0.5 % shampoo) PROCTER & GAMBLE INC,pyrithione zinc 0.5 % shampoo,,9005596,Dose form,,"HEAD & SHOULDERS DANDRUFF CONDITIONER (pyrithione zincique 0,5 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 0,5 % shampoing"
83579,2350599,ADVANCE TECHNIQUES KEEP CLEAR 2-IN-1 ANTI-DANDRUFF SHAMPOO (pyrithione zinc 1 % shampoo) AVON CANADA INC,pyrithione zinc 1 % shampoo,,9002610,Dose form,,ADVANCE TECHNIQUES KEEP CLEAR 2-IN-1 ANTI-DANDRUFF SHAMPOO (pyrithione zincique 1 % shampoing) AVON CANADA INC,pyrithione zincique 1 % shampoing
61824,2238407,DERMAZINC SPRAY (pyrithione zinc 0.25 % cutaneous spray) DERMALOGIX PARTNERS INC.,pyrithione zinc 0.25 % cutaneous spray,NA,NA,Str - Unit,,"DERMAZINC SPRAY (pyrithione zincique 0,25 % vaporisation cutanée) DERMALOGIX PARTNERS INC,","pyrithione zincique 0,25 % vaporisation cutanée"
18290,2063905,MICROLAX MICRO ENEMA (sodium citrate 450 mg per 5 mL and sodium lauryl sulfoacetate 45 mg per 5 mL and sorbitol 3125 mg per 5 mL rectal solution) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,sodium citrate 450 mg per 5 mL and sodium lauryl sulfoacetate 45 mg per 5 mL and sorbitol 3125 mg per 5 mL rectal solution,NA,NA,Str - Desc,,MICROLAX MICRO ENEMA (citrate de sodium 450 mg par 5 mL et laurylsulfoacétate de sodium 45 mg par 5 mL et sorbitol 3125 mg par 5 mL solution rectale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,citrate de sodium 450 mg par 5 mL et laurylsulfoacétate de sodium 45 mg par 5 mL et sorbitol 3125 mg par 5 mL solution rectale
3781,0505005,FLUORESCITE (fluorescein (fluorescein sodium) 100 mg per mL solution for injection 5 mL vial) ALCON CANADA INC,fluorescein (fluorescein sodium) 100 mg per mL solution for injection 5 mL vial,NA,NA,Str - Unit,,FLUORESCITE (fluorescéine (fluoroscéine sodique) 100 mg par mL solution injectable 5 mL fiole) ALCON CANADA INC,fluorescéine (fluoroscéine sodique) 100 mg par mL solution injectable 5 mL fiole
12947,1939068,HUILE DE BAIN THERAPEUTIQUE (lanolin 3 % and mineral oil heavy 91.7 % cutaneous solution) LABORATOIRE ATLAS INC,lanolin 3 % and mineral oil heavy 91.7 % cutaneous solution,NA,NA,DF - CS,,"HUILE DE BAIN THERAPEUTIQUE (lanoline 3 % et huile minérale lourde 91,7 % solution pour application cutanée) LABORATOIRE ATLAS INC","lanoline 3 % et huile minérale lourde 91,7 % solution pour application cutanée"
9361,0772011,CANTHARONE PLUS (cantharidin 1 % and podophyllin 2 % and salicylic acid 30 % cutaneous solution) DORMER LABORATORIES INC.,cantharidin 1 % and podophyllin 2 % and salicylic acid 30 % cutaneous solution,NA,NA,DF - CS,,CANTHARONE PLUS (cantharidine 1 % et podophylline 2 % et acide salicylique 30 % solution pour application cutanée) DORMER LABORATORIES INC.,cantharidine 1 % et podophylline 2 % et acide salicylique 30 % solution pour application cutanée
41939,1942271,ABSORBINE JR EXTRA STRENGTH LINIMENT (chloroxylenol 0.5 % and menthol 4 % cutaneous solution) CLARION BRANDS LLC,chloroxylenol 0.5 % and menthol 4 % cutaneous solution,NA,NA,DF - CS,,"ABSORBINE JR EXTRA STRENGTH LINIMENT (chloroxylénol 0,5 % et menthol 4 % solution pour application cutanée) CLARION BRANDS LLC","chloroxylénol 0,5 % et menthol 4 % solution pour application cutanée"
42113,1942301,ABSORBINE JR LINIMENT (chloroxylenol 0.5 % and menthol 1.25 % cutaneous solution) CLARION BRANDS LLC,chloroxylenol 0.5 % and menthol 1.25 % cutaneous solution,NA,NA,DF - CS,,"ABSORBINE JR LINIMENT (chloroxylénol 0,5 % et menthol 1,25 % solution pour application cutanée) CLARION BRANDS LLC","chloroxylénol 0,5 % et menthol 1,25 % solution pour application cutanée"
76653,2280868,BENADRYL BUG BITE RELIEF (diphenhydramine hydrochloride 2 % and zinc acetate 0.1 % cutaneous solution) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,diphenhydramine hydrochloride 2 % and zinc acetate 0.1 % cutaneous solution,NA,NA,DF - CS,,"BENADRYL BUG BITE RELIEF (chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % solution pour application cutanée) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % solution pour application cutanée"
88048,2395371,CINRYZE (C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution) VIROPHARMA BIOLOGICS INC,C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution,NA,NA,Kit,,CINRYZE (inhibiteur de la C1 estérase humaine 500 unité par fiole poudre pour solution injectable avec solution diluante) VIROPHARMA BIOLOGICS INC,inhibiteur de la C1 estérase humaine 500 unité par fiole poudre pour solution injectable avec solution diluante
80560,2320150,PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) SANDOZ CANADA INCORPORATED,paclitaxel 100 mg per 16.7 mL solution for injection vial,NA,NA,Str - Desc,,"PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) SANDOZ CANADA INCORPORATED","paclitaxel 100 mg par 16,7 mL solution injectable fiole"
87681,2391465,PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) ACCORD HEALTHCARE INC,paclitaxel 100 mg per 16.7 mL solution for injection vial,NA,NA,Str - Desc,,"PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) ACCORD HEALTHCARE INC","paclitaxel 100 mg par 16,7 mL solution injectable fiole"
68340,2244372,PACLITAXEL FOR INJECTION (paclitaxel 100 mg per 16.7 mL solution for injection vial) BIOLYSE PHARMA CORPORATION,paclitaxel 100 mg per 16.7 mL solution for injection vial,NA,NA,Str - Desc,,"PACLITAXEL FOR INJECTION (paclitaxel 100 mg par 16,7 mL solution injectable fiole) BIOLYSE PHARMA CORPORATION","paclitaxel 100 mg par 16,7 mL solution injectable fiole"
32780,2047349,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU REGULAR STRENGTH (acetaminophen 325 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,acetaminophen 325 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU REGULAR STRENGTH (acétaminophène 325 mg par sachet et acide ascorbique 50 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.,acétaminophène 325 mg par sachet et acide ascorbique 50 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
37051,2215403,NEOCITRAN EXTRA STRENGTH COLD & SINUS NIGHT (acetaminophen 650 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acetaminophen 650 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,,9013636,DS - POS,DPD change pending,NEOCITRAN EXTRA STRENGTH COLD & SINUS NIGHT (acétaminophène 650 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acétaminophène 650 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
37105,2217147,NEOCITRAN ULTRA STRENGTH TOTAL FLU NIGHT (acetaminophen 1000 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acetaminophen 1000 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,NEOCITRAN ULTRA STRENGTH TOTAL FLU NIGHT (acétaminophène 1000 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acétaminophène 1000 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale
62330,2238890,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU EXTRA STRENGTH (acetaminophen 650 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,acetaminophen 650 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU EXTRA STRENGTH (acétaminophène 650 mg par sachet et ascorbic acid 50 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.,acétaminophène 650 mg par sachet et ascorbic acid 50 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
70790,2246602,NEOCITRAN COLD & SORE THROAT NIGHT (acetaminophen 325 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acetaminophen 325 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS & Str - Desc,DPD change pending,NEOCITRAN COLD & SORE THROAT NIGHT (acétaminophène 325 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acétaminophène 325 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
71050,2246848,HOT LEMON RELIEF FOR SYMPTOMS OF COUGH COLD AND FLU EXTRA STRENGTH (acetaminophen 650 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,acetaminophen 650 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,HOT LEMON RELIEF FOR SYMPTOMS OF COUGH COLD AND FLU EXTRA STRENGTH (acétaminophène 650 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.,acétaminophène 650 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale
83004,2344548,NIGHT TIME TOTAL EXTRA STRENGTH (acetaminophen 650 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,acetaminophen 650 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,NIGHT TIME TOTAL EXTRA STRENGTH (acétaminophène 650 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.,acétaminophène 650 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de pseudoéphédrine 60 mg par sachet poudre pour solution orale
86367,2377861,COLD STIX (acetaminophen 325 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) LABORATOIRE RIVA INC,acetaminophen 325 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,Str - Desc,DPD change pending,COLD STIX (acétaminophène 325 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) LABORATOIRE RIVA INC,acétaminophène 325 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
86368,2377888,COLD STIX SUPER STRENGTH (acetaminophen 650 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) LABORATOIRE RIVA INC,acetaminophen 650 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,,9013636,Str - Desc,DPD change pending,COLD STIX SUPER STRENGTH (acétaminophène 650 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) LABORATOIRE RIVA INC,acétaminophène 650 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
89389,2409178,NEOCITRAN EXTRA STRENGTH TOTAL COLD NIGHT (acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,NEOCITRAN EXTRA STRENGTH TOTAL COLD NIGHT (acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
89795,2413280,NEOCITRAN TOTAL COLD NIGHT (acetaminophen 500 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acetaminophen 500 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,NEOCITRAN TOTAL COLD NIGHT (acétaminophène 500 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,acétaminophène 500 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
90552,2420937,EXTRA STRENGTH TOTAL SYMPTOM RELIEF SUGAR-FREE (acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS,DPD change pending,EXTRA STRENGTH TOTAL SYMPTOM RELIEF SUGAR-FREE (acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.,acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
91694,2432498,COLD AND FLU RELIEF (acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,acetaminophen 650 mg per sachet and diphenhydramine hydrochloride 25 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,NA,NA,DS - POS & Str - Desc,DPD change pending,COLD AND FLU RELIEF (acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.,acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale
77675,2291371,ROBITUSSIN TOTAL COUGH COLD & FLU EXTRA STRENGTH (acetaminophen 1000 mg per 30 mL and chlorpheniramine maleate 4 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL oral solution) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,acetaminophen 1000 mg per 30 mL and chlorpheniramine maleate 4 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL oral solution,NA,NA,DF - OS,,ROBITUSSIN TOTAL COUGH COLD & FLU EXTRA STRENGTH (acétaminophène 1000 mg par 30 mL et maléate de chlorphéniramine 4 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,acétaminophène 1000 mg par 30 mL et maléate de chlorphéniramine 4 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale
85947,2374277,VICKS NYQUIL COLD & FLU NIGHTTIME RELIEF (acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL oral solution) PROCTER & GAMBLE INC,acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL oral solution,,9005174,DF - OS,,"VICKS NYQUIL COLD & FLU NIGHTTIME RELIEF (acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL solution orale) PROCTER & GAMBLE INC","acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL solution orale"
