ccdd,top250name,dpd_ingredient,ing_stem,hydrate,ntp_ing,CCDD.Status,comments_do.not.use.commas.or.special.characters,index_num,dpd_ingredient_FR,ing_stem_fr,ntp_ing_fr
,,RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN,recombinant human papillomavirus type 45 l1 protein,FALSE,recombinant human papillomavirus type 45 l1 protein,Immunologic,,1493,Protéine L1 recombinée du papillomavirus humain de type 45,recombinant human papillomavirus type 45 l1 protein,recombinant human papillomavirus type 45 l1 protein
,,RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN,recombinant human papillomavirus type 52 l1 protein,FALSE,recombinant human papillomavirus type 52 l1 protein,Immunologic,,1494,Protéine L1 recombinée du papillomavirus humain de type 52,recombinant human papillomavirus type 52 l1 protein,recombinant human papillomavirus type 52 l1 protein
,,RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN,recombinant human papillomavirus type 58 l1 protein,FALSE,recombinant human papillomavirus type 58 l1 protein,Immunologic,,1495,Protéine L1 recombinée du papillomavirus humain de type 58,recombinant human papillomavirus type 58 l1 protein,recombinant human papillomavirus type 58 l1 protein
,,RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN,recombinant human papillomavirus type 6 l1 protein,FALSE,recombinant human papillomavirus type 6 l1 protein,Immunologic,,1496,Protéine l1 recombinée du papillomavirus humain de type 6,recombinant human papillomavirus type 6 l1 protein,recombinant human papillomavirus type 6 l1 protein
,,Recombinant Neisseria meningitidis group B fHBP fusion protein,recombinant neisseria meningitidis group b fhbp fusion protein,FALSE,recombinant neisseria meningitidis group b fhbp fusion protein,Immunologic,,1497,Protéine fHBP hybride recombinante de Neisseria meningitidis du sérogroupe B,recombinant neisseria meningitidis group b fhbp fusion protein,recombinant neisseria meningitidis group b fhbp fusion protein
,,Recombinant Neisseria meningitidis group B NadA protein,recombinant neisseria meningitidis group b nada protein,FALSE,recombinant neisseria meningitidis group b nada protein,Immunologic,,1498,Protéine NadA recombinante de Neisseria meningitidis du sérogroupe B,recombinant neisseria meningitidis group b nada protein,recombinant neisseria meningitidis group b nada protein
,,Recombinant Neisseria meningitidis group B NHBA fusion protein,recombinant neisseria meningitidis group b nhba fusion protein,FALSE,recombinant neisseria meningitidis group b nhba fusion protein,Immunologic,,1499,Protéine NHBA hybride recombinante de Neisseria meningitidis du sérogroupe B,recombinant neisseria meningitidis group b nhba fusion protein,recombinant neisseria meningitidis group b nhba fusion protein
Y,,Regorafenib,regorafenib,FALSE,regorafenib,Released,,1500,Régorafénib,régorafénib,régorafénib
Y,,REMIFENTANIL (REMIFENTANIL HYDROCHLORIDE),remifentanil,FALSE,remifentanil (remifentanil hydrochloride),Released,,1501,Rémifentanil (Chlohydrate de rémifentanil),rémifentanil,rémifentanil (chlohydrate de rémifentanil)
Y,REPAGLINIDE,REPAGLINIDE,repaglinide,FALSE,repaglinide,Released,,1502,Répaglinide,répaglinide,répaglinide
Y,RESLIZUMAB,RESLIZUMAB,reslizumab,FALSE,reslizumab,Released,,1503,Reslizumab,reslizumab,reslizumab
,,RHO D IMMUNE GLOBULIN HUMAN,rho d immune globulin human,FALSE,rho d immune globulin human,Immunologic,,1504,,rho d immune globulin human,rho d immune globulin human
Y,,RIBAVIRIN,ribavirin,FALSE,ribavirin,Released,,1505,Ribavirine,ribavirine,ribavirine
Y,,RIBOCICLIB (RIBOCICLIB SUCCINATE),ribociclib,FALSE,ribociclib (ribociclib succinate),Released,,1506,Ribociclib (Succinate de ribociclib),ribociclib,ribociclib (succinate de ribociclib)
Y,,RIFABUTIN,rifabutin,FALSE,rifabutin,Released,,1507,Rifabutine,rifabutine,rifabutine
Y,,RIFAMPIN,rifampin,FALSE,rifampin,Released,,1508,Rifampine,rifampine,rifampine
Y,,RIFAXIMIN,rifaximin,FALSE,rifaximin,Released,,1509,RIFAXIMINE,rifaximine,rifaximine
Y,,RILPIVIRINE (RILPIVIRINE HYDROCHLORIDE),rilpivirine,FALSE,rilpivirine (rilpivirine hydrochloride),Released,,1510,Rilpivirine (Chlorhydrate de Rilpivirine),rilpivirine,rilpivirine (chlorhydrate de rilpivirine)
Y,,RILUZOLE,riluzole,FALSE,riluzole,Released,,1511,Riluzole,riluzole,riluzole
Y,,RIOCIGUAT,riociguat,FALSE,riociguat,Released,,1512,RIOCIGUAT,riociguat,riociguat
Y,RISEDRONATE,RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE),risedronate,TRUE,risedronate sodium,Released,,1513,Risédronate sodique (Hémi-pentahydrate de risédronate sodique),risédronate,risédronate sodique
Y,RISEDRONATE,RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE),risedronate,TRUE,risedronate sodium,Released,,1514,Risédronate sodique (Risédronate sodique monohydratée),risédronate,risédronate sodique
Y,RISPERIDONE,RISPERIDONE,risperidone,FALSE,risperidone,Released,,1515,Rispéridone,rispéridone,rispéridone
Y,RISPERIDONE,RISPERIDONE (RISPERIDONE TARTRATE),risperidone,FALSE,risperidone (risperidone tartrate),Released,,1516,Rispéridone (Tartrate de rispéridone),rispéridone,rispéridone (tartrate de rispéridone)
Y,,RITONAVIR,ritonavir,FALSE,ritonavir,Released,,1517,Ritonavir,ritonavir,ritonavir
Y,,RITUXIMAB,rituximab,FALSE,rituximab,Released,,1518,Rituximab,rituximab,rituximab
Y,RIVAROXABAN,RIVAROXABAN,rivaroxaban,FALSE,rivaroxaban,Released,,1519,Rivaroxaban,rivaroxaban,rivaroxaban
Y,RIVASTIGMINE,RIVASTIGMINE,rivastigmine,FALSE,rivastigmine,Released,,1520,Rivastigmine,rivastigmine,rivastigmine
Y,RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),rivastigmine,FALSE,rivastigmine (rivastigmine hydrogen tartrate),Released,,1521,Rivastigmine (Tartrate hydrogénée de rivastigmine),rivastigmine,rivastigmine (tartrate hydrogénée de rivastigmine)
Y,RIZATRIPTAN,RIZATRIPTAN (RIZATRIPTAN BENZOATE),rizatriptan,FALSE,rizatriptan (rizatriptan benzoate),Released,,1522,Rizatriptan (Benzoate de rizatriptan),rizatriptan,rizatriptan (benzoate de rizatriptan)
Y,,ROCURONIUM BROMIDE,rocuronium,FALSE,rocuronium bromide,Released,,1523,Bromure de rocuronium,rocuronium,bromure de rocuronium
Y,,Roflumilast,roflumilast,FALSE,roflumilast,Released,,1524,Roflumilast,roflumilast,roflumilast
Y,,Romidepsin,romidepsin,FALSE,romidepsin,Released,,1525,Romidepsine,romidepsine,romidepsine
Y,,ROMIPLOSTIM,romiplostim,FALSE,romiplostim,Issue - in QA,,1526,Romiplostim,romiplostim,romiplostim
Y,,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),ropinirole,FALSE,ropinirole (ropinirole hydrochloride),Released,,1527,Ropinirole (Chlorhydrate de ropinirole),ropinirole,ropinirole (chlorhydrate de ropinirole)
Y,,ROPIVACAINE HYDROCHLORIDE,ropivacaine,FALSE,ropivacaine hydrochloride,Released,,1528,Chlorhydrate de ropivacaïne,ropivacaïne,chlorhydrate de ropivacaïne
Y,ROSIGLITAZONE ,ROSIGLITAZONE (ROSIGLITAZONE MALEATE),rosiglitazone,FALSE,rosiglitazone (rosiglitazone maleate),Released,,1529,Rosiglitazone (Maléate de rosiglitazone),rosiglitazone,rosiglitazone (maléate de rosiglitazone)
Y,ROSUVASTATIN,ROSUVASTATIN (ROSUVASTATIN CALCIUM),rosuvastatin,FALSE,rosuvastatin (rosuvastatin calcium),Released,,1530,Rosuvastatine (Rosuvastatine calcique),rosuvastatine,rosuvastatine (rosuvastatine calcique)
,,"ROTAVIRUS VACCINE (RIX4414 STRAIN), LIVE, ORAL, ATTENUATED (HUMAN)","rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)",FALSE,"rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)",Immunologic,,1531,"Vaccin antirotavirus (souche rix4414), vivant, oral, atténué (humain)","rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)","rotavirus vaccine (rix4414 strain), live, oral, attenuated (human)"
Y,,ROTIGOTINE,rotigotine,FALSE,rotigotine,Released,,1532,Rotigotine,rotigotine,rotigotine
,,RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN),rubella virus vaccine live attenuated (wistar ra27/3 strain),FALSE,rubella virus vaccine live attenuated (wistar ra27/3 strain),Immunologic,,1533,Vaccin antirubéoleux vivant atténué (souche wistar ra27/3),rubella virus vaccine live attenuated (wistar ra27/3 strain),rubella virus vaccine live attenuated (wistar ra27/3 strain)
Y,,RUFINAMIDE,rufinamide,FALSE,rufinamide,Released,,1534,Rufinamide,rufinamide,rufinamide
Y,,RUPATADINE (RUPATADINE FUMARATE),rupatadine,FALSE,rupatadine (rupatadine fumarate),Released,,1535,Rupatadine (Fumarate de rupatadine),rupatadine,rupatadine (fumarate de rupatadine)
Y,,Ruxolitinib (Ruxolitinib Phosphate),ruxolitinib,FALSE,ruxolitinib (ruxolitinib phosphate),Released,,1536,Ruxolitinib (Phosphate de Ruxolitinib),ruxolitinib,ruxolitinib (phosphate de ruxolitinib)
Y,,SACUBITRIL (SACUBITRIL VALSARTAN SODIUM HYDRATE COMPLEX),sacubitril,FALSE,sacubitril (sacubitril valsartan sodium hydrate complex),Issue - in QA,,1537,Sacubitril (Complexe sodique hydraté de sacubitril/valsartan),sacubitril,sacubitril (sacubitril valsartan sodium hydrate complex)
Y,SALBUTAMOL,SALBUTAMOL,salbutamol,FALSE,salbutamol,Released,,1538,Salbutamol,salbutamol,salbutamol
Y,SALBUTAMOL,SALBUTAMOL (SALBUTAMOL SULFATE),salbutamol,FALSE,salbutamol (salbutamol sulfate),Released,,1539,Salbutamol (Sulfate de salbutamol),salbutamol,salbutamol (sulfate de salbutamol)
Y,,SALICYLIC ACID,salicylic acid,FALSE,salicylic acid,Released,Combinations only,1540,Acide salicylique,acide salicylique,acide salicylique
Y,SALMETEROL,SALMETEROL (SALMETEROL XINAFOATE),salmeterol,FALSE,salmeterol (salmeterol xinafoate),Released,,1541,Salmétérol (Xinafoate de salmétérol),salmétérol,salmétérol (xinafoate de salmétérol)
,,SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE,salmonella typhi vi capsular polysaccharide vaccine,FALSE,salmonella typhi vi capsular polysaccharide vaccine,Immunologic,,1542,Vaccin polysaccharidique capsulaire vi contre salmonella typhi,salmonella typhi vi capsular polysaccharide vaccine,salmonella typhi vi capsular polysaccharide vaccine
Y,,SAPROPTERIN DIHYDROCHLORIDE,sapropterin,FALSE,sapropterin dihydrochloride,Released,,1543,Dichlorhydrate de saproptérine,saproptérine,dichlorhydrate de saproptérine
Y,,SAQUINAVIR (SAQUINAVIR MESYLATE),saquinavir,FALSE,saquinavir (saquinavir mesylate),Released,,1544,Saquinavir (Mésylate de saquinavir),saquinavir,saquinavir (mésylate de saquinavir)
Y,,SARILUMAB,sarilumab,FALSE,sarilumab,Released,,1545,Sarilumab,sarilumab,sarilumab
Y,SAXAGLIPTIN,SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE),saxagliptin,FALSE,saxagliptin (saxagliptin hydrochloride),Released,,1546,Saxagliptine (Chlorhydrate de saxagliptine),saxagliptine,saxagliptine (chlorhydrate de saxagliptine)
Y,,SCOPOLAMINE HYDROBROMIDE,scopolamine hydrobromide,FALSE,scopolamine hydrobromide,Released,,1547,Bromhydrate de scopolamine,bromhydrate de scopolamine,bromhydrate de scopolamine
,,SEALER PROTEIN (HUMAN),sealer protein (human),FALSE,sealer protein (human),Haematology,,1548,Protéine scellante (humaine),sealer protein (human),sealer protein (human)
Y,,SEBELIPASE ALFA,sebelipase alfa,FALSE,sebelipase alfa,Released,,1549,Sébélipase alfa,sébélipase alfa,sébélipase alfa
Y,,Secukinumab,secukinumab,FALSE,secukinumab,Released,,1550,Secukinumab,sécukinumab,sécukinumab
Y,,SELEGILINE HYDROCHLORIDE,selegiline,FALSE,selegiline hydrochloride,Released,,1551,Chlorhydrate de sélégiline,sélégiline,chlorhydrate de sélégiline
Y,,SELENIUM (SELENIOUS ACID),selenium,FALSE,selenium (selenious acid),Released,,1552,Sélénium (Acide sélénieux),sélénium,sélénium (acide sélénieux)
Y,,SELENIUM (SELENIUM HVP CHELATE),selenium,FALSE,selenium (selenium hvp chelate),Released,,1553,Sélénium (Chélate de sélénium et de protéine végétale hydrolysée),sélénium,sélénium (chélate de sélénium et de protéine végétale hydrolysée)
Y,,SELEXIPAG,selexipag,FALSE,selexipag,Released,,1554,Sélexipag,sélexipag,sélexipag
Y,,SEMAGLUTIDE,semaglutide,FALSE,semaglutide,Released,,1555,Sémaglutide,sémaglutide,sémaglutide
Y,SENNA,SENNOSIDES,sennosides,FALSE,sennosides,Released,Combination only,1556,Sennosides,sennosides,sennosides
Y,SENNA,SENNOSIDES (SENNA),sennosides,FALSE,sennosides (senna),Released,Combination only,1557,Sennosides (Séné),sennosides,sennosides (séné)
,,SERINE,serine,FALSE,serine,TPN,,1558,Sérine,sérine,sérine
Y,SERTRALINE,SERTRALINE (SERTRALINE HYDROCHLORIDE),sertraline,FALSE,sertraline (sertraline hydrochloride),Released,,1559,Sertraline (Chlorhydrate de sertraline),sertraline,sertraline (chlorhydrate de sertraline)
Y,,Sevelamer Carbonate,sevelamer,FALSE,sevelamer carbonate,Released,,1560,Carbonate de sévélamer,sévélamer,carbonate de sévélamer
Y,,SEVELAMER HYDROCHLORIDE,sevelamer,FALSE,sevelamer hydrochloride,Released,,1561,Chlorhydrate de sévélamer,sévélamer,chlorhydrate de sévélamer
,,SEVOFLURANE,sevoflurane,FALSE,sevoflurane,Anaesthetic,,1562,Sévoflurane,sevoflurane,sevoflurane
Y,SILDENAFIL,SILDENAFIL (SILDENAFIL CITRATE),sildenafil,FALSE,sildenafil (sildenafil citrate),Released,,1563,Sildénafil (Citrate de sildénafil),sildénafil,sildénafil (citrate de sildénafil)
,,SILICON DIOXIDE,silicon dioxide,FALSE,silicon dioxide,Query,Toothpastes with fluoride and triclosan,1564,Dioxyde de silicium,silicon dioxide,silicon dioxide
Y,,SILICONE,silicone,FALSE,silicone,Released,,1565,Silicone,silicone,silicone
Y,,SILODOSIN,silodosin,FALSE,silodosin,Released,,1566,Silodosine,silodosine,silodosine
Y,,SILTUXIMAB,siltuximab,FALSE,siltuximab,Released,,1567,SILTUXIMAB,siltuximab,siltuximab
Y,,SILVER SULFADIAZINE,silver sulfadiazine,FALSE,silver sulfadiazine,Released,,1568,Sulfadiazine d'argent,sulfadiazine d'argent,sulfadiazine d'argent
Y,,simeprevir (Simeprevir sodium),simeprevir,FALSE,simeprevir (simeprevir sodium),Released,,1569,Siméprévir (Siméprévir sodique),siméprévir,siméprévir (siméprévir sodique)
Y,,SIMETHICONE,simethicone,FALSE,simethicone,Released,Combination with Ca and Mg salts and as single,1570,Siméticone,siméticone,siméticone
Y,,SIMOCTOCOG ALFA,simoctocog alfa,FALSE,simoctocog alfa,Released,,1571,SIMOCTOCOG ALFA,simoctocog alfa,simoctocog alfa
Y,SIMVASTATIN,SIMVASTATIN,simvastatin,FALSE,simvastatin,Released,,1572,Simvastatine,simvastatine,simvastatine
Y,,SINCALIDE,sincalide,FALSE,sincalide,Released,,1573,Sincalide,sincalide,sincalide
Y,,Sinecatechins,sinecatechins,FALSE,sinecatechins,Released,,1574,Sinécatéchines,sinécatéchines,sinécatéchines
Y,,SIROLIMUS,sirolimus,FALSE,sirolimus,Released,,1575,Sirolimus,sirolimus,sirolimus
Y,SITAGLIPTIN,SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE),sitagliptin,TRUE,sitagliptin (sitagliptin phosphate),Released,,1576,Sitagliptine (Phosphate de sitagliptine monohydraté),sitagliptine,sitagliptine (phosphate de sitagliptine)
Y,,SITAGLIPTIN (SITAGLIPTIN PHOSPHATE),sitagliptin,FALSE,sitagliptin (sitagliptin phosphate),Released,,1577,Sitagliptine (Phosphate de Stagliptine),sitagliptine,sitagliptine (phosphate de sitagliptine)
Y,,SODIUM ACETATE,sodium acetate,FALSE,sodium acetate,,,1578,Acétate de sodium,acétate de sodium,acétate de sodium
Y,,SODIUM ACETATE TRIHYDRATE,sodium acetate trihydrate,TRUE,sodium acetate trihydrate,,,1579,Acétate de sodium trihydraté,acétate de sodium,acétate de sodium
Y,,SODIUM ASCORBATE,ascorbic acid,FALSE,sodium ascorbate,Released,,1580,Ascorbate de sodium,acide ascorbique,ascorbate de sodium
Y,,SODIUM BICARBONATE,sodium bicarbonate,FALSE,sodium bicarbonate,Released,,1581,Bicarbonate de sodium,bicarbonate de sodium,bicarbonate de sodium
Y,,SODIUM BISULFITE,sodium bisulfite,FALSE,sodium bisulfite,,,1582,Bisulfite de sodium,bisulfite de sodium,bisulfite de sodium
Y,,SODIUM CARBONATE (ANHYDROUS),sodium carbonate (anhydrous),FALSE,sodium carbonate (anhydrous),,,1583,Carbonate de sodium (anhydre),carbonate de sodium (anhydre),carbonate de sodium (anhydre)
Y,,SODIUM CARBOXYMETHYL CELLULOSE,carboxymethylcellulose,FALSE,carboxymethylcellulose sodium ,Released,,1584,,carboxyméthylcellulose,carboxyméthylcellulose sodique
,,SODIUM CHLORIDE,sodium chloride,FALSE,sodium chloride,,,1585,Chlorure de sodium,sodium chloride,sodium chloride
Y,,SODIUM CITRATE,sodium citrate,FALSE,sodium citrate,Released,,1586,Citrate de sodium,citrate de sodium,citrate de sodium
Y,,SODIUM CITRATE DIHYDRATE,sodium citrate,TRUE,sodium citrate,Released,,1587,Citrate de sodium dihydraté,citrate de sodium,citrate de sodium
Y,,SODIUM FLUORIDE,sodium fluoride,FALSE,sodium fluoride,Released,Combination only,1588,Fluorure de sodium,fluorure de sodium,fluorure de sodium
Y,,SODIUM GLUCONATE,sodium gluconate,FALSE,sodium gluconate,,,1589,Gluconate de sodium,gluconate de sodium,gluconate de sodium
Y,,SODIUM GLYCEROPHOSPHATE,sodium glycerophosphate,FALSE,sodium glycerophosphate,,,1590,Glycérophosphate de sodium,glycérophosphate de sodium,glycérophosphate de sodium
,,SODIUM HYPOCHLORITE,sodium hypochlorite,FALSE,sodium hypochlorite,,,1591,Hypochlorite de sodium,sodium hypochlorite,sodium hypochlorite
Y,,SODIUM IODIDE,sodium iodide,FALSE,sodium iodide,,,1592,Iodure de sodium,iodure de sodium,iodure de sodium
,,SODIUM IOXITALAMATE,sodium ioxitalamate,FALSE,sodium ioxitalamate,Contrast media,,1593,Ioxytalamate de sodium,sodium ioxitalamate,sodium ioxitalamate
Y,,SODIUM LACTATE,sodium lactate,FALSE,sodium lactate,,1 Combination only,1594,Lactate de sodium,lactate de sodium,lactate de sodium
Y,,SODIUM LAURYL SULFOACETATE,sodium lauryl sulfoacetate,FALSE,sodium lauryl sulfoacetate,Released,combination only available,1595,Laurylsulfoacétate de sodium,laurylsulfoacétate de sodium,laurylsulfoacétate de sodium
Y,,SODIUM NITRITE,sodium nitrite,FALSE,sodium nitrite,,,1596,,nitrate de sodium,nitrate de sodium
Y,,SODIUM NITROPRUSSIDE,nitroprusside,FALSE,sodium nitroprusside,Released,,1597,Nitroprussiate de sodium,nitroprussiate,nitroprussiate de sodium
Y,,SODIUM OXYBATE,sodium oxybate,FALSE,sodium oxybate,Released,,1598,Oxybate de sodium,oxybate de sodium,oxybate de sodium
Y,,Sodium phenylbutyrate,phenylbutyric acid,FALSE,sodium phenylbutyrate,Released,,1599,Phénylbutyrate sodique,acide phénylbutyrique,phénylbutyrate sodique
Y,,SODIUM PHOSPHATE DIBASIC,sodium phosphate dibasic,FALSE,sodium phosphate dibasic,,1 Combination only,1600,Phosphate de sodium dibasique,phosphate de sodium dibasique,phosphate de sodium dibasique
Y,,SODIUM PHOSPHATE MONOBASIC,sodium phosphate monobasic,FALSE,sodium phosphate monobasic,,1 Combination only,1601,Phosphate de sodium monobasique,phosphate de sodium monobasique,phosphate de sodium monobasique
Y,,"SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE","sodium phosphate monobasic, monohydrate",TRUE,"sodium phosphate monobasic, monohydrate",,,1602,PHOSPHATE MONOBASIQUE DE SODIUM MONOHYDRATE,phosphate de sodium monobasique,phosphate de sodium monobasique
Y,,SODIUM PICOSULFATE,sodium picosulfate,FALSE,sodium picosulfate,,,1603,Picosulfate sodique,picosulfate de sodium,picosulfate de sodium
Y,,SODIUM POLYSTYRENE SULFONATE,sodium polystyrene sulfonate,FALSE,sodium polystyrene sulfonate,Released,,1604,Polystyrène sulfonate de sodium,polystyrène sulfonate de sodium,polystyrène sulfonate de sodium
Y,,SODIUM SALICYLATE,sodium salicylate,FALSE,sodium salicylate,Released,,1605,Salicylate de sodium,salicylate de sodium,salicylate de sodium
Y,,SODIUM SULFATE,sodium sulfate,FALSE,sodium sulfate,,,1606,Sulfate de sodium,sulfate de sodium,sulfate de sodium
Y,,Sodium Sulfate Anhydrous,sodium sulfate anhydrous,FALSE,sodium sulfate anhydrous,,,1607,Sulfate de Sodium anhydre,sulfate de sodium anhydre,sulfate de sodium anhydre
Y,,SODIUM TETRADECYL SULFATE,sodium tetradecyl sulfate,FALSE,sodium tetradecyl sulfate,Released,,1608,Tétradécyl sulfate de sodium,tétradécyl sulfate de sodium,tétradécyl sulfate de sodium
Y,,SODIUM THIOSULFATE,sodium thiosulfate,FALSE,sodium thiosulfate,Released,,1609,Thiosulfate de Sodium,thiosulfate de sodium,thiosulfate de sodium
Y,,SOFOSBUVIR,sofosbuvir,FALSE,sofosbuvir,Released,,1610,Sofosbuvir,sofosbuvir,sofosbuvir
Y,SOLIFENACIN,SOLIFENACIN SUCCINATE,solifenacin,FALSE,solifenacin succinate,Released,,1611,Succinate de solifénacine,solifénacine,succinate de solifénacine
Y,,SOMATROPIN,somatropin,FALSE,somatropin,Issue - in QA,,1612,Somatropine,somatropine,somatropine
Y,,SORAFENIB (SORAFENIB TOSYLATE),sorafenib,FALSE,sorafenib (sorafenib tosylate),Released,,1613,Sorafénib (Tosylate de sorafénib),sorafénib,sorafénib (tosylate de sorafénib)
Y,,SORBITOL,sorbitol,FALSE,sorbitol,To Do,Microlax enema,1614,Sorbitol,sorbitol,sorbitol
Y,SOTALOL,SOTALOL HYDROCHLORIDE,sotalol,FALSE,sotalol hydrochloride,Released,,1615,Chlorhydrate de sotalol,sotalol,chlorhydrate de sotalol
,,SOYBEAN OIL,soybean oil,FALSE,soybean oil,TPN,,1616,Huile de soja,soybean oil,soybean oil
Y,,SPIRAMYCIN,spiramycin,FALSE,spiramycin,Released,,1617,Spiramycine,spiramycine,spiramycine
Y,SPIRONOLACTONE,SPIRONOLACTONE,spironolactone,FALSE,spironolactone,Released,,1618,Spironolactone,spironolactone,spironolactone
,,STANDARDIZED BERMUDA GRASS POLLEN,standardized bermuda grass pollen,FALSE,standardized bermuda grass pollen,Allergen,,1619,Pollen Standardisé de Chiendent pied-de-poule,standardized bermuda grass pollen,standardized bermuda grass pollen
,,STANDARDIZED CAT HAIR ACETONE PRECIPITATED,standardized cat hair acetone precipitated,FALSE,standardized cat hair acetone precipitated,Allergen,,1620,,standardized cat hair acetone precipitated,standardized cat hair acetone precipitated
,,STANDARDIZED CAT PELT,standardized cat pelt,FALSE,standardized cat pelt,Allergen,,1621,Poils de chat standardisés,standardized cat pelt,standardized cat pelt
,,STANDARDIZED CAT PELT ACETONE PRECIPITATED,standardized cat pelt acetone precipitated,FALSE,standardized cat pelt acetone precipitated,Allergen,,1622,,standardized cat pelt acetone precipitated,standardized cat pelt acetone precipitated
,,STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN,standardized kentucky blue/june grass pollen,FALSE,standardized kentucky blue/june grass pollen,Allergen,,1623,Pollen standardisé du pâturin des prés,standardized kentucky blue/june grass pollen,standardized kentucky blue/june grass pollen
,,STANDARDIZED MEADOW FESCUE GRASS POLLEN,standardized meadow fescue grass pollen,FALSE,standardized meadow fescue grass pollen,Allergen,,1624,Pollen standardisé de fétuque des prés,standardized meadow fescue grass pollen,standardized meadow fescue grass pollen
,,STANDARDIZED ORCHARD GRASS POLLEN,standardized orchard grass pollen,FALSE,standardized orchard grass pollen,Allergen,,1625,Pollen standardisé de dactyle pelotonné,standardized orchard grass pollen,standardized orchard grass pollen
,,STANDARDIZED PERENNIAL RYE GRASS POLLEN,standardized perennial rye grass pollen,FALSE,standardized perennial rye grass pollen,Allergen,,1626,Pollen standardisé d'ivraie,standardized perennial rye grass pollen,standardized perennial rye grass pollen
,,STANDARDIZED REDTOP GRASS POLLEN,standardized redtop grass pollen,FALSE,standardized redtop grass pollen,Allergen,,1627,Pollen standardisé d'agrostide blanche,standardized redtop grass pollen,standardized redtop grass pollen
,,STANDARDIZED SHORT RAGWEED POLLEN ALLERGENIC EXTRACT,standardized short ragweed pollen allergenic extract,FALSE,standardized short ragweed pollen allergenic extract,Allergen,,1628,Extrait d'allergène standardisé de pollen de petite herbe à poux,standardized short ragweed pollen allergenic extract,standardized short ragweed pollen allergenic extract
,,STANDARDIZED SWEET VERNAL GRASS POLLEN,standardized sweet vernal grass pollen,FALSE,standardized sweet vernal grass pollen,Allergen,,1629,Pollen standardisé de flouve odorante,standardized sweet vernal grass pollen,standardized sweet vernal grass pollen
,,STANDARDIZED TIMOTHY GRASS POLLEN,standardized timothy grass pollen,FALSE,standardized timothy grass pollen,Allergen,,1630,Pollen standardisé de phléole des prés,standardized timothy grass pollen,standardized timothy grass pollen
,,STARCH,starch,FALSE,starch,No live products,,1631,Amidon,starch,starch
Y,,STAVUDINE,stavudine,FALSE,stavudine,Released,,1632,Stavudine,stavudine,stavudine
Y,,Stiripentol,stiripentol,FALSE,stiripentol,To Do,Issue - in QA,1633,Stiripentol,stiripentol,stiripentol
Y,,STORAX,storax,FALSE,storax,To Do,Friar's Balsam,1634,Styrax,styrax,styrax
Y,,STREPTOMYCIN (STREPTOMYCIN SULFATE),streptomycin,FALSE,streptomycin (streptomycin sulfate),Released,,1635,Streptomycine (Sulfate de streptomycine),streptomycine,streptomycine (sulfate de streptomycine)
Y,,STREPTOZOCIN,streptozocin,FALSE,streptozocin,No live products,,1636,Streptozocine,streptozocine,streptozocine
Y,,SUCCINYLCHOLINE CHLORIDE,succinylcholine,FALSE,succinylcholine chloride,Released,,1637,Chlorure de succinylcholine,succinylcholine,chlorure de succinylcholine
Y,,SUCRALFATE,sucralfate,FALSE,sucralfate,Released,,1638,Sucralfate,sucralfate,sucralfate
Y,,SUFENTANIL (SUFENTANIL CITRATE),sufentanil,FALSE,sufentanil (sufentanil citrate),Released,,1639,Sufentanil (Citrate de sufentanil),sufentanil,sufentanil (citrate de sufentanil)
Y,,SUGAMMADEX (SUGAMMADEX SODIUM),sugammadex,FALSE,sugammadex (sugammadex sodium),Released,,1640,Sugammadex (Sugammadex sodique),sugammadex,sugammadex (sugammadex sodique)
Y,,SULFACETAMIDE SODIUM,sulfacetamide,FALSE,sulfacetamide sodium,Released,,1641,Sulfacétamide sodique,sulfacétamide,sulfacétamide sodique
Y,,SULFAMETHOXAZOLE,sulfamethoxazole,FALSE,sulfamethoxazole,Released,,1642,Sulfaméthoxazole,sulfaméthoxazole,sulfaméthoxazole
Y,,SULFASALAZINE,sulfasalazine,FALSE,sulfasalazine,Released,,1643,Sulfasalazine,sulfasalazine,sulfasalazine
Y,,SULFINPYRAZONE,sulfinpyrazone,FALSE,sulfinpyrazone,Released,,1644,Sulfinpyrazone,sulfinpyrazone,sulfinpyrazone
Y,,SULFISOXAZOLE,sulfisoxazole,FALSE,sulfisoxazole,No live products,,1645,Sulfisoxazole,sulfisoxazole,sulfisoxazole
