drug_code,unit_of_presentation,uop_size,uop_unit_of_measure,calculation,uop_size_insert,DIN,Product_and_Company_Name,X,index_num,unit_of_presentation_fr
18800,ampoule,1,mL,Y,N,2156032,FLUANXOL DEPOT 2% -LIQ IM 20MG/ML LUNDBECK CANADA INC,,7,ampoule
18737,ampoule,1,mL,Y,N,2156040,FLUANXOL DEPOT 10%- LIQ IM 100MG/ML LUNDBECK CANADA INC,,7,ampoule
10488,ampoule,1,mL,Y,N,755575,MODECATE CONCENTRATE BRISTOL-MYERS SQUIBB CANADA,,7,ampoule
5089,ampoule,1,mL,Y,N,567434,PROMETHAZINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
5089,ampoule,2,mL,Y,N,567434,PROMETHAZINE HYDROCHLORIDE INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
49244,ampoule,1,mL,Y,N,2230405,CLOPIXOL-ACUPHASE 50MG/ML LUNDBECK CANADA INC,,7,ampoule
49244,ampoule,2,mL,Y,N,2230405,CLOPIXOL-ACUPHASE 50MG/ML LUNDBECK CANADA INC,,7,ampoule
49245,ampoule,1,mL,Y,N,2230406,CLOPIXOL DEPOT 200MG/ML LUNDBECK CANADA INC,,7,ampoule
49245,vial,10,mL,N,Y,2230406,CLOPIXOL DEPOT 200MG/ML LUNDBECK CANADA INC,,1,fiole
78573,vial,10,mL,N,Y,2300435,ACETYLCYSTEINE INJECTION 200 MG/ML ALVEDA PHARMACEUTICALS INC,,1,fiole
78573,vial,30,mL,N,Y,2300435,ACETYLCYSTEINE INJECTION 200 MG/ML ALVEDA PHARMACEUTICALS INC,,1,fiole
94721,vial,10,mL,N,Y,2459906,ACETYLCYSTEINE SOLUTION USP TELIGENT OU,,1,fiole
94721,vial,30,mL,N,Y,2459906,ACETYLCYSTEINE SOLUTION USP TELIGENT OU,,1,fiole
66965,vial,10,mL,N,Y,2243098,ACETYLCYSTEINE SOLUTION SANDOZ CANADA INCORPORATED,,1,fiole
66965,vial,30,mL,N,Y,2243098,ACETYLCYSTEINE SOLUTION SANDOZ CANADA INCORPORATED,,1,fiole
2483,ampoule,1,mL,Y,N,363839,BUSCOPAN SANOFI-AVENTIS CANADA INC,,7,ampoule
48226,vial,1,mL,Y,N,2229868,HYOSCINE BUTYLBROMIDE INJECTION SANDOZ STANDARD SANDOZ CANADA INCORPORATED,,1,fiole
75090,cartridge,3,mL,N,Y,2265435,NOVOMIX 30 NOVO NORDISK CANADA INC,,2,cartouche
92802,unit dose vial,5,mL,N,N,2443368,TOBRAMYCIN INHALATION SOLUTION SANDOZ CANADA INCORPORATED,,5,fiole unidose
63101,unit dose vial,5,mL,N,N,2239630,TOBI NOVARTIS PHARMACEUTICALS CANADA INC,,5,fiole unidose
64815,vial,2,mL,Y,N,2241209,TOBRAMYCIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
49816,vial,2,mL,Y,N,2230639,TOBRAMYCIN INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
87512,unit dose vial,5,mL,Y,N,2389622,TEVA-TOBRAMYCIN TEVA CANADA LIMITED,,5,fiole unidose
49817,vial,2,mL,Y,N,2230640,TOBRAMYCIN INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
49817,vial,30,mL,N,Y,2230640,TOBRAMYCIN INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
64816,vial,2,mL,Y,N,2241210,TOBRAMYCIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
64816,vial,30,mL,N,Y,2241210,TOBRAMYCIN INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
5325,vial,3,mL,N,Y,586714,HUMULIN R ELI LILLY CANADA INC,,1,fiole
67776,vial,2.5,mL,Y,N,2243835,ARGATROBAN NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
96262,syringe,1,mL,Y,N,2473232,FASENRA ASTRAZENECA CANADA INC,,4,seringue
3781,vial,5,mL,N,Y,505005,FLUORESCITE ALCON CANADA INC,,1,fiole
86740,vial,5,mL,N,N,2381559,ARZERRA NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
86741,vial,50,mL,N,N,2381567,ARZERRA NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
94572,ampoule,1,mL,Y,N,2458578,NALOXONE INJECTABLE TELIGENT OU,,7,ampoule
13867,ampoule,1,mL,Y,N,873993,DDAVP INJ 4MCG/ML FERRING INC,,7,ampoule
94407,syringe,0.5,mL,N,N,2456958,HEPARIN SODIUM INJECTION USP STERINOVA INC,,4,seringue
86817,vial,1,mL,Y,N,2382326,HEPARIN SODIUM INJECTION USP PFIZER CANADA INC,,1,fiole
17227,bag,500,mL,Y,N,1990748,HEPARIN SODIUM IN 0.9% SODIUM CHLORIDE INJECTION PFIZER CANADA INC,,8,bag
17227,bag,1000,mL,Y,N,1990748,HEPARIN SODIUM IN 0.9% SODIUM CHLORIDE INJECTION PFIZER CANADA INC,,8,bag
78843,vial,5,mL,Y,N,2303108,HEPARIN SODIUM INJECTION USP (MULTIDOSE VIAL-WITH PRESERVATIVE) SANDOZ CANADA INCORPORATED,,1,fiole
78843,vial,50,mL,N,Y,2303108,HEPARIN SODIUM INJECTION USP (MULTIDOSE VIAL-WITH PRESERVATIVE) SANDOZ CANADA INCORPORATED,,1,fiole
78841,vial,10,mL,Y,N,2303086,HEPARIN SODIUM INJECTION USP (MULTIDOSE VIAL-WITH PRESERVATIVE) SANDOZ CANADA INCORPORATED,,1,fiole
78841,vial,30,mL,N,Y,2303086,HEPARIN SODIUM INJECTION USP (MULTIDOSE VIAL-WITH PRESERVATIVE) SANDOZ CANADA INCORPORATED,,1,fiole
87773,vial,0.5,mL,Y,N,2392453,HEPARIN SODIUM INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
74973,vial,1,mL,Y,N,2264307,HEPARIN SODIUM INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
74973,vial,5,mL,Y,N,2264307,HEPARIN SODIUM INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
78842,vial,1,mL,Y,N,2303094,HEPARIN SODIUM INJECTION USP (SINGLE USE VIAL-PRESERVATIVE FREE) SANDOZ CANADA INCORPORATED,,1,fiole
74976,vial,1,mL,Y,N,2264315,HEPARIN SODIUM INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
74976,vial,10,mL,Y,N,2264315,HEPARIN SODIUM INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
74976,vial,30,mL,N,Y,2264315,HEPARIN SODIUM INJECTION USP FRESENIUS KABI CANADA LTD,,1,fiole
86815,vial,10,mL,Y,N,2382296,HEPARIN SODIUM INJECTION USP PFIZER CANADA INC,,1,fiole
12647,bag,500,mL,Y,N,894648,HEPARIN SODIUM 20000UNIT/500ML IN DEXT 5% INJ HOSPIRA HEALTHCARE CORPORATION,,8,bag
12646,bag,500,mL,Y,N,894605,HEPARIN SODIUM 25000UNIT/500ML IN 5% DEXTR INJ HOSPIRA HEALTHCARE CORPORATION,,8,bag
83627,pen,3,mL,N,Y,2351064,VICTOZA NOVO NORDISK CANADA INC,,3,stylo
92226,pen,3,mL,N,Y,2437899,SAXENDA NOVO NORDISK CANADA INC,,3,stylo
95243,pre-filled pen,3,mL,N,N,2464276,ADLYXINE SANOFI-AVENTIS CANADA INC,,11,stylo prérempli
95244,pre-filled pen,3,mL,N,N,2464284,ADLYXINE SANOFI-AVENTIS CANADA INC,,11,stylo prérempli
94214,syringe,1,mL,Y,N,2455323,BRENZYS SAMSUNG BIOEPIS CO. LTD,,4,seringue
94215,syringe,1,mL,Y,N,2455331,BRENZYS SAMSUNG BIOEPIS CO. LTD,,4,seringue
76019,syringe,1,mL,Y,N,2274728,ENBREL IMMUNEX CORPORATION,,4,seringue
95072,syringe,1,mL,Y,N,2462850,ERELZI SANDOZ CANADA INCORPORATED,,4,seringue
95073,syringe,1,mL,Y,N,2462869,ERELZI SANDOZ CANADA INCORPORATED,,4,seringue
95074,syringe,0.5,mL,N,N,2462877,ERELZI SANDOZ CANADA INCORPORATED,,4,seringue
2224,ampoule,1,mL,Y,N,318736,PROSTIN F2 ALPHA PFIZER CANADA INC,,7,ampoule
87760,syringe,0.4,mL,Y,N,2392313,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87711,syringe,0.3,mL,Y,N,2391791,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87712,syringe,0.4,mL,Y,N,2391805,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87714,syringe,0.6,mL,Y,N,2391821,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87764,syringe,1,mL,Y,N,2392364,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87762,syringe,0.3,mL,Y,N,2392348,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87706,syringe,0.4,mL,Y,N,2391740,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87707,syringe,0.5,mL,Y,N,2391759,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87708,syringe,0.4,mL,Y,N,2391767,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87709,syringe,0.5,mL,Y,N,2391775,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87710,syringe,0.65,mL,Y,N,2391783,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87763,syringe,0.3,mL,Y,N,2392356,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
87761,syringe,0.5,mL,Y,N,2392321,ARANESP -(HSA-FREE) AMGEN CANADA INC,,4,seringue
82897,syringe,1,mL,Y,N,2343541,PROLIA AMGEN CANADA INC,,4,seringue
85304,vial,1.7,mL,N,N,2368153,XGEVA AMGEN CANADA INC,,1,fiole
92869,vial,2,mL,Y,N,2443910,BELKYRA KYTHERA BIOPHARMACEUTICALS INC.,,1,fiole
415,ampoule,1,mL,Y,N,27243,DIHYDROERGOTAMINE (DHE) 1MG/ML STERIMAX INC,,7,ampoule
65680,vial,20,mL,Y,N,2242010,DOBUTAMINE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
87038,ampoule,20,mL,Y,N,2384671,DOBUTAMINE INJECTION SDZ SANDOZ CANADA INCORPORATED,,7,ampoule
95055,vial,20,mL,Y,N,2462729,DOBUTAMINE INJECTION USP TELIGENT OU,,1,fiole
43041,vial,20,mL,N,N,2210401,DOBUTAMINE INJECTION USP PFIZER CANADA INC,,1,fiole
15483,ampoule,2.5,mL,Y,N,2046733,PULMOZYME 1MG/ML HOFFMANN-LA ROCHE LIMITED,,7,ampoule
93431,pen,0.5,mL,N,N,2448602,TRULICITY ELI LILLY CANADA INC,,3,stylo
93430,syringe,0.5,mL,N,N,2448599,TRULICITY  ELI LILLY CANADA INC,,4,seringue
80774,vial,30,mL,Y,N,2322285,SOLIRIS ALEXION PHARMA GMBH,,1,fiole
69618,syringe,0.5,mL,N,N,2245531,ARIXTRA ASPEN PHARMACARE CANADA INC,,4,seringue
89154,syringe,0.5,mL,N,N,2406853,FONDAPARINUX SODIUM INJECTION DR REDDYS LABORATORIES LTD,,4,seringue
89156,syringe,0.6,mL,N,N,2406896,FONDAPARINUX SODIUM INJECTION DR REDDYS LABORATORIES LTD,,4,seringue
74328,syringe,0.6,mL,N,N,2258056,ARIXTRA ASPEN PHARMACARE CANADA INC,,4,seringue
14577,vial,2,mL,Y,N,2039508,GLYCOPYRROLATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
14577,vial,20,mL,Y,N,2039508,GLYCOPYRROLATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
86865,vial,20,mL,Y,N,2382849,GLYCOPYRROLATE INJECTION MULTIDOSE OMEGA LABORATORIES LTD,,1,fiole
86866,vial,1,mL,Y,N,2382857,GLYCOPYRROLATE INJECTION OMEGA LABORATORIES LTD,,1,fiole
86866,vial,2,mL,Y,N,2382857,GLYCOPYRROLATE INJECTION OMEGA LABORATORIES LTD,,1,fiole
34560,ampoule,1,mL,Y,N,2169991,LOXAPAC IM SANDOZ CANADA INCORPORATED,,7,ampoule
78527,vial,50,mL,Y,N,2299925,ATRIANCE NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
93204,vial,4,mL,Y,N,2446626,OPDIVO BRISTOL-MYERS SQUIBB CANADA,,1,fiole
93205,vial,10,mL,N,N,2446634,OPDIVO BRISTOL-MYERS SQUIBB CANADA,,1,fiole
88731,syringe,1,mL,Y,N,2402475,ORENCIA BRISTOL-MYERS SQUIBB CANADA,,4,seringue
90055,vial,0.05,mL,Y,N,2415992,EYLEA BAYER INC,,1,fiole
73392,vial,3.5,mL,Y,N,2249057,REPLAGAL SHIRE HUMAN GENETIC THERAPIES INC,,1,fiole
77636,vial,1,mL,Y,N,2290960,MABCAMPATH SANOFI GENZYME A DIVISION OF SANOFI-AVENTIS CANADA INC,,1,fiole
90290,vial,1.2,mL,N,N,2418320,LEMTRADA SANOFI GENZYME A DIVISION OF SANOFI-AVENTIS CANADA INC,,1,fiole
92969,vial,0.45,mL,Y,N,2444615,STRENSIQ ALEXION PHARMA GMBH,,1,fiole
92970,vial,0.7,mL,Y,N,2444623,STRENSIQ ALEXION PHARMA GMBH,,1,fiole
92971,vial,1,mL,Y,N,2444631,STRENSIQ ALEXION PHARMA GMBH,,1,fiole
92972,vial,0.8,mL,Y,N,2444658,STRENSIQ ALEXION PHARMA GMBH,,1,fiole
95089,vial,20,mL,Y,N,2462990,TECENTRIQ HOFFMANN-LA ROCHE LIMITED,,1,fiole
2390,syringe,10,mL,N,N,328154,ATROPINE SULFATE INJECTION USP PFIZER CANADA INC,,4,seringue
3554,ampoule,1,mL,Y,N,392782,ATROPINE SULFATE INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
91662,ampoule,1,mL,Y,N,2432188,ATROPINE INJECTION BP TELIGENT OU,,7,ampoule
91663,ampoule,1,mL,Y,N,2432196,ATROPINE INJECTION BP TELIGENT OU,,7,ampoule
3553,ampoule,1,mL,Y,N,392693,ATROPINE SULFATE INJECTION USP SANDOZ CANADA INCORPORATED,,7,ampoule
91086,syringe,5,mL,N,N,2426269,ATROPINE SULFATE INJECTION BIOSYENT PHARMA INC,,4,seringue
91087,syringe,5,mL,N,N,2426277,ATROPINE SULFATE INJECTION BIOSYENT PHARMA INC,,4,seringue
95946,syringe,1,mL,N,N,2470489,BENLYSTA GLAXOSMITHKLINE INC,,4,seringue
14318,vial,4,mL,Y,N,2016109,SURVANTA ABBVIE CORPORATION,,1,fiole
14318,vial,8,mL,Y,N,2016109,SURVANTA ABBVIE CORPORATION,,1,fiole
75642,vial,4,mL,Y,N,2270994,AVASTIN HOFFMANN-LA ROCHE LIMITED,,1,fiole
75642,vial,16,mL,Y,N,2270994,AVASTIN HOFFMANN-LA ROCHE LIMITED,,1,fiole
19356,vial,10,mL,Y,N,2185377,BRETYLIUM TOSYLATE INJECTION USP SANDOZ CANADA INCORPORATED,,1,fiole
92837,vial,10,mL,Y,N,2443686,BUPIVACAINE INJECTION BP STERIMAX INC,,1,fiole
92837,vial,20,mL,Y,N,2443686,BUPIVACAINE INJECTION BP STERIMAX INC,,1,fiole
16161,ampoule,10,mL,Y,N,1976141,SENSORCAINE ASPEN PHARMACARE CANADA INC,,7,ampoule
16161,vial,20,mL,Y,N,1976141,SENSORCAINE ASPEN PHARMACARE CANADA INC,,1,fiole
65588,vial,10,mL,Y,N,2241918,MARCAINE PFIZER CANADA INC,,1,fiole
65588,vial,20,mL,Y,N,2241918,MARCAINE PFIZER CANADA INC,,1,fiole
65589,vial,10,mL,Y,N,2241919,MARCAINE PFIZER CANADA INC,,1,fiole
65589,vial,20,mL,Y,N,2241919,MARCAINE PFIZER CANADA INC,,1,fiole
16164,ampoule,10,mL,Y,N,1976168,SENSORCAINE ASPEN PHARMACARE CANADA INC,,7,ampoule
16164,vial,20,mL,Y,N,1976168,SENSORCAINE ASPEN PHARMACARE CANADA INC,,1,fiole
92838,vial,10,mL,Y,N,2443694,BUPIVACAINE INJECTION BP STERIMAX INC,,1,fiole
92838,vial,20,mL,Y,N,2443694,BUPIVACAINE INJECTION BP STERIMAX INC,,1,fiole
94807,ampoule,2,mL,Y,N,2460645,BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJECTION USP STERIMAX INC,,7,ampoule
65584,ampoule,2,mL,N,N,2241914,MARCAINE SPINAL PFIZER CANADA INC,,7,ampoule
65587,vial,20,mL,N,N,2241917,MARCAINE PFIZER CANADA INC,,1,fiole
79145,vial,50,mL,N,N,2305909,MARCAINE PFIZER CANADA INC,,1,fiole
79144,vial,50,mL,N,N,2305895,MARCAINE PFIZER CANADA INC,,1,fiole
64173,vial,10,mL,N,N,2240602,BUSULFEX OTSUKA PHARMACEUTICAL CO LTD,,1,fiole
95184,vial,10,mL,N,N,2463733,BUSULFAN FOR INJECTION STERIMAX INC,,1,fiole
12837,vial,2,mL,Y,N,1926691,CALCIMAR SOLUTION INJ 200UNIT/ML SANOFI-AVENTIS CANADA INC,,1,fiole
94767,vial,1,mL,Y,N,2460351,ILARIS NOVARTIS PHARMACEUTICALS CANADA INC,,1,fiole
3906,vial,1.5,mL,N,Y,42544,MIOSTAT OPHTHALMIC LIQ 0.01% ALCON CANADA INC,,1,fiole
50960,vial,1,mL,Y,N,2231593,DURATOCIN INJECTION FERRING INC,,1,fiole
43846,vial,5,mL,Y,N,2126680,CARBOPLATIN INJECTION BP PFIZER CANADA INC,,1,fiole
43846,vial,15,mL,Y,N,2126680,CARBOPLATIN INJECTION BP PFIZER CANADA INC,,1,fiole
43846,vial,45,mL,Y,N,2126680,CARBOPLATIN INJECTION BP PFIZER CANADA INC,,1,fiole
43846,vial,60,mL,Y,N,2126680,CARBOPLATIN INJECTION BP PFIZER CANADA INC,,1,fiole
17830,vial,5,mL,Y,N,2125439,CARBOPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
17830,vial,15,mL,Y,N,2125439,CARBOPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
17830,vial,45,mL,Y,N,2125439,CARBOPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
17830,vial,60,mL,Y,N,2125439,CARBOPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
85093,vial,5,mL,Y,N,2366053,CARBOPLATIN INJECTION OMEGA LABORATORIES LTD,,1,fiole
85093,vial,15,mL,Y,N,2366053,CARBOPLATIN INJECTION OMEGA LABORATORIES LTD,,1,fiole
85093,vial,45,mL,Y,N,2366053,CARBOPLATIN INJECTION OMEGA LABORATORIES LTD,,1,fiole
85093,vial,60,mL,Y,N,2366053,CARBOPLATIN INJECTION OMEGA LABORATORIES LTD,,1,fiole
80581,vial,5,mL,Y,N,2320371,CARBOPLATIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
80581,vial,15,mL,Y,N,2320371,CARBOPLATIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
80581,vial,45,mL,Y,N,2320371,CARBOPLATIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
49287,ampoule,1,mL,Y,N,2230417,HEMABATE PFIZER CANADA INC,,7,ampoule
75672,vial,50,mL,Y,N,2271249,ERBITUX IMCLONE LLC,,1,fiole
75672,vial,100,mL,Y,N,2271249,ERBITUX IMCLONE LLC,,1,fiole
84686,pre-filled pen,2.4,mL,N,N,2361817,BYETTA ASTRAZENECA CANADA INC,,11,stylo prérempli
84685,pre-filled pen,1.2,mL,N,N,2361809,BYETTA ASTRAZENECA CANADA INC,,11,stylo prérempli
96413,cartridge,1.08,mL,N,N,2474085,REKOVELLE FERRING INC,,2,cartouche
96412,cartridge,2.16,mL,N,N,2474077,REKOVELLE FERRING INC,,2,cartouche
96414,cartridge,0.36,mL,N,N,2474093,REKOVELLE FERRING INC,,2,cartouche
425,vial,2,mL,Y,N,30732,LINCOCIN PFIZER CANADA INC,,1,fiole
96490,bottle,3,mL,N,Y,2474719,PENTHROX PURDUE PHARMA,,6,bouteille
19357,vial,10,mL,Y,N,2184486,PROCAINAMIDE HYDROCHLORIDE INJ. USP SANDOZ CANADA INCORPORATED,,1,fiole
96058,pre-filled pen,1.5,mL,N,N,2471469,OZEMPIC NOVO NORDISK CANADA INC,,11,stylo prérempli
96059,pen,1.5,mL,N,Y,2471477,OZEMPIC NOVO NORDISK CANADA INC,,3,stylo
43417,vial,5.5,mL,N,Y,2225166,SUPREFACT SANOFI-AVENTIS CANADA INC,,1,fiole
43196,vial,5,mL,Y,N,2216973,REOPRO JANSSEN INC,,1,fiole
70033,syringe,0.67,mL,N,Y,2245913,KINERET SWEDISH ORPHAN BIOVITRUM AB (PUBL),,4,seringue
90487,vial,2,mL,Y,N,2420287,JAMP-TOBRAMYCIN JAMP PHARMA CORPORATION,,1,fiole
90487,vial,30,mL,N,Y,2420287,JAMP-TOBRAMYCIN JAMP PHARMA CORPORATION,,1,fiole
73983,pre-filled pen,3,mL,N,N,2254689,FORTEO ELI LILLY CANADA INC,,11,stylo prérempli
86314,vial,2,mL,Y,N,2377438,HALAVEN EISAI LIMITED,,1,fiole
50926,vial,20,mL,Y,N,2231590,ABELCET LEADIANT BIOSCIENCES INC,,1,fiole
10770,vial,50,mL,Y,N,821780,CALCIJECT INJ 100MG/ML OMEGA LABORATORIES LTD,,1,fiole
81737,syringe,1,mL,Y,N,2331675,CIMZIA UCB CANADA INC,,4,seringue
95373,syringe,1,mL,Y,N,2465574,CIMZIA UCB CANADA INC,,4,seringue
74742,syringe,0.5,mL,N,N,2262088,OVIDREL EMD SERONO A DIVISION OF EMD INC CANADA,,4,seringue
85673,pen,0.5,mL,N,N,2371588,OVIDREL EMD SERONO A DIVISION OF EMD INC CANADA,,3,stylo
16224,vial,10,mL,Y,N,2091143,MICRO PLUS 4 CONCENTRATE SANDOZ CANADA INCORPORATED,,1,fiole
19923,vial,5,mL,Y,N,2091135,MICRO PLUS 4 REGULAR STRENGTH SANDOZ CANADA INCORPORATED,,1,fiole
13523,vial,10,mL,Y,N,786985,MICRO CR SANDOZ CANADA INCORPORATED,,1,fiole
43840,vial,50,mL,Y,N,2126613,CISPLATIN INJECTION BP PFIZER CANADA INC,,1,fiole
43840,vial,100,mL,Y,N,2126613,CISPLATIN INJECTION BP PFIZER CANADA INC,,1,fiole
85155,vial,10,mL,Y,N,2366711,CISPLATIN INJECTION BP SANDOZ CANADA INCORPORATED,,1,fiole
85155,vial,50,mL,Y,N,2366711,CISPLATIN INJECTION BP SANDOZ CANADA INCORPORATED,,1,fiole
85155,vial,100,mL,Y,N,2366711,CISPLATIN INJECTION BP SANDOZ CANADA INCORPORATED,,1,fiole
88800,vial,10,mL,Y,N,2403188,CISPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
88800,vial,50,mL,Y,N,2403188,CISPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
88800,vial,100,mL,Y,N,2403188,CISPLATIN INJECTION TEVA CANADA LIMITED,,1,fiole
80536,vial,10,mL,Y,N,2319918,CLADRIBINE INJECTION FRESENIUS KABI CANADA LTD,,1,fiole
81614,vial,20,mL,Y,N,2330407,CLOLAR SANOFI-AVENTIS CANADA INC,,1,fiole
13563,vial,10,mL,Y,N,786969,MICRO CU SANDOZ CANADA INCORPORATED,,1,fiole
43843,vial,1,mL,Y,N,2126656,CYTARABINE INJECTION PFIZER CANADA INC,,1,fiole
43843,vial,10,mL,Y,N,2126656,CYTARABINE INJECTION PFIZER CANADA INC,,1,fiole
43843,vial,20,mL,Y,N,2126656,CYTARABINE INJECTION PFIZER CANADA INC,,1,fiole
89145,vial,10,mL,Y,N,2406772,PMS-CYTARABINE PHARMASCIENCE INC,,1,fiole
89145,vial,20,mL,Y,N,2406772,PMS-CYTARABINE PHARMASCIENCE INC,,1,fiole
89144,vial,5,mL,Y,N,2406764,PMS-CYTARABINE PHARMASCIENCE INC,,1,fiole
89144,vial,25,mL,Y,N,2406764,PMS-CYTARABINE PHARMASCIENCE INC,,1,fiole
94282,vial,5,mL,N,N,2455951,DARZALEX JANSSEN INC,,1,fiole
94283,vial,20,mL,N,N,2455978,DARZALEX JANSSEN INC,,1,fiole
84699,vial,2,mL,Y,N,2361957,DOCETAXEL INJECTION USP PFIZER CANADA INC,,1,fiole
84699,vial,8,mL,Y,N,2361957,DOCETAXEL INJECTION USP PFIZER CANADA INC,,1,fiole
84699,vial,16,mL,Y,N,2361957,DOCETAXEL INJECTION USP PFIZER CANADA INC,,1,fiole
92370,vial,2,mL,Y,N,2439336,DOCETAXEL INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92370,vial,8,mL,Y,N,2439336,DOCETAXEL INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92370,vial,16,mL,Y,N,2439336,DOCETAXEL INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
92134,vial,1,mL,Y,N,2437031,DOCETAXEL INJECTION ACCORD HEALTHCARE INC,,1,fiole
92134,vial,4,mL,Y,N,2437031,DOCETAXEL INJECTION ACCORD HEALTHCARE INC,,1,fiole
92134,vial,8,mL,Y,N,2437031,DOCETAXEL INJECTION ACCORD HEALTHCARE INC,,1,fiole
94508,vial,1,mL,Y,N,2458020,DOCETAXEL INJECTION BIOLYSE PHARMA CORPORATION,,1,fiole
94508,vial,4,mL,Y,N,2458020,DOCETAXEL INJECTION BIOLYSE PHARMA CORPORATION,,1,fiole
94508,vial,8,mL,Y,N,2458020,DOCETAXEL INJECTION BIOLYSE PHARMA CORPORATION,,1,fiole
86113,vial,5,mL,Y,N,2375710,DOXORUBICIN HYDROCHLORIDE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
86113,vial,25,mL,Y,N,2375710,DOXORUBICIN HYDROCHLORIDE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
86113,vial,100,mL,N,Y,2375710,DOXORUBICIN HYDROCHLORIDE INJECTION SANDOZ CANADA INCORPORATED,,1,fiole
86785,vial,5,mL,Y,N,2381982,DOXORUBICIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
86785,vial,10,mL,Y,N,2381982,DOXORUBICIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
86785,vial,25,mL,Y,N,2381982,DOXORUBICIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
86785,vial,100,mL,N,Y,2381982,DOXORUBICIN INJECTION ACCORD HEALTHCARE INC,,1,fiole
89399,vial,5,mL,Y,N,2409275,DOXORUBICIN HYDROCHLORIDE INJECTION TEVA CANADA LIMITED,,1,fiole
89399,vial,25,mL,Y,N,2409275,DOXORUBICIN HYDROCHLORIDE INJECTION TEVA CANADA LIMITED,,1,fiole
89399,vial,100,mL,N,Y,2409275,DOXORUBICIN HYDROCHLORIDE INJECTION TEVA CANADA LIMITED,,1,fiole
89506,vial,5,mL,Y,N,2410397,DOXORUBICIN PFIZER CANADA INC,,1,fiole
89506,vial,25,mL,Y,N,2410397,DOXORUBICIN PFIZER CANADA INC,,1,fiole
89506,vial,100,mL,N,Y,2410397,DOXORUBICIN PFIZER CANADA INC,,1,fiole
61804,vial,10,mL,Y,N,2238389,CAELYX JANSSEN INC,,1,fiole
91171,vial,5,mL,Y,N,2427184,VIMIZIM BIOMARIN INTERNATIONAL LIMITED,,1,fiole
75043,vial,5,mL,Y,N,2264927,EPIRUBICIN HYDROCHLORIDE INJECTION PFIZER CANADA INC,,1,fiole
75043,vial,25,mL,Y,N,2264927,EPIRUBICIN HYDROCHLORIDE INJECTION PFIZER CANADA INC,,1,fiole
75043,vial,50,mL,Y,N,2264927,EPIRUBICIN HYDROCHLORIDE INJECTION PFIZER CANADA INC,,1,fiole
