"","ccdd","top250name","dpd_ingredient","ing_stem","hydrate","ntp_ing"
"638","","","FLUOCINONIDE","FLUOCINONIDE",FALSE,"FLUOCINONIDE"
"639","","","FLUORESCEIN SODIUM","FLUORESCEIN SODIUM",FALSE,"FLUORESCEIN SODIUM"
"640","","","FLUOROMETHOLONE","FLUOROMETHOLONE",FALSE,"FLUOROMETHOLONE"
"641","","","FLUOROURACIL","FLUOROURACIL",FALSE,"FLUOROURACIL"
"642","Y","FLUOXETINE","FLUOXETINE (FLUOXETINE HYDROCHLORIDE)","FLUOXETINE",FALSE,"FLUOXETINE (FLUOXETINE HYDROCHLORIDE)"
"643","","","FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)","FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)",FALSE,"FLUPENTIXOL (FLUPENTIXOL DIHYDROCHLORIDE)"
"644","","","FLUPENTIXOL DECANOATE","FLUPENTIXOL DECANOATE",FALSE,"FLUPENTIXOL DECANOATE"
"645","","","FLUPHENAZINE DECANOATE","FLUPHENAZINE DECANOATE",FALSE,"FLUPHENAZINE DECANOATE"
"646","","","FLUPHENAZINE HYDROCHLORIDE","FLUPHENAZINE HYDROCHLORIDE",FALSE,"FLUPHENAZINE HYDROCHLORIDE"
"647","Y","FLURAZEPAM","FLURAZEPAM HYDROCHLORIDE","FLURAZEPAM",FALSE,"FLURAZEPAM HYDROCHLORIDE"
"648","","","FLURBIPROFEN","FLURBIPROFEN",FALSE,"FLURBIPROFEN"
"649","","","FLUTAMIDE","FLUTAMIDE",FALSE,"FLUTAMIDE"
"650","Y","FLUTICASONE","FLUTICASONE FUROATE","FLUTICASONE",FALSE,"FLUTICASONE FUROATE"
"651","Y","FLUTICASONE","FLUTICASONE PROPIONATE","FLUTICASONE",FALSE,"FLUTICASONE PROPIONATE"
"652","","","FLUVASTATIN (FLUVASTATIN SODIUM)","FLUVASTATIN (FLUVASTATIN SODIUM)",FALSE,"FLUVASTATIN (FLUVASTATIN SODIUM)"
"653","","","FLUVOXAMINE MALEATE","FLUVOXAMINE MALEATE",FALSE,"FLUVOXAMINE MALEATE"
"654","Y","FOLIC ACID","FOLIC ACID","FOLIC ACID",FALSE,"FOLIC ACID"
"655","Y","FOLIC ACID","FOLIC ACID (SODIUM FOLATE)","FOLIC ACID",FALSE,"FOLIC ACID (SODIUM FOLATE)"
"656","","","FOLLITROPIN ALFA","FOLLITROPIN ALFA",FALSE,"FOLLITROPIN ALFA"
"657","","","FOLLITROPIN BETA","FOLLITROPIN BETA",FALSE,"FOLLITROPIN BETA"
"658","","","FOMEPIZOLE","FOMEPIZOLE",FALSE,"FOMEPIZOLE"
"659","","","FONDAPARINUX SODIUM","FONDAPARINUX SODIUM",FALSE,"FONDAPARINUX SODIUM"
"660","Y","FORMOTEROL","FORMOTEROL FUMARATE","FORMOTEROL",FALSE,"FORMOTEROL FUMARATE"
"661","Y","FORMOTEROL","FORMOTEROL FUMARATE DIHYDRATE","FORMOTEROL",TRUE,"FORMOTEROL FUMARATE DIHYDRATE"
"662","","","FOSAMPRENAVIR (FOSAMPRENAVIR CALCIUM)","FOSAMPRENAVIR (FOSAMPRENAVIR CALCIUM)",FALSE,"FOSAMPRENAVIR (FOSAMPRENAVIR CALCIUM)"
"663","","","FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE)","FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE)",FALSE,"FOSAPREPITANT (FOSAPREPITANT DIMEGLUMINE)"
"664","","","FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE)","FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE)",FALSE,"FOSFOMYCIN (FOSFOMYCIN TROMETHAMINE)"
"665","Y","FOSINOPRIL","FOSINOPRIL SODIUM","FOSINOPRIL",FALSE,"FOSINOPRIL SODIUM"
"666","","","FOSPHENYTOIN SODIUM","FOSPHENYTOIN SODIUM",FALSE,"FOSPHENYTOIN SODIUM"
"667","Y","FRAMYCETIN SULFATE","FRAMYCETIN SULFATE","FRAMYCETIN",FALSE,"FRAMYCETIN SULFATE"
"668","","","FROVATRIPTAN (FROVATRIPTAN SUCCINATE)","FROVATRIPTAN (FROVATRIPTAN SUCCINATE)",FALSE,"FROVATRIPTAN (FROVATRIPTAN SUCCINATE)"
"669","","","FROVATRIPTAN (Frovatriptan Succinate Monohydrate)","FROVATRIPTAN (Frovatriptan Succinate Monohydrate)",TRUE,"FROVATRIPTAN (Frovatriptan Succinate Monohydrate)"
"670","","","FULVESTRANT","FULVESTRANT",FALSE,"FULVESTRANT"
"671","Y","FUROSEMIDE","FUROSEMIDE","FUROSEMIDE",FALSE,"FUROSEMIDE"
"672","","","FUSIDATE SODIUM","FUSIDATE SODIUM",FALSE,"FUSIDATE SODIUM"
"673","Y","FUSIDIC ACID","FUSIDIC ACID","FUSIDIC ACID",FALSE,"FUSIDIC ACID"
"674","","","Fidaxomicin","Fidaxomicin",FALSE,"Fidaxomicin"
"675","","","Fingolimod (Fingolimod Hydrochloride)","Fingolimod (Fingolimod Hydrochloride)",FALSE,"Fingolimod (Fingolimod Hydrochloride)"
"676","Y","GABAPENTIN","GABAPENTIN","GABAPENTIN",FALSE,"GABAPENTIN"
"677","","","GADOBENATE DIMEGLUMINE","GADOBENATE DIMEGLUMINE",FALSE,"GADOBENATE DIMEGLUMINE"
"678","","","GADOBUTROL","GADOBUTROL",FALSE,"GADOBUTROL"
"679","","","GADODIAMIDE","GADODIAMIDE",FALSE,"GADODIAMIDE"
"680","","","GADOPENTETATE DIMEGLUMINE","GADOPENTETATE DIMEGLUMINE",FALSE,"GADOPENTETATE DIMEGLUMINE"
"681","","","GADOTERIDOL","GADOTERIDOL",FALSE,"GADOTERIDOL"
"682","","","GADOVERSETAMIDE","GADOVERSETAMIDE",FALSE,"GADOVERSETAMIDE"
"683","","","GADOXETATE DISODIUM","GADOXETATE DISODIUM",FALSE,"GADOXETATE DISODIUM"
"684","Y","GALANTAMINE","GALANTAMINE (GALANTAMINE HYDROBROMIDE)","GALANTAMINE",FALSE,"GALANTAMINE (GALANTAMINE HYDROBROMIDE)"
"685","","","GANCICLOVIR (GANCICLOVIR SODIUM)","GANCICLOVIR (GANCICLOVIR SODIUM)",FALSE,"GANCICLOVIR (GANCICLOVIR SODIUM)"
"686","","","GANIRELIX (GANIRELIX ACETATE)","GANIRELIX (GANIRELIX ACETATE)",FALSE,"GANIRELIX (GANIRELIX ACETATE)"
"687","","","GATIFLOXACIN","GATIFLOXACIN",FALSE,"GATIFLOXACIN"
"688","","","GEFITINIB","GEFITINIB",FALSE,"GEFITINIB"
"689","","","GELATIN","GELATIN",FALSE,"GELATIN"
"690","","","GEMCITABINE (GEMCITABINE HYDROCHLORIDE)","GEMCITABINE (GEMCITABINE HYDROCHLORIDE)",FALSE,"GEMCITABINE (GEMCITABINE HYDROCHLORIDE)"
"691","","","GEMFIBROZIL","GEMFIBROZIL",FALSE,"GEMFIBROZIL"
"692","","","GENTAMICIN (GENTAMICIN SULFATE)","GENTAMICIN (GENTAMICIN SULFATE)",FALSE,"GENTAMICIN (GENTAMICIN SULFATE)"
"693","","","GENTIAN VIOLET","GENTIAN VIOLET",FALSE,"GENTIAN VIOLET"
"694","","","GLATIRAMER ACETATE","GLATIRAMER ACETATE",FALSE,"GLATIRAMER ACETATE"
"695","Y","GLICLAZIDE","GLICLAZIDE","GLICLAZIDE",FALSE,"GLICLAZIDE"
"696","","","GLIMEPIRIDE","GLIMEPIRIDE",FALSE,"GLIMEPIRIDE"
"697","","","GLUCAGON (RECOMBINANT DNA ORIGIN)","GLUCAGON (RECOMBINANT DNA ORIGIN)",FALSE,"GLUCAGON (RECOMBINANT DNA ORIGIN)"
"698","","","GLUCAGON (RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE)","GLUCAGON (RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE)",FALSE,"GLUCAGON (RECOMBINANT DNA ORIGIN) (GLUCAGON HYDROCHLORIDE)"
"699","","","GLUTAMIC ACID","GLUTAMIC ACID",FALSE,"GLUTAMIC ACID"
"700","","","GLUTATHIONE DISULFIDE","GLUTATHIONE DISULFIDE",FALSE,"GLUTATHIONE DISULFIDE"
"701","Y","GLYBURIDE","GLYBURIDE","GLYBURIDE",FALSE,"GLYBURIDE"
"702","","","GLYCERINE","GLYCERINE",FALSE,"GLYCERINE"
"703","","","GLYCEROL PHENYLBUTYRATE","GLYCEROL PHENYLBUTYRATE",FALSE,"GLYCEROL PHENYLBUTYRATE"
"704","","","GLYCINE","GLYCINE",FALSE,"GLYCINE"
"705","","","GLYCOL SALICYLATE","GLYCOL SALICYLATE",FALSE,"GLYCOL SALICYLATE"
"706","","","GLYCOPYRROLATE","GLYCOPYRROLATE",FALSE,"GLYCOPYRROLATE"
"707","","","GOLD SODIUM THIOMALATE","GOLD SODIUM THIOMALATE",FALSE,"GOLD SODIUM THIOMALATE"
"708","","","GOLIMUMAB","GOLIMUMAB",FALSE,"GOLIMUMAB"
"709","","","GONADORELIN ACETATE","GONADORELIN ACETATE",FALSE,"GONADORELIN ACETATE"
"710","","","GOSERELIN (GOSERELIN ACETATE)","GOSERELIN (GOSERELIN ACETATE)",FALSE,"GOSERELIN (GOSERELIN ACETATE)"
"711","","","GRAMICIDIN","GRAMICIDIN",FALSE,"GRAMICIDIN"
"712","","","GRANISETRON (GRANISETRON HYDROCHLORIDE)","GRANISETRON (GRANISETRON HYDROCHLORIDE)",FALSE,"GRANISETRON (GRANISETRON HYDROCHLORIDE)"
"713","","","GRAZOPREVIR","GRAZOPREVIR",FALSE,"GRAZOPREVIR"
"714","","","GUAIACOL","GUAIACOL",FALSE,"GUAIACOL"
"715","","","GUAIACOL CARBONATE","GUAIACOL CARBONATE",FALSE,"GUAIACOL CARBONATE"
"716","","","GUAIFENESIN","GUAIFENESIN",FALSE,"GUAIFENESIN"
"717","","","Galsulfase","Galsulfase",FALSE,"Galsulfase"
"718","","","Glycopyrronium (Glycopyrronium Bromide)","Glycopyrronium (Glycopyrronium Bromide)",FALSE,"Glycopyrronium (Glycopyrronium Bromide)"
"719","","","Grass Pollen Allergen Extract","Grass Pollen Allergen Extract",FALSE,"Grass Pollen Allergen Extract"
"720","","","Guanfacine (GUANFACINE HYDROCHLORIDE)","Guanfacine (GUANFACINE HYDROCHLORIDE)",FALSE,"Guanfacine (GUANFACINE HYDROCHLORIDE)"
"721","","","HAEMAGGLUTININ-STRAIN A(H1N1)","HAEMAGGLUTININ-STRAIN A(H1N1)",FALSE,"HAEMAGGLUTININ-STRAIN A(H1N1)"
"722","","","HAEMAGGLUTININ-STRAIN A(H3N2)","HAEMAGGLUTININ-STRAIN A(H3N2)",FALSE,"HAEMAGGLUTININ-STRAIN A(H3N2)"
"723","","","HAEMAGGLUTININ-STRAIN B","HAEMAGGLUTININ-STRAIN B",FALSE,"HAEMAGGLUTININ-STRAIN B"
"724","","","HAEMAGGLUTININ-STRAIN B (Victoria)","HAEMAGGLUTININ-STRAIN B (Victoria)",FALSE,"HAEMAGGLUTININ-STRAIN B (Victoria)"
"725","","","HAEMAGGLUTININ-STRAIN B (Yamagata)","HAEMAGGLUTININ-STRAIN B (Yamagata)",FALSE,"HAEMAGGLUTININ-STRAIN B (Yamagata)"
"726","","","HAEMOPHILUS INFLUENZAE TYPE B-PRP","HAEMOPHILUS INFLUENZAE TYPE B-PRP",FALSE,"HAEMOPHILUS INFLUENZAE TYPE B-PRP"
"727","","","HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)","HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)",FALSE,"HAEMOPHILUS INFLUENZAE TYPE B-PRP AND TETANUS TOXOID CONJUGATE (PRP-T)"
"728","","","HALOBETASOL PROPIONATE","HALOBETASOL PROPIONATE",FALSE,"HALOBETASOL PROPIONATE"
"729","Y","HALOPERIDOL","HALOPERIDOL","HALOPERIDOL",FALSE,"HALOPERIDOL"
"730","Y","HALOPERIDOL","HALOPERIDOL (HALOPERIDOL DECANOATE)","HALOPERIDOL",FALSE,"HALOPERIDOL (HALOPERIDOL DECANOATE)"
"731","","","HAMAMELIS VIRGINIANA","HAMAMELIS VIRGINIANA",FALSE,"HAMAMELIS VIRGINIANA"
"732","","","HELIUM","HELIUM",FALSE,"HELIUM"
"733","","","HEPARIN (HEPARIN SODIUM)","HEPARIN (HEPARIN SODIUM)",FALSE,"HEPARIN (HEPARIN SODIUM)"
"734","","","HEPARIN SODIUM","HEPARIN SODIUM",FALSE,"HEPARIN SODIUM"
"735","","","HEPATITIS A VACCINE, INACTIVATED","HEPATITIS A VACCINE, INACTIVATED",FALSE,"HEPATITIS A VACCINE, INACTIVATED"
"736","","","HEPATITIS B IMMUNE GLOBULIN HUMAN","HEPATITIS B IMMUNE GLOBULIN HUMAN",FALSE,"HEPATITIS B IMMUNE GLOBULIN HUMAN"
"737","","","HEPATITIS B SURFACE ANTIGEN (RECOMBINANT)","HEPATITIS B SURFACE ANTIGEN (RECOMBINANT)",FALSE,"HEPATITIS B SURFACE ANTIGEN (RECOMBINANT)"
"738","","","HEXYLRESORCINOL","HEXYLRESORCINOL",FALSE,"HEXYLRESORCINOL"
"739","","","HISTAMINE PHOSPHATE","HISTAMINE PHOSPHATE",FALSE,"HISTAMINE PHOSPHATE"
"740","","","HISTIDINE","HISTIDINE",FALSE,"HISTIDINE"
"741","","","HOMOSALATE","HOMOSALATE",FALSE,"HOMOSALATE"
"742","","","HONEY BEE VENOM PROTEIN","HONEY BEE VENOM PROTEIN",FALSE,"HONEY BEE VENOM PROTEIN"
"743","","","HUMAN PLASMA PROTEINS","HUMAN PLASMA PROTEINS",FALSE,"HUMAN PLASMA PROTEINS"
"744","","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1",FALSE,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1"
"745","","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2",FALSE,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2"
"746","","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3",FALSE,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3"
"747","","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4",FALSE,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G4"
"748","","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)",FALSE,"HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)"
"749","","","HYDRALAZINE HYDROCHLORIDE","HYDRALAZINE HYDROCHLORIDE",FALSE,"HYDRALAZINE HYDROCHLORIDE"
"750","Y","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",FALSE,"HYDROCHLOROTHIAZIDE"
"751","","","HYDROCODONE","HYDROCODONE",FALSE,"HYDROCODONE"
"752","","","HYDROCODONE BITARTRATE","HYDROCODONE BITARTRATE",FALSE,"HYDROCODONE BITARTRATE"
"753","Y","HYDROCORTISONE","HYDROCORTISONE","HYDROCORTISONE",FALSE,"HYDROCORTISONE"
"754","Y","HYDROCORTISONE","HYDROCORTISONE (HYDROCORTISONE ACETATE)","HYDROCORTISONE",FALSE,"HYDROCORTISONE (HYDROCORTISONE ACETATE)"
"755","Y","HYDROCORTISONE","HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)","HYDROCORTISONE",FALSE,"HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)"
"756","Y","HYDROCORTISONE","HYDROCORTISONE ACETATE","HYDROCORTISONE",FALSE,"HYDROCORTISONE ACETATE"
"757","Y","HYDROCORTISONE","HYDROCORTISONE VALERATE","HYDROCORTISONE",FALSE,"HYDROCORTISONE VALERATE"
"758","Y","HYDROMORPHONE","HYDROMORPHONE HYDROCHLORIDE","HYDROMORPHONE",FALSE,"HYDROMORPHONE HYDROCHLORIDE"
"759","","","HYDROQUINONE","HYDROQUINONE",FALSE,"HYDROQUINONE"
"760","","","HYDROXOCOBALAMIN","HYDROXOCOBALAMIN",FALSE,"HYDROXOCOBALAMIN"
"761","Y","HYDROXYCHLOROQUINE","HYDROXYCHLOROQUINE SULFATE","HYDROXYCHLOROQUINE",FALSE,"HYDROXYCHLOROQUINE SULFATE"
"762","","","HYDROXYETHYL STARCH 130/0.4","HYDROXYETHYL STARCH 130/0.4",FALSE,"HYDROXYETHYL STARCH 130/0.4"
"763","","","HYDROXYUREA","HYDROXYUREA",FALSE,"HYDROXYUREA"
"764","Y","HYDROXYZINE","HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE",FALSE,"HYDROXYZINE HYDROCHLORIDE"
"765","","","HYOSCINE BUTYLBROMIDE","HYOSCINE BUTYLBROMIDE",FALSE,"HYOSCINE BUTYLBROMIDE"
"766","","","HYPROLOSE","HYPROLOSE",FALSE,"HYPROLOSE"
"767","","","HYPROMELLOSE","HYPROMELLOSE",FALSE,"HYPROMELLOSE"
"768","","","Hexaminolevulinate hydrochloride","Hexaminolevulinate hydrochloride",FALSE,"Hexaminolevulinate hydrochloride"
"769","Y","IBUPROFEN","IBUPROFEN","IBUPROFEN",FALSE,"IBUPROFEN"
"770","","","ICATIBANT (ICATIBANT ACETATE)","ICATIBANT (ICATIBANT ACETATE)",FALSE,"ICATIBANT (ICATIBANT ACETATE)"
"771","","","ICODEXTRIN","ICODEXTRIN",FALSE,"ICODEXTRIN"
"772","","","IDARUBICIN HYDROCHLORIDE","IDARUBICIN HYDROCHLORIDE",FALSE,"IDARUBICIN HYDROCHLORIDE"
"773","","","IDARUCIZUMAB","IDARUCIZUMAB",FALSE,"IDARUCIZUMAB"
"774","","","IDOXURIDINE","IDOXURIDINE",FALSE,"IDOXURIDINE"
"775","","","IDURSULFASE","IDURSULFASE",FALSE,"IDURSULFASE"
"776","","","IFOSFAMIDE","IFOSFAMIDE",FALSE,"IFOSFAMIDE"
"777","","","IMATINIB (IMATINIB MESYLATE)","IMATINIB (IMATINIB MESYLATE)",FALSE,"IMATINIB (IMATINIB MESYLATE)"
"778","","","IMIGLUCERASE","IMIGLUCERASE",FALSE,"IMIGLUCERASE"
"779","","","IMIPENEM","IMIPENEM",FALSE,"IMIPENEM"
"780","","","IMIPRAMINE HYDROCHLORIDE","IMIPRAMINE HYDROCHLORIDE",FALSE,"IMIPRAMINE HYDROCHLORIDE"
"781","","","IMIQUIMOD","IMIQUIMOD",FALSE,"IMIQUIMOD"
"782","","","IMMUNE GLOBULIN (HUMAN)","IMMUNE GLOBULIN (HUMAN)",FALSE,"IMMUNE GLOBULIN (HUMAN)"
"783","","","INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)","INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)",FALSE,"INACT.JAPANESE ENCEPHAL VIRUS(ATTENUAT. STRAIN SA14-14-2 PRODUCED IN VERO CELLS)"
"784","","","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY",FALSE,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY"
"785","","","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1",FALSE,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1"
"786","","","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT",FALSE,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT"
"787","","","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY",FALSE,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY"
"788","","","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1",FALSE,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1"
"789","","","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT",FALSE,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT"
"790","","","INACTIVATED POLIOVIRUS TYPE I","INACTIVATED POLIOVIRUS TYPE I",FALSE,"INACTIVATED POLIOVIRUS TYPE I"
"791","","","INACTIVATED POLIOVIRUS TYPE II","INACTIVATED POLIOVIRUS TYPE II",FALSE,"INACTIVATED POLIOVIRUS TYPE II"
"792","","","INACTIVATED POLIOVIRUS TYPE III","INACTIVATED POLIOVIRUS TYPE III",FALSE,"INACTIVATED POLIOVIRUS TYPE III"
"793","Y","INDAPAMIDE","INDAPAMIDE","INDAPAMIDE",FALSE,"INDAPAMIDE"
"794","","","INDIGO CARMINE","INDIGO CARMINE",FALSE,"INDIGO CARMINE"
"795","","","INDOCYANINE GREEN","INDOCYANINE GREEN",FALSE,"INDOCYANINE GREEN"
"796","Y","INDOMETHACIN","INDOMETHACIN","INDOMETHACIN",FALSE,"INDOMETHACIN"
"797","","","INFLIXIMAB","INFLIXIMAB",FALSE,"INFLIXIMAB"
"798","","","INOSINE PRANOBEX","INOSINE PRANOBEX",FALSE,"INOSINE PRANOBEX"
"799","","","INOSITOL","INOSITOL",FALSE,"INOSITOL"
"800","","","INSULIN","INSULIN",FALSE,"INSULIN"
"801","Y","INSULIN ASPART","INSULIN ASPART","INSULIN ASPART",FALSE,"INSULIN ASPART"
"802","","","INSULIN ASPART PROTAMINE","INSULIN ASPART PROTAMINE",FALSE,"INSULIN ASPART PROTAMINE"
"803","","","INSULIN BIOSYNTHETIC HUMAN BR","INSULIN BIOSYNTHETIC HUMAN BR",FALSE,"INSULIN BIOSYNTHETIC HUMAN BR"
"804","Y","INSULIN DETEMIR","INSULIN DETEMIR","INSULIN DETEMIR",FALSE,"INSULIN DETEMIR"
"805","Y","INSULIN GLARGINE","INSULIN GLARGINE","INSULIN GLARGINE",FALSE,"INSULIN GLARGINE"
"806","","","INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)","INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)",FALSE,"INSULIN GLULISINE (RECOMBINANT DNA ORIGIN)"
"807","","","INSULIN INJECTION HUMAN BIOSYNTHETIC","INSULIN INJECTION HUMAN BIOSYNTHETIC",FALSE,"INSULIN INJECTION HUMAN BIOSYNTHETIC"
"808","","","INSULIN INJECTION PORK","INSULIN PORK",FALSE,"INSULIN INJECTION PORK"
"809","Y","HUMAN INSULIN ISOPHANE","INSULIN ISOPHANE (NPH)","INSULIN ISOPHANE HUMAN",FALSE,"INSULIN ISOPHANE (NPH)"
"810","Y","HUMAN INSULIN ISOPHANE","INSULIN ISOPHANE HUMAN BIOSYNTHETIC","INSULIN ISOPHANE HUMAN",FALSE,"INSULIN ISOPHANE HUMAN BIOSYNTHETIC"
"811","","","INSULIN ISOPHANE INJECTION PORK","INSULIN ISOPHANE INJECTION PORK",FALSE,"INSULIN ISOPHANE INJECTION PORK"
"812","Y","INSULIN LISPRO","INSULIN LISPRO","INSULIN LISPRO",FALSE,"INSULIN LISPRO"
"813","","","INSULIN LISPRO PROTAMINE SUSPENSION","INSULIN LISPRO PROTAMINE SUSPENSION",FALSE,"INSULIN LISPRO PROTAMINE SUSPENSION"
"814","","","INSULIN NPH HUMAN DNA ORIGIN","INSULIN NPH HUMAN DNA ORIGIN",FALSE,"INSULIN NPH HUMAN DNA ORIGIN"
"815","","","INSULIN SEMI SYNTHETIC HUMAN","INSULIN SEMI SYNTHETIC HUMAN",FALSE,"INSULIN SEMI SYNTHETIC HUMAN"
"816","","","INTERFERON ALFA-2B","INTERFERON ALFA-2B",FALSE,"INTERFERON ALFA-2B"
"817","","","INTERFERON BETA-1A","INTERFERON BETA-1A",FALSE,"INTERFERON BETA-1A"
"818","","","INTERFERON BETA-1B","INTERFERON BETA-1B",FALSE,"INTERFERON BETA-1B"
"819","","","IODIDE (SODIUM IODIDE)","IODIDE (SODIUM IODIDE)",FALSE,"IODIDE (SODIUM IODIDE)"
"820","","","IODINE","IODINE",FALSE,"IODINE"
"821","","","IODINE (ETHIODIZED OIL)","IODINE (ETHIODIZED OIL)",FALSE,"IODINE (ETHIODIZED OIL)"
"822","","","IODINE (POTASSIUM IODIDE)","IODINE (POTASSIUM IODIDE)",FALSE,"IODINE (POTASSIUM IODIDE)"
"823","","","IODINE (SODIUM IODIDE)","IODINE (SODIUM IODIDE)",FALSE,"IODINE (SODIUM IODIDE)"
"824","","","IODIXANOL","IODIXANOL",FALSE,"IODIXANOL"
"825","","","IODOFORM","IODOFORM",FALSE,"IODOFORM"
"826","","","IOHEXOL","IOHEXOL",FALSE,"IOHEXOL"
"827","","","IOPAMIDOL","IOPAMIDOL",FALSE,"IOPAMIDOL"
"828","","","IOPROMIDE","IOPROMIDE",FALSE,"IOPROMIDE"
"829","","","IOTHALAMATE MEGLUMINE","IOTHALAMATE MEGLUMINE",FALSE,"IOTHALAMATE MEGLUMINE"
"830","","","IOVERSOL","IOVERSOL",FALSE,"IOVERSOL"
"831","Y","IPRATROPIUM","IPRATROPIUM BROMIDE","IPRATROPIUM",FALSE,"IPRATROPIUM BROMIDE"
"832","Y","IPRATROPIUM","IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE)","IPRATROPIUM",TRUE,"IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE)"
"833","Y","IRBESARTAN","IRBESARTAN","IRBESARTAN",FALSE,"IRBESARTAN"
"834","","","IRINOTECAN HYDROCHLORIDE","IRINOTECAN HYDROCHLORIDE",FALSE,"IRINOTECAN HYDROCHLORIDE"
"835","","","IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)","IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)",TRUE,"IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)"
"836","","","IRON (FERROUS FUMARATE)","IRON (FERROUS FUMARATE)",FALSE,"IRON (FERROUS FUMARATE)"
"837","","","IRON (IRON DEXTRAN COMPLEX)","IRON (IRON DEXTRAN COMPLEX)",FALSE,"IRON (IRON DEXTRAN COMPLEX)"
"838","","","IRON (IRON SUCROSE)","IRON (IRON SUCROSE)",FALSE,"IRON (IRON SUCROSE)"
"839","","","IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)","IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)",FALSE,"IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)"
