"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"active",92185,20872,"Tolvaptan","60","MG","DELETED","02437511"
"active",92185,20872,"Tolvaptan","30","MG","DELETED","02437511"
"active",92185,20872,"TOLVAPTAN","60","MG","NEW","02437511"
"active",92185,20872,"TOLVAPTAN","30","MG","NEW","02437511"
"active",92186,20872,"TOLVAPTAN","90","MG","ADDED","02437538"
"active",92186,20872,"TOLVAPTAN","30","MG","ADDED","02437538"
"active",92186,20872,"Tolvaptan","90","MG","DELETED","02437538"
"active",92186,20872,"Tolvaptan","30","MG","DELETED","02437538"
"active",92186,20872,"TOLVAPTAN","90","MG","NEW","02437538"
"active",92186,20872,"TOLVAPTAN","30","MG","NEW","02437538"
"approved",92242,22582,"SECUKINUMAB","150","MG","ADDED","02438062"
"approved",92242,22582,"Secukinumab","150","MG","DELETED","02438062"
"approved",92242,22582,"SECUKINUMAB","150","MG","NEW","02438062"
"active",92243,22582,"SECUKINUMAB","150","MG","ADDED","02438070"
"active",92243,22582,"Secukinumab","150","MG","DELETED","02438070"
"active",92243,22582,"SECUKINUMAB","150","MG","NEW","02438070"
"approved",92300,22588,"TEDIZOLID PHOSPHATE","200","MG","NEW","02438623"
"approved",92301,22588,"TEDIZOLID PHOSPHATE","200","MG","NEW","02438631"
"active",92306,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","ADDED","02438674"
"active",92306,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","100","MG","DELETED","02438674"
"active",92306,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","NEW","02438674"
"active",92307,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","ADDED","02438682"
"active",92307,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","500","MG","DELETED","02438682"
"active",92307,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","NEW","02438682"
"active",92311,22270,"TESAMORELIN (TESAMORELIN ACETATE)","1","MG","ADDED","02438712"
"active",92311,22270,"Tesamorelin (Tesamorelin acetate)","1","MG","DELETED","02438712"
"active",92311,22270,"TESAMORELIN (TESAMORELIN ACETATE)","1","MG","NEW","02438712"
"active",92318,22590,"IDELALISIB","100","MG","ADDED","02438798"
"active",92318,22590,"Idelalisib","100","MG","DELETED","02438798"
"active",92318,22590,"IDELALISIB","100","MG","NEW","02438798"
"active",92319,22590,"IDELALISIB","150","MG","ADDED","02438801"
"active",92319,22590,"Idelalisib","150","MG","DELETED","02438801"
"active",92319,22590,"IDELALISIB","150","MG","NEW","02438801"
"active",92351,22591,"BROMFENAC (BROMFENAC SODIUM SESQUIHYDRATE)","0.07","%","ADDED","02439123"
"active",92351,22591,"Bromfenac (Bromfenac sodium sesquihydrate)","0.07","%","DELETED","02439123"
"active",92351,22591,"BROMFENAC (BROMFENAC SODIUM SESQUIHYDRATE)","0.07","%","NEW","02439123"
"active",92371,22593,"CARGLUMIC ACID","200","MG","ADDED","02439360"
"active",92371,22593,"Carglumic Acid","200","MG","DELETED","02439360"
"active",92371,22593,"CARGLUMIC ACID","200","MG","NEW","02439360"
"active",92396,22129,"ACLIDINIUM BROMIDE","400","MCG","ADDED","02439530"
"active",92396,22129,"Aclidinium bromide","400","MCG","DELETED","02439530"
"active",92396,22129,"ACLIDINIUM BROMIDE","400","MCG","NEW","02439530"
"active",92551,22604,"PEMBROLIZUMAB","50","MG","ADDED","02441152"
"active",92551,22604,"Pembrolizumab","50","MG","DELETED","02441152"
"active",92551,22604,"PEMBROLIZUMAB","50","MG","NEW","02441152"
"active",92567,582,"COPPER (COPPER DIAMMONIUM EDTA)","4","%","NEW","02441284"
"active",92567,331,"ZINC (ZINC DIAMMONIUM EDTA)","4","%","NEW","02441284"
"active",92626,22094,"OLODATEROL (OLODATEROL HYDROCHLORIDE)","2.5","MCG","ADDED","02441888"
"active",92626,22094,"Olodaterol (OLODATEROL HYDROCHLORIDE)","2.5","MCG","DELETED","02441888"
"active",92626,22094,"OLODATEROL (OLODATEROL HYDROCHLORIDE)","2.5","MCG","NEW","02441888"
"active",92652,22609,"NALOXEGOL (NALOXEGOL OXALATE)","12.5","MG","ADDED","02442167"
"active",92652,22609,"Naloxegol (Naloxegol oxalate)","12.5","MG","DELETED","02442167"
"active",92652,22609,"NALOXEGOL (NALOXEGOL OXALATE)","12.5","MG","NEW","02442167"
"active",92653,22609,"NALOXEGOL (NALOXEGOL OXALATE)","25","MG","ADDED","02442175"
"active",92653,22609,"Naloxegol (Naloxegol oxalate)","25","MG","DELETED","02442175"
"active",92653,22609,"NALOXEGOL (NALOXEGOL OXALATE)","25","MG","NEW","02442175"
"approved",92709,21354,"LEVOMEFOLATE CALCIUM","0.451","MG","ADDED","02442744"
"approved",92709,21354,"Levomefolate Calcium","0.451","MG","DELETED","02442744"
"approved",92709,21354,"LEVOMEFOLATE CALCIUM","0.451","MG","NEW","02442744"
"active",92906,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","ADDED","02444186"
"active",92906,22120,"Vilanterol (Vilanterol trifenatate)","25","MCG","DELETED","02444186"
"active",92906,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","NEW","02444186"
"active",92989,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02444739"
"active",92989,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02444739"
"active",92989,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02444739"
"inactive",92991,22633,"DACLATASVIR (DACLATASVIR DIHYDROCHLORIDE)","30","MG","ADDED","02444747"
"active",92991,22633,"Daclatasvir (Daclatasvir Dihydrochloride)","30","MG","DELETED","02444747"
"inactive",92991,22633,"DACLATASVIR (DACLATASVIR DIHYDROCHLORIDE)","30","MG","NEW","02444747"
"active",92992,22633,"DACLATASVIR (DACLATASVIR DIHYDROCHLORIDE)","60","MG","ADDED","02444755"
"active",92992,22633,"Daclatasvir (Daclatasvir Dihydrochloride)","60","MG","DELETED","02444755"
"active",92992,22633,"DACLATASVIR (DACLATASVIR DIHYDROCHLORIDE)","60","MG","NEW","02444755"
"inactive",93326,22554,"OMBITASVIR","12.5","MG","ADDED","02447711"
"inactive",93326,22556,"PARITAPREVIR","75","MG","ADDED","02447711"
"inactive",93326,22554,"Ombitasvir","12.5","MG","DELETED","02447711"
"inactive",93326,22556,"Paritaprevir","75","MG","DELETED","02447711"
"inactive",93326,22554,"OMBITASVIR","12.5","MG","NEW","02447711"
"inactive",93326,22556,"PARITAPREVIR","75","MG","NEW","02447711"
"active",93532,21507,"ELVITEGRAVIR","150","MG","ADDED","02449498"
"active",93532,21507,"Elvitegravir","150","MG","DELETED","02449498"
"active",93532,21507,"ELVITEGRAVIR","150","MG","NEW","02449498"
"active",93580,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","ADDED","02449935"
"active",93580,22549,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","5","MG","DELETED","02449935"
"active",93580,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","NEW","02449935"
"active",93581,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","ADDED","02449943"
"active",93581,22549,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","5","MG","DELETED","02449943"
"active",93581,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","NEW","02449943"
"approved",93758,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","250","UNIT","ADDED","02451336"
"approved",93758,22684,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein (rIX-FP)","250","UNIT","DELETED","02451336"
"approved",93758,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","250","UNIT","NEW","02451336"
"approved",93759,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","500","UNIT","ADDED","02451344"
"approved",93759,22684,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein (rIX-FP)","500","UNIT","DELETED","02451344"
"approved",93759,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","500","UNIT","NEW","02451344"
"active",93760,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","1000","UNIT","ADDED","02451352"
"approved",93760,22684,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein (rIX-FP)","1000","UNIT","DELETED","02451352"
"active",93760,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","1000","UNIT","NEW","02451352"
"approved",93761,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","2000","UNIT","ADDED","02451360"
"approved",93761,22684,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein (rIX-FP)","2000","UNIT","DELETED","02451360"
"approved",93761,22684,"COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","2000","UNIT","NEW","02451360"
"active",94021,22599,"DESOXYCORTONE PIVALATE","25","MG","NEW","02453657"
"active",94066,22707,"BILASTINE","20","MG","ADDED","02454130"
"active",94066,22707,"Bilastine","20","MG","DELETED","02454130"
"active",94066,22707,"BILASTINE","20","MG","NEW","02454130"
"inactive",94132,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","ADDED","02454610"
"inactive",94132,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","100","MG","DELETED","02454610"
"inactive",94132,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","NEW","02454610"
"inactive",94133,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","ADDED","02454629"
"inactive",94133,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","500","MG","DELETED","02454629"
"inactive",94133,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","NEW","02454629"
"inactive",94134,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","1000","MG","ADDED","02454637"
"inactive",94134,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","1000","MG","DELETED","02454637"
"inactive",94134,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","1000","MG","NEW","02454637"
"active",94181,20742,"TICAGRELOR","60","MG","ADDED","02455005"
"active",94181,20742,"Ticagrelor","60","MG","DELETED","02455005"
"active",94181,20742,"TICAGRELOR","60","MG","NEW","02455005"
"active",94281,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","175","MG","ADDED","02455943"
"active",94281,20163,"PALIPERIDONE (Paliperidone Palmitate)","175","MG","DELETED","02455943"
"active",94281,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","175","MG","NEW","02455943"
"active",94284,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","263","MG","ADDED","02455986"
"active",94284,20163,"PALIPERIDONE (Paliperidone Palmitate)","263","MG","DELETED","02455986"
"active",94284,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","263","MG","NEW","02455986"
"active",94285,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","350","MG","ADDED","02455994"
"active",94285,20163,"PALIPERIDONE (Paliperidone Palmitate)","350","MG","DELETED","02455994"
"active",94285,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","350","MG","NEW","02455994"
"active",94286,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","525","MG","ADDED","02456001"
"active",94286,20163,"PALIPERIDONE (Paliperidone Palmitate)","525","MG","DELETED","02456001"
"active",94286,20163,"PALIPERIDONE (PALIPERIDONE PALMITATE)","525","MG","NEW","02456001"
"approved",94294,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","ADDED","02456095"
"approved",94294,167,"TACROLIMUS (Tacrolimus Monohydrate)","1","MG","DELETED","02456095"
"approved",94294,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","NEW","02456095"
"approved",94295,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","ADDED","02456109"
"approved",94295,167,"TACROLIMUS (Tacrolimus Monohydrate)","5","MG","DELETED","02456109"
"approved",94295,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","NEW","02456109"
"active",94296,21617,"ABOBOTULINUMTOXINA","500","UNIT","ADDED","02456117"
"active",94296,21617,"AbobotulinumtoxinA","500","UNIT","DELETED","02456117"
"active",94296,21617,"ABOBOTULINUMTOXINA","500","UNIT","NEW","02456117"
"active",94388,22604,"PEMBROLIZUMAB","25","MG","ADDED","02456869"
"active",94388,22604,"Pembrolizumab","25","MG","DELETED","02456869"
"active",94388,22604,"PEMBROLIZUMAB","25","MG","NEW","02456869"
"active",94420,20883,"ABIRATERONE ACETATE","500","MG","ADDED","02457113"
"active",94420,20883,"Abiraterone acetate","500","MG","DELETED","02457113"
"active",94420,20883,"ABIRATERONE ACETATE","500","MG","NEW","02457113"
"approved",94636,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","ADDED","02459175"
"approved",94636,22549,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","5","MG","DELETED","02459175"
"approved",94636,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","5","MG","NEW","02459175"
"approved",94637,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","10","MG","ADDED","02459183"
"approved",94637,22549,"Dapagliflozin (Dapagliflozin propanediol monohydrate)","10","MG","DELETED","02459183"
"approved",94637,22549,"DAPAGLIFLOZIN (DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE)","10","MG","NEW","02459183"
"approved",94673,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","ADDED","02459477"
"approved",94673,167,"TACROLIMUS (Tacrolimus Monohydrate)","1","MG","DELETED","02459477"
"approved",94673,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","NEW","02459477"
"approved",94674,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","ADDED","02459485"
"approved",94674,167,"TACROLIMUS (Tacrolimus Monohydrate)","5","MG","DELETED","02459485"
"approved",94674,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","NEW","02459485"
"approved",94739,22049,"PERAMPANEL","0.5","MG","ADDED","02460106"
"approved",94739,22049,"Perampanel","0.5","MG","DELETED","02460106"
"approved",94739,22049,"PERAMPANEL","0.5","MG","NEW","02460106"
"active",94749,21617,"ABOBOTULINUMTOXINA","300","UNIT","ADDED","02460203"
"active",94749,21617,"AbobotulinumtoxinA","300","UNIT","DELETED","02460203"
"active",94749,21617,"ABOBOTULINUMTOXINA","300","UNIT","NEW","02460203"
"approved",94753,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","ADDED","02460246"
"approved",94753,167,"TACROLIMUS (Tacrolimus Monohydrate)","1","MG","DELETED","02460246"
"approved",94753,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","1","MG","NEW","02460246"
"approved",94754,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","ADDED","02460254"
"approved",94754,167,"TACROLIMUS (Tacrolimus Monohydrate)","5","MG","DELETED","02460254"
"approved",94754,167,"TACROLIMUS (TACROLIMUS MONOHYDRATE)","5","MG","NEW","02460254"
"active",94844,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","20","MG","ADDED","02460920"
"active",94844,12371,"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","20","MG","DELETED","02460920"
"active",94844,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","20","MG","NEW","02460920"
"active",94845,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","40","MG","ADDED","02460939"
"active",94845,12371,"ESOMEPRAZOLE (Esomeprazole magnesium dihydrate)","40","MG","DELETED","02460939"
"active",94845,12371,"ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM DIHYDRATE)","40","MG","NEW","02460939"
"active",94913,20603,"SEVELAMER CARBONATE","800","MG","ADDED","02461501"
"active",94913,20603,"Sevelamer Carbonate","800","MG","DELETED","02461501"
"active",94913,20603,"SEVELAMER CARBONATE","800","MG","NEW","02461501"
"active",95445,11086,"PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE)","40","MG","ADDED","02466147"
"active",95445,11086,"PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)","40","MG","DELETED","02466147"
"active",95445,11086,"PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE)","40","MG","NEW","02466147"
"approved",95643,20597,"C1 ESTERASE INHIBITOR (HUMAN)","2000","UNIT","ADDED","02468069"
"approved",95643,20597,"C1 Esterase Inhibitor (Human)","2000","UNIT","DELETED","02468069"
"approved",95643,20597,"C1 ESTERASE INHIBITOR (HUMAN)","2000","UNIT","NEW","02468069"
"approved",95644,20597,"C1 ESTERASE INHIBITOR (HUMAN)","3000","UNIT","ADDED","02468077"
"approved",95644,20597,"C1 Esterase Inhibitor (Human)","3000","UNIT","DELETED","02468077"
"approved",95644,20597,"C1 ESTERASE INHIBITOR (HUMAN)","3000","UNIT","NEW","02468077"
"active",95831,22180,"LINACLOTIDE","72","MCG","ADDED","02469510"
"active",95831,22180,"Linaclotide","72","MCG","DELETED","02469510"
"active",95831,22180,"LINACLOTIDE","72","MCG","NEW","02469510"
"approved",95837,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02469561"
"approved",95837,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02469561"
"approved",95837,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02469561"
"approved",95841,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02469618"
"approved",95841,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02469618"
"approved",95841,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02469618"
"approved",95854,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02469715"
"approved",95854,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02469715"
"approved",95854,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02469715"
"approved",95865,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02469782"
"approved",95865,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02469782"
"approved",95865,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02469782"
"approved",95885,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02469936"
"approved",95885,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02469936"
"approved",95885,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02469936"
"active",95960,22274,"TOFACITINIB (TOFACITINIB CITRATE)","11","MG","ADDED","02470608"
"active",95960,22274,"Tofacitinib (Tofacitinib citrate)","11","MG","DELETED","02470608"
"active",95960,22274,"TOFACITINIB (TOFACITINIB CITRATE)","11","MG","NEW","02470608"
"approved",96192,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","ADDED","02472619"
"approved",96192,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","500","MG","DELETED","02472619"
"approved",96192,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","NEW","02472619"
"active",96212,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02472805"
"active",96212,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02472805"
"active",96212,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02472805"
"approved",96268,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02473283"
"approved",96268,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02473283"
"approved",96272,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02473313"
"approved",96272,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02473313"
"active",96276,22050,"AFOXOLANER","9.4","MG","NEW","02473364"
"active",96277,22050,"AFOXOLANER","18.8","MG","NEW","02473372"
"active",96278,22050,"AFOXOLANER","37.5","MG","NEW","02473380"
"active",96281,22050,"AFOXOLANER","75","MG","NEW","02473399"
"active",96282,22050,"AFOXOLANER","150","MG","NEW","02473402"
"active",96290,8926,"EPINEPHRINE (EPINEPHRINE BITARTRATE)","0.01","MG","ADDED","02473518"
"active",96290,8923,"EPINEPHRINE BITARTRATE","0.01","MG","DELETED","02473518"
"approved",96301,21481,"GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","8.3","MCG","ADDED","02473615"
"approved",96301,21481,"GLYCOPYRRONIUM (Glycopyrronium Bromide)","8.3","MCG","DELETED","02473615"
"approved",96301,21481,"GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","8.3","MCG","NEW","02473615"
"approved",96404,22263,"RECOMBINANT HUMAN COAGULATION FACTOR IX, FC FUSION PROTEIN","4000","UNIT","NEW","02474034"
"active",96469,22230,"UMECLIDINIUM (UMECLIDINIUM BROMIDE)","62.5","MCG","ADDED","02474522"
"active",96469,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","ADDED","02474522"
"active",96469,22230,"Umeclidinium (Umeclidinium bromide)","62.5","MCG","DELETED","02474522"
"active",96469,22120,"Vilanterol (Vilanterol trifenatate)","25","MCG","DELETED","02474522"
"active",96469,22230,"UMECLIDINIUM (UMECLIDINIUM BROMIDE)","62.5","MCG","NEW","02474522"
"active",96469,22120,"VILANTEROL (VILANTEROL TRIFENATATE)","25","MCG","NEW","02474522"
"approved",96493,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02474743"
"approved",96493,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02474743"
"approved",96493,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02474743"
"approved",96603,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02475669"
"approved",96603,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02475669"
"approved",96603,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02475669"
"approved",96942,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.15","%","ADDED","02478633"
"approved",96942,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.075","%","ADDED","02478633"
"approved",96942,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.075","%","DELETED","02478633"
"approved",96942,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.15","%","DELETED","02478633"
"approved",96969,22250,"HAEMAGGLUTININ-STRAIN B (VICTORIA)","15","MCG","NEW","02478978"
"approved",96969,22251,"HAEMAGGLUTININ-STRAIN B (YAMAGATA)","15","MCG","NEW","02478978"
"approved",96990,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","ADDED","02479311"
"approved",96990,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","5","MG","DELETED","02479311"
"approved",96990,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","NEW","02479311"
"approved",97037,197,"BENZALKONIUM CHLORIDE","0.13","%","ADDED","02479729"
"approved",97072,662,"PYRITHIONE ZINC","1","%","ADDED","02480182"
"approved",97086,197,"BENZALKONIUM CHLORIDE","0.13","%","ADDED","02480336"
"active",97095,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","10","MG","ADDED","02480425"
"active",97095,22149,"PASIREOTIDE (Pasireotide Pamoate)","10","MG","DELETED","02480425"
"active",97095,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","10","MG","NEW","02480425"
"active",97096,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","30","MG","ADDED","02480433"
"active",97096,22149,"PASIREOTIDE (Pasireotide Pamoate)","30","MG","DELETED","02480433"
"active",97096,22149,"PASIREOTIDE (PASIREOTIDE PAMOATE)","30","MG","NEW","02480433"
"active",97137,22274,"TOFACITINIB (TOFACITINIB CITRATE)","10","MG","ADDED","02480786"
"active",97137,22274,"Tofacitinib (Tofacitinib citrate)","10","MG","DELETED","02480786"
"active",97137,22274,"TOFACITINIB (TOFACITINIB CITRATE)","10","MG","NEW","02480786"
"approved",97282,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","ADDED","02482525"
"approved",97282,12024,"ZOLEDRONIC ACID (Zoledronic acid monohydrate)","4","MG","DELETED","02482525"
"approved",97282,12024,"ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","4","MG","NEW","02482525"
"active",97297,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.25","MG","ADDED","02482533"
"active",97297,20671,"Fingolimod (Fingolimod Hydrochloride)","0.25","MG","DELETED","02482533"
"active",97297,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.25","MG","NEW","02482533"
"approved",97303,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","ADDED","02482606"
"approved",97303,20671,"Fingolimod (Fingolimod Hydrochloride)","0.5","MG","DELETED","02482606"
"approved",97303,20671,"FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)","0.5","MG","NEW","02482606"
"approved",97336,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","ADDED","02482967"
"approved",97336,13326,"PEMETREXED (Pemetrexed disodium hemipentahydrate)","100","MG","DELETED","02482967"
"approved",97336,13326,"PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","NEW","02482967"
"approved",97382,11905,"TRASTUZUMAB","440","MG","ADDED","02483467"
"approved",97383,11905,"TRASTUZUMAB","150","MG","ADDED","02483475"
"approved",97415,22234,"BOSUTINIB (BOSUTINIB MONOHYDRATE)","400","MG","ADDED","02483793"
"approved",97415,22234,"Bosutinib (Bosutinib Monohydrate)","400","MG","DELETED","02483793"
"approved",97415,22234,"BOSUTINIB (BOSUTINIB MONOHYDRATE)","400","MG","NEW","02483793"
"approved",97444,20603,"SEVELAMER CARBONATE","800","MG","ADDED","02484110"
"approved",97444,20603,"Sevelamer Carbonate","800","MG","DELETED","02484110"
