"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"acetaminophen 650 mg and acetaminophen 650 mg and dextromethorphan hydrobromide 30 mg and diphenhydramine hydrochloride 50 mg and pseudoephedrine hydrochloride 60 mg and pseudoephedrine hydrochloride 60 mg kit",FALSE,1,TRUE,2012-09-13,9005105,NA,NA
"acetaminophen 650 mg and acetaminophen 650 mg and dextromethorphan hydrobromide 30 mg and diphenhydramine hydrochloride 50 mg and pseudoephedrine hydrochloride 60 mg and pseudoephedrine hydrochloride 60 mg oral tablet",FALSE,1,TRUE,2012-09-13,9005106,NA,NA
"fluocinolone acetonide 0.59 mg intravitreal implant",FALSE,1,FALSE,2012-09-13,9005107,NA,NA
"avobenzone 3 % and octisalate 5 % and octocrylene 5 % and terephthalylidene dicamphor sulfonic acid 1 % cutaneous cream",FALSE,2,FALSE,2012-09-19,9005108,NA,NA
"octinoxate 5 % and titanium dioxide 8 % cutaneous cream",FALSE,1,FALSE,2012-09-19,9005109,NA,NA
"pyrithione zinc 0.5 % cutaneous suspension",FALSE,1,FALSE,2012-09-28,9005110,NA,NA
"octinoxate 7.5 % and octisalate 3.5 % and titanium dioxide 1.7 % cutaneous cream",FALSE,4,FALSE,2012-10-01,9005111,NA,NA
"acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg oral tablet",FALSE,1,FALSE,2012-10-02,9005112,NA,NA
"acetaminophen 325 mg per 5 mL and diphenhydramine hydrochloride 25 mg per 5 mL and menthol 20 mg per 5 mL oral liquid",FALSE,1,FALSE,2012-10-04,9005113,NA,NA
"acetaminophen 325 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 20 mg per 5 mL oral liquid",FALSE,1,FALSE,2012-10-04,9005114,NA,NA
"avobenzone 1 % and octinoxate 6.75 % cutaneous stick",FALSE,1,FALSE,2012-10-15,9005115,NA,NA
"hydroxocobalamin 5 g per vial powder for solution for injection",FALSE,1,FALSE,2012-10-19,9005116,NA,NA
"nitrogen 99.5 % cutaneous liquid",FALSE,1,FALSE,2012-10-23,9005117,NA,NA
"diphtheria toxoid 30 unit per 0.5 mL and filamentous haemagglutinin 25 mcg per 0.5 mL and haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t) 10 mcg per 0.5 mL and inactivated poliovirus type i 40 unit per 0.5 mL and inactivated poliovirus type ii 8 unit per 0.5 mL and inactivated poliovirus type iii 32 unit per 0.5 mL and pertactin 8 mcg per 0.5 mL and pertussis toxoid 25 mcg per 0.5 mL and tetanus toxoid 40 unit per 0.5 mL suspension for injection",FALSE,1,TRUE,2012-10-25,9005118,NA,NA
"diphtheria toxoid 30 unit per 0.5 mL and filamentous haemagglutinin 25 mcg per 0.5 mL and inactivated poliovirus type i 40 unit per 0.5 mL and inactivated poliovirus type ii 8 unit per 0.5 mL and inactivated poliovirus type iii 32 unit per 0.5 mL and pertactin 8 mcg per 0.5 mL and pertussis toxoid 25 mcg per 0.5 mL and tetanus toxoid 40 unit per 0.5 mL suspension for injection",FALSE,1,TRUE,2012-10-25,9005119,NA,NA
"fluconazole 150 mg and miconazole nitrate 2 % cutaneous cream",FALSE,1,FALSE,2012-10-25,9005120,NA,NA
"fluconazole 150 mg and miconazole nitrate 2 % kit",FALSE,1,FALSE,2012-10-25,9005121,NA,NA
"fluconazole 150 mg and miconazole nitrate 2 % NA",FALSE,1,FALSE,2012-10-25,9005122,NA,NA
"fluconazole 150 mg and miconazole nitrate 2 % oral capsule",FALSE,1,FALSE,2012-10-25,9005123,NA,NA
"haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t) 10 mcg per 0.5 mL powder for solution for injection",FALSE,1,FALSE,2012-10-25,9005124,NA,NA
"lidocaine hydrochloride 5 mg per mL solution for injection",FALSE,1,FALSE,2012-10-29,9005125,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg oral tablet",FALSE,1,FALSE,2012-11-08,9005126,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium) 80 mg oral tablet",FALSE,1,FALSE,2012-11-08,9005127,NA,NA
"darunavir (darunavir ethanolate) 800 mg oral tablet",FALSE,1,FALSE,2012-11-09,9005128,NA,NA
"enoxaparin sodium 60 mg per 0.6 mL solution for injection",FALSE,1,FALSE,2012-11-13,9005129,NA,NA
"ensulizole 3 % cutaneous emulsion",FALSE,2,FALSE,2012-11-13,9005130,NA,NA
"NA 0.9 mg per vial powder for solution for injection",FALSE,1,FALSE,2012-11-14,9005131,NA,NA
"avobenzone 3 % and homosalate 10 % and octinoxate 4 % and octocrylene 2.75 % cutaneous cream",FALSE,2,FALSE,2012-11-16,9005132,NA,NA
"minoxidil 5 % cutaneous foam",FALSE,2,FALSE,2012-11-19,9005133,NA,NA
"octinoxate 7.5 % and octisalate 4 % and oxybenzone 2.5 % and titanium dioxide 1.1 % lotion",FALSE,1,FALSE,2012-11-19,9005134,NA,NA
"ivacaftor 150 mg oral tablet",FALSE,1,FALSE,2012-11-27,9005135,NA,NA
"avobenzone 1 % and octinoxate 3.5 % and octisalate 3.5 % and octocrylene 1 % lotion",FALSE,1,FALSE,2012-12-01,9005136,NA,NA
"octinoxate 7.5 % and octisalate 5 % and titanium dioxide 6.5 % cutaneous cream",FALSE,1,FALSE,2012-12-03,9005137,NA,NA
"enoxaparin sodium 150 mg per mL solution for injection",FALSE,1,FALSE,2012-12-07,9005138,NA,NA
"acetaminophen 250 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 10 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg kit",FALSE,1,TRUE,2012-12-10,9005139,NA,NA
"acetaminophen 250 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 10 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral capsule",FALSE,1,TRUE,2012-12-10,9005140,NA,NA
"calcium chloride 7.47 g per l and citric acid 6.91 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 3.35 g per l and sodium acetate 1.11 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2012-12-20,9005141,NA,NA
"cobicistat 150 mg and elvitegravir 150 mg and emtricitabine 200 mg and tenofovir disoproxil fumarate 300 mg oral tablet",FALSE,1,FALSE,2012-12-20,9005142,NA,NA
"apixaban 5 mg oral tablet",FALSE,1,FALSE,2012-12-21,9005143,NA,NA
"avobenzone 1 % and octocrylene 7.4 % and oxybenzone 3 % cutaneous spray",FALSE,1,FALSE,2013-01-01,9005144,NA,NA
"avobenzone 2 % and homosalate 5 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 3 % cutaneous cream",FALSE,1,FALSE,2013-01-01,9005145,NA,NA
"avobenzone 3 % and homosalate 9 % and octisalate 4.5 % and octocrylene 2.4 % cutaneous spray",FALSE,1,FALSE,2013-01-01,9005146,NA,NA
"avobenzone 3 % and octocrylene 10 % and oxybenzone 5 % cutaneous spray",FALSE,1,FALSE,2013-01-01,9005147,NA,NA
"ensulizole 2.5 % and octinoxate 7.5 % and oxybenzone 4 % lotion",FALSE,2,FALSE,2013-01-04,9005148,NA,NA
"benzoyl peroxide 2.5 % cutaneous solution",FALSE,1,FALSE,2013-01-07,9005149,NA,NA
"ustekinumab 90 mg per 1 mL solution for injection",FALSE,1,FALSE,2013-01-07,9005150,NA,NA
"doxepin (doxepin hydrochloride) 3 mg oral tablet",FALSE,1,FALSE,2013-01-08,9005151,NA,NA
"doxepin (doxepin hydrochloride) 6 mg oral tablet",FALSE,1,FALSE,2013-01-08,9005152,NA,NA
"pirfenidone 267 mg oral capsule",FALSE,1,FALSE,2013-01-08,9005153,NA,NA
"sodium thiosulfate 250 mg per mL solution for injection",FALSE,2,FALSE,2013-01-08,9005154,NA,NA
"chloroxylenol 0.65 % cutaneous solution",FALSE,1,FALSE,2013-01-10,9005155,NA,NA
"glycopyrronium (glycopyrronium bromide) 50 mcg inhalation powder capsule",FALSE,1,FALSE,2013-01-14,9005156,NA,NA
"avobenzone 2.7 % and homosalate 8 % and octisalate 5 % and octocrylene 3.5 % and oxybenzone 4 % lotion",FALSE,1,FALSE,2013-01-15,9005157,NA,NA
"avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 4.5 % and oxybenzone 4 % lotion",FALSE,2,FALSE,2013-01-15,9005158,NA,NA
"avobenzone 3 % and homosalate 15 % and octisalate 5 % and octocrylene 4 % and oxybenzone 6 % lotion",FALSE,2,FALSE,2013-01-15,9005159,NA,NA
"avobenzone 3 % and homosalate 8 % and octisalate 5 % and octocrylene 4 % and oxybenzone 4 % lotion",FALSE,2,FALSE,2013-01-15,9005160,NA,NA
"avobenzone 3 % and octisalate 2 % and octocrylene 4 % cutaneous cream",FALSE,5,FALSE,2013-01-15,9005161,NA,NA
"chlorhexidine gluconate 2 % and isopropyl alcohol 70 % wipe",FALSE,1,FALSE,2013-01-16,9005162,NA,NA
"avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 6 % and oxybenzone 5 % lotion",FALSE,1,FALSE,2013-01-28,9005163,NA,NA
"avobenzone 3 % and homosalate 8 % and octisalate 4 % and octocrylene 4 % and oxybenzone 5 % lotion",FALSE,1,FALSE,2013-01-28,9005164,NA,NA
"avobenzone 3 % and octinoxate 6 % and octocrylene 1 % cutaneous cream",FALSE,1,FALSE,2013-01-28,9005165,NA,NA
"zolpidem tartrate 5 mg orodispersible tablet",FALSE,3,FALSE,2013-01-28,9005166,NA,NA
"avobenzone 2 % and ensulizole 1.5 % and octisalate 5 % and octocrylene 1.3 % lotion",FALSE,3,FALSE,2013-01-29,9005167,NA,NA
"catridecacog 15 mg per vial powder for solution for injection",FALSE,1,FALSE,2013-01-30,9005168,NA,NA
"vancomycin (vancomycin hydrochloride) 1000 mg per vial powder for solution for injection",FALSE,1,FALSE,2013-01-30,9005169,NA,NA
"fibrinogen (human) 1000 mg per vial powder for solution for injection",FALSE,1,FALSE,2013-01-31,9005170,NA,NA
"octinoxate 7.5 % and titanium dioxide 1.7 % lotion",FALSE,1,FALSE,2013-02-01,9005171,NA,NA
"homosalate 10 % and oxybenzone 2 % spray (bag-on-valve)",FALSE,1,FALSE,2013-02-03,9005172,NA,NA
"avobenzone 3 % and homosalate 2 % and octisalate 5 % and octocrylene 7 % lotion",FALSE,1,FALSE,2013-02-04,9005173,NA,NA
"acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL oral solution",FALSE,1,FALSE,2013-02-06,9005174,NA,NA
"avobenzone 2.7 % and homosalate 13.5 % and octisalate 4.5 % and octocrylene 9 % and oxybenzone 5.4 % cutaneous foam",FALSE,1,FALSE,2013-02-06,9005175,NA,NA
"calcium chloride 0.245 g per l and dextrose 18.2 g per l and magnesium chloride 0.068 g per l and sodium bicarbonate 9.29 g per l and sodium chloride 19.95 g per l and sodium lactate 6.73 g per l solution for haemodialysis",FALSE,1,TRUE,2013-02-06,9005176,NA,NA
"calcium chloride 0.245 g per l and dextrose 30.3 g per l and magnesium chloride 0.068 g per l and sodium bicarbonate 9.29 g per l and sodium chloride 19.95 g per l and sodium lactate 6.73 g per l solution for haemodialysis",FALSE,1,TRUE,2013-02-06,9005177,NA,NA
"calcium chloride 0.245 g per l and dextrose 51.5 g per l and magnesium chloride 0.068 g per l and sodium bicarbonate 9.29 g per l and sodium chloride 19.95 g per l and sodium lactate 6.73 g per l solution for haemodialysis",FALSE,1,TRUE,2013-02-06,9005178,NA,NA
"ondansetron 4 mg orodispersible film",FALSE,1,FALSE,2013-02-08,9005179,NA,NA
"ondansetron 8 mg orodispersible film",FALSE,1,FALSE,2013-02-08,9005180,NA,NA
"avobenzone 3 % and octinoxate 4 % cutaneous ointment",FALSE,1,FALSE,2013-02-11,9005181,NA,NA
"raltegravir (raltegravir potassium) 100 mg chewable tablet",FALSE,1,FALSE,2013-02-11,9005182,NA,NA
"raltegravir (raltegravir potassium) 25 mg chewable tablet",FALSE,1,FALSE,2013-02-11,9005183,NA,NA
"coagulation factor ix (recombinant) 3000 unit per vial powder for solution for injection",FALSE,1,FALSE,2013-02-12,9005184,NA,NA
"abobotulinumtoxina 300 unit per vial powder for solution for injection",FALSE,2,FALSE,2013-02-19,9005185,NA,NA
"avobenzone 3 % and homosalate 4 % and octisalate 4.5 % and octocrylene 2.6 % lotion",FALSE,8,FALSE,2013-02-19,9005186,NA,NA
"brentuximab vedotin 50 mg per vial powder for solution for injection",FALSE,1,FALSE,2013-02-19,9005187,NA,NA
"avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 2 % lotion",FALSE,3,FALSE,2013-02-20,9005188,NA,NA
"octinoxate 5 % cutaneous emulsion",FALSE,1,FALSE,2013-02-20,9005189,NA,NA
"calcium chloride 7.47 g per l and citric acid 6.91 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 10.1 g per l and sodium acetate 1.11 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2013-02-21,9005190,NA,NA
"calcium chloride 7.47 g per l and citric acid 6.91 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 6.71 g per l and sodium acetate 1.11 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2013-02-21,9005191,NA,NA
"acetic acid 10.81 g per l and calcium chloride 5 g per l and dextrose 74.25 g per l and magnesium chloride 2.14 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,FALSE,2013-02-25,9005192,NA,NA
"avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 2.7 % cutaneous cream",FALSE,1,FALSE,2013-03-01,9005193,NA,NA
"avobenzone 3 % and octisalate 5 % and octocrylene 8.5 % cutaneous cream",FALSE,1,FALSE,2013-03-01,9005194,NA,NA
"calcium chloride 6.24 g per l and citric acid 6.91 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and potassium chloride 13.47 g per l and sodium acetate 1.11 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2013-03-01,9005195,NA,NA
"drospirenone 3 mg and ethinyl estradiol 0.02 mg and levomefolate calcium 0.451 mg and levomefolate calcium 0.451 mg oral tablet",FALSE,1,FALSE,2013-03-01,9005196,NA,NA
"calcium chloride 6.24 g per l and citric acid 6.91 g per l and dextrose 49.5 g per l and magnesium chloride 2.14 g per l and sodium acetate 1.11 g per l and sodium chloride 263 g per l solution for haemodialysis",FALSE,1,TRUE,2013-03-04,9005197,NA,NA
"octinoxate 5.99 % and titanium dioxide 0.54 % cutaneous powder",FALSE,1,FALSE,2013-03-04,9005198,NA,NA
"glycerine 1 % and polysorbate 80 0.5 % and sodium carboxymethyl cellulose 0.5 % ophthalmic drops",FALSE,2,FALSE,2013-03-06,9005199,NA,NA
"avobenzone 3 % and homosalate 5 % and octisalate 5 % and octocrylene 2.7 % and oxybenzone 3 % cutaneous cream",FALSE,1,FALSE,2013-03-18,9005200,NA,NA
"gemcitabine (gemcitabine hydrochloride) 38 mg per mL solution for injection",FALSE,2,FALSE,2013-03-20,9005201,NA,NA
"octinoxate 7.5 % and octisalate 5 % and octocrylene 10 % and oxybenzone 5 % cutaneous stick",FALSE,1,FALSE,2013-03-20,9005202,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg and chlorthalidone 12.5 mg oral tablet",FALSE,1,FALSE,2013-03-21,9005203,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium) 40 mg and chlorthalidone 25 mg oral tablet",FALSE,1,FALSE,2013-03-21,9005204,NA,NA
"azilsartan medoxomil (azilsartan medoxomil potassium) 80 mg and chlorthalidone 12.5 mg oral tablet",FALSE,1,FALSE,2013-03-21,9005205,NA,NA
"ingenol mebutate 0.015 % cutaneous gel",FALSE,1,FALSE,2013-03-21,9005206,NA,NA
"ingenol mebutate 0.05 % cutaneous gel",FALSE,1,FALSE,2013-03-21,9005207,NA,NA
"calcium chloride 7.45 g per vial powder for concentrate for solution for haemodialysis",FALSE,1,FALSE,2013-03-26,9005208,NA,NA
"mirabegron 25 mg prolonged-release oral tablet",FALSE,1,FALSE,2013-03-28,9005209,NA,NA
"mirabegron 50 mg prolonged-release oral tablet",FALSE,1,FALSE,2013-03-28,9005210,NA,NA
"nebivolol (nebivolol hydrochloride) 10 mg oral tablet",FALSE,1,FALSE,2013-04-02,9005211,NA,NA
"nebivolol (nebivolol hydrochloride) 20 mg oral tablet",FALSE,1,FALSE,2013-04-02,9005212,NA,NA
"nebivolol (nebivolol hydrochloride) 2.5 mg oral tablet",FALSE,1,FALSE,2013-04-02,9005213,NA,NA
"nebivolol (nebivolol hydrochloride) 5 mg oral tablet",FALSE,1,FALSE,2013-04-02,9005214,NA,NA
"regorafenib 40 mg oral tablet",FALSE,1,FALSE,2013-04-02,9005215,NA,NA
"cloxacillin (cloxacillin sodium) 10 g per vial powder for solution for injection",FALSE,1,FALSE,2013-04-03,9005216,NA,NA
"immune globulin (human) 100 mg per mL solution for injection",FALSE,2,FALSE,2013-04-04,9005217,NA,NA
"avobenzone 3.5 % and drometrizole trisiloxane 2.5 % and homosalate 10 % and octisalate 5 % and octocrylene 6.5 % and terephthalylidene dicamphor sulfonic acid 0.5 % lotion",FALSE,2,TRUE,2013-04-08,9005218,NA,NA
"avobenzone 4 % and drometrizole trisiloxane 2.5 % and homosalate 10 % and octisalate 5 % and octocrylene 7 % and terephthalylidene dicamphor sulfonic acid 0.5 % lotion",FALSE,3,TRUE,2013-04-08,9005219,NA,NA
"dimethyl fumarate 120 mg gastro-resistant capsule",FALSE,1,FALSE,2013-04-12,9005220,NA,NA
"linagliptin 2.5 mg and metformin hydrochloride 1000 mg oral tablet",FALSE,1,FALSE,2013-04-17,9005221,NA,NA
"linagliptin 2.5 mg and metformin hydrochloride 500 mg oral tablet",FALSE,1,FALSE,2013-04-17,9005222,NA,NA
"linagliptin 2.5 mg and metformin hydrochloride 850 mg oral tablet",FALSE,1,FALSE,2013-04-17,9005223,NA,NA
"epoprostenol (epoprostenol sodium) 0.5 mg powder for solution for injection",FALSE,1,FALSE,2013-04-24,9005224,NA,NA
"epoprostenol (epoprostenol sodium) 1.5 mg powder for solution for injection",FALSE,1,FALSE,2013-04-24,9005225,NA,NA
"avobenzone 3 % and drometrizole trisiloxane 2.5 % and homosalate 10 % and octisalate 5 % and octocrylene 5.5 % and terephthalylidene dicamphor sulfonic acid 0.5 % lotion",FALSE,3,TRUE,2013-04-26,9005226,NA,NA
"metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",FALSE,1,FALSE,2013-04-26,9005227,NA,NA
"metformin hydrochloride 500 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",FALSE,1,FALSE,2013-04-26,9005228,NA,NA
"metformin hydrochloride 850 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",FALSE,1,FALSE,2013-04-26,9005229,NA,NA
"avobenzone 3 % and homosalate 10 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 6 % lotion",FALSE,2,FALSE,2013-04-29,9005230,NA,NA
"avobenzone 3 % and homosalate 8 % and octisalate 4 % and octocrylene 2.35 % and oxybenzone 5 % cutaneous emulsion",FALSE,1,FALSE,2013-04-29,9005231,NA,NA
"avobenzone 3 % and ensulizole 3 % and octocrylene 6 % and oxybenzone 5 % cutaneous cream",FALSE,1,FALSE,2013-05-01,9005232,NA,NA
"avobenzone 3 % and ensulizole 3 % and octocrylene 8 % and oxybenzone 5 % cutaneous cream",FALSE,1,FALSE,2013-05-01,9005233,NA,NA
"avobenzone 3 % and homosalate 10 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 2.7 % and oxybenzone 5 % cutaneous spray",FALSE,1,TRUE,2013-05-01,9005234,NA,NA
"stiripentol 250 mg oral capsule",FALSE,1,FALSE,2013-05-01,9005235,NA,NA
"stiripentol 250 mg per pck powder for oral suspension",FALSE,1,FALSE,2013-05-01,9005236,NA,NA
"stiripentol 500 mg oral capsule",FALSE,1,FALSE,2013-05-01,9005237,NA,NA
"stiripentol 500 mg per pck powder for oral suspension",FALSE,1,FALSE,2013-05-01,9005238,NA,NA
"avobenzone 2.5 % and octinoxate 2.5 % lotion",FALSE,1,FALSE,2013-05-06,9005239,NA,NA
"isotretinoin 20 mg oral capsule",FALSE,1,FALSE,2013-05-07,9005240,NA,NA
"isotretinoin 30 mg oral capsule",FALSE,1,FALSE,2013-05-07,9005241,NA,NA
"fish oil 3 % and medium chain triglycerides (mct) 6 % and olive oil 5 % and soybean oil 6 % emulsion for injection",FALSE,1,FALSE,2013-05-08,9005242,NA,NA
"pertuzumab 420 mg per 14 mL solution for injection",FALSE,1,FALSE,2013-05-08,9005243,NA,NA
"abatacept 125 mg per mL solution for injection",FALSE,1,FALSE,2013-05-09,9005244,NA,NA
"octinoxate 8.5 % and oxybenzone 1.5 % cutaneous cream",FALSE,1,FALSE,2013-05-09,9005245,NA,NA
"pertuzumab 420 mg per 14 mL and trastuzumab 440 mg per vial NA",FALSE,1,FALSE,2013-05-09,9005246,NA,NA
"pertuzumab 420 mg per 14 mL and trastuzumab 440 mg per vial powder for solution for injection",FALSE,1,FALSE,2013-05-09,9005247,NA,NA
"pertuzumab 420 mg per 14 mL and trastuzumab 440 mg per vial solution for injection",FALSE,1,FALSE,2013-05-09,9005248,NA,NA
"perampanel 12 mg oral tablet",FALSE,1,FALSE,2013-05-17,9005249,NA,NA
"octinoxate 7.5 % and octisalate 5 % and titanium dioxide 5.2 % and zinc oxide 3.2 % cutaneous cream",FALSE,2,FALSE,2013-05-20,9005250,NA,NA
"avobenzone 2.85 % and homosalate 8 % and octinoxate 7.5 % and octisalate 4.75 % and octocrylene 2.56 % and oxybenzone 4.75 % spray (bag-on-valve)",FALSE,1,TRUE,2013-05-27,9005251,NA,NA
"avobenzone 2.8 % and homosalate 8 % and octisalate 4.75 % and octocrylene 2.5 % and oxybenzone 4.75 % lotion",FALSE,1,FALSE,2013-05-27,9005252,NA,NA
"benzalkonium chloride 0.13 % and lidocaine 4 % cutaneous cream",FALSE,1,FALSE,2013-05-27,9005253,NA,NA
"choriogonadotropin alpha 250 mcg per cartridge solution for injection",FALSE,1,FALSE,2013-05-28,9005254,NA,NA
"adenine 0.03 g per 100 mL and citric acid monohydrate 0.042 g per 100 mL and dextrose 1.1 g per 100 mL and sodium chloride 0.41 g per 100 mL and sodium citrate dihydrate 0.588 g per 100 mL and sodium phosphate monobasic, monohydrate 0.276 g per 100 mL NA",FALSE,1,TRUE,2013-05-31,9005255,NA,NA
"benzoyl peroxide 5 % cutaneous solution",FALSE,1,FALSE,2013-06-01,9005256,NA,NA
"avobenzone 3 % and octinoxate 7.5 % and octisalate 3.5 % cutaneous ointment",FALSE,1,FALSE,2013-06-03,9005257,NA,NA
"cefazolin (cefazolin sodium) 100 g powder for solution for injection",FALSE,1,FALSE,2013-06-03,9005258,NA,NA
"homosalate 10 % and octisalate 5 % and octocrylene 5 % and titanium dioxide 4.5 % cutaneous cream",FALSE,1,FALSE,2013-06-03,9005259,NA,NA
"perampanel 10 mg oral tablet",FALSE,1,FALSE,2013-06-03,9005260,NA,NA
"avobenzone 1.9 % and octocrylene 9.4 % cutaneous cream",FALSE,2,FALSE,2013-06-05,9005261,NA,NA
"enzalutamide 40 mg oral capsule",FALSE,1,FALSE,2013-06-07,9005262,NA,NA
"white petrolatum 99.6 % cutaneous ointment",FALSE,1,FALSE,2013-06-08,9005263,NA,NA
"octinoxate 7.5 % and octisalate 5 % and titanium dioxide 11.2 % and zinc oxide 6.3 % cutaneous cream",FALSE,1,FALSE,2013-06-10,9005264,NA,NA
"etravirine 25 mg oral tablet",FALSE,1,FALSE,2013-06-14,9005265,NA,NA
"avobenzone 2.5 % and drometrizole trisiloxane 4 % and octocrylene 7 % cutaneous stick",FALSE,1,FALSE,2013-06-18,9005266,NA,NA
"ensulizole 2 % and octocrylene 7 % lotion",FALSE,1,FALSE,2013-06-18,9005267,NA,NA
"octinoxate 7.5 % and octisalate 3 % and octocrylene 10 % and oxybenzone 5 % cutaneous cream",FALSE,2,FALSE,2013-06-18,9005268,NA,NA
"perampanel 2 mg oral tablet",FALSE,1,FALSE,2013-06-19,9005269,NA,NA
"perampanel 4 mg oral tablet",FALSE,1,FALSE,2013-06-19,9005270,NA,NA
"perampanel 6 mg oral tablet",FALSE,1,FALSE,2013-06-19,9005271,NA,NA
"perampanel 8 mg oral tablet",FALSE,1,FALSE,2013-06-19,9005272,NA,NA
"octinoxate 4 % and titanium dioxide 2.37 % cutaneous emulsion",FALSE,1,FALSE,2013-06-21,9005273,NA,NA
"avobenzone 3 % and homosalate 6 % and octisalate 5 % and octocrylene 7 % cutaneous cream",FALSE,1,FALSE,2013-06-25,9005274,NA,NA
"rotigotine 2 mg per 24 hour transdermal patch",FALSE,1,FALSE,2013-06-27,9005275,NA,NA
"rotigotine 4 mg per 24 hour transdermal patch",FALSE,1,FALSE,2013-06-27,9005276,NA,NA
"rotigotine 6 mg per 24 hour transdermal patch",FALSE,1,FALSE,2013-06-27,9005277,NA,NA
"rotigotine 8 mg per 24 hour transdermal patch",FALSE,1,FALSE,2013-06-27,9005278,NA,NA
"avobenzone 3 % and homosalate 2.7 % and octisalate 5 % and octocrylene 7 % cutaneous cream",FALSE,1,FALSE,2013-07-01,9005279,NA,NA
"avobenzone 3 % and homosalate 7 % and octisalate 5 % and octocrylene 5 % lotion",FALSE,1,FALSE,2013-07-02,9005280,NA,NA
"avobenzone 4.5 % and ensulizole 2.5 % and homosalate 9 % and octisalate 4.5 % and octocrylene 4.5 % cutaneous cream",FALSE,1,FALSE,2013-07-02,9005281,NA,NA
"loperamide hydrochloride 2 mg oral capsule",FALSE,1,FALSE,2013-07-02,9005282,NA,NA
"ensulizole 4 % and octinoxate 7.5 % and octisalate 5 % and zinc oxide 4.9 % cutaneous cream",FALSE,1,FALSE,2013-07-04,9005283,NA,NA
"ulipristal acetate 5 mg oral tablet",FALSE,1,FALSE,2013-07-04,9005284,NA,NA
"calcium chloride 4.63 g per l and dextrose 23.1 g per l and magnesium chloride 2.13 g per l and potassium chloride 1.57 g per l and sodium chloride 122.64 g per l and sodium lactate 156.88 g per l solution for haemodialysis",FALSE,1,TRUE,2013-07-05,9005285,NA,NA
"avobenzone 2.2 % and octinoxate 7.5 % lotion",FALSE,1,FALSE,2013-07-08,9005286,NA,NA
"avobenzone 3 % and octinoxate 7.5 % cutaneous ointment",FALSE,1,FALSE,2013-07-08,9005287,NA,NA
"octinoxate 7.5 % and titanium dioxide 8.35 % cutaneous cream",FALSE,1,FALSE,2013-07-18,9005288,NA,NA
"water 2 mL per vial solution for injection",FALSE,1,FALSE,2013-07-18,9005289,NA,NA
"avobenzone 2.85 % and octinoxate 7.5 % and octisalate 4.75 % lotion",FALSE,1,FALSE,2013-07-22,9005290,NA,NA
"avobenzone 2 % and octinoxate 7.11 % and octisalate 4.75 % cutaneous cream",FALSE,1,FALSE,2013-07-22,9005291,NA,NA
"octinoxate 4.9 % and titanium dioxide 2.9 % cutaneous emulsion",FALSE,1,FALSE,2013-07-22,9005292,NA,NA
"acyclovir 5 % and hydrocortisone 1 % cutaneous cream",FALSE,1,FALSE,2013-07-26,9005293,NA,NA
"desmopressin (desmopressin acetate) 25 mcg orodispersible tablet",FALSE,1,FALSE,2013-07-31,9005294,NA,NA
