"tm_formal_name","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code"
"nevirapine",FALSE,7,2,"active",1998-09-17,NA
"nelfinavir (nelfinavir mesylate)",FALSE,3,2,"active",1998-09-21,NA
"alanine and arginine and calcium chloride and dl-methionine and glycine and histidine and isoleucine and leucine and lysine (lysine monohydrochloride) and magnesium chloride and phenylalanine and proline and serine and sodium chloride and sodium lactate and threonine and tryptophan and tyrosine and valine",FALSE,1,1,"active",1998-09-25,NA
"zolmitriptan",FALSE,28,4,"active",1998-09-30,NA
"cefuroxime (cefuroxime axetil)",FALSE,10,2,"active",1998-10-27,NA
"ursodiol",FALSE,8,1,"active",1998-11-08,NA
"fusidic acid and hydrocortisone",FALSE,1,1,"active",1998-11-11,NA
"raloxifene hydrochloride",FALSE,6,1,"active",1998-11-20,NA
"lymphocyte immune globulin anti-thymocyte globulin (equine)",FALSE,1,1,"active",1998-12-04,NA
"measles virus vaccine live attenuated and mumps virus vaccine live attenuated (jeryl lynn strain) and rubella virus vaccine live attenuated (wistar ra27/3 strain) and water",FALSE,1,2,"active",1998-12-04,NA
"lamivudine and zidovudine",FALSE,4,1,"active",1998-12-08,NA
"interferon alfa-2b",FALSE,5,1,"active",1998-12-10,NA
"menthol and pramoxine hydrochloride",FALSE,1,1,"active",1999-01-11,NA
"idoxuridine",FALSE,1,1,"active",1999-02-15,NA
"modafinil",FALSE,6,1,"active",1999-03-24,NA
"efavirenz",FALSE,6,2,"active",1999-03-25,NA
"ondansetron",FALSE,6,2,"active",1999-03-31,NA
"cilazapril and hydrochlorothiazide",FALSE,1,1,"active",1999-04-01,NA
"methacholine chloride",FALSE,8,1,"active",1999-04-01,NA
"mupirocin (mupirocin calcium dihydrate)",FALSE,1,1,"active",1999-04-13,NA
"cat (felis domesticus) pelt and cat dander",FALSE,1,1,"active",1999-04-19,NA
"fexofenadine hydrochloride and pseudoephedrine hydrochloride",FALSE,1,1,"active",1999-04-29,NA
"cefadroxil (cefadroxil monohydrate)",FALSE,1,1,"active",1999-06-02,NA
"orlistat",FALSE,1,1,"active",1999-06-03,NA
"gramicidin and lidocaine hydrochloride and polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1999-06-18,NA
"acetaminophen and pamabrom and pyrilamine maleate",FALSE,4,1,"active",1999-06-22,NA
"diphtheria toxoid and filamentous haemagglutinin and fimbriae types 2 and 3 (fim) and pertactin and pertussis toxoid and tetanus toxoid",FALSE,1,1,"active",1999-06-23,NA
"eptifibatide",FALSE,4,1,"active",1999-06-23,NA
"antithrombin iii (human) and water",FALSE,2,2,"active",1999-07-05,NA
"imiquimod",FALSE,4,1,"active",1999-07-05,NA
"insulin lispro and insulin lispro protamine suspension",FALSE,4,1,"active",1999-07-05,NA
"midazolam",FALSE,12,1,"active",1999-07-21,NA
"somatropin and water",FALSE,1,1,"active",1999-07-28,NA
"carbetocin",FALSE,1,1,"active",1999-08-01,NA
"octinoxate and zinc oxide",FALSE,29,5,"active",1999-08-01,NA
"rabies vaccine inactivated (human diploid-cell culture)",FALSE,1,1,"active",1999-08-13,NA
"trastuzumab",FALSE,1,1,"active",1999-08-23,NA
"cefadroxil",FALSE,2,1,"active",1999-08-31,NA
"dimethicone and menthol",FALSE,2,1,"active",1999-09-01,NA
"fosfomycin (fosfomycin tromethamine)",FALSE,1,1,"active",1999-09-15,NA
"clobetasone butyrate",FALSE,1,1,"active",1999-09-27,NA
"tizanidine (tizanidine hydrochloride)",FALSE,2,1,"active",1999-10-29,NA
"octinoxate",FALSE,23,6,"active",1999-11-01,NA
"alcohol anhydrous and chlorhexidine",FALSE,3,3,"active",1999-11-05,NA
"white petrolatum and zinc oxide",FALSE,7,2,"active",1999-11-06,NA
"temozolomide",FALSE,21,1,"active",1999-11-12,NA
"zanamivir",FALSE,1,2,"active",1999-12-07,NA
"biotin and choline bitartrate and chromium (chromium hvp chelate) and dl-methionine and d-pantothenic acid (calcium d-pantothenate) and folic acid and inositol and iodine (potassium iodide) and magnesium (magnesium oxide) and manganese (manganese gluconate) and nicotinamide and nicotinic acid and potassium (potassium chloride, potassium citrate) and selenium (selenium hvp chelate) and vitamin A (retinol palmitate) and vitamin B12 (cyanocobalamin) and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin) and vitamin B6 (pyridoxine hydrochloride) and vitamin C (ascorbic acid) and vitamin C (calcium ascorbate) and vitamin E (d-alpha tocopheryl acetate) and zinc (zinc gluconate)",FALSE,1,1,"active",1999-12-13,NA
"mycophenolate mofetil (mycophenolate mofetil hydrochloride)",FALSE,1,1,"active",1999-12-20,NA
"oseltamivir (oseltamivir phosphate)",FALSE,5,2,"active",1999-12-23,NA
"lidocaine hydrochloride and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1999-12-29,NA
"vitamin D2",FALSE,2,1,"active",1999-12-30,NA
"octinoxate and octisalate and titanium dioxide",FALSE,12,2,"active",2000-01-01,NA
"calcium chloride and icodextrin and magnesium chloride and sodium chloride and sodium lactate",FALSE,1,1,"active",2000-01-20,NA
"inosine pranobex",FALSE,1,1,"active",2000-01-25,NA
"vecuronium bromide",FALSE,2,1,"active",2000-01-28,NA
"polymyxin b sulfate and trimethoprim",FALSE,2,1,"active",2000-02-03,NA
"bismuth subsalicylate and calcium carbonate",FALSE,4,2,"active",2000-02-18,NA
"avobenzone and octinoxate and octisalate",FALSE,29,4,"active",2000-02-23,NA
"avobenzone and octocrylene and terephthalylidene dicamphor sulfonic acid and titanium dioxide",FALSE,4,2,"active",2000-02-23,NA
"levonorgestrel",FALSE,9,2,"active",2000-02-24,NA
"nedocromil sodium",FALSE,1,1,"active",2000-02-29,NA
"fosphenytoin sodium",FALSE,1,1,"active",2000-03-01,NA
"flunisolide",FALSE,1,1,"active",2000-03-10,NA
"rituximab",FALSE,2,1,"active",2000-03-20,NA
"rosiglitazone (rosiglitazone maleate)",FALSE,6,1,"active",2000-03-21,NA
"leflunomide",FALSE,17,1,"active",2000-03-29,NA
"acetylsalicylic acid and dipyridamole",FALSE,1,2,"active",2000-04-17,NA
"cytomegalovirus immune globulin (human)",FALSE,1,1,"active",2000-04-25,NA
"calamine and pramoxine hydrochloride",FALSE,1,1,"active",2000-05-01,NA
"estradiol and norethindrone",FALSE,4,2,"active",2000-05-25,NA
"imiglucerase",FALSE,1,1,"active",2000-06-14,NA
"verteporfin",FALSE,1,1,"active",2000-06-26,NA
"cabergoline",FALSE,3,1,"active",2000-06-30,NA
"dipivefrin hydrochloride",FALSE,1,1,"active",2000-07-17,NA
"anethole trithione",FALSE,1,1,"active",2000-08-02,NA
"exemestane",FALSE,5,1,"active",2000-08-17,NA
"cyclophosphamide",FALSE,6,2,"active",2000-08-22,NA
"standardized perennial rye grass pollen",FALSE,5,1,"active",2000-08-29,NA
"standardized orchard grass pollen",FALSE,4,1,"active",2000-09-06,NA
"eprosartan (eprosartan mesylate)",FALSE,2,1,"active",2000-09-08,NA
"standardized kentucky blue/june grass pollen",FALSE,4,1,"active",2000-09-26,NA
"standardized meadow fescue grass pollen",FALSE,4,1,"active",2000-10-03,NA
"sweet vernal grass",FALSE,2,1,"active",2000-10-18,NA
"basiliximab",FALSE,1,1,"active",2000-10-23,NA
"riluzole",FALSE,3,1,"active",2000-10-26,NA
"conjugated estrogens and medroxyprogesterone",FALSE,2,2,"active",2000-10-30,NA
"standardized redtop grass pollen",FALSE,4,1,"active",2000-10-30,NA
"standardized sweet vernal grass pollen",FALSE,2,1,"active",2000-10-30,NA
"standardized timothy grass pollen",FALSE,6,2,"active",2000-10-30,NA
"biotin and dexpanthenol and folic acid and nicotinamide and pyridoxine hydrochloride and vitamin A and vitamin B12 (cyanocobalamin) and vitamin B1 (thiamine hydrochloride) and vitamin B2 (riboflavin-5-phosphate) and vitamin C (ascorbic acid) and vitamin D and vitamin E (dl-alpha tocopheryl acetate) and vitamin K1",FALSE,1,1,"active",2000-11-07,NA
"phentolamine mesylate",FALSE,3,1,"active",2000-12-18,NA
"calcium chloride and lactic acid and magnesium chloride and sodium bicarbonate and sodium chloride",FALSE,1,2,"active",2001-01-01,NA
"trimethoprim",FALSE,2,1,"active",2001-01-01,NA
"cimetidine (cimetidine hydrochloride)",FALSE,1,1,"active",2001-01-05,NA
"ifosfamide",FALSE,3,1,"active",2001-01-25,NA
"amikacin (amikacin sulfate)",FALSE,1,1,"active",2001-01-29,NA
"octinoxate and octisalate and oxybenzone",FALSE,16,6,"active",2001-02-01,NA
"bacitracin (bacitracin zinc) and hydrocortisone and neomycin (neomycin sulfate) and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",2001-02-14,NA
"mesna",FALSE,3,2,"active",2001-03-06,NA
"lopinavir and ritonavir",FALSE,3,2,"active",2001-03-09,NA
"pamabrom",FALSE,1,1,"active",2001-03-12,NA
"etanercept and water",FALSE,1,3,"active",2001-03-14,NA
"octinoxate and padimate o",FALSE,1,1,"active",2001-03-15,NA
"prednicarbate",FALSE,2,2,"active",2001-03-21,NA
"standardized bermuda grass pollen",FALSE,1,1,"active",2001-03-26,NA
"fomepizole",FALSE,2,1,"active",2001-03-30,NA
"allergen extract - alum precipitated",FALSE,3,1,"active",2001-04-01,NA
"allergen extract - diagnostic",FALSE,1,2,"active",2001-04-01,NA
"allergenic extracts",FALSE,1,1,"active",2001-04-01,NA
"linezolid",FALSE,7,3,"active",2001-04-06,NA
"avobenzone and hydroquinone and octinoxate",FALSE,1,1,"active",2001-04-09,NA
"acetylcysteine",FALSE,2,5,"active",2001-04-27,NA
"framycetin and gramicidin",FALSE,1,1,"active",2001-05-04,NA
"framycetin and gramicidin and phenylephrine",FALSE,1,1,"active",2001-05-04,NA
"calcium carbonate and famotidine and magnesium hydroxide",FALSE,1,1,"active",2001-05-14,NA
"sirolimus",FALSE,2,2,"active",2001-05-15,NA
"oxaprozin",FALSE,1,1,"active",2001-05-29,NA
"iron (iron sucrose)",FALSE,1,1,"active",2001-06-05,NA
"infliximab",FALSE,3,1,"active",2001-06-14,NA
"misoprostol",FALSE,6,1,"active",2001-06-18,NA
"avobenzone and octocrylene",FALSE,5,3,"active",2001-06-19,NA
"corynebacterium diphtheriae crm-197 protein and pneumococcal polysaccharide serotype 14 and pneumococcal polysaccharide serotype 18c and pneumococcal polysaccharide serotype 19f and pneumococcal polysaccharide serotype 23f and pneumococcal polysaccharide serotype 4 and pneumococcal polysaccharide serotype 6b and pneumococcal polysaccharide serotype 9v",FALSE,1,1,"active",2001-06-20,NA
"entacapone",FALSE,4,1,"active",2001-06-21,NA
"ceftazidime (ceftazidime pentahydrate)",FALSE,7,1,"active",2001-07-18,NA
"brompheniramine and phenylephrine",FALSE,8,4,"active",2001-07-23,NA
"brompheniramine and dextromethorphan hydrobromide and phenylephrine",FALSE,10,3,"active",2001-07-25,NA
"mineral oil light",FALSE,1,1,"active",2001-07-27,NA
"sufentanil (sufentanil citrate)",FALSE,2,1,"active",2001-08-01,NA
"tripelennamine hydrochloride",FALSE,1,1,"active",2001-08-01,NA
"gadoversetamide",FALSE,1,1,"active",2001-08-20,NA
"caspofungin (caspofungin acetate)",FALSE,4,1,"active",2001-08-23,NA
"diluent and somatropin",FALSE,3,2,"active",2001-08-28,NA
"pamidronate disodium",FALSE,14,2,"active",2001-08-31,NA
"benzoyl peroxide and clindamycin",FALSE,4,1,"active",2001-09-04,NA
"brompheniramine and codeine and phenylephrine",FALSE,1,1,"active",2001-09-05,NA
"brompheniramine and codeine and guaifenesin and phenylephrine",FALSE,1,1,"active",2001-09-28,NA
"streptomycin (streptomycin sulfate)",FALSE,1,1,"active",2001-10-15,NA
"follitropin beta",FALSE,3,1,"active",2001-10-18,NA
"tenecteplase",FALSE,1,1,"active",2001-10-18,NA
"lamivudine and zidovudine and NA",FALSE,2,1,"active",2001-10-29,NA
"paclitaxel (taxus canadensis)",FALSE,1,1,"active",2001-10-31,NA
"floctafenine",FALSE,2,1,"active",2001-11-14,NA
"sevelamer hydrochloride",FALSE,1,1,"active",2001-11-21,NA
"betamethasone (base) and calcipotriol",FALSE,1,1,"active",2001-11-29,NA
"mitoxantrone (mitoxantrone hydrochloride)",FALSE,3,1,"active",2001-12-03,NA
"bosentan (bosentan monohydrate)",FALSE,12,1,"active",2001-12-14,NA
"midazolam (midazolam hydrochloride)",FALSE,2,1,"active",2001-12-17,NA
"acetaminophen and pheniramine maleate and phenylephrine and vitamin C (ascorbic acid)",FALSE,2,1,"active",2001-12-29,NA
"didanosine",FALSE,4,1,"active",2002-01-02,NA
"desloratadine",FALSE,6,2,"active",2002-01-10,NA
"meningococcal polysaccharide vaccine grp c and tetanus toxoid",FALSE,1,1,"active",2002-01-21,NA
"biotin and dexpanthenol (panthenol) and folic acid and nicotinamide and pyridoxine hydrochloride and vitamin A and vitamin B12 (cyanocobalamin) and vitamin B1 (thiamine hydrochloride) and vitamin B2 and vitamin C and vitamin E (dl-alpha tocopheryl acetate)",FALSE,1,1,"active",2002-01-28,NA
"camphor and glycol salicylate and l-menthol",FALSE,1,1,"active",2002-02-01,NA
"homosalate and octinoxate and oxybenzone",FALSE,2,2,"active",2002-02-02,NA
"phospholipid and surfactant-associated proteins sp-b and sp-c",FALSE,1,1,"active",2002-02-05,NA
"budesonide and formoterol",FALSE,2,1,"active",2002-02-08,NA
"perflutren",FALSE,1,1,"active",2002-02-16,NA
"glimepiride",FALSE,9,1,"active",2002-03-12,NA
"oxcarbazepine",FALSE,10,2,"active",2002-04-01,NA
"glatiramer acetate",FALSE,2,1,"active",2002-05-01,NA
"polycarbophil (calcium polycarbophil)",FALSE,2,1,"active",2002-05-01,NA
"tirofiban (tirofiban hydrochloride)",FALSE,1,1,"active",2002-05-01,NA
"glucagon (recombinant dna origin)",FALSE,1,3,"active",2002-05-27,NA
"anakinra",FALSE,1,1,"active",2002-05-29,NA
"vitamin C (ascorbic acid)",FALSE,2,1,"active",2002-05-29,NA
"avobenzone and octinoxate and octisalate and oxybenzone and titanium dioxide",FALSE,1,1,"active",2002-06-01,NA
"dimethicone",FALSE,9,5,"active",2002-06-01,NA
"octinoxate and titanium dioxide",FALSE,63,7,"active",2002-06-03,NA
"trandolapril and verapamil",FALSE,2,1,"active",2002-07-15,NA
"valganciclovir (valganciclovir hydrochloride)",FALSE,5,2,"active",2002-07-16,NA
"fondaparinux sodium",FALSE,6,1,"active",2002-07-19,NA
"mefloquine (mefloquine hydrochloride)",FALSE,1,1,"active",2002-07-23,NA
"methazolamide",FALSE,1,1,"active",2002-07-25,NA
"dexamethasone (base) and framycetin and gramicidin",FALSE,2,2,"active",2002-07-26,NA
"flunarizine (flunarizine hydrochloride)",FALSE,1,1,"active",2002-08-08,NA
"thyrotropin alfa",FALSE,1,1,"active",2002-08-12,NA
"ganirelix (ganirelix acetate)",FALSE,1,1,"active",2002-08-23,NA
"avobenzone and ensulizole and octisalate and octocrylene",FALSE,8,3,"active",2002-09-01,NA
"fludarabine phosphate",FALSE,4,3,"active",2002-09-24,NA
"alteplase",FALSE,1,1,"active",2002-09-26,NA
"palivizumab",FALSE,4,2,"active",2002-09-26,NA
"latanoprost and timolol",FALSE,6,1,"active",2002-10-24,NA
"benzethonium chloride",FALSE,9,4,"active",2002-12-01,NA
"varicella-zoster virus vaccine live attenuated (oka/merck strain)",FALSE,2,2,"active",2002-12-02,NA
"cefuroxime (cefuroxime sodium)",FALSE,6,1,"active",2002-12-05,NA
"dextran 70 and glycerine and hypromellose",FALSE,1,1,"active",2003-01-02,NA
"piperacillin (piperacillin sodium)",FALSE,6,1,"active",2003-01-23,NA
"acetaminophen and doxylamine and pseudoephedrine hydrochloride",FALSE,4,2,"active",2003-03-07,NA
"cetirizine and pseudoephedrine hydrochloride",FALSE,1,1,"active",2003-03-07,NA
"docusate sodium and sennosides",FALSE,5,1,"active",2003-03-07,NA
"octinoxate and octisalate and octocrylene and oxybenzone",FALSE,13,5,"active",2003-03-14,NA
"pimecrolimus",FALSE,1,1,"active",2003-03-24,NA
"pramoxine hydrochloride and zinc acetate",FALSE,2,1,"active",2003-04-02,NA
"avobenzone and ensulizole and octocrylene and terephthalylidene dicamphor sulfonic acid",FALSE,1,1,"active",2003-04-09,NA
"varicella-zoster virus vaccine live attenuated (oka/merck strain) and water",FALSE,1,1,"active",2003-04-09,NA
"recombinant cholera toxin b subunit and vibrio cholerae inaba 48 classical biotype, heat inactivated and vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated and vibrio cholerae ogawa 50 classical biotype, formalin inactivated and vibrio cholerae ogawa 50 classical biotype, heat inactivated",FALSE,1,1,"active",2003-04-15,NA
"anti-thymocyte globulin (rabbit)",FALSE,1,1,"active",2003-05-06,NA
"milrinone (milrinone lactate)",FALSE,2,1,"active",2003-06-25,NA
"allergenic extract non-pollen",FALSE,3,1,"active",2003-06-30,NA
"allergenic extracts pollens",FALSE,3,1,"active",2003-06-30,NA
"ibuprofen and methocarbamol",FALSE,9,1,"active",2003-07-02,NA
"calcium chloride and dextrose and magnesium chloride and sodium bicarbonate and sodium chloride and sodium lactate",FALSE,6,1,"active",2003-08-05,NA
"cefotaxime sodium",FALSE,4,1,"active",2003-08-11,NA
"peginterferon alfa-2a",FALSE,2,1,"active",2003-08-14,NA
"enfuvirtide",FALSE,1,1,"active",2003-08-18,NA
"ertapenem (ertapenem sodium)",FALSE,1,1,"active",2003-08-27,NA
"menotropins",FALSE,2,1,"active",2003-08-28,NA
"disopyramide",FALSE,1,1,"active",2003-09-12,NA
"petrolatum and zinc oxide",FALSE,2,2,"active",2003-10-10,NA
"octinoxate and octocrylene and oxybenzone",FALSE,4,3,"active",2003-10-25,NA
"almotriptan (almotriptan malate)",FALSE,9,1,"active",2003-12-08,NA
"brimonidine tartrate and timolol",FALSE,1,1,"active",2003-12-11,NA
"gefitinib",FALSE,1,1,"active",2003-12-17,NA
"follitropin alfa",FALSE,6,2,"active",2003-12-29,NA
"avobenzone and homosalate and octinoxate and oxybenzone",FALSE,10,2,"active",2004-01-05,NA
"atazanavir (atazanavir sulfate)",FALSE,9,1,"active",2004-01-09,NA
"acetaminophen and chlorpheniramine maleate",FALSE,1,1,"active",2004-01-12,NA
"acetaminophen and chlorpheniramine maleate and dextromethorphan hydrobromide",FALSE,3,2,"active",2004-01-12,NA
"chlorpheniramine maleate and dextromethorphan hydrobromide",FALSE,4,2,"active",2004-01-12,NA
"alcohol anhydrous and butanediol and propyl alcohol and propylene glycol",FALSE,1,1,"active",2004-01-20,NA
"amphetamine and dextroamphetamine",FALSE,24,1,"active",2004-01-30,NA
"gadobutrol",FALSE,1,1,"active",2004-01-30,NA
"guaifenesin and pseudoephedrine hydrochloride",FALSE,1,1,"active",2004-02-02,NA
"avobenzone and octisalate and octocrylene",FALSE,50,7,"active",2004-03-01,NA
"cetrorelix (cetrorelix acetate)",FALSE,1,1,"active",2004-03-03,NA
"octinoxate and oxybenzone and zinc oxide",FALSE,3,3,"active",2004-03-12,NA
"pegfilgrastim",FALSE,1,1,"active",2004-03-12,NA
"tenofovir disoproxil fumarate",FALSE,1,1,"active",2004-03-15,NA
"vardenafil (vardenafil hydrochloride)",FALSE,4,2,"active",2004-03-17,NA
"agalsidase alfa",FALSE,1,1,"active",2004-03-18,NA
"glycerine and naphazoline hydrochloride and zinc sulfate",FALSE,1,1,"active",2004-03-24,NA
"polyvinyl alcohol and povidone",FALSE,1,1,"active",2004-03-24,NA
"agalsidase beta",FALSE,2,1,"active",2004-04-08,NA
"polyethylene glycol 400 and propylene glycol",FALSE,1,1,"active",2004-04-08,NA
"flumazenil",FALSE,2,1,"active",2004-04-21,NA
"treprostinil (treprostinil sodium)",FALSE,4,1,"active",2004-04-30,NA
"octinoxate and octisalate and octocrylene and zinc oxide",FALSE,5,1,"active",2004-05-10,NA
"clodronate disodium",FALSE,1,1,"active",2004-05-13,NA
"hyprolose",FALSE,1,1,"active",2004-05-25,NA
"miglustat",FALSE,1,1,"active",2004-05-26,NA
"peginterferon alfa-2a and ribavirin",FALSE,2,4,"active",2004-05-26,NA
"aminolevulinic acid hydrochloride",FALSE,1,1,"active",2004-06-03,NA
"fulvestrant",FALSE,1,1,"active",2004-06-14,NA
"amiloride hydrochloride",FALSE,1,1,"active",2004-06-18,NA
"eprosartan (eprosartan mesylate) and hydrochlorothiazide",FALSE,1,1,"active",2004-07-06,NA
"teriparatide",FALSE,1,1,"active",2004-07-15,NA
"chlorpheniramine maleate and ibuprofen and pseudoephedrine hydrochloride",FALSE,7,3,"active",2004-08-02,NA
"pemetrexed (pemetrexed disodium)",FALSE,3,1,"active",2004-08-03,NA
"laronidase",FALSE,1,1,"active",2004-08-12,NA
"chorionic gonadotropin",FALSE,1,1,"active",2004-09-13,NA
"cinacalcet (cinacalcet hydrochloride)",FALSE,12,1,"active",2004-09-16,NA
"peginterferon alfa-2b and ribavirin",FALSE,4,4,"active",2004-09-17,NA
"rasburicase",FALSE,1,1,"active",2004-09-21,NA
"terconazole",FALSE,1,1,"active",2004-09-21,NA
"octinoxate and terephthalylidene dicamphor sulfonic acid and titanium dioxide",FALSE,1,1,"active",2004-09-23,NA
"adalimumab",FALSE,3,1,"active",2004-09-24,NA
"gatifloxacin",FALSE,1,1,"active",2004-09-27,NA
"eletriptan (eletriptan hydrobromide)",FALSE,10,1,"active",2004-10-13,NA
"zoledronic acid (zoledronic acid monohydrate)",FALSE,14,1,"active",2004-10-14,NA
"ethacrynic acid",FALSE,1,1,"active",2004-10-15,NA
"imatinib (imatinib mesylate)",FALSE,10,1,"active",2004-10-25,NA
"gadobenate dimeglumine",FALSE,1,1,"active",2004-10-28,NA
"alfentanil (alfentanil hydrochloride)",FALSE,1,1,"active",2004-11-01,NA
"anagrelide (anagrelide hydrochloride monohydrate)",FALSE,3,1,"active",2004-11-05,NA
"etidronate disodium",FALSE,1,1,"active",2004-11-10,NA
"voriconazole",FALSE,11,3,"active",2004-11-12,NA
"alcohol anhydrous and benzalkonium",FALSE,5,4,"active",2004-11-20,NA
"citric acid and magnesium oxide and sodium picosulfate",FALSE,3,1,"active",2004-11-25,NA
"avobenzone and octinoxate and zinc oxide",FALSE,1,1,"active",2004-11-30,NA
"levofloxacin",FALSE,23,3,"active",2004-11-30,NA
"glycerine and propylene glycol",FALSE,3,1,"active",2004-12-01,NA
"antihemophilic factor (human) and von willebrand factor (human)",FALSE,3,1,"active",2004-12-06,NA
"memantine hydrochloride",FALSE,12,1,"active",2004-12-16,NA
"acetaminophen and pamabrom",FALSE,1,1,"active",2004-12-20,NA
"choriogonadotropin alpha",FALSE,2,1,"active",2004-12-20,NA
"fosamprenavir (fosamprenavir calcium)",FALSE,2,2,"active",2004-12-22,NA
"vinorelbine (vinorelbine tartrate)",FALSE,3,1,"active",2004-12-22,NA
"quinagolide (quinagolide hydrochloride)",FALSE,4,1,"active",2004-12-29,NA
"bortezomib (bortezomib mannitol boronic ester)",FALSE,4,1,"active",2005-02-01,NA
"omalizumab",FALSE,2,2,"active",2005-02-03,NA
"avobenzone and homosalate and octinoxate and octisalate and oxybenzone",FALSE,14,3,"active",2005-02-04,NA
"paclitaxel",FALSE,6,2,"active",2005-02-07,NA
"benzethonium chloride and benzocaine",FALSE,1,1,"active",2005-02-09,NA
"mycophenolic acid (mycophenolate sodium)",FALSE,4,1,"active",2005-02-11,NA
"iron (sodium ferric gluconate complex in sucrose injection)",FALSE,1,1,"active",2005-03-02,NA
"iodoform",FALSE,1,1,"active",2005-03-03,NA
"dextran 70 and polyethylene glycol 400 and povidone and tetrahydrozoline hydrochloride",FALSE,3,1,"active",2005-03-08,NA
"dextromethorphan hydrobromide and guaifenesin and menthol",FALSE,3,2,"active",2005-03-30,NA
"cilazapril (cilazapril monohydrate)",FALSE,19,1,"active",2005-04-01,NA
"octinoxate and oxybenzone and titanium dioxide and zinc oxide",FALSE,1,1,"active",2005-04-01,NA
"octinoxate and titanium dioxide and zinc oxide",FALSE,13,4,"active",2005-04-01,NA
"avobenzone and ensulizole and octocrylene and oxybenzone",FALSE,3,2,"active",2005-05-04,NA
"avobenzone and octocrylene and oxybenzone and titanium dioxide",FALSE,3,1,"active",2005-05-04,NA
"oxybenzone and padimate o",FALSE,3,1,"active",2005-05-15,NA
"rabies vaccine inactivated (purified chick embryo cell culture)",FALSE,1,1,"active",2005-05-16,NA
"bacitracin zinc and gramicidin and lidocaine and polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",2005-05-24,NA
"cannabidiol (cannabis sativa extract) and delta-9-tetrahydrocannabinol (cannabis sativa extract)",FALSE,1,1,"active",2005-06-22,NA
"lutropin alfa",FALSE,1,1,"active",2005-06-28,NA
"hydroquinone and octinoxate and oxybenzone",FALSE,1,1,"active",2005-07-13,NA
"erlotinib (erlotinib hydrochloride)",FALSE,8,1,"active",2005-07-19,NA
"docosanol",FALSE,1,1,"active",2005-08-15,NA
"lamivudine and NA",FALSE,6,1,"active",2005-08-17,NA
"octinoxate and octocrylene and titanium dioxide",FALSE,4,3,"active",2005-09-07,NA
"insulin aspart and insulin aspart protamine",FALSE,1,1,"active",2005-09-12,NA
"acetaminophen and chlorpheniramine maleate and dextromethorphan hydrobromide and guaifenesin and pseudoephedrine hydrochloride",FALSE,3,1,"active",2005-09-23,NA
"dextromethorphan hydrobromide and guaifenesin and menthol and pseudoephedrine hydrochloride",FALSE,1,1,"active",2005-09-30,NA
"guaifenesin and menthol",FALSE,4,3,"active",2005-09-30,NA
"eflornithine hydrochloride",FALSE,1,1,"active",2005-11-01,NA
"bevacizumab",FALSE,1,1,"active",2005-11-02,NA
"hepatitis a vaccine, inactivated and salmonella typhi vi capsular polysaccharide vaccine",FALSE,1,2,"active",2005-11-09,NA
"nitric oxide",FALSE,5,1,"active",2005-11-23,NA
"tipranavir",FALSE,1,1,"active",2005-12-01,NA
"triptorelin (triptorelin pamoate)",FALSE,3,1,"active",2005-12-15,NA
"etanercept",FALSE,3,1,"active",2005-12-21,NA
"amlodipine and atorvastatin",FALSE,28,1,"active",2005-12-23,NA
"lactic acid and magnesium chloride and sodium bicarbonate and sodium chloride",FALSE,1,2,"active",2005-12-24,NA
"pegvisomant",FALSE,5,2,"active",2006-01-24,NA
"avobenzone and octisalate and octocrylene and oxybenzone and terephthalylidene dicamphor sulfonic acid and titanium dioxide",FALSE,2,1,"active",2006-02-15,NA
"aluminum hydroxide and magnesium hydroxide and simethicone",FALSE,1,1,"active",2006-02-16,NA
"aluminum hydroxide and magnesium hydroxide (dried aluminum hydroxide gel) and simethicone",FALSE,1,1,"active",2006-02-16,NA
"calcium chloride and dextrose anhydrous and lactic acid and magnesium chloride and potassium chloride and sodium bicarbonate and sodium chloride",FALSE,1,2,"active",2006-02-21,NA
"insulin isophane injection pork",FALSE,1,1,"active",2006-04-01,NA
"insulin pork",FALSE,1,1,"active",2006-04-01,NA
"trospium chloride",FALSE,1,1,"active",2006-04-04,NA
"darifenacin (darifenacin hydrobromide)",FALSE,2,1,"active",2006-04-06,NA
"emtricitabine and tenofovir disoproxil fumarate",FALSE,1,1,"active",2006-04-06,NA
"timolol and travoprost",FALSE,1,1,"active",2006-04-11,NA
"adefovir dipivoxil",FALSE,2,1,"active",2006-04-18,NA
"ensulizole and homosalate and octinoxate and octocrylene and zinc oxide",FALSE,1,1,"active",2006-06-01,NA
"acetaminophen and doxylamine and phenylephrine",FALSE,1,1,"active",2006-06-11,NA
"acetaminophen and dextromethorphan hydrobromide and doxylamine",FALSE,5,3,"active",2006-06-12,NA
"midodrine hydrochloride",FALSE,2,1,"active",2006-06-13,NA
"acetaminophen and caffeine and pyrilamine maleate",FALSE,3,1,"active",2006-06-22,NA
"sunitinib (sunitinib malate)",FALSE,3,1,"active",2006-06-22,NA
