mp_code,mp_fr_description,ntp_code,ntp_fr_description,tm_code,tm_fr_description
"00578576","STIEVA-A CREAM (trétinoïne 0,025 % crème cutanée) GLAXOSMITHKLINE INC","9002000","trétinoïne 0,025 % crème cutanée","8001307","trétinoïne"
"02298627","ZELDOX (ziprasidone (chlorhydrate de ziprasidone monohydraté) 80 mg capsule orale) UPJOHN CANADA ULC","9012769","ziprasidone (chlorhydrate de ziprasidone) 80 mg capsule orale","8001425","ziprasidone"
"02403080","RAN-OLANZAPINE (olanzapine 7,5 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC.","9000667","olanzapine 7,5 mg comprimé oral","8000226","olanzapine"
"02395665","FENTANYL PATCH (fentanyl 25 mcg par heure timbre transdermique) PRO DOC LIMITEE","9001162","fentanyl 25 mcg par heure timbre transdermique","8000127","fentanyl"
"02240333","TEVA-TRYPTOPHAN (tryptophane 500 mg comprimé oral) TEVA CANADA LIMITED","9002721","tryptophane 500 mg comprimé oral","8002164","tryptophane"
"02242798","SANDOZ ANUZINC HC SUPPOSITORIES (acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire) SANDOZ CANADA INCORPORATED","9001737","acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire","8000812","hydrocortisone et sulfate de zinc"
"02381907","AURO-CIPROFLOXACIN (ciprofloxacine (chlorhydrate de ciprofloxacine) 250 mg comprimé oral) AURO PHARMA INC","9000660","ciprofloxacine (chlorhydrate de ciprofloxacine) 250 mg comprimé oral","8000159","ciprofloxacine"
"02388227","PAROXETINE (paroxétine (chlorhydrate de paroxétine, solvate d'acétone) 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000697","paroxétine (chlorhydrate de paroxétine) 10 mg comprimé oral","8000185","paroxétine"
"00465763","MYDFRIN (chlorhydrate de phényléphrine 2,5 % gouttes ophtalmiques) ALCON CANADA INC","9001859","chlorhydrate de phényléphrine 2,5 % gouttes ophtalmiques","8000823","phényléphrine"
"02085852","MICATIN MICONAZOLE NITRATE CREAM 2% USP (nitrate de miconazole 2 % crème cutanée) WELLSPRING PHARMACEUTICAL CANADA CORP","9001719","nitrate de miconazole 2 % crème cutanée","8001401","miconazole"
"02368226","MYLAN-MONTELUKAST (montélukast (montélukast sodique) 10 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000809","montélukast (montélukast sodique) 10 mg comprimé oral","8000261","montélukast"
"01918311","COUMADIN TAB 1MG (warfarine sodique 1 mg comprimé oral) BRISTOL-MYERS SQUIBB CANADA","9000020","warfarine sodique 1 mg comprimé oral","8000013","warfarine"
"02240485","TEVA-SERTRALINE (sertraline (chlorhydrate de sertraline) 25 mg capsule orale) TEVA CANADA LIMITED","9000635","sertraline (chlorhydrate de sertraline) 25 mg capsule orale","8000171","sertraline"
"00497770","OXAZEPAM 30 TAB 30MG (oxazépam 30 mg comprimé oral) PRO DOC LIMITEE","9000137","oxazépam 30 mg comprimé oral","8000079","oxazépam"
"02449919","PRIVA-OMEPRAZOLE (oméprazole (oméprazole magnésium) 20 mg comprimé gastrorésistant) PHARMAPAR INC","9000691","oméprazole (oméprazole magnésium) 20 mg comprimé gastrorésistant","8000131","oméprazole"
"02412438","STERI-CLEAN (gluconate de chlorhexidine 2 % vaporisation cutanée) LANDCO IMPORT INTERNATIONAL INC","9012939","gluconate de chlorhexidine 2 % vaporisation cutanée","8000809","chlorhexidine"
"02445638","OPTI-TEARS DRY EYE (hypromellose 3 mg par mL gouttes ophtalmiques) ALCON CANADA INC","9003170","hypromellose 3 mg par mL gouttes ophtalmiques","8001484","hypromellose"
"02229777","PHARIXIA (chlorhydrate de benzydamine 0,15 % solution pour gargarisme/bain de bouche) PENDOPHARM DIVISION OF PHARMASCIENCE INC","9012783","chlorhydrate de benzydamine 0,15 % solution pour gargarisme/bain de bouche","8001245","benzydamine"
"02339617","TARGIN (chlorhydrate de naloxone 10 mg et chlorhydrate d'oxycodone 20 mg comprimé oral à libération prolongée) PURDUE PHARMA","9001322","chlorhydrate de naloxone 10 mg et chlorhydrate d'oxycodone 20 mg comprimé oral à libération prolongée","8000783","naloxone et oxycodone"
"02421917","SANDOZ CAPECITABINE (capécitabine 150 mg comprimé oral) SANDOZ CANADA INCORPORATED","9003303","capécitabine 150 mg comprimé oral","8001607","capécitabine"
"02239239","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 100 mg capsule orale) PHARMASCIENCE INC","9000536","minocycline (chlorhydrate de minocycline) 100 mg capsule orale","8000205","minocycline"
"02451808","AMITRIPTYLINE (chlorhydrate d'amitriptyline 50 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000046","chlorhydrate d'amitriptyline 50 mg comprimé oral","8000024","amitriptyline"
"02429047","ESCITALOPRAM (escitalopram (oxalate d'escitalopram) 20 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9001103","escitalopram (oxalate d'escitalopram) 20 mg comprimé oral","8000346","escitalopram"
"02260050","SANDOZ TOPIRAMATE (topiramate 25 mg comprimé oral) SANDOZ CANADA INCORPORATED","9000715","topiramate 25 mg comprimé oral","8000240","topiramate"
"02237145","MIRAPEX (dichlorhydrate de pramipexole monohydraté 0,25 mg comprimé oral) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","9000783","dichlorhydrate de pramipexole 0,25 mg comprimé oral","8000253","pramipexole"
"02309890","PMS-OXYCODONE CR (chlorhydrate d'oxycodone 20 mg comprimé oral à libération prolongée) PHARMASCIENCE INC","9001357","chlorhydrate d'oxycodone 20 mg comprimé oral à libération prolongée","8000045","oxycodone"
"02312786","PRO-MIRTAZAPINE (mirtazapine 30 mg comprimé oral) PRO DOC LIMITEE","9000940","mirtazapine 30 mg comprimé oral","8000298","mirtazapine"
"02279630","APO-TOPIRAMATE (topiramate 100 mg comprimé oral) APOTEX INC","9000713","topiramate 100 mg comprimé oral","8000240","topiramate"
"02351021","NAPROXEN SODIUM DS (naproxène sodique 550 mg comprimé oral) SANIS HEALTH INC","9000484","naproxène sodique 550 mg comprimé oral","8000218","naproxène"
"02162466","NAPROSYN (naproxène 750 mg comprimé oral à libération prolongée) ATNAHS PHARMA UK LIMITED","9000621","naproxène 750 mg comprimé oral à libération prolongée","8000218","naproxène"
"02415828","LEFLUNOMIDE (léflunomide 10 mg comprimé oral) PRO DOC LIMITEE","9003479","léflunomide 10 mg comprimé oral","8001830","léflunomide"
"02394685","SANDOZ LATANOPROST/TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) SANDOZ CANADA INCORPORATED","9003762","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","8000933","latanoprost et timolol"
"01927825","ROVAMYCINE 250 CAPSULE 750000 UNIT (spiramycine 750000 unité capsule orale) ODAN LABORATORIES LTD","9001561","spiramycine 750000 unité capsule orale","8001232","spiramycine"
"02293005","APO-CEFPROZIL (cefprozil (monohydrate de cefprozil) 500 mg comprimé oral) APOTEX INC","9000558","cefprozil 500 mg comprimé oral","8000210","cefprozil"
"00893722","SEROPHENE TAB 50MG (citrate de clomiphène 50 mg comprimé oral) EMD SERONO, A DIVISION OF EMD INC., CANADA","9012786","citrate de clomiphène 50 mg comprimé oral","8001445","clomiphène"
"02367157","TARO-MOMETASONE CREAM (furoate de mométasone 0,1 % crème cutanée) TARO PHARMACEUTICALS INC","9000386","furoate de mométasone 0,1 % crème cutanée","8000148","mométasone"
"02314657","APO-FENTANYL MATRIX (fentanyl 75 mcg par heure timbre transdermique) APOTEX INC","9001164","fentanyl 75 mcg par heure timbre transdermique","8000127","fentanyl"
"02486121","AURO-DARUNAVIR (darunavir (propylène glycolate de darunavir) 600 mg comprimé oral) AURO PHARMA INC","9004524","darunavir 600 mg comprimé oral","8001185","darunavir"
"02450143","BIO-GABAPENTIN (gabapentine 100 mg capsule orale) BIOMED PHARMA","9000519","gabapentine 100 mg capsule orale","8000200","gabapentine"
"02293404","POSANOL (posaconazole 200 mg par 5 mL suspension orale) MERCK CANADA INC","9013599","posaconazole 200 mg par 5 mL suspension orale","8001511","posaconazole"
"02437082","DULOXETINE DR (duloxétine (chlorhydrate de duloxétine) 30 mg capsule gastrorésistante) TEVA CANADA LIMITED","9001234","duloxétine (chlorhydrate de duloxétine) 30 mg capsule gastrorésistante","8000375","duloxétine"
"00030600","SOLU-CORTEF 100 MG ACT-O-VIAL (hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC","9012632","hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole","8000008","hydrocortisone"
"02395533","TELMISARTAN-HCTZ (hydrochlorothiazide 25 mg et telmisartan 80 mg comprimé oral) PRO DOC LIMITEE","9001261","hydrochlorothiazide 25 mg et telmisartan 80 mg comprimé oral","8000301","hydrochlorothiazide et telmisartan"
"02269597","SANDOZ GLIMEPIRIDE (glimépiride 2 mg comprimé oral) SANDOZ CANADA INCORPORATED","9003703","glimépiride 2 mg comprimé oral","8001480","glimépiride"
"02248804","TEVA-CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) TEVA CANADA LIMITED","9000409","clarithromycine 250 mg comprimé oral","8000160","clarithromycine"
"02261278","TEVA-LEFLUNOMIDE (léflunomide 20 mg comprimé oral) TEVA CANADA LIMITED","9003480","léflunomide 20 mg comprimé oral","8001830","léflunomide"
"02400650","ENALAPRIL (maléate d'énalapril 2,5 mg comprimé oral) SANIS HEALTH INC","9000466","maléate d'énalapril 2,5 mg comprimé oral","8000118","énalapril"
"02416387","AURO-CLOPIDOGREL (clopidogrel (bisulfate de clopidogrel) 75 mg comprimé oral) AURO PHARMA INC","9000818","clopidogrel (bisulfate de clopidogrel) 75 mg comprimé oral","8000263","clopidogrel"
"02360837","CLEAR EYES EXTRA STRENGTH REDNESS RELIEF (glycérine 0,5 % et chlorhydrate de naphazoline 0,03 % gouttes ophtalmiques) PRESTIGE BRANDS INC","9013562","glycérine 0,5 % et chlorhydrate de naphazoline 0,03 % gouttes ophtalmiques","8002123","glycérine et naphazoline"
"02396084","RAN-TOPIRAMATE (topiramate 100 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC.","9000713","topiramate 100 mg comprimé oral","8000240","topiramate"
"02447096","PRIVA-QUETIAPINE (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) PHARMAPAR INC","9000767","quétiapine (fumarate de quétiapine) 100 mg comprimé oral","8000248","quétiapine"
"02362619","PIPERACILLIN AND TAZOBACTAM FOR INJECTION (pipéracilline (pipéracilline sodique) 2 g par fiole et tazobactam (tazobactam sodique) 0,25 g par fiole poudre pour solution injectable) STERIMAX INC","9004347","pipéracilline (pipéracilline sodique) 2 g par fiole et tazobactam (tazobactam sodique) 0,25 g par fiole poudre pour solution injectable","8001413","pipéracilline et tazobactam"
"02039982","CHILDREN'S TYLENOL COLD (acétaminophène 160 mg par 5 mL et maléate de chlorphéniramine 1 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","9003128","acétaminophène 160 mg par 5 mL et maléate de chlorphéniramine 1 mg par 5 mL et chlorhydrate de pseudoéphédrine 15 mg par 5 mL suspension orale","8001324","acétaminophène et chlorphéniramine et pseudoéphédrine"
"02356732","SANDOZ VALSARTAN HCT (hydrochlorothiazide 25 mg et valsartan 320 mg comprimé oral) SANDOZ CANADA INCORPORATED","9001246","hydrochlorothiazide 25 mg et valsartan 320 mg comprimé oral","8000286","hydrochlorothiazide et valsartan"
"01935321","LIGHT MINERAL OIL 100% NF (huile minérale légère 100 % liquide cutané) RW CONSUMER PRODUCTS LTD","9003625","huile minérale légère 100 % liquide cutané","8002146","huile minérale légère"
"02392488","BIO-ANASTROZOLE (anastrozole 1 mg comprimé oral) BIOMED PHARMA","9002909","anastrozole 1 mg comprimé oral","8001101","anastrozole"
"02470187","REBINYN (nonacog bêta pégol 500 unité par fiole poudre pour solution injectable avec solution diluante seringue) NOVO NORDISK CANADA INC","9014125","nonacog bêta pégol 500 unité par fiole poudre pour solution injectable avec solution diluante seringue","8002284","nonacog bêta pégol"
"02283913","VICKS DAYQUIL COUGH (bromhydrate de dextrométhorphane 5 mg par 5 mL sirop) PROCTER & GAMBLE INC","9013432","bromhydrate de dextrométhorphane 5 mg par 5 mL sirop","8001368","dextrométhorphane"
"02317818","PRO-CIPROFLOXACIN (ciprofloxacine (chlorhydrate de ciprofloxacine) 500 mg comprimé oral) PRO DOC LIMITEE","9000661","ciprofloxacine (chlorhydrate de ciprofloxacine) 500 mg comprimé oral","8000159","ciprofloxacine"
"02384175","TOTAL COLD & FLU COMBO (acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et guaïfénésine 100 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","9013254","acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et guaïfénésine 100 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","8001326","acétaminophène et dextrométhorphane et diphenhydramine et guaïfénésine et pseudoéphédrine"
"02177706","PMS-NORTRIPTYLINE (nortriptyline (chlorhydrate de nortriptyline) 25 mg capsule orale) PHARMASCIENCE INC","9000035","nortriptyline (chlorhydrate de nortriptyline) 25 mg capsule orale","8000026","nortriptyline"
"02440377","PMS-AMPHETAMINES XR (sels mixtes d’amphétamine 10 mg capsule orale à libération prolongée) PHARMASCIENCE INC","9013794","sels mixtes d’amphétamine 10 mg capsule orale à libération prolongée","8002225","sels mixtes d’amphétamine"
"00868957","APO-CLONIDINE TAB 0.2MG (chlorhydrate de clonidine 0,2 mg comprimé oral) APOTEX INC","9000347","chlorhydrate de clonidine 0,2 mg comprimé oral","8000135","clonidine"
"00125083","DILAUDID (chlorhydrate d'hydromorphone 2 mg comprimé oral) PURDUE PHARMA","9000202","chlorhydrate d'hydromorphone 2 mg comprimé oral","8000106","hydromorphone"
"02247698","METADOL (chlorhydrate de méthadone 1 mg comprimé oral) PALADIN LABS INC.","9001042","chlorhydrate de méthadone 1 mg comprimé oral","8000285","méthadone"
"02427095","VAN-IRBESARTAN (irbésartan 150 mg comprimé oral) VANC PHARMACEUTICALS INC","9000805","irbésartan 150 mg comprimé oral","8000259","irbésartan"
"02241472","TAMIFLU CAPSULE 75MG (oseltamivir (phosphate d'oseltamivir) 75 mg capsule orale) HOFFMANN-LA ROCHE LIMITED","9003445","oseltamivir (phosphate d'oseltamivir) 75 mg capsule orale","8001297","oseltamivir"
"02328488","SANDOZ IRBESARTAN (irbésartan 150 mg comprimé oral) SANDOZ CANADA INCORPORATED","9000805","irbésartan 150 mg comprimé oral","8000259","irbésartan"
"02223759","NORPROLAC (quinagolide (chlorhydrate de quinagolide) 0,05 mg comprimé oral) FERRING INC","9003999","quinagolide (chlorhydrate de quinagolide) 0,05 mg comprimé oral","8001418","quinagolide"
"02326221","METHYLPHENIDATE (chlorhydrate de méthylphénidate 5 mg comprimé oral) PRO DOC LIMITEE","9000753","chlorhydrate de méthylphénidate 5 mg comprimé oral","8000010","méthylphénidate"
"02389215","STOMACH RELIEF CHEWABLE TABLETS (subsalicylate de bismuth 262 mg et carbonate de calcium 350 mg comprimé à croquer) GUARDIAN DRUG COMPANY INC","9004592","subsalicylate de bismuth 262 mg et carbonate de calcium 350 mg comprimé à croquer","8001706","subsalicylate de bismuth et carbonate de calcium"
"02385465","AMIODARONE (chlorhydrate d'amiodarone 200 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000840","chlorhydrate d'amiodarone 200 mg comprimé oral","8000269","amiodarone"
"02309076","TPR20 (chlorhydrate de lidocaïne 5 % et menthol 1 % crème cutanée) HUMN PHARMACEUTICALS INC","9004544","chlorhydrate de lidocaïne 5 % et menthol 1 % crème cutanée","8001838","lidocaïne et menthol"
"02310112","PMS-FINASTERIDE (finastéride 5 mg comprimé oral) PHARMASCIENCE INC","9000424","finastéride 5 mg comprimé oral","8000166","finastéride"
"02412772","ADEMPAS (riociguat 1 mg comprimé oral) BAYER INC","9005340","riociguat 1 mg comprimé oral","8001922","riociguat"
"00177016","VALISONE-G CREAM (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C.","9001654","bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée","8001173","valérate de bétaméthasone et gentamicine"
"00865397","APO-ALPRAZ (alprazolam 0,25 mg comprimé oral) APOTEX INC","9000161","alprazolam 0,25 mg comprimé oral","8000088","alprazolam"
"02238703","LAMISIL (chlorhydrate de terbinafine 1 % vaporisation cutanée) NOVARTIS PHARMACEUTICALS CANADA INC","9000832","chlorhydrate de terbinafine 1 % vaporisation cutanée","8000188","terbinafine"
"02461994","SANDOZ LEVETIRACETAM (lévétiracétam 500 mg comprimé oral) SANDOZ CANADA INCORPORATED","9001036","lévétiracétam 500 mg comprimé oral","8000328","lévétiracétam"
"02317338","IBUPROFEN (ibuprofène 400 mg comprimé oral) JAMP PHARMA CORPORATION","9000190","ibuprofène 400 mg comprimé oral","8000043","ibuprofène"
"02137542","MYLAN-ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9000162","alprazolam 0,5 mg comprimé oral","8000088","alprazolam"
"02217414","RATIO-VALPROIC (acide valproïque 250 mg capsule orale) TEVA CANADA LIMITED","9000639","acide valproïque 250 mg capsule orale","8000221","acide valproïque (base)"
"02442469","CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) SIVEM PHARMACEUTICALS ULC","9000409","clarithromycine 250 mg comprimé oral","8000160","clarithromycine"
"02020025","APO-ENALAPRIL TAB 2.5MG (maléate d'énalapril 2,5 mg comprimé oral) APOTEX INC","9000466","maléate d'énalapril 2,5 mg comprimé oral","8000118","énalapril"
"00667110","PMS-CARBAMAZEPINE (carbamazépine 200 mg comprimé oral) PHARMASCIENCE INC","9000047","carbamazépine 200 mg comprimé oral","8000032","carbamazépine"
"00655678","PRO-LORAZEPAM TAB 2MG (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE","9000226","lorazépam 2 mg comprimé oral","8000109","lorazépam"
"02428717","VAN-ALENDRONATE (acide alendronique (alendronate sodique) 5 mg comprimé oral) VANC PHARMACEUTICALS INC","9001064","acide alendronique (alendronate sodique) 5 mg comprimé oral","8000312","acide alendronique"
"02321483","ACT REPAGLINIDE (répaglinide 1 mg comprimé oral) TEVA CANADA LIMITED","9000857","répaglinide 1 mg comprimé oral","8000273","répaglinide"
"02250500","TEVA-AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) TEVA CANADA LIMITED","9000398","amlodipine (bésylate d'amlodipine) 10 mg comprimé oral","8000153","amlodipine"
"02422107","APO-TADALAFIL (tadalafil 10 mg comprimé oral) APOTEX INC","9001060","tadalafil 10 mg comprimé oral","8000331","tadalafil"
"02294222","MYCAMINE (micafungine sodique 50 mg par fiole poudre pour solution injectable) ASTELLAS PHARMA CANADA INC","9004329","micafungine sodique 50 mg par fiole poudre pour solution injectable","8001216","micafungine"
"02386879","CO FENTANYL (fentanyl 50 mcg par heure timbre transdermique) COBALT PHARMACEUTICALS COMPANY","9001163","fentanyl 50 mcg par heure timbre transdermique","8000127","fentanyl"
"02425335","RIVA-IRBESARTAN (irbésartan 300 mg comprimé oral) LABORATOIRE RIVA INC.","9000806","irbésartan 300 mg comprimé oral","8000259","irbésartan"
"02242682","TARO-WARFARIN (warfarine sodique 2,5 mg comprimé oral) TARO PHARMACEUTICALS INC","9000450","warfarine sodique 2,5 mg comprimé oral","8000013","warfarine"
"02400499","DIVALPROEX (acide valproïque (divalproex sodique) 125 mg comprimé gastrorésistant) SANIS HEALTH INC","9000214","acide valproïque (divalproex sodique) 125 mg comprimé gastrorésistant","8000108","acide valproïque (divalproex)"
"02495473","M-CELECOXIB (célécoxib 200 mg capsule orale) MANTRA PHARMA INC","9000847","célécoxib 200 mg capsule orale","8000271","célécoxib"
"01904116","CHILDREN'S MOTION SICKNESS LIQ (dimenhydrinate 15 mg par 5 mL solution orale) TANTA PHARMACEUTICALS INC","9006636","dimenhydrinate 15 mg par 5 mL solution orale","8001375","dimenhydrinate"
"02426617","VAN-LOSARTAN (losartan potassique 100 mg comprimé oral) VANC PHARMACEUTICALS INC","9000775","losartan potassique 100 mg comprimé oral","8000216","losartan"
"02248035","AA-CLOZAPINE (clozapine 100 mg comprimé oral) AA PHARMA INC","9000378","clozapine 100 mg comprimé oral","8000147","clozapine"
"02484781","AG-CANDESARTAN (candésartan cilexétil 16 mg comprimé oral) ANGITA PHARMA INC.","9000830","candésartan cilexétil 16 mg comprimé oral","8000266","candésartan"
"02270862","PMS-MOMETASONE (furoate de mométasone 0,1 % pommade cutanée) PHARMASCIENCE INC","9000387","furoate de mométasone 0,1 % pommade cutanée","8000148","mométasone"
"02382458","MONTELUKAST (montélukast (montélukast sodique) 4 mg comprimé à croquer) SIVEM PHARMACEUTICALS ULC","9000939","montélukast (montélukast sodique) 4 mg comprimé à croquer","8000261","montélukast"
"02163543","APO-OXYBUTYNIN - TAB 5MG (chlorure d'oxybutynine 5 mg comprimé oral) APOTEX INC","9000627","chlorure d'oxybutynine 5 mg comprimé oral","8000219","oxybutynine"
"02488388","JAMP-LACOSAMIDE (lacosamide 50 mg comprimé oral) JAMP PHARMA CORPORATION","9004783","lacosamide 50 mg comprimé oral","8001825","lacosamide"
"00476366","CHOLEDYL ELIXIR 100MG/5ML (oxtriphylline 100 mg par 5 mL solution orale) ERFA CANADA 2012 INC","9001766","oxtriphylline 100 mg par 5 mL solution orale","8001069","oxtriphylline"
"02327112","SANDOZ FENTANYL PATCH (fentanyl 12 mcg par heure timbre transdermique) SANDOZ CANADA INCORPORATED","9001249","fentanyl 12 mcg par heure timbre transdermique","8000127","fentanyl"
"02243834","PROVOCHOLINE (chlorure de méthacholine 1280 mg par fiole poudre pour solution pour inhalation par nébuliseur) METHAPHARM INC","9003649","chlorure de méthacholine 1280 mg par fiole poudre pour solution pour inhalation par nébuliseur","8001852","méthacholine"
"02464195","TEVA-ARIPIPRAZOLE (aripiprazole 30 mg comprimé oral) TEVA CANADA LIMITED","9001288","aripiprazole 30 mg comprimé oral","8000389","aripiprazole"
"02436256","ACT LATANOPROST/TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) TEVA CANADA LIMITED","9003762","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","8000933","latanoprost et timolol"
"02310341","SANDOZ OLANZAPINE (olanzapine 2,5 mg comprimé oral) SANDOZ CANADA INCORPORATED","9000766","olanzapine 2,5 mg comprimé oral","8000226","olanzapine"
"02357119","VPRIV (vélaglucérase alfa 400 unité par fiole poudre pour solution injectable) SHIRE HUMAN GENETIC THERAPIES INC","9004791","vélaglucérase alfa 400 unité par fiole poudre pour solution injectable","8001986","vélaglucérase alfa"
"02213567","ZOFRAN (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","9004408","ondansétron (chlorhydrate d'ondansétron) 4 mg comprimé oral","8001106","ondansétron"
"00013617","OVOL DROPS (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP","9001600","siméticone 40 mg par mL gouttes orales","8002158","siméticone"
"02354985","PMS-MONTELUKAST (montélukast (montélukast sodique) 5 mg comprimé à croquer) PHARMASCIENCE INC","9000810","montélukast (montélukast sodique) 5 mg comprimé à croquer","8000261","montélukast"
"02461714","LEVOTHYROXINE SODIUM FOR INJECTION (lévothyroxine sodique 200 mcg par fiole poudre pour solution injectable) AVIR PHARMA INC.","9014196","lévothyroxine sodique 200 mcg par fiole poudre pour solution injectable","8000001","lévothyroxine"
"02495880","ODAN-METHADONE DYE FREE, SUGAR FREE, UNFLAVORED (chlorhydrate de méthadone 10 mg par mL solution orale) ODAN LABORATORIES LTD","9001395","chlorhydrate de méthadone 10 mg par mL solution orale","8000285","méthadone"
"02039842","EXTRA STRENGTH COLD MEDICATION NIGHTTIME RELIEF (acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","9002727","acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","8001322","acétaminophène et chlorphéniramine et dextrométhorphane et pseudoéphédrine"
"02491974","JAMP RASAGILINE (rasagiline (mésylate de rasagiline) 0,5 mg comprimé oral) JAMP PHARMA CORPORATION","9004213","rasagiline (mésylate de rasagiline) 0,5 mg comprimé oral","8001683","rasagiline"
"02155990","ADALAT XL - SRT 60MG (nifédipine 60 mg comprimé oral à libération prolongée) BAYER INC","9000436","nifédipine 60 mg comprimé oral à libération prolongée","8000123","nifédipine"
"02343703","OLANZAPINE ODT (olanzapine 20 mg comprimé orodispersible) SIVEM PHARMACEUTICALS ULC","9001186","olanzapine 20 mg comprimé orodispersible","8000226","olanzapine"
"02394774","APO-OXYCODONE CR (chlorhydrate d'oxycodone 30 mg comprimé oral à libération prolongée) APOTEX INC","9001358","chlorhydrate d'oxycodone 30 mg comprimé oral à libération prolongée","8000045","oxycodone"
"02223376","PMS-OXYBUTYNIN (chlorure d'oxybutynine 5 mg par 5 mL sirop) PHARMASCIENCE INC","9006249","chlorure d'oxybutynine 5 mg par 5 mL sirop","8000219","oxybutynine"
"02285002","DDAVP MELT (desmopressine (acétate de desmopressine) 120 mcg comprimé orodispersible) FERRING INC","9004224","desmopressine (acétate de desmopressine) 120 mcg comprimé orodispersible","8001259","desmopressine"
"02397072","AURO-AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) AURO PHARMA INC","9000399","amlodipine (bésylate d'amlodipine) 5 mg comprimé oral","8000153","amlodipine"
"02239699","APO-DIVALPROEX (acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant) APOTEX INC","9000215","acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant","8000108","acide valproïque (divalproex)"
"02490110","PRIVA-AMITRIPTYLINE (chlorhydrate d'amitriptyline 10 mg comprimé oral) PHARMAPAR INC","9000033","chlorhydrate d'amitriptyline 10 mg comprimé oral","8000024","amitriptyline"
"02230019","VIOKACE (amylase 56400 unité et lipase 10440 unité et protéase 57100 unité comprimé oral) NESTLE ENTERPRISES S.A.","9003052","amylase 56400 unité et lipase 10440 unité et protéase 57100 unité comprimé oral","8002151","pancrelipase"
"02221829","ALTACE (ramipril 1,25 mg capsule orale) VALEANT CANADA LP/VALEANT CANADA S.E.C.","9000727","ramipril 1,25 mg capsule orale","8000239","ramipril"
"02283786","MYLAN-CILAZAPRIL (cilazapril (monohydrate de cilazapril) 2,5 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","9002540","cilazapril 2,5 mg comprimé oral","8000874","cilazapril"
