"","ntp_code_v9","ntp_formal_name","ntp_code_v11"
"1123",9005234,"progesterone 100 mg effervescent vaginal tablet",9005234
"1124",9005235,"progesterone 100 mg oral capsule",9005235
"1125",9005236,"progesterone 50 mg per mL solution for injection",9005236
"1126",9005237,"progesterone 8 % vaginal gel",9005237
"1127",9005247,"propranolol hydrochloride 10 mg oral tablet",9005250
"1128",9005248,"propranolol hydrochloride 120 mg oral tablet",9005251
"1129",9005251,"propranolol hydrochloride 20 mg oral tablet",9005254
"1130",9005252,"propranolol hydrochloride 40 mg oral tablet",9005256
"1131",9005254,"propranolol hydrochloride 80 mg oral tablet",9005258
"1132",9005249,"propranolol hydrochloride 120 mg prolonged release oral capsule",9005252
"1133",9005250,"propranolol hydrochloride 160 mg prolonged release oral capsule",9005253
"1134",9005253,"propranolol hydrochloride 60 mg prolonged release oral capsule",9005257
"1135",9005255,"propranolol hydrochloride 80 mg prolonged release oral capsule",9005259
"1136",9005246,"propranolol hydrochloride 1 mg per mL solution for injection",9005249
"1137",9005286,"quetiapine (quetiapine fumarate) 100 mg oral tablet",9005290
"1138",9005287,"quetiapine (quetiapine fumarate) 150 mg oral tablet",9005291
"1139",9005289,"quetiapine (quetiapine fumarate) 200 mg oral tablet",9005293
"1140",9005291,"quetiapine (quetiapine fumarate) 25 mg oral tablet",9005295
"1141",9005292,"quetiapine (quetiapine fumarate) 300 mg oral tablet",9005296
"1142",9005295,"quetiapine (quetiapine fumarate) 50 mg oral tablet",9005299
"1143",9005288,"quetiapine (quetiapine fumarate) 150 mg prolonged release oral tablet",9005292
"1144",9005290,"quetiapine (quetiapine fumarate) 200 mg prolonged release oral tablet",9005294
"1145",9005293,"quetiapine (quetiapine fumarate) 300 mg prolonged release oral tablet",9005297
"1146",9005294,"quetiapine (quetiapine fumarate) 400 mg prolonged release oral tablet",9005298
"1147",9005296,"quetiapine (quetiapine fumarate) 50 mg prolonged release oral tablet",9005300
"1148",9005301,"quinapril (quinapril hydrochloride) 10 mg oral tablet",9005305
"1149",9005302,"quinapril (quinapril hydrochloride) 20 mg oral tablet",9005306
"1150",9005303,"quinapril (quinapril hydrochloride) 40 mg oral tablet",9005307
"1151",9005304,"quinapril (quinapril hydrochloride) 5 mg oral tablet",9005308
"1152",9005306,"quinine sulfate 200 mg oral capsule",9005310
"1153",9005307,"quinine sulfate 300 mg oral capsule",9005311
"1154",9005308,"quinine sulfate 300 mg oral tablet",9005312
"1155",9005309,"rabeprazole sodium 10 mg gastro-resistant tablet",9005313
"1156",9005311,"rabeprazole sodium 20 mg gastro-resistant tablet",9005315
"1157",9005310,"rabeprazole sodium 10 mg prolonged release oral tablet",9005314
"1158",9005312,"rabeprazole sodium 20 mg prolonged release oral tablet",9005316
"1159",9005321,"ramipril 1.25 mg oral capsule",9005325
"1160",9005323,"ramipril 10 mg oral capsule",9005327
"1161",9005325,"ramipril 15 mg oral capsule",9005329
"1162",9005326,"ramipril 2.5 mg oral capsule",9005330
"1163",9005328,"ramipril 5 mg oral capsule",9005332
"1164",9005322,"ramipril 1.25 mg oral tablet",9005326
"1165",9005324,"ramipril 10 mg oral tablet",9005328
"1166",9005327,"ramipril 2.5 mg oral tablet",9005331
"1167",9005329,"ramipril 5 mg oral tablet",9005333
"1168",9005332,"ranitidine (ranitidine hydrochloride) 15 mg per mL oral solution",9005336
"1169",9005333,"ranitidine (ranitidine hydrochloride) 150 mg oral tablet",9005337
"1170",9005335,"ranitidine (ranitidine hydrochloride) 300 mg oral tablet",9005339
"1171",9005336,"ranitidine (ranitidine hydrochloride) 75 mg oral tablet",9005340
"1172",9005334,"ranitidine (ranitidine hydrochloride) 25 mg per mL solution for injection",9005338
"1173",9005355,"repaglinide 0.5 mg oral tablet",9005359
"1174",9005356,"repaglinide 1 mg oral tablet",9005360
"1175",9005357,"repaglinide 2 mg oral tablet",9005361
"1176",9005378,"risedronate sodium (risedronate sodium hemi-pentahydrate) 150 mg oral tablet",9005382
"1177",9005379,"risedronate sodium (risedronate sodium hemi-pentahydrate) 30 mg oral tablet",9005383
"1178",9005380,"risedronate sodium (risedronate sodium hemi-pentahydrate) 35 mg oral tablet",9005384
"1179",9005382,"risedronate sodium (risedronate sodium hemi-pentahydrate) 5 mg oral tablet",9005386
"1180",9005383,"risedronate sodium (risedronate sodium monohydrate) 150 mg oral tablet",9005387
"1181",9005384,"risedronate sodium (risedronate sodium monohydrate) 30 mg oral tablet",9005388
"1182",9005385,"risedronate sodium (risedronate sodium monohydrate) 35 mg oral tablet",9005389
"1183",9005386,"risedronate sodium (risedronate sodium monohydrate) 5 mg oral tablet",9005390
"1184",9005381,"risedronate sodium (risedronate sodium hemi-pentahydrate) 35 mg prolonged release oral tablet",9005385
"1185",9005393,"risperidone 12.5 mg per vial kit",9005397
"1186",9005397,"risperidone 25 mg per vial kit",9005401
"1187",9005401,"risperidone 37.5 mg per vial kit",9005405
"1188",9005405,"risperidone 50 mg per vial kit",9005409
"1189",9005388,"risperidone 0.25 mg oral tablet",9005392
"1190",9005389,"risperidone 0.5 mg oral tablet",9005393
"1191",9005391,"risperidone 1 mg oral tablet",9005395
"1192",9005395,"risperidone 2 mg oral tablet",9005399
"1193",9005399,"risperidone 3 mg oral tablet",9005403
"1194",9005403,"risperidone 4 mg oral tablet",9005407
"1195",9005390,"risperidone 0.5 mg orodispersible tablet",9005394
"1196",9005392,"risperidone 1 mg orodispersible tablet",9005396
"1197",9005396,"risperidone 2 mg orodispersible tablet",9005400
"1198",9005400,"risperidone 3 mg orodispersible tablet",9005404
"1199",9005404,"risperidone 4 mg orodispersible tablet",9005408
"1200",9005394,"risperidone 12.5 mg per vial powder for prolonged-release suspension for injection",9005398
"1201",9005398,"risperidone 25 mg per vial powder for prolonged-release suspension for injection",9005402
"1202",9005402,"risperidone 37.5 mg per vial powder for prolonged-release suspension for injection",9005406
"1203",9005406,"risperidone 50 mg per vial powder for prolonged-release suspension for injection",9005410
"1204",9005411,"rivaroxaban 10 mg oral tablet",9005415
"1205",9005412,"rivaroxaban 15 mg and rivaroxaban 20 mg oral tablet",9005416
"1206",9005413,"rivaroxaban 15 mg oral tablet",9005417
"1207",9005414,"rivaroxaban 20 mg oral tablet",9005418
"1208",9005420,"rivastigmine 18 mg per 10 sq cm transdermal patch",9005424
"1209",9005421,"rivastigmine 27 mg per 15 sq cm transdermal patch",9005425
"1210",9005422,"rivastigmine 9 mg per 5 sq cm transdermal patch",9005426
"1211",9005423,"rizatriptan (rizatriptan benzoate) 10 mg oral tablet",9005427
"1212",9005425,"rizatriptan (rizatriptan benzoate) 5 mg oral tablet",9005429
"1213",9005424,"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet",9005428
"1214",9005426,"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet",9005430
"1215",9005444,"rosuvastatin (rosuvastatin calcium) 10 mg oral tablet",9005448
"1216",9005445,"rosuvastatin (rosuvastatin calcium) 20 mg oral tablet",9005449
"1217",9005446,"rosuvastatin (rosuvastatin calcium) 40 mg oral tablet",9005450
"1218",9005447,"rosuvastatin (rosuvastatin calcium) 5 mg oral tablet",9005451
"1219",9005476,"salbutamol (salbutamol sulfate) 200 mcg inhalation powder",9005480
"1220",9005468,"salbutamol (salbutamol sulfate) 0.5 mg per mL inhalation solution",9005472
"1221",9005469,"salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution",9005473
"1222",9005474,"salbutamol (salbutamol sulfate) 2 mg per mL inhalation solution",9005478
"1223",9005475,"salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution",9005479
"1224",9005478,"salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution",9005482
"1225",9005479,"salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution",9005483
"1226",9005481,"salbutamol 1 mg per mL inhalation solution",9005485
"1227",9005467,"salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution",9005471
"1228",9005480,"salbutamol (salbutamol sulfate) 5 mg per mL oral solution",9005484
"1229",9005473,"salbutamol (salbutamol sulfate) 2 mg oral tablet",9005477
"1230",9005477,"salbutamol (salbutamol sulfate) 4 mg oral tablet",9005481
"1231",9005471,"salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation",9005475
"1232",9005472,"salbutamol (salbutamol sulfate) 100 mcg pressurised inhalation",9005476
"1233",9005482,"salbutamol 100 mcg per actuation pressurised inhalation",9005486
"1234",9005470,"salbutamol (salbutamol sulfate) 1 mg per mL solution for injection",9005474
"1235",9005490,"saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",9005496
"1236",9005491,"saxagliptin (saxagliptin hydrochloride) 5 mg oral tablet",9005497
"1237",9005505,"sertraline (sertraline hydrochloride) 100 mg oral capsule",9005511
"1238",9005506,"sertraline (sertraline hydrochloride) 25 mg oral capsule",9005512
"1239",9005507,"sertraline (sertraline hydrochloride) 50 mg oral capsule",9005513
"1240",9005512,"sildenafil (sildenafil citrate) 100 mg oral tablet",9005518
"1241",9005513,"sildenafil (sildenafil citrate) 20 mg oral tablet",9005519
"1242",9005514,"sildenafil (sildenafil citrate) 25 mg oral tablet",9005520
"1243",9005515,"sildenafil (sildenafil citrate) 50 mg oral tablet",9005521
"1244",9005511,"sildenafil (sildenafil citrate) 0.8 mg per mL solution for injection",9005517
"1245",9005541,"simvastatin 10 mg oral tablet",9005547
"1246",9005542,"simvastatin 20 mg oral tablet",9005548
"1247",9005543,"simvastatin 40 mg oral tablet",9005549
"1248",9005544,"simvastatin 5 mg oral tablet",9005550
"1249",9005545,"simvastatin 80 mg oral tablet",9005551
"1250",9005550,"sitagliptin (sitagliptin phosphate monohydrate) 100 mg oral tablet",9005556
"1251",9005551,"sitagliptin (sitagliptin phosphate monohydrate) 25 mg oral tablet",9005557
"1252",9005552,"sitagliptin (sitagliptin phosphate monohydrate) 50 mg oral tablet",9005558
"1253",9005622,"solifenacin succinate 10 mg oral tablet",9005626
"1254",9005623,"solifenacin succinate 5 mg oral tablet",9005627
"1255",9005654,"spironolactone 100 mg oral tablet",9005658
"1256",9005655,"spironolactone 25 mg oral tablet",9005659
"1257",9005700,"sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension",9005704
"1258",9005701,"sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension",9005705
"1259",9005699,"sulfamethoxazole 100 mg and trimethoprim 20 mg oral tablet",9005703
"1260",9005702,"sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet",9005706
"1261",9005705,"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet",9005709
"1262",9005704,"sulfamethoxazole 80 mg per mL and trimethoprim 16 mg per mL solution for injection",9005708
"1263",9005715,"sumatriptan (sumatriptan succinate) 100 mg oral tablet",9005719
"1264",9005717,"sumatriptan (sumatriptan succinate) 25 mg oral tablet",9005721
"1265",9005718,"sumatriptan (sumatriptan succinate) 50 mg oral tablet",9005722
"1266",9005716,"sumatriptan (sumatriptan succinate) 12 mg per mL solution for injection",9005720
"1267",9005719,"sumatriptan (sumatriptan succinate) 6 mg per 0.5 mL solution for injection",9005723
"1268",9005728,"tacrolimus 0.03 % cutaneous ointment",9005732
"1269",9005729,"tacrolimus 0.1 % cutaneous ointment",9005733
"1270",9005725,"tacrolimus (tacrolimus monohydrate) 0.5 mg oral capsule",9005729
"1271",9005726,"tacrolimus (tacrolimus monohydrate) 1 mg oral capsule",9005730
"1272",9005727,"tacrolimus (tacrolimus monohydrate) 5 mg oral capsule",9005731
"1273",9005730,"tacrolimus 0.5 mg oral capsule",9005734
"1274",9005732,"tacrolimus 1 mg oral capsule",9005736
"1275",9005735,"tacrolimus 5 mg oral capsule",9005739
"1276",9005731,"tacrolimus 0.5 mg prolonged release oral capsule",9005735
"1277",9005733,"tacrolimus 1 mg prolonged release oral capsule",9005737
"1278",9005734,"tacrolimus 3 mg prolonged release oral capsule",9005738
"1279",9005737,"tacrolimus 5 mg prolonged release oral capsule",9005741
"1280",9005736,"tacrolimus 5 mg per mL solution for injection",9005740
"1281",9005738,"tadalafil 10 mg oral tablet",9005742
"1282",9005739,"tadalafil 2.5 mg oral tablet",9005743
"1283",9005740,"tadalafil 20 mg oral tablet",9005744
"1284",9005741,"tadalafil 5 mg oral tablet",9005745
"1285",9005745,"tamsulosin hydrochloride 0.4 mg prolonged release oral capsule",9005749
"1286",9005746,"tamsulosin hydrochloride 0.4 mg prolonged release oral tablet",9005750
"1287",9005763,"telmisartan 40 mg oral tablet",9005767
"1288",9005764,"telmisartan 80 mg oral tablet",9005768
"1289",9005765,"temazepam 15 mg oral capsule",9005769
"1290",9005766,"temazepam 30 mg oral capsule",9005770
"1291",9005778,"terazosin (terazosin hydrochloride) 1 mg oral tablet",9005782
"1292",9005779,"terazosin (terazosin hydrochloride) 10 mg oral tablet",9005783
"1293",9005780,"terazosin (terazosin hydrochloride) 2 mg oral tablet",9005784
"1294",9005781,"terazosin (terazosin hydrochloride) 5 mg oral tablet",9005785
"1295",9005782,"terazosin hydrochloride 5 mg oral tablet",NA
"1296",9005784,"terbinafine hydrochloride 1 % cutaneous cream",9005787
"1297",9005785,"terbinafine hydrochloride 10 mg per g cutaneous spray",NA
"1298",9005783,"terbinafine (terbinafine hydrochloride) 250 mg oral tablet",9005786
"1299",9005792,"testosterone 1 % cutaneous gel",9005795
"1300",9005794,"testosterone 2 % cutaneous solution",9005797
"1301",9005796,"testosterone 4.5 % nasal gel",9005799
"1302",9005800,"testosterone undecanoate 40 mg oral capsule",9005803
"1303",9005797,"testosterone cypionate 100 mg per mL solution for injection",9005800
"1304",9005798,"testosterone enanthate 200 mg per mL solution for injection",9005801
"1305",9005799,"testosterone propionate 100 mg per mL solution for injection",9005802
"1306",9005793,"testosterone 12.2 mg transdermal patch",9005796
"1307",9005795,"testosterone 24.3 mg transdermal patch",9005798
"1308",9005850,"timolol (timolol maleate) 0.25 % opthalmic drops, solution",9005853
"1309",9005853,"timolol (timolol maleate) 0.5 % opthalmic drops, solution",9005856
"1310",9005855,"timolol (timolol maleate) 5 mg per mL opthalmic drops, solution",NA
"1311",9005856,"timolol maleate 0.25 % opthalmic drops, solution",NA
"1312",9005857,"timolol maleate 0.5 % opthalmic drops, solution",NA
"1313",9005858,"timolol maleate 10 mg oral tablet",9005858
"1314",9005859,"timolol maleate 20 mg oral tablet",9005859
"1315",9005860,"timolol maleate 5 mg oral tablet",9005860
"1316",9005851,"timolol (timolol maleate) 0.25 % prolonged-release eye drops",9005854
"1317",9005854,"timolol (timolol maleate) 0.5 % prolonged-release eye drops",9005857
"1318",9005867,"tiotropium (tiotropium bromide monohydrate) 2.5 mcg per actuation inhalation solution",9005867
"1319",9005866,"tiotropium (tiotropium bromide monohydrate) 18 mcg oral capsule",9005866
"1320",9005895,"tolterodine tartrate 1 mg oral tablet",9005895
"1321",9005896,"tolterodine tartrate 2 mg oral tablet",9005896
"1322",9005897,"tolterodine tartrate 2 mg prolonged release oral capsule",9005897
"1323",9005898,"tolterodine tartrate 4 mg prolonged release oral capsule",9005898
"1324",9005905,"topiramate 15 mg oral capsule",9005905
"1325",9005907,"topiramate 25 mg oral capsule",9005907
"1326",9005904,"topiramate 100 mg oral tablet",9005904
"1327",9005906,"topiramate 200 mg oral tablet",9005906
"1328",9005908,"topiramate 25 mg oral tablet",9005908
"1329",9005909,"topiramate 50 mg oral tablet",9005909
"1330",9005921,"tramadol hydrochloride 50 mg oral tablet",9005921
"1331",9005913,"tramadol hydrochloride 100 mg prolonged release oral capsule",9005913
"1332",9005916,"tramadol hydrochloride 200 mg prolonged release oral capsule",9005916
"1333",9005918,"tramadol hydrochloride 300 mg prolonged release oral capsule",9005918
"1334",9005914,"tramadol hydrochloride 100 mg prolonged release oral tablet",9005914
"1335",9005915,"tramadol hydrochloride 150 mg prolonged release oral tablet",9005915
"1336",9005917,"tramadol hydrochloride 200 mg prolonged release oral tablet",9005917
"1337",9005919,"tramadol hydrochloride 300 mg prolonged release oral tablet",9005919
"1338",9005920,"tramadol hydrochloride 400 mg prolonged release oral tablet",9005920
"1339",9005922,"tramadol hydrochloride 75 mg prolonged release oral tablet",9005922
"1340",9005925,"trandolapril 0.5 mg oral capsule",9005925
"1341",9005926,"trandolapril 1 mg oral capsule",9005926
"1342",9005928,"trandolapril 2 mg oral capsule",9005928
"1343",9005930,"trandolapril 4 mg oral capsule",9005930
"1344",9005936,"travoprost 0.004 % opthalmic drops, solution",9005937
"1345",9005937,"trazodone hydrochloride 100 mg oral tablet",9005938
"1346",9005938,"trazodone hydrochloride 150 mg oral tablet",9005939
"1347",9005941,"trazodone hydrochloride 50 mg oral tablet",9005942
"1348",9005942,"trazodone hydrochloride 75 mg oral tablet",9005943
"1349",9005939,"trazodone hydrochloride 150 mg prolonged release oral tablet",9005940
"1350",9005940,"trazodone hydrochloride 300 mg prolonged release oral tablet",9005941
"1351",9005957,"triamcinolone acetonide 0.025 % cutaneous cream",9005958
"1352",9005958,"triamcinolone acetonide 0.1 % cutaneous cream",9005959
"1353",9005961,"triamcinolone acetonide 0.5 % cutaneous cream",9005962
"1354",9005959,"triamcinolone acetonide 0.1 % cutaneous ointment",9005960
"1355",9005962,"triamcinolone acetonide 1 mg per g cutaneous ointment",NA
"1356",9005965,"triamcinolone acetonide 55 mcg nasal spray",NA
"1357",9005966,"triamcinolone acetonide 55 mcg per actuation nasal spray",9005965
"1358",9005960,"triamcinolone acetonide 0.1 % oromucosal paste",9005961
"1359",9005963,"triamcinolone acetonide 10 mg per mL suspension for injection",9005963
"1360",9005964,"triamcinolone acetonide 40 mg per mL suspension for injection",9005964
"1361",9005968,"triamcinolone hexacetonide 20 mg per mL suspension for injection",9005967
"1362",9006042,"valacyclovir (valacyclovir hydrochloride monohydrate) 500 mg oral tablet",9006040
"1363",9006043,"valacyclovir (valacyclovir hydrochloride) 1 g oral tablet",9006041
"1364",9006044,"valacyclovir (valacyclovir hydrochloride) 1000 mg oral tablet",9006042
"1365",9006045,"valacyclovir (valacyclovir hydrochloride) 500 mg oral tablet",9006043
"1366",9006058,"valsartan 160 mg oral capsule",9006055
"1367",9006062,"valsartan 80 mg oral capsule",9006059
"1368",9006059,"valsartan 160 mg oral tablet",9006056
"1369",9006060,"valsartan 320 mg oral tablet",9006057
"1370",9006061,"valsartan 40 mg oral tablet",9006058
"1371",9006063,"valsartan 80 mg oral tablet",9006060
"1372",9006078,"varenicline (varenicline tartrate) 0.5 mg and varenicline (varenicline tartrate) 1 mg kit",9006075
"1373",9006079,"varenicline (varenicline tartrate) 0.5 mg and varenicline (varenicline tartrate) 1 mg oral tablet",9006076
"1374",9006080,"varenicline (varenicline tartrate) 0.5 mg oral tablet",9006077
"1375",9006081,"varenicline (varenicline tartrate) 1 mg oral tablet",9006078
"1376",9006098,"venlafaxine (venlafaxine hydrochloride) 150 mg prolonged release oral capsule",9006094
"1377",9006099,"venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged release oral capsule",9006095
"1378",9006100,"venlafaxine (venlafaxine hydrochloride) 75 mg prolonged release oral capsule",9006096
"1379",9006101,"verapamil hydrochloride 120 mg oral tablet",9006097
"1380",9006109,"verapamil hydrochloride 80 mg oral tablet",9006105
"1381",9006102,"verapamil hydrochloride 120 mg prolonged release oral capsule",9006098
"1382",9006104,"verapamil hydrochloride 180 mg prolonged release oral capsule",9006100
"1383",9006107,"verapamil hydrochloride 240 mg prolonged release oral capsule",9006103
"1384",9006103,"verapamil hydrochloride 120 mg prolonged release oral tablet",9006099
"1385",9006105,"verapamil hydrochloride 180 mg prolonged release oral tablet",9006101
"1386",9006108,"verapamil hydrochloride 240 mg prolonged release oral tablet",9006104
"1387",9006106,"verapamil hydrochloride 2.5 mg per mL solution for injection",9006102
"1388",9006154,"warfarin sodium 1 mg oral tablet",9006152
"1389",9006155,"warfarin sodium 10 mg oral tablet",9006153
"1390",9006156,"warfarin sodium 2 mg oral tablet",9006154
"1391",9006157,"warfarin sodium 2.5 mg oral tablet",9006155
"1392",9006158,"warfarin sodium 3 mg oral tablet",9006156
"1393",9006159,"warfarin sodium 4 mg oral tablet",9006157
"1394",9006160,"warfarin sodium 5 mg oral tablet",9006158
"1395",9006161,"warfarin sodium 6 mg oral tablet",9006159
"1396",9006162,"warfarin sodium 7.5 mg oral tablet",9006160
"1397",9006223,"zopiclone 3.75 mg oral tablet",9006221
"1398",9006224,"zopiclone 5 mg oral tablet",9006222
"1399",9006225,"zopiclone 7.5 mg oral tablet",9006223
"1400",NA,"benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous solution",9001346
"1401",NA,"benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % kit",9001347
"1402",NA,"betamethasone valerate 0.1 % cutaneous ointment",9001399
"1403",NA,"dexamethasone 0.1 % ophthalmic drops, suspension",9002322
"1404",NA,"esomeprazole (esomeprazole magnesium) 20 mg and naproxen 375 mg modified release tablet",9002919
"1405",NA,"esomeprazole (esomeprazole magnesium) 20 mg and naproxen 500 mg modified release tablet",9002920
"1406",NA,"paroxetine (paroxetine hydrochloride acetone solvate) 10 mg oral tablet",9004928
"1407",NA,"paroxetine (paroxetine hydrochloride acetone solvate) 20 mg oral tablet",9004929
"1408",NA,"paroxetine (paroxetine hydrochloride acetone solvate) 30 mg oral tablet",9004930
"1409",NA,"paroxetine (paroxetine hydrochloride) 10 mg oral tablet",9004934
"1410",NA,"paroxetine (paroxetine hydrochloride) 20 mg oral tablet",9004936
"1411",NA,"paroxetine (paroxetine hydrochloride) 30 mg oral tablet",9004938
"1412",NA,"paroxetine (paroxetine hydrochloride) 40 mg oral tablet",9004939
"1413",NA,"paroxetine (paroxetine hydrochloride, isopropyl solvate) 10 mg oral tablet",9004940
"1414",NA,"paroxetine (paroxetine hydrochloride, isopropyl solvate) 20 mg oral tablet",9004941
"1415",NA,"paroxetine (paroxetine hydrochloride, isopropyl solvate) 30 mg oral tablet",9004942
"1416",NA,"paroxetine (paroxetine hydrochloride) 12.5 mg prolonged release oral tablet",9004935
"1417",NA,"paroxetine (paroxetine hydrochloride) 25 mg prolonged release oral tablet",9004937
"1418",NA,"propranolol hydrochloride 3.75 mg per mL oral solution",9005255
"1419",NA,"terbinafine hydrochloride 1 % cutaneous spray",9005788
"1420",NA,"travoprost 0.003 % opthalmic drops, solution",9005936
