"ntp_dosage_form_code","ntp_dosage_form","route_of_administration_code","route_of_administration","route_of_administration_f","pharm_form_code","pharmaceutical_form","pharmaceutical_form_f","audit_id"
40135,"urethral gel","72","URETHRAL","Urétrale","114","GEL","Gel",29535
40135,"urethral gel","72","URETHRAL","Urétrale","26","JELLY",NA,29536
40131,"vaginal cream","74","VAGINAL","Vaginale","9","CREAM","Crème",29537
40136,"vaginal gel","74","VAGINAL","Vaginale","114","GEL","Gel",29538
40137,"vaginal delivery system","74","VAGINAL","Vaginale","116","INSERT","Insert",29539
40138,"vaginal ointment","74","VAGINAL","Vaginale","43","OINTMENT","Pommade",29540
40139,"pessary","74","VAGINAL","Vaginale","115","OVULE","Ovule",29541
40140,"ring (slow release)","74","VAGINAL","Vaginale","104","RING (SLOW-RELEASE)","Anneau (à libération lente)",29542
40139,"pessary","74","VAGINAL","Vaginale","78","SUPPOSITORY","Suppositoire",29543
40141,"vaginal tablet","74","VAGINAL","Vaginale","154","VAGINAL TABLET","Comprimé vaginal",29544
40142,"effervescent vaginal tablet","74","VAGINAL","Vaginale","165","VAGINAL TABLET, EFFERVESCENT","Comprimé vaginal, effervescent",29545
