"mp_code","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
"700040","02139286","CLINDAMYCIN INJECTION","FRESENIUS KABI CANADA LTD","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA,"active",1995-12-31
"00293490","00293490","ATASOL 8","CHURCH & DWIGHT CANADA CORP","ATASOL 8 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) CHURCH & DWIGHT CANADA CORP",NA,NA,"active",1975-12-31
"00042579","00042579","MAXIDEX","NOVARTIS PHARMACEUTICALS CANADA INC","MAXIDEX (dexamethasone 0.1 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1966-12-31
"02330113","02330113","RAN-FENTANYL MATRIX PATCH","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-FENTANYL MATRIX PATCH (fentanyl 25 mcg per hour transdermal patch) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2009-09-28
"700023","02130300","HALOPERIDOL LA","SANDOZ CANADA INCORPORATED","HALOPERIDOL LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",NA,NA,"active",1994-12-31
"02326450","02326450","NOVO-SALBUTAMOL HFA","TEVA CANADA LIMITED","NOVO-SALBUTAMOL HFA (salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation) TEVA CANADA LIMITED",NA,NA,"active",2009-12-31
"00225851","00225851","DALACIN C FLAVOURED GRANULES","PFIZER CANADA INC","DALACIN C FLAVOURED GRANULES (clindamycin (clindamycin 2-palmitate hydrochloride) 75 mg per 5 mL powder for oral solution) PFIZER CANADA INC",NA,NA,"active",1972-12-31
"700115","02396610","FREYA 28","MYLAN PHARMACEUTICALS ULC","FREYA 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2012-11-22
"00852163","00852163","TRIATEC-8","LABORATOIRE RIVA INC","TRIATEC-8 (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",1991-12-31
"00628131","00628131","APO-AMOXI PWR FOR SUSP 125MG/5ML","APOTEX INC","APO-AMOXI PWR FOR SUSP 125MG/5ML (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) APOTEX INC",NA,NA,"active",1984-12-31
"02343002","02343002","AZATHIOPRINE","SANIS HEALTH INC","AZATHIOPRINE (azathioprine 50 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02163527","02163527","MINITRAN","VALEANT CANADA LP/VALEANT CANADA S.E.C.","MINITRAN (nitroglycerin 36 mg per 13.3 sq cm transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"active",1995-12-31
"02230246","02230246","PMS-AMOXICILLIN","PHARMASCIENCE INC","PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PHARMASCIENCE INC",NA,NA,"active",2002-10-04
"02442957","02442957","ENALAPRIL","SIVEM PHARMACEUTICALS ULC","ENALAPRIL (enalapril sodium 2 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2015-08-10
"02213486","02213486","VENTOLIN RESPIRATOR SOLUTION","GLAXOSMITHKLINE INC","VENTOLIN RESPIRATOR SOLUTION (salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle) GLAXOSMITHKLINE INC",NA,NA,"active",1998-12-01
"02243050","02243050","CLINDETS","GLAXOSMITHKLINE INC","CLINDETS (clindamycin (clindamycin phosphate) 1 % pad) GLAXOSMITHKLINE INC",NA,NA,"active",2002-06-10
"700039","02139286","CLINDAMYCIN INJECTION","FRESENIUS KABI CANADA LTD","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA,"active",1995-12-31
"02339811","02339811","RIVA-OLANZAPINE ODT","LABORATOIRE RIVA INC","RIVA-OLANZAPINE ODT (olanzapine 5 mg orodispersible tablet) LABORATOIRE RIVA INC",NA,NA,"active",2010-02-17
"00782459","00782459","VOLTAREN SR 75 TAB","NOVARTIS PHARMACEUTICALS CANADA INC","VOLTAREN SR 75 TAB (diclofenac sodium 75 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1989-12-31
"02364182","02364182","ABSTRAL","PALADIN LABS INC","ABSTRAL (fentanyl (fentanyl citrate) 200 mcg sublingual tablet) PALADIN LABS INC",NA,NA,"active",2011-04-18
"02398869","02398869","INDAYO","MYLAN PHARMACEUTICALS ULC","INDAYO (ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2016-09-01
"02182955","02182955","METHOTREXATE INJECTION USP","PFIZER CANADA INC","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active",1998-07-13
"00860808","00860808","RATIO-SALBUTAMOL","TEVA CANADA LIMITED","RATIO-SALBUTAMOL (salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle) TEVA CANADA LIMITED",NA,NA,"active",1989-12-31
"00725765","00725765","MEPERIDINE HYDROCHLORIDE INJECTION USP","SANDOZ CANADA INCORPORATED","MEPERIDINE HYDROCHLORIDE INJECTION USP (meperidine (meperidine hydrochloride) 50 mg per mL solution for injection) SANDOZ CANADA INCORPORATED",NA,NA,"active",1987-12-31
"02146851","02146851","APO-SALVENT TABLETS - 4MG","APOTEX INC","APO-SALVENT TABLETS - 4MG (salbutamol (salbutamol sulfate) 4 mg oral tablet) APOTEX INC",NA,NA,"active",1995-12-31
"700046","02099705","METHOTREXATE SODIUM INJECTION","TEVA CANADA LIMITED","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED",NA,NA,"active",1995-12-31
"01964070","01964070","PMS DEXAMETHASONE TAB 4MG","PHARMASCIENCE INC","PMS DEXAMETHASONE TAB 4MG (dexamethasone 4 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1996-09-05
"02112795","02112795","SALOFALK","APTALIS PHARMA CANADA ULC","SALOFALK (mesalazine 2 g per 60 g rectal suspension) APTALIS PHARMA CANADA ULC",NA,NA,"active",1995-12-31
"02014254","02014254","MS.IR","PURDUE PHARMA","MS.IR (morphine sulfate 30 mg oral tablet) PURDUE PHARMA",NA,NA,"active",1991-12-31
"00716642","00716642","BETADERM ONT 0.05%","TARO PHARMACEUTICALS INC","BETADERM ONT 0.05% (betamethasone (betamethasone valerate) 0.05 % cutaneous ointment) TARO PHARMACEUTICALS INC",NA,NA,"active",1979-12-31
"02325225","02325225","EPINEPHRINE INJECTION USP 1 MG/ML","ALVEDA PHARMACEUTICALS INC","EPINEPHRINE INJECTION USP 1 MG/ML (epinephrine 1 mg per 1 mL solution for injection ampoule) ALVEDA PHARMACEUTICALS INC",NA,NA,"inactive",2017-08-04
"02163543","02163543","APO-OXYBUTYNIN - TAB 5MG","APOTEX INC","APO-OXYBUTYNIN - TAB 5MG (oxybutynin chloride 5 mg oral tablet) APOTEX INC",NA,NA,"active",1995-12-31
"700036","02145936","HYDROMORPHONE HP 20","SANDOZ CANADA INCORPORATED","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1995-12-31
"02239366","02239366","RATIO-SALBUTAMOL","TEVA CANADA LIMITED","RATIO-SALBUTAMOL (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",NA,NA,"active",2000-02-29
"00707600","00707600","TRIQUILAR 21","BAYER INC","TRIQUILAR 21 (ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and norgestimate 750 mcg oral tablet with ethinyl estradiol 30 mcg and norgestimate 125 mcg oral tablet) BAYER INC",NA,NA,"active",1987-12-31
"02238704","02238704","ESTROGEL","MERCK CANADA INC","ESTROGEL (estradiol (estradiol hemihydrate) 0.06 % transdermal gel) MERCK CANADA INC",NA,NA,"active",1998-11-16
"00042560","00042560","MAXIDEX","NOVARTIS PHARMACEUTICALS CANADA INC","MAXIDEX (dexamethasone 0.1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1977-12-31
"02145901","02145901","HYDROMORPHONE HYDROCHLORIDE INJECTION USP","SANDOZ CANADA INCORPORATED","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",NA,NA,"active",1995-12-31
"02158582","02158582","TEVA-DICLOFENAC SR","TEVA CANADA LIMITED","TEVA-DICLOFENAC SR (diclofenac sodium 75 mg prolonged-release oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1995-12-31
"02233006","02233006","TEVA-ENALAPRIL","TEVA CANADA LIMITED","TEVA-ENALAPRIL (enalapril sodium 8 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",1998-08-31
"00512524","00512524","PROTRIN DF TAB","PRO DOC LIMITEE","PROTRIN DF TAB (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",1980-12-31
"02229521","02229521","APO-CIPROFLOX","APOTEX INC","APO-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) APOTEX INC",NA,NA,"active",2004-02-09
"00343838","00343838","MINESTRIN 1/20","WARNER CHILCOTT CANADA CO","MINESTRIN 1/20 (ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet) WARNER CHILCOTT CANADA CO",NA,NA,"active",1975-12-31
"700043","02185431","METOCLOPRAMIDE HYDROCHLORIDE INJECTION","SANDOZ CANADA INCORPORATED","METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1995-12-31
"02341379","02341379","PMS-FENTANYL MTX","PHARMASCIENCE INC","PMS-FENTANYL MTX (fentanyl 12 mcg per hour transdermal patch) PHARMASCIENCE INC",NA,NA,"active",2010-03-18
"02356570","02356570","FENOFIBRATE-S","SANIS HEALTH INC","FENOFIBRATE-S (fenofibrate 100 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"700027","00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP","PFIZER CANADA INC","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC",NA,NA,"active",1994-12-31
"700025","00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP","PFIZER CANADA INC","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active",1994-12-31
"02379252","02379252","TEVA-TELMISARTAN HCTZ","TEVA CANADA LIMITED","TEVA-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2012-02-06
"00362166","00362166","APO FUROSEMIDE TAB 40MG","APOTEX INC","APO FUROSEMIDE TAB 40MG (furosemide 40 mg oral tablet) APOTEX INC",NA,NA,"active",1976-12-31
"00653217","00653217","RATIO-ECTOSONE","TEVA CANADA LIMITED","RATIO-ECTOSONE (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED",NA,NA,"active",1986-12-31
"01916394","01916394","PMS HYDROMORPHONE SUPPOSITOIRE 3MG","PHARMASCIENCE INC","PMS HYDROMORPHONE SUPPOSITOIRE 3MG (hydromorphone hydrochloride 3 mg suppository) PHARMASCIENCE INC",NA,NA,"active",1991-12-31
"01934171","01934171","NOVAMOXIN","TEVA CANADA LIMITED","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 25 mg per mL oral suspension) TEVA CANADA LIMITED",NA,NA,"active",1994-12-31
"700009","00617288","MORPHINE HP 50 - 50MG/ML USP","SANDOZ CANADA INCORPORATED","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1987-12-31
"02393433","02393433","APO-NITROGLYCERIN","APOTEX INC","APO-NITROGLYCERIN (nitroglycerin 0.4 mg per actuation sublingual spray) APOTEX INC",NA,NA,"active",2013-09-23
"02360632","02360632","APO-OLANZAPINE ODT","APOTEX INC","APO-OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) APOTEX INC",NA,NA,"active",2011-08-08
"02261928","02261928","SANDOZ-DICLOFENAC","SANDOZ CANADA INCORPORATED","SANDOZ-DICLOFENAC (diclofenac sodium 50 mg suppository) SANDOZ CANADA INCORPORATED",NA,NA,"active",2008-10-01
"00644315","00644315","PRO AMOX-500 CAP 500MG","PRO DOC LIMITEE","PRO AMOX-500 CAP 500MG (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) PRO DOC LIMITEE",NA,NA,"active",1985-12-31
"00707570","00707570","APO FUROSEMIDE TAB 80MG","APOTEX INC","APO FUROSEMIDE TAB 80MG (furosemide 80 mg oral tablet) APOTEX INC",NA,NA,"active",1986-12-31
"02241709","02241709","TEVA-CLINDAMYCIN","TEVA CANADA LIMITED","TEVA-CLINDAMYCIN (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) TEVA CANADA LIMITED",NA,NA,"active",2000-02-18
"700006","00260436","DALACIN C PHOSPHATE","PFIZER CANADA INC","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active",1973-12-31
"02262878","02262878","PHL-AMOXICILLIN","PHARMEL INC","PHL-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) PHARMEL INC",NA,NA,"inactive",2017-09-13
"00602965","00602965","ORTHO 7/7/7 TABLETS (28 DAY)","JANSSEN INC","ORTHO 7/7/7 TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone  0.75 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet) JANSSEN INC",NA,NA,"active",1983-12-31
"02303728","02303728","RAN-CIPROFLOX","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2008-01-24
"02153556","02153556","PENTASA","FERRING INC","PENTASA (mesalazine 4 g per 100 mL rectal suspension) FERRING INC",NA,NA,"active",1995-12-31
"02046741","02046741","APO-SALVENT 5MG/ML","APOTEX INC","APO-SALVENT 5MG/ML (salbutamol (salbutamol sulfate) 5 mg per mL nebuliser solution 10 mL bottle) APOTEX INC",NA,NA,"inactive",2017-08-22
"02060604","02060604","DALACIN VAGINAL CREAM 20 MG","PFIZER CANADA INC","DALACIN VAGINAL CREAM 20 MG (clindamycin (clindamycin phosphate) 20 mg per g vaginal cream) PFIZER CANADA INC",NA,NA,"active",1994-12-31
"02025337","02025337","ACETAMINOPHEN, CAFFEINE & CODEINE","PHARMASCIENCE INC","ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1993-12-31
"02011271","02011271","NITRO-DUR 0.8","MERCK CANADA INC","NITRO-DUR 0.8 (nitroglycerin 160 mg per 40 sq cm transdermal patch) MERCK CANADA INC",NA,NA,"active",1993-12-31
"00664227","00664227","DEXAMETHASONE SODIUM PHOSPHATE INJ USP 4MG/ML","SANDOZ CANADA INCORPORATED","DEXAMETHASONE SODIUM PHOSPHATE INJ USP 4MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 20 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"active",1986-12-31
"02442434","02442434","AZITHROMYCIN","SIVEM PHARMACEUTICALS ULC","AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"active",2015-07-22
"01934317","01934317","ISOPTIN SR","BGP PHARMA ULC","ISOPTIN SR (verapamil hydrochloride 180 mg prolonged-release oral tablet) BGP PHARMA ULC",NA,NA,"active",1994-04-21
"02334844","02334844","AZITHROMYCIN FOR INJECTION, USP","HOSPIRA HEALTHCARE CORPORATION","AZITHROMYCIN FOR INJECTION, USP (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"active",2011-12-29
"02379694","02379694","MAR-CIPROFLOXACIN","MARCAN PHARMACEUTICALS INC","MAR-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2012-09-06
"700147","00869317","MORPHINE FORTE INJECTION 25MG/ML USP","HOSPIRA HEALTHCARE CORPORATION","MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 100 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02230769","02230769","DALMACOL","LABORATOIRE RIVA INC","DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE RIVA INC",NA,NA,"active",1997-03-26
"700055","02216221","TEVA-IPRATROPIUM STERINEBS","TEVA CANADA LIMITED","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",NA,NA,"active",1998-03-04
"02240321","02240321","DOM-VERAPAMIL SR 240MG TABLETS","DOMINION PHARMACAL","DOM-VERAPAMIL SR 240MG TABLETS (verapamil hydrochloride 240 mg prolonged-release oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02244000","02244000","ESTRADOT 50","NOVARTIS PHARMACEUTICALS CANADA INC","ESTRADOT 50 (estradiol 0.78 mg transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",2001-09-05
"01992872","01992872","CYCLEN TABLETS (28 DAY)","JANSSEN INC","CYCLEN TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC",NA,NA,"active",1992-12-31
"00037621","00037621","NITROSTAT","PFIZER CANADA INC","NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) PFIZER CANADA INC",NA,NA,"active",1972-12-31
"01997580","01997580","ASACOL","WARNER CHILCOTT CANADA CO","ASACOL (mesalazine 400 mg gastro-resistant tablet) WARNER CHILCOTT CANADA CO",NA,NA,"active",1993-12-31
"02019930","02019930","M-ESLON","ETHYPHARM INC","M-ESLON (morphine sulfate 10 mg prolonged-release oral capsule) ETHYPHARM INC",NA,NA,"active",1993-12-31
"02231488","02231488","APO-SALVENT STERULES","APOTEX INC","APO-SALVENT STERULES (salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial) APOTEX INC",NA,NA,"inactive",2017-08-22
"02247339","02247339","ACT CIPROFLOXACIN","ACTAVIS PHARMA COMPANY","ACT CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA,"active",2004-02-18
"02019884","02019884","APO-ENALAPRIL TAB 5MG","APOTEX INC","APO-ENALAPRIL TAB 5MG (enalapril maleate 5 mg oral tablet) APOTEX INC",NA,NA,"active",1993-12-31
"700019","02042479","MARVELON 28","MERCK CANADA INC","MARVELON 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) MERCK CANADA INC",NA,NA,"active",1993-12-31
"02247494","02247494","PMS-FUROSEMIDE","PHARMASCIENCE INC","PMS-FUROSEMIDE (furosemide 40 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2003-12-10
"01926934","01926934","TEVA-SALBUTAMOL STERINEBS P.F.","TEVA CANADA LIMITED","TEVA-SALBUTAMOL STERINEBS P.F. (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",NA,NA,"active",1992-12-31
"02028700","02028700","TRI-CYCLEN TABLETS - 21-DAY","JANSSEN INC","TRI-CYCLEN TABLETS - 21-DAY (ethinyl estradiol 35 mcg and norgestimate 180 mcg and norgestimate 215 mcg and norgestimate 250 mcg oral tablet) JANSSEN INC",NA,NA,"active",1993-12-31
"02299364","02299364","RIVA-OXYBUTYNIN","LABORATOIRE RIVA INC","RIVA-OXYBUTYNIN (oxybutynin chloride 5 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2008-06-09
"02014319","02014319","MS CONTIN SRT 100MG","PURDUE PHARMA","MS CONTIN SRT 100MG (morphine sulfate 100 mg prolonged-release oral tablet) PURDUE PHARMA",NA,NA,"active",1993-12-31
"02014327","02014327","MS CONTIN SRT 200MG","PURDUE PHARMA","MS CONTIN SRT 200MG (morphine sulfate 200 mg prolonged-release oral tablet) PURDUE PHARMA",NA,NA,"active",1993-12-31
"02334186","02334186","DURAGESIC","JANSSEN INC","DURAGESIC (fentanyl 12 mcg per hour transdermal patch) JANSSEN INC",NA,NA,"active",2010-03-16
"00607762","00607762","RATIO-MORPHINE","TEVA CANADA LIMITED","RATIO-MORPHINE (morphine hydrochloride 1 mg per mL syrup) TEVA CANADA LIMITED",NA,NA,"active",1984-12-31
"00392588","00392588","MORPHINE SULFATE INJ 10MG/ML USP","SANDOZ CANADA INCORPORATED","MORPHINE SULFATE INJ 10MG/ML USP (morphine sulfate 10 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",NA,NA,"active",1978-12-31
"700145","00497304","PHENYTOIN SODIUM INJ 50MG/ML USP","HOSPIRA HEALTHCARE CORPORATION","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02278502","02278502","DOM-AZITHROMYCIN","DOMINION PHARMACAL","DOM-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 600 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"00804991","00804991","TEVA-TOPISONE","TEVA CANADA LIMITED","TEVA-TOPISONE (betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream) TEVA CANADA LIMITED",NA,NA,"active",1993-12-31
"02258587","02258587","TRI-CYCLEN LO        (28 DAY)","JANSSEN INC","TRI-CYCLEN LO (28 DAY) (ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC",NA,NA,"active",2005-01-27
"02242005","02242005","DEMEROL 100 MG/ML","HOSPIRA HEALTHCARE CORPORATION","DEMEROL 100 MG/ML (meperidine hydrochloride 100 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"00805009","00805009","TEVA-TOPISONE","TEVA CANADA LIMITED","TEVA-TOPISONE (betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment) TEVA CANADA LIMITED",NA,NA,"active",1990-12-31
"02424843","02424843","DIVIGEL","TEVA CANADA LIMITED","DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED",NA,NA,"active",2015-04-13
"02389118","02389118","MAR-OLANZAPINE ODT","MARCAN PHARMACEUTICALS INC","MAR-OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2013-05-16
"01986864","01986864","RATIO-SALBUTAMOL","TEVA CANADA LIMITED","RATIO-SALBUTAMOL (salbutamol (salbutamol sulfate) 1 mg per mL inhalation solution 10 mL bottle) TEVA CANADA LIMITED",NA,NA,"active",1993-12-31
"01926454","01926454","NITROL","PALADIN LABS INC","NITROL (nitroglycerin 2 % cutaneous ointment) PALADIN LABS INC",NA,NA,"active",1985-12-31
"700144","00497304","PHENYTOIN SODIUM INJ 50MG/ML USP","HOSPIRA HEALTHCARE CORPORATION","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02454769","02454769","METOJECT SUBCUTANEOUS","MEDEXUS INC","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection 0.35 mL syringe) MEDEXUS INC",NA,NA,"active",2016-12-02
"02138018","02138018","DEMEROL","SANOFI-AVENTIS CANADA INC","DEMEROL (meperidine hydrochloride 50 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1944-12-31
"02337169","02337169","RIVA-OLANZAPINE","LABORATOIRE RIVA INC","RIVA-OLANZAPINE (olanzapine 15 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2010-02-17
"02224720","02224720","LASIX ORAL SOLUTION 10MG/ML","SANOFI-AVENTIS CANADA INC","LASIX ORAL SOLUTION 10MG/ML (furosemide 10 mg per mL oral solution) SANOFI-AVENTIS CANADA INC",NA,NA,"active",1996-12-04
"02419122","02419122","ACH-TELMISARTAN HCTZ","ACCORD HEALTHCARE INC","ACH-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) ACCORD HEALTHCARE INC",NA,NA,"active",2014-05-27
"00885436","00885436","PMS-HYDROMORPHONE TAB 2MG","PHARMASCIENCE INC","PMS-HYDROMORPHONE TAB 2MG (hydromorphone hydrochloride 2 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1991-12-31
"02231664","02231664","DOM-DICLOFENAC-SR","DOMINION PHARMACAL","DOM-DICLOFENAC-SR (diclofenac sodium 75 mg prolonged-release oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02208237","02208237","PMS-SALBUTAMOL","PHARMASCIENCE INC","PMS-SALBUTAMOL (salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution unit dose vial) PHARMASCIENCE INC",NA,NA,"active",1996-12-31
"01945270","01945270","CILOXAN","NOVARTIS PHARMACEUTICALS CANADA INC","CILOXAN (ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active",1992-12-31
"02213427","02213427","VENTOLIN NEBULES P.F. - 5MG/2.5ML","GLAXOSMITHKLINE INC","VENTOLIN NEBULES P.F. - 5MG/2.5ML (salbutamol (salbutamol sulfate) 12.5 mg per 2.5 mL inhalation solution unit dose vial) GLAXOSMITHKLINE INC",NA,NA,"active",2000-10-02
