"ntp_formal_name","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"betahistine hydrochloride 16 mg oral tablet",5,FALSE,2001-08-17,9000951
"esomeprazole (esomeprazole magnesium) 20 mg gastro-resistant tablet",7,FALSE,2001-08-20,9000952
"esomeprazole (esomeprazole magnesium) 40 mg gastro-resistant tablet",8,FALSE,2001-08-20,9000953
"quetiapine (quetiapine fumarate) 300 mg oral tablet",21,FALSE,2001-08-21,9000954
"estradiol 0.585 mg transdermal patch",1,FALSE,2001-09-05,9000955
"estradiol 0.78 mg transdermal patch",1,FALSE,2001-09-05,9000956
"estradiol 1.17 mg transdermal patch",1,FALSE,2001-09-05,9000957
"estradiol 1.56 mg transdermal patch",1,FALSE,2001-09-05,9000958
"tacrolimus 0.03 % cutaneous ointment",1,FALSE,2001-09-06,9000959
"tacrolimus 0.1 % cutaneous ointment",1,FALSE,2001-09-06,9000960
"lamotrigine 2 mg oral tablet",1,FALSE,2001-09-13,9000961
"insulin aspart 100 unit per mL solution for injection 3 mL cartridge",3,FALSE,2001-10-31,9000962
"quinine sulfate 300 mg oral tablet",1,FALSE,2001-11-08,9000963
"methotrexate (methotrexate sodium) 2.5 mg oral tablet",1,FALSE,2001-11-14,9000964
"ketorolac tromethamine 30 mg per mL solution for injection",1,FALSE,2001-12-04,9000965
"hydromorphone hydrochloride 1000 mg per 10 mL solution for injection vial",1,FALSE,2001-12-10,9000966
"fluticasone propionate 125 mcg per actuation pressurised inhalation",1,FALSE,2001-12-20,9000967
"fluticasone propionate 250 mcg per actuation pressurised inhalation",1,FALSE,2001-12-20,9000968
"fluticasone propionate 50 mcg per actuation pressurised inhalation",1,FALSE,2001-12-20,9000969
"fluticasone propionate 125 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",1,FALSE,2001-12-21,9000970
"fluticasone propionate 250 mcg and salmeterol (salmeterol xinafoate) 25 mcg pressurised inhalation",1,FALSE,2001-12-21,9000971
"cetirizine hydrochloride 20 mg oral tablet",6,FALSE,2002-01-14,9000972
"alendronic acid (alendronate sodium) 70 mg oral tablet",20,FALSE,2002-02-14,9000973
"alfuzosin hydrochloride 10 mg prolonged-release oral tablet",7,FALSE,2002-02-21,9000974
"prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution",1,FALSE,2002-03-19,9000975
"estradiol 10 mg transdermal patch",1,FALSE,2002-03-21,9000976
"estradiol 5 mg transdermal patch",1,FALSE,2002-03-22,9000977
"tolterodine tartrate 2 mg prolonged-release oral capsule",4,FALSE,2002-03-26,9000978
"tolterodine tartrate 4 mg prolonged-release oral capsule",4,FALSE,2002-03-26,9000979
"rabeprazole sodium 10 mg gastro-resistant tablet",11,FALSE,2002-04-02,9000980
"rabeprazole sodium 20 mg gastro-resistant tablet",12,FALSE,2002-04-02,9000981
"testosterone 1 % cutaneous gel",3,FALSE,2002-05-06,9000982
"testosterone 1 % cutaneous gel 2.5 g sachet",1,FALSE,2002-05-06,9000983
"testosterone 1 % cutaneous gel 5 g sachet",1,FALSE,2002-05-06,9000984
"clarithromycin 500 mg prolonged-release oral tablet",3,FALSE,2002-05-22,9000985
"ketorolac tromethamine 60 mg per 2 mL solution for injection vial",1,FALSE,2002-05-23,9000986
"bimatoprost 0.03 % ophthalmic drops",2,FALSE,2002-05-24,9000987
"clarithromycin 250 mg per 5 mL granules for oral suspension",3,FALSE,2002-05-28,9000988
"clindamycin (clindamycin phosphate) 1 % pad",1,FALSE,2002-06-10,9000989
"insulin aspart 100 unit per mL solution for injection 10 mL vial",2,FALSE,2002-06-12,9000990
"amoxicillin 125 mg per 5 mL and clavulanic acid (potassium clavulanate) 31.25 mg per 5 mL oral suspension",1,FALSE,2002-06-18,9000991
"amoxicillin 250 mg per 5 mL and clavulanic acid (potassium clavulanate) 62.5 mg per 5 mL oral suspension",1,FALSE,2002-06-18,9000992
"olanzapine 15 mg oral tablet",15,FALSE,2002-06-24,9000993
"insulin glargine 100 unit per mL solution for injection 10 mL vial",1,FALSE,2002-07-24,9000994
"zopiclone 3.75 mg oral tablet",2,FALSE,2002-07-29,9000995
"salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation",2,FALSE,2002-08-22,9000996
"levothyroxine sodium 500 mcg per vial powder for solution for injection",1,FALSE,2002-08-27,9000997
"amiodarone hydrochloride 300 mg per 6 mL solution for injection vial",1,FALSE,2002-08-29,9000998
"testosterone 24.3 mg transdermal patch",1,FALSE,2002-09-24,9000999
"estradiol 0.39 mg transdermal patch",1,FALSE,2002-10-03,9001000
"metoprolol tartrate 25 mg oral tablet",8,FALSE,2002-10-08,9001001
"pentazocine (pentazocine lactate) 30 mg per mL solution for injection",1,FALSE,2002-11-01,9001002
"tiotropium (tiotropium bromide) 18 mcg inhalation powder capsule",1,FALSE,2002-11-21,9001003
"atenolol 25 mg oral tablet",12,FALSE,2002-11-28,9001004
"ipratropium bromide 0.03 % nasal spray",1,FALSE,2002-12-03,9001005
"ipratropium bromide 0.06 % nasal spray",1,FALSE,2002-12-03,9001006
"rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution",1,FALSE,2002-12-05,9001007
"risedronate sodium 35 mg oral tablet",14,FALSE,2002-12-10,9001008
"indapamide 1.25 mg and perindopril erbumine 4 mg oral tablet",1,FALSE,2002-12-19,9001009
"simvastatin 5 mg oral tablet",19,FALSE,2002-12-20,9001010
"simvastatin 80 mg oral tablet",20,FALSE,2002-12-20,9001011
"hydrochlorothiazide 25 mg and valsartan 160 mg oral tablet",8,FALSE,2003-01-24,9001012
"valsartan 160 mg oral tablet",13,FALSE,2003-01-24,9001013
"valsartan 80 mg oral tablet",14,FALSE,2003-01-24,9001014
"rosuvastatin (rosuvastatin calcium) 10 mg oral tablet",21,FALSE,2003-02-19,9001015
"rosuvastatin (rosuvastatin calcium) 20 mg oral tablet",21,FALSE,2003-02-19,9001016
"rosuvastatin (rosuvastatin calcium) 40 mg oral tablet",19,FALSE,2003-02-19,9001017
"ibuprofen 100 mg chewable tablet",2,FALSE,2003-03-31,9001018
"diclofenac sodium 1.5 % cutaneous solution",4,FALSE,2003-04-01,9001019
"bisoprolol fumarate 10 mg oral tablet",9,FALSE,2003-04-24,9001020
"bisoprolol fumarate 5 mg oral tablet",9,FALSE,2003-04-24,9001021
"estradiol 4 mg transdermal patch",1,FALSE,2003-04-24,9001022
"estradiol 6 mg transdermal patch",1,FALSE,2003-04-24,9001023
"estradiol 8 mg transdermal patch",1,FALSE,2003-04-24,9001024
"alendronic acid (alendronate sodium) 10 mg oral tablet",10,FALSE,2003-05-12,9001025
"ibuprofen 100 mg oral tablet",1,FALSE,2003-05-14,9001026
"ibuprofen 50 mg oral tablet",1,FALSE,2003-05-14,9001027
"indapamide 0.625 mg and perindopril erbumine 2 mg oral tablet",1,FALSE,2003-05-16,9001028
"salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution",1,FALSE,2003-05-28,9001029
"hydrochlorothiazide 25 mg and quinapril (quinapril hydrochloride) 20 mg oral tablet",2,FALSE,2003-06-02,9001030
"ezetimibe 10 mg oral tablet",17,FALSE,2003-06-15,9001031
"moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection",1,FALSE,2003-06-24,9001032
"calcitriol 1 mcg per 1 mL solution for injection ampoule",2,FALSE,2003-07-07,9001033
"methadone hydrochloride 1 mg per mL oral solution",2,FALSE,2003-07-11,9001034
"levetiracetam 250 mg oral tablet",17,FALSE,2003-07-23,9001035
"levetiracetam 500 mg oral tablet",18,FALSE,2003-07-23,9001036
"levetiracetam 750 mg oral tablet",17,FALSE,2003-07-23,9001037
"methylphenidate hydrochloride 18 mg prolonged-release oral tablet",4,FALSE,2003-07-23,9001038
"methylphenidate hydrochloride 36 mg prolonged-release oral tablet",4,FALSE,2003-07-23,9001039
"methylphenidate hydrochloride 54 mg prolonged-release oral tablet",4,FALSE,2003-07-23,9001040
"methadone hydrochloride 10 mg oral tablet",1,FALSE,2003-07-29,9001041
"methadone hydrochloride 1 mg oral tablet",1,FALSE,2003-07-29,9001042
"methadone hydrochloride 25 mg oral tablet",1,FALSE,2003-07-29,9001043
"methadone hydrochloride 5 mg oral tablet",1,FALSE,2003-07-29,9001044
"carvedilol 12.5 mg oral tablet",11,FALSE,2003-08-04,9001045
"carvedilol 25 mg oral tablet",11,FALSE,2003-08-04,9001046
"carvedilol 3.125 mg oral tablet",11,FALSE,2003-08-04,9001047
"carvedilol 6.25 mg oral tablet",11,FALSE,2003-08-04,9001048
"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 500 mg prolonged-release oral tablet",2,FALSE,2003-08-07,9001049
"doxycycline (doxycycline hyclate) 20 mg oral capsule",1,FALSE,2003-09-03,9001050
"perindopril erbumine 8 mg oral tablet",1,FALSE,2003-09-11,9001051
"levothyroxine sodium 137 mcg oral tablet",1,FALSE,2003-11-01,9001052
"trandolapril 4 mg oral capsule",1,FALSE,2003-11-01,9001053
"dutasteride 0.5 mg oral capsule",12,FALSE,2003-11-14,9001054
"ciclopirox olamine 1.5 % shampoo",1,FALSE,2003-11-17,9001055
"tadalafil 20 mg oral tablet",16,FALSE,2003-11-25,9001056
"fosinopril sodium 10 mg oral tablet",8,FALSE,2003-12-05,9001057
"fosinopril sodium 20 mg oral tablet",8,FALSE,2003-12-05,9001058
"betahistine hydrochloride 24 mg oral tablet",5,FALSE,2003-12-10,9001059
"tadalafil 10 mg oral tablet",12,FALSE,2003-12-11,9001060
"mirtazapine 15 mg orodispersible tablet",3,FALSE,2003-12-22,9001061
"mirtazapine 30 mg orodispersible tablet",3,FALSE,2003-12-22,9001062
"mirtazapine 45 mg orodispersible tablet",3,FALSE,2003-12-22,9001063
"alendronic acid (alendronate sodium) 5 mg oral tablet",5,FALSE,2003-12-23,9001064
"ethinyl estradiol 0.6 mg and norelgestromin 6 mg transdermal patch",1,FALSE,2003-12-24,9001065
"paroxetine (paroxetine hydrochloride) 12.5 mg prolonged-release oral tablet",1,FALSE,2004-01-05,9001066
"paroxetine (paroxetine hydrochloride) 25 mg prolonged-release oral tablet",1,FALSE,2004-01-05,9001067
"olanzapine 15 mg orodispersible tablet",15,FALSE,2004-01-09,9001068
"olanzapine (olanzapine tartrate) 10 mg per vial powder for solution for injection",1,FALSE,2004-01-12,9001069
"montelukast (montelukast sodium) 4 mg per pck granules for oral suspension",2,FALSE,2004-02-20,9001070
"ketorolac tromethamine 0.4 % ophthalmic drops",1,FALSE,2004-03-08,9001071
"estradiol 2 mg transdermal patch",1,FALSE,2004-03-12,9001072
"estradiol 5.7 mg transdermal patch",1,FALSE,2004-03-12,9001073
"ipratropium bromide 20 mcg per actuation pressurised inhalation",1,FALSE,2004-03-24,9001074
"mirtazapine 15 mg oral tablet",8,FALSE,2004-03-31,9001075
"ciprofloxacin (ciprofloxacin hydrochloride, ciprofloxacin) 1000 mg prolonged-release oral tablet",1,FALSE,2004-04-08,9001076
"methotrexate 10 mg oral tablet",1,FALSE,2004-04-12,9001077
"moxifloxacin (moxifloxacin hydrochloride) 0.5 % ophthalmic drops",5,FALSE,2004-05-12,9001078
"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops",1,FALSE,2004-05-13,9001079
"ibuprofen 400 mg oral capsule",8,FALSE,2004-06-21,9001080
"clonidine hydrochloride 0.025 mg oral tablet",2,FALSE,2004-07-13,9001081
"ciclopirox 8 % cutaneous solution",5,FALSE,2004-07-28,9001082
"diltiazem hydrochloride 120 mg prolonged-release oral tablet",1,FALSE,2004-08-13,9001083
"diltiazem hydrochloride 180 mg prolonged-release oral tablet",1,FALSE,2004-08-13,9001084
"diltiazem hydrochloride 240 mg prolonged-release oral tablet",1,FALSE,2004-08-13,9001085
"diltiazem hydrochloride 300 mg prolonged-release oral tablet",1,FALSE,2004-08-13,9001086
"diltiazem hydrochloride 360 mg prolonged-release oral tablet",1,FALSE,2004-08-13,9001087
"mirtazapine 45 mg oral tablet",3,FALSE,2004-08-17,9001088
"ranitidine (ranitidine hydrochloride) 15 mg per mL oral solution",2,FALSE,2004-09-08,9001089
"risperidone 25 mg per vial kit",1,FALSE,2004-09-08,9001090
"risperidone 25 mg per vial powder for prolonged-release suspension for injection",1,FALSE,2004-09-08,9001091
"risperidone 37.5 mg per vial kit",1,FALSE,2004-09-08,9001092
"risperidone 37.5 mg per vial powder for prolonged-release suspension for injection",1,FALSE,2004-09-08,9001093
"risperidone 50 mg per vial kit",1,FALSE,2004-09-08,9001094
"risperidone 50 mg per vial powder for prolonged-release suspension for injection",1,FALSE,2004-09-08,9001095
"ethinyl estradiol 2.6 mg and etonogestrel 11.4 mg ring (slow release)",1,FALSE,2004-12-02,9001096
"dexamethasone 0.5 mg per 5 mL oral solution",1,FALSE,2004-12-06,9001097
"clobetasol propionate 0.05 % shampoo",1,FALSE,2004-12-15,9001098
"drospirenone 3 mg and ethinyl estradiol 0.03 mg oral tablet",6,FALSE,2004-12-22,9001099
"methylphenidate hydrochloride 27 mg prolonged-release oral tablet",4,FALSE,2005-01-06,9001100
"ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",4,TRUE,2005-01-27,9001101
"escitalopram (escitalopram oxalate) 10 mg oral tablet",19,FALSE,2005-02-14,9001102
"escitalopram (escitalopram oxalate) 20 mg oral tablet",19,FALSE,2005-02-14,9001103
"atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule",8,FALSE,2005-02-24,9001104
"atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule",9,FALSE,2005-02-24,9001105
"atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule",10,FALSE,2005-03-03,9001106
"atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule",10,FALSE,2005-03-03,9001107
"atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule",10,FALSE,2005-03-03,9001108
"rosuvastatin (rosuvastatin calcium) 5 mg oral tablet",21,FALSE,2005-03-18,9001109
"lithium carbonate 300 mg prolonged-release oral tablet",1,FALSE,2005-04-06,9001110
"valacyclovir (valacyclovir hydrochloride) 1 g oral tablet",1,FALSE,2005-05-09,9001111
"mesalazine 800 mg gastro-resistant tablet",1,FALSE,2005-06-13,9001112
"alendronic acid (alendronate sodium) 40 mg oral tablet",1,FALSE,2005-06-14,9001113
"candesartan cilexetil 4 mg oral tablet",12,FALSE,2005-06-28,9001114
"pregabalin 150 mg oral capsule",16,FALSE,2005-07-18,9001115
"pregabalin 25 mg oral capsule",16,FALSE,2005-07-18,9001116
"pregabalin 300 mg oral capsule",12,FALSE,2005-07-18,9001117
"pregabalin 50 mg oral capsule",16,FALSE,2005-07-18,9001118
"pregabalin 75 mg oral capsule",16,FALSE,2005-07-18,9001119
"metoprolol tartrate 5 mg per 5 mL solution for injection vial",1,FALSE,2005-07-20,9001120
"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet",14,FALSE,2005-07-22,9001121
"fenofibrate 145 mg oral tablet",2,FALSE,2005-07-26,9001122
"fenofibrate 48 mg oral tablet",2,FALSE,2005-07-26,9001123
"medroxyprogesterone acetate 100 mg oral tablet",1,FALSE,2005-08-04,9001124
"sumatriptan (sumatriptan succinate) 25 mg oral tablet",6,FALSE,2005-08-24,9001125
"citalopram (citalopram hydrobromide) 10 mg oral tablet",20,FALSE,2005-09-10,9001126
"tamsulosin hydrochloride 0.4 mg prolonged-release oral tablet",7,FALSE,2005-10-11,9001127
"valsartan 40 mg oral tablet",13,FALSE,2005-11-01,9001128
"azithromycin (azithromycin isopropanolate) 250 mg oral tablet",1,FALSE,2005-11-02,9001129
"metformin hydrochloride 500 mg prolonged-release oral tablet",1,FALSE,2005-11-03,9001130
"insulin detemir 100 unit per mL solution for injection 3 mL cartridge",1,FALSE,2005-11-14,9001131
"azithromycin (azithromycin hemiethanolate) 250 mg oral tablet",7,FALSE,2005-12-01,9001132
"lansoprazole 30 mg gastro-resistant tablet",1,FALSE,2005-12-01,9001133
"hydrochlorothiazide 12.5 mg oral tablet",3,FALSE,2005-12-22,9001134
"donepezil hydrochloride 10 mg orodispersible tablet",3,FALSE,2006-01-02,9001135
"donepezil hydrochloride 5 mg orodispersible tablet",3,FALSE,2006-01-02,9001136
"azithromycin (azithromycin hemiethanolate) 600 mg oral tablet",2,FALSE,2006-01-04,9001137
"bupropion hydrochloride 300 mg prolonged-release oral tablet",3,FALSE,2006-02-02,9001138
"pantoprazole (pantoprazole magnesium) 40 mg gastro-resistant tablet",4,FALSE,2006-03-15,9001139
"azithromycin (azithromycin hemiethanolate) 100 mg per 5 mL powder for oral suspension",2,FALSE,2006-04-19,9001140
"azithromycin (azithromycin hemiethanolate) 200 mg per 5 mL powder for oral suspension",2,FALSE,2006-04-19,9001141
"fenofibrate 100 mg oral tablet",5,FALSE,2006-04-21,9001142
"insulin glargine 100 unit per mL solution for injection 3 mL cartridge",2,FALSE,2006-05-04,9001143
"clotrimazole 1 % and clotrimazole 500 mg per vtab cutaneous cream",1,FALSE,2006-05-12,9001144
"clotrimazole 1 % and clotrimazole 500 mg per vtab NA",1,FALSE,2006-05-12,9001145
"clotrimazole 1 % and clotrimazole 500 mg per vtab vaginal cream",1,FALSE,2006-05-12,9001146
"clotrimazole 1 % and clotrimazole 500 mg per vtab vaginal tablet",1,FALSE,2006-05-12,9001147
"clotrimazole 1 % and clotrimazole 200 mg per vtab cutaneous cream",1,FALSE,2006-06-02,9001148
"clotrimazole 1 % and clotrimazole 200 mg per vtab NA",1,FALSE,2006-06-02,9001149
"clotrimazole 1 % and clotrimazole 200 mg per vtab vaginal cream",1,FALSE,2006-06-02,9001150
"clotrimazole 1 % and clotrimazole 200 mg per vtab vaginal tablet",1,FALSE,2006-06-02,9001151
"dexamethasone 2 mg oral tablet",1,FALSE,2006-06-08,9001152
"sildenafil (sildenafil citrate) 20 mg oral tablet",4,FALSE,2006-06-12,9001153
"desogestrel 0.1 mg and desogestrel 0.125 mg and desogestrel 0.15 mg and ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg oral tablet",2,TRUE,2006-06-13,9001154
"digoxin 0.0625 mg oral tablet",2,FALSE,2006-06-22,9001155
"digoxin 0.125 mg oral tablet",2,FALSE,2006-06-22,9001156
"digoxin 0.25 mg oral tablet",2,FALSE,2006-06-22,9001157
"bupropion hydrochloride 100 mg prolonged-release oral tablet",5,FALSE,2006-06-23,9001158
"solifenacin succinate 10 mg oral tablet",13,FALSE,2006-06-23,9001159
"solifenacin succinate 5 mg oral tablet",13,FALSE,2006-06-23,9001160
"fentanyl 100 mcg per hour transdermal patch",9,FALSE,2006-07-04,9001161
"fentanyl 25 mcg per hour transdermal patch",9,FALSE,2006-07-04,9001162
"fentanyl 50 mcg per hour transdermal patch",9,FALSE,2006-07-04,9001163
"fentanyl 75 mcg per hour transdermal patch",9,FALSE,2006-07-04,9001164
"methylphenidate hydrochloride 10 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001165
"methylphenidate hydrochloride 15 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001166
"methylphenidate hydrochloride 20 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001167
"methylphenidate hydrochloride 30 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001168
"methylphenidate hydrochloride 40 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001169
"methylphenidate hydrochloride 50 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001170
"methylphenidate hydrochloride 60 mg prolonged-release oral capsule",1,FALSE,2006-08-01,9001171
"ramipril 15 mg oral capsule",8,FALSE,2006-08-14,9001172
"ciclesonide 100 mcg per actuation pressurised inhalation",1,FALSE,2006-09-27,9001173
"ciclesonide 200 mcg per actuation pressurised inhalation",1,FALSE,2006-09-27,9001174
"fenofibrate 160 mg oral capsule",1,FALSE,2006-11-14,9001175
"hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet",4,FALSE,2006-11-16,9001176
"hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet",2,FALSE,2006-11-16,9001177
"hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet",4,FALSE,2006-11-16,9001178
"hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet",4,FALSE,2006-11-16,9001179
"hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet",3,FALSE,2006-11-16,9001180
"lansoprazole 15 mg gastro-resistant tablet",1,FALSE,2006-11-24,9001181
"tramadol hydrochloride 150 mg prolonged-release oral tablet",1,FALSE,2006-12-07,9001182
"tramadol hydrochloride 200 mg prolonged-release oral tablet",4,FALSE,2006-12-07,9001183
"tramadol hydrochloride 300 mg prolonged-release oral tablet",4,FALSE,2006-12-07,9001184
"tramadol hydrochloride 400 mg prolonged-release oral tablet",1,FALSE,2006-12-07,9001185
"olanzapine 20 mg orodispersible tablet",14,FALSE,2007-01-02,9001186
"valsartan 320 mg oral tablet",12,FALSE,2007-02-14,9001187
"tamsulosin hydrochloride 0.4 mg prolonged-release oral capsule",3,FALSE,2007-02-21,9001188
"methylphenidate hydrochloride 80 mg prolonged-release oral capsule",1,FALSE,2007-03-09,9001189
"ciprofloxacin 10 mg per mL solution for injection",1,FALSE,2007-03-12,9001190
"risperidone 0.5 mg orodispersible tablet",2,FALSE,2007-03-13,9001191
"risperidone 1 mg orodispersible tablet",2,FALSE,2007-03-13,9001192
"risperidone 2 mg orodispersible tablet",2,FALSE,2007-03-13,9001193
"amiodarone hydrochloride 100 mg oral tablet",1,FALSE,2007-04-03,9001194
"cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet",4,FALSE,2007-04-03,9001195
"pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection",4,FALSE,2007-04-03,9001196
"varenicline (varenicline tartrate) 0.5 mg oral tablet",1,FALSE,2007-04-11,9001197
"varenicline (varenicline tartrate) 1 mg oral tablet",1,FALSE,2007-04-11,9001198
"olanzapine 20 mg oral tablet",6,FALSE,2007-04-30,9001199
"paroxetine (paroxetine hydrochloride) 40 mg oral tablet",1,FALSE,2007-05-03,9001200
"ramipril 10 mg oral tablet",1,FALSE,2007-07-05,9001201
"ramipril 1.25 mg oral tablet",1,FALSE,2007-07-05,9001202
"ramipril 2.5 mg oral tablet",1,FALSE,2007-07-05,9001203
"ramipril 5 mg oral tablet",1,FALSE,2007-07-05,9001204
"mesalazine 1.2 g modified-release oral tablet",1,FALSE,2007-07-27,9001205
"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",4,FALSE,2007-08-14,9001206
"tramadol hydrochloride 100 mg prolonged-release oral tablet",4,FALSE,2007-08-14,9001207
"hydrochlorothiazide 12.5 mg and losartan potassium 100 mg oral tablet",12,FALSE,2007-09-10,9001208
"omeprazole 10 mg gastro-resistant capsule",3,FALSE,2007-09-14,9001209
"insulin glargine 100 unit per mL solution for injection 3 mL pen",2,FALSE,2007-09-24,9001210
"quetiapine (quetiapine fumarate) 200 mg prolonged-release oral tablet",5,FALSE,2007-09-27,9001211
"quetiapine (quetiapine fumarate) 300 mg prolonged-release oral tablet",5,FALSE,2007-09-27,9001212
"quetiapine (quetiapine fumarate) 400 mg prolonged-release oral tablet",5,FALSE,2007-09-27,9001213
"quetiapine (quetiapine fumarate) 50 mg prolonged-release oral tablet",5,FALSE,2007-09-27,9001214
"varenicline (varenicline tartrate) 0.5 mg and varenicline (varenicline tartrate) 1 mg kit",1,FALSE,2007-10-02,9001215
"varenicline (varenicline tartrate) 0.5 mg and varenicline (varenicline tartrate) 1 mg oral tablet",1,FALSE,2007-10-02,9001216
"enalapril sodium 2 mg oral tablet",8,FALSE,2007-10-17,9001217
"enalapril sodium (enalapril maleate) 16 mg oral tablet",1,FALSE,2007-10-17,9001218
"enalapril sodium (enalapril maleate) 2 mg oral tablet",1,FALSE,2007-10-17,9001219
"enalapril sodium (enalapril maleate) 4 mg oral tablet",1,FALSE,2007-10-17,9001220
"enalapril sodium (enalapril maleate) 8 mg oral tablet",1,FALSE,2007-10-17,9001221
"fluticasone furoate 27.5 mcg per actuation nasal spray",1,FALSE,2007-10-22,9001222
"risperidone 12.5 mg per vial kit",1,FALSE,2007-10-24,9001223
"risperidone 12.5 mg per vial powder for prolonged-release suspension for injection",1,FALSE,2007-10-24,9001224
"citalopram (citalopram hydrobromide) 30 mg oral tablet",1,FALSE,2007-10-31,9001225
"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride) 0.5 mg sublingual tablet",3,FALSE,2007-11-26,9001226
"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride) 2 mg sublingual tablet",3,FALSE,2007-11-26,9001227
"rivastigmine 18 mg per 10 sq cm transdermal patch",3,FALSE,2007-12-12,9001228
"rivastigmine 9 mg per 5 sq cm transdermal patch",3,FALSE,2007-12-12,9001229
"metronidazole 1 % cutaneous gel",1,FALSE,2007-12-20,9001230
"esomeprazole (esomeprazole magnesium) 10 mg per pck gastro-resistant granules for oral suspension",1,FALSE,2008-01-02,9001231
"sitagliptin (sitagliptin phosphate) 100 mg oral tablet",1,FALSE,2008-01-02,9001232
"metformin hydrochloride 1000 mg prolonged-release oral tablet",1,FALSE,2008-01-08,9001233
"duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule",14,FALSE,2008-01-18,9001234
"duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule",14,FALSE,2008-01-18,9001235
"tadalafil 2.5 mg oral tablet",11,FALSE,2008-01-18,9001236
"tadalafil 5 mg oral tablet",14,FALSE,2008-01-18,9001237
"clozapine 200 mg oral tablet",2,FALSE,2008-02-05,9001238
"clozapine 50 mg oral tablet",2,FALSE,2008-02-05,9001239
"ciprofloxacin 2 mg per mL solution for injection",4,FALSE,2008-03-27,9001240
"tacrolimus 0.5 mg prolonged-release oral capsule",1,FALSE,2008-04-09,9001241
"tacrolimus 1 mg prolonged-release oral capsule",1,FALSE,2008-04-09,9001242
"tacrolimus 5 mg prolonged-release oral capsule",1,FALSE,2008-04-09,9001243
"ciclesonide 50 mcg per actuation nasal spray",1,FALSE,2008-04-10,9001244
"hydrochlorothiazide 12.5 mg and valsartan 320 mg oral tablet",7,FALSE,2008-05-12,9001245
"hydrochlorothiazide 25 mg and valsartan 320 mg oral tablet",7,FALSE,2008-05-12,9001246
"ciprofloxacin (ciprofloxacin lactate) 0.2 % solution for injection",1,FALSE,2008-05-16,9001247
"topiramate 50 mg oral tablet",1,FALSE,2008-06-17,9001248
"fentanyl 12 mcg per hour transdermal patch",8,FALSE,2008-06-27,9001249
"dabigatran etexilate (dabigatran etexilate mesilate) 110 mg oral capsule",1,FALSE,2008-07-03,9001250
"dabigatran etexilate (dabigatran etexilate mesilate) 75 mg oral capsule",1,FALSE,2008-07-03,9001251
"pramipexole dihydrochloride 0.125 mg oral tablet",2,FALSE,2008-07-09,9001252
"candesartan cilexetil 32 mg oral tablet",15,FALSE,2008-07-17,9001253
"minocycline (minocycline hydrochloride) 1 mg per 4 mg prolonged-release periodontal powder",1,FALSE,2008-07-27,9001254
"diclofenac diethylamine 1.16 % cutaneous gel",2,FALSE,2008-09-02,9001255
"quetiapine (quetiapine fumarate) 150 mg oral tablet",3,FALSE,2008-09-04,9001256
"rivaroxaban 10 mg oral tablet",1,FALSE,2008-09-16,9001257
"carbidopa 5 mg per mL and levodopa 20 mg per mL intestinal gel",1,FALSE,2008-11-10,9001258
"travoprost 0.004 % ophthalmic drops",4,FALSE,2008-11-10,9001259
"risedronate sodium 150 mg oral tablet",6,FALSE,2008-12-01,9001260
