"uuid","status","_name","_approvalIDDisplay","substance"
NA,NA,NA,NA,"guanfacine (guanfacine hydrochloride)"
NA,NA,NA,NA,"sulfisoxazole (sulfisoxazole acetyl)"
NA,NA,NA,NA,"valproic acid (divalproex)"
"2b8c8f1c-939a-4045-8cff-ba995985e23a","approved","GRAMICIDIN","5IE62321P4","gramicidin"
"e7d8540b-e536-4f57-8876-e753e1ee5e48","approved","DROSPIRENONE","N295J34A25","drospirenone"
"08964e0a-0e78-4cf1-9eab-cb0da7123578","approved","CICLOPIROX","19W019ZDRJ","ciclopirox"
"9f1c3867-552a-4cc0-b705-f620f8531a1f","approved","CALCIPOTRIENE","143NQ3779B","calcipotriol"
NA,NA,NA,NA,"apraclonidine (apraclonidine hydrochloride)"
"773baf22-2d09-4d7e-b406-e0693c65dbda","approved","BISMUTH SUBSALICYLATE","62TEY51RR1","bismuth subsalicylate"
"48ac979b-d562-4be0-8edc-f3867169a5df","approved","ONDANSETRON","4AF302ESOS","ondansetron"
"d1f16dd0-b5e4-4469-9616-08b21ea58b53","approved","BRIMONIDINE TARTRATE","4S9CL2DY2H","brimonidine tartrate"
"747eef15-7d8f-4ff9-a9c6-d5748794962e","approved","VALPROATE BISMUTH","87PTX621FI","bismuth dipropylacetate"
NA,NA,NA,NA,"nelfinavir (nelfinavir mesylate)"
"937800f5-e4c7-49a2-ad3c-26feede78ca0","approved","VORINOSTAT","58IFB293JI","vorinostat"
"322323f9-dd13-448a-9f6e-176283ad3283","approved","RILUZOLE","7LJ087RS6F","riluzole"
"1440f8e2-5d2c-4c73-bd7a-e5a8c0d30128","approved","PEMBROLIZUMAB","DPT0O3T46P","pembrolizumab"
"bfcab5e0-0a29-48cb-9216-ff0785c61858","approved","DACTINOMYCIN","1CC1JFE158","dactinomycin"
NA,NA,NA,NA,"rilpivirine (rilpivirine hydrochloride)"
NA,NA,NA,NA,"pizotifen (pizotifen malate)"
NA,NA,NA,NA,"allergen extract - diagnostic"
"e1aeb395-cb0a-4abc-b8f2-db003963ecac","approved","BRETYLIUM TOSYLATE","78ZP3YR353","bretylium tosylate"
"09e96adb-2c92-45e7-b9c4-bb2b1ececb81","approved","TITANIUM DIOXIDE","15FIX9V2JP","titanium dioxide"
"b2d81a35-57c9-452c-b6e5-25e1501a13f4","approved","ACETAMINOPHEN","362O9ITL9D","acetaminophen"
"4a9e3c96-e989-455b-9dc1-d5c26aafe7b4","approved","ALDESLEUKIN","M89N0Q7EQR","aldesleukin"
"91648dda-d345-4b8e-8730-68add512173a","approved","BISACODYL","10X0709Y6I","bisacodyl"
NA,NA,NA,NA,"alogliptin (alogliptin benzoate)"
"e667f857-adce-407d-865b-1d14911e00aa","approved","SODIUM NITRITE","M0KG633D4F","sodium nitrite"
"21811e95-f0b3-47be-b170-7c104aabd666","approved","PHYTONADIONE, (E)-","S5Z3U87QHF","vitamin k1"
"c04477c0-901a-4651-a08e-5e19b14d1092","approved","PHYTONADIONE","A034SE7857","vitamin k1"
"91ea8d6c-ff21-4133-8068-6b2fc3d4a4fd","approved","OXALIPLATIN","04ZR38536J","oxaliplatin"
"5062be6d-7136-4b86-95a2-87da1d166834","approved","KETOPROFEN","90Y4QC304K","ketoprofen"
"013bb5ad-c998-40e8-aa19-36d8d6177d72","approved","CLOZAPINE","J60AR2IKIC","clozapine"
"00e8644f-c8ee-4c45-afe4-ba4f1a2817b8","approved","BRIVARACETAM","U863JGG2IA","brivaracetam"
"800f16ad-4781-449e-93dc-6e33e0be66db","approved","SCOPOLAMINE HYDROBROMIDE ANHYDROUS","R3K67DRL3J","scopolamine hydrobromide"
"813027f2-b687-44e8-b113-93dc0285ee54","approved","SCOPOLAMINE HYDROBROMIDE","451IFR0GXB","scopolamine hydrobromide"
"9f0ad8ce-9c4e-4465-9ff2-c142b935f12e","approved","STREPTOZOCIN","5W494URQ81","streptozocin"
"eb880a49-429d-41a1-a1b4-c6e06f33c7d6","non-approved","DIMETHICONE PEG-8 PHOSPHATE","8VW6V1O6KF","silicone"
"b07403a4-ea42-4780-9e7e-0bba709cfbf6","approved","TRIMETHYLSILOXYSILICATE (M/Q 0.8-1.0)","25LXE464L2","silicone"
"7c5d21b8-e6cd-41c2-8883-7e8d6b6a1d4e","approved","TRIMETHYLSILOXYSILICATE (M/Q 1.0-1.2)","78GX033D7I","silicone"
"b1a25055-b3a5-45b2-8bec-eccb01d8c97e","approved","CAPRYLYL TRIMETHICONE","H6HK6E4EB1","silicone"
"48d33b8f-569a-4227-ba64-dcfa0fc92f50","non-approved","DIMETHICONE CROSSPOLYMER (250000-580000 MPA.S 12% IN CYCLOPENTASILOXANE)","UF7620L1W6","silicone"
"8fc764d7-990d-4874-8850-a9548687b0af","non-approved","DIMETHICONE CROSSPOLYMER (450000 MPA.S AT 12% IN CYCLOPENTASILOXANE)","UF7620L1W6","silicone"
"fa633776-d649-47ce-992d-44f52222e241","non-approved","DIMETHICONE/DIENE DIMETHICONE CROSSPOLYMER","RSA9I561OK","silicone"
"c5ad35a9-9788-48ff-b545-f6bb3a4ddab5","non-approved","DIMETHICONE PEG-7 ISOSTEARATE","JVS3399FNW","silicone"
"c6641307-2ae4-4f6b-8e76-26cba2aa148a","approved","STEAROXYTRIMETHYLSILANE","9862TW94B2","silicone"
"16cc3ff4-8b43-41ba-8868-ea83ebe773c7","approved","DIMETHICONE 20","H8YMB5QY0D","silicone"
NA,NA,NA,NA,"dornase alfa"
"a453341a-4615-4a63-b4b6-f61654781f55","non-approved","C1 ESTERASE INHIBITOR (HUMAN)","6KIC4BB60G","c1 esterase inhibitor (human)"
"49e5fde1-4331-473c-a751-2316ec6ba08a","approved","HUMAN C1-ESTERASE INHIBITOR","6KIC4BB60G","c1 esterase inhibitor (human)"
NA,NA,NA,NA,"fosamprenavir (fosamprenavir calcium)"
"ccdd116a-ea47-4f09-841b-6332a80f20fa","approved","ATOVAQUONE","Y883P1Z2LT","atovaquone"
"d6e244a5-50c3-4b22-afd8-7c6a4e5e6795","approved","VALSARTAN","80M03YXJ7I","valsartan"
"96fee70d-78a0-440b-833c-3e3baab6238e","approved","IRINOTECAN HYDROCHLORIDE ANHYDROUS","06X131E4OE","irinotecan hydrochloride"
"8fba008d-91f9-430c-80f8-1c1412e194f4","approved","IRINOTECAN HYDROCHLORIDE","042LAQ1IIS","irinotecan hydrochloride"
NA,NA,NA,NA,"copper (copper sulfate)"
"5fd9c2da-d304-490d-a33a-56f31bd6277c","approved","OXCARBAZEPINE","VZI5B1W380","oxcarbazepine"
"38f253e0-37ad-4b9d-85ce-a06055e8d573","approved","PIRFENIDONE","D7NLD2JX7U","pirfenidone"
NA,NA,NA,NA,"iodine (ethiodized oil)"
"dd8f0400-bbe3-46f0-a00e-64fb2faaeeb9","approved","SODIUM IODIDE","F5WR8N145C","sodium iodide"
"7d2ff67d-3d2e-49e1-aa78-79c565f7576c","approved","NIMODIPINE","57WA9QZ5WH","nimodipine"
NA,NA,NA,NA,"recombinant human papillomavirus type 52 l1 protein"
"78464f4c-37a9-498a-8091-f53657b15cc8","approved","DERMATOPHAGOIDES PTERONYSSINUS","57L1Z5378K","dermatophagoides pteronyssinus"
NA,NA,NA,NA,"almotriptan (almotriptan malate)"
NA,NA,NA,NA,"loxapine (loxapine hydrochloride)"
NA,NA,NA,NA,"recombinant neisseria meningitidis group b fhbp fusion protein"
"4697d9e4-6ef9-4b9d-90b7-7d1d3573b9ee","approved","FELODIPINE","OL961R6O2C","felodipine"
"307b2838-158b-4793-acfb-8623625f3220","approved","LEVOBUNOLOL HYDROCHLORIDE","O90S49LDHH","levobunolol hydrochloride"
NA,NA,NA,NA,"mycophenolate mofetil (mycophenolate mofetil hydrochloride)"
NA,NA,NA,NA,"pertussis toxoid"
NA,NA,NA,NA,"desmopressin acetate (desmopressin acetate trihydrate)"
"85c23e79-b1d2-49c0-b561-cf73265ee37c","approved","ADENINE","JAC85A2161","adenine"
"42d4af89-56b5-499d-9a4c-4025c560759e","approved","LATANOPROST","6Z5B6HVF6O","latanoprost"
"72cc0bec-0f11-40f3-9ca7-0cab3f330ebb","approved","TIMOLOL ANHYDROUS","5JKY92S7BR","timolol"
"aeb633ec-3d42-4970-b948-00a0c52dcaef","approved","TIMOLOL","817W3C6175","timolol"
"5185d294-9063-4e86-bbe8-23971828feb5","approved","ETRAVIRINE","0C50HW4FO1","etravirine"
NA,NA,NA,NA,"tetracaine (tetracaine hydrochloride)"
"d08d6e4a-8219-4579-904a-eb5ea7f28b85","approved","TAMSULOSIN","G3P28OML5I","tamsulosin"
NA,NA,NA,NA,"cetrorelix (cetrorelix acetate)"
"e1e02eda-3877-4a5c-a451-77b22472ce48","approved","DIDANOSINE","K3GDH6OH08","didanosine"
"0232305f-3ab7-4540-804e-de935d9ac71f","approved","SARILUMAB","NU90V55F8I","sarilumab"
"67628e50-ffaa-47dd-a0e3-b40f9289eae2","approved","METHYLNALTREXONE BROMIDE","RFO6IL3D3M","methylnaltrexone bromide"
NA,NA,NA,NA,"phenytoin (base)"
"0fae7583-9488-4d28-a17a-90df1d428ef3","FAILED","ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT","P89DR4NY54","antihemophilic factor (recombinant)"
"eb6578c0-6e50-42f7-9b6c-f16615cbf720","non-approved","ECULIZUMAB","A3ULP0F556","eculizumab"
"3784d0e4-c1f8-4237-bfc2-66b5b03b2ebc","approved","ASCORBIC ACID","PQ6CK8PD0R","vitamin c"
"b64f66ef-dbe9-450b-b4e8-d7cb1102a610","approved","FLUDROCORTISONE ACETATE","V47IF0PVH4","fludrocortisone 21-acetate"
NA,NA,NA,NA,"erlotinib (erlotinib hydrochloride)"
"7d5b975e-cae1-479a-9f89-565e43cfad12","approved","DIPIVEFRIN HYDROCHLORIDE","5QTH9UHV0K","dipivefrin hydrochloride"
NA,NA,NA,NA,"prochlorperazine (prochlorperazine maleate)"
"ea005d8d-3801-4194-885e-b4658cae6cad","approved","METHENAMINE MANDELATE","695N30CINR","methenamine mandelate"
"804817d8-db0b-4970-aee0-bc04f3aff04e","approved","VANCOMYCIN HYDROCHLORIDE","71WO621TJD","vancomycin hydrochloride"
"e834ffdd-a751-42ff-938f-efbcd1172e03","approved","VENETOCLAX","N54AIC43PW","venetoclax"
"9f0274cf-0b84-4283-83e5-e3f16b406df2","approved","AMYLMETACRESOL","05W904P57F","amylmetacresol"
NA,NA,NA,NA,"loxapine (loxapine succinate)"
"552a90da-927d-4b86-9b2a-26dc9e702fa9","approved","DIENOGEST","46M3EV8HHE","dienogest"
NA,NA,NA,NA,"pneumococcal polysaccharide serotype 9n"
"0e0c1169-85b6-4254-88ce-51cd7dd4fd45","non-approved","ENOXAPARIN SODIUM","8NZ41MIK1O","enoxaparin sodium"
"627e7915-b2c0-4ed2-bad2-bfcb8b897fc0","non-approved","BACILLUS CALMETTE-GUERIN (BCG), SUBSTRAIN CONNAUGHT","5H5854UBMZ","bacillus calmette-guerin (bcg) substrain connaught"
"8381542f-e75f-4f4d-99be-83f33c98d1f8","approved","BACILLUS CALMETTE-GUERIN SUBSTRAIN CONNAUGHT LIVE ANTIGEN","5H5854UBMZ","bacillus calmette-guerin (bcg) substrain connaught"
"cca4e68f-e042-40ed-bf1c-906af645c295","approved","AXITINIB","C9LVQ0YUXG","axitinib"
"f0d398bd-e080-462f-aeeb-4a89cae55ef5","approved","VINBLASTINE SULFATE","N00W22YO2B","vinblastine sulfate"
"c74d6de8-22ee-4bd2-a437-779f5f0179f6","approved","BACITRACIN ZINC","89Y4M234ES","bacitracin zinc"
"d7c4935f-1a1a-4418-8a4b-1059c2ef786b","approved","LEVOCARNITINE","0G389FZZ9M","levocarnitine"
"021b797d-03d0-4342-91cc-20c8f971d62d","approved","IODIPAMIDE MEGLUMINE","X064O0Y1A4","meglumine iodipamide"
"b3ae9655-e4d1-46dc-b31a-eb0b8914b948","approved","DICHLOROBENZYL ALCOHOL","1NKX3648J9","dichlorobenzyl alcohol"
NA,NA,NA,NA,"valganciclovir (valganciclovir hydrochloride)"
"8bf3a3d9-63c1-42e3-bba7-5a71f31fdec7","approved","NEDOCROMIL SODIUM","ET8IF4KS1T","nedocromil sodium"
"bdd06562-3a78-41ac-b139-1a23019e357e","approved","CLORAZEPATE DIPOTASSIUM","63FN7G03XY","clorazepate dipotassium"
"93b9141f-8693-4305-886a-e89dec12ba72","approved","HEXAMINOLEVULINATE HYDROCHLORIDE","D4F329SL1O","hexaminolevulinate hydrochloride"
NA,NA,NA,NA,"inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney"
"6853a2e9-0907-4372-8e74-e40fb2585a59","non-approved","ATROPA BELLADONNA","WQZ3G9PF0H","belladonna"
"30e40ab0-1fa7-4106-a79a-ac99737f61c8","approved","ATROPA BELLA-DONNA WHOLE","DSV74G1P2J","belladonna"
"303c0b8c-18e2-43c2-ae53-07caff6c7753","approved","LEVODOPA","46627O600J","levodopa"
"3765fa79-1565-4502-bd2e-954f20d8eefb","approved","ZANAMIVIR","L6O3XI777I","zanamivir"
"81ea1ef3-3781-48b3-8624-a69124fdcd0f","approved","PROPYLTHIOURACIL","721M9407IY","propylthiouracil"
"3fea16b0-c9cc-423c-8277-b40d2f4ab617","approved","ARGININE","94ZLA3W45F","arginine"
NA,NA,NA,NA,"caspofungin (caspofungin acetate)"
"623bbc97-cdff-4204-8766-ba4c076b5ab0","approved","MYROXYLON BALSAMUM VAR. BALSAMUM WHOLE","5OU0811D9J","myroxylon balsamum"
"4704099d-288f-413b-88e4-cd441d5424ed","approved","MYROXYLON BALSAMUM VAR. PEREIRAE WHOLE","HRU5QSV2AW","myroxylon balsamum"
"47e872fa-c15f-46b4-833f-2fd0fb1fbc85","approved","BALSAM PERU","8P5F881OCY","myroxylon balsamum"
"2ac5e00e-2c50-4050-961e-7805b675cc48","approved","TOLU BALSAM","TD2LE91MBE","myroxylon balsamum"
"5806138a-a353-4b63-a6a6-e7f51728b7e6","approved","BALSAM PERU OIL","DIK0395679","myroxylon balsamum"
NA,NA,NA,NA,"haemagglutinin-strain b"
"c1d7117a-8a9a-4687-bd08-a78f8d08ff2f","approved","ISOTRETINOIN","EH28UP18IF","isotretinoin"
"5cf1052e-13a8-4fe2-b247-6b2c8f662169","approved","ARSENIC TRIOXIDE","S7V92P67HO","arsenic trioxide"
"59b2a1e5-be49-4466-8ced-0c3ae0d57d2a","approved","LEUCINE","GMW67QNF9C","l-leucine"
"b2a7743e-8184-4a62-8a2c-b17c7dd45e6c","approved","PANCURONIUM BROMIDE","U9LY9Y75X2","pancuronium bromide"
"5f1ebae7-7e66-479c-9bba-c079ae5dd752","approved","CLAVULANIC ACID","23521W1S24","clavulanic acid"
"89deb206-fb97-4589-98ea-3422927d305a","approved","LOVASTATIN","9LHU78OQFD","lovastatin"
"dd54c88b-e458-42c9-b191-356af31b7625","approved","ALANINE","OF5P57N2ZX","l-alanine"
NA,NA,NA,NA,"zinc (zinc sulfate)"
"01744461-762b-4e45-bd0a-d9ee516186f5","approved","ANTIPYRINE","T3CHA1B51H","antipyrine"
"d03f2746-d67d-4cda-b1e9-8500fb8838ae","approved","PRAMIPEXOLE","83619PEU5T","pramipexole"
"b895b4b2-697b-42a5-951e-ec4a1863fe98","approved","HYDROCHLOROTHIAZIDE","0J48LPH2TH","hydrochlorothiazide"
NA,NA,NA,NA,"edoxaban (edoxaban tosylate)"
"14ad7a22-5178-4501-8323-ae31070883ab","approved","GRAZOPREVIR","4O2AB118LA","grazoprevir"
"a142a489-0f14-4980-aa18-b7ef6b23745f","approved","GRAZOPREVIR ANHYDROUS","8YE81R1X1J","grazoprevir"
"f2a4b405-1a3f-465b-8016-f3b662524774","approved","VORICONAZOLE, (+/-)-","USG4B1CD29","voriconazole"
"487ad29e-a718-4e0e-8edf-94fad3360df0","approved","VORICONAZOLE","JFU09I87TR","voriconazole"
"2e72b35f-3356-461c-8e26-4881bd7f0341","approved","IDURSULFASE","5W8JGG2651","idursulfase"
NA,NA,NA,NA,"vitamin c (calcium ascorbate)"
"1e02ab7c-3a75-4597-8750-de90a3d19606","approved","AMBRISENTAN, (+/-)-","7B43003091","ambrisentan"
"e398ac60-dc1e-4d74-ad06-86f570d68507","approved","AMBRISENTAN","HW6NV07QEC","ambrisentan"
"898a4bcb-9648-4d62-ada9-19c92917a0f9","approved","TOCILIZUMAB","I031V2H011","tocilizumab"
"4565b9dc-fdb6-4a0b-a859-4eb8e323e0da","non-approved","SINECATECHINS","T432289GYZ","sinecatechins"
"a4f57c31-19e6-47fc-91a5-350ec8f9c270","approved","OBINUTUZUMAB","O43472U9X8","obinutuzumab"
"8f762aa1-a465-42a7-a6e0-beee7a75c875","approved","ANHYDROUS DEXTROSE","5SL0G7R0OK","dextrose anhydrous"
"05cec194-990d-405f-873f-3ac9d6dc38a5","approved","CYCLOSPORINE","83HN0GTJ6D","cyclosporine"
"62ac93e8-41cb-491b-9e23-e3101a967c2e","approved","IDELALISIB","YG57I8T5M0","idelalisib"
NA,NA,NA,NA,"vitamin a (retinol palmitate)"
NA,NA,NA,NA,"leucovorin (leucovorin calcium)"
"c25e9cac-3fdf-4cea-adf7-04564ad8d8f2","non-approved","NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","RE9A0H8OAB","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"7a624ed2-7293-42e5-a40f-3b2c0a01d6d2","non-approved","NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","2J57K2523T","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"0f49159f-de41-4a24-b4bc-4280e5fbb65b","non-approved","NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN","MI340WV90B","meningococcal polysaccharide-diphtheria toxoid conjugate, group a"
"0ec8d536-0e71-436c-89c1-2b9dd98e447e","approved","CATRIDECACOG","NU23Q531G1","catridecacog"
"69057b4d-39be-4924-a6c6-be81998d1ec8","approved","ORPHENADRINE CITRATE","X0A40N8I4S","orphenadrine citrate"
"5a5211a1-6efe-4149-a527-689956979b33","approved","PINDOLOL","BJ4HF6IU1D","pindolol"
"e5b9abec-9486-4046-8974-3706ef0cef62","approved","DEQUALINIUM CHLORIDE","XYS8INN1I6","dequalinium chloride"
NA,NA,NA,NA,"selenium (selenium hvp chelate)"
"6a291405-76c2-4050-99e4-8b87509e44e8","approved","PENTAZOCINE","RP4A60D26L","pentazocine"
"8ad54558-b19f-45a8-92fb-a18ce89774b7","approved","FLUCONAZOLE","8VZV102JFY","fluconazole"
"532b838c-9580-468d-a588-164e384979fd","approved","ROMIDEPSIN","CX3T89XQBK","romidepsin"
"a92cde75-f619-4e50-beee-2361607fb4ed","approved","TRAMETINIB","33E86K87QN","trametinib"
NA,NA,NA,NA,"simoctocog alfa"
"496fe1b3-6519-479f-a970-8a21ce3fc790","approved","MONTELUKAST","MHM278SD3E","montelukast"
"87ff0490-494a-4250-ad07-4ebc4878346d","approved","PECTIN, APPLE","O2ZUP321U8","pectin"
"6415340b-3eed-4ec6-9603-9e5d3489489e","approved","PECTIN, CITRUS","47EQO8LE7H","pectin"
"13f71cf8-069e-48e4-8e8b-02d7791e4730","approved","PECTIN","89NA02M4RX","pectin"
"cef0afe6-ae58-4650-998e-6b6a8635cb28","approved","PROCYCLIDINE","C6QE1Q1TKR","procyclidine"
"75c3d17a-7ac1-4a09-8acd-b27af5bb63c8","approved","VERAPAMIL","CJ0O37KU29","verapamil"
NA,NA,NA,NA,"vibrio cholerae inaba 6973 e1 tor biotype, formalin inactivated"
"42c5fff2-1352-4f40-927b-f933ac086afa","approved","DEOXYCHOLIC ACID","005990WHZZ","deoxycholic acid"
"1511331e-d905-4c40-baec-6e6545cf095f","approved","GUAIFENESIN","495W7451VQ","guaifenesin"
"2e162c16-02ba-4a4f-a101-de10f6ada4d0","approved","IPILIMUMAB","6T8C155666","ipilimumab"
"e9e67676-b6fc-4da9-a273-d8c9035c50b5","non-approved","PENTOSAN POLYSULFATE SODIUM","914032762Y","pentosan polysulfate sodium"
NA,NA,NA,NA,"pazopanib (pazopanib hydrochloride)"
"b10fb7c6-70d4-4bf2-b513-d057fbb61bd0","approved","CAPTOPRIL","9G64RSX1XD","captopril"
NA,NA,NA,NA,"belimumab"
"53c57f2c-713a-4f87-b08f-78ef81b56360","approved","ULIPRISTAL ACETATE","YF7V70N02B","ulipristal acetate"
NA,NA,NA,NA,"pneumococcal polysaccharide serotype 17f"
"63ef5734-bdec-45db-b94e-17c7ace2a1d2","approved","LYSINE HYDROCHLORIDE","JNJ23Q2COM","l-lysine hydrochloride"
"d8dc466a-0ab4-4851-b274-a32cdfaecaf2","approved","VIGABATRIN","GR120KRT6K","vigabatrin"
"b789828a-ef2a-46d1-9d05-db57e64a66e0","approved","INSULIN PORK","AVT680JB39","insulin pork"
"bd9af4e4-6080-482f-a0df-20723e436a9f","approved","RIFAXIMIN","L36O5T016N","rifaximin"
"a591ea40-cadc-4105-b6a2-98bdd792ea75","approved","SODIUM IOXITHALAMATE","8P8Y8ZXJ8Y","sodium ioxitalamate"
"15277799-cd0a-4e34-a69c-652ad9bfc3eb","approved","RITONAVIR","O3J8G9O825","ritonavir"
"c6cfd701-e27a-4534-8092-520d1fec5284","non-approved","LIPASE","8MYC33932O","lipase"
"12cd83c5-b6cc-4c86-9527-076f8e13fc44","non-approved","PANCRELIPASE","FQ3DRG0N5K","lipase"
"a3d87e19-576f-4652-8d9e-6dc099a449cd","approved","TRANEXAMIC ACID","6T84R30KC1","tranexamic acid"
NA,NA,NA,NA,"lysine (lysine acetate)"
"943051f8-78c8-497d-a5d7-b33351889bdb","approved","BETHANECHOL CHLORIDE","H4QBZ2LO84","bethanechol chloride"
"c60b4406-78eb-4508-837f-f872188708f1","non-approved",".ALPHA.1-PROTEINASE INHIBITOR (HUMAN)","F43I396OIS","alpha 1-proteinase inhibitor (human)"
"11b547e6-fa9c-4d07-89fd-ffdf95e8ae9e","approved",".ALPHA.1-PROTEINASE INHIBITOR HUMAN","F43I396OIS","alpha 1-proteinase inhibitor (human)"
"ac465f72-0b3d-4376-aeaa-2034cde44f92","approved","THREONINE, DL-","TFM6DU5S6A","threonine"
"6a90f129-5bda-422f-8d47-6d40a0e66b62","approved","THREONINE","2ZD004190S","threonine"
"f495643d-7a2c-4546-8575-15aafd5968b2","approved","EMPAGLIFLOZIN","HDC1R2M35U","empagliflozin"
"30f76f0a-07c9-4490-baf4-951606033bce","approved","INSULIN GLARGINE","2ZM8CX04RZ","insulin glargine"
"ce0fc5d2-1678-443a-a241-99d8752ee269","non-approved","STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN","TGJ6YZC4W7","pneumococcal polysaccharide serotype 4"
"c72c54fa-b260-47a7-af54-734424069f4e","approved","CERITINIB","K418KG2GET","ceritinib"
"76a2ca4d-41c9-4fff-b4a6-53cd8d244426","approved","INDOCYANINE GREEN","IX6J1063HV","indocyanine green"
"f008262f-9024-49f8-a85d-f6b058a6eeee","approved","ADO-TRASTUZUMAB EMTANSINE","SE2KH7T06F","trastuzumab emtansine"
"63ab01a1-aa7d-4349-a487-71ab210e01f7","approved","PREGABALIN","55JG375S6M","pregabalin"
"e407595c-0584-421f-98b3-a55ef31280bb","approved","LARONIDASE","WP58SVM6R4","laronidase"
"d7c51ab6-8989-4bfc-b96d-b1d28181e40b","approved","MESALAMINE","4Q81I59GXC","mesalazine"
NA,NA,NA,NA,"lanthanum (lanthanum carbonate hydrate)"
NA,NA,NA,NA,"rabies vaccine inactivated (human diploid-cell culture)"
NA,NA,NA,NA,"pneumococcal polysaccharide serotype 3"
"556bbe46-5081-490c-b4de-7aa25fc2b948","approved","IOVERSOL","N3RIB7X24K","ioversol"
"f3d1bb96-e3ce-4004-b8ca-b65956f67948","approved","CHLOROQUINE PHOSPHATE","6E17K3343P","chloroquine diphosphate"
"c417e229-25df-4d70-ac9a-3056efd2e168","approved","CALCIUM SACCHARATE","6AP9J91K4V","calcium saccharate"
"09dc9538-4011-4123-ae97-497e165ec73c","approved","CALCIUM SACCHARATE ANHYDROUS","SST07NLK7J","calcium saccharate"
"e0a12b1d-5fdc-4a97-b88d-edbddd4c0d60","approved","BEZAFIBRATE","Y9449Q51XH","bezafibrate"
"3f95c94c-0530-4a00-aa69-d71944f60a78","approved","AMILORIDE HYDROCHLORIDE ANHYDROUS","7M458Q65S3","amiloride hydrochloride"
"ed864042-7e74-4b0b-b75e-28e7a4f67e28","approved","AMILORIDE HYDROCHLORIDE","FZJ37245UC","amiloride hydrochloride"
NA,NA,NA,NA,"buffer solution"
"74a1a12a-58b8-4f17-b560-ae3942e7917d","approved","ALLANTOIN","344S277G0Z","allantoin"
"0edbda2c-54b3-4a27-9ea6-fe68e78e85fb","approved","MEGESTROL ACETATE","TJ2M0FR8ES","megestrol acetate"
"1976429e-5a38-41cf-a381-c7a4ca8d2ffb","approved","NORMETHADONE","KR2L2A68XL","normethadone"
NA,NA,NA,NA,"haemagglutinin-strain b (yamagata)"
"39e906f6-d065-46f7-8749-f7bfcb4ee625","approved","DEXAMETHASONE SODIUM PHOSPHATE","AI9376Y64P","dexamethasone sodium phosphate"
"f6fa5285-8c93-48c3-bb85-8c1250af0ffd","approved","FD&C RED NO. 3","PN2ZH5LOQY","erythrosine"
"c3344b4c-1f20-4b3e-acf2-bebad2ff2485","non-approved","RHO(D) IMMUNE GLOBULIN (HUMAN)","48W7181FLP","rho d immune globulin human"
"9b635578-c5d9-4995-baa4-88422c79cf58","non-approved","RHO(D) IMMUNE GLOBULIN HUMAN","48W7181FLP","rho d immune globulin human"
"7de4b6c1-ce50-4760-9ce0-6c49c03df1e3","approved","HUMAN RHO(D) IMMUNE GLOBULIN","48W7181FLP","rho d immune globulin human"
"957a57e8-6863-42d5-8e42-5b247a6efd22","approved","LOPERAMIDE HYDROCHLORIDE","77TI35393C","loperamide hydrochloride"
"2a020c85-d9c1-4937-8ce2-c290d18e6c5a","approved","ASFOTASE ALFA","Z633861EIM","asfotase alfa"
"15c8dc8c-7b0a-438c-8bdd-edce5f949019","approved","IMIGLUCERASE","Q6U6J48BWY","imiglucerase"
"23c4fd28-2108-4edd-87e1-2a940b5617a4","approved","FUSIDIC ACID","59XE10C19C","fusidic acid"
"cca69267-2400-4f72-a9b3-3d41705e0776","approved","DANAZOL","N29QWW3BUO","danazol"
NA,NA,NA,NA,"outer membrane vesicles (neisseria meningitidis group b nz98/254 strain)"
NA,NA,NA,NA,"rupatadine (rupatadine fumarate)"
"5abb264c-ee0e-4021-a743-3b37826db117","approved","SODIUM PHOSPHATE, DIBASIC","GR686LBA74","sodium phosphate dibasic"
"3d0d6d40-d3b4-46d8-83e1-6aadf054fe42","approved","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS","22ADO53M6F","sodium phosphate dibasic"
"3a27e31c-b98a-4edf-93d9-597cea2a58b6","approved","CEFIXIME ANHYDROUS","XZ7BG04GJX","cefixime"
"b21ad975-a7f2-4d75-a57f-cac90b668a82","approved","CEFIXIME","97I1C92E55","cefixime"
"9873f483-3381-4016-8bbf-61ab05b442fd","approved","NYLIDRIN HYDROCHLORIDE","EC69E3PW7E","nylidrin hydrochloride"
NA,NA,NA,NA,"eltrombopag (eltrombopag olamine)"
"d5659912-eae2-4e98-9ef2-fa084d03704e","approved","CARBACHOL","8Y164V895Y","carbachol"
"a6457ba8-b1f2-4ebc-9e93-237b85003e1a","approved","SERINE","452VLY9402","serine"
