"formal_description_ntp","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code","en_display","fr_display"
"hydrochlorothiazide 12.5 mg and olmesartan medoxomil 40 mg oral tablet",TRUE,4,FALSE,2008-12-22,9001624,NA,NA
"hydrochlorothiazide 25 mg and olmesartan medoxomil 40 mg oral tablet",TRUE,4,FALSE,2008-12-22,9001625,NA,NA
"olmesartan medoxomil 20 mg oral tablet",TRUE,7,FALSE,2008-12-22,9001626,NA,NA
"olmesartan medoxomil 40 mg oral tablet",TRUE,7,FALSE,2008-12-22,9001627,NA,NA
"alcohol anhydrous 70 % and benzalkonium chloride 0.15 % cutaneous liquid",TRUE,1,FALSE,2009-01-02,9001628,NA,NA
"drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet",TRUE,2,FALSE,2009-01-06,9001629,NA,NA
"alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL wipe",TRUE,1,FALSE,2009-01-20,9001630,NA,NA
"alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL cutaneous spray",TRUE,1,FALSE,2009-01-24,9001631,NA,NA
"methotrexate (methotrexate sodium) 10 mg per 1 mL solution for injection syringe",TRUE,1,FALSE,2009-01-26,9001632,NA,NA
"methotrexate (methotrexate sodium) 15 mg per 1.5 mL solution for injection 1.5 mL syringe",TRUE,1,FALSE,2009-01-26,9001633,NA,NA
"methotrexate (methotrexate sodium) 7.5 mg per 0.75 mL solution for injection 0.75 mL syringe",TRUE,1,FALSE,2009-01-26,9001634,NA,NA
"betamethasone (betamethasone dipropionate) 0.5 mg per g and calcipotriol (calcipotriol monohydrate) 50 mcg per g cutaneous gel",TRUE,1,FALSE,2009-01-28,9001635,NA,NA
"chlorhexidine gluconate 2 % and isopropyl alcohol 70 % swab",TRUE,2,FALSE,2009-02-24,9001636,NA,NA
"desvenlafaxine (desvenlafaxine succinate) 50 mg prolonged-release oral tablet",TRUE,1,FALSE,2009-03-05,9001637,NA,NA
"desvenlafaxine (desvenlafaxine succinate) 100 mg prolonged-release oral tablet",TRUE,1,FALSE,2009-03-06,9001638,NA,NA
"benzalkonium chloride 0.13 % per mL and pramoxine hydrochloride 1 % per mL cutaneous spray",TRUE,1,FALSE,2009-03-12,9001639,NA,NA
"quetiapine (quetiapine fumarate) 150 mg prolonged-release oral tablet",TRUE,5,FALSE,2009-04-14,9001640,NA,NA
"indapamide 2.5 mg and perindopril erbumine 8 mg oral tablet",TRUE,1,FALSE,2009-05-07,9001641,NA,NA
"naproxen sodium 220 mg oral tablet",TRUE,5,FALSE,2009-06-15,9001642,NA,NA
"bimatoprost 0.01 % ophthalmic drops",TRUE,1,FALSE,2009-06-16,9001643,NA,NA
"levofloxacin 750 mg oral tablet",TRUE,6,FALSE,2009-06-24,9001644,NA,NA
"amlodipine (amlodipine besylate) 2.5 mg oral tablet",TRUE,14,FALSE,2009-07-15,9001645,NA,NA
"acetaminophen 650 mg per 15 mL and chlorpheniramine maleate 4 mg per 15 mL and dextromethorphan hydrobromide 30 mg per 15 mL oral liquid",TRUE,1,FALSE,2009-07-23,9001646,NA,NA
"acetaminophen 650 mg per 15 mL oral liquid",TRUE,1,FALSE,2009-07-23,9001647,NA,NA
"lisdexamfetamine dimesylate 30 mg oral capsule",TRUE,1,FALSE,2009-08-04,9001648,NA,NA
"lisdexamfetamine dimesylate 50 mg oral capsule",TRUE,1,FALSE,2009-08-04,9001649,NA,NA
"acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 20 mg per 30 mL and phenylephrine hydrochloride 10 mg per 30 mL oral liquid",TRUE,1,FALSE,2009-08-23,9001650,NA,NA
"timolol (timolol maleate) 0.5 % and NA 1 % ophthalmic drops",TRUE,1,FALSE,2009-08-25,9001651,NA,NA
"azithromycin 200 mg per 5 mL powder for oral suspension",TRUE,3,FALSE,2009-09-08,9001652,NA,NA
"enalapril sodium 32 mg oral tablet",TRUE,1,FALSE,2009-09-15,9001653,NA,NA
"candesartan cilexetil 32 mg and hydrochlorothiazide 12.5 mg oral tablet",TRUE,5,FALSE,2009-09-28,9001654,NA,NA
"candesartan cilexetil 32 mg and hydrochlorothiazide 25 mg oral tablet",TRUE,4,FALSE,2009-09-28,9001655,NA,NA
"aripiprazole 10 mg oral tablet",TRUE,1,FALSE,2009-09-30,9001656,NA,NA
"aripiprazole 15 mg oral tablet",TRUE,1,FALSE,2009-09-30,9001657,NA,NA
"aripiprazole 20 mg oral tablet",TRUE,1,FALSE,2009-09-30,9001658,NA,NA
"aripiprazole 2 mg oral tablet",TRUE,1,FALSE,2009-09-30,9001659,NA,NA
"aripiprazole 30 mg oral tablet",TRUE,1,FALSE,2009-09-30,9001660,NA,NA
"aripiprazole 5 mg oral tablet",TRUE,1,FALSE,2009-09-30,9001661,NA,NA
"clopidogrel (clopidogrel bisulfate) 300 mg oral tablet",TRUE,3,FALSE,2009-09-30,9001662,NA,NA
"metformin hydrochloride 1000 mg and sitagliptin (sitagliptin phosphate) 50 mg oral tablet",TRUE,1,FALSE,2009-10-08,9001663,NA,NA
"metformin hydrochloride 500 mg and sitagliptin (sitagliptin phosphate) 50 mg oral tablet",TRUE,1,FALSE,2009-10-08,9001664,NA,NA
"metformin hydrochloride 850 mg and sitagliptin (sitagliptin phosphate) 50 mg oral tablet",TRUE,1,FALSE,2009-10-08,9001665,NA,NA
"testosterone undecanoate 40 mg oral capsule",TRUE,2,FALSE,2009-10-08,9001666,NA,NA
"azithromycin (azithromycin hydrogen citrate) 500 mg per vial powder for solution for injection",TRUE,1,FALSE,2009-10-14,9001667,NA,NA
"saxagliptin (saxagliptin hydrochloride) 5 mg oral tablet",TRUE,1,FALSE,2009-10-29,9001668,NA,NA
"pregabalin 225 mg oral capsule",TRUE,6,FALSE,2009-11-18,9001669,NA,NA
"epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe",TRUE,1,FALSE,2009-11-23,9001670,NA,NA
"epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe",TRUE,1,FALSE,2009-11-23,9001671,NA,NA
"aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 12.5 mg oral tablet",TRUE,1,FALSE,2009-11-24,9001672,NA,NA
"aliskiren (aliskiren fumarate) 150 mg and hydrochlorothiazide 25 mg oral tablet",TRUE,1,FALSE,2009-11-24,9001673,NA,NA
"aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 12.5 mg oral tablet",TRUE,1,FALSE,2009-11-24,9001674,NA,NA
"aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet",TRUE,1,FALSE,2009-11-24,9001675,NA,NA
"progesterone 100 mg effervescent vaginal tablet",TRUE,1,FALSE,2009-11-30,9001676,NA,NA
"mometasone furoate 0.1 % cutaneous solution",TRUE,1,FALSE,2009-12-01,9001677,NA,NA
"atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule",TRUE,5,FALSE,2009-12-16,9001678,NA,NA
"atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule",TRUE,5,FALSE,2010-01-08,9001679,NA,NA
"carbidopa 18.75 mg and entacapone 200 mg and levodopa 75 mg oral tablet",TRUE,1,FALSE,2010-01-20,9001680,NA,NA
"carbidopa 31.25 mg and entacapone 200 mg and levodopa 125 mg oral tablet",TRUE,1,FALSE,2010-01-20,9001681,NA,NA
"chlorpheniramine maleate 1 mg per 5 mL and ibuprofen 100 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension",TRUE,1,FALSE,2010-01-26,9001682,NA,NA
"benzalkonium chloride 0.125 % cutaneous solution",TRUE,2,FALSE,2010-02-25,9001683,NA,NA
"hydromorphone hydrochloride 16 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-03-04,9001684,NA,NA
"hydromorphone hydrochloride 32 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-03-04,9001685,NA,NA
"hydromorphone hydrochloride 4 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-03-04,9001686,NA,NA
"hydromorphone hydrochloride 8 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-03-04,9001687,NA,NA
"benzalkonium chloride 0.13 % wipe",TRUE,8,FALSE,2010-04-05,9001688,NA,NA
"tacrolimus 3 mg prolonged-release oral capsule",TRUE,1,FALSE,2010-04-05,9001689,NA,NA
"calcitriol 3 mcg per g cutaneous ointment",TRUE,1,FALSE,2010-04-09,9001690,NA,NA
"articaine hydrochloride 40 mg per mL and epinephrine bitartrate 0.009 mg per mL solution for injection",TRUE,2,FALSE,2010-04-12,9001691,NA,NA
"articaine hydrochloride 40 mg per mL and epinephrine bitartrate 0.018 mg per mL solution for injection",TRUE,2,FALSE,2010-04-12,9001692,NA,NA
"lisdexamfetamine dimesylate 20 mg oral capsule",TRUE,1,FALSE,2010-04-13,9001693,NA,NA
"lisdexamfetamine dimesylate 40 mg oral capsule",TRUE,1,FALSE,2010-04-14,9001694,NA,NA
"lisdexamfetamine dimesylate 60 mg oral capsule",TRUE,1,FALSE,2010-04-14,9001695,NA,NA
"estradiol 10 mcg vaginal tablet",TRUE,1,FALSE,2010-04-28,9001696,NA,NA
"atorvastatin (atorvastatin calcium propylene glycol solvate) 10 mg oral tablet",TRUE,5,FALSE,2010-05-19,9001697,NA,NA
"atorvastatin (atorvastatin calcium propylene glycol solvate) 20 mg oral tablet",TRUE,5,FALSE,2010-05-19,9001698,NA,NA
"atorvastatin (atorvastatin calcium propylene glycol solvate) 40 mg oral tablet",TRUE,5,FALSE,2010-05-19,9001699,NA,NA
"atorvastatin (atorvastatin calcium propylene glycol solvate) 80 mg oral tablet",TRUE,5,FALSE,2010-05-19,9001700,NA,NA
"valacyclovir (valacyclovir hydrochloride) 1000 mg oral tablet",TRUE,4,FALSE,2010-05-25,9001701,NA,NA
"buprenorphine 10 mcg per hour transdermal patch",TRUE,1,FALSE,2010-05-26,9001702,NA,NA
"buprenorphine 20 mcg per hour transdermal patch",TRUE,1,FALSE,2010-05-26,9001703,NA,NA
"buprenorphine 5 mcg per hour transdermal patch",TRUE,1,FALSE,2010-05-26,9001704,NA,NA
"tramadol hydrochloride 50 mg oral tablet",TRUE,2,FALSE,2010-06-28,9001705,NA,NA
"dexlansoprazole 30 mg gastro-resistant capsule",TRUE,1,FALSE,2010-08-05,9001706,NA,NA
"dexlansoprazole 60 mg gastro-resistant capsule",TRUE,1,FALSE,2010-08-05,9001707,NA,NA
"sildenafil (sildenafil citrate) 0.8 mg per mL solution for injection",TRUE,1,FALSE,2010-08-31,9001708,NA,NA
"naloxone hydrochloride 10 mg and oxycodone hydrochloride 20 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-10-05,9001709,NA,NA
"naloxone hydrochloride 20 mg and oxycodone hydrochloride 40 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-10-05,9001710,NA,NA
"naloxone hydrochloride 5 mg and oxycodone hydrochloride 10 mg prolonged-release oral tablet",TRUE,1,FALSE,2010-10-05,9001711,NA,NA
"dorzolamide (dorzolamide hydrochloride) 20 mg per mL ophthalmic drops",TRUE,1,FALSE,2010-10-25,9001712,NA,NA
"benzalkonium chloride 0.15 % wipe",TRUE,1,FALSE,2010-11-01,9001713,NA,NA
"bimatoprost 0.03 % cutaneous solution",TRUE,1,FALSE,2010-11-01,9001714,NA,NA
"fentanyl 37 mcg per hour transdermal patch",TRUE,1,FALSE,2010-11-01,9001715,NA,NA
"dabigatran etexilate (dabigatran etexilate mesilate) 150 mg oral capsule",TRUE,1,FALSE,2010-11-03,9001716,NA,NA
"galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule",TRUE,8,FALSE,2010-11-12,9001717,NA,NA
"galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule",TRUE,8,FALSE,2010-11-12,9001718,NA,NA
"galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule",TRUE,8,FALSE,2010-11-12,9001719,NA,NA
"acetaminophen 650 mg per pck and chlorpheniramine maleate 4 mg per pck and dextromethorphan hydrobromide 20 mg per pck and pseudoephedrine hydrochloride 60 mg per pck oral powder",TRUE,1,FALSE,2010-12-08,9001720,NA,NA
"gliclazide 60 mg prolonged-release oral tablet",TRUE,5,FALSE,2010-12-09,9001721,NA,NA
"betahistine hydrochloride 8 mg oral tablet",TRUE,2,FALSE,2010-12-13,9001722,NA,NA
"diphenhydramine hydrochloride 25 mg and ibuprofen 200 mg oral capsule",TRUE,3,FALSE,2011-01-03,9001723,NA,NA
"acetylsalicylic acid 325 mg and caffeine 32 mg oral tablet",TRUE,1,FALSE,2011-01-05,9001724,NA,NA
"quetiapine (quetiapine fumarate) 50 mg oral tablet",TRUE,1,FALSE,2011-01-21,9001725,NA,NA
"esomeprazole (esomeprazole magnesium) 20 mg and naproxen 375 mg modified-release oral tablet",TRUE,2,FALSE,2011-02-04,9001726,NA,NA
"esomeprazole (esomeprazole magnesium) 20 mg and naproxen 500 mg modified-release oral tablet",TRUE,2,FALSE,2011-02-04,9001727,NA,NA
"enalapril maleate 10 mg and hydrochlorothiazide 25 mg oral tablet",TRUE,1,FALSE,2011-02-24,9001728,NA,NA
"enalapril maleate 5 mg and hydrochlorothiazide 12.5 mg oral tablet",TRUE,1,FALSE,2011-02-24,9001729,NA,NA
"tramadol hydrochloride 75 mg prolonged-release oral tablet",TRUE,1,FALSE,2011-03-02,9001730,NA,NA
"trazodone hydrochloride 150 mg prolonged-release oral tablet",TRUE,1,FALSE,2011-03-09,9001731,NA,NA
"trazodone hydrochloride 300 mg prolonged-release oral tablet",TRUE,1,FALSE,2011-03-09,9001732,NA,NA
"formoterol fumarate 5 mcg and mometasone furoate 100 mcg pressurised inhalation",TRUE,1,FALSE,2011-03-10,9001733,NA,NA
"hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet",TRUE,13,FALSE,2011-03-21,9001734,NA,NA
"hydromorphone hydrochloride 4.5 mg prolonged-release oral capsule",TRUE,1,FALSE,2011-04-14,9001735,NA,NA
"hydromorphone hydrochloride 9 mg prolonged-release oral capsule",TRUE,1,FALSE,2011-04-14,9001736,NA,NA
"olopatadine (olopatadine hydrochloride) 0.2 % ophthalmic drops",TRUE,4,FALSE,2011-04-14,9001737,NA,NA
"ethinyl estradiol 0.01 mg and ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",TRUE,1,FALSE,2011-04-18,9001738,NA,NA
"fentanyl (fentanyl citrate) 100 mcg sublingual tablet",TRUE,1,FALSE,2011-04-18,9001739,NA,NA
"fentanyl (fentanyl citrate) 200 mcg sublingual tablet",TRUE,1,FALSE,2011-04-18,9001740,NA,NA
"fentanyl (fentanyl citrate) 300 mcg sublingual tablet",TRUE,1,FALSE,2011-04-18,9001741,NA,NA
"fentanyl (fentanyl citrate) 400 mcg sublingual tablet",TRUE,1,FALSE,2011-04-18,9001742,NA,NA
"tobramycin 28 mg inhalation powder capsule",TRUE,1,FALSE,2011-05-12,9001743,NA,NA
"adapalene 0.1 % and benzoyl peroxide 2.5 % cutaneous gel",TRUE,1,FALSE,2011-05-13,9001744,NA,NA
"clindamycin phosphate 1.2 % and tretinoin 0.025 % cutaneous gel",TRUE,1,FALSE,2011-05-16,9001745,NA,NA
"dexamethasone 0.7 mg intravitreal implant",TRUE,1,FALSE,2011-06-02,9001746,NA,NA
"fentanyl (fentanyl citrate) 800 mcg sublingual tablet",TRUE,1,FALSE,2011-06-03,9001747,NA,NA
"furosemide 20 mg per 2 mL solution for injection vial",TRUE,1,FALSE,2011-06-08,9001748,NA,NA
"furosemide 40 mg per 4 mL solution for injection vial",TRUE,1,FALSE,2011-06-08,9001749,NA,NA
"fentanyl (fentanyl citrate) 600 mcg sublingual tablet",TRUE,1,FALSE,2011-06-14,9001750,NA,NA
"acetylsalicylic acid 500 mg and caffeine 32 mg oral tablet",TRUE,1,FALSE,2011-06-16,9001751,NA,NA
"formoterol fumarate 5 mcg and mometasone furoate 200 mcg pressurised inhalation",TRUE,1,FALSE,2011-06-17,9001752,NA,NA
"acetaminophen 1000 mg per 30 mL and chlorpheniramine maleate 4 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and guaifenesin 200 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL syrup",TRUE,1,FALSE,2011-08-08,9001753,NA,NA
"vitamin d3 50000 unit oral capsule",TRUE,3,FALSE,2011-08-09,9001754,NA,NA
"risedronate sodium 35 mg gastro-resistant tablet",TRUE,1,FALSE,2011-08-10,9001755,NA,NA
"amlodipine (amlodipine besylate) 10 mg and telmisartan 40 mg oral tablet",TRUE,1,FALSE,2011-08-11,9001756,NA,NA
"amlodipine (amlodipine besylate) 10 mg and telmisartan 80 mg oral tablet",TRUE,1,FALSE,2011-08-11,9001757,NA,NA
"amlodipine (amlodipine besylate) 5 mg and telmisartan 40 mg oral tablet",TRUE,1,FALSE,2011-08-11,9001758,NA,NA
"amlodipine (amlodipine besylate) 5 mg and telmisartan 80 mg oral tablet",TRUE,1,FALSE,2011-08-11,9001759,NA,NA
"benzalkonium chloride 0.133 % wipe",TRUE,1,FALSE,2011-08-16,9001760,NA,NA
"benzoyl peroxide 2.5 % cutaneous gel",TRUE,10,FALSE,2011-08-22,9001761,NA,NA
"vitamin d3 10000 unit oral capsule",TRUE,3,FALSE,2011-08-29,9001762,NA,NA
"naproxen sodium 220 mg oral capsule",TRUE,3,FALSE,2011-09-12,9001763,NA,NA
"oxycodone hydrochloride 10 mg prolonged-release oral tablet",TRUE,4,FALSE,2011-09-13,9001764,NA,NA
"oxycodone hydrochloride 15 mg prolonged-release oral tablet",TRUE,2,FALSE,2011-09-13,9001765,NA,NA
"oxycodone hydrochloride 20 mg prolonged-release oral tablet",TRUE,4,FALSE,2011-09-13,9001766,NA,NA
"oxycodone hydrochloride 30 mg prolonged-release oral tablet",TRUE,2,FALSE,2011-09-13,9001767,NA,NA
"oxycodone hydrochloride 40 mg prolonged-release oral tablet",TRUE,4,FALSE,2011-09-13,9001768,NA,NA
"oxycodone hydrochloride 60 mg prolonged-release oral tablet",TRUE,2,FALSE,2011-09-13,9001769,NA,NA
"oxycodone hydrochloride 80 mg prolonged-release oral tablet",TRUE,4,FALSE,2011-09-13,9001770,NA,NA
"haloperidol 5 mg per 1 mL solution for injection vial",TRUE,2,FALSE,2011-09-19,9001771,NA,NA
"benzalkonium chloride 0.12 % cutaneous gel",TRUE,1,FALSE,2011-09-22,9001772,NA,NA
"methotrexate 1000 mg per 40 mL solution for injection vial",TRUE,1,FALSE,2011-09-30,9001773,NA,NA
"methotrexate 500 mg per 20 mL solution for injection vial",TRUE,1,FALSE,2011-09-30,9001774,NA,NA
"methotrexate 50 mg per 2 mL solution for injection vial",TRUE,1,FALSE,2011-09-30,9001775,NA,NA
"betamethasone (betamethasone valerate) 0.1 % cutaneous ointment",TRUE,1,FALSE,2011-10-19,9001776,NA,NA
"diphenhydramine citrate 38 mg and ibuprofen 200 mg oral tablet",TRUE,1,FALSE,2011-10-27,9001777,NA,NA
"oxybutynin chloride 100 mg per g cutaneous gel",TRUE,1,FALSE,2011-10-27,9001778,NA,NA
"dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule",TRUE,1,FALSE,2011-11-17,9001779,NA,NA
"risperidone 3 mg orodispersible tablet",TRUE,2,FALSE,2011-12-16,9001780,NA,NA
"risperidone 4 mg orodispersible tablet",TRUE,2,FALSE,2011-12-16,9001781,NA,NA
"mometasone furoate 200 mcg per actuation inhalation powder",TRUE,1,FALSE,2011-12-21,9001782,NA,NA
"mometasone furoate 400 mcg per actuation inhalation powder",TRUE,1,FALSE,2011-12-21,9001783,NA,NA
"levofloxacin 5 mg per mL solution for injection",TRUE,1,FALSE,2011-12-23,9001784,NA,NA
"saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet",TRUE,1,FALSE,2011-12-23,9001785,NA,NA
"ketorolac tromethamine 0.45 % ophthalmic drops",TRUE,1,FALSE,2012-01-10,9001786,NA,NA
"rivaroxaban 15 mg oral tablet",TRUE,1,FALSE,2012-01-17,9001787,NA,NA
"rivaroxaban 20 mg oral tablet",TRUE,1,FALSE,2012-01-17,9001788,NA,NA
"hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet",TRUE,2,FALSE,2012-02-06,9001789,NA,NA
"betamethasone valerate 0.12 % cutaneous foam",TRUE,1,FALSE,2012-02-10,9001790,NA,NA
"hydrochlorothiazide 12.5 mg and telmisartan (telmisartan sodium) 80 mg oral tablet",TRUE,2,FALSE,2012-02-16,9001791,NA,NA
"ibuprofen 400.35 mg and methocarbamol 500.49 mg oral tablet",TRUE,1,FALSE,2012-02-21,9001792,NA,NA
"chlorhexidine gluconate 4 % lotion",TRUE,1,FALSE,2012-02-23,9001793,NA,NA
"tramadol hydrochloride 100 mg prolonged-release oral capsule",TRUE,1,FALSE,2012-03-19,9001794,NA,NA
"tramadol hydrochloride 200 mg prolonged-release oral capsule",TRUE,1,FALSE,2012-03-19,9001795,NA,NA
"tramadol hydrochloride 300 mg prolonged-release oral capsule",TRUE,1,FALSE,2012-03-19,9001796,NA,NA
"ibuprofen 400 mg and methocarbamol 500 mg oral tablet",TRUE,1,FALSE,2012-03-20,9001797,NA,NA
"rizatriptan (rizatriptan benzoate) 5 mg oral tablet",TRUE,4,FALSE,2012-03-26,9001798,NA,NA
"cetirizine hydrochloride 10 mg oral capsule",TRUE,1,FALSE,2012-04-01,9001799,NA,NA
"ciprofloxacin (ciprofloxacin lactate) 2 mg per mL solution for injection",TRUE,1,FALSE,2012-04-17,9001800,NA,NA
"benzalkonium chloride 0.13 % cutaneous spray",TRUE,1,FALSE,2012-04-24,9001801,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",TRUE,3,TRUE,2012-04-25,9001802,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,3,TRUE,2012-04-25,9001803,NA,NA
"epinephrine racemic 0.005 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",TRUE,1,FALSE,2012-04-25,9001804,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",TRUE,2,FALSE,2012-05-05,9001805,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,2,FALSE,2012-05-05,9001806,NA,NA
"diclofenac potassium 50 mg per pck powder for oral solution",TRUE,1,FALSE,2012-06-02,9001807,NA,NA
"ibuprofen 100 mg per mL solution for injection",TRUE,1,FALSE,2012-06-15,9001808,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",TRUE,1,FALSE,2012-06-18,9001809,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,1,FALSE,2012-06-18,9001810,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",TRUE,2,TRUE,2012-06-28,9001811,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,2,TRUE,2012-06-28,9001812,NA,NA
"acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL oral liquid",TRUE,1,FALSE,2012-07-09,9001813,NA,NA
"tobramycin 40 mg per mL solution for injection",TRUE,2,FALSE,2012-07-18,9001814,NA,NA
"hydrocortisone acetate 0.5 % and zinc sulfate monohydrate 0.5 % cutaneous ointment",TRUE,1,FALSE,2012-07-23,9001815,NA,NA
"hydrocortisone acetate 0.5 % and zinc sulfate monohydrate 0.5 % rectal ointment",TRUE,1,FALSE,2012-07-23,9001816,NA,NA
"acetaminophen 325 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",TRUE,2,TRUE,2012-08-14,9001817,NA,NA
"acetaminophen 325 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral capsule",TRUE,2,TRUE,2012-08-14,9001818,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",TRUE,1,TRUE,2012-08-28,9001819,NA,NA
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg oral tablet",TRUE,1,TRUE,2012-08-28,9001820,NA,NA
"acetaminophen 650 mg and acetaminophen 650 mg and dextromethorphan hydrobromide 30 mg and diphenhydramine hydrochloride 50 mg and pseudoephedrine hydrochloride 60 mg and pseudoephedrine hydrochloride 60 mg NA",TRUE,1,TRUE,2012-09-13,9001821,NA,NA
"acetaminophen 650 mg and acetaminophen 650 mg and dextromethorphan hydrobromide 30 mg and diphenhydramine hydrochloride 50 mg and pseudoephedrine hydrochloride 60 mg and pseudoephedrine hydrochloride 60 mg oral tablet",TRUE,1,TRUE,2012-09-13,9001822,NA,NA
"sitagliptin (sitagliptin phosphate) 25 mg oral tablet",TRUE,1,FALSE,2012-09-17,9001823,NA,NA
"sitagliptin (sitagliptin phosphate) 50 mg oral tablet",TRUE,1,FALSE,2012-09-17,9001824,NA,NA
"acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg oral tablet",TRUE,1,FALSE,2012-10-02,9001825,NA,NA
"acetaminophen 325 mg per 5 mL and diphenhydramine hydrochloride 25 mg per 5 mL and menthol 20 mg per 5 mL oral liquid",TRUE,1,FALSE,2012-10-04,9001826,NA,NA
"acetaminophen 325 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 20 mg per 5 mL oral liquid",TRUE,1,FALSE,2012-10-04,9001827,NA,NA
"escitalopram 10 mg orodispersible tablet",TRUE,2,FALSE,2012-10-04,9001828,NA,NA
"escitalopram 20 mg orodispersible tablet",TRUE,2,FALSE,2012-10-04,9001829,NA,NA
"naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet",TRUE,1,FALSE,2012-10-16,9001830,NA,NA
"morphine sulfate 50 mg per 5 mL solution for injection ampoule",TRUE,1,FALSE,2012-10-18,9001831,NA,NA
"oxycodone hydrochloride 5 mg prolonged-release oral tablet",TRUE,2,FALSE,2012-11-26,9001832,NA,NA
