"","tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time"
"945","fentanyl",TRUE,60,5,"active",1989-12-31
"946","fesoterodine fumarate",FALSE,2,1,"active",2012-04-19
"947","fexofenadine hydrochloride",FALSE,2,1,"active",1997-07-10
"948","fexofenadine hydrochloride, pseudoephedrine hydrochloride",FALSE,1,1,"active",1999-04-29
"949","fibrinogen (human)",FALSE,1,1,"active",2013-01-31
"950","fibrinogen (human), thrombin (human)",FALSE,1,2,"active",2011-03-01
"951","fidaxomicin",FALSE,1,1,"active",2012-06-21
"952","filgrastim (r-methug-csf)",FALSE,5,1,"active",1992-12-31
"953","finasteride",TRUE,24,1,"active",1992-12-31
"954","fingolimod (fingolimod hydrochloride)",FALSE,1,1,"active",2011-03-28
"955","fish oil, medium chain triglycerides (mct), olive oil, soybean oil",FALSE,1,1,"active",2013-05-08
"956","flavoxate hydrochloride",FALSE,2,1,"active",1987-12-31
"957","flecainide acetate",FALSE,6,1,"active",1966-12-31
"958","floctafenine",FALSE,2,1,"active",2001-11-14
"959","fluconazole",FALSE,41,4,"active",1990-12-31
"960","fluconazole, miconazole nitrate",FALSE,1,3,"active",2012-10-25
"961","fludarabine phosphate",FALSE,4,3,"active",2002-09-24
"962","fludrocortisone 21-acetate",FALSE,1,1,"active",1995-12-31
"963","flumazenil",FALSE,2,1,"active",2004-04-21
"964","flunarizine (flunarizine hydrochloride)",FALSE,1,1,"active",2002-08-08
"965","flunisolide",FALSE,1,1,"active",2000-03-10
"966","fluocinolone acetonide",FALSE,8,6,"active",1979-12-31
"967","fluocinonide",FALSE,10,3,"active",1983-12-31
"968","fluorescein sodium",FALSE,6,4,"active",1980-12-31
"969","fluorometholone",FALSE,2,1,"active",1972-12-31
"970","fluorouracil",FALSE,4,2,"active",1975-12-31
"971","fluorouracil, salicylic acid",FALSE,1,1,"active",2016-02-19
"972","fluoxetine",TRUE,50,2,"active",1989-12-31
"973","flupentixol decanoate",FALSE,3,1,"active",1995-12-31
"974","flupentixol (flupentixol dihydrochloride)",FALSE,2,1,"active",1995-12-31
"975","fluphenazine decanoate",FALSE,5,1,"active",1990-12-31
"976","fluphenazine hydrochloride",FALSE,7,1,"active",1977-12-31
"977","flurazepam",TRUE,9,1,"active",1981-12-31
"978","flurbiprofen",FALSE,4,1,"active",1991-12-31
"979","flutamide",FALSE,3,1,"active",1997-01-16
"980","fluticasone",TRUE,13,5,"active",1993-03-12
"981","fluticasone, salmeterol",TRUE,5,2,"active",1999-09-24
"982","fluticasone, vilanterol (vilanterol trifenatate)",TRUE,2,1,"active",2013-11-29
"983","fluvastatin (fluvastatin sodium)",FALSE,7,2,"active",1994-12-31
"984","fluvoxamine maleate",FALSE,16,1,"active",1991-12-31
"985","folic acid",TRUE,7,2,"active",1975-12-31
"986","follitropin alfa",FALSE,6,2,"active",2003-12-29
"987","follitropin beta",FALSE,3,1,"active",2001-10-18
"988","fomepizole",FALSE,2,1,"active",2001-03-30
"989","fondaparinux sodium",FALSE,6,1,"active",2002-07-19
"990","formoterol",TRUE,3,2,"active",1997-07-08
"991","formoterol, mometasone",TRUE,2,1,"active",2011-03-10
"992","fosamprenavir (fosamprenavir calcium)",FALSE,2,2,"active",2004-12-22
"993","fosaprepitant (fosaprepitant dimeglumine)",FALSE,1,1,"active",2011-04-04
"994","fosfomycin (fosfomycin tromethamine)",FALSE,1,1,"active",1999-09-15
"995","fosinopril",TRUE,16,1,"active",2003-12-05
"996","fosphenytoin sodium",FALSE,1,1,"active",2000-03-01
"997","framycetin",TRUE,4,3,"active",1994-12-31
"998","framycetin, gramicidin",TRUE,1,1,"active",2001-05-04
"999","framycetin, gramicidin, phenylephrine hydrochloride",TRUE,1,1,"active",2001-05-04
"1000","frovatriptan (frovatriptan succinate)",FALSE,2,1,"active",2008-01-04
"1001","frovatriptan (frovatriptan succinate monohydrate)",FALSE,1,1,"active",2014-08-11
"1002","fulvestrant",FALSE,1,1,"active",2004-06-14
"1003","furosemide",TRUE,25,3,"active",1976-12-31
"1004","fusidate sodium",FALSE,1,1,"active",1984-12-31
"1005","fusidic acid",TRUE,3,2,"active",1984-12-31
"1006","fusidic acid, hydrocortisone",TRUE,1,1,"active",1998-11-11
"1007","gabapentin",TRUE,90,2,"active",1994-12-31
"1008","gadobenate dimeglumine",FALSE,1,1,"active",2004-10-28
"1009","gadobutrol",FALSE,1,1,"active",2004-01-30
"1010","gadodiamide",FALSE,1,1,"active",1997-03-25
"1011","gadopentetate dimeglumine",FALSE,1,1,"active",1992-12-31
"1012","gadoteridol",FALSE,1,1,"active",1998-09-08
"1013","gadoversetamide",FALSE,1,1,"active",2001-08-20
"1014","gadoxetate disodium",FALSE,1,1,"active",2010-02-04
"1015","galantamine",TRUE,24,1,"active",2010-11-12
"1016","galsulfase",FALSE,1,1,"active",2014-01-01
"1017","ganciclovir (ganciclovir sodium)",FALSE,2,1,"active",1995-12-31
"1018","ganirelix (ganirelix acetate)",FALSE,1,1,"active",2002-08-23
"1019","gatifloxacin",FALSE,1,1,"active",2004-09-27
"1020","gefitinib",FALSE,1,1,"active",2003-12-17
"1021","gelatin, pectin, sodium carboxymethyl cellulose",FALSE,1,2,"active",1995-12-31
"1022","gemcitabine (gemcitabine hydrochloride)",FALSE,15,2,"active",2007-11-20
"1023","gemfibrozil",FALSE,7,2,"active",1993-12-31
"1024","gentamicin (gentamicin sulfate)",FALSE,14,6,"active",1989-12-31
"1025","gentamicin (gentamicin sulfate), sodium chloride",FALSE,1,1,"active",1991-12-31
"1026","gentian violet",FALSE,1,1,"active",1951-12-31
"1027","glatiramer acetate",FALSE,2,1,"active",2002-05-01
"1028","gliclazide",TRUE,18,2,"active",1990-12-31
"1029","glimepiride",FALSE,9,1,"active",2002-03-12
"1030","glucagon (recombinant dna origin)",FALSE,1,2,"active",2002-05-27
"1031","glucagon (recombinant dna origin) (glucagon hydrochloride)",FALSE,2,2,"active",2009-12-23
"1032","glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-cysteine, l-isoleucine, l-leucine, l-lysine, l-ornithine dihydrochloride, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, methionine, serine, taurine, tryptophan",FALSE,1,1,"active",1997-11-14
"1033","glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-lysine (l-lysine acetate), l-phenylalanine, l-proline, l-threonine, l-valine, methionine, n-acetyl-l-tyrosine, serine, tryptophan",FALSE,1,1,"active",1987-12-31
"1034","glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-lysine (lysine acetate), l-phenylalanine, l-proline, l-threonine, l-valine, methionine, n-acetyl-l-tyrosine, serine, tryptophan",FALSE,1,1,"active",1995-12-31
"1035","glyburide",TRUE,17,1,"active",1986-12-31
"1036","glycerine",FALSE,1,1,"active",1996-09-26
"1037","glycerine, hypromellose",FALSE,5,1,"active",2011-04-19
"1038","glycerine, naphazoline hydrochloride",FALSE,1,1,"active",2011-04-27
"1039","glycerine, naphazoline hydrochloride, zinc sulfate",FALSE,1,1,"active",2004-03-24
"1040","glycerine, phenol, sodium chloride",FALSE,1,1,"active",1963-12-31
"1041","glycerine, polysorbate 80, sodium carboxymethyl cellulose",FALSE,2,1,"active",2013-03-06
"1042","glycerine, potassium chloride, sodium lactate, sodium phosphate dibasic, sodium phosphate monobasic",FALSE,1,1,"active",1991-12-31
"1043","glycerine, propylene glycol",FALSE,3,1,"active",2004-12-01
"1044","glycerine, sodium carboxymethyl cellulose",FALSE,2,1,"active",2015-05-15
"1045","glycerol phenylbutyrate",FALSE,1,1,"active",2016-11-03
"1046","glycine",FALSE,3,1,"active",1980-12-31
"1047","glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine, l-lysine (l-lysine acetate), l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, methionine, serine, tryptophan",FALSE,1,1,"active",1979-12-31
"1048","glycine, sodium chloride, water",FALSE,2,1,"active",1997-07-28
"1049","glycopyrrolate",FALSE,3,1,"active",1993-12-31
"1050","glycopyrronium (glycopyrronium bromide)",FALSE,1,1,"active",2013-01-14
"1051","glycopyrronium (glycopyrronium bromide), indacaterol (indacaterol maleate)",FALSE,1,2,"active",2014-03-05
"1052","gold sodium thiomalate",FALSE,6,1,"active",1935-12-31
"1053","golimumab",FALSE,5,1,"active",2009-06-22
"1054","gonadorelin acetate",FALSE,1,1,"active",1994-12-31
"1055","goserelin (goserelin acetate)",FALSE,2,1,"active",1994-12-31
"1056","gramicidin, lidocaine hydrochloride, polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1999-06-18
"1057","gramicidin, lidocaine hydrochloride, polymyxin b sulfate",FALSE,5,1,"active",2009-07-30
"1058","gramicidin, neomycin (neomycin sulfate), nystatin, triamcinolone",TRUE,4,2,"active",1983-12-31
"1059","gramicidin, neomycin (neomycin sulfate), polymyxin b (polymyxin b sulfate)",FALSE,1,2,"active",1989-12-31
"1060","gramicidin, polymyxin b (polymyxin b sulfate)",FALSE,3,3,"active",1997-01-27
"1061","gramicidin, polymyxin b sulfate",FALSE,4,3,"active",2009-12-23
"1062","granisetron (granisetron hydrochloride)",FALSE,5,2,"active",2009-02-20
"1063","grass pollen allergen extract",FALSE,2,1,"active",2012-07-26
"1064","guaifenesin",FALSE,19,4,"active",1979-12-31
"1065","guaifenesin, menthol",FALSE,4,3,"active",2005-09-30
"1066","guaifenesin, oxtriphylline",FALSE,1,1,"active",1981-12-31
"1067","guaifenesin, pseudoephedrine hydrochloride",FALSE,1,1,"active",2004-02-02
"1068","guanfacine (guanfacine hydrochloride)",FALSE,4,1,"active",2013-08-06
"1069","haemagglutinin-strain a(h1n1), haemagglutinin-strain a(h3n2), haemagglutinin-strain b",FALSE,8,1,"active",1997-10-17
"1070","haemagglutinin-strain a(h1n1), haemagglutinin-strain a(h3n2), haemagglutinin-strain b (victoria), haemagglutinin-strain b (yamagata)",FALSE,2,1,"active",2015-09-14
"1071","haemophilus influenzae type b-prp and tetanus toxoid conjugate (prp-t)",FALSE,1,1,"active",2012-10-25
"1072","haemophilus influenzae type b-prp, tetanus protein",FALSE,1,2,"active",1992-12-31
"1073","halobetasol propionate",FALSE,2,2,"active",1993-12-31
"1074","haloperidol",TRUE,22,3,"active",1980-12-31
"1075","hamamelis virginiana, phenylephrine hydrochloride",FALSE,1,2,"active",1997-05-05
"1076","helium",FALSE,3,1,"active",1911-12-31
"1077","helium, oxygen",FALSE,5,1,"active",1911-12-31
"1078","heparin (heparin sodium), sodium chloride",FALSE,1,1,"active",1990-12-31
"1079","heparin sodium",FALSE,16,2,"active",1984-12-31
"1080","hepatitis a vaccine, inactivated",FALSE,5,1,"active",1996-11-10
"1081","hepatitis a vaccine, inactivated, hepatitis b surface antigen (recombinant)",FALSE,2,1,"active",1997-09-23
"1082","hepatitis a vaccine, inactivated, salmonella typhi vi capsular polysaccharide vaccine",FALSE,1,2,"active",2005-11-09
"1083","hepatitis b immune globulin human",FALSE,3,1,"active",1997-07-08
"1084","hepatitis b surface antigen (recombinant)",FALSE,4,2,"active",1991-12-31
"1085","hexaminolevulinate hydrochloride",FALSE,1,2,"active",2015-12-14
"1086","hexylresorcinol",FALSE,5,1,"active",1991-12-31
"1087","hexylresorcinol, l-menthol",FALSE,1,1,"active",2007-03-23
"1088","histamine phosphate",FALSE,2,1,"active",1984-12-31
"1089","homosalate, hydroquinone, octinoxate, octocrylene, oxybenzone",FALSE,1,1,"active",2010-02-15
"1090","homosalate, meradimate, octinoxate, octisalate, oxybenzone",FALSE,2,1,"active",2008-07-22
"1091","homosalate, meradimate, octinoxate, octocrylene, zinc oxide",FALSE,1,1,"active",2014-01-22
"1092","homosalate, meradimate, octinoxate, oxybenzone",FALSE,1,1,"active",2009-04-03
"1093","homosalate, octinoxate, octisalate, octocrylene, oxybenzone",FALSE,1,1,"active",2010-03-01
"1094","homosalate, octinoxate, octisalate, oxybenzone",FALSE,16,5,"active",2007-02-15
"1095","homosalate, octinoxate, octisalate, titanium dioxide",FALSE,1,1,"active",2009-07-08
"1096","homosalate, octinoxate, octisalate, zinc oxide",FALSE,1,1,"active",2017-05-23
"1097","homosalate, octinoxate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2014-01-16
"1098","homosalate, octinoxate, octocrylene, titanium dioxide, zinc oxide",FALSE,1,1,"active",2016-07-26
"1099","homosalate, octinoxate, oxybenzone",FALSE,2,2,"active",2002-02-02
"1100","homosalate, octinoxate, oxybenzone, titanium dioxide",FALSE,1,1,"active",2014-09-02
"1101","homosalate, octisalate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",2014-10-27
"1102","homosalate, octisalate, octocrylene, titanium dioxide",FALSE,2,1,"active",2013-06-03
"1103","homosalate, octocrylene, oxybenzone, titanium dioxide",FALSE,2,1,"active",2016-02-15
"1104","homosalate, oxybenzone",FALSE,1,1,"active",2013-02-03
"1105","honey bee venom protein",FALSE,2,1,"active",1997-12-16
"1106","human-bovine rotavirus reassortant type g1, human-bovine rotavirus reassortant type g2, human-bovine rotavirus reassortant type g3, human-bovine rotavirus reassortant type g4, human-bovine rotavirus reassortant type p1(8)",FALSE,1,1,"active",2006-10-16
"1107","human plasma proteins",FALSE,1,1,"active",2012-05-31
"1108","hydralazine hydrochloride",FALSE,4,2,"active",1990-12-31
"1109","hydrochlorothiazide",TRUE,20,1,"active",1968-12-31
"1110","hydrochlorothiazide, irbesartan",TRUE,41,1,"active",2000-03-16
"1111","hydrochlorothiazide, lisinopril",TRUE,18,1,"active",1994-12-31
"1112","hydrochlorothiazide, losartan",TRUE,40,1,"active",1996-11-22
"1113","hydrochlorothiazide, methyldopa",TRUE,2,1,"active",1984-12-31
"1114","hydrochlorothiazide, olmesartan",TRUE,12,1,"active",2008-12-22
"1115","hydrochlorothiazide, pindolol",TRUE,2,1,"active",1983-12-31
"1116","hydrochlorothiazide, quinapril",TRUE,6,1,"active",1998-10-01
"1117","hydrochlorothiazide, ramipril",TRUE,17,1,"active",2006-11-16
"1118","hydrochlorothiazide, spironolactone",TRUE,4,1,"active",1960-12-31
"1119","hydrochlorothiazide, telmisartan",TRUE,26,1,"active",2001-08-16
"1120","hydrochlorothiazide, triamterene",TRUE,3,1,"active",1981-12-31
"1121","hydrochlorothiazide, valsartan",TRUE,38,1,"active",2000-05-10
"1122","hydrocodone bitartrate",FALSE,3,2,"active",1992-12-31
"1123","hydrocodone bitartrate, phenylephrine hydrochloride",FALSE,2,1,"active",1994-12-31
"1124","hydrocodone, phenyltoloxamine",FALSE,2,2,"active",1957-12-31
"1125","hydrocortisone",TRUE,16,7,"active",1954-12-31
"1126","hydrocortisone, neomycin (neomycin sulfate), polymyxin b (polymyxin b sulfate)",TRUE,1,1,"active",1997-07-08
"1127","hydrocortisone, pramoxine hydrochloride",TRUE,3,3,"active",1979-12-31
"1128","hydrocortisone, pramoxine hydrochloride, zinc sulfate",TRUE,6,3,"active",1978-12-31
"1129","hydrocortisone, zinc sulfate",TRUE,12,3,"active",1975-12-31
"1130","hydrocortisone, zinc sulfate monohydrate",TRUE,1,2,"active",2012-07-23
"1131","hydromorphone",TRUE,41,7,"active",1984-12-31
"1132","hydroquinone",FALSE,7,2,"active",1991-12-31
"1133","hydroquinone, octinoxate, oxybenzone",FALSE,1,1,"active",2005-07-13
"1134","hydroquinone, octocrylene, oxybenzone, padimate o",FALSE,1,1,"active",2009-08-19
"1135","hydroquinone, oxybenzone",FALSE,4,1,"active",1992-12-31
"1136","hydroxocobalamin",FALSE,2,2,"active",1979-12-31
"1137","hydroxychloroquine",TRUE,5,1,"active",1957-12-31
"1138","hydroxyethyl starch 130/0.4",FALSE,2,1,"active",2006-09-18
"1139","hydroxyurea",FALSE,4,1,"active",1979-12-31
"1140","hydroxyzine",TRUE,13,3,"active",1956-12-31
"1141","hyoscine butylbromide",FALSE,3,2,"active",1976-12-31
"1142","hyprolose",FALSE,1,1,"active",2004-05-25
"1143","hypromellose",FALSE,6,1,"active",1969-12-31
"1144","ibrutinib",FALSE,1,1,"active",2014-11-19
"1145","ibuprofen",TRUE,65,6,"active",1972-12-31
"1146","ibuprofen, methocarbamol",TRUE,9,1,"active",2003-07-02
"1147","ibuprofen, pseudoephedrine hydrochloride",TRUE,9,3,"active",1993-12-31
"1148","icatibant (icatibant acetate)",FALSE,1,1,"active",2014-07-14
"1149","idarubicin hydrochloride",FALSE,3,1,"active",2006-11-25
"1150","idarucizumab",FALSE,1,1,"active",2016-05-24
"1151","idelalisib",FALSE,2,1,"active",2015-04-21
"1152","idoxuridine",FALSE,1,1,"active",1999-02-15
"1153","idursulfase",FALSE,1,1,"active",2007-08-01
"1154","ifosfamide",FALSE,3,1,"active",2001-01-25
"1155","imatinib (imatinib mesylate)",FALSE,10,1,"active",2004-10-25
"1156","imiglucerase",FALSE,1,1,"active",2000-06-14
"1157","imipramine hydrochloride",FALSE,10,1,"active",1971-12-31
"1158","imiquimod",FALSE,4,1,"active",1999-07-05
"1159","immune globulin (human)",FALSE,11,2,"active",1997-04-21
"1160","inactivated poliomyelitis vaccine (v.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (v.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (v.c.o.) type 3 saukett",FALSE,1,1,"active",2007-03-22
"1161","inact.japanese encephal virus(attenuat. strain sa14-14-2 produced in vero cells)",FALSE,1,1,"active",2009-12-29
"1162","incobotulinumtoxina",FALSE,3,1,"active",2009-07-21
"1163","indacaterol (indacaterol maleate)",FALSE,1,1,"active",2012-03-05
"1164","indapamide",TRUE,21,1,"active",1982-12-31
"1165","indapamide, perindopril",TRUE,3,1,"active",2002-12-19
"1166","indigo carmine",FALSE,1,1,"active",1994-12-31
"1167","indocyanine green",FALSE,1,1,"active",1994-12-31
"1168","indomethacin",TRUE,9,2,"active",1980-12-31
"1169","infliximab",FALSE,3,1,"active",2001-06-14
"1170","influenza virus type a (h1n1), influenza virus type a (h3n2), influenza virus type b (victoria), influenza virus type b (yamagata)",FALSE,1,1,"active",2014-10-10
"1171","ingenol mebutate",FALSE,2,1,"active",2013-03-21
"1172","inosine pranobex",FALSE,1,1,"active",2000-01-25
"1173","insulin aspart",TRUE,6,1,"active",2001-10-31
"1174","insulin aspart, insulin aspart protamine",TRUE,1,1,"active",2005-09-12
"1175","insulin biosynthetic human br",FALSE,1,1,"active",2014-03-03
"1176","insulin detemir",TRUE,2,1,"active",2005-11-14
"1177","insulin glargine",TRUE,6,1,"active",2002-07-24
"1178","insulin glulisine (recombinant dna origin)",FALSE,3,1,"active",2008-09-22
"1179","insulin injection human biosynthetic",FALSE,3,1,"active",1992-12-31
"1180","insulin injection human biosynthetic, insulin isophane human",TRUE,5,1,"active",1992-12-31
"1181","insulin, insulin isophane human",TRUE,1,1,"active",1989-12-31
"1182","insulin isophane human",TRUE,4,1,"active",1992-12-31
"1183","insulin isophane injection pork",FALSE,1,1,"active",2006-04-01
"1184","insulin lispro",TRUE,4,1,"active",1996-11-15
"1185","insulin lispro, insulin lispro protamine suspension",TRUE,4,1,"active",1999-07-05
"1186","insulin nph human dna origin",FALSE,1,1,"active",1983-12-31
"1187","insulin pork",FALSE,1,1,"active",2006-04-01
"1188","insulin semi synthetic human",FALSE,1,1,"active",1983-12-31
"1189","interferon alfa-2b",FALSE,5,1,"active",1998-12-10
"1190","interferon alfa-2b, water",FALSE,1,2,"active",1997-03-12
"1191","interferon beta-1a",FALSE,5,1,"active",1998-02-23
"1192","interferon beta-1b",FALSE,2,1,"active",1995-12-31
"1193","iodide (sodium iodide)",FALSE,1,1,"active",1993-12-31
"1194","iodine (ethiodized oil)",FALSE,1,1,"active",1977-12-31
"1195","iodine, sodium iodide",FALSE,1,1,"active",1977-12-31
"1196","iodixanol",FALSE,2,1,"active",1995-12-31
"1197","iodoform",FALSE,1,1,"active",2005-03-03
"1198","iohexol",FALSE,4,1,"active",1998-03-05
"1199","iopamidol",FALSE,5,1,"active",1998-01-08
"1200","iopromide",FALSE,3,1,"active",1994-12-31
"1201","iothalamate meglumine",FALSE,4,2,"active",1951-12-31
"1202","ioversol",FALSE,7,1,"active",1990-12-31
"1203","ipilimumab",FALSE,1,1,"active",2012-03-08
"1204","ipratropium",TRUE,18,4,"active",1994-12-31
"1205","ipratropium, salbutamol",TRUE,5,1,"active",1997-07-25
"1206","irbesartan",TRUE,58,1,"active",1998-06-22
"1207","irinotecan hydrochloride",FALSE,5,1,"active",1997-08-27
"1208","irinotecan hydrochloride (irinotecan hydrochloride trihydrate)",FALSE,3,1,"active",2011-05-27
"1209","iron (iron dextran complex)",FALSE,1,1,"active",1996-09-06
"1210","iron (iron sucrose)",FALSE,1,1,"active",2001-06-05
"1211","iron (sodium ferric gluconate complex in sucrose injection)",FALSE,1,1,"active",2005-03-02
"1212","isoflurane",FALSE,4,2,"active",1993-12-31
"1213","isoniazid",FALSE,9,4,"active",1972-12-31
"1214","isoniazid, pyridoxine hydrochloride",FALSE,1,1,"active",1967-12-31
"1215","isopropyl myristate",FALSE,1,1,"active",2006-09-01
"1216","isoproterenol hydrochloride",FALSE,1,1,"active",1991-12-31
"1217","isosorbide dinitrate",FALSE,5,2,"active",1982-12-31
"1218","isosorbide mononitrate",TRUE,5,1,"active",1994-12-31
"1219","isotretinoin",FALSE,8,1,"active",1983-12-31
"1220","itraconazole",FALSE,3,2,"active",1993-12-31
"1221","ivabradine (ivabradine hydrochloride)",FALSE,2,1,"active",2017-03-17
"1222","ivacaftor",FALSE,3,2,"active",2012-11-27
"1223","ivacaftor, lumacaftor",FALSE,2,1,"active",2016-01-27
"1224","ivermectin",FALSE,1,1,"active",2015-05-25
"1225","ixazomib (ixazomib citrate)",FALSE,3,1,"active",2016-09-21
"1226","ixekizumab",FALSE,2,1,"active",2016-08-11
"1227","ketamine (ketamine hydrochloride)",FALSE,5,1,"active",1972-12-31
"1228","ketoconazole",FALSE,4,3,"active",1990-12-30
"1229","ketoprofen",FALSE,10,4,"active",1989-12-31
"1230","ketorolac",TRUE,12,3,"active",1992-12-31
"1231","ketotifen fumarate",FALSE,1,1,"active",1996-11-07
"1232","ketotifen (ketotifen fumarate)",FALSE,4,3,"active",1990-12-31
"1233","labetalol hydrochloride",FALSE,7,2,"active",1996-07-30
"1234","lacosamide",FALSE,5,2,"active",2010-10-21
"1235","lactic acid, magnesium chloride, sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2005-12-24
"1236","lactulose",FALSE,7,3,"active",1986-12-31
"1237","lamivudine",FALSE,10,2,"active",1995-12-31
"1238","lamivudine, zidovudine",FALSE,4,1,"active",1998-12-08
"1239","lamotrigine",TRUE,29,1,"active",1995-12-31
"1240","lanolin, mineral oil",FALSE,1,1,"active",1992-12-31
"1241","lanolin, mineral oil, petrolatum",FALSE,1,1,"active",1994-12-31
"1242","lanolin, mineral oil, white petrolatum",FALSE,1,1,"active",2016-03-01
"1243","lanreotide (lanreotide acetate)",FALSE,3,1,"active",2007-02-22
"1244","lansoprazole",TRUE,26,2,"active",1995-12-31
"1245","lanthanum (lanthanum carbonate hydrate)",FALSE,4,1,"active",2006-12-06
"1246","lapatinib (lapatinib ditosylate monohydrate)",FALSE,1,1,"active",2009-06-05
"1247","laronidase",FALSE,1,1,"active",2004-08-12
"1248","latanoprost",TRUE,8,1,"active",1997-07-28
"1249","latanoprost, timolol",TRUE,6,1,"active",2002-10-24
"1250","ledipasvir, sofosbuvir",FALSE,1,1,"active",2014-10-16
"1251","leflunomide",FALSE,17,1,"active",2000-03-29
"1252","lenalidomide",FALSE,6,1,"active",2008-02-19
"1253","lenvatinib (lenvatinib mesylate)",FALSE,4,1,"active",2016-03-31
"1254","letrozole",FALSE,18,1,"active",1997-09-02
"1255","leucovorin (leucovorin calcium)",FALSE,4,2,"active",1994-12-31
"1256","leuprolide acetate",FALSE,10,3,"active",1985-12-31
"1257","levetiracetam",TRUE,52,1,"active",2003-07-23
"1258","levobunolol hydrochloride",FALSE,8,1,"active",1985-12-31
"1259","levocabastine (levocabastine hydrochloride)",FALSE,1,1,"active",1993-12-31
"1260","levocarnitine",FALSE,3,3,"active",1995-12-31
"1261","levofloxacin",TRUE,23,3,"active",2004-11-30
"1262","levomilnacipran (levomilnacipran hydrochloride)",FALSE,4,1,"active",2015-11-19
"1263","levonorgestrel",TRUE,9,2,"active",2000-02-24
"1264","levothyroxine",TRUE,18,2,"active",1951-12-30
"1265","lidocaine",FALSE,15,5,"active",1954-12-31
"1266","lidocaine hydrochloride",FALSE,39,12,"active",1951-12-31
"1267","lidocaine hydrochloride, menthol",FALSE,1,1,"active",2009-05-05
"1268","lidocaine hydrochloride, methylprednisolone acetate",FALSE,1,1,"active",1973-12-31
"1269","lidocaine hydrochloride, polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1999-12-29
"1270","lidocaine hydrochloride, polymyxin b sulfate",FALSE,1,1,"active",1990-12-31
"1271","lidocaine (lidocaine hydrochloride)",FALSE,2,2,"active",1993-12-31
"1272","lidocaine, menthol",FALSE,1,1,"active",2014-03-28
"1273","lidocaine, prilocaine",FALSE,3,3,"active",1991-12-31
"1274","lidocaine, tetracaine",FALSE,1,1,"active",2015-09-28
"1275","linaclotide",FALSE,2,1,"active",2014-04-29
"1276","linagliptin",FALSE,1,1,"active",2011-09-13
"1277","linagliptin, metformin",TRUE,3,1,"active",2013-04-17
"1278","linezolid",FALSE,7,3,"active",2001-04-06
"1279","liothyronine (liothyronine sodium)",FALSE,2,1,"active",1993-12-31
"1280","liraglutide",FALSE,2,1,"active",2010-05-27
"1281","lisdexamfetamine",TRUE,7,1,"active",2009-08-04
"1282","lisinopril",TRUE,48,1,"active",1990-12-31
"1283","lithium carbonate",TRUE,11,2,"active",1971-12-31
"1284","lithium (ion)",TRUE,1,1,"active",1994-12-31
"1285","lomitapide (lomitapide mesylate)",FALSE,3,1,"active",2014-05-06
"1286","lomustine",FALSE,3,1,"active",1976-12-31
"1287","loperamide hydrochloride",FALSE,22,3,"active",1993-12-31
"1288","loperamide hydrochloride, simethicone",FALSE,2,2,"active",1998-05-12
"1289","lopinavir, ritonavir",FALSE,3,2,"active",2001-03-09
"1290","loratadine",FALSE,10,4,"active",1988-12-18
"1291","loratadine, pseudoephedrine sulfate",FALSE,2,2,"active",1991-12-31
"1292","lorazepam",TRUE,33,3,"active",1985-12-31
"1293","losartan",TRUE,54,1,"active",1995-12-31
"1294","loteprednol etabonate",FALSE,4,3,"active",2009-06-24
"1295","lovastatin",FALSE,22,1,"active",1997-03-27
"1296","loxapine (loxapine hydrochloride)",FALSE,2,2,"active",1997-06-13
"1297","loxapine (loxapine succinate)",FALSE,13,1,"active",1997-06-13
"1298","lurasidone hydrochloride",FALSE,5,1,"active",2012-09-05
"1299","lutropin alfa",FALSE,1,1,"active",2005-06-28
"1300","lymphocyte immune globulin anti-thymocyte globulin (equine)",FALSE,1,1,"active",1998-12-04
"1301","macitentan",FALSE,1,1,"active",2014-01-15
"1302","macrogol, potassium chloride, sodium bicarbonate, sodium chloride, sodium sulfate",FALSE,2,1,"active",1985-12-31
"1303","macrogol, propylene glycol",FALSE,6,2,"active",1982-12-31
"1304","magnesium chloride",FALSE,1,1,"active",1996-12-31
"1305","magnesium chloride, potassium chloride, potassium phosphate monobasic, sodium acetate, sodium chloride, sodium gluconate, sodium phosphate dibasic",FALSE,1,1,"active",1996-09-10
"1306","magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium gluconate",FALSE,4,1,"active",1965-12-31
"1307","magnesium chloride, sodium bicarbonate, sodium chloride",FALSE,1,2,"active",2016-06-18
"1308","magnesium hydroxide, mineral oil",FALSE,1,1,"active",1972-12-31
