"","drug_code","ccdd","n_ing","ai_code_set","tm_set","str_set","precise_ing_set","ntp_ing_group","ntp_ing_formal_name"
"9422",85559,FALSE,1,"933","zolpidem tartrate","10 MG","ZOLPIDEM TARTRATE","zolpidem tartrate","zolpidem tartrate 10 mg"
"9423",85560,TRUE,1,"1926","diltiazem","120 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 120 mg"
"9424",85561,FALSE,1,"20872","tolvaptan","15 MG","Tolvaptan","tolvaptan","tolvaptan 15 mg"
"9425",85562,FALSE,1,"20872","tolvaptan","30 MG","Tolvaptan","tolvaptan","tolvaptan 30 mg"
"9426",85564,TRUE,1,"1926","diltiazem","180 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 180 mg"
"9427",85565,TRUE,1,"1926","diltiazem","240 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 240 mg"
"9428",85566,TRUE,1,"1926","diltiazem","300 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 300 mg"
"9429",85567,TRUE,1,"1926","diltiazem","360 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 360 mg"
"9430",85570,FALSE,1,"2333","oxygen","99 %","OXYGEN","oxygen","oxygen 99 %"
"9431",85574,FALSE,1,"20874","rilpivirine (rilpivirine hydrochloride)","25 MG","RILPIVIRINE HYDROCHLORIDE","rilpivirine (rilpivirine hydrochloride)","rilpivirine (rilpivirine hydrochloride) 25 mg"
"9432",85575,TRUE,1,"1926","diltiazem","120 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 120 mg"
"9433",85576,TRUE,1,"1926","diltiazem","180 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 180 mg"
"9434",85577,TRUE,1,"1926","diltiazem","240 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 240 mg"
"9435",85578,TRUE,1,"1926","diltiazem","300 MG","DILTIAZEM HYDROCHLORIDE","diltiazem hydrochloride","diltiazem hydrochloride 300 mg"
"9436",85581,TRUE,1,"12209","mirtazapine","30 MG","MIRTAZAPINE","mirtazapine","mirtazapine 30 mg"
"9437",85582,TRUE,1,"723","risperidone","3 MG","RISPERIDONE","risperidone","risperidone 3 mg"
"9438",85583,TRUE,1,"723","risperidone","4 MG","RISPERIDONE","risperidone","risperidone 4 mg"
"9439",85592,TRUE,1,"11086","pantoprazole","40 MG","PANTOPRAZOLE SODIUM SESQUIHYDRATE","pantoprazole (pantoprazole sodium)","pantoprazole (pantoprazole sodium sesquihydrate) 40 mg"
"9440",85604,FALSE,1,"10225","lidocaine hydrochloride","20 MG per G","LIDOCAINE HYDROCHLORIDE","lidocaine hydrochloride","lidocaine hydrochloride 20 mg per g"
"9441",85612,FALSE,1,"20882","linagliptin","5 MG","LINAGLIPTIN","linagliptin","linagliptin 5 mg"
"9442",85622,TRUE,2,"11344, 11907","amlodipine, telmisartan","5 MG, 40 MG","AMLODIPINE BESYLATE, TELMISARTAN","amlodipine (amlodipine besylate), telmisartan","amlodipine (amlodipine besylate) 5 mg and telmisartan 40 mg"
"9443",85623,TRUE,2,"11344, 11907","amlodipine, telmisartan","10 MG, 40 MG","AMLODIPINE BESYLATE, TELMISARTAN","amlodipine (amlodipine besylate), telmisartan","amlodipine (amlodipine besylate) 10 mg and telmisartan 40 mg"
"9444",85624,TRUE,2,"11344, 11907","amlodipine, telmisartan","5 MG, 80 MG","AMLODIPINE BESYLATE, TELMISARTAN","amlodipine (amlodipine besylate), telmisartan","amlodipine (amlodipine besylate) 5 mg and telmisartan 80 mg"
"9445",85625,TRUE,2,"11344, 11907","amlodipine, telmisartan","10 MG, 80 MG","AMLODIPINE BESYLATE, TELMISARTAN","amlodipine (amlodipine besylate), telmisartan","amlodipine (amlodipine besylate) 10 mg and telmisartan 80 mg"
"9446",85626,FALSE,1,"20883","abiraterone acetate","250 MG","Abiraterone acetate","abiraterone acetate","abiraterone acetate 250 mg"
"9447",85628,FALSE,1,"21616","incobotulinumtoxina","50 UNIT per VIAL","IncobotulinumtoxinA","incobotulinumtoxina","incobotulinumtoxina 50 unit per vial"
"9448",85631,TRUE,1,"270","acetaminophen","160 MG per 5 ML","ACETAMINOPHEN","acetaminophen","acetaminophen 160 mg per 5 mL"
"9449",85632,TRUE,1,"270","acetaminophen","650 MG","ACETAMINOPHEN","acetaminophen","acetaminophen 650 mg"
"9450",85635,FALSE,4,"12049, 12048, 33, 727","octinoxate, octisalate, oxybenzone, titanium dioxide","7.5 %, 4 %, 2.5 %, 1.1 %","OCTINOXATE, OCTISALATE, OXYBENZONE, TITANIUM DIOXIDE","octinoxate, octisalate, oxybenzone, titanium dioxide","octinoxate 7.5 % and octisalate 4 % and oxybenzone 2.5 % and titanium dioxide 1.1 %"
"9451",85636,TRUE,1,"7490","levonorgestrel","0.75 MG","LEVONORGESTREL","levonorgestrel","levonorgestrel 0.75 mg"
"9452",85641,TRUE,2,"10234, 144","hydrochlorothiazide, losartan","12.5 MG, 50 MG","HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIUM","hydrochlorothiazide, losartan potassium","hydrochlorothiazide 12.5 mg and losartan potassium 50 mg"
"9453",85642,TRUE,2,"10234, 144","hydrochlorothiazide, losartan","12.5 MG, 100 MG","HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIUM","hydrochlorothiazide, losartan potassium","hydrochlorothiazide 12.5 mg and losartan potassium 100 mg"
"9454",85643,TRUE,2,"10234, 144","hydrochlorothiazide, losartan","25 MG, 100 MG","HYDROCHLOROTHIAZIDE, LOSARTAN POTASSIUM","hydrochlorothiazide, losartan potassium","hydrochlorothiazide 25 mg and losartan potassium 100 mg"
"9455",85647,FALSE,3,"755, 12048, 2280","avobenzone, octisalate, octocrylene","3 %, 5 %, 2.7 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE","avobenzone, octisalate, octocrylene","avobenzone 3 % and octisalate 5 % and octocrylene 2.7 %"
"9456",85649,FALSE,1,"141","bicalutamide","50 MG","BICALUTAMIDE","bicalutamide","bicalutamide 50 mg"
"9457",85665,TRUE,1,"4922","vitamin d3","10000 UNIT","VITAMIN D3","vitamin d3","vitamin d3 10000 unit"
"9458",85666,TRUE,1,"4922","vitamin d3","50000 UNIT","VITAMIN D3","vitamin d3","vitamin d3 50000 unit"
"9459",85667,TRUE,1,"11702","valsartan","40 MG","VALSARTAN","valsartan","valsartan 40 mg"
"9460",85668,TRUE,1,"11702","valsartan","80 MG","VALSARTAN","valsartan","valsartan 80 mg"
"9461",85669,TRUE,1,"11702","valsartan","160 MG","VALSARTAN","valsartan","valsartan 160 mg"
"9462",85670,TRUE,1,"11702","valsartan","320 MG","VALSARTAN","valsartan","valsartan 320 mg"
"9463",85673,FALSE,1,"12389","choriogonadotropin alpha","250 MCG per CARTRIDGE","CHORIOGONADOTROPIN ALPHA","choriogonadotropin alpha","choriogonadotropin alpha 250 mcg per cartridge"
"9464",85676,TRUE,1,"11854","sildenafil","25 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 25 mg"
"9465",85677,TRUE,1,"11854","sildenafil","50 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 50 mg"
"9466",85678,TRUE,1,"11854","sildenafil","100 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 100 mg"
"9467",85684,TRUE,1,"11344","amlodipine","2.5 MG","AMLODIPINE BESYLATE","amlodipine (amlodipine besylate)","amlodipine (amlodipine besylate) 2.5 mg"
"9468",85685,TRUE,1,"11344","amlodipine","5 MG","AMLODIPINE BESYLATE","amlodipine (amlodipine besylate)","amlodipine (amlodipine besylate) 5 mg"
"9469",85686,TRUE,1,"11344","amlodipine","10 MG","AMLODIPINE BESYLATE","amlodipine (amlodipine besylate)","amlodipine (amlodipine besylate) 10 mg"
"9470",85687,FALSE,1,"11104","ondansetron (ondansetron hydrochloride)","4 MG","ONDANSETRON HYDROCHLORIDE","ondansetron (ondansetron hydrochloride)","ondansetron (ondansetron hydrochloride) 4 mg"
"9471",85688,FALSE,1,"11104","ondansetron (ondansetron hydrochloride)","8 MG","ONDANSETRON HYDROCHLORIDE","ondansetron (ondansetron hydrochloride)","ondansetron (ondansetron hydrochloride) 8 mg"
"9472",85689,TRUE,1,"723","risperidone","0.25 MG","RISPERIDONE","risperidone","risperidone 0.25 mg"
"9473",85690,TRUE,1,"723","risperidone","0.5 MG","RISPERIDONE","risperidone","risperidone 0.5 mg"
"9474",85691,TRUE,1,"723","risperidone","1 MG","RISPERIDONE","risperidone","risperidone 1 mg"
"9475",85692,TRUE,1,"723","risperidone","2 MG","RISPERIDONE","risperidone","risperidone 2 mg"
"9476",85693,TRUE,1,"723","risperidone","3 MG","RISPERIDONE","risperidone","risperidone 3 mg"
"9477",85694,TRUE,1,"723","risperidone","4 MG","RISPERIDONE","risperidone","risperidone 4 mg"
"9478",85695,TRUE,1,"768","finasteride","5 MG","FINASTERIDE","finasteride","finasteride 5 mg"
"9479",85696,FALSE,1,"1281","mesna","100 MG per ML","MESNA","mesna","mesna 100 mg per mL"
"9480",85697,FALSE,5,"755, 12049, 12048, 2280, 33","avobenzone, octinoxate, octisalate, octocrylene, oxybenzone","2 %, 7.5 %, 5 %, 3 %, 4 %","AVOBENZONE, OCTINOXATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, octinoxate, octisalate, octocrylene, oxybenzone","avobenzone 2 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 3 % and oxybenzone 4 %"
"9481",85698,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","2 %, 5 %, 5 %, 2 %, 4 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 2 % and homosalate 5 % and octisalate 5 % and octocrylene 2 % and oxybenzone 4 %"
"9482",85700,TRUE,1,"11847","citalopram","10 MG","CITALOPRAM HYDROBROMIDE","citalopram (citalopram hydrobromide)","citalopram (citalopram hydrobromide) 10 mg"
"9483",85701,TRUE,1,"11847","citalopram","20 MG","CITALOPRAM HYDROBROMIDE","citalopram (citalopram hydrobromide)","citalopram (citalopram hydrobromide) 20 mg"
"9484",85702,TRUE,1,"11847","citalopram","40 MG","CITALOPRAM HYDROBROMIDE","citalopram (citalopram hydrobromide)","citalopram (citalopram hydrobromide) 40 mg"
"9485",85703,FALSE,2,"12049, 7289","octinoxate, zinc oxide","6 %, 6 %","OCTINOXATE, ZINC OXIDE","octinoxate, zinc oxide","octinoxate 6 % and zinc oxide 6 %"
"9486",85710,TRUE,1,"2041","atenolol","25 MG","ATENOLOL","atenolol","atenolol 25 mg"
"9487",85711,TRUE,1,"2041","atenolol","50 MG","ATENOLOL","atenolol","atenolol 50 mg"
"9488",85712,TRUE,1,"2041","atenolol","100 MG","ATENOLOL","atenolol","atenolol 100 mg"
"9489",85714,TRUE,2,"12580, 11780","dutasteride, tamsulosin","0.5 MG, 0.4 MG","DUTASTERIDE, TAMSULOSIN HYDROCHLORIDE","dutasteride, tamsulosin hydrochloride","dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg"
"9490",85715,FALSE,2,"8523, 8519","gramicidin, polymyxin b sulfate","0.25 MG per G, 10000 UNIT per G","GRAMICIDIN, POLYMYXIN B SULFATE","gramicidin, polymyxin b sulfate","gramicidin 0.25 mg per g and polymyxin b sulfate 10000 unit per g"
"9491",85716,FALSE,2,"8500, 8519","bacitracin zinc, polymyxin b sulfate","500 UNIT per G, 10000 UNIT per G","BACITRACIN ZINC, POLYMYXIN B SULFATE","bacitracin zinc, polymyxin b sulfate","bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g"
"9492",85717,FALSE,3,"8523, 10225, 8519","gramicidin, lidocaine hydrochloride, polymyxin b sulfate","0.25 MG per G, 40 MG per G, 10000 UNIT per G","GRAMICIDIN, LIDOCAINE HYDROCHLORIDE, POLYMYXIN B SULFATE","gramicidin, lidocaine hydrochloride, polymyxin b sulfate","gramicidin 0.25 mg per g and lidocaine hydrochloride 40 mg per g and polymyxin b sulfate 10000 unit per g"
"9493",85722,TRUE,1,"11854","sildenafil","25 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 25 mg"
"9494",85723,TRUE,1,"11854","sildenafil","50 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 50 mg"
"9495",85724,TRUE,1,"11854","sildenafil","100 MG","SILDENAFIL CITRATE","sildenafil (sildenafil citrate)","sildenafil (sildenafil citrate) 100 mg"
"9496",85727,FALSE,4,"755, 12049, 12048, 33","avobenzone, octinoxate, octisalate, oxybenzone","1 %, 7.5 %, 5 %, 6 %","AVOBENZONE, OCTINOXATE, OCTISALATE, OXYBENZONE","avobenzone, octinoxate, octisalate, oxybenzone","avobenzone 1 % and octinoxate 7.5 % and octisalate 5 % and oxybenzone 6 %"
"9497",85729,FALSE,3,"755, 12048, 2280","avobenzone, octisalate, octocrylene","2 %, 5 %, 2.75 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE","avobenzone, octisalate, octocrylene","avobenzone 2 % and octisalate 5 % and octocrylene 2.75 %"
"9498",85730,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","2 %, 7.5 %, 5 %, 2.75 %, 2 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 2 % and homosalate 7.5 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 2 %"
"9499",85732,FALSE,1,"150","acetylsalicylic acid","81 MG","ACETYLSALICYLIC ACID","acetylsalicylic acid","acetylsalicylic acid 81 mg"
"9500",85734,TRUE,1,"11776","irbesartan","150 MG","IRBESARTAN","irbesartan","irbesartan 150 mg"
"9501",85742,FALSE,1,"11446","letrozole","2.5 MG","LETROZOLE","letrozole","letrozole 2.5 mg"
"9502",85748,TRUE,1,"11776","irbesartan","75 MG","IRBESARTAN","irbesartan","irbesartan 75 mg"
"9503",85751,TRUE,1,"11776","irbesartan","150 MG","IRBESARTAN","irbesartan","irbesartan 150 mg"
"9504",85752,TRUE,1,"11776","irbesartan","300 MG","IRBESARTAN","irbesartan","irbesartan 300 mg"
"9505",85754,FALSE,1,"3854","non pollen","40000 UNIT per ML","NON POLLEN","non pollen","non pollen 40000 unit per mL"
"9506",85755,FALSE,1,"13311","vardenafil (vardenafil hydrochloride)","10 MG","VARDENAFIL HYDROCHLORIDE","vardenafil (vardenafil hydrochloride)","vardenafil (vardenafil hydrochloride) 10 mg"
"9507",85756,FALSE,1,"5183","pollen","40000 UNIT per ML","POLLEN","pollen","pollen 40000 unit per mL"
"9508",85757,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","2 %, 7.5 %, 5 %, 2.75 %, 2 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 2 % and homosalate 7.5 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 2 %"
"9509",85758,FALSE,4,"755, 12048, 2280, 33","avobenzone, octisalate, octocrylene, oxybenzone","2 %, 5 %, 2.75 %, 0.5 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, octisalate, octocrylene, oxybenzone","avobenzone 2 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 0.5 %"
"9510",85760,TRUE,1,"6165","oxycodone","10 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 10 mg"
"9511",85765,TRUE,1,"6165","oxycodone","15 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 15 mg"
"9512",85766,TRUE,1,"6165","oxycodone","30 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 30 mg"
"9513",85767,TRUE,1,"6165","oxycodone","40 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 40 mg"
"9514",85768,TRUE,1,"6165","oxycodone","60 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 60 mg"
"9515",85769,TRUE,1,"6165","oxycodone","80 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 80 mg"
"9516",85782,FALSE,1,"2139","mycophenolic acid (mycophenolate sodium)","180 MG","MYCOPHENOLATE SODIUM","mycophenolic acid (mycophenolate sodium)","mycophenolic acid (mycophenolate sodium) 180 mg"
"9517",85783,FALSE,1,"2139","mycophenolic acid (mycophenolate sodium)","360 MG","MYCOPHENOLATE SODIUM","mycophenolic acid (mycophenolate sodium)","mycophenolic acid (mycophenolate sodium) 360 mg"
"9518",85788,TRUE,1,"6165","oxycodone","20 MG","OXYCODONE HYDROCHLORIDE","oxycodone hydrochloride","oxycodone hydrochloride 20 mg"
"9519",85790,TRUE,1,"1","olanzapine","2.5 MG","OLANZAPINE","olanzapine","olanzapine 2.5 mg"
"9520",85791,TRUE,1,"1","olanzapine","5 MG","OLANZAPINE","olanzapine","olanzapine 5 mg"
"9521",85792,TRUE,1,"1","olanzapine","7.5 MG","OLANZAPINE","olanzapine","olanzapine 7.5 mg"
"9522",85793,TRUE,1,"1","olanzapine","10 MG","OLANZAPINE","olanzapine","olanzapine 10 mg"
"9523",85794,TRUE,1,"1","olanzapine","15 MG","OLANZAPINE","olanzapine","olanzapine 15 mg"
"9524",85799,TRUE,2,"10234, 11776","hydrochlorothiazide, irbesartan","12.5 MG, 150 MG","HYDROCHLOROTHIAZIDE, IRBESARTAN","hydrochlorothiazide, irbesartan","hydrochlorothiazide 12.5 mg and irbesartan 150 mg"
"9525",85800,TRUE,2,"10234, 11776","hydrochlorothiazide, irbesartan","12.5 MG, 300 MG","HYDROCHLOROTHIAZIDE, IRBESARTAN","hydrochlorothiazide, irbesartan","hydrochlorothiazide 12.5 mg and irbesartan 300 mg"
"9526",85801,TRUE,2,"10234, 11776","hydrochlorothiazide, irbesartan","25 MG, 300 MG","HYDROCHLOROTHIAZIDE, IRBESARTAN","hydrochlorothiazide, irbesartan","hydrochlorothiazide 25 mg and irbesartan 300 mg"
"9527",85804,TRUE,1,"1221","simvastatin","5 MG","SIMVASTATIN","simvastatin","simvastatin 5 mg"
"9528",85805,TRUE,1,"1221","simvastatin","10 MG","SIMVASTATIN","simvastatin","simvastatin 10 mg"
"9529",85806,TRUE,1,"1221","simvastatin","20 MG","SIMVASTATIN","simvastatin","simvastatin 20 mg"
"9530",85807,TRUE,1,"1221","simvastatin","40 MG","SIMVASTATIN","simvastatin","simvastatin 40 mg"
"9531",85808,TRUE,1,"1221","simvastatin","80 MG","SIMVASTATIN","simvastatin","simvastatin 80 mg"
"9532",85810,FALSE,1,"10225","lidocaine hydrochloride","5 MG per ML","LIDOCAINE HYDROCHLORIDE","lidocaine hydrochloride","lidocaine hydrochloride 5 mg per mL"
"9533",85812,TRUE,1,"2037","naproxen","220 MG","NAPROXEN SODIUM","naproxen sodium","naproxen sodium 220 mg"
"9534",85813,FALSE,1,"11446","letrozole","2.5 MG","LETROZOLE","letrozole","letrozole 2.5 mg"
"9535",85814,TRUE,1,"13904","tramadol","100 MG","TRAMADOL HYDROCHLORIDE","tramadol hydrochloride","tramadol hydrochloride 100 mg"
"9536",85815,TRUE,1,"13904","tramadol","200 MG","TRAMADOL HYDROCHLORIDE","tramadol hydrochloride","tramadol hydrochloride 200 mg"
"9537",85816,TRUE,1,"13904","tramadol","300 MG","TRAMADOL HYDROCHLORIDE","tramadol hydrochloride","tramadol hydrochloride 300 mg"
"9538",85817,TRUE,1,"11458","latanoprost","50 MCG per ML","LATANOPROST","latanoprost","latanoprost 50 mcg per mL"
"9539",85818,TRUE,2,"11458, 11163","latanoprost, timolol","50 MCG per ML, 5 MG per ML","LATANOPROST, TIMOLOL MALEATE","latanoprost, timolol (timolol maleate)","latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL"
"9540",85819,FALSE,2,"12049, 727","octinoxate, titanium dioxide","5.99 %, 0.54 %","OCTINOXATE, TITANIUM DIOXIDE","octinoxate, titanium dioxide","octinoxate 5.99 % and titanium dioxide 0.54 %"
"9541",85821,FALSE,4,"12049, 12048, 33, 727","octinoxate, octisalate, oxybenzone, titanium dioxide","7.5 %, 4 %, 2.5 %, 1.1 %","OCTINOXATE, OCTISALATE, OXYBENZONE, TITANIUM DIOXIDE","octinoxate, octisalate, oxybenzone, titanium dioxide","octinoxate 7.5 % and octisalate 4 % and oxybenzone 2.5 % and titanium dioxide 1.1 %"
"9542",85829,TRUE,2,"8917, 10225","epinephrine, lidocaine hydrochloride","0.005 MG per ML, 20 MG per ML","EPINEPHRINE RACEMIC, LIDOCAINE HYDROCHLORIDE","epinephrine racemic, lidocaine hydrochloride","epinephrine racemic 0.005 mg per mL and lidocaine hydrochloride 20 mg per mL"
"9543",85835,FALSE,1,"11262","gemcitabine (gemcitabine hydrochloride)","200 MG per VIAL","GEMCITABINE HYDROCHLORIDE","gemcitabine (gemcitabine hydrochloride)","gemcitabine (gemcitabine hydrochloride) 200 mg per vial"
"9544",85836,FALSE,1,"11262","gemcitabine (gemcitabine hydrochloride)","1 G per VIAL","GEMCITABINE HYDROCHLORIDE","gemcitabine (gemcitabine hydrochloride)","gemcitabine (gemcitabine hydrochloride) 1 g per vial"
"9545",85841,FALSE,3,"443, 219, 2813","silicon dioxide, sodium fluoride, triclosan","5 %, 0.243 %, 0.3 %","SILICON DIOXIDE, SODIUM FLUORIDE, TRICLOSAN","silicon dioxide, sodium fluoride, triclosan","silicon dioxide 5 % and sodium fluoride 0.243 % and triclosan 0.3 %"
"9546",85846,FALSE,1,"182","diphenhydramine hydrochloride","25 MG","DIPHENHYDRAMINE HYDROCHLORIDE","diphenhydramine hydrochloride","diphenhydramine hydrochloride 25 mg"
"9547",85857,FALSE,1,"11446","letrozole","2.5 MG","LETROZOLE","letrozole","letrozole 2.5 mg"
"9548",85866,FALSE,3,"755, 12048, 2280","avobenzone, octisalate, octocrylene","2 %, 5 %, 2.75 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE","avobenzone, octisalate, octocrylene","avobenzone 2 % and octisalate 5 % and octocrylene 2.75 %"
"9549",85867,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","2 %, 7.5 %, 5 %, 2.75 %, 2 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 2 % and homosalate 7.5 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 2 %"
"9550",85868,FALSE,5,"755, 1970, 12048, 2280, 33","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","2 %, 7.5 %, 5 %, 2.75 %, 2 %","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE","avobenzone, homosalate, octisalate, octocrylene, oxybenzone","avobenzone 2 % and homosalate 7.5 % and octisalate 5 % and octocrylene 2.75 % and oxybenzone 2 %"
"9551",85869,FALSE,3,"755, 12048, 2280","avobenzone, octisalate, octocrylene","2 %, 5 %, 2.75 %","AVOBENZONE, OCTISALATE, OCTOCRYLENE","avobenzone, octisalate, octocrylene","avobenzone 2 % and octisalate 5 % and octocrylene 2.75 %"
"9552",85882,FALSE,3,"755, 2280, 33","avobenzone, octocrylene, oxybenzone","3 %, 6 %, 4 %","AVOBENZONE, OCTOCRYLENE, OXYBENZONE","avobenzone, octocrylene, oxybenzone","avobenzone 3 % and octocrylene 6 % and oxybenzone 4 %"
"9553",85883,FALSE,3,"755, 2280, 33","avobenzone, octocrylene, oxybenzone","2 %, 5 %, 3 %","AVOBENZONE, OCTOCRYLENE, OXYBENZONE","avobenzone, octocrylene, oxybenzone","avobenzone 2 % and octocrylene 5 % and oxybenzone 3 %"
"9554",85884,FALSE,2,"12049, 7289","octinoxate, zinc oxide","6 %, 4.5 %","OCTINOXATE, ZINC OXIDE","octinoxate, zinc oxide","octinoxate 6 % and zinc oxide 4.5 %"
"9555",85900,FALSE,1,"433","dimethicone","50 %","DIMETHICONE","dimethicone","dimethicone 50 %"
"9556",85901,FALSE,6,"51, 42, 49, 53, 9197, 55, 55","calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium bicarbonate, sodium chloride, sodium chloride","2.45 G per L, 9.9 G per L, 1.83 G per L, 2.68 G per L, 3.59 G per L, 4.21 G per L, 6.18 G per L","CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE, SODIUM CHLORIDE","calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium bicarbonate, sodium chloride, sodium chloride","calcium chloride 2.45 g per l and dextrose 9.9 g per l and magnesium chloride 1.83 g per l and potassium chloride 2.68 g per l and sodium bicarbonate 3.59 g per l and sodium chloride 4.21 g per l and sodium chloride 6.18 g per l"
"9557",85902,FALSE,2,"47, 10292","acetic acid, sodium acetate","6.82 G per L, 27.22 G per L","ACETIC ACID, SODIUM ACETATE","acetic acid, sodium acetate","acetic acid 6.82 g per l and sodium acetate 27.22 g per l"
"9558",85903,FALSE,1,"55","sodium chloride","9 G per L","SODIUM CHLORIDE","sodium chloride","sodium chloride 9 g per l"
"9559",85904,TRUE,1,"6760","colchicine","0.6 MG","COLCHICINE","colchicine","colchicine 0.6 mg"
"9560",85911,TRUE,1,"1960","indapamide","1.25 MG","INDAPAMIDE","indapamide","indapamide 1.25 mg"
"9561",85912,TRUE,1,"1960","indapamide","2.5 MG","INDAPAMIDE","indapamide","indapamide 2.5 mg"
"9562",85916,TRUE,1,"11784","montelukast","10 MG","MONTELUKAST SODIUM","montelukast (montelukast sodium)","montelukast (montelukast sodium) 10 mg"
"9563",85917,FALSE,1,"20982","colesevelam hydrochloride","625 MG","Colesevelam hydrochloride","colesevelam hydrochloride","colesevelam hydrochloride 625 mg"
"9564",85918,TRUE,1,"2041","atenolol","25 MG","ATENOLOL","atenolol","atenolol 25 mg"
"9565",85927,FALSE,1,"12787","moroctocog alfa","1000 UNIT","MOROCTOCOG ALFA","moroctocog alfa","moroctocog alfa 1000 unit"
"9566",85928,FALSE,1,"12787","moroctocog alfa","2000 UNIT","MOROCTOCOG ALFA","moroctocog alfa","moroctocog alfa 2000 unit"
"9567",85929,FALSE,1,"12787","moroctocog alfa","3000 UNIT","MOROCTOCOG ALFA","moroctocog alfa","moroctocog alfa 3000 unit"
"9568",85932,FALSE,3,"16516, 20874, 12251","emtricitabine, rilpivirine (rilpivirine hydrochloride), tenofovir disoproxil fumarate","200 MG, 25 MG, 300 MG","EMTRICITABINE, RILPIVIRINE HYDROCHLORIDE, TENOFOVIR DISOPROXIL FUMARATE","emtricitabine, rilpivirine (rilpivirine hydrochloride), tenofovir disoproxil fumarate","emtricitabine 200 mg and rilpivirine (rilpivirine hydrochloride) 25 mg and tenofovir disoproxil fumarate 300 mg"
