"mp_code","drug_identification_number","brand_name","reason"
"02432161","02432161","LYSOL BRAND III NO-TOUCH ANTIBACTERIAL HAND SOAP","New DIN, existing TM"
"02432471","02432471","JAMP-FLUCONAZOLE","New DIN, existing TM"
"02432749","02432749","SANIMOR ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS | SANIMOR ALCOHOL FREE FOAMING HAND SANITIZER","New DIN, existing TM"
"02433044","02433044","ASA","New DIN, existing TM"
"02433214","02433214","TELMISARTAN-HCTZ","New DIN, existing TM"
"02433222","02433222","TELMISARTAN-HCTZ","New DIN, existing TM"
"02433486","02433486","RENEWAL CLEANSER","New DIN, existing TM"
"02433494","02433494","REPAIRING TREATMENT","New DIN, existing TM"
"02433532","02433532","BACKUP PLAN ONESTEP","New DIN, existing TM"
"02433702","02433702","PRIVA-FLUCONAZOLE","New DIN, existing TM"
"02434342","02434342","PMS-ELETRIPTAN","New DIN, existing TM"
"02434350","02434350","PMS-ELETRIPTAN","New DIN, existing TM"
"02434725","02434725","MUCINEX EXTENDED RELEASE BI-LAYER TABLETS","New DIN, existing TM"
"02434849","02434849","TEVA-ALMOTRIPTAN","New DIN, existing TM"
"02434946","02434946","APO-ZOLPIDEM ODT","New DIN, existing TM"
"02435144","02435144","CHILDREN'S TYLENOL FEVER & SORE THROAT PAIN","New DIN, existing TM"
"02435810","02435810","EPINEPHRINE INJECTION","New DIN, existing TM"
"02435837","02435837","CINTAS ANTIBACTERIAL FOAMING HAND SOAP","New DIN, existing TM"
"02436159","02436159","APO-ZOLPIDEM ODT","New DIN, existing TM"
"02436175","02436175","PMS-ZOLPIDEM ODT","New DIN, existing TM"
"02436183","02436183","PMS-ZOLPIDEM ODT","New DIN, existing TM"
"02436256","02436256","ACT LATANOPROST/TIMOLOL","New DIN, existing TM"
"02436892","02436892","CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE, USP","New DIN, existing TM"
"02436906","02436906","AURO-CLINDAMYCIN","New DIN, existing TM"
"02436914","02436914","AURO-CLINDAMYCIN","New DIN, existing TM"
"02437147","02437147","PRECEDEX","New DIN, existing TM"
"02437384","02437384","PURELL HAND SANITIZING WIPES","New DIN, existing TM"
"02438763","02438763","VAN-ZOLMITRIPTAN ODT","New DIN, existing TM"
"02439239","02439239","ACT AMPHETAMINE XR","New DIN, existing TM"
"02439247","02439247","ACT AMPHETAMINE XR","New DIN, existing TM"
"02439255","02439255","ACT AMPHETAMINE XR","New DIN, existing TM"
"02439263","02439263","ACT AMPHETAMINE XR","New DIN, existing TM"
"02439271","02439271","ACT AMPHETAMINE XR","New DIN, existing TM"
"02439298","02439298","ACT AMPHETAMINE XR","New DIN, existing TM"
"02439530","02439530","DUAKLIR GENUAIR","New DIN, existing TM"
"02440180","02440180","TARO-CLINDAMYCIN/BENZOYL PEROXIDE GEL","New DIN, existing TM"
"02440369","02440369","PMS-AMPHETAMINES XR","New DIN, existing TM"
"02440377","02440377","PMS-AMPHETAMINES XR","New DIN, existing TM"
"02440385","02440385","PMS-AMPHETAMINES XR","New DIN, existing TM"
"02440393","02440393","PMS-AMPHETAMINES XR","New DIN, existing TM"
"02440407","02440407","PMS-AMPHETAMINES XR","New DIN, existing TM"
"02440415","02440415","PMS-AMPHETAMINES XR","New DIN, existing TM"
"02440512","02440512","STUBBORN ACNE SPOT GEL","New DIN, existing TM"
"02440520","02440520","STUBBORN ACNE DAILY LEAVE-ON MASK","New DIN, existing TM"
"02440881","02440881","STUBBORN ACNE CLEANSER","New DIN, existing TM"
"02441551","02441551","CLENZIDERM ACNE THERAPEUTIC SYSTEM","New DIN, existing TM"
"02441888","02441888","INSPIOLTO RESPIMAT","New DIN, existing TM"
"02442302","02442302","QUINSAIR","New DIN, existing TM"
"02442434","02442434","AZITHROMYCIN","New DIN, existing TM"
"02442655","02442655","ZOLMITRIPTAN","New DIN, existing TM"
"02442671","02442671","ZOLMITRIPTAN ODT","New DIN, existing TM"
"02442957","02442957","ENALAPRIL","New DIN, existing TM"
"02442965","02442965","ENALAPRIL","New DIN, existing TM"
"02442973","02442973","ENALAPRIL","New DIN, existing TM"
"02442981","02442981","ENALAPRIL","New DIN, existing TM"
"02443104","02443104","NON-ALCOHOL FOAMING HAND SANITIZER/ASSAINISSEUR MOUSSANT SANS ALCOOL","New DIN, existing TM"
"02443163","02443163","ALOE-CARE ANTIBACTERIAL LOTION SOAP, BENZALKONIUM CHLORIDE LOTION 0.13% W/W","New DIN, existing TM"
"02443244","02443244","KLEENEX ANTIMICROBIAL FOAM SKIN CLEANSER","New DIN, existing TM"
"02443252","02443252","KLEENEX FOAM HAND SANITIZER","New DIN, existing TM"
"02443368","02443368","TOBRAMYCIN INHALATION SOLUTION","New DIN, existing TM"
"02444054","02444054","ACTIVE ANTI-ACNE TREATMENT KIT","New DIN, existing TM"
"02444186","02444186","BREO ELLIPTA","New DIN, existing TM"
"02444887","02444887","BIO-CIPROFLOXACIN","New DIN, existing TM"
"02445131","02445131","CLOTRIMADERM-FLUCONAZOLE COMBI-PACK","New DIN, existing TM"
"02445247","02445247","SPOT CLEARING LOTION","New DIN, existing TM"
"02445344","02445344","PRIVA-CIPROFLOXACIN","New DIN, existing TM"
"02447444","02447444","ACETAMINOPHEN 500 MG TABLETS","New DIN, existing TM"
"02447452","02447452","ACETAMINOPHEN 325 MG TABLETS","New DIN, existing TM"
"02447460","02447460","ACETAMINOPHEN 500 MG","New DIN, existing TM"
"02447479","02447479","ACETAMINOPHEN 325 MG","New DIN, existing TM"
"02448882","02448882","BZK TOWELETTE","New DIN, existing TM"
"02449277","02449277","ASA 81 MG","New DIN, existing TM"
"02449773","02449773","BETEFLAM","New DIN, existing TM"
"02449781","02449781","NUCALA","New DIN, existing TM"
"02450232","02450232","LAXATIVE FOR WOMEN","New DIN, existing TM"
"02450275","02450275","CINTAS ALCOHOL-FREE FOAMING HAND SANITIZER / CINTAS ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS","New DIN, existing TM"
"02450550","02450550","NATESTO","New DIN, existing TM"
"02450917","02450917","ACETAMINOPHEN LIQUID GEL CAPSULES","New DIN, existing TM"
"02451018","02451018","M-ACETAMINOPHEN 325MG","New DIN, existing TM"
"02451727","02451727","CLOTRIMAZOLE-FLUCONAZOLE COMBI-PACK","New DIN, existing TM"
"02452308","02452308","JAMP-AZITHROMYCIN","New DIN, existing TM"
"02452324","02452324","MAR-AZITHROMYCIN","New DIN, existing TM"
"02452782","02452782","ADVANTAGE ACNE CONTROL KIT","New DIN, existing TM"
"02453258","02453258","S.O.S. NALOXONE HYDROCHLORIDE INJECTION","New DIN, existing TM"
"02454556","02454556","EXTRA STRENGTH ACETAMINOPHEN LIQUID GEL CAPSULES","New DIN, existing TM"
"02454599","02454599","PHENYLEPHRINE HYDROCHLORIDE INJECTION","New DIN, existing TM"
"02454769","02454769","METOJECT SUBCUTANEOUS","New DIN, existing TM"
"02454777","02454777","METOJECT SUBCUTANEOUS","New DIN, existing TM"
"02454866","02454866","METOJECT SUBCUTANEOUS","New DIN, existing TM"
"02454874","02454874","METOJECT SUBCUTANEOUS","New DIN, existing TM"
"02455560","02455560","MUSCLE ACHES AND BODY PAIN RELIEF","New DIN, existing TM"
"02455935","02455935","INJECTABLE NALOXONE HYDROCHLORIDE","New DIN, existing TM"
"02456389","02456389","AURO-TELMISARTAN HCTZ","New DIN, existing TM"
"02456397","02456397","AURO-TELMISARTAN HCTZ","New DIN, existing TM"
"02456419","02456419","CINQAIR","New DIN, existing TM"
"02457059","02457059","BACLOFEN INJECTION","New DIN, existing TM"
"02457067","02457067","BACLOFEN INJECTION","New DIN, existing TM"
"02457075","02457075","BACLOFEN INJECTION","New DIN, existing TM"
"02457083","02457083","ERASER","New DIN, existing TM"
"02457288","02457288","SANDOZ AMPHETAMINE XR","New DIN, existing TM"
"02457296","02457296","SANDOZ AMPHETAMINE XR","New DIN, existing TM"
"02457318","02457318","SANDOZ AMPHETAMINE XR","New DIN, existing TM"
"02457326","02457326","SANDOZ AMPHETAMINE XR","New DIN, existing TM"
"02457334","02457334","SANDOZ AMPHETAMINE XR","New DIN, existing TM"
"02457342","02457342","SANDOZ AMPHETAMINE XR","New DIN, existing TM"
"02457865","02457865","JAMP-HYDRALAZINE","New DIN, existing TM"
"02457873","02457873","JAMP-HYDRALAZINE","New DIN, existing TM"
"02457881","02457881","JAMP-HYDRALAZINE","New DIN, existing TM"
"02457938","02457938","STUBBORN ACNE SOLUTION","New DIN, existing TM"
"02458187","02458187","NARCAN NASAL SPRAY","New DIN, existing TM"
"02459205","02459205","RIVA-LATANOPROST/TIMOLOL","New DIN, existing TM"
"02459345","02459345","RIVA-DORZOLAMIDE","New DIN, existing TM"
"02459523","02459523","KYLEENA","New DIN, existing TM"
"02459787","02459787","XOLAIR","New DIN, existing TM"
"02459795","02459795","XOLAIR","New DIN, existing TM"
"02459841","02459841","SINEX DAYTIME SINUS","New DIN, existing TM"
"02460602","02460602","HYDROMORPHONE HYDROCHLORIDE INJECTION","New DIN, existing TM"
"700577","02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10","New DIN, existing TM"
"700578","02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10","New DIN, existing TM"
"02461404","02461404","FUROSEMIDE INJECTION USP","New DIN, existing TM"
"02461471","02461471","APO-ASA LD","New DIN, existing TM"
"02461528","02461528","BASAGLAR","New DIN, existing TM"
"02462303","02462303","AMPICILLIN SODIUM FOR INJECTION BP","New DIN, existing TM"
"02462311","02462311","AMPICILLIN SODIUM FOR INJECTION BP","New DIN, existing TM"
"02462338","02462338","AMPICILLIN SODIUM FOR INJECTION BP","New DIN, existing TM"
"02462346","02462346","AMPICILLIN SODIUM FOR INJECTION BP","New DIN, existing TM"
"02462842","02462842","CHLORHEXIDINE","New DIN, existing TM"
"02463792","02463792","TARO-TESTOSTERONE GEL","New DIN, existing TM"
"02463806","02463806","TARO-TESTOSTERONE GEL","New DIN, existing TM"
"02464519","02464519","TARO-BENZOYL PEROXIDE / CLINDAMYCIN KIT","New DIN, existing TM"
"02464802","02464802","DIAL COMPLETE ANTIBACTERIAL FOAMING HAND WASH","New DIN, existing TM"
"02464810","02464810","DIAL COMPLETE FOAMING ANTIBACTERIAL HAND WASH","New DIN, existing TM"
"02464829","02464829","DIAL ANTIBACTERIAL HYDRATING HAND SOAP","New DIN, existing TM"
"02465604","02465604","AZITHROMYCIN FOR INJECTION, USP","New DIN, existing TM"
"02468409","02468409","PMS-AMITRIPTYLINE","New DIN, existing TM"
"02468476","02468476","RIVA-CLINDAMYCIN","New DIN, existing TM"
"02468484","02468484","RIVA-CLINDAMYCIN","New DIN, existing TM"
"02470292","02470292","FOQUEST","New DIN, existing TM"
"02470306","02470306","FOQUEST","New DIN, existing TM"
"02470314","02470314","FOQUEST","New DIN, existing TM"
"02470322","02470322","FOQUEST","New DIN, existing TM"
"02470330","02470330","FOQUEST","New DIN, existing TM"
"02470349","02470349","FOQUEST","New DIN, existing TM"
"02470357","02470357","FOQUEST","New DIN, existing TM"
