"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_description"
"8000947","levofloxacin","9003982","levofloxacin 500 mg oral tablet","02248263","TEVA-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) TEVA CANADA LIMITED","02248263",""
"8000947","levofloxacin","9003982","levofloxacin 500 mg oral tablet","02284685","PMS-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) PHARMASCIENCE INC","02284685",""
"8000947","levofloxacin","9003982","levofloxacin 500 mg oral tablet","02284715","APO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) APOTEX INC","02284715",""
"8000947","levofloxacin","9003982","levofloxacin 500 mg oral tablet","02298643","SANDOZ LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) SANDOZ CANADA INCORPORATED","02298643",""
"8000947","levofloxacin","9003982","levofloxacin 500 mg oral tablet","02315432","ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) TEVA CANADA LIMITED","02315432",""
"8000947","levofloxacin","9003982","levofloxacin 500 mg oral tablet","02415879","LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) PRO DOC LIMITEE","02415879",""
"8000947","levofloxacin","9004560","levofloxacin 750 mg oral tablet","02285649","TEVA-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) TEVA CANADA LIMITED","02285649",""
"8000947","levofloxacin","9004560","levofloxacin 750 mg oral tablet","02298651","SANDOZ LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) SANDOZ CANADA INCORPORATED","02298651",""
"8000947","levofloxacin","9004560","levofloxacin 750 mg oral tablet","02305585","PMS-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) PHARMASCIENCE INC","02305585",""
"8000947","levofloxacin","9004560","levofloxacin 750 mg oral tablet","02315440","ACT LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) TEVA CANADA LIMITED","02315440",""
"8000947","levofloxacin","9004560","levofloxacin 750 mg oral tablet","02325942","APO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) APOTEX INC","02325942",""
"8000947","levofloxacin","9004962","levofloxacin 5 mg per mL solution for injection","02314932","LEVOFLOXACIN IN 5% DEXTROSE INJECTION (levofloxacin 5 mg per mL solution for injection) PFIZER CANADA INC","02314932",""
"8000947","levofloxacin","9006075","levofloxacin 240 mg per 2.4 mL inhalation solution","02442302","QUINSAIR (levofloxacin (levofloxacin hemihydrate) 240 mg per 2.4 mL inhalation solution) HORIZON PHARMA IRELAND LTD","02442302","SINGLE USE AMPOULES"
"8000955","timolol and travoprost","9004152","timolol (timolol maleate) 0.5 % and travoprost 0.004 % ophthalmic drops","02278251","DUOTRAV PQ (timolol (timolol maleate) 0.5 % and travoprost 0.004 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","02278251",""
"8000956","acetaminophen and doxylamine and phenylephrine","9004169","acetaminophen 325 mg and doxylamine succinate 6.25 mg and phenylephrine hydrochloride 5 mg oral capsule","02273810","NYQUIL SINUS LIQUICAPS (acetaminophen 325 mg and doxylamine succinate 6.25 mg and phenylephrine hydrochloride 5 mg oral capsule) PROCTER & GAMBLE INC","02273810",""
"8000970","drospirenone and estradiol","9004467","drospirenone 1 mg and estradiol 1 mg oral tablet","02268825","ANGELIQ (drospirenone 1 mg and estradiol 1 mg oral tablet) BAYER INC","02268825",""
"8000978","clotrimazole and fluconazole","9004663","clotrimazole 1 % and fluconazole 150 mg NA","02311739","CANESORAL COMBI-PAK (clotrimazole 1 % and fluconazole 150 mg NA) BAYER INC","02311739",""
"8000978","clotrimazole and fluconazole","9004663","clotrimazole 1 % and fluconazole 150 mg NA","02445131","CLOTRIMADERM-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % and fluconazole 150 mg NA) TARO PHARMACEUTICALS INC","02445131",""
"8000978","clotrimazole and fluconazole","9004663","clotrimazole 1 % and fluconazole 150 mg NA","02451727","CLOTRIMAZOLE-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % and fluconazole 150 mg NA) TARO PHARMACEUTICALS INC","02451727",""
"8000982","formoterol and mometasone","9012380","formoterol fumarate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation","02361752","ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation) MERCK CANADA INC","02361752","SUSPENSION"
"8000982","formoterol and mometasone","9012381","formoterol fumarate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation","02361760","ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation) MERCK CANADA INC","02361760",""
"8000985","amlodipine and telmisartan","9004908","amlodipine (amlodipine besylate) 10 mg and telmisartan 40 mg oral tablet","02371030","TWYNSTA (amlodipine (amlodipine besylate) 10 mg and telmisartan 40 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02371030",""
"8000985","amlodipine and telmisartan","9004909","amlodipine (amlodipine besylate) 10 mg and telmisartan 80 mg oral tablet","02371057","TWYNSTA (amlodipine (amlodipine besylate) 10 mg and telmisartan 80 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02371057",""
"8000985","amlodipine and telmisartan","9004910","amlodipine (amlodipine besylate) 5 mg and telmisartan 40 mg oral tablet","02371022","TWYNSTA (amlodipine (amlodipine besylate) 5 mg and telmisartan 40 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02371022",""
"8000985","amlodipine and telmisartan","9004911","amlodipine (amlodipine besylate) 5 mg and telmisartan 80 mg oral tablet","02371049","TWYNSTA (amlodipine (amlodipine besylate) 5 mg and telmisartan 80 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE","02371049",""
"8000988","dutasteride and tamsulosin","9004951","dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule","02372010","JALYN (dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule) GLAXOSMITHKLINE INC","02372010","MODIFIED-RELEASE CAPSULE (DUTASTERIDE: IMMEDIATE RELEASE, AND TAMSULOSIN HCL: EXTENDED RELEASE)"
"8001001","metformin and saxagliptin","9005227","metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","02389185","KOMBOGLYZE (metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet) ASTRAZENECA CANADA INC","02389185",""
"8001001","metformin and saxagliptin","9005228","metformin hydrochloride 500 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","02389169","KOMBOGLYZE (metformin hydrochloride 500 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet) ASTRAZENECA CANADA INC","02389169",""
"8001001","metformin and saxagliptin","9005229","metformin hydrochloride 850 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","02389177","KOMBOGLYZE (metformin hydrochloride 850 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet) ASTRAZENECA CANADA INC","02389177",""
"8001003","acyclovir and hydrocortisone","9005293","acyclovir 5 % and hydrocortisone 1 % cutaneous cream","02404044","XERESE (acyclovir 5 % and hydrocortisone 1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02404044",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00382752","ACETAMINOPHENE 325TAB (acetaminophen 325 mg oral tablet) PRO DOC LIMITEE","00382752",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00389218","NOVO-GESIC (acetaminophen 325 mg oral tablet) TEVA CANADA LIMITED","00389218",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00544981","APO ACETAMINOPHEN TAB 325MG (acetaminophen 325 mg oral tablet) APOTEX INC","00544981",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00559393","TYLENOL REGULAR STRENGTH TAB 325MG (acetaminophen 325 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","00559393",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00605751","ACETAMINOPHEN TABLETS 325 MG (acetaminophen 325 mg oral tablet) VITA HEALTH PRODUCTS INC","00605751",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00723894","TYLENOL REGULAR STRENGTH CAPLETS 325MG (acetaminophen 325 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","00723894",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00743542","ACETAMINOPHEN 325 MG USP REGULAR STRENGTH (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC","00743542",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00789801","ACETAMINOPHEN TAB 325MG USP (acetaminophen 325 mg oral tablet) LABORATOIRES TRIANON INC","00789801",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","00891177","PMS-ACETAMINOPHEN TAB 325MG (acetaminophen 325 mg oral tablet) PHARMASCIENCE INC","00891177",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","01938088","ACETAMINOPHEN 325MG TAB (acetaminophen 325 mg oral tablet) JAMP PHARMA CORPORATION","01938088",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","01977415","ACETAMINOPHEN CAPLET 325MG USP (acetaminophen 325 mg oral tablet) LABORATOIRES TRIANON INC","01977415",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02022214","ACÉTAMINOPHÈNE COMPRIMÉ TABLET 325 (acetaminophen 325 mg oral tablet) LABORATOIRE RIVA INC","02022214",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02229873","APO-ACETAMINOPHEN CAPLETS 325MG (acetaminophen 325 mg oral tablet) APOTEX INC","02229873",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02252805","ACETAMINOPHEN 325MG TABLETS REGULAR STRENGTH (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC","02252805",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02332647","REGULAR STRENGTH ACETAMINOPHEN (acetaminophen 325 mg oral tablet) TEVA CANADA LIMITED","02332647",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02362198","ACÉTAMINOPHÈNE CAPLET 325 (acetaminophen 325 mg oral tablet) LABORATOIRE RIVA INC","02362198",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02362341","ACETAMINOPHEN CAPLETS 325 MG (acetaminophen 325 mg oral tablet) APOTEX INC","02362341",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02362422","ACETAMINOPHEN TABLETS USP 325 MG (acetaminophen 325 mg oral tablet) APOTEX INC","02362422",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02447452","ACETAMINOPHEN 325 MG TABLETS (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC","02447452",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02447479","ACETAMINOPHEN 325 MG (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC","02447479",""
"8001044","acetaminophen","9001583","acetaminophen 325 mg oral tablet","02451018","M-ACETAMINOPHEN 325MG (acetaminophen 325 mg oral tablet) MANTRA PHARMA INC","02451018",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00013668","ATASOL FORTE TAB 500MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP","00013668",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00386626","ACETAMINOPHENE 500TAB (acetaminophen 500 mg oral tablet) PRO DOC LIMITEE","00386626",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00482323","NOVO-GESIC FORTE (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED","00482323",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00545007","APO ACETAMINOPHEN TAB 500MG (acetaminophen 500 mg oral tablet) APOTEX INC","00545007",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00549703","ACETAMINOPHEN 500 MG TABLETS USP EXTRA STRENGTH (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC","00549703",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00559407","TYLENOL EXTRA STRENGTH TAB 500MG (acetaminophen 500 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","00559407",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00605778","EXTRA STRENGTH ACETAMINOPHEN TABLETS 500 MG (acetaminophen 500 mg oral tablet) VITA HEALTH PRODUCTS INC","00605778",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00723908","TYLENOL EXTRA-STRENGTH CAPLETS 500MG (acetaminophen 500 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","00723908",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00789798","ACETAMINOPHEN TAB 500MG USP (acetaminophen 500 mg oral tablet) LABORATOIRES TRIANON INC","00789798",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00863270","TYLENOL EXTRA STRENGTH GELCAPS TAB 500MG (acetaminophen 500 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","00863270",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","00892505","PMS-ACETAMINOPHEN TAB 500MG (acetaminophen 500 mg oral tablet) PHARMASCIENCE INC","00892505",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","01904132","ACETAMINOPHEN TABLETS EXTRA STRENGTH (acetaminophen 500 mg oral tablet) TANTA PHARMACEUTICALS INC","01904132",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","01939122","ACETAMINOPHEN EXTRA STRENGTH TAB 500MG USP (acetaminophen 500 mg oral tablet) JAMP PHARMA CORPORATION","01939122",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","01962353","ACETAMINOPHEN CAPLETS EXTRA STRENGTH (acetaminophen 500 mg oral tablet) TANTA PHARMACEUTICALS INC","01962353",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","01977474","ACETAMINOPHEN CAPLET 500MG (acetaminophen 500 mg oral tablet) LABORATOIRES TRIANON INC","01977474",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02022222","ACÉTAMINOPHÈNE COMPRIMÉ TABLET 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC","02022222",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02144514","PAINAID FREE ACETAMINOPHEN TABLETS - 500MG (acetaminophen 500 mg oral tablet) ZEE MEDICAL","02144514",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02216817","EXTRA STRENGTH ACETAMINOPHEN CAPLETS (acetaminophen 500 mg oral tablet) PERRIGO INTERNATIONAL","02216817",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02229977","APO-ACETAMINOPHEN CAPLETS 500MG (acetaminophen 500 mg oral tablet) APOTEX INC","02229977",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02241058","COUNTERACT ACETAMINOPHEN E-S (acetaminophen 500 mg oral tablet) MELALEUCA OF CANADA INC.","02241058",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02244331","TAMINOL CAPLETS (acetaminophen 500 mg oral tablet) VIVA PHARMACEUTICAL INC.","02244331",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02244676","FORTOLIN (acetaminophen 500 mg oral tablet) FORTUNE PHARMACAL CO. LTD.","02244676",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02252813","ACETAMINOPHEN 500MG TABLETS EXTRA STRENGTH (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC","02252813",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02255251","ACETAMINOPHEN 500 MG TABLETS EXTRA STRENGTH EASY TO SWALLOW (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC","02255251",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02285797","EXTRA STRENGTH ACETAMINOPHEN (acetaminophen 500 mg oral tablet) VITA HEALTH PRODUCTS INC","02285797",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02313081","PMS-ACETAMINOPHEN E (acetaminophen 500 mg oral tablet) PHARMASCIENCE INC","02313081",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02319942","RAPID ACTION (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED","02319942","GELCAPS"
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02326698","EXTRA STRENGTH ACETAMINOPHEN CAPLETS (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED","02326698",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02355299","JAMP - ACETAMINOPHEN BLAZON 500MG TABLETS (acetaminophen 500 mg oral tablet) JAMP PHARMA CORPORATION","02355299",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02362201","ACÉTAMINOPHÈNE BLASON SHIELD 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC","02362201",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02362228","ACÉTAMINOPHÈNE CAPLET 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC","02362228",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02362244","ACETAMINOPHEN TABLETS USP 500 MG (acetaminophen 500 mg oral tablet) APOTEX INC","02362244",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02362368","ACETAMINOPHEN CAPLETS 500 MG (acetaminophen 500 mg oral tablet) APOTEX INC","02362368",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02369729","ATASOL FORTE CAP 500 MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP","02369729","CAPLET"
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02407507","RAPID ACTION (acetaminophen 500 mg oral tablet) TANTA PHARMACEUTICALS INC","02407507",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02447444","ACETAMINOPHEN 500 MG TABLETS (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC","02447444",""
"8001044","acetaminophen","9001728","acetaminophen 500 mg oral tablet","02447460","ACETAMINOPHEN 500 MG (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC","02447460",""
"8001044","acetaminophen","9002038","acetaminophen 160 mg per 5 mL syrup","00875996","TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acetaminophen 160 mg per 5 mL syrup) PALADIN LABS INC","00875996",""
"8001044","acetaminophen","9002235","acetaminophen 16 mg per mL oral solution","00792713","PDP-ACETAMINOPHEN SOLUTION 80MG/5ML (acetaminophen 16 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","00792713",""
"8001044","acetaminophen","9002236","acetaminophen 32 mg per mL oral solution","00792691","PDP-ACETAMINOPHEN SOLUTION 160MG/5ML (acetaminophen 32 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","00792691",""
"8001044","acetaminophen","9002236","acetaminophen 32 mg per mL oral solution","02027798","PEDIATRIX (acetaminophen 32 mg per mL oral solution) TEVA CANADA LIMITED","02027798",""
"8001044","acetaminophen","9002237","acetaminophen 80 mg per mL oral solution","00887587","PDP-ACETAMINOPHEN SOLUTION 80MG/ML (acetaminophen 80 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","00887587",""
"8001044","acetaminophen","9002237","acetaminophen 80 mg per mL oral solution","02263793","PEDIAPHEN CHILDREN'S ACETAMINOPHEN ORAL SOLUTION USP DROPS 80MG/ML (acetaminophen 80 mg per mL oral solution) EURO-PHARM INTERNATIONAL CANADA INC","02263793",""
"8001044","acetaminophen","9002237","acetaminophen 80 mg per mL oral solution","02309807","ACETAMINOPHEN (acetaminophen 80 mg per mL oral solution) EURO-PHARM INTERNATIONAL CANADA INC","02309807",""
"8001044","acetaminophen","9002237","acetaminophen 80 mg per mL oral solution","02385171","INFANTS LITTLE REMEDIES FOR FEVERS (acetaminophen 80 mg per mL oral solution) PRESTIGE BRANDS INC","02385171","DYE & GLUTEN FREE"
"8001044","acetaminophen","9002330","acetaminophen 160 mg per 5 mL oral solution","00833223","CHILDREN'S ACETAMINOPHEN ELX 160MG (acetaminophen 160 mg per 5 mL oral solution) TANTA PHARMACEUTICALS INC","00833223",""
"8001044","acetaminophen","9002330","acetaminophen 160 mg per 5 mL oral solution","02263831","PEDIAPHEN CHILDREN'S ACETAMINOPHEN ORAL SOLUTION USP 160MG/5ML (acetaminophen 160 mg per 5 mL oral solution) EURO-PHARM INTERNATIONAL CANADA INC","02263831",""
"8001044","acetaminophen","9002330","acetaminophen 160 mg per 5 mL oral solution","02309815","ACETAMINOPHEN (acetaminophen 160 mg per 5 mL oral solution) EURO-PHARM INTERNATIONAL CANADA INC","02309815",""
"8001044","acetaminophen","9002330","acetaminophen 160 mg per 5 mL oral solution","02385198","CHILDREN'S LITTLE REMEDIES FOR FEVERS (acetaminophen 160 mg per 5 mL oral solution) PRESTIGE BRANDS INC","02385198","DYE & GLUTEN FREE"
"8001044","acetaminophen","9002334","acetaminophen 80 mg oral tablet","01905856","ACETAMINOPHEN COMPRIME A CROQUER 80MG (acetaminophen 80 mg oral tablet) LABORATOIRES TRIANON INC","01905856",""
"8001044","acetaminophen","9002334","acetaminophen 80 mg oral tablet","02015676","CHILDREN'S ACETAMINOPHEN TABLETS (acetaminophen 80 mg oral tablet) TANTA PHARMACEUTICALS INC","02015676",""
"8001044","acetaminophen","9002334","acetaminophen 80 mg oral tablet","02238295","CHILDREN'S TYLENOL (acetaminophen 80 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02238295",""
"8001044","acetaminophen","9002334","acetaminophen 80 mg oral tablet","02263815","PEDIAPHEN CHILDREN'S ACETAMINOPHEN CHEWABLE TABLETS USP 80MG/TABLET (acetaminophen 80 mg oral tablet) EURO-PHARM INTERNATIONAL CANADA INC","02263815",""
"8001044","acetaminophen","9002336","acetaminophen 80 mg per 5 mL syrup","00884553","TEMPRA CHILDREN'S SYRUP (acetaminophen 80 mg per 5 mL syrup) PALADIN LABS INC","00884553","80MG/5ML"
"8001044","acetaminophen","9002337","acetaminophen 80 mg per mL oral drops","00875988","TEMPRA INFANT DROPS (acetaminophen 80 mg per mL oral drops) PALADIN LABS INC","00875988","80MG/ML"
"8001044","acetaminophen","9002337","acetaminophen 80 mg per mL oral drops","02027801","PEDIATRIX DROPS (acetaminophen 80 mg per mL oral drops) TEVA CANADA LIMITED","02027801",""
"8001044","acetaminophen","9002338","acetaminophen 80 mg per mL oral liquid","02226898","ACETAMINOPHENE - LIQ 80 MG/ML (acetaminophen 80 mg per mL oral liquid) LABORATOIRE RIVA INC","02226898",""
"8001044","acetaminophen","9002400","acetaminophen 120 mg suppository","01919385","ABENOL (acetaminophen 120 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","01919385",""
"8001044","acetaminophen","9002400","acetaminophen 120 mg suppository","02046660","PMS-ACETAMINOPHEN SUPPOSITORIES 120MG (acetaminophen 120 mg suppository) PHARMASCIENCE INC","02046660",""
"8001044","acetaminophen","9002400","acetaminophen 120 mg suppository","02230434","ACET 120 (acetaminophen 120 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02230434",""
"8001044","acetaminophen","9002401","acetaminophen 160 mg per 5 mL oral liquid","01958836","ACETAMINOPHEN ORAL SOL FOR CHILDREN USP (acetaminophen 160 mg per 5 mL oral liquid) LABORATOIRES TRIANON INC","01958836",""
"8001044","acetaminophen","9002401","acetaminophen 160 mg per 5 mL oral liquid","02226871","ACETAMINOPHENE - LIQ 160 MG/5 ML (acetaminophen 160 mg per 5 mL oral liquid) LABORATOIRE RIVA INC","02226871",""
"8001044","acetaminophen","9002402","acetaminophen 160 mg per 5 mL oral suspension","02046040","CHILDREN'S TYLENOL ACETAMINOPHEN SUS LIQ (acetaminophen 160 mg per 5 mL oral suspension) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02046040",""
"8001044","acetaminophen","9002402","acetaminophen 160 mg per 5 mL oral suspension","02236728","CHILDREN'S ACETAMINOPHEN SUSPENSION (acetaminophen 160 mg per 5 mL oral suspension) PERRIGO INTERNATIONAL","02236728",""
"8001044","acetaminophen","9002402","acetaminophen 160 mg per 5 mL oral suspension","02330741","PAIN AND FEVER (acetaminophen 160 mg per 5 mL oral suspension) ACCUDIAL PHARMACEUTICAL INC","02330741",""
"8001044","acetaminophen","9002402","acetaminophen 160 mg per 5 mL oral suspension","02371138","CHILDREN'S FEVER FROM COLDS OR FLU (acetaminophen 160 mg per 5 mL oral suspension) PERRIGO INTERNATIONAL","02371138",""
"8001044","acetaminophen","9002404","acetaminophen 325 mg suppository","01919393","ABENOL (acetaminophen 325 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","01919393",""
"8001044","acetaminophen","9002404","acetaminophen 325 mg suppository","02046687","PMS-ACETAMINOPHEN SUPPOSITORIES 325MG (acetaminophen 325 mg suppository) PHARMASCIENCE INC","02046687",""
"8001044","acetaminophen","9002404","acetaminophen 325 mg suppository","02230436","ACET 325 (acetaminophen 325 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02230436",""
"8001044","acetaminophen","9002407","acetaminophen 650 mg suppository","01919407","ABENOL (acetaminophen 650 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","01919407",""
"8001044","acetaminophen","9002407","acetaminophen 650 mg suppository","02046695","PMS-ACETAMINOPHEN SUPPOSITORIES 650MG (acetaminophen 650 mg suppository) PHARMASCIENCE INC","02046695",""
"8001044","acetaminophen","9002407","acetaminophen 650 mg suppository","02230437","ACET 650 (acetaminophen 650 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","02230437",""
"8001044","acetaminophen","9002508","acetaminophen 160 mg chewable tablet","01996169","ACETAMINOPHENE COMPRIMES CROQUABLES 160MG (acetaminophen 160 mg chewable tablet) LABORATOIRES TRIANON INC","01996169",""
"8001044","acetaminophen","9002508","acetaminophen 160 mg chewable tablet","02142805","JUNIOR STRENGTH ACETAMINOPHEN TABLETS-160MG (acetaminophen 160 mg chewable tablet) VITA HEALTH PRODUCTS INC","02142805",""
"8001044","acetaminophen","9002508","acetaminophen 160 mg chewable tablet","02241361","CHILDREN'S TYLENOL CHEWABLES (acetaminophen 160 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","02241361",""
