"","dpd_ingredient","active_ingredient_code","hydrate","ccdd","top250name","ing_stem"
"817","VANDETANIB",21141,FALSE,NA,NA,NA
"818","CLINDAMYCIN HYDROCHLORIDE",8549,FALSE,"Y","CLINDAMYCIN","CLINDAMYCIN"
"819","MOMETASONE FUROATE",7504,FALSE,"Y","MOMETASONE","MOMETASONE"
"820","Romidepsin",21095,FALSE,"","","Romidepsin"
"821","Trametinib",22128,FALSE,"","","Trametinib"
"822","SIMOCTOCOG ALFA",22528,FALSE,"","","SIMOCTOCOG ALFA"
"823","MONTELUKAST (MONTELUKAST SODIUM)",11784,FALSE,"Y","MONTELUKAST","MONTELUKAST"
"824","PECTIN",10005,FALSE,"","","PECTIN"
"825","PROCYCLIDINE HYDROCHLORIDE",6030,FALSE,"Y","PROCYCLIDINE","PROCYCLIDINE"
"826","VERAPAMIL HYDROCHLORIDE",10110,FALSE,"Y","VERAPAMIL","VERAPAMIL"
"827","VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED",12357,FALSE,"","","VIBRIO CHOLERAE INABA 6973 E1 TOR BIOTYPE, FORMALIN INACTIVATED"
"828","DEOXYCHOLIC ACID",6906,FALSE,"","","DEOXYCHOLIC ACID"
"829","GUAIFENESIN",9615,FALSE,"","","GUAIFENESIN"
"830","Ipilimumab",21164,FALSE,"","","Ipilimumab"
"831","PENTOSAN POLYSULFATE SODIUM",716,FALSE,"","","PENTOSAN POLYSULFATE SODIUM"
"832","Pazopanib (Pazopanib Hydrochloride)",20595,FALSE,"","","Pazopanib (Pazopanib Hydrochloride)"
"833","CAPTOPRIL",1983,FALSE,"","","CAPTOPRIL"
"834","BELIMUMAB",20836,FALSE,"","","BELIMUMAB"
"835","Ulipristal Acetate",22109,FALSE,"","","Ulipristal Acetate"
"836","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F",20653,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 17F"
"837","L-LYSINE HYDROCHLORIDE",8700,FALSE,"","","L-LYSINE HYDROCHLORIDE"
"838","VIGABATRIN",570,FALSE,"","","VIGABATRIN"
"839","INSULIN INJECTION PORK",7659,FALSE,"","","INSULIN PORK"
"840","RIFAXIMIN",22137,FALSE,"","","RIFAXIMIN"
"841","SODIUM IOXITALAMATE",1203,FALSE,"","","SODIUM IOXITALAMATE"
"842","RITONAVIR",4,FALSE,"","","RITONAVIR"
"843","LIPASE",649,FALSE,"","","LIPASE"
"844","TRANEXAMIC ACID",1988,FALSE,"","","TRANEXAMIC ACID"
"845","LYSINE (LYSINE ACETATE)",9806,FALSE,"","","LYSINE (LYSINE ACETATE)"
"846","BETHANECHOL CHLORIDE",5440,FALSE,"","","BETHANECHOL CHLORIDE"
"847","ALPHA 1-PROTEINASE INHIBITOR (HUMAN)",7762,FALSE,"","","ALPHA 1-PROTEINASE INHIBITOR (HUMAN)"
"848","THREONINE",2385,FALSE,"","","THREONINE"
"849","EMPAGLIFLOZIN",22629,FALSE,"","","EMPAGLIFLOZIN"
"850","INSULIN GLARGINE",12724,FALSE,"Y","INSULIN GLARGINE","INSULIN GLARGINE"
"851","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4",20533,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 4"
"852","DEXAMETHASONE (DEXAMETHASONE SODIUM PHOSPHATE)",7600,FALSE,"Y","DEXAMETHASONE","DEXAMETHASONE (BASE)"
"853","CERITINIB",22568,FALSE,"","","CERITINIB"
"854","INDOCYANINE GREEN",5920,FALSE,"","","INDOCYANINE GREEN"
"855","TRASTUZUMAB EMTANSINE",22146,FALSE,"","","TRASTUZUMAB EMTANSINE"
"856","PREGABALIN",15568,FALSE,"Y","PREGABALIN","PREGABALIN"
"857","LARONIDASE",13106,FALSE,"","","LARONIDASE"
"858","MESALAZINE",14088,FALSE,"Y","MESALAZINE","MESALAZINE"
"859","LANTHANUM (LANTHANUM CARBONATE HYDRATE)",20021,TRUE,"","","LANTHANUM (LANTHANUM CARBONATE HYDRATE)"
"860","RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)",16202,FALSE,"","","RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)"
"861","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3",20539,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 3"
"862","IOVERSOL",1187,FALSE,"","","IOVERSOL"
"863","CHLOROQUINE DIPHOSPHATE",6547,FALSE,"","","CHLOROQUINE DIPHOSPHATE"
"864","CALCIUM SACCHARATE",18176,FALSE,"","","CALCIUM SACCHARATE"
"865","BEZAFIBRATE",949,FALSE,"","","BEZAFIBRATE"
"866","AMILORIDE HYDROCHLORIDE",20230,FALSE,"","","AMILORIDE HYDROCHLORIDE"
"867","BUFFER SOLUTION",450,FALSE,"","","BUFFER SOLUTION"
"868","ALLANTOIN",7150,FALSE,"","","ALLANTOIN"
"869","MEGESTROL ACETATE",7534,FALSE,"","","MEGESTROL ACETATE"
"870","NORMETHADONE HYDROCHLORIDE",2664,FALSE,"","","NORMETHADONE HYDROCHLORIDE"
"871","HAEMAGGLUTININ-STRAIN B (Yamagata)",22251,FALSE,"","","HAEMAGGLUTININ-STRAIN B (Yamagata)"
"872","DEXAMETHASONE SODIUM PHOSPHATE",7598,FALSE,"Y","DEXAMETHASONE","DEXAMETHASONE SODIUM PHOSPHATE"
"873","ERYTHROSINE",6817,FALSE,"","","ERYTHROSINE"
"874","RHO D IMMUNE GLOBULIN HUMAN",7768,FALSE,"","","RHO D IMMUNE GLOBULIN HUMAN"
"875","LOPERAMIDE HYDROCHLORIDE",2251,FALSE,"","","LOPERAMIDE HYDROCHLORIDE"
"876","ASFOTASE ALFA",22632,FALSE,"","","ASFOTASE ALFA"
"877","IMIGLUCERASE",11365,FALSE,"","","IMIGLUCERASE"
"878","FUSIDIC ACID",8504,FALSE,"Y","FUSIDIC ACID","FUSIDIC ACID"
"879","DANAZOL",2282,FALSE,"","","DANAZOL"
"880","Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)",22179,FALSE,"","","Outer membrane vesicles (Neisseria meningitidis group B NZ98/254 strain)"
"881","RUPATADINE (RUPATADINE FUMARATE)",22754,FALSE,"","","RUPATADINE (RUPATADINE FUMARATE)"
"882","SODIUM PHOSPHATE DIBASIC",4759,FALSE,"","","SODIUM PHOSPHATE DIBASIC"
"883","CEFIXIME",1236,FALSE,"","","CEFIXIME"
"884","NYLIDRIN HYDROCHLORIDE",9099,FALSE,"","","NYLIDRIN HYDROCHLORIDE"
"885","ELTROMBOPAG (ELTROMBOPAG OLAMINE)",20661,FALSE,"","","ELTROMBOPAG (ELTROMBOPAG OLAMINE)"
"886","CARBACHOL",9622,FALSE,"","","CARBACHOL"
"887","SERINE",9927,FALSE,"","","SERINE"
"888","ZIDOVUDINE",1185,FALSE,"","","ZIDOVUDINE"
"889","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2",19828,FALSE,"","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G2"
"890","ZOLPIDEM TARTRATE",933,FALSE,"","","ZOLPIDEM TARTRATE"
"891","INOSINE PRANOBEX",11879,FALSE,"","","INOSINE PRANOBEX"
"892","DESFLURANE",8,FALSE,"","","DESFLURANE"
"893","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)",20179,TRUE,"Y","SITAGLIPTIN","SITAGLIPTIN"
"894","NEPAFENAC",20215,FALSE,NA,NA,NA
"895","LEVOFLOXACIN",11705,FALSE,"Y","LEVOFLOXACIN","LEVOFLOXACIN"
"896","CEFTOLOZANE (CEFTOLOZANE SULFATE)",22645,FALSE,"","","CEFTOLOZANE (CEFTOLOZANE SULFATE)"
"897","LYSINE (L-LYSINE HYDROCHLORIDE)",9806,FALSE,"","","LYSINE (L-LYSINE HYDROCHLORIDE)"
"898","BACITRACIN (BACITRACIN ZINC)",8502,FALSE,"","","BACITRACIN (BACITRACIN ZINC)"
"899","Fidaxomicin",21336,FALSE,"","","Fidaxomicin"
"900","TROLAMINE SALICYLATE",9329,FALSE,"","","TROLAMINE SALICYLATE"
"901","DEXTRAN",9969,FALSE,"","","DEXTRAN"
"902","TERCONAZOLE",1197,FALSE,"","","TERCONAZOLE"
"903","FLOCTAFENINE",2009,FALSE,"","","FLOCTAFENINE"
"904","Modified Vaccinia Virus (Ankara-Bavarian Nordic)",22173,FALSE,"","","Modified Vaccinia Virus (Ankara-Bavarian Nordic)"
"905","Lomitapide (Lomitapide Mesylate)",22241,FALSE,"","","Lomitapide (Lomitapide Mesylate)"
"906","FOLLITROPIN ALFA",11457,FALSE,"","","FOLLITROPIN ALFA"
"907","IODOFORM",10011,FALSE,"","","IODOFORM"
"908","ANTAZOLINE PHOSPHATE",6614,FALSE,"","","ANTAZOLINE PHOSPHATE"
"909","THROMBIN ALFA",20562,FALSE,NA,NA,NA
"910","CLIOQUINOL",9081,FALSE,"","","CLIOQUINOL"
"911","COAGULATION FACTOR VII (HUMAN)",4235,FALSE,"","","COAGULATION FACTOR VII (HUMAN)"
"912","SODIUM FLUORIDE",219,FALSE,"","","SODIUM FLUORIDE"
"913","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C",12688,FALSE,"","","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C"
"914","POTASSIUM CITRATE",7132,FALSE,"","","POTASSIUM CITRATE"
"915","CHORIOGONADOTROPIN ALPHA",12389,FALSE,"","","CHORIOGONADOTROPIN ALPHA"
"916","BEVACIZUMAB",16200,FALSE,"","","BEVACIZUMAB"
"917","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1",19827,FALSE,"","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G1"
"918","TRIFLURIDINE",1923,FALSE,"","","TRIFLURIDINE"
"919","MODIFIED RAGWEED TYROSINE ADSORBATE",12719,FALSE,"","","MODIFIED RAGWEED TYROSINE ADSORBATE"
"920","PAROMOMYCIN (PAROMOMYCIN SULFATE)",8625,FALSE,"","","PAROMOMYCIN (PAROMOMYCIN SULFATE)"
"921","TELAVANCIN (TELAVANCIN HYDROCHLORIDE)",20509,FALSE,"","","TELAVANCIN (TELAVANCIN HYDROCHLORIDE)"
"922","ENZACAMENE",20039,FALSE,"","","ENZACAMENE"
"923","SODIUM CITRATE DIHYDRATE",11969,TRUE,"","","SODIUM CITRATE DIHYDRATE"
"924","SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)",20524,FALSE,"Y","SAXAGLIPTIN","SAXAGLIPTIN"
"925","INTERFERON BETA-1B",172,FALSE,"","","INTERFERON BETA-1B"
"926","INSULIN LISPRO",11115,FALSE,"Y","INSULIN LISPRO","INSULIN LISPRO"
"927","VELPATASVIR",22733,FALSE,"","","VELPATASVIR"
"928","ISOPROPYL ALCOHOL",8881,FALSE,"","","ISOPROPYL ALCOHOL"
"929","PROTEIN C",20131,FALSE,"","","PROTEIN C"
"930","FLUVASTATIN (FLUVASTATIN SODIUM)",11388,FALSE,"","","FLUVASTATIN (FLUVASTATIN SODIUM)"
"931","L-ASPARTIC ACID",9397,FALSE,"","","L-ASPARTIC ACID"
"932","ERTAPENEM (ERTAPENEM SODIUM)",13153,FALSE,"","","ERTAPENEM (ERTAPENEM SODIUM)"
"933","CELECOXIB",11865,FALSE,"Y","CELECOXIB","CELECOXIB"
"934","CHARCOAL ACTIVATED",78,FALSE,"","","CHARCOAL ACTIVATED"
"935","L-MENTHOL",418,FALSE,"","","L-MENTHOL"
"936","TETRAHYDROZOLINE HYDROCHLORIDE",6057,FALSE,"","","TETRAHYDROZOLINE HYDROCHLORIDE"
"937","BACITRACIN",8502,FALSE,"","","BACITRACIN"
"938","ROSUVASTATIN (ROSUVASTATIN CALCIUM)",13123,FALSE,"Y","ROSUVASTATIN","ROSUVASTATIN"
"939","DENOSUMAB",20570,FALSE,"","","DENOSUMAB"
"940","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)",11323,FALSE,"Y","SUMATRIPTAN","SUMATRIPTAN"
"941","TEDUGLUTIDE",22636,FALSE,NA,NA,NA
"942","AMIKACIN (AMIKACIN SULFATE)",11178,FALSE,"","","AMIKACIN (AMIKACIN SULFATE)"
"943","TENOFOVIR DISOPROXIL FUMARATE",12251,FALSE,"","","TENOFOVIR DISOPROXIL FUMARATE"
"944","OXAZEPAM",9956,FALSE,"Y","OXAZEPAM","OXAZEPAM"
"945","ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE)",11366,FALSE,"Y","ATORVASTATIN","ATORVASTATIN"
"946","TREPROSTINIL (TREPROSTINIL SODIUM)",12594,FALSE,"","","TREPROSTINIL (TREPROSTINIL SODIUM)"
"947","BRIMONIDINE (BRIMONIDINE TARTRATE)",22245,FALSE,"","","BRIMONIDINE (BRIMONIDINE TARTRATE)"
"948","STAVUDINE",66,FALSE,"","","STAVUDINE"
"949","LOPINAVIR",12093,FALSE,"","","LOPINAVIR"
"950","NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE)",2474,TRUE,"Y","NALOXONE","NALOXONE"
"951","DIMERCAPROL",5643,FALSE,"","","DIMERCAPROL"
"952","SALMETEROL (SALMETEROL XINAFOATE)",11282,FALSE,"Y","SALMETEROL","SALMETEROL"
"953","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)",19831,FALSE,"","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE P1(8)"
"954","NAPROXEN SODIUM",2037,FALSE,"Y","NAPROXEN","NAPROXEN"
"955","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)",8017,FALSE,"","","CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE)"
"956","NITROGEN",2332,FALSE,"","","NITROGEN"
"957","EPIRUBICIN HYDROCHLORIDE",20259,FALSE,"","","EPIRUBICIN HYDROCHLORIDE"
"958","PETROLATUM",3566,FALSE,"","","PETROLATUM"
"959","SODIUM LAURYL SULFOACETATE",3033,FALSE,"","","SODIUM LAURYL SULFOACETATE"
"960","MORPHINE HYDROCHLORIDE",9913,FALSE,"Y","MORPHINE","MORPHINE"
"961","DEXLANSOPRAZOLE",20625,FALSE,"Y","DEXLANSOPRAZOLE","DEXLANSOPRAZOLE"
"962","DARATUMUMAB",22729,FALSE,"","","DARATUMUMAB"
"963","FLUORESCEIN SODIUM",5532,FALSE,"","","FLUORESCEIN SODIUM"
"964","FEBUXOSTAT",13271,FALSE,"","","FEBUXOSTAT"
"965","HALOPERIDOL (HALOPERIDOL DECANOATE)",10146,FALSE,"Y","HALOPERIDOL","HALOPERIDOL"
"966","LIOTHYRONINE (LIOTHYRONINE SODIUM)",9954,FALSE,"","","LIOTHYRONINE (LIOTHYRONINE SODIUM)"
"967","DIPHENHYDRAMINE CITRATE",1240,FALSE,"","","DIPHENHYDRAMINE CITRATE"
"968","VINORELBINE (VINORELBINE TARTRATE)",11350,FALSE,"","","VINORELBINE (VINORELBINE TARTRATE)"
"969","GEFITINIB",13090,FALSE,"","","GEFITINIB"
"970","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)",7626,FALSE,"","","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)"
"971","METHADONE HYDROCHLORIDE",6417,FALSE,"Y","METHADONE","METHADONE"
"972","MERADIMATE",13124,FALSE,"","","MERADIMATE"
"973","IMIPRAMINE HYDROCHLORIDE",9267,FALSE,"","","IMIPRAMINE HYDROCHLORIDE"
"974","WATER",8826,FALSE,"","","WATER"
"975","MAGNESIUM SULFATE",8750,FALSE,"","","MAGNESIUM SULFATE"
"976","AZITHROMYCIN (AZITHROMYCIN ISOPROPANOLATE MONOHYDRATE)",424,TRUE,"Y","AZITHROMYCIN","AZITHROMYCIN"
"977","CICLOPIROX OLAMINE",1913,FALSE,"Y","CICLOPIROX","CICLOPIROX"
"978","ACENOCOUMAROL",9062,FALSE,"","","ACENOCOUMAROL"
"979","TIGECYCLINE",19932,FALSE,"","","TIGECYCLINE"
"980","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C",7920,FALSE,"","","MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C"
"981","SODIUM BISULFITE",1073,FALSE,"","","SODIUM BISULFITE"
"982","DULAGLUTIDE",22660,FALSE,"","","DULAGLUTIDE"
"983","POLYMYXIN B SULFATE",8519,FALSE,"","","POLYMYXIN B SULFATE"
"984","THYMOL",10230,FALSE,"","","THYMOL"
"985","Taliglucerase Alfa",22330,FALSE,"","","Taliglucerase Alfa"
"986","PHENYLTOLOXAMINE",6044,FALSE,"","","PHENYLTOLOXAMINE"
"987","IODINE (SODIUM IODIDE)",7218,FALSE,"","","IODINE (SODIUM IODIDE)"
"988","simeprevir (Simeprevir sodium)",22171,FALSE,"","","simeprevir (Simeprevir sodium)"
"989","CARVEDILOL",1188,FALSE,"Y","CARVEDILOL","CARVEDILOL"
"990","IMMUNE GLOBULIN (HUMAN)",7773,FALSE,"","","IMMUNE GLOBULIN (HUMAN)"
"991","VITAMIN C (ASCORBIC ACID)",646,FALSE,"","","VITAMIN C (ASCORBIC ACID)"
"992","ESCITALOPRAM (ESCITALOPRAM OXALATE)",13585,FALSE,"","","ESCITALOPRAM"
"993","FLUOCINOLONE ACETONIDE",7578,FALSE,"","","FLUOCINOLONE ACETONIDE"
"994","PHENOBARBITAL",8282,FALSE,"","","PHENOBARBITAL"
"995","POLLEN",5183,FALSE,"","","POLLEN"
"996","NORELGESTROMIN",12172,FALSE,"Y","NORELGESTROMIN","NORELGESTROMIN"
"997","SAPROPTERIN DIHYDROCHLORIDE",20591,FALSE,"","","SAPROPTERIN DIHYDROCHLORIDE"
"998","ANIDULAFUNGIN",20177,FALSE,"","","ANIDULAFUNGIN"
"999","BEMOTRIZINOL",20447,FALSE,"","","BEMOTRIZINOL"
"1000","AMYLASE",253,FALSE,"","","AMYLASE"
"1001","ALPRAZOLAM",2072,FALSE,"Y","ALPRAZOLAM","ALPRAZOLAM"
"1002","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT",7653,FALSE,"","","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT"
"1003","LINEZOLID",12110,FALSE,"","","LINEZOLID"
"1004","POTASSIUM PHOSPHATE MONOBASIC",6337,FALSE,"","","POTASSIUM PHOSPHATE MONOBASIC"
"1005","SODIUM NITROPRUSSIDE",5525,FALSE,"","","SODIUM NITROPRUSSIDE"
"1006","POTASSIUM CHLORIDE",53,FALSE,"","","POTASSIUM CHLORIDE"
"1007","HYPROMELLOSE",12399,FALSE,"","","HYPROMELLOSE"
"1008","DOXEPIN (DOXEPIN HYDROCHLORIDE)",11107,FALSE,"","","DOXEPIN (DOXEPIN HYDROCHLORIDE)"
"1009","FONDAPARINUX SODIUM",12253,FALSE,"","","FONDAPARINUX SODIUM"
"1010","BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)",12033,FALSE,"Y","BUPRENORPHINE","BUPRENORPHINE"
"1011","THROMBIN (HUMAN)",11564,FALSE,"","","THROMBIN (HUMAN)"
"1012","BENAZEPRIL HYDROCHLORIDE",1215,FALSE,"","","BENAZEPRIL HYDROCHLORIDE"
"1013","ALLERGENIC EXTRACT NON-POLLEN",13215,FALSE,"","","ALLERGENIC EXTRACT NON-POLLEN"
"1014","ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)",11264,FALSE,"","","ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)"
"1015","SODIUM PHOSPHATE MONOBASIC",4753,FALSE,"","","SODIUM PHOSPHATE MONOBASIC"
"1016","TOPIRAMATE",11384,FALSE,"Y","TOPIRAMATE","TOPIRAMATE"
"1017","CLOXACILLIN SODIUM",8411,FALSE,"","","CLOXACILLIN SODIUM"
"1018","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)",8029,FALSE,"","","METHOTRIMEPRAZINE (METHOTRIMEPRAZINE MALEATE)"
"1019","NITISINONE",22811,FALSE,"","","NITISINONE"
"1020","Antihemophilic Factor (Recombinant BDD), FC Fusion Protein",22511,FALSE,NA,NA,NA
"1021","STANDARDIZED BERMUDA GRASS POLLEN",22651,FALSE,"","","STANDARDIZED BERMUDA GRASS POLLEN"
"1022","ACETAZOLAMIDE",6299,FALSE,"","","ACETAZOLAMIDE"
"1023","METHOTREXATE (METHOTREXATE SODIUM)",5900,FALSE,"Y","METHOTREXATE","METHOTREXATE"
"1024","FILGRASTIM (R-METHUG-CSF)",7657,FALSE,"","","FILGRASTIM (R-METHUG-CSF)"
"1025","METRONIDAZOLE",9880,FALSE,"Y","METRONIDAZOLE","METRONIDAZOLE"
"1026","RASBURICASE",13268,FALSE,"","","RASBURICASE"
"1027","DRONEDARONE (DRONEDARONE HYDROCHLORIDE)",20511,FALSE,"","","DRONEDARONE (DRONEDARONE HYDROCHLORIDE)"
"1028","IVABRADINE (IVABRADINE HYDROCHLORIDE)",22836,FALSE,"","","IVABRADINE (IVABRADINE HYDROCHLORIDE)"
"1029","MACROGOL",13418,FALSE,"","","MACROGOL"
"1030","MACITENTAN",22162,FALSE,"","","MACITENTAN"
"1031","ANTI-THYMOCYTE GLOBULIN (RABBIT)",12118,FALSE,"","","ANTI-THYMOCYTE GLOBULIN (RABBIT)"
"1032","CYCLOPHOSPHAMIDE",5927,FALSE,"","","CYCLOPHOSPHAMIDE"
"1033","BUDESONIDE",7581,FALSE,"Y","BUDESONIDE","BUDESONIDE"
"1034","TIROFIBAN (TIROFIBAN HYDROCHLORIDE)",11752,FALSE,"","","TIROFIBAN (TIROFIBAN HYDROCHLORIDE)"
"1035","MESNA",1281,FALSE,"","","MESNA"
"1036","CARBOPROST (CARBOPROST TROMETHAMINE)",11320,FALSE,"","","CARBOPROST (CARBOPROST TROMETHAMINE)"
"1037","AMPICILLIN (AMPICILLIN TRIHYDRATE)",8450,TRUE,NA,NA,NA
"1038","METHIONINE",7217,FALSE,"","","METHIONINE"
"1039","DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT",7636,FALSE,"","","DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT"
"1040","FINASTERIDE",768,FALSE,"Y","FINASTERIDE","FINASTERIDE"
"1041","EPINEPHRINE",8926,FALSE,"Y","EPINEPHRINE","EPINEPHRINE"
"1042","PRAVASTATIN SODIUM",1201,FALSE,"Y","PRAVASTATIN","PRAVASTATIN"
"1043","MIRTAZAPINE",12209,FALSE,"Y","MIRTAZAPINE","MIRTAZAPINE"
"1044","THIAMAZOLE",14593,FALSE,"","","THIAMAZOLE"
"1045","DEXTRAN 70",710,FALSE,"","","DEXTRAN 70"
"1046","FLURAZEPAM HYDROCHLORIDE",4015,FALSE,"Y","FLURAZEPAM","FLURAZEPAM"
"1047","INACTIVATED POLIOVIRUS TYPE III",11935,FALSE,"","","INACTIVATED POLIOVIRUS TYPE III"
"1048","PYRAZINAMIDE",5937,FALSE,"","","PYRAZINAMIDE"
"1049","IODIXANOL",250,FALSE,"","","IODIXANOL"
"1050","MEPERIDINE HYDROCHLORIDE",9118,FALSE,"","","MEPERIDINE HYDROCHLORIDE"
"1051","DIATRIZOATE SODIUM",10133,FALSE,"","","DIATRIZOATE SODIUM"
"1052","ADEFOVIR DIPIVOXIL",13233,FALSE,"","","ADEFOVIR DIPIVOXIL"
"1053","SUNITINIB (SUNITINIB MALATE)",19249,FALSE,"","","SUNITINIB (SUNITINIB MALATE)"
"1054","BETAMETHASONE (BETAMETHASONE DIPROPIONATE)",7610,FALSE,"Y","BETAMETHASONE","BETAMETHASONE (BASE)"
"1055","TENOXICAM",1220,FALSE,"","","TENOXICAM"
"1056","EFLORNITHINE HYDROCHLORIDE",12187,FALSE,"","","EFLORNITHINE HYDROCHLORIDE"
"1057","IOTHALAMATE MEGLUMINE",12859,FALSE,"","","IOTHALAMATE MEGLUMINE"
"1058","UREA",8755,FALSE,"","","UREA"
"1059","THIOGUANINE",9449,FALSE,NA,NA,NA
"1060","Colesevelam hydrochloride",20982,FALSE,"","","Colesevelam hydrochloride"
"1061","DIHYDROERGOTAMINE MESYLATE",3359,FALSE,"","","DIHYDROERGOTAMINE MESYLATE"
"1062","SODIUM SALICYLATE",9783,FALSE,"","","SODIUM SALICYLATE"
"1063","DINOPROST (DINOPROST TROMETHAMINE)",11487,FALSE,"","","DINOPROST (DINOPROST TROMETHAMINE)"
"1064","ESCULIN",9068,FALSE,"Y","ESCULIN","ESCULIN"
"1065","GADOVERSETAMIDE",12039,FALSE,"","","GADOVERSETAMIDE"
"1066","NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)",11770,FALSE,"","","NARATRIPTAN (NARATRIPTAN HYDROCHLORIDE)"
"1067","BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE)",11318,FALSE,"","","BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE)"
"1068","ERYTHROMYCIN (ERYTHROMYCIN ESTOLATE)",8618,FALSE,"Y","ERYTHROMYCIN","ERYTHROMYCIN"
"1069","RIZATRIPTAN (RIZATRIPTAN BENZOATE)",11899,FALSE,"Y","RIZATRIPTAN","RIZATRIPTAN"
"1070","METHYLPHENIDATE HYDROCHLORIDE",6186,FALSE,"Y","METHYLPHENIDATE","METHYLPHENIDATE"
"1071","OMALIZUMAB",13365,FALSE,"","","OMALIZUMAB"
"1072","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3",19829,FALSE,"","","HUMAN-BOVINE ROTAVIRUS REASSORTANT TYPE G3"
"1073","SODIUM ASCORBATE",4937,FALSE,"","","SODIUM ASCORBATE"
"1074","QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)",13315,FALSE,"","","QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)"
"1075","HYDROXYCHLOROQUINE SULFATE",6506,FALSE,"Y","HYDROXYCHLOROQUINE","HYDROXYCHLOROQUINE"
"1076","OnabotulinumtoxinA",17056,FALSE,"","","OnabotulinumtoxinA"
"1077","ANTIHEMOPHILIC FACTOR (RECOMBINANT) PORCINE SEQUENCE",22653,FALSE,"","","ANTIHEMOPHILIC FACTOR (RECOMBINANT) PORCINE SEQUENCE"
"1078","WASP VENOM PROTEIN",2028,FALSE,"","","WASP VENOM PROTEIN"
"1079","BUSERELIN (BUSERELIN ACETATE)",11250,FALSE,"","","BUSERELIN (BUSERELIN ACETATE)"
"1080","CITALOPRAM (CITALOPRAM HYDROBROMIDE)",11847,FALSE,"Y","CITALOPRAM","CITALOPRAM"
"1081","DOMPERIDONE (DOMPERIDONE MALEATE)",1840,FALSE,"Y","DOMPERIDONE","DOMPERIDONE"
"1082","BUTALBITAL",8231,FALSE,"","","BUTALBITAL"
"1083","CLINDAMYCIN PHOSPHATE",12037,FALSE,"Y","CLINDAMYCIN","CLINDAMYCIN"
"1084","ACETIC ACID",47,FALSE,"","","ACETIC ACID"
"1085","PSEUDOEPHEDRINE SULFATE",773,FALSE,"","","PSEUDOEPHEDRINE SULFATE"
"1086","EPOETIN ALFA",299,FALSE,"","","EPOETIN ALFA"
"1087","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F",20532,FALSE,"","","PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F"
"1088","PAMABROM",9437,FALSE,"","","PAMABROM"
"1089","BETAMETHASONE (BETAMETHASONE SODIUM PHOSPHATE)",7610,FALSE,"Y","BETAMETHASONE","BETAMETHASONE (BASE)"
