"tm_set","ccdd","n_dins","n_ntps","status","tm_status_effective_time","tm_code","en_display","fr_display"
"dimethicone, oxybenzone, padimate o",FALSE,1,1,"active",1993-12-31,8000905,NA,NA
"dl-methionine, histidine, isoleucine, l-cysteine (l-cysteine hydrochloride), leucine, lysine (lysine acetate), phenylalanine, sodium bisulfite, threonine, tryptophan, valine",FALSE,1,1,"active",1993-12-31,8000906,NA,NA
"enoxaparin sodium",FALSE,8,1,"active",1993-12-31,8000907,NA,NA
"famotidine",FALSE,17,2,"active",1993-12-31,8000908,NA,NA
"gemfibrozil",FALSE,7,2,"active",1993-12-31,8000909,NA,NA
"glycopyrrolate",FALSE,3,1,"active",1993-12-31,8000910,NA,NA
"halobetasol propionate",FALSE,2,2,"active",1993-12-31,8000911,NA,NA
"iodide (sodium iodide)",FALSE,1,1,"active",1993-12-31,8000912,NA,NA
"isoflurane",FALSE,4,2,"active",1993-12-31,8000913,NA,NA
"itraconazole",FALSE,3,2,"active",1993-12-31,8000914,NA,NA
"levocabastine (levocabastine hydrochloride)",FALSE,1,1,"active",1993-12-31,8000915,NA,NA
"lidocaine (lidocaine hydrochloride)",FALSE,2,2,"active",1993-12-31,8000916,NA,NA
"liothyronine (liothyronine sodium)",FALSE,2,1,"active",1993-12-31,8000917,NA,NA
"loperamide hydrochloride",FALSE,22,3,"active",1993-12-31,8000918,NA,NA
"nalbuphine",FALSE,2,1,"active",1993-12-31,8000919,NA,NA
"nitrogen, oxygen",FALSE,3,1,"active",1993-12-31,8000920,NA,NA
"pentosan polysulfate sodium",FALSE,1,1,"active",1993-12-31,8000921,NA,NA
"phenol",FALSE,1,1,"active",1993-12-31,8000922,NA,NA
"pinaverium bromide",FALSE,2,1,"active",1993-12-31,8000923,NA,NA
"propofol",FALSE,6,1,"active",1993-12-31,8000924,NA,NA
"selenium (selenious acid)",FALSE,1,1,"active",1993-12-31,8000925,NA,NA
"sodium fluoride, triclosan",FALSE,3,1,"active",1993-12-31,8000926,NA,NA
"sucralfate",FALSE,5,2,"active",1993-12-31,8000927,NA,NA
"bezafibrate",FALSE,3,2,"active",1994-12-21,8000928,NA,NA
"adenosine",FALSE,3,1,"active",1994-12-31,8000929,NA,NA
"bacitracin (bacitracin zinc), gramicidin, polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1994-12-31,8000930,NA,NA
"bacitracin zinc, neomycin (neomycin sulfate), polymyxin b sulfate",FALSE,1,2,"active",1994-12-31,8000931,NA,NA
"betaxolol (betaxolol hydrochloride)",FALSE,2,1,"active",1994-12-31,8000932,NA,NA
"bromocriptine (bromocriptine mesylate)",FALSE,8,2,"active",1994-12-31,8000933,NA,NA
"bupivacaine hydrochloride",FALSE,10,1,"active",1994-12-31,8000934,NA,NA
"calcium chloride, magnesium chloride, potassium chloride, sodium acetate, sodium chloride, sodium citrate",FALSE,2,2,"active",1994-12-31,8000935,NA,NA
"carboplatin",FALSE,4,1,"active",1994-12-31,8000936,NA,NA
"chromium (chromic chloride), copper (copper sulfate), iodine (sodium iodide), manganese (manganese sulfate), selenium (selenious acid), zinc (zinc sulfate)",FALSE,3,1,"active",1994-12-31,8000937,NA,NA
"chromium (chromic chloride), copper (copper sulfate), manganese (manganese sulfate), selenium (selenious acid), zinc (zinc sulfate)",FALSE,1,1,"active",1994-12-31,8000938,NA,NA
"chromium (chromic chloride), copper (copper sulfate), manganese (manganese sulfate), zinc (zinc sulfate)",FALSE,2,1,"active",1994-12-31,8000939,NA,NA
"collagenase",FALSE,1,1,"active",1994-12-31,8000940,NA,NA
"dapsone",FALSE,2,2,"active",1994-12-31,8000941,NA,NA
"dimethicone, homosalate, meradimate, octinoxate, octisalate, oxybenzone",FALSE,1,1,"active",1994-12-31,8000942,NA,NA
"dolichovespula maculata venom protein extract",FALSE,2,1,"active",1994-12-31,8000943,NA,NA
"dornase alfa",FALSE,1,1,"active",1994-12-31,8000944,NA,NA
"ensulizole, meradimate, octinoxate",FALSE,2,2,"active",1994-12-31,8000945,NA,NA
"fluvastatin (fluvastatin sodium)",FALSE,7,2,"active",1994-12-31,8000946,NA,NA
"gonadorelin acetate",FALSE,1,1,"active",1994-12-31,8000947,NA,NA
"goserelin (goserelin acetate)",FALSE,2,1,"active",1994-12-31,8000948,NA,NA
"hydrocodone bitartrate, phenylephrine hydrochloride",FALSE,2,1,"active",1994-12-31,8000949,NA,NA
"indigo carmine",FALSE,1,1,"active",1994-12-31,8000950,NA,NA
"indocyanine green",FALSE,1,1,"active",1994-12-31,8000951,NA,NA
"iopromide",FALSE,3,1,"active",1994-12-31,8000952,NA,NA
"lanolin, mineral oil, petrolatum",FALSE,1,1,"active",1994-12-31,8000953,NA,NA
"leucovorin (leucovorin calcium)",FALSE,4,2,"active",1994-12-31,8000954,NA,NA
"menthol, tolnaftate",FALSE,1,1,"active",1994-12-31,8000955,NA,NA
"mineral oil, petrolatum",FALSE,2,2,"active",1994-12-31,8000956,NA,NA
"octinoxate, oxybenzone, titanium dioxide",FALSE,10,4,"active",1994-12-31,8000957,NA,NA
"orphenadrine citrate",FALSE,3,3,"active",1994-12-31,8000958,NA,NA
"paromomycin (paromomycin sulfate)",FALSE,1,1,"active",1994-12-31,8000959,NA,NA
"pheniramine maleate, phenylephrine hydrochloride, polyvinyl alcohol",FALSE,1,1,"active",1994-12-31,8000960,NA,NA
"polysorbate 80",FALSE,1,2,"active",1994-12-31,8000961,NA,NA
"selegiline hydrochloride",FALSE,3,1,"active",1994-12-31,8000962,NA,NA
"tiaprofenic acid",FALSE,7,1,"active",1994-12-31,8000963,NA,NA
"vigabatrin",FALSE,2,2,"active",1994-12-31,8000964,NA,NA
"potassium citrate",FALSE,2,1,"active",1995-01-01,8000965,NA,NA
"methotrimeprazine (methotrimeprazine maleate)",FALSE,9,1,"active",1995-07-17,8000966,NA,NA
"acetylsalicylic acid, citric acid, sodium bicarbonate",FALSE,3,1,"active",1995-12-31,8000967,NA,NA
"aldesleukin",FALSE,1,1,"active",1995-12-31,8000968,NA,NA
"aluminum hydroxide, magnesium hydroxide, oxetacaine",FALSE,1,1,"active",1995-12-31,8000969,NA,NA
"avobenzone, octinoxate, oxybenzone",FALSE,14,3,"active",1995-12-31,8000970,NA,NA
"bacillus calmette-guerin (bcg) strain tice",FALSE,1,1,"active",1995-12-31,8000971,NA,NA
"bacitracin (bacitracin zinc), polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1995-12-31,8000972,NA,NA
"bretylium tosylate",FALSE,1,1,"active",1995-12-31,8000973,NA,NA
"buffer solution, melphalan (melphalan hydrochloride)",FALSE,1,3,"active",1995-12-31,8000974,NA,NA
"calcium carbonate, magnesium hydroxide, simethicone",FALSE,2,2,"active",1995-12-31,8000975,NA,NA
"camphor, menthol, octinoxate, oxybenzone, phenol",FALSE,1,1,"active",1995-12-31,8000976,NA,NA
"cefazolin (cefazolin sodium)",FALSE,17,1,"active",1995-12-31,8000977,NA,NA
"cefoxitin (cefoxitin sodium)",FALSE,5,1,"active",1995-12-31,8000978,NA,NA
"choline, inositol, nicotinamide, pipradrol hydrochloride, pyridoxine hydrochloride, thiamine hydrochloride, vitamin b2",FALSE,1,1,"active",1995-12-31,8000979,NA,NA
"dalteparin sodium",FALSE,11,1,"active",1995-12-31,8000980,NA,NA
"danaparoid sodium",FALSE,1,1,"active",1995-12-31,8000981,NA,NA
"d&c red no. 28",FALSE,1,1,"active",1995-12-31,8000982,NA,NA
"dequalinium chloride",FALSE,2,2,"active",1995-12-31,8000983,NA,NA
"dexrazoxane",FALSE,2,1,"active",1995-12-31,8000984,NA,NA
"dextromethorphan hydrobromide, pheniramine maleate, phenylephrine hydrochloride, vitamin c",FALSE,1,1,"active",1995-12-31,8000985,NA,NA
"dimercaprol",FALSE,1,1,"active",1995-12-31,8000986,NA,NA
"docetaxel",FALSE,7,1,"active",1995-12-31,8000987,NA,NA
"doxorubicin hydrochloride",FALSE,12,5,"active",1995-12-31,8000988,NA,NA
"droperidol",FALSE,1,1,"active",1995-12-31,8000989,NA,NA
"epirubicin hydrochloride",FALSE,6,2,"active",1995-12-31,8000990,NA,NA
"estramustine phosphate sodium",FALSE,1,1,"active",1995-12-31,8000991,NA,NA
"famciclovir",FALSE,18,1,"active",1995-12-31,8000992,NA,NA
"fludrocortisone 21-acetate",FALSE,1,1,"active",1995-12-31,8000993,NA,NA
"flupentixol decanoate",FALSE,3,1,"active",1995-12-31,8000994,NA,NA
"flupentixol (flupentixol dihydrochloride)",FALSE,2,1,"active",1995-12-31,8000995,NA,NA
"ganciclovir (ganciclovir sodium)",FALSE,2,1,"active",1995-12-31,8000996,NA,NA
"gelatin, pectin, sodium carboxymethyl cellulose",FALSE,1,2,"active",1995-12-31,8000997,NA,NA
"glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-isoleucine, l-leucine, l-lysine (lysine acetate), l-phenylalanine, l-proline, l-threonine, l-valine, methionine, n-acetyl-l-tyrosine, serine, tryptophan",FALSE,1,1,"active",1995-12-31,8000998,NA,NA
"interferon beta-1b",FALSE,2,1,"active",1995-12-31,8000999,NA,NA
"iodixanol",FALSE,2,1,"active",1995-12-31,8001000,NA,NA
"lamivudine",FALSE,10,2,"active",1995-12-31,8001001,NA,NA
"levocarnitine",FALSE,3,3,"active",1995-12-31,8001002,NA,NA
"maprotiline hydrochloride",FALSE,3,1,"active",1995-12-31,8001003,NA,NA
"megestrol acetate",FALSE,3,2,"active",1995-12-31,8001004,NA,NA
"meglumine ioxitalamate, sodium ioxitalamate",FALSE,1,1,"active",1995-12-31,8001005,NA,NA
"mycophenolate mofetil",FALSE,18,3,"active",1995-12-31,8001006,NA,NA
"ofloxacin",FALSE,3,1,"active",1995-12-31,8001007,NA,NA
"olsalazine sodium",FALSE,1,1,"active",1995-12-31,8001008,NA,NA
"pancuronium bromide",FALSE,4,1,"active",1995-12-31,8001009,NA,NA
"pilocarpine nitrate",FALSE,1,1,"active",1995-12-31,8001010,NA,NA
"piperonyl butoxide, pyrethrins",FALSE,3,1,"active",1995-12-31,8001011,NA,NA
"rifabutin",FALSE,1,1,"active",1995-12-31,8001012,NA,NA
"rocuronium bromide",FALSE,4,1,"active",1995-12-31,8001013,NA,NA
"salmonella typhi vi capsular polysaccharide vaccine",FALSE,2,1,"active",1995-12-31,8001014,NA,NA
"sevoflurane",FALSE,3,1,"active",1995-12-31,8001015,NA,NA
"sodium citrate, sodium lauryl sulfoacetate, sorbitol",FALSE,1,2,"active",1995-12-31,8001016,NA,NA
"sotalol hydrochloride",FALSE,20,1,"active",1995-12-31,8001017,NA,NA
"soybean oil",FALSE,3,1,"active",1995-12-31,8001018,NA,NA
"tetracaine hydrochloride",FALSE,4,2,"active",1995-12-31,8001019,NA,NA
"tinzaparin sodium",FALSE,11,1,"active",1995-12-31,8001020,NA,NA
"tranexamic acid",FALSE,7,2,"active",1995-12-31,8001021,NA,NA
"vincristine sulfate",FALSE,2,1,"active",1995-12-31,8001022,NA,NA
"acarbose",FALSE,2,1,"active",1996-02-02,8001023,NA,NA
"allantoin, chloroxylenol",FALSE,1,1,"active",1996-07-22,8001024,NA,NA
"alprostadil, water",FALSE,1,3,"active",1996-07-30,8001025,NA,NA
"dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, lysine (l-lysine hydrochloride), methionine, serine, tryptophan",FALSE,2,1,"active",1996-07-30,8001026,NA,NA
"labetalol hydrochloride",FALSE,7,2,"active",1996-07-30,8001027,NA,NA
"stavudine",FALSE,4,1,"active",1996-07-30,8001028,NA,NA
"acetylcholine chloride",FALSE,1,1,"active",1996-08-14,8001029,NA,NA
"sodium acetate",FALSE,2,1,"active",1996-08-14,8001030,NA,NA
"vasopressin",FALSE,2,1,"active",1996-08-14,8001031,NA,NA
"esmolol hydrochloride",FALSE,2,1,"active",1996-08-16,8001032,NA,NA
"anastrozole",FALSE,21,1,"active",1996-08-30,8001033,NA,NA
"iron (iron dextran complex)",FALSE,1,1,"active",1996-09-06,8001034,NA,NA
"atovaquone",FALSE,1,1,"active",1996-09-10,8001035,NA,NA
"calcium chloride, potassium chloride, sodium chloride",FALSE,1,1,"active",1996-09-10,8001036,NA,NA
"citric acid, heparin sodium, sodium chloride, sodium phosphate dibasic",FALSE,1,1,"active",1996-09-10,8001037,NA,NA
"dextran 40, dextrose",FALSE,1,1,"active",1996-09-10,8001038,NA,NA
"dextran 70, sodium chloride",FALSE,1,1,"active",1996-09-10,8001039,NA,NA
"dextrose, heparin sodium",FALSE,2,1,"active",1996-09-10,8001040,NA,NA
"magnesium chloride, potassium chloride, potassium phosphate monobasic, sodium acetate, sodium chloride, sodium gluconate, sodium phosphate dibasic",FALSE,1,1,"active",1996-09-10,8001041,NA,NA
"amcinonide",FALSE,7,3,"active",1996-09-12,8001042,NA,NA
"benzocaine, butamben, tetracaine hydrochloride",FALSE,1,1,"active",1996-09-19,8001043,NA,NA
"ritonavir",FALSE,2,2,"active",1996-09-25,8001044,NA,NA
"glycerine",FALSE,1,1,"active",1996-09-26,8001045,NA,NA
"alanine, arginine, dl-methionine, glutamic acid, glycine, histidine, isoleucine, l-aspartic acid, leucine, lysine (lysine acetate), phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine",FALSE,1,1,"active",1996-10-09,8001046,NA,NA
"cyproheptadine hydrochloride",FALSE,4,2,"active",1996-10-16,8001047,NA,NA
"adenine, citric acid, dextrose, sodium citrate, sodium phosphate monobasic",FALSE,1,1,"active",1996-10-17,8001048,NA,NA
"sodium chloride, somatropin",FALSE,1,1,"active",1996-10-17,8001049,NA,NA
"coagulation factor ix (human)",FALSE,1,1,"active",1996-10-18,8001050,NA,NA
"dobutamine (dobutamine hydrochloride)",FALSE,4,1,"active",1996-10-24,8001051,NA,NA
"abciximab",FALSE,1,1,"active",1996-10-30,8001052,NA,NA
"desoximetasone",FALSE,7,3,"active",1996-11-07,8001053,NA,NA
"ketotifen fumarate",FALSE,1,1,"active",1996-11-07,8001054,NA,NA
"meropenem",FALSE,4,1,"active",1996-11-08,8001055,NA,NA
"hepatitis a vaccine, inactivated",FALSE,5,1,"active",1996-11-10,8001056,NA,NA
"alpha 1-proteinase inhibitor (human)",FALSE,1,1,"active",1996-11-11,8001057,NA,NA
"antithrombin iii (human)",FALSE,1,1,"active",1996-11-11,8001058,NA,NA
"desonide",FALSE,4,2,"active",1996-11-11,8001059,NA,NA
"ondansetron (ondansetron hydrochloride dihydrate)",FALSE,41,3,"active",1996-11-13,8001060,NA,NA
"raltitrexed (raltitrexed disodium)",FALSE,1,1,"active",1996-11-18,8001061,NA,NA
"nafarelin (nafarelin acetate)",FALSE,1,1,"active",1996-11-25,8001062,NA,NA
"ribavirin",FALSE,7,2,"active",1996-12-05,8001063,NA,NA
"tetrabenazine",FALSE,4,1,"active",1996-12-09,8001064,NA,NA
"albumin (human)",FALSE,11,1,"active",1996-12-16,8001065,NA,NA
"benoxinate hydrochloride, fluorescein sodium",FALSE,2,1,"active",1996-12-18,8001066,NA,NA
"desflurane",FALSE,1,1,"active",1996-12-23,8001067,NA,NA
"dextrose, magnesium sulfate",FALSE,1,1,"active",1996-12-30,8001068,NA,NA
"acetic acid, calcium chloride, magnesium chloride, potassium chloride, sodium chloride",FALSE,4,1,"active",1996-12-31,8001069,NA,NA
"adapalene",FALSE,3,2,"active",1996-12-31,8001070,NA,NA
"alteplase, water",FALSE,2,2,"active",1996-12-31,8001071,NA,NA
"bacitracin zinc, polymyxin b sulfate",FALSE,6,3,"active",1996-12-31,8001072,NA,NA
"bicalutamide",FALSE,14,1,"active",1996-12-31,8001073,NA,NA
"buspirone hydrochloride",FALSE,8,1,"active",1996-12-31,8001074,NA,NA
"desipramine (desipramine hydrochloride)",FALSE,5,1,"active",1996-12-31,8001075,NA,NA
"dextrose, glycine, histidine, l-alanine, l-arginine, l-isoleucine, l-leucine, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, lysine (l-lysine hydrochloride), magnesium chloride, methionine, potassium phosphate dibasic, serine, sodium acetate, sodium chloride, tryptophan",FALSE,3,1,"active",1996-12-31,8001076,NA,NA
"magnesium chloride",FALSE,1,1,"active",1996-12-31,8001077,NA,NA
"saquinavir (saquinavir mesylate)",FALSE,2,2,"active",1996-12-31,8001078,NA,NA
"tetrahydrozoline hydrochloride, zinc sulfate",FALSE,4,1,"active",1996-12-31,8001079,NA,NA
"dermatophagoides farinae",FALSE,4,1,"active",1997-01-03,8001080,NA,NA
"dermatophagoides pteronyssinus",FALSE,4,1,"active",1997-01-03,8001081,NA,NA
"pentoxifylline",FALSE,1,1,"active",1997-01-14,8001082,NA,NA
"flutamide",FALSE,3,1,"active",1997-01-16,8001083,NA,NA
"cefaclor",FALSE,9,2,"active",1997-01-20,8001084,NA,NA
"normethadone hydrochloride, p-hydroxyephedrine hydrochloride",FALSE,1,1,"active",1997-01-23,8001085,NA,NA
"penicillin g (penicillin g sodium)",FALSE,4,1,"active",1997-01-23,8001086,NA,NA
"gramicidin, polymyxin b (polymyxin b sulfate)",FALSE,3,3,"active",1997-01-27,8001087,NA,NA
"buserelin (buserelin acetate)",FALSE,4,3,"active",1997-02-10,8001088,NA,NA
"tenoxicam",FALSE,1,1,"active",1997-02-21,8001089,NA,NA
"interferon alfa-2b, water",FALSE,1,2,"active",1997-03-12,8001090,NA,NA
"pramoxine hydrochloride, zinc sulfate monohydrate",FALSE,1,1,"active",1997-03-17,8001091,NA,NA
"gadodiamide",FALSE,1,1,"active",1997-03-25,8001092,NA,NA
"cetrimide, lidocaine",FALSE,1,2,"active",1997-03-26,8001093,NA,NA
"lovastatin",FALSE,22,1,"active",1997-03-27,8001094,NA,NA
"silicone",FALSE,1,1,"active",1997-04-01,8001095,NA,NA
"tazarotene",FALSE,4,2,"active",1997-04-10,8001096,NA,NA
"immune globulin (human)",FALSE,11,2,"active",1997-04-21,8001097,NA,NA
"praziquantel",FALSE,1,1,"active",1997-04-24,8001098,NA,NA
"ropivacaine hydrochloride",FALSE,5,1,"active",1997-04-30,8001099,NA,NA
"zuclopenthixol acetate",FALSE,1,1,"active",1997-05-02,8001100,NA,NA
"zuclopenthixol decanoate",FALSE,1,1,"active",1997-05-02,8001101,NA,NA
"zuclopenthixol (zuclopenthixol hydrochloride)",FALSE,2,1,"active",1997-05-02,8001102,NA,NA
"hamamelis virginiana, phenylephrine hydrochloride",FALSE,1,2,"active",1997-05-05,8001103,NA,NA
"cisplatin",FALSE,4,1,"active",1997-05-09,8001104,NA,NA
"methylene blue, naphazoline hydrochloride",FALSE,1,1,"active",1997-05-13,8001105,NA,NA
"loxapine (loxapine hydrochloride)",FALSE,2,2,"active",1997-06-13,8001106,NA,NA
"loxapine (loxapine succinate)",FALSE,13,1,"active",1997-06-13,8001107,NA,NA
"topotecan",FALSE,10,2,"active",1997-06-18,8001108,NA,NA
"diphenhydramine hydrochloride, menthol",FALSE,1,1,"active",1997-06-23,8001109,NA,NA
"acetylsalicylic acid, methocarbamol",FALSE,6,1,"active",1997-07-07,8001110,NA,NA
"hepatitis b immune globulin human",FALSE,3,1,"active",1997-07-08,8001111,NA,NA
"tetanus immune globulin (human)",FALSE,1,1,"active",1997-07-08,8001112,NA,NA
"fexofenadine hydrochloride",FALSE,2,1,"active",1997-07-10,8001113,NA,NA
"epoprostenol (epoprostenol sodium)",FALSE,4,1,"active",1997-07-28,8001114,NA,NA
"glycine, sodium chloride, water",FALSE,2,1,"active",1997-07-28,8001115,NA,NA
"chorionic gonadotropin, water",FALSE,1,3,"active",1997-08-13,8001116,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, fimbriae, haemophilus influenzae type b-prp, inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett, pertactin, pertussis toxoid, tetanus protein, tetanus toxoid",FALSE,2,3,"active",1997-08-14,8001117,NA,NA
"diphtheria toxoid, filamentous haemagglutinin, fimbriae, inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney, inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1, inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett, pertactin, pertussis toxoid, tetanus toxoid",FALSE,1,1,"active",1997-08-14,8001118,NA,NA
"dextromethorphan hydrobromide (dextromethorphan polistirex)",FALSE,2,1,"active",1997-08-15,8001119,NA,NA
"dyclonine hydrochloride",FALSE,2,1,"active",1997-08-15,8001120,NA,NA
"nilutamide",FALSE,1,1,"active",1997-08-20,8001121,NA,NA
"etodolac",FALSE,4,1,"active",1997-08-21,8001122,NA,NA
"irinotecan hydrochloride",FALSE,5,1,"active",1997-08-27,8001123,NA,NA
"letrozole",FALSE,18,1,"active",1997-09-02,8001124,NA,NA
"epoetin alfa",FALSE,11,1,"active",1997-09-19,8001125,NA,NA
"hepatitis a vaccine, inactivated, hepatitis b surface antigen (recombinant)",FALSE,2,1,"active",1997-09-23,8001126,NA,NA
"ropinirole (ropinirole hydrochloride)",FALSE,23,1,"active",1997-09-25,8001127,NA,NA
"rabies immune globulin human",FALSE,2,1,"active",1997-10-09,8001128,NA,NA
"haemagglutinin-strain a(h1n1), haemagglutinin-strain a(h3n2), haemagglutinin-strain b",FALSE,8,1,"active",1997-10-17,8001129,NA,NA
"mitomycin",FALSE,3,1,"active",1997-10-22,8001130,NA,NA
"naltrexone hydrochloride",FALSE,3,1,"active",1997-10-23,8001131,NA,NA
"anti-inhibitor coagulant complex, water",FALSE,2,2,"active",1997-10-27,8001132,NA,NA
"avobenzone, ensulizole, enzacamene, octinoxate",FALSE,3,2,"active",1997-11-10,8001133,NA,NA
"octinoxate, octocrylene, oxybenzone, titanium dioxide",FALSE,1,1,"active",1997-11-11,8001134,NA,NA
"glutamic acid, glycine, histidine, l-alanine, l-arginine, l-aspartic acid, l-cysteine, l-isoleucine, l-leucine, l-lysine, l-ornithine dihydrochloride, l-phenylalanine, l-proline, l-threonine, l-tyrosine, l-valine, methionine, serine, taurine, tryptophan",FALSE,1,1,"active",1997-11-14,8001135,NA,NA
"zafirlukast",FALSE,1,1,"active",1997-11-17,8001136,NA,NA
"orciprenaline sulfate",FALSE,1,1,"active",1997-11-21,8001137,NA,NA
"carboprost (carboprost tromethamine)",FALSE,1,1,"active",1997-11-28,8001138,NA,NA
"brimonidine tartrate",FALSE,7,1,"active",1997-12-02,8001139,NA,NA
"white faced hornet venom protein",FALSE,2,1,"active",1997-12-06,8001140,NA,NA
"octinoxate, octisalate, oxybenzone, titanium dioxide",FALSE,13,3,"active",1997-12-09,8001141,NA,NA
"aprotinin (bovine)",FALSE,1,1,"active",1997-12-15,8001142,NA,NA
"honey bee venom protein",FALSE,2,1,"active",1997-12-16,8001143,NA,NA
"wasp venom protein",FALSE,2,1,"active",1997-12-16,8001144,NA,NA
"yellow hornet venom protein",FALSE,2,1,"active",1997-12-16,8001145,NA,NA
"yellow jacket venom protein",FALSE,2,1,"active",1997-12-16,8001146,NA,NA
"anagrelide (anagrelide hydrochloride)",FALSE,1,1,"active",1998-01-06,8001147,NA,NA
"diatrizoate meglumine, meglumine iodipamide",FALSE,1,1,"active",1998-01-08,8001148,NA,NA
"iopamidol",FALSE,5,1,"active",1998-01-08,8001149,NA,NA
"avobenzone, octinoxate",FALSE,30,5,"active",1998-01-15,8001150,NA,NA
"dermatophagoides farinae, dermatophagoides pteronyssinus",FALSE,4,1,"active",1998-01-16,8001151,NA,NA
"atracurium besylate",FALSE,1,1,"active",1998-01-20,8001152,NA,NA
"erythrosine",FALSE,1,1,"active",1998-01-26,8001153,NA,NA
"standardized cat pelt",FALSE,1,1,"active",1998-01-29,8001154,NA,NA
"standardized cat pelt acetone precipitated",FALSE,1,1,"active",1998-02-09,8001155,NA,NA
"interferon beta-1a",FALSE,5,1,"active",1998-02-23,8001156,NA,NA
"iohexol",FALSE,4,1,"active",1998-03-05,8001157,NA,NA
"bleomycin (bleomycin sulfate)",FALSE,2,1,"active",1998-03-12,8001158,NA,NA
"methylprednisolone, water",FALSE,2,1,"active",1998-03-12,8001159,NA,NA
"tetracaine (tetracaine hydrochloride)",FALSE,1,1,"active",1998-03-16,8001160,NA,NA
"petrolatum, starch",FALSE,1,1,"active",1998-03-18,8001161,NA,NA
"ticlopidine hydrochloride",FALSE,2,1,"active",1998-03-30,8001162,NA,NA
"vinblastine sulfate",FALSE,2,1,"active",1998-04-14,8001163,NA,NA
"avobenzone, octinoxate, oxybenzone, titanium dioxide",FALSE,3,2,"active",1998-05-04,8001164,NA,NA
"naratriptan (naratriptan hydrochloride)",FALSE,5,1,"active",1998-05-05,8001165,NA,NA
"loperamide hydrochloride, simethicone",FALSE,2,2,"active",1998-05-12,8001166,NA,NA
"bacitracin, lidocaine hydrochloride, polymyxin b (polymyxin b sulfate)",FALSE,1,1,"active",1998-05-27,8001167,NA,NA
"sincalide",FALSE,1,1,"active",1998-07-08,8001168,NA,NA
"sodium thiosulfate",FALSE,3,1,"active",1998-07-13,8001169,NA,NA
"norfloxacin",FALSE,4,1,"active",1998-07-20,8001170,NA,NA
"delavirdine mesylate",FALSE,1,1,"active",1998-07-24,8001171,NA,NA
"meglumine iodipamide",FALSE,1,1,"active",1998-07-31,8001172,NA,NA
"atovaquone, proguanil hydrochloride",FALSE,5,1,"active",1998-08-07,8001173,NA,NA
"betaine",FALSE,1,1,"active",1998-08-11,8001174,NA,NA
"bacitracin zinc, gramicidin, polymyxin b (polymyxin b sulfate)",FALSE,3,1,"active",1998-08-13,8001175,NA,NA
"bacitracin zinc, polymyxin b (polymyxin b sulfate)",FALSE,2,1,"active",1998-08-13,8001176,NA,NA
"nabumetone",FALSE,3,1,"active",1998-08-21,8001177,NA,NA
"standardized cat hair acetone precipitated",FALSE,1,1,"active",1998-08-28,8001178,NA,NA
"calcium chloride, dextrose, magnesium chloride, potassium chloride, sodium acetate, sodium chloride",FALSE,1,1,"active",1998-09-03,8001179,NA,NA
"calcium chloride, magnesium chloride, potassium acetate, sodium acetate, sodium chloride",FALSE,1,1,"active",1998-09-03,8001180,NA,NA
"dextrose, potassium chloride, potassium phosphate dibasic, sodium acetate, sodium chloride",FALSE,1,1,"active",1998-09-03,8001181,NA,NA
"calcium acetate, magnesium acetate, potassium acetate, potassium chloride, sodium acetate, sodium gluconate",FALSE,1,1,"active",1998-09-04,8001182,NA,NA
"gadoteridol",FALSE,1,1,"active",1998-09-08,8001183,NA,NA
"capecitabine",FALSE,8,1,"active",1998-09-10,8001184,NA,NA
"nevirapine",FALSE,7,2,"active",1998-09-17,8001185,NA,NA
"nelfinavir (nelfinavir mesylate)",FALSE,3,2,"active",1998-09-21,8001186,NA,NA
"alanine, arginine, calcium chloride, dl-methionine, glycine, histidine, isoleucine, leucine, lysine (lysine monohydrochloride), magnesium chloride, phenylalanine, proline, serine, sodium chloride, sodium lactate, threonine, tryptophan, tyrosine, valine",FALSE,1,1,"active",1998-09-25,8001187,NA,NA
"zolmitriptan",FALSE,28,4,"active",1998-09-30,8001188,NA,NA
"cefuroxime (cefuroxime axetil)",FALSE,10,2,"active",1998-10-27,8001189,NA,NA
"ursodiol",FALSE,8,1,"active",1998-11-08,8001190,NA,NA
"raloxifene hydrochloride",FALSE,6,1,"active",1998-11-20,8001191,NA,NA
"lymphocyte immune globulin anti-thymocyte globulin (equine)",FALSE,1,1,"active",1998-12-04,8001192,NA,NA
"measles virus vaccine live attenuated, mumps virus vaccine live attenuated (jeryl lynn strain), rubella virus vaccine live attenuated (wistar ra27/3 strain), water",FALSE,1,2,"active",1998-12-04,8001193,NA,NA
"lamivudine, zidovudine",FALSE,4,1,"active",1998-12-08,8001194,NA,NA
