"route_of_administration_code","pharm_form_code","route_of_administration","pharmaceutical_form","n_human_din","n_any_ccdd","n_all_ccdd","n_tm","ntp_dosage_form_code","ntp_dosage_form","route_of_administration_f","pharmaceutical_form_f"
"14","134","INTRACARDIAC","SOLUTION",NA,NA,NA,NA,40001,"solution for injection",NA,"Solution"
"14-22-45-49-65","19","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Émulsion"
"14-22-45-49-65","34","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Liquide"
"14-22-45-49-65","55","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Poudre"
"14-22-45-49-65","56","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Poudre pour solution"
"14-22-45-49-65","126","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Poudre pour suspension"
"14-22-45-49-65","118","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Poudre pour suspension, à libération prolongée"
"14-22-45-49-65","79","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Suspension"
"14-22-45-49-65","143","INTRACARDIAC, INTRAMUSCULAR, INTRATRACHEAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intracardiaque, Intramusculaire, Intratrachéale, Intraveineuse, Sous-cutanée","Suspension (à libération prolongée)"
"4","134","INTRACAUDAL","SOLUTION",NA,NA,NA,NA,40001,"solution for injection",NA,"Solution"
"17","34","INTRACAVITARY","LIQUID",NA,NA,NA,NA,40001,"solution for injection",NA,"Liquide"
"17","56","INTRACAVITARY","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection",NA,"Poudre pour solution"
"18","34","INTRACUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection",NA,"Liquide"
"18","134","INTRACUTANEOUS","SOLUTION",NA,NA,NA,NA,40001,"solution for injection",NA,"Solution"
"19","34","INTRADERMAL","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intradermique","Liquide"
"19","79","INTRADERMAL","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intradermique","Suspension"
"19-85-65","56","INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection","Intradermique, Percutanée, Sous-cutanée","Poudre pour solution"
"19-85-65","79","INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intradermique, Percutanée, Sous-cutanée","Suspension"
"19-65","79","INTRADERMAL, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intradermique, Sous-cutanée","Suspension"
"21","79","INTRALESIONAL","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intralésionnelle","Suspension"
"21","34","INTRALESIONAL","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intralésionnelle","Liquide"
"22","19","INTRAMUSCULAR","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intramusculaire","Émulsion"
"22","126","INTRAMUSCULAR","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire","Poudre pour suspension"
"22","32","INTRAMUSCULAR","KIT",NA,NA,NA,NA,40006,"kit","Intramusculaire","Trousse"
"22-33-49-65","34","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Liquide"
"22-33-49-65","19","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Émulsion"
"22-33-49-65","55","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Poudre"
"22-33-49-65","126","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Poudre pour suspension"
"22-33-49-65","118","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Poudre pour suspension, à libération prolongée"
"22-33-49-65","79","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Suspension"
"22-33-49-65","143","INTRAMUSCULAR, INTRAPERITONEAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intramusculaire, Intrapéritonéale, Intraveineuse, Sous-cutanée","Suspension (à libération prolongée)"
"22-34-49-65","19","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Émulsion"
"22-34-49-65","34","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Liquide"
"22-34-49-65","55","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Poudre"
"22-34-49-65","126","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Poudre pour suspension"
"22-34-49-65","118","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Poudre pour suspension, à libération prolongée"
"22-34-49-65","134","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","SOLUTION",NA,NA,NA,NA,40001,"solution for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Solution"
"22-34-49-65","79","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Suspension"
"22-34-49-65","143","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intramusculaire, Intrapleurale, Intraveineuse, Sous-cutanée","Suspension (à libération prolongée)"
"22-42-49","19","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Émulsion"
"22-42-49","55","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Poudre"
"22-42-49","56","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Poudre pour solution"
"22-42-49","126","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Poudre pour suspension"
"22-42-49","118","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Poudre pour suspension, à libération prolongée"
"22-42-49","79","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Suspension"
"22-42-49","143","INTRAMUSCULAR, INTRASYNOVIAL, INTRAVENOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intramusculaire, Intrasynoviale, Intraveineuse","Suspension (à libération prolongée)"
"22-49","19","INTRAMUSCULAR, INTRAVENOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intramusculaire, Intraveineuse","Émulsion"
"22-49","55","INTRAMUSCULAR, INTRAVENOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intraveineuse","Poudre"
"22-49","126","INTRAMUSCULAR, INTRAVENOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intraveineuse","Poudre pour suspension"
"22-49","118","INTRAMUSCULAR, INTRAVENOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intramusculaire, Intraveineuse","Poudre pour suspension, à libération prolongée"
"22-49","79","INTRAMUSCULAR, INTRAVENOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intramusculaire, Intraveineuse","Suspension"
"22-49","143","INTRAMUSCULAR, INTRAVENOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intramusculaire, Intraveineuse","Suspension (à libération prolongée)"
"22-49-65","55","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intraveineuse, Sous-cutanée","Poudre"
"22-49-65","126","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Intraveineuse, Sous-cutanée","Poudre pour suspension"
"22-49-65","118","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intramusculaire, Intraveineuse, Sous-cutanée","Poudre pour suspension, à libération prolongée"
"22-49-65","79","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intramusculaire, Intraveineuse, Sous-cutanée","Suspension"
"22-49-65","143","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intramusculaire, Intraveineuse, Sous-cutanée","Suspension (à libération prolongée)"
"22-65","19","INTRAMUSCULAR, SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intramusculaire, Sous-cutanée","Émulsion"
"22-65","126","INTRAMUSCULAR, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Sous-cutanée","Poudre pour suspension"
"22-65","55","INTRAMUSCULAR, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intramusculaire, Sous-cutanée","Poudre"
"22-65","118","INTRAMUSCULAR, SUBCUTANEOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intramusculaire, Sous-cutanée","Poudre pour suspension, à libération prolongée"
"22-65","143","INTRAMUSCULAR, SUBCUTANEOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intramusculaire, Sous-cutanée","Suspension (à libération prolongée)"
"33","34","INTRAPERITONEAL","LIQUID",NA,NA,NA,NA,40035,"irrigation solution","Intrapéritonéale","Liquide"
"33","56","INTRAPERITONEAL","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection","Intrapéritonéale","Poudre pour solution"
"34","56","INTRAPLEURAL","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection",NA,"Poudre pour solution"
"42","34","INTRASYNOVIAL","LIQUID",NA,NA,NA,NA,40001,"solution for injection",NA,"Liquide"
"42","134","INTRASYNOVIAL","SOLUTION",NA,NA,NA,NA,40001,"solution for injection",NA,"Solution"
"42","79","INTRASYNOVIAL","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection",NA,"Suspension"
"31","79","INTRATHECAL","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intrathécale","Suspension"
"31","56","INTRATHECAL","POWDER FOR SOLUTION",NA,NA,NA,NA,40017,"powder for solution for injection","Intrathécale","Poudre pour solution"
"31-49-65","19","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intrathécale, Intraveineuse, Sous-cutanée","Émulsion"
"31-49-65","34","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intrathécale, Intraveineuse, Sous-cutanée","Liquide"
"31-49-65","55","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40016,"powder for suspension for injection","Intrathécale, Intraveineuse, Sous-cutanée","Poudre"
"31-49-65","126","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intrathécale, Intraveineuse, Sous-cutanée","Poudre pour suspension"
"31-49-65","118","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intrathécale, Intraveineuse, Sous-cutanée","Poudre pour suspension, à libération prolongée"
"31-49-65","79","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intrathécale, Intraveineuse, Sous-cutanée","Suspension"
"31-49-65","143","INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS","SUSPENSION (EXTENDED-RELEASE)",NA,NA,NA,NA,40020,"prolonged-release suspension for injection","Intrathécale, Intraveineuse, Sous-cutanée","Suspension (à libération prolongée)"
"45","134","INTRATRACHEAL","SOLUTION",NA,NA,NA,NA,40037,"endotracheopulmonary instillation","Intratrachéale","Solution"
"49","118","INTRAVENOUS","POWDER FOR SUSPENSION, SUSTAINED-RELEASE",NA,NA,NA,NA,40018,"powder for prolonged-release suspension for injection","Intraveineuse","Poudre pour suspension, à libération prolongée"
"49-56","34","INTRAVENOUS, ORAL","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Intraveineuse, Orale","Liquide"
"49-65","19","INTRAVENOUS, SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Intraveineuse, Sous-cutanée","Émulsion"
"49-65","55","INTRAVENOUS, SUBCUTANEOUS","POWDER",NA,NA,NA,NA,40017,"powder for solution for injection","Intraveineuse, Sous-cutanée","Poudre"
"49-65","126","INTRAVENOUS, SUBCUTANEOUS","POWDER FOR SUSPENSION",NA,NA,NA,NA,40016,"powder for suspension for injection","Intraveineuse, Sous-cutanée","Poudre pour suspension"
"49-65","79","INTRAVENOUS, SUBCUTANEOUS","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection","Intraveineuse, Sous-cutanée","Suspension"
"50","134","INTRAVENTRICULAR","SOLUTION",NA,NA,NA,NA,40001,"solution for injection",NA,"Solution"
"53","43","NASAL","OINTMENT",NA,NA,NA,NA,40045,"nasal ointment","Nasale","Pommade"
"53","9","NASAL","CREAM",NA,NA,NA,NA,40046,"nasal cream","Nasale","Crème"
"53","55","NASAL","POWDER",NA,NA,NA,NA,40030,"nasal powder","Nasale","Poudre"
"53","76","NASAL","STICK",NA,NA,NA,NA,40047,"nasal stick","Nasale","Bâton"
"55","9","OPHTHALMIC","CREAM",NA,NA,NA,NA,40057,"ophthalmic cream","Ophtalmique","Crème"
"55-70","12","OPHTHALMIC, TOPICAL","DROPS",NA,NA,NA,NA,40050,"ophthalmic drops","Ophtalmique, Topique","Gouttes"
"56","32","ORAL","KIT",NA,NA,NA,NA,40006,"kit","Orale","Trousse"
"56","1","ORAL","METERED-DOSE AEROSOL",NA,NA,NA,NA,40021,"pressurised inhalation","Orale","Aérosol à dose mesurée"
"56","48","ORAL","PACKAGE",NA,NA,NA,NA,40074,"oral powder","Orale","Paquet"
"57","43","OTIC","OINTMENT",NA,NA,NA,NA,40088,"otic ointment","Otique","Pommade"
"57","9","OTIC","CREAM",NA,NA,NA,NA,40089,"otic cream","Otique","Crème"
"57","76","OTIC","STICK",NA,NA,NA,NA,40090,"otic stick","Otique","Bâton"
"85","34","PERCUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection",NA,"Liquide"
"85-65","34","PERCUTANEOUS, SUBCUTANEOUS","LIQUID",NA,NA,NA,NA,40001,"solution for injection","Percutanée, Sous-cutanée","Liquide"
"62","34","RECTAL","LIQUID",NA,NA,NA,NA,40094,"rectal solution","Rectale","Liquide"
"62","56","RECTAL","POWDER FOR SOLUTION",NA,NA,NA,NA,40096,"powder for rectal solution","Rectale","Poudre pour solution"
"62","9","RECTAL","CREAM",NA,NA,NA,NA,40099,"rectal cream","Rectale","Crème"
"62","32","RECTAL","KIT",NA,NA,NA,NA,40006,"kit","Rectale","Trousse"
"62","85","RECTAL","TABLET",NA,NA,NA,NA,40100,"enema","Rectale","Comprimé"
"60","134","RETROBULBAR","SOLUTION",NA,NA,NA,NA,40001,"solution for injection",NA,"Solution"
"63","34","SOFT TISSUE INJECTION","LIQUID",NA,NA,NA,NA,40001,"solution for injection",NA,"Liquide"
"63","79","SOFT TISSUE INJECTION","SUSPENSION",NA,NA,NA,NA,40019,"suspension for injection",NA,"Suspension"
"65","19","SUBCUTANEOUS","EMULSION",NA,NA,NA,NA,40015,"emulsion for injection","Sous-cutanée","Émulsion"
"89","114","SUBGINGIVAL","GEL",NA,NA,NA,NA,40102,"periodontal gel","Sous-gingivale","Gel"
"66","23","SUBLINGUAL","TABLET (EFFERVESCENT)",NA,NA,NA,NA,40007,"buccal tablet","Sublinguale","Comprimé (effervescent)"
"70","12","TOPICAL","DROPS",NA,NA,NA,NA,40110,"cutaneous drops","Topique","Gouttes"
"70","1","TOPICAL","METERED-DOSE AEROSOL",NA,NA,NA,NA,40005,"oromucosal spray","Topique","Aérosol à dose mesurée"
"72","114","URETHRAL","GEL",NA,NA,NA,NA,40135,"urethral gel","Urétrale","Gel"
"72","26","URETHRAL","JELLY",NA,NA,NA,NA,40135,"urethral gel","Urétrale",NA
"74","43","VAGINAL","OINTMENT",NA,NA,NA,NA,40138,"vaginal ointment","Vaginale","Pommade"
