"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","ai_set_str","ai_set","ai_group","AI_GROUP_NO"
"11848","88118","02396122","LEVETIRACETAM 750 MG","LEVETIRACETAM","0148843","0148843003"
"11849","88125","02396203","RIZATRIPTAN 10 MG","RIZATRIPTAN","0137841","0137841002"
"11850","88127","02396238","HYDROCHLOROTHIAZIDE 12.5 MG|TELMISARTAN 80 MG","HYDROCHLOROTHIAZIDE|TELMISARTAN","0244783","0244783001"
"11851","88128","02396246","HYDROCHLOROTHIAZIDE 25 MG|TELMISARTAN 80 MG","HYDROCHLOROTHIAZIDE|TELMISARTAN","0244783","0244783002"
"11852","88131","02396262","AVOBENZONE 3.0 %|HOMOSALATE 9.0 %|OCTISALATE 4.0 %|OCTOCRYLENE 2.7 %|OXYBENZONE 4.0 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758108"
"11853","88136","02396327","ALLOPURINOL 100 MG","ALLOPURINOL","0103654","0103654001"
"11854","88137","02396335","ALLOPURINOL 200 MG","ALLOPURINOL","0103654","0103654002"
"11855","88138","02396343","ALLOPURINOL 300 MG","ALLOPURINOL","0103654","0103654003"
"11856","88140","02396378","TOPOTECAN 1 MG","TOPOTECAN","0132984","0132984002"
"11857","88141","02396386","VANCOMYCIN 1000 MG","VANCOMYCIN","0131315","0131315001"
"11858","88143","02396408","AVOBENZONE 2.5 %|BEMOTRIZINOL 0.5 %|OCTISALATE 5.0 %|OCTOCRYLENE 5.0 %","AVOBENZONE|BEMOTRIZINOL|OCTISALATE|OCTOCRYLENE","0453410","0453410002"
"11859","88145","02396424","ATORVASTATIN 10 MG","ATORVASTATIN","0133055","0133055001"
"11860","88146","02396432","ATORVASTATIN 20 MG","ATORVASTATIN","0133055","0133055002"
"11861","88147","02396440","ATORVASTATIN 40 MG","ATORVASTATIN","0133055","0133055003"
"11862","88148","02396459","ATORVASTATIN 80 MG","ATORVASTATIN","0133055","0133055004"
"11863","88152","02396475","BENZALKONIUM CHLORIDE 0.1 %","BENZALKONIUM CHLORIDE","0104993","0104993004"
"11864","88153","02396483","PREGABALIN 25 MG","PREGABALIN","0151121","0151121001"
"11865","88154","02396491","DESOGESTREL 0.15 MG|ETHINYL ESTRADIOL 0.03 MG","DESOGESTREL|ETHINYL ESTRADIOL","0224591","0224591001"
"11866","88156","02396505","PREGABALIN 50 MG","PREGABALIN","0151121","0151121002"
"11867","88157","02396513","PREGABALIN 75 MG","PREGABALIN","0151121","0151121003"
"11868","88158","02396521","PREGABALIN 150 MG","PREGABALIN","0151121","0151121005"
"11869","88159","02396548","PREGABALIN 300 MG","PREGABALIN","0151121","0151121008"
"11870","88163","02396599","DIPHENHYDRAMINE HYDROCHLORIDE 50 MG","DIPHENHYDRAMINE HYDROCHLORIDE","0102639","0102639001"
"11871","88164","02396602","ACETAMINOPHEN 325 MG|DEXTROMETHORPHAN HYDROBROMIDE 15 MG|GUAIFENESIN 200 MG|PHENYLEPHRINE HYDROCHLORIDE 5 MG","ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN|PHENYLEPHRINE HYDROCHLORIDE","0451421","0451421003"
"11872","88165","02396610","DESOGESTREL 0.15 MG|ETHINYL ESTRADIOL 0.03 MG","DESOGESTREL|ETHINYL ESTRADIOL","0224591","0224591001"
"11873","88166","02396629","ACETAMINOPHEN 325 MG|CHLORPHENIRAMINE MALEATE 2 MG|PHENYLEPHRINE HYDROCHLORIDE 5 MG","ACETAMINOPHEN|CHLORPHENIRAMINE MALEATE|PHENYLEPHRINE HYDROCHLORIDE","0316099","0316099002"
"11874","88167","02396637","ACETAMINOPHEN 325 MG|GUAIFENESIN 200 MG|PHENYLEPHRINE HYDROCHLORIDE 5 MG","ACETAMINOPHEN|GUAIFENESIN|PHENYLEPHRINE HYDROCHLORIDE","0351580","0351580003"
"11875","88170","02396661","RIZATRIPTAN 5 MG","RIZATRIPTAN","0137841","0137841001"
"11876","88171","02396688","RIZATRIPTAN 10 MG","RIZATRIPTAN","0137841","0137841002"
"11877","88172","02396696","FENTANYL 12 MCG","FENTANYL","0123302","0123302015"
"11878","88173","02396718","FENTANYL 25 MCG","FENTANYL","0123302","0123302014"
"11879","88174","02396726","FENTANYL 50 MCG","FENTANYL","0123302","0123302011"
"11880","88175","02396734","FENTANYL 75 MCG","FENTANYL","0123302","0123302013"
"11881","88176","02396742","FENTANYL 100 MCG","FENTANYL","0123302","0123302012"
"11882","88177","02396750","ETRAVIRINE 25 MG","ETRAVIRINE","0152450","0152450003"
"11883","88178","02396769","ABACAVIR 300 MG","ABACAVIR","0137623","0137623001"
"11884","88180","02396785","TOLNAFTATE 1 %","TOLNAFTATE","0102537","0102537001"
"11885","88187","02396866","VORICONAZOLE 50 MG","VORICONAZOLE","0150242","0150242001"
"11886","88189","02396874","VORICONAZOLE 200 MG","VORICONAZOLE","0150242","0150242002"
"11887","88191","02396904","ATOMOXETINE 10 MG","ATOMOXETINE","0150434","0150434001"
"11888","88192","02396912","ATOMOXETINE 18 MG","ATOMOXETINE","0150434","0150434002"
"11889","88193","02396920","ATOMOXETINE 25 MG","ATOMOXETINE","0150434","0150434003"
"11890","88194","02396939","ATOMOXETINE 40 MG","ATOMOXETINE","0150434","0150434004"
"11891","88195","02396947","ATOMOXETINE 60 MG","ATOMOXETINE","0150434","0150434005"
"11892","88196","02396955","ENTECAVIR 0.5 MG","ENTECAVIR","0151648","0151648001"
"11893","88197","02396963","FISH OIL 3 %|MEDIUM CHAIN TRIGLYCERIDES 6 %|OLIVE OIL 5 %|SOYBEAN OIL 6 %","FISH OIL|MEDIUM CHAIN TRIGLYCERIDES|OLIVE OIL|SOYBEAN OIL","0453432","0453432001"
"11894","88198","02396971","ISOTRETINOIN 10 MG","ISOTRETINOIN","0115751","0115751001"
"11895","88199","02396998","ISOTRETINOIN 20 MG","ISOTRETINOIN","0115751","0115751004"
"11896","88200","02397005","ISOTRETINOIN 30 MG","ISOTRETINOIN","0115751","0115751005"
"11897","88201","02397013","ISOTRETINOIN 40 MG","ISOTRETINOIN","0115751","0115751002"
"11898","88206","02397072","AMLODIPINE 5 MG","AMLODIPINE","0131437","0131437002"
"11899","88207","02397080","AMLODIPINE 10 MG","AMLODIPINE","0131437","0131437001"
"11900","88208","02397137","Cobicistat 150 MG|EMTRICITABINE 200 MG|Elvitegravir 150 MG|TENOFOVIR DISOPROXIL FUMARATE 300 MG","Cobicistat|EMTRICITABINE|Elvitegravir|TENOFOVIR DISOPROXIL FUMARATE","0453433","0453433001"
"11901","88209","02397099","QUETIAPINE 25 MG","QUETIAPINE","0131858","0131858001"
"11902","88210","02397102","QUETIAPINE 100 MG","QUETIAPINE","0131858","0131858002"
"11903","88211","02397110","QUETIAPINE 200 MG","QUETIAPINE","0131858","0131858003"
"11904","88212","02397129","QUETIAPINE 300 MG","QUETIAPINE","0131858","0131858005"
"11905","88213","02397145","DICLOFENAC SODIUM 50 MG|MISOPROSTOL 200 MCG","DICLOFENAC SODIUM|MISOPROSTOL","0222885","0222885003"
"11906","88214","02397153","DICLOFENAC SODIUM 75 MG|MISOPROSTOL 200 MCG","DICLOFENAC SODIUM|MISOPROSTOL","0222885","0222885004"
"11907","88215","02397161","AVOBENZONE 2 %|ENSULIZOLE 1.5 %|OCTISALATE 5 %|OCTOCRYLENE 1.3 %","AVOBENZONE|ENSULIZOLE|OCTISALATE|OCTOCRYLENE","0442021","0442021006"
"11908","88218","02397218","AVOBENZONE 3.0 %|HOMOSALATE 10.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2.0 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758075"
"11909","88225","02397285","IMATINIB 100 MG","IMATINIB","0145503","0145503002"
"11910","88226","02397293","IMATINIB 400 MG","IMATINIB","0145503","0145503003"
"11911","88227","02397307","PIOGLITAZONE 15 MG","PIOGLITAZONE","0141541","0141541001"
"11912","88231","02397358","ESCITALOPRAM 10 MG","ESCITALOPRAM","0150435","0150435002"
"11913","88233","02397374","ESCITALOPRAM 20 MG","ESCITALOPRAM","0150435","0150435004"
"11914","88237","02397412","IVACAFTOR 150 MG","IVACAFTOR","0153450","0153450001"
"11915","88238","02397420","ACETAMINOPHEN 500 MG|CAFFEINE 60 MG|PYRILAMINE MALEATE 15 MG","ACETAMINOPHEN|CAFFEINE|PYRILAMINE MALEATE","0324673","0324673001"
"11916","88239","02397439","AVOBENZONE 3.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 8.5 %","AVOBENZONE|OCTISALATE|OCTOCRYLENE","0335121","0335121005"
"11917","88240","02397447","EPOPROSTENOL 0.5 MG","EPOPROSTENOL","0133040","0133040001"
"11918","88241","02397455","EPOPROSTENOL 1.5 MG","EPOPROSTENOL","0133040","0133040002"
"11919","88243","02397471","GABAPENTIN 600 MG","GABAPENTIN","0125929","0125929004"
"11920","88244","02397498","GABAPENTIN 800 MG","GABAPENTIN","0125929","0125929005"
"11921","88251","02397579","AVOBENZONE 3.0 %|OCTINOXATE 7.5 %|OCTISALATE 3.5 %","AVOBENZONE|OCTINOXATE|OCTISALATE","0331813","0331813027"
"11922","88252","02397587","BENZALKONIUM CHLORIDE 0.13 %|LIDOCAINE 4 %","BENZALKONIUM CHLORIDE|LIDOCAINE","0219031","0219031002"
"11923","88253","02397595","DONEPEZIL HYDROCHLORIDE 5 MG","DONEPEZIL HYDROCHLORIDE","0131548","0131548001"
"11924","88254","02397609","DONEPEZIL HYDROCHLORIDE 10 MG","DONEPEZIL HYDROCHLORIDE","0131548","0131548002"
"11925","88255","02397617","DONEPEZIL HYDROCHLORIDE 5 MG","DONEPEZIL HYDROCHLORIDE","0131548","0131548001"
"11926","88256","02397625","DONEPEZIL HYDROCHLORIDE 10 MG","DONEPEZIL HYDROCHLORIDE","0131548","0131548002"
"11927","88264","02397714","Apixaban 5.0 MG","Apixaban","0153051","0153051002"
"11928","88267","02397749","Azilsartan Medoxomil 40 MG|CHLORTHALIDONE 12.5 MG","Azilsartan Medoxomil|CHLORTHALIDONE","0253470","0253470002"
"11929","88268","02397757","Azilsartan Medoxomil 80 MG|CHLORTHALIDONE 12.5 MG","Azilsartan Medoxomil|CHLORTHALIDONE","0253470","0253470001"
"11930","88269","02397765","Azilsartan Medoxomil 40 MG|CHLORTHALIDONE 25 MG","Azilsartan Medoxomil|CHLORTHALIDONE","0253470","0253470003"
"11931","88270","02397773","RISEDRONATE SODIUM 150 MG","RISEDRONATE SODIUM","0135301","0135301005"
"11932","88271","02397781","ROSUVASTATIN 5 MG","ROSUVASTATIN","0148963","0148963004"
"11933","88272","02397803","ROSUVASTATIN 10 MG","ROSUVASTATIN","0148963","0148963001"
"11934","88273","02397811","ROSUVASTATIN 20 MG","ROSUVASTATIN","0148963","0148963002"
"11935","88274","02397838","ROSUVASTATIN 40 MG","ROSUVASTATIN","0148963","0148963003"
"11936","88276","02397854","BISACODYL 5 MG","BISACODYL","0101506","0101506001"
"11937","88283","02397900","SOLIFENACIN SUCCINATE 5 MG","SOLIFENACIN SUCCINATE","0151584","0151584001"
"11938","88284","02397919","SOLIFENACIN SUCCINATE 10 MG","SOLIFENACIN SUCCINATE","0151584","0151584002"
"11939","88288","02397927","DESMOPRESSIN 25 MCG","DESMOPRESSIN","0151664","0151664004"
"11940","88290","02397943","OCTINOXATE 7.5 %","OCTINOXATE","0116791","0116791006"
"11941","88291","02397951","OCTINOXATE 4.00 %|TITANIUM DIOXIDE 2.37 %","OCTINOXATE|TITANIUM DIOXIDE","0216790","0216790132"
"11942","88292","02397978","AVOBENZONE 3.0 %|HOMOSALATE 7.5 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2.0 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758109"
"11943","88293","02397986","AVOBENZONE 2.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 1.85 %","AVOBENZONE|OCTISALATE|OCTOCRYLENE","0335121","0335121015"
"11944","88297","02398028","LIDOCAINE 7 %|TETRACAINE 7 %","LIDOCAINE|TETRACAINE","0253490","0253490001"
"11945","88299","02398044","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %|OXYBENZONE 4 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758049"
"11946","88300","02398052","AVOBENZONE 3 %|HOMOSALATE 7.5 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758109"
"11947","88301","02398060","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758075"
"11948","88302","02398079","PREGABALIN 225 MG","PREGABALIN","0151121","0151121007"
"11949","88319","02398257","DOXEPIN 3.00 MG","DOXEPIN","0107703","0107703007"
"11950","88320","02398265","DOXEPIN 6.00 MG","DOXEPIN","0107703","0107703008"
"11951","88332","02398370","GALANTAMINE 8 MG","GALANTAMINE","0144660","0144660002"
"11952","88333","02398389","GALANTAMINE 16 MG","GALANTAMINE","0144660","0144660004"
"11953","88334","02398397","GALANTAMINE 24 MG","GALANTAMINE","0144660","0144660005"
"11954","88335","02398400","BOSENTAN 62.5 MG","BOSENTAN","0145922","0145922001"
"11955","88336","02398419","BOSENTAN 125.0 MG","BOSENTAN","0145922","0145922002"
"11956","88338","02398427","METHOTREXATE 25 MG","METHOTREXATE","0107545","0107545002"
"11957","88338","02398427","METHOTREXATE 25 MG","METHOTREXATE","0107545","0107545002"
"11958","88338","02398427","METHOTREXATE 25 MG","METHOTREXATE","0107545","0107545002"
"11959","88339","02398435","ALMOTRIPTAN 6.25 MG","ALMOTRIPTAN","0149521","0149521001"
"11960","88340","02398443","ALMOTRIPTAN 12.5 MG","ALMOTRIPTAN","0149521","0149521002"
"11961","88350","02398559","LIDOCAINE HYDROCHLORIDE 1 %","LIDOCAINE HYDROCHLORIDE","0101280","0101280004"
"11962","88354","02398591","CLOPIDOGREL 300 MG","CLOPIDOGREL","0134440","0134440002"
"11963","88358","02398648","OCTINOXATE 7.5 %|OCTISALATE 4.0 %|OXYBENZONE 2.5 %|TITANIUM DIOXIDE 1.1 %","OCTINOXATE|OCTISALATE|OXYBENZONE|TITANIUM DIOXIDE","0419998","0419998058"
"11964","88359","02398656","LETROZOLE 2.5 MG","LETROZOLE","0132937","0132937001"
"11965","88363","02398699","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"11966","88364","02398702","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"11967","88369","02398753","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"11968","88370","02398761","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"11969","88374","02398826","MONTELUKAST 10 MG","MONTELUKAST","0133823","0133823002"
"11970","88375","02398834","LOSARTAN POTASSIUM 25 MG","LOSARTAN POTASSIUM","0127971","0127971001"
"11971","88376","02398842","LOSARTAN POTASSIUM 50 MG","LOSARTAN POTASSIUM","0127971","0127971003"
"11972","88377","02398850","LOSARTAN POTASSIUM 100 MG","LOSARTAN POTASSIUM","0127971","0127971002"
"11973","88378","02398869","ETHINYL ESTRADIOL 0.03 MG|LEVONORGESTREL 0.15 MG","ETHINYL ESTRADIOL|LEVONORGESTREL","0220415","0220415001"
"11974","88379","02398877","AMLODIPINE 2.5 MG","AMLODIPINE","0131437","0131437003"
"11975","88386","02398958","Stiripentol 250 MG","Stiripentol","0153530","0153530001"
"11976","88387","02398966","Stiripentol 500 MG","Stiripentol","0153530","0153530002"
"11977","88388","02398974","Stiripentol 250 MG","Stiripentol","0153530","0153530001"
"11978","88389","02398982","Stiripentol 500 MG","Stiripentol","0153530","0153530002"
"11979","88390","02398990","Nebivolol 2.5 MG","Nebivolol","0153531","0153531001"
"11980","88391","02399008","Nebivolol 5.0 MG","Nebivolol","0153531","0153531002"
"11981","88392","02399016","Nebivolol 10.0 MG","Nebivolol","0153531","0153531003"
"11982","88393","02399024","Nebivolol 20.0 MG","Nebivolol","0153531","0153531004"
"11983","88394","02399032","SOLIFENACIN SUCCINATE 5 MG","SOLIFENACIN SUCCINATE","0151584","0151584001"
"11984","88395","02399040","SOLIFENACIN SUCCINATE 10 MG","SOLIFENACIN SUCCINATE","0151584","0151584002"
"11985","88398","02399083","SOMATROPIN 20 MG","SOMATROPIN","0131827","0131827012"
"11986","88400","02399091","SOMATROPIN 5 MG","SOMATROPIN","0131827","0131827014"
"11987","88401","02399105","CANDESARTAN CILEXETIL 32 MG","CANDESARTAN CILEXETIL","0135220","0135220004"
"11988","88402","02399113","AVOBENZONE 3.0 %|HOMOSALATE 8.0 %|OCTISALATE 4.0 %|OCTOCRYLENE 2.35 %|OXYBENZONE 5.0 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758015"
"11989","88403","02399121","AVOBENZONE 3.0 %|HOMOSALATE 7.5 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2.0 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758109"
"11990","88404","02399148","GLYCERINE 1.0 %|POLYSORBATE 80 0.5 %|SODIUM CARBOXYMETHYL CELLULOSE 0.5 %","GLYCERINE|POLYSORBATE 80|SODIUM CARBOXYMETHYL CELLULOSE","0353532","0353532001"
"11991","88407","02399164","ROSUVASTATIN 5 MG","ROSUVASTATIN","0148963","0148963004"
"11992","88408","02399172","ROSUVASTATIN 10 MG","ROSUVASTATIN","0148963","0148963001"
"11993","88409","02399180","ROSUVASTATIN 20 MG","ROSUVASTATIN","0148963","0148963002"
"11994","88410","02399199","ROSUVASTATIN 40 MG","ROSUVASTATIN","0148963","0148963003"
"11995","88411","02399229","MEASLES VIRUS VACCINE LIVE ATTENUATED 3.00 Log10 TCID50|MUMPS VIRUS VACCINE LIVE ATTENUATED 4.30 Log10 TCID50|RUBELLA VIRUS VACCINE LIVE ATTENUATED 3.00 Log10 TCID50|VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED 3.99 Log10 PFU","MEASLES VIRUS VACCINE LIVE ATTENUATED|MUMPS VIRUS VACCINE LIVE ATTENUATED|RUBELLA VIRUS VACCINE LIVE ATTENUATED|VARICELLA-ZOSTER VIRUS VACCINE LIVE ATTENUATED","0453533","0453533002"
"11996","88414","02399237","ENSULIZOLE 2.5 %|OCTINOXATE 7.5 %|OXYBENZONE 4.0 %","ENSULIZOLE|OCTINOXATE|OXYBENZONE","0324234","0324234010"
"11997","88415","02399245","VORICONAZOLE 50 MG","VORICONAZOLE","0150242","0150242001"
"11998","88416","02399253","VORICONAZOLE 200 MG","VORICONAZOLE","0150242","0150242002"
"11999","88418","02399288","AVOBENZONE 3.0 %|OCTINOXATE 7.5 %|OCTISALATE 5.0 %|OXYBENZONE 3.0 %","AVOBENZONE|OCTINOXATE|OCTISALATE|OXYBENZONE","0423152","0423152006"
"12000","88422","02399334","CALCITRIOL 1 MCG","CALCITRIOL","0113628","0113628002"
"12001","88423","02399342","CALCITRIOL 2 MCG","CALCITRIOL","0113628","0113628003"
"12002","88424","02399350","BENZALKONIUM CHLORIDE 0.12 %","BENZALKONIUM CHLORIDE","0104993","0104993016"
"12003","88425","02399369","OCTINOXATE 8.5 %|OXYBENZONE 1.5 %","OCTINOXATE|OXYBENZONE","0216932","0216932074"
"12004","88426","02399377","ATORVASTATIN 10 MG","ATORVASTATIN","0133055","0133055001"
"12005","88427","02399385","ATORVASTATIN 20 MG","ATORVASTATIN","0133055","0133055002"
"12006","88428","02399393","ATORVASTATIN 40 MG","ATORVASTATIN","0133055","0133055003"
"12007","88429","02399407","ATORVASTATIN 80 MG","ATORVASTATIN","0133055","0133055004"
"12008","88430","02399415","SERTRALINE 25 MG","SERTRALINE","0123417","0123417003"
"12009","88431","02399423","SERTRALINE 50 MG","SERTRALINE","0123417","0123417001"
"12010","88432","02399431","SERTRALINE 100 MG","SERTRALINE","0123417","0123417002"
"12011","88433","02399458","ZOLMITRIPTAN 2.5 MG","ZOLMITRIPTAN","0134381","0134381001"
"12012","88434","02399466","MESALAZINE 1.00 G","MESALAZINE","0116808","0116808012"
"12013","88435","02399474","WATER 2 ML","WATER","0105143","0105143010"
"12014","88436","02399482","ATORVASTATIN 10 MG","ATORVASTATIN","0133055","0133055001"
"12015","88437","02399490","ATORVASTATIN 20 MG","ATORVASTATIN","0133055","0133055002"
"12016","88438","02399504","ATORVASTATIN 40 MG","ATORVASTATIN","0133055","0133055003"
"12017","88440","02399520","PYRITHIONE ZINC 1.0 %","PYRITHIONE ZINC","0108628","0108628001"
"12018","88441","02399539","ABACAVIR 600 MG|LAMIVUDINE 300 MG","ABACAVIR|LAMIVUDINE","0251241","0251241001"
"12019","88442","02399547","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12020","88443","02399555","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12021","88444","02399563","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12022","88447","02399601","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12023","88448","02399628","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12024","88449","02399636","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12025","88450","02399644","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12026","88452","02399660","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12027","88453","02399679","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12028","88454","02399687","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12029","88455","02399695","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12030","88456","02399709","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12031","88458","02399725","OCTINOXATE 2.4 %|TITANIUM DIOXIDE 2.3 %","OCTINOXATE|TITANIUM DIOXIDE","0216790","0216790134"
"12032","88459","02399733","CHLORPHENIRAMINE MALEATE 2 MG|IBUPROFEN 200 MG|IBUPROFEN 200 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","CHLORPHENIRAMINE MALEATE|IBUPROFEN|IBUPROFEN|PSEUDOEPHEDRINE HYDROCHLORIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0553187","0553187001"
"12033","88459","02399733","CHLORPHENIRAMINE MALEATE 2 MG|IBUPROFEN 200 MG|IBUPROFEN 200 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG|PSEUDOEPHEDRINE HYDROCHLORIDE 30 MG","CHLORPHENIRAMINE MALEATE|IBUPROFEN|IBUPROFEN|PSEUDOEPHEDRINE HYDROCHLORIDE|PSEUDOEPHEDRINE HYDROCHLORIDE","0553187","0553187001"
"12034","88462","02399776","LEVETIRACETAM 250 MG","LEVETIRACETAM","0148843","0148843001"
"12035","88463","02399784","LEVETIRACETAM 500 MG","LEVETIRACETAM","0148843","0148843002"
"12036","88464","02399792","LEVETIRACETAM 750 MG","LEVETIRACETAM","0148843","0148843003"
"12037","88465","02399806","IMATINIB 100 MG","IMATINIB","0145503","0145503002"
"12038","88466","02399814","IMATINIB 400 MG","IMATINIB","0145503","0145503003"
"12039","88467","02399822","QUETIAPINE 25 MG","QUETIAPINE","0131858","0131858001"
"12040","88468","02399830","QUETIAPINE 100 MG","QUETIAPINE","0131858","0131858002"
"12041","88469","02399849","QUETIAPINE 200 MG","QUETIAPINE","0131858","0131858003"
"12042","88470","02399857","QUETIAPINE 300 MG","QUETIAPINE","0131858","0131858005"
"12043","88471","02399865","MONTELUKAST 4 MG","MONTELUKAST","0133823","0133823003"
"12044","88472","02399873","MONTELUKAST 5 MG","MONTELUKAST","0133823","0133823001"
"12045","88473","02399881","CELECOXIB 200 MG","CELECOXIB","0137043","0137043002"
"12046","88479","02399954","PETROLATUM 95.7 %","PETROLATUM","0108784","0108784007"
"12047","88483","02399997","MONTELUKAST 10 MG","MONTELUKAST","0133823","0133823002"
"12048","88484","02400006","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12049","88486","02400022","CAPECITABINE 150 MG","CAPECITABINE","0134120","0134120001"
"12050","88487","02400030","CAPECITABINE 500 MG","CAPECITABINE","0134120","0134120002"
"12051","88488","02400049","AVOBENZONE 2.5 %|OCTINOXATE 5.9 %|OCTOCRYLENE 2.0 %","AVOBENZONE|OCTINOXATE|OCTOCRYLENE","0351586","0351586012"
"12052","88492","02400081","CLOXACILLIN 10 G","CLOXACILLIN","0131306","0131306008"
"12053","88493","02400103","RANITIDINE 150 MG","RANITIDINE","0115150","0115150002"
"12054","88494","02400111","ALPRAZOLAM 0.25 MG","ALPRAZOLAM","0115008","0115008001"
"12055","88495","02400138","ALPRAZOLAM 0.5 MG","ALPRAZOLAM","0115008","0115008002"
"12056","88496","02400146","ALPRAZOLAM 1 MG","ALPRAZOLAM","0115008","0115008003"
"12057","88497","02400154","ALPRAZOLAM 2 MG","ALPRAZOLAM","0115008","0115008004"
"12058","88499","02400200","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12059","88500","02400170","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12060","88501","02400189","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12061","88503","02400219","PYRITHIONE ZINC 1 %","PYRITHIONE ZINC","0108628","0108628001"
"12062","88504","02400227","AVOBENZONE 3.0 %|HOMOSALATE 15.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 10.0 %|OXYBENZONE 6.0 %","AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE","0544758","0544758040"
"12063","88505","02400235","FLUVASTATIN 20 MG","FLUVASTATIN","0125247","0125247002"
"12064","88506","02400243","FLUVASTATIN 40 MG","FLUVASTATIN","0125247","0125247001"
"12065","88515","02400340","QUETIAPINE 25 MG","QUETIAPINE","0131858","0131858001"
"12066","88516","02400359","QUETIAPINE 100 MG","QUETIAPINE","0131858","0131858002"
"12067","88517","02400367","QUETIAPINE 150 MG","QUETIAPINE","0131858","0131858004"
"12068","88518","02400375","QUETIAPINE 200 MG","QUETIAPINE","0131858","0131858003"
"12069","88519","02400383","QUETIAPINE 300 MG","QUETIAPINE","0131858","0131858005"
"12070","88520","02400391","FLUOXETINE 10 MG","FLUOXETINE","0116847","0116847003"
"12071","88521","02400405","FLUOXETINE 20 MG","FLUOXETINE","0116847","0116847001"
"12072","88523","02400421","DILTIAZEM HYDROCHLORIDE 120 MG","DILTIAZEM HYDROCHLORIDE","0115863","0115863004"
"12073","88524","02400448","DILTIAZEM HYDROCHLORIDE 180 MG","DILTIAZEM HYDROCHLORIDE","0115863","0115863007"
"12074","88525","02400456","DILTIAZEM HYDROCHLORIDE 240 MG","DILTIAZEM HYDROCHLORIDE","0115863","0115863006"
