"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"623","NITROGLYCERIN 1 MG","NITROGLYCERIN","LIQUID","INTRAVENOUS","1",1,"0103615",1,1,"0103615004"
"624","NITROGLYCERIN 5 MG","NITROGLYCERIN","LIQUID","INTRAVENOUS","1",1,"0103615",1,1,"0103615007"
"625","NITROGLYCERIN 80 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"626","NITROGLYCERIN 120 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"627","NITROGLYCERIN 40 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"628","NITROGLYCERIN 2 %","NITROGLYCERIN","OINTMENT","TOPICAL","1",1,"0103615",1,1,"0103615018"
"629","NITROGLYCERIN 0.6 MG","NITROGLYCERIN","TABLET","SUBLINGUAL","1",1,"0103615",1,1,"0103615022"
"630","NITROGLYCERIN 0.3 MG","NITROGLYCERIN","TABLET","SUBLINGUAL","1",1,"0103615",1,1,"0103615002"
"631","NITROGLYCERIN 160 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615008"
"632","NITROGLYCERIN 75 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615010"
"633","NITROGLYCERIN 5 MG","NITROGLYCERIN","SOLUTION","INTRAVENOUS","1",1,"0103615",1,1,"0103615007"
"634","NITROGLYCERIN 54 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"635","NITROGLYCERIN 36 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"636","NITROGLYCERIN 22.4 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615023"
"637","NITROGLYCERIN 44.8 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615024"
"638","NITROGLYCERIN 67.2 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615025"
"639","NITROGLYCERIN 0.4 MG","NITROGLYCERIN","METERED-DOSE PUMP","SUBLINGUAL","1",3,"0103615",1,1,"0103615009"
"640","NITROGLYCERIN 0.4 MG","NITROGLYCERIN","METERED-DOSE AEROSOL","SUBLINGUAL","1",1,"0103615",1,1,"0103615009"
"641","NITROGLYCERIN 18 MG","NITROGLYCERIN","PATCH","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"642","NITROGLYCERIN 20.7 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"643","NITROGLYCERIN 41.4 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"644","NITROGLYCERIN 62.2 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"645","NITROGLYCERIN 82.9 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615001"
"646","NITROGLYCERIN 25 MG","NITROGLYCERIN","PATCH (EXTENDED RELEASE)","TRANSDERMAL","1",1,"0103615",1,1,"0103615006"
"647","NORETHINDRONE 0.35 MG","NORETHINDRONE","TABLET","ORAL","1",3,"0106372",1,1,"0106372001"
"648","NORTRIPTYLINE 10 MG","NORTRIPTYLINE","CAPSULE","ORAL","1",4,"0102630",1,1,"0102630002"
"649","NORTRIPTYLINE 25 MG","NORTRIPTYLINE","CAPSULE","ORAL","1",4,"0102630",1,1,"0102630001"
"650","NYSTATIN 100000 UNIT","NYSTATIN","SUSPENSION","ORAL","1",2,"0105858",1,1,"0105858002"
"651","NYSTATIN 100 UNIT","NYSTATIN","SUSPENSION","ORAL","1",1,"0105858",1,1,"0105858001"
"652","NYSTATIN 100000 UNIT","NYSTATIN","CREAM","VAGINAL","1",1,"0105858",1,1,"0105858001"
"653","NYSTATIN 100000 UNIT","NYSTATIN","DROPS","ORAL","1",1,"0105858",1,1,"0105858002"
"654","NYSTATIN 100000 UNIT","NYSTATIN","OINTMENT","TOPICAL","1",2,"0105858",1,1,"0105858001"
"655","NYSTATIN 100000 UNIT","NYSTATIN","CREAM","TOPICAL","1",2,"0105858",1,1,"0105858001"
"656","NYSTATIN    100000 UNIT","NYSTATIN","SUSPENSION","ORAL","1",1,"0105858",1,1,"0105858002"
"657","NYSTATIN 25000 UNIT","NYSTATIN","CREAM","VAGINAL","1",1,"0105858",1,1,"0105858004"
"658","OLANZAPINE 2.5 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783001"
"659","OLANZAPINE 5 MG","OLANZAPINE","TABLET","ORAL","1",11,"0128783",1,1,"0128783003"
"660","OLANZAPINE 7.5 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783004"
"661","OLANZAPINE 10 MG","OLANZAPINE","TABLET","ORAL","1",12,"0128783",1,1,"0128783002"
"662","OLANZAPINE 15 MG","OLANZAPINE","TABLET","ORAL","1",12,"0128783",1,1,"0128783005"
"663","OLANZAPINE 20 MG","OLANZAPINE","TABLET","ORAL","1",6,"0128783",1,1,"0128783006"
"664","OLANZAPINE 5 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",16,"0128783",1,1,"0128783003"
"665","OLANZAPINE 10 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",16,"0128783",1,1,"0128783002"
"666","OLANZAPINE 15 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",15,"0128783",1,1,"0128783005"
"667","OLANZAPINE 20 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",14,"0128783",1,1,"0128783006"
"668","OLANZAPINE 10 MG","OLANZAPINE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0128783",1,1,"0128783002"
"669","OLANZAPINE 5.0 MG","OLANZAPINE","TABLET","ORAL","1",4,"0128783",1,1,"0128783003"
"670","OLANZAPINE 10.0 MG","OLANZAPINE","TABLET","ORAL","1",3,"0128783",1,1,"0128783002"
"671","OLANZAPINE 15.0 MG","OLANZAPINE","TABLET","ORAL","1",3,"0128783",1,1,"0128783005"
"672","OLANZAPINE 20.0 MG","OLANZAPINE","TABLET","ORAL","1",1,"0128783",1,1,"0128783006"
"673","OLOPATADINE 0.1 %","OLOPATADINE","LIQUID","OPHTHALMIC","1",1,"0132394",1,1,"0132394001"
"674","OLOPATADINE 0.1 %","OLOPATADINE","SOLUTION","OPHTHALMIC","1",4,"0132394",1,1,"0132394001"
"675","OLOPATADINE 0.2 %","OLOPATADINE","SOLUTION","OPHTHALMIC","1",4,"0132394",1,1,"0132394002"
"676","OMEPRAZOLE 20 MG","OMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",16,"0121643",1,1,"0121643001"
"677","OMEPRAZOLE 10 MG","OMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",4,"0121643",1,1,"0121643003"
"678","OMEPRAZOLE 20 MG","OMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",13,"0121643",1,1,"0121643001"
"679","OMEPRAZOLE 10 MG","OMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",3,"0121643",1,1,"0121643003"
"680","OXAZEPAM 10 MG","OXAZEPAM","TABLET","ORAL","1",6,"0102420",1,1,"0102420003"
"681","OXAZEPAM 30 MG","OXAZEPAM","TABLET","ORAL","1",6,"0102420",1,1,"0102420001"
"682","OXAZEPAM 15 MG","OXAZEPAM","TABLET","ORAL","1",6,"0102420",1,1,"0102420002"
"683","OXYBUTYNIN 36 MG","OXYBUTYNIN","PATCH","TRANSDERMAL","1",1,"0150161",1,1,"0150161001"
"684","PANTOPRAZOLE 40 MG","PANTOPRAZOLE","TABLET (ENTERIC-COATED)","ORAL","1",3,"0133229",1,1,"0133229001"
"685","PANTOPRAZOLE 40 MG","PANTOPRAZOLE","POWDER FOR SOLUTION","INTRAVENOUS","1",5,"0133229",1,1,"0133229001"
"686","PANTOPRAZOLE 20 MG","PANTOPRAZOLE","TABLET (ENTERIC-COATED)","ORAL","1",1,"0133229",1,1,"0133229002"
"687","PANTOPRAZOLE 20 MG","PANTOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",8,"0133229",1,1,"0133229002"
"688","PANTOPRAZOLE 40 MG","PANTOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",24,"0133229",1,1,"0133229001"
"689","PAROXETINE 30 MG","PAROXETINE","TABLET","ORAL","1",17,"0123131",1,1,"0123131001"
"690","PAROXETINE 20 MG","PAROXETINE","TABLET","ORAL","1",17,"0123131",1,1,"0123131002"
"691","PAROXETINE 10 MG","PAROXETINE","TABLET","ORAL","1",17,"0123131",1,1,"0123131003"
"692","PAROXETINE 12.5 MG","PAROXETINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0123131",1,1,"0123131005"
"693","PAROXETINE 25 MG","PAROXETINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0123131",1,1,"0123131006"
"694","PAROXETINE 40 MG","PAROXETINE","TABLET","ORAL","1",1,"0123131",1,1,"0123131007"
"695","PHENYTOIN 50 MG","PHENYTOIN","TABLET","ORAL","1",1,"0101372",1,1,"0101372003"
"696","PHENYTOIN 125 MG","PHENYTOIN","SUSPENSION","ORAL","1",2,"0101372",1,1,"0101372001"
"697","PHENYTOIN 30 MG","PHENYTOIN","SUSPENSION","ORAL","1",1,"0101372",1,1,"0101372002"
"698","PIOGLITAZONE 15 MG","PIOGLITAZONE","TABLET","ORAL","1",18,"0141541",1,1,"0141541001"
"699","PIOGLITAZONE 30 MG","PIOGLITAZONE","TABLET","ORAL","1",18,"0141541",1,1,"0141541002"
"700","PIOGLITAZONE 45 MG","PIOGLITAZONE","TABLET","ORAL","1",18,"0141541",1,1,"0141541003"
"701","PREDNISOLONE 5 MG","PREDNISOLONE","LIQUID","ORAL","1",1,"0106287",1,1,"0106287004"
"702","PREDNISOLONE 5 MG","PREDNISOLONE","SOLUTION","ORAL","1",1,"0106287",1,1,"0106287004"
"703","PREDNISONE 50 MG","PREDNISONE","TABLET","ORAL","1",3,"0106321",1,1,"0106321002"
"704","PREDNISONE 1 MG","PREDNISONE","TABLET","ORAL","1",2,"0106321",1,1,"0106321003"
"705","PREDNISONE 5 MG","PREDNISONE","TABLET","ORAL","1",4,"0106321",1,1,"0106321001"
"706","PREDNISONE 1.0 MG","PREDNISONE","TABLET","ORAL","1",1,"0106321",1,1,"0106321003"
"707","PREGABALIN 25 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121001, 0151121009"
"708","PREGABALIN 50 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121002, 0151121010"
"709","PREGABALIN 75 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121003, 0151121011"
"710","PREGABALIN 150 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121005, 0151121012"
"711","PREGABALIN 225 MG","PREGABALIN","CAPSULE","ORAL","1",7,"0151121",1,1,"0151121007"
"712","PREGABALIN 300 MG","PREGABALIN","CAPSULE","ORAL","1",12,"0151121",1,1,"0151121008"
"713","PROGESTERONE 50 MG","PROGESTERONE","LIQUID","INTRAMUSCULAR","1",1,"0106327",1,1,"0106327001"
"714","PROGESTERONE 100 MG","PROGESTERONE","CAPSULE","ORAL","1",2,"0106327",1,1,"0106327002"
"715","PROGESTERONE 8 %","PROGESTERONE","GEL","VAGINAL","1",1,"0106327",1,1,"0106327006"
"716","PROGESTERONE 100 MG","PROGESTERONE","VAGINAL TABLET, EFFERVESCENT","VAGINAL","1",1,"0106327",1,1,"0106327002"
"717","PROGESTERONE 50 MG","PROGESTERONE","SOLUTION","INTRAMUSCULAR","1",1,"0106327",1,1,"0106327001"
"718","QUETIAPINE 25 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858001"
"719","QUETIAPINE 100 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858002"
"720","QUETIAPINE 200 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858003"
"721","QUETIAPINE 300 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858005"
"722","QUETIAPINE 150 MG","QUETIAPINE","TABLET","ORAL","1",4,"0131858",1,1,"0131858004"
"723","QUETIAPINE 50 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858006"
"724","QUETIAPINE 200 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858003"
"725","QUETIAPINE 300 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858005"
"726","QUETIAPINE 400 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858007"
"727","QUETIAPINE 150 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858004"
"728","QUETIAPINE 50 MG","QUETIAPINE","TABLET","ORAL","1",1,"0131858",1,1,"0131858006"
"729","QUETIAPINE 25 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858001"
"730","QUETIAPINE 100 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858002"
"731","QUETIAPINE 200 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858003"
"732","QUETIAPINE 300 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858005"
"733","QUINAPRIL 5 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206001"
"734","QUINAPRIL 10 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206002"
"735","QUINAPRIL 20 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206003"
"736","QUINAPRIL 40 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206004"
"737","RABEPRAZOLE SODIUM 10 MG","RABEPRAZOLE SODIUM","TABLET (ENTERIC-COATED)","ORAL","1",9,"0143681",1,1,"0143681001"
"738","RABEPRAZOLE SODIUM 20 MG","RABEPRAZOLE SODIUM","TABLET (ENTERIC-COATED)","ORAL","1",10,"0143681",1,1,"0143681002"
"739","RABEPRAZOLE SODIUM 10 MG","RABEPRAZOLE SODIUM","TABLET (DELAYED-RELEASE)","ORAL","1",2,"0143681",1,1,"0143681001"
"740","RABEPRAZOLE SODIUM 20 MG","RABEPRAZOLE SODIUM","TABLET (DELAYED-RELEASE)","ORAL","1",2,"0143681",1,1,"0143681002"
"741","RAMIPRIL 1.25 MG","RAMIPRIL","CAPSULE","ORAL","1",14,"0122858",1,1,"0122858001"
"742","RAMIPRIL 2.5 MG","RAMIPRIL","CAPSULE","ORAL","1",18,"0122858",1,1,"0122858004"
"743","RAMIPRIL 5 MG","RAMIPRIL","CAPSULE","ORAL","1",15,"0122858",1,1,"0122858003"
"744","RAMIPRIL 10 MG","RAMIPRIL","CAPSULE","ORAL","1",16,"0122858",1,1,"0122858002"
"745","RAMIPRIL 15 MG","RAMIPRIL","CAPSULE","ORAL","1",6,"0122858",1,1,"0122858005"
"746","RAMIPRIL 1.25 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858001"
"747","RAMIPRIL 2.5 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858004"
"748","RAMIPRIL 5 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858003"
"749","RAMIPRIL 10 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858002"
"750","RAMIPRIL 5.0 MG","RAMIPRIL","CAPSULE","ORAL","1",3,"0122858",1,1,"0122858003"
"751","RAMIPRIL 10.0 MG","RAMIPRIL","CAPSULE","ORAL","1",2,"0122858",1,1,"0122858002"
"752","RAMIPRIL 15.0 MG","RAMIPRIL","CAPSULE","ORAL","1",2,"0122858",1,1,"0122858005"
"753","RANITIDINE 150 MG","RANITIDINE","TABLET","ORAL","1",20,"0115150",1,1,"0115150002"
"754","RANITIDINE 300 MG","RANITIDINE","TABLET","ORAL","1",14,"0115150",1,1,"0115150001"
"755","RANITIDINE 25 MG","RANITIDINE","SOLUTION","INTRAMUSCULAR","1",2,"0115150",1,1,"0115150004"
"756","RANITIDINE 25 MG","RANITIDINE","SOLUTION","INTRAVENOUS","1",2,"0115150",1,1,"0115150004"
"757","RANITIDINE 75 MG","RANITIDINE","TABLET","ORAL","1",7,"0115150",1,1,"0115150003"
"758","RANITIDINE 15 MG","RANITIDINE","SOLUTION","ORAL","1",2,"0115150",1,1,"0115150005"
"759","REPAGLINIDE 0.5 MG","REPAGLINIDE","TABLET","ORAL","1",7,"0137035",1,1,"0137035001"
"760","REPAGLINIDE 1.0 MG","REPAGLINIDE","TABLET","ORAL","1",4,"0137035",1,1,"0137035002"
"761","REPAGLINIDE 2.0 MG","REPAGLINIDE","TABLET","ORAL","1",4,"0137035",1,1,"0137035003"
"762","REPAGLINIDE 1 MG","REPAGLINIDE","TABLET","ORAL","1",3,"0137035",1,1,"0137035002"
"763","REPAGLINIDE 2 MG","REPAGLINIDE","TABLET","ORAL","1",3,"0137035",1,1,"0137035003"
"764","RISPERIDONE 2 MG","RISPERIDONE","TABLET","ORAL","1",3,"0124332",1,1,"0124332004"
"765","RISPERIDONE 1 MG","RISPERIDONE","TABLET","ORAL","1",3,"0124332",1,1,"0124332003"
"766","RISPERIDONE 3 MG","RISPERIDONE","TABLET","ORAL","1",3,"0124332",1,1,"0124332002"
"767","RISPERIDONE 4 MG","RISPERIDONE","TABLET","ORAL","1",3,"0124332",1,1,"0124332005"
"768","RISPERIDONE 1 MG","RISPERIDONE","SOLUTION","ORAL","1",3,"0124332",1,1,"0124332003"
"769","RISPERIDONE 0.25 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332006"
"770","RISPERIDONE 0.5 MG","RISPERIDONE","TABLET","ORAL","1",10,"0124332",1,1,"0124332007"
"771","RISPERIDONE 0.5 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332007"
"772","RISPERIDONE 1 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332003"
"773","RISPERIDONE 2 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332004"
"774","RISPERIDONE 1.0 MG","RISPERIDONE","TABLET","ORAL","1",13,"0124332",1,1,"0124332003"
"775","RISPERIDONE 2.0 MG","RISPERIDONE","TABLET","ORAL","1",13,"0124332",1,1,"0124332004"
"776","RISPERIDONE 3.0 MG","RISPERIDONE","TABLET","ORAL","1",13,"0124332",1,1,"0124332002"
"777","RISPERIDONE 4.0 MG","RISPERIDONE","TABLET","ORAL","1",13,"0124332",1,1,"0124332005"
"778","RISPERIDONE 25 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332008"
"779","RISPERIDONE 25 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332008"
"780","RISPERIDONE 37.5 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332009"
"781","RISPERIDONE 37.5 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332009"
"782","RISPERIDONE 50 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332010"
"783","RISPERIDONE 50 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332010"
"784","RISPERIDONE 3 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332002"
"785","RISPERIDONE 4 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332005"
"786","RISPERIDONE 0.50 MG","RISPERIDONE","TABLET","ORAL","1",6,"0124332",1,1,"0124332007"
"787","RISPERIDONE 12.5 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332011"
"788","RISPERIDONE 12.5 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332011"
"789","RIVAROXABAN 10 MG","RIVAROXABAN","TABLET","ORAL","1",1,"0152487",1,1,"0152487001"
"790","RIVAROXABAN 15 MG","RIVAROXABAN","TABLET","ORAL","1",1,"0152487",1,1,"0152487002"
"791","RIVAROXABAN 20 MG","RIVAROXABAN","TABLET","ORAL","1",1,"0152487",1,1,"0152487003"
"792","RIVASTIGMINE 1.5 MG","RIVASTIGMINE","CAPSULE","ORAL","1",11,"0140521",1,1,"0140521001"
"793","RIVASTIGMINE 3 MG","RIVASTIGMINE","CAPSULE","ORAL","1",10,"0140521",1,1,"0140521002"
"794","RIVASTIGMINE 4.5 MG","RIVASTIGMINE","CAPSULE","ORAL","1",11,"0140521",1,1,"0140521003"
"795","RIVASTIGMINE 6 MG","RIVASTIGMINE","CAPSULE","ORAL","1",10,"0140521",1,1,"0140521004"
"796","RIVASTIGMINE 2 MG","RIVASTIGMINE","SOLUTION","ORAL","1",1,"0140521",1,1,"0140521005"
"797","RIVASTIGMINE 9 MG","RIVASTIGMINE","PATCH","TRANSDERMAL","1",1,"0140521",1,1,"0140521006"
"798","RIVASTIGMINE 18 MG","RIVASTIGMINE","PATCH","TRANSDERMAL","1",1,"0140521",1,1,"0140521006"
"799","RIVASTIGMINE 3.0 MG","RIVASTIGMINE","CAPSULE","ORAL","1",1,"0140521",1,1,"0140521002"
"800","RIVASTIGMINE 6.0 MG","RIVASTIGMINE","CAPSULE","ORAL","1",1,"0140521",1,1,"0140521004"
"801","RIVASTIGMINE 27 MG","RIVASTIGMINE","PATCH","TRANSDERMAL","1",1,"0140521",1,1,"0140521006"
"802","RIZATRIPTAN 5 MG","RIZATRIPTAN","TABLET (ORALLY DISINTEGRATING)","ORAL","1",13,"0137841",1,1,"0137841001"
"803","RIZATRIPTAN 10 MG","RIZATRIPTAN","TABLET (ORALLY DISINTEGRATING)","ORAL","1",15,"0137841",1,1,"0137841002"
"804","RIZATRIPTAN 10 MG","RIZATRIPTAN","TABLET","ORAL","1",8,"0137841",1,1,"0137841002"
"805","RIZATRIPTAN 5 MG","RIZATRIPTAN","TABLET","ORAL","1",4,"0137841",1,1,"0137841001"
"806","ROSUVASTATIN 10 MG","ROSUVASTATIN","TABLET","ORAL","1",20,"0148963",1,1,"0148963001"
"807","ROSUVASTATIN 20 MG","ROSUVASTATIN","TABLET","ORAL","1",20,"0148963",1,1,"0148963002"
"808","ROSUVASTATIN 40 MG","ROSUVASTATIN","TABLET","ORAL","1",18,"0148963",1,1,"0148963003"
"809","ROSUVASTATIN 5 MG","ROSUVASTATIN","TABLET","ORAL","1",21,"0148963",1,1,"0148963004"
"810","ROSUVASTATIN 10.0 MG","ROSUVASTATIN","TABLET","ORAL","1",1,"0148963",1,1,"0148963001"
"811","ROSUVASTATIN 20.0 MG","ROSUVASTATIN","TABLET","ORAL","1",1,"0148963",1,1,"0148963002"
"812","ROSUVASTATIN 40.0 MG","ROSUVASTATIN","TABLET","ORAL","1",1,"0148963",1,1,"0148963003"
"813","SALBUTAMOL 5 MG","SALBUTAMOL","SOLUTION","INHALATION","1",6,"0108887",1,2,"0108887006, 0108887001"
"814","SALBUTAMOL 1 MG","SALBUTAMOL","SOLUTION","INHALATION","1",6,"0108887",1,1,"0108887007"
"815","SALBUTAMOL 5 MG","SALBUTAMOL","SOLUTION","ORAL","1",2,"0108887",1,1,"0108887006"
"816","SALBUTAMOL 4 MG","SALBUTAMOL","TABLET","ORAL","1",1,"0108887",1,1,"0108887002"
"817","SALBUTAMOL 2 MG","SALBUTAMOL","TABLET","ORAL","1",1,"0108887",1,1,"0108887001"
"818","SALBUTAMOL 2 MG","SALBUTAMOL","SOLUTION","INHALATION","1",5,"0108887",1,1,"0108887001"
"819","SALBUTAMOL 0.5 MG","SALBUTAMOL","SOLUTION","INHALATION","1",4,"0108887",1,1,"0108887009"
"820","SALBUTAMOL 2.5 MG","SALBUTAMOL","SOLUTION","INHALATION","1",1,"0108887",1,1,"0108887007"
"821","SALBUTAMOL 1 MG","SALBUTAMOL","SOLUTION","INTRAVENOUS","1",1,"0108887",1,1,"0108887007"
"822","SALBUTAMOL 0.4 MG","SALBUTAMOL","SOLUTION","ORAL","1",1,"0108887",1,1,"0108887004"
"823","SALBUTAMOL 100 MCG","SALBUTAMOL","METERED-DOSE AEROSOL","INHALATION","1",6,"0108887",1,2,"0108887003, 0108887013"
"824","SALBUTAMOL 200 MCG","SALBUTAMOL","POWDER","INHALATION","1",1,"0108887",1,1,"0108887005"
"825","SAXAGLIPTIN 5 MG","SAXAGLIPTIN","TABLET","ORAL","1",1,"0152653",1,1,"0152653001"
"826","SAXAGLIPTIN 2.5 MG","SAXAGLIPTIN","TABLET","ORAL","1",1,"0152653",1,1,"0152653002"
"827","SERTRALINE 50 MG","SERTRALINE","CAPSULE","ORAL","1",18,"0123417",1,1,"0123417001"
"828","SERTRALINE 100 MG","SERTRALINE","CAPSULE","ORAL","1",18,"0123417",1,1,"0123417002"
"829","SERTRALINE 25 MG","SERTRALINE","CAPSULE","ORAL","1",18,"0123417",1,1,"0123417003"
"830","SERTRALINE 25.0 MG","SERTRALINE","CAPSULE","ORAL","1",1,"0123417",1,1,"0123417003"
"831","SERTRALINE 50.0 MG","SERTRALINE","CAPSULE","ORAL","1",1,"0123417",1,1,"0123417001"
"832","SERTRALINE 100.0 MG","SERTRALINE","CAPSULE","ORAL","1",1,"0123417",1,1,"0123417002"
"833","SILDENAFIL 25 MG","SILDENAFIL","TABLET","ORAL","1",11,"0136261",1,1,"0136261001"
"834","SILDENAFIL 50 MG","SILDENAFIL","TABLET","ORAL","1",12,"0136261",1,1,"0136261002"
"835","SILDENAFIL 100 MG","SILDENAFIL","TABLET","ORAL","1",17,"0136261",1,1,"0136261003"
"836","SILDENAFIL 20 MG","SILDENAFIL","TABLET","ORAL","1",4,"0136261",1,1,"0136261004"
"837","SILDENAFIL 0.8 MG","SILDENAFIL","SOLUTION","INTRAVENOUS","1",1,"0136261",1,1,"0136261005"
"838","SILDENAFIL 25.0 MG","SILDENAFIL","TABLET","ORAL","1",1,"0136261",1,1,"0136261001"
"839","SILDENAFIL 50.0 MG","SILDENAFIL","TABLET","ORAL","1",1,"0136261",1,1,"0136261002"
"840","SILDENAFIL 100.0 MG","SILDENAFIL","TABLET","ORAL","1",1,"0136261",1,1,"0136261003"
"841","SIMVASTATIN 10 MG","SIMVASTATIN","TABLET","ORAL","1",21,"0122415",1,1,"0122415004"
