"","DRUG_CODE","DRUG_IDENTIFICATION_NUMBER","DPD_BRAND_NAME","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","COMPANY_NAME","ai_set","ai_group","AI_GROUP_NO"
"3845","85804","02372932","MINT-SIMVASTATIN","SIMVASTATIN 5 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","SIMVASTATIN","0122415","0122415001"
"3846","86043","02375036","MAR-SIMVASTATIN","SIMVASTATIN 5 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","SIMVASTATIN","0122415","0122415001"
"3847","86101","02375591","JAMP-SIMVASTATIN","SIMVASTATIN 5 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","SIMVASTATIN","0122415","0122415001"
"3848","87187","02386291","SIMVASTATIN","SIMVASTATIN 5 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","SIMVASTATIN","0122415","0122415001"
"3849","88996","02405148","AURO-SIMVASTATIN","SIMVASTATIN 5 MG","TABLET","ORAL","AURO PHARMA INC","SIMVASTATIN","0122415","0122415001"
"3850","70772","02246585","MYLAN-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","SIMVASTATIN","0122415","0122415005"
"3851","71249","02247015","APO-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","APOTEX INC","SIMVASTATIN","0122415","0122415005"
"3852","71466","02247224","SIMVASTATIN-80","SIMVASTATIN 80 MG","TABLET","ORAL","PRO DOC LIMITEE","SIMVASTATIN","0122415","0122415005"
"3853","71544","02247301","RIVA-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","LABORATOIRE RIVA INC","SIMVASTATIN","0122415","0122415005"
"3854","72129","02247833","SANDOZ SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","SIMVASTATIN","0122415","0122415005"
"3855","72433","02248107","ACT SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","SIMVASTATIN","0122415","0122415005"
"3856","73499","02250187","TEVA-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","TEVA CANADA LIMITED","SIMVASTATIN","0122415","0122415005"
"3857","73754","02252678","PMS-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","PHARMASCIENCE INC","SIMVASTATIN","0122415","0122415005"
"3858","73868","02253739","PHL-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","PHARMEL INC","SIMVASTATIN","0122415","0122415005"
"3859","73873","02253798","DOM-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","DOMINION PHARMACAL","SIMVASTATIN","0122415","0122415005"
"3860","75467","02269295","PMS-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","PHARMASCIENCE INC","SIMVASTATIN","0122415","0122415005"
"3861","76725","02281589","PHL-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","PHARMEL INC","SIMVASTATIN","0122415","0122415005"
"3862","76732","02281651","DOM-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","DOMINION PHARMACAL","SIMVASTATIN","0122415","0122415005"
"3863","77032","02284774","SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","SANIS HEALTH INC","SIMVASTATIN","0122415","0122415005"
"3864","81487","02329182","RAN-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","SIMVASTATIN","0122415","0122415005"
"3865","85808","02372975","MINT-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","SIMVASTATIN","0122415","0122415005"
"3866","86047","02375079","MAR-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","SIMVASTATIN","0122415","0122415005"
"3867","86105","02375648","JAMP-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","SIMVASTATIN","0122415","0122415005"
"3868","87191","02386348","SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","SIMVASTATIN","0122415","0122415005"
"3869","89000","02405180","AURO-SIMVASTATIN","SIMVASTATIN 80 MG","TABLET","ORAL","AURO PHARMA INC","SIMVASTATIN","0122415","0122415005"
"3870","78924","02303922","JANUVIA","SITAGLIPTIN 100 MG","TABLET","ORAL","MERCK CANADA INC","SITAGLIPTIN","0152414","0152414001"
"3871","87438","02388839","JANUVIA","SITAGLIPTIN 25 MG","TABLET","ORAL","MERCK CANADA INC","SITAGLIPTIN","0152414","0152414002"
"3872","87439","02388847","JANUVIA","SITAGLIPTIN 50 MG","TABLET","ORAL","MERCK CANADA INC","SITAGLIPTIN","0152414","0152414003"
"3873","2145","00285455","ALDACTONE 100 MG","SPIRONOLACTONE 100 MG","TABLET","ORAL","PFIZER CANADA INC","SPIRONOLACTONE","0106462","0106462002"
"3874","5647","00613223","TEVA-SPIRONOLACTONE","SPIRONOLACTONE 100 MG","TABLET","ORAL","TEVA CANADA LIMITED","SPIRONOLACTONE","0106462","0106462002"
"3875","1403","00028606","ALDACTONE 25 MG","SPIRONOLACTONE 25 MG","TABLET","ORAL","PFIZER CANADA INC","SPIRONOLACTONE","0106462","0106462001"
"3876","5646","00613215","TEVA-SPIRONOLACTONE","SPIRONOLACTONE 25 MG","TABLET","ORAL","TEVA CANADA LIMITED","SPIRONOLACTONE","0106462","0106462001"
"3877","3677","00445266","APO SULFATRIM PEDIATRIC","SULFAMETHOXAZOLE 100 MG!TRIMETHOPRIM 20 MG","TABLET","ORAL","APOTEX INC","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901004"
"3878","3678","00445274","APO SULFATRIM TAB","SULFAMETHOXAZOLE 400 MG!TRIMETHOPRIM 80 MG","TABLET","ORAL","APOTEX INC","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901001"
"3879","4611","00510637","TEVA-TRIMEL","SULFAMETHOXAZOLE 400 MG!TRIMETHOPRIM 80 MG","TABLET","ORAL","TEVA CANADA LIMITED","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901001"
"3880","4703","00550086","SEPTRA INJECTION","SULFAMETHOXAZOLE 80 MG!TRIMETHOPRIM 16 MG","SOLUTION","INTRAVENOUS","ASPEN PHARMA TRADING LIMITED","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901005"
"3881","3679","00445282","APO SULFATRIM DS TAB","SULFAMETHOXAZOLE 800 MG!TRIMETHOPRIM 160 MG","TABLET","ORAL","APOTEX INC","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901003"
"3882","4610","00510645","TEVA-TRIMEL DS","SULFAMETHOXAZOLE 800 MG!TRIMETHOPRIM 160 MG","TABLET","ORAL","TEVA CANADA LIMITED","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901003"
"3883","6037","00512524","PROTRIN DF TAB","SULFAMETHOXAZOLE 800 MG!TRIMETHOPRIM 160 MG","TABLET","ORAL","PRO DOC LIMITEE","SULFAMETHOXAZOLE!TRIMETHOPRIM","0208901","0208901003"
"3884","43077","02212161","IMITREX DF - TAB 100MG","SUMATRIPTAN 100 MG","TABLET","ORAL","GLAXOSMITHKLINE INC","SUMATRIPTAN","0123238","0123238001"
"3885","62836","02239367","TEVA-SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","TEVA CANADA LIMITED","SUMATRIPTAN","0123238","0123238001"
"3886","74165","02256444","PMS-SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","PHARMASCIENCE INC","SUMATRIPTAN","0123238","0123238001"
"3887","74313","02257904","ACT SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","SUMATRIPTAN","0123238","0123238001"
"3888","74844","02263033","SANDOZ SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","SUMATRIPTAN","0123238","0123238001"
"3889","75378","02268396","APO-SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","APOTEX INC","SUMATRIPTAN","0123238","0123238001"
"3890","75432","02268922","MYLAN-SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","SUMATRIPTAN","0123238","0123238001"
"3891","75610","02270730","PHL-SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","PHARMEL INC","SUMATRIPTAN","0123238","0123238001"
"3892","75613","02270765","DOM-SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","DOMINION PHARMACAL","SUMATRIPTAN","0123238","0123238001"
"3893","77199","02286548","SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","SANIS HEALTH INC","SUMATRIPTAN","0123238","0123238001"
"3894","77229","02286831","TEVA-SUMATRIPTAN DF","SUMATRIPTAN 100 MG","TABLET","ORAL","TEVA CANADA LIMITED","SUMATRIPTAN","0123238","0123238001"
"3895","81010","02324660","SUMATRIPTAN","SUMATRIPTAN 100 MG","TABLET","ORAL","PRO DOC LIMITEE","SUMATRIPTAN","0123238","0123238001"
"3896","87119","02385589","SUMATRIPTAN DF","SUMATRIPTAN 100 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","SUMATRIPTAN","0123238","0123238001"
"3897","43078","02212188","IMITREX INJECTION 12MG/ML","SUMATRIPTAN 12 MG","LIQUID","SUBCUTANEOUS","GLAXOSMITHKLINE INC","SUMATRIPTAN","0123238","0123238006"
"3898","49290","02230420","IMITREX NASAL SPRAY","SUMATRIPTAN 20 MG","SPRAY","NASAL","GLAXOSMITHKLINE INC","SUMATRIPTAN","0123238","0123238005"
"3899","74163","02256428","PMS-SUMATRIPTAN","SUMATRIPTAN 25 MG","TABLET","ORAL","PHARMASCIENCE INC","SUMATRIPTAN","0123238","0123238007"
"3900","74311","02257882","ACT SUMATRIPTAN","SUMATRIPTAN 25 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","SUMATRIPTAN","0123238","0123238007"
"3901","75430","02268906","MYLAN-SUMATRIPTAN","SUMATRIPTAN 25 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","SUMATRIPTAN","0123238","0123238007"
"3902","75608","02270714","PHL-SUMATRIPTAN","SUMATRIPTAN 25 MG","TABLET","ORAL","PHARMEL INC","SUMATRIPTAN","0123238","0123238007"
"3903","75611","02270749","DOM-SUMATRIPTAN","SUMATRIPTAN 25 MG","TABLET","ORAL","DOMINION PHARMACAL","SUMATRIPTAN","0123238","0123238007"
"3904","77227","02286815","TEVA-SUMATRIPTAN DF","SUMATRIPTAN 25 MG","TABLET","ORAL","TEVA CANADA LIMITED","SUMATRIPTAN","0123238","0123238007"
"3905","49288","02230418","IMITREX NASAL SPRAY","SUMATRIPTAN 5 MG","SPRAY","NASAL","GLAXOSMITHKLINE INC","SUMATRIPTAN","0123238","0123238003"
"3906","43076","02212153","IMITREX DF - TAB 50MG","SUMATRIPTAN 50 MG","TABLET","ORAL","GLAXOSMITHKLINE INC","SUMATRIPTAN","0123238","0123238002"
"3907","74164","02256436","PMS-SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","PHARMASCIENCE INC","SUMATRIPTAN","0123238","0123238002"
"3908","74312","02257890","ACT SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","SUMATRIPTAN","0123238","0123238002"
"3909","74843","02263025","SANDOZ SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","SUMATRIPTAN","0123238","0123238002"
"3910","75377","02268388","APO-SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","APOTEX INC","SUMATRIPTAN","0123238","0123238002"
"3911","75431","02268914","MYLAN-SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","SUMATRIPTAN","0123238","0123238002"
"3912","75609","02270722","PHL-SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","PHARMEL INC","SUMATRIPTAN","0123238","0123238002"
"3913","75612","02270757","DOM-SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","DOMINION PHARMACAL","SUMATRIPTAN","0123238","0123238002"
"3914","77198","02286521","SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","SANIS HEALTH INC","SUMATRIPTAN","0123238","0123238002"
"3915","77228","02286823","TEVA-SUMATRIPTAN DF","SUMATRIPTAN 50 MG","TABLET","ORAL","TEVA CANADA LIMITED","SUMATRIPTAN","0123238","0123238002"
"3916","81009","02324652","SUMATRIPTAN","SUMATRIPTAN 50 MG","TABLET","ORAL","PRO DOC LIMITEE","SUMATRIPTAN","0123238","0123238002"
"3917","87118","02385570","SUMATRIPTAN DF","SUMATRIPTAN 50 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","SUMATRIPTAN","0123238","0123238002"
"3918","84675","02361698","TARO-SUMATRIPTAN","SUMATRIPTAN 6 MG","SOLUTION","SUBCUTANEOUS","TARO PHARMACEUTICALS INC","SUMATRIPTAN","0123238","0123238006"
"3919","68110","02244149","PROTOPIC","TACROLIMUS 0.03 %","OINTMENT","TOPICAL","LEO PHARMA INC","TACROLIMUS","0127857","0127857005"
"3920","68109","02244148","PROTOPIC","TACROLIMUS 0.1 %","OINTMENT","TOPICAL","LEO PHARMA INC","TACROLIMUS","0127857","0127857004"
"3921","67015","02243144","PROGRAF","TACROLIMUS 0.5 MG","CAPSULE","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857003"
"3922","78179","02296462","ADVAGRAF","TACROLIMUS 0.5 MG","CAPSULE (EXTENDED RELEASE)","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857003"
"3923","90142","02416816","SANDOZ TACROLIMUS","TACROLIMUS 0.5 MG","CAPSULE (IMMEDIATE RELEASE)","ORAL","SANDOZ CANADA INCORPORATED","TACROLIMUS","0127857","0127857003"
"3924","44211","02175991","PROGRAF","TACROLIMUS 1 MG","CAPSULE","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857002"
"3925","78180","02296470","ADVAGRAF","TACROLIMUS 1 MG","CAPSULE (EXTENDED RELEASE)","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857002"
"3926","90143","02416824","SANDOZ TACROLIMUS","TACROLIMUS 1 MG","CAPSULE (IMMEDIATE RELEASE)","ORAL","SANDOZ CANADA INCORPORATED","TACROLIMUS","0127857","0127857002"
"3927","81736","02331667","ADVAGRAF","TACROLIMUS 3 MG","CAPSULE (EXTENDED RELEASE)","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857006"
"3928","44210","02175983","PROGRAF","TACROLIMUS 5 MG","CAPSULE","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857001"
"3929","78181","02296489","ADVAGRAF","TACROLIMUS 5 MG","CAPSULE (EXTENDED RELEASE)","ORAL","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857001"
"3930","90144","02416832","SANDOZ TACROLIMUS","TACROLIMUS 5 MG","CAPSULE (IMMEDIATE RELEASE)","ORAL","SANDOZ CANADA INCORPORATED","TACROLIMUS","0127857","0127857001"
"3931","44212","02176009","PROGRAF","TACROLIMUS 5 MG","SOLUTION","INTRAVENOUS","ASTELLAS PHARMA CANADA INC","TACROLIMUS","0127857","0127857001"
"3932","72410","02248088","CIALIS","TADALAFIL 10 MG","TABLET","ORAL","ELI LILLY CANADA INC","TADALAFIL","0149485","0149485001"
"3933","89414","02409437","PMS-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","PHARMASCIENCE INC","TADALAFIL","0149485","0149485001"
"3934","89532","02410656","MYLAN-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TADALAFIL","0149485","0149485001"
"3935","90682","02422107","APO-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","APOTEX INC","TADALAFIL","0149485","0149485001"
"3936","91309","02428644","ACT TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TADALAFIL","0149485","0149485001"
"3937","92027","02435934","AURO-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","AURO PHARMA INC","TADALAFIL","0149485","0149485001"
"3938","92454","02440164","TEVA-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","TEVA CANADA LIMITED","TADALAFIL","0149485","0149485001"
"3939","93820","02451840","JAMP-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TADALAFIL","0149485","0149485001"
"3940","93849","02452251","MAR-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","TADALAFIL","0149485","0149485001"
"3941","93853","02452103","RAN-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TADALAFIL","0149485","0149485001"
"3942","93887","02452499","PRIVA-TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","PHARMAPAR INC","TADALAFIL","0149485","0149485001"
"3943","94217","02455366","TADALAFIL","TADALAFIL 10 MG","TABLET","ORAL","PRO DOC LIMITEE","TADALAFIL","0149485","0149485001"
"3944","78223","02296888","CIALIS","TADALAFIL 2.5 MG","TABLET","ORAL","ELI LILLY CANADA INC","TADALAFIL","0149485","0149485003"
"3945","89412","02409410","PMS-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","PHARMASCIENCE INC","TADALAFIL","0149485","0149485003"
"3946","89530","02410621","MYLAN-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TADALAFIL","0149485","0149485003"
"3947","90680","02422085","APO-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","APOTEX INC","TADALAFIL","0149485","0149485003"
"3948","91304","02428628","ACT TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TADALAFIL","0149485","0149485003"
"3949","92025","02435896","AURO-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","AURO PHARMA INC","TADALAFIL","0149485","0149485003"
"3950","92452","02440148","TEVA-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","TEVA CANADA LIMITED","TADALAFIL","0149485","0149485003"
"3951","93818","02451824","JAMP-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TADALAFIL","0149485","0149485003"
"3952","93847","02452286","MAR-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","TADALAFIL","0149485","0149485003"
"3953","93852","02452081","RAN-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TADALAFIL","0149485","0149485003"
"3954","93885","02452472","PRIVA-TADALAFIL","TADALAFIL 2.5 MG","TABLET","ORAL","PHARMAPAR INC","TADALAFIL","0149485","0149485003"
"3955","72411","02248089","CIALIS","TADALAFIL 20 MG","TABLET","ORAL","ELI LILLY CANADA INC","TADALAFIL","0149485","0149485002"
"3956","82395","02338327","ADCIRCA","TADALAFIL 20 MG","TABLET","ORAL","ELI LILLY CANADA INC","TADALAFIL","0149485","0149485002"
"3957","89415","02409445","PMS-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","PHARMASCIENCE INC","TADALAFIL","0149485","0149485002"
"3958","89533","02410664","MYLAN-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TADALAFIL","0149485","0149485002"
"3959","90663","02421933","APO-TADALAFIL PAH","TADALAFIL 20 MG","TABLET","ORAL","APOTEX INC","TADALAFIL","0149485","0149485002"
"3960","90683","02422115","APO-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","APOTEX INC","TADALAFIL","0149485","0149485002"
"3961","91310","02428652","ACT TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TADALAFIL","0149485","0149485002"
"3962","92028","02435942","AURO-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","AURO PHARMA INC","TADALAFIL","0149485","0149485002"
"3963","92455","02440172","TEVA-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","TEVA CANADA LIMITED","TADALAFIL","0149485","0149485002"
"3964","93793","02451697","MINT-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","TADALAFIL","0149485","0149485002"
"3965","93821","02451859","JAMP-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TADALAFIL","0149485","0149485002"
"3966","93850","02452243","MAR-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","TADALAFIL","0149485","0149485002"
"3967","93854","02452111","RAN-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TADALAFIL","0149485","0149485002"
"3968","93888","02452502","PRIVA-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","PHARMAPAR INC","TADALAFIL","0149485","0149485002"
"3969","94143","02454742","RIVA-TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","LABORATOIRE RIVA INC","TADALAFIL","0149485","0149485002"
"3970","94218","02455374","TADALAFIL","TADALAFIL 20 MG","TABLET","ORAL","PRO DOC LIMITEE","TADALAFIL","0149485","0149485002"
"3971","78224","02296896","CIALIS","TADALAFIL 5 MG","TABLET","ORAL","ELI LILLY CANADA INC","TADALAFIL","0149485","0149485004"
"3972","89413","02409429","PMS-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","PHARMASCIENCE INC","TADALAFIL","0149485","0149485004"
"3973","89531","02410648","MYLAN-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TADALAFIL","0149485","0149485004"
"3974","90681","02422093","APO-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","APOTEX INC","TADALAFIL","0149485","0149485004"
"3975","91308","02428636","ACT TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TADALAFIL","0149485","0149485004"
"3976","92026","02435926","AURO-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","AURO PHARMA INC","TADALAFIL","0149485","0149485004"
"3977","92453","02440156","TEVA-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","TEVA CANADA LIMITED","TADALAFIL","0149485","0149485004"
"3978","93791","02451670","MINT-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","MINT PHARMACEUTICALS INC","TADALAFIL","0149485","0149485004"
"3979","93819","02451832","JAMP-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","JAMP PHARMA CORPORATION","TADALAFIL","0149485","0149485004"
"3980","93848","02452278","MAR-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","MARCAN PHARMACEUTICALS INC","TADALAFIL","0149485","0149485004"
"3981","93851","02452073","RAN-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TADALAFIL","0149485","0149485004"
"3982","93886","02452480","PRIVA-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","PHARMAPAR INC","TADALAFIL","0149485","0149485004"
"3983","94141","02454726","RIVA-TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","LABORATOIRE RIVA INC","TADALAFIL","0149485","0149485004"
"3984","94216","02455358","TADALAFIL","TADALAFIL 5 MG","TABLET","ORAL","PRO DOC LIMITEE","TADALAFIL","0149485","0149485004"
"3985","64358","02240769","MICARDIS 40MG TAB","TELMISARTAN 40 MG","TABLET","ORAL","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","TELMISARTAN","0138223","0138223001"
"3986","80562","02320177","TEVA-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","TEVA CANADA LIMITED","TELMISARTAN","0138223","0138223001"
"3987","86141","02375958","SANDOZ TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TELMISARTAN","0138223","0138223001"
"3988","86227","02376717","MYLAN-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TELMISARTAN","0138223","0138223001"
"3989","87447","02388944","TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","SANIS HEALTH INC","TELMISARTAN","0138223","0138223001"
"3990","87579","02390345","TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","TELMISARTAN","0138223","0138223001"
"3991","87658","02391236","PMS-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","PHARMASCIENCE INC","TELMISARTAN","0138223","0138223001"
"3992","87848","02393247","ACT TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","ACTAVIS PHARMA COMPANY","TELMISARTAN","0138223","0138223001"
"3993","88034","02395223","TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","PRO DOC LIMITEE","TELMISARTAN","0138223","0138223001"
"3994","88050","02395401","RAN-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","RANBAXY PHARMACEUTICALS CANADA INC.","TELMISARTAN","0138223","0138223001"
"3995","89217","02407485","TELMISARTAN TABLETS","TELMISARTAN 40 MG","TABLET","ORAL","ACCORD HEALTHCARE INC","TELMISARTAN","0138223","0138223001"
"3996","90469","02420082","APO-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","APOTEX INC","TELMISARTAN","0138223","0138223001"
"3997","91730","02432897","TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","PHARMASCIENCE INC","TELMISARTAN","0138223","0138223001"
"3998","91850","02434164","VAN-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","VANC PHARMACEUTICALS INC","TELMISARTAN","0138223","0138223001"
"3999","94012","02453568","AURO-TELMISARTAN","TELMISARTAN 40 MG","TABLET","ORAL","AURO PHARMA INC","TELMISARTAN","0138223","0138223001"
"4000","64359","02240770","MICARDIS 80MG TAB","TELMISARTAN 80 MG","TABLET","ORAL","BOEHRINGER INGELHEIM (CANADA) LTD LTEE","TELMISARTAN","0138223","0138223002"
"4001","80563","02320185","TEVA-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","TEVA CANADA LIMITED","TELMISARTAN","0138223","0138223002"
"4002","86142","02375966","SANDOZ TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","SANDOZ CANADA INCORPORATED","TELMISARTAN","0138223","0138223002"
"4003","86228","02376725","MYLAN-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","MYLAN PHARMACEUTICALS ULC","TELMISARTAN","0138223","0138223002"
"4004","87448","02388952","TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","SANIS HEALTH INC","TELMISARTAN","0138223","0138223002"
"4005","87580","02390353","TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","SIVEM PHARMACEUTICALS ULC","TELMISARTAN","0138223","0138223002"
"4006","87659","02391244","PMS-TELMISARTAN","TELMISARTAN 80 MG","TABLET","ORAL","PHARMASCIENCE INC","TELMISARTAN","0138223","0138223002"
