"","ai_set_str","ai_set","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"623","NYSTATIN 1E+05 UNIT","NYSTATIN","CREAM","VAGINAL","1",1,"0105858",1,1,"0105858001"
"624","NYSTATIN 1E+05 UNIT","NYSTATIN","DROPS","ORAL","1",1,"0105858",1,1,"0105858002"
"625","NYSTATIN 1E+05 UNIT","NYSTATIN","OINTMENT","TOPICAL","1",2,"0105858",1,1,"0105858001"
"626","NYSTATIN 1E+05 UNIT","NYSTATIN","CREAM","TOPICAL","1",2,"0105858",1,1,"0105858001"
"627","NYSTATIN 25000 UNIT","NYSTATIN","CREAM","VAGINAL","1",1,"0105858",1,1,"0105858004"
"628","OLANZAPINE 2.5 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783001"
"629","OLANZAPINE 5 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783003"
"630","OLANZAPINE 7.5 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783004"
"631","OLANZAPINE 10 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783002"
"632","OLANZAPINE 15 MG","OLANZAPINE","TABLET","ORAL","1",15,"0128783",1,1,"0128783005"
"633","OLANZAPINE 20 MG","OLANZAPINE","TABLET","ORAL","1",7,"0128783",1,1,"0128783006"
"634","OLANZAPINE 5 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",16,"0128783",1,1,"0128783003"
"635","OLANZAPINE 10 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",16,"0128783",1,1,"0128783002"
"636","OLANZAPINE 15 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",15,"0128783",1,1,"0128783005"
"637","OLANZAPINE 20 MG","OLANZAPINE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",14,"0128783",1,1,"0128783006"
"638","OLANZAPINE 10 MG","OLANZAPINE","POWDER FOR SOLUTION","INTRAMUSCULAR","1",2,"0128783",1,1,"0128783002"
"639","OLOPATADINE 0.1 %","OLOPATADINE","LIQUID","OPHTHALMIC","1",1,"0132394",1,1,"0132394001"
"640","OLOPATADINE 0.1 %","OLOPATADINE","SOLUTION","OPHTHALMIC","1",4,"0132394",1,1,"0132394001"
"641","OLOPATADINE 0.2 %","OLOPATADINE","SOLUTION","OPHTHALMIC","1",4,"0132394",1,1,"0132394002"
"642","OMEPRAZOLE 20 MG","OMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",16,"0121643",1,1,"0121643001"
"643","OMEPRAZOLE 10 MG","OMEPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",4,"0121643",1,1,"0121643003"
"644","OMEPRAZOLE 20 MG","OMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",13,"0121643",1,1,"0121643001"
"645","OMEPRAZOLE 10 MG","OMEPRAZOLE","CAPSULE (DELAYED RELEASE)","ORAL","1",3,"0121643",1,1,"0121643003"
"646","OXAZEPAM 10 MG","OXAZEPAM","TABLET","ORAL","1",6,"0102420",1,1,"0102420003"
"647","OXAZEPAM 30 MG","OXAZEPAM","TABLET","ORAL","1",6,"0102420",1,1,"0102420001"
"648","OXAZEPAM 15 MG","OXAZEPAM","TABLET","ORAL","1",6,"0102420",1,1,"0102420002"
"649","OXYBUTYNIN 36 MG","OXYBUTYNIN","PATCH","TRANSDERMAL","1",1,"0150161",1,1,"0150161001"
"650","PANTOPRAZOLE 40 MG","PANTOPRAZOLE","TABLET (ENTERIC-COATED)","ORAL","1",3,"0133229",1,1,"0133229001"
"651","PANTOPRAZOLE 40 MG","PANTOPRAZOLE","POWDER FOR SOLUTION","INTRAVENOUS","1",5,"0133229",1,1,"0133229001"
"652","PANTOPRAZOLE 20 MG","PANTOPRAZOLE","TABLET (ENTERIC-COATED)","ORAL","1",1,"0133229",1,1,"0133229002"
"653","PANTOPRAZOLE 20 MG","PANTOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",8,"0133229",1,1,"0133229002"
"654","PANTOPRAZOLE 40 MG","PANTOPRAZOLE","TABLET (DELAYED-RELEASE)","ORAL","1",24,"0133229",1,1,"0133229001"
"655","PAROXETINE 30 MG","PAROXETINE","TABLET","ORAL","1",17,"0123131",1,1,"0123131001"
"656","PAROXETINE 20 MG","PAROXETINE","TABLET","ORAL","1",17,"0123131",1,1,"0123131002"
"657","PAROXETINE 10 MG","PAROXETINE","TABLET","ORAL","1",17,"0123131",1,1,"0123131003"
"658","PAROXETINE 12.5 MG","PAROXETINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0123131",1,1,"0123131005"
"659","PAROXETINE 25 MG","PAROXETINE","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0123131",1,1,"0123131006"
"660","PAROXETINE 40 MG","PAROXETINE","TABLET","ORAL","1",1,"0123131",1,1,"0123131007"
"661","PHENYTOIN 50 MG","PHENYTOIN","TABLET","ORAL","1",1,"0101372",1,1,"0101372003"
"662","PHENYTOIN 125 MG","PHENYTOIN","SUSPENSION","ORAL","1",2,"0101372",1,1,"0101372001"
"663","PHENYTOIN 30 MG","PHENYTOIN","SUSPENSION","ORAL","1",1,"0101372",1,1,"0101372002"
"664","PIOGLITAZONE 15 MG","PIOGLITAZONE","TABLET","ORAL","1",18,"0141541",1,1,"0141541001"
"665","PIOGLITAZONE 30 MG","PIOGLITAZONE","TABLET","ORAL","1",18,"0141541",1,1,"0141541002"
"666","PIOGLITAZONE 45 MG","PIOGLITAZONE","TABLET","ORAL","1",18,"0141541",1,1,"0141541003"
"667","PREDNISOLONE 5 MG","PREDNISOLONE","LIQUID","ORAL","1",1,"0106287",1,1,"0106287004"
"668","PREDNISOLONE 5 MG","PREDNISOLONE","SOLUTION","ORAL","1",1,"0106287",1,1,"0106287004"
"669","PREDNISONE 50 MG","PREDNISONE","TABLET","ORAL","1",3,"0106321",1,1,"0106321002"
"670","PREDNISONE 1 MG","PREDNISONE","TABLET","ORAL","1",3,"0106321",1,1,"0106321003"
"671","PREDNISONE 5 MG","PREDNISONE","TABLET","ORAL","1",4,"0106321",1,1,"0106321001"
"672","PREGABALIN 25 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121001, 0151121009"
"673","PREGABALIN 50 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121002, 0151121010"
"674","PREGABALIN 75 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121003, 0151121011"
"675","PREGABALIN 150 MG","PREGABALIN","CAPSULE","ORAL","1",17,"0151121",1,2,"0151121005, 0151121012"
"676","PREGABALIN 225 MG","PREGABALIN","CAPSULE","ORAL","1",7,"0151121",1,1,"0151121007"
"677","PREGABALIN 300 MG","PREGABALIN","CAPSULE","ORAL","1",12,"0151121",1,1,"0151121008"
"678","PROGESTERONE 50 MG","PROGESTERONE","LIQUID","INTRAMUSCULAR","1",1,"0106327",1,1,"0106327001"
"679","PROGESTERONE 100 MG","PROGESTERONE","CAPSULE","ORAL","1",2,"0106327",1,1,"0106327002"
"680","PROGESTERONE 8 %","PROGESTERONE","GEL","VAGINAL","1",1,"0106327",1,1,"0106327006"
"681","PROGESTERONE 100 MG","PROGESTERONE","VAGINAL TABLET, EFFERVESCENT","VAGINAL","1",1,"0106327",1,1,"0106327002"
"682","PROGESTERONE 50 MG","PROGESTERONE","SOLUTION","INTRAMUSCULAR","1",1,"0106327",1,1,"0106327001"
"683","QUETIAPINE 25 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858001"
"684","QUETIAPINE 100 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858002"
"685","QUETIAPINE 200 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858003"
"686","QUETIAPINE 300 MG","QUETIAPINE","TABLET","ORAL","1",22,"0131858",1,1,"0131858005"
"687","QUETIAPINE 150 MG","QUETIAPINE","TABLET","ORAL","1",4,"0131858",1,1,"0131858004"
"688","QUETIAPINE 50 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858006"
"689","QUETIAPINE 200 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858003"
"690","QUETIAPINE 300 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858005"
"691","QUETIAPINE 400 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858007"
"692","QUETIAPINE 150 MG","QUETIAPINE","TABLET (EXTENDED-RELEASE)","ORAL","1",5,"0131858",1,1,"0131858004"
"693","QUETIAPINE 50 MG","QUETIAPINE","TABLET","ORAL","1",1,"0131858",1,1,"0131858006"
"694","QUETIAPINE 25 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858001"
"695","QUETIAPINE 100 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858002"
"696","QUETIAPINE 200 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858003"
"697","QUETIAPINE 300 MG","QUETIAPINE","TABLET (IMMEDIATE RELEASE)","ORAL","1",1,"0131858",1,1,"0131858005"
"698","QUINAPRIL 5 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206001"
"699","QUINAPRIL 10 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206002"
"700","QUINAPRIL 20 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206003"
"701","QUINAPRIL 40 MG","QUINAPRIL","TABLET","ORAL","1",5,"0123206",1,1,"0123206004"
"702","RABEPRAZOLE SODIUM 10 MG","RABEPRAZOLE SODIUM","TABLET (ENTERIC-COATED)","ORAL","1",9,"0143681",1,1,"0143681001"
"703","RABEPRAZOLE SODIUM 20 MG","RABEPRAZOLE SODIUM","TABLET (ENTERIC-COATED)","ORAL","1",10,"0143681",1,1,"0143681002"
"704","RABEPRAZOLE SODIUM 10 MG","RABEPRAZOLE SODIUM","TABLET (DELAYED-RELEASE)","ORAL","1",2,"0143681",1,1,"0143681001"
"705","RABEPRAZOLE SODIUM 20 MG","RABEPRAZOLE SODIUM","TABLET (DELAYED-RELEASE)","ORAL","1",2,"0143681",1,1,"0143681002"
"706","RAMIPRIL 1.25 MG","RAMIPRIL","CAPSULE","ORAL","1",14,"0122858",1,1,"0122858001"
"707","RAMIPRIL 2.5 MG","RAMIPRIL","CAPSULE","ORAL","1",18,"0122858",1,1,"0122858004"
"708","RAMIPRIL 5 MG","RAMIPRIL","CAPSULE","ORAL","1",18,"0122858",1,1,"0122858003"
"709","RAMIPRIL 10 MG","RAMIPRIL","CAPSULE","ORAL","1",18,"0122858",1,1,"0122858002"
"710","RAMIPRIL 15 MG","RAMIPRIL","CAPSULE","ORAL","1",8,"0122858",1,1,"0122858005"
"711","RAMIPRIL 1.25 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858001"
"712","RAMIPRIL 2.5 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858004"
"713","RAMIPRIL 5 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858003"
"714","RAMIPRIL 10 MG","RAMIPRIL","TABLET","ORAL","1",1,"0122858",1,1,"0122858002"
"715","RANITIDINE 150 MG","RANITIDINE","TABLET","ORAL","1",20,"0115150",1,1,"0115150002"
"716","RANITIDINE 300 MG","RANITIDINE","TABLET","ORAL","1",14,"0115150",1,1,"0115150001"
"717","RANITIDINE 25 MG","RANITIDINE","SOLUTION","INTRAMUSCULAR","1",2,"0115150",1,1,"0115150004"
"718","RANITIDINE 25 MG","RANITIDINE","SOLUTION","INTRAVENOUS","1",2,"0115150",1,1,"0115150004"
"719","RANITIDINE 75 MG","RANITIDINE","TABLET","ORAL","1",7,"0115150",1,1,"0115150003"
"720","RANITIDINE 15 MG","RANITIDINE","SOLUTION","ORAL","1",2,"0115150",1,1,"0115150005"
"721","REPAGLINIDE 0.5 MG","REPAGLINIDE","TABLET","ORAL","1",7,"0137035",1,1,"0137035001"
"722","REPAGLINIDE 1 MG","REPAGLINIDE","TABLET","ORAL","1",7,"0137035",1,1,"0137035002"
"723","REPAGLINIDE 2 MG","REPAGLINIDE","TABLET","ORAL","1",7,"0137035",1,1,"0137035003"
"724","RISPERIDONE 2 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332004"
"725","RISPERIDONE 1 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332003"
"726","RISPERIDONE 3 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332002"
"727","RISPERIDONE 4 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332005"
"728","RISPERIDONE 1 MG","RISPERIDONE","SOLUTION","ORAL","1",3,"0124332",1,1,"0124332003"
"729","RISPERIDONE 0.25 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332006"
"730","RISPERIDONE 0.5 MG","RISPERIDONE","TABLET","ORAL","1",16,"0124332",1,1,"0124332007"
"731","RISPERIDONE 0.5 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332007"
"732","RISPERIDONE 1 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332003"
"733","RISPERIDONE 2 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332004"
"734","RISPERIDONE 25 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332008"
"735","RISPERIDONE 25 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332008"
"736","RISPERIDONE 37.5 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332009"
"737","RISPERIDONE 37.5 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332009"
"738","RISPERIDONE 50 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332010"
"739","RISPERIDONE 50 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332010"
"740","RISPERIDONE 3 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332002"
"741","RISPERIDONE 4 MG","RISPERIDONE","TABLET (ORALLY DISINTEGRATING)","ORAL","1",3,"0124332",1,1,"0124332005"
"742","RISPERIDONE 12.5 MG","RISPERIDONE","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332011"
"743","RISPERIDONE 12.5 MG","RISPERIDONE","KIT","INTRAMUSCULAR","1",1,"0124332",1,1,"0124332011"
"744","RIVAROXABAN 10 MG","RIVAROXABAN","TABLET","ORAL","1",1,"0152487",1,1,"0152487001"
"745","RIVAROXABAN 15 MG","RIVAROXABAN","TABLET","ORAL","1",1,"0152487",1,1,"0152487002"
"746","RIVAROXABAN 20 MG","RIVAROXABAN","TABLET","ORAL","1",1,"0152487",1,1,"0152487003"
"747","RIVASTIGMINE 1.5 MG","RIVASTIGMINE","CAPSULE","ORAL","1",11,"0140521",1,1,"0140521001"
"748","RIVASTIGMINE 3 MG","RIVASTIGMINE","CAPSULE","ORAL","1",11,"0140521",1,1,"0140521002"
"749","RIVASTIGMINE 4.5 MG","RIVASTIGMINE","CAPSULE","ORAL","1",11,"0140521",1,1,"0140521003"
"750","RIVASTIGMINE 6 MG","RIVASTIGMINE","CAPSULE","ORAL","1",11,"0140521",1,1,"0140521004"
"751","RIVASTIGMINE 2 MG","RIVASTIGMINE","SOLUTION","ORAL","1",1,"0140521",1,1,"0140521005"
"752","RIVASTIGMINE 9 MG","RIVASTIGMINE","PATCH","TRANSDERMAL","1",1,"0140521",1,1,"0140521006"
"753","RIVASTIGMINE 18 MG","RIVASTIGMINE","PATCH","TRANSDERMAL","1",1,"0140521",1,1,"0140521006"
"754","RIVASTIGMINE 27 MG","RIVASTIGMINE","PATCH","TRANSDERMAL","1",1,"0140521",1,1,"0140521006"
"755","RIZATRIPTAN 5 MG","RIZATRIPTAN","TABLET (ORALLY DISINTEGRATING)","ORAL","1",13,"0137841",1,1,"0137841001"
"756","RIZATRIPTAN 10 MG","RIZATRIPTAN","TABLET (ORALLY DISINTEGRATING)","ORAL","1",15,"0137841",1,1,"0137841002"
"757","RIZATRIPTAN 10 MG","RIZATRIPTAN","TABLET","ORAL","1",8,"0137841",1,1,"0137841002"
"758","RIZATRIPTAN 5 MG","RIZATRIPTAN","TABLET","ORAL","1",4,"0137841",1,1,"0137841001"
"759","ROSUVASTATIN 10 MG","ROSUVASTATIN","TABLET","ORAL","1",21,"0148963",1,1,"0148963001"
"760","ROSUVASTATIN 20 MG","ROSUVASTATIN","TABLET","ORAL","1",21,"0148963",1,1,"0148963002"
"761","ROSUVASTATIN 40 MG","ROSUVASTATIN","TABLET","ORAL","1",19,"0148963",1,1,"0148963003"
"762","ROSUVASTATIN 5 MG","ROSUVASTATIN","TABLET","ORAL","1",21,"0148963",1,1,"0148963004"
"763","SALBUTAMOL 5 MG","SALBUTAMOL","SOLUTION","INHALATION","1",6,"0108887",1,2,"0108887006, 0108887001"
"764","SALBUTAMOL 1 MG","SALBUTAMOL","SOLUTION","INHALATION","1",6,"0108887",1,1,"0108887007"
"765","SALBUTAMOL 5 MG","SALBUTAMOL","SOLUTION","ORAL","1",2,"0108887",1,1,"0108887006"
"766","SALBUTAMOL 4 MG","SALBUTAMOL","TABLET","ORAL","1",1,"0108887",1,1,"0108887002"
"767","SALBUTAMOL 2 MG","SALBUTAMOL","TABLET","ORAL","1",1,"0108887",1,1,"0108887001"
"768","SALBUTAMOL 2 MG","SALBUTAMOL","SOLUTION","INHALATION","1",5,"0108887",1,1,"0108887001"
"769","SALBUTAMOL 0.5 MG","SALBUTAMOL","SOLUTION","INHALATION","1",4,"0108887",1,1,"0108887009"
"770","SALBUTAMOL 2.5 MG","SALBUTAMOL","SOLUTION","INHALATION","1",1,"0108887",1,1,"0108887007"
"771","SALBUTAMOL 1 MG","SALBUTAMOL","SOLUTION","INTRAVENOUS","1",1,"0108887",1,1,"0108887007"
"772","SALBUTAMOL 0.4 MG","SALBUTAMOL","SOLUTION","ORAL","1",1,"0108887",1,1,"0108887004"
"773","SALBUTAMOL 100 MCG","SALBUTAMOL","METERED-DOSE AEROSOL","INHALATION","1",6,"0108887",1,2,"0108887003, 0108887013"
"774","SALBUTAMOL 200 MCG","SALBUTAMOL","POWDER","INHALATION","1",1,"0108887",1,1,"0108887005"
"775","SAXAGLIPTIN 5 MG","SAXAGLIPTIN","TABLET","ORAL","1",1,"0152653",1,1,"0152653001"
"776","SAXAGLIPTIN 2.5 MG","SAXAGLIPTIN","TABLET","ORAL","1",1,"0152653",1,1,"0152653002"
"777","SERTRALINE 50 MG","SERTRALINE","CAPSULE","ORAL","1",19,"0123417",1,1,"0123417001"
"778","SERTRALINE 100 MG","SERTRALINE","CAPSULE","ORAL","1",19,"0123417",1,1,"0123417002"
"779","SERTRALINE 25 MG","SERTRALINE","CAPSULE","ORAL","1",19,"0123417",1,1,"0123417003"
"780","SILDENAFIL 25 MG","SILDENAFIL","TABLET","ORAL","1",12,"0136261",1,1,"0136261001"
"781","SILDENAFIL 50 MG","SILDENAFIL","TABLET","ORAL","1",13,"0136261",1,1,"0136261002"
"782","SILDENAFIL 100 MG","SILDENAFIL","TABLET","ORAL","1",18,"0136261",1,1,"0136261003"
"783","SILDENAFIL 20 MG","SILDENAFIL","TABLET","ORAL","1",4,"0136261",1,1,"0136261004"
"784","SILDENAFIL 0.8 MG","SILDENAFIL","SOLUTION","INTRAVENOUS","1",1,"0136261",1,1,"0136261005"
"785","SIMVASTATIN 10 MG","SIMVASTATIN","TABLET","ORAL","1",21,"0122415",1,1,"0122415004"
"786","SIMVASTATIN 20 MG","SIMVASTATIN","TABLET","ORAL","1",21,"0122415",1,1,"0122415003"
"787","SIMVASTATIN 40 MG","SIMVASTATIN","TABLET","ORAL","1",21,"0122415",1,1,"0122415002"
"788","SIMVASTATIN 5 MG","SIMVASTATIN","TABLET","ORAL","1",19,"0122415",1,1,"0122415001"
"789","SIMVASTATIN 80 MG","SIMVASTATIN","TABLET","ORAL","1",20,"0122415",1,1,"0122415005"
"790","SITAGLIPTIN 100 MG","SITAGLIPTIN","TABLET","ORAL","1",1,"0152414",1,1,"0152414001"
"791","SITAGLIPTIN 25 MG","SITAGLIPTIN","TABLET","ORAL","1",1,"0152414",1,1,"0152414002"
"792","SITAGLIPTIN 50 MG","SITAGLIPTIN","TABLET","ORAL","1",1,"0152414",1,1,"0152414003"
"793","SPIRONOLACTONE 25 MG","SPIRONOLACTONE","TABLET","ORAL","1",2,"0106462",1,1,"0106462001"
"794","SPIRONOLACTONE 100 MG","SPIRONOLACTONE","TABLET","ORAL","1",2,"0106462",1,1,"0106462002"
"795","SULFAMETHOXAZOLE 40 MG!TRIMETHOPRIM 8 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","SUSPENSION","ORAL","2",2,"0208901",1,2,"0208901006, 0208901002"
"796","SULFAMETHOXAZOLE 100 MG!TRIMETHOPRIM 20 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","TABLET","ORAL","2",1,"0208901",1,1,"0208901004"
"797","SULFAMETHOXAZOLE 400 MG!TRIMETHOPRIM 80 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","TABLET","ORAL","2",2,"0208901",1,1,"0208901001"
"798","SULFAMETHOXAZOLE 800 MG!TRIMETHOPRIM 160 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","TABLET","ORAL","2",3,"0208901",1,1,"0208901003"
"799","SULFAMETHOXAZOLE 80 MG!TRIMETHOPRIM 16 MG","SULFAMETHOXAZOLE!TRIMETHOPRIM","SOLUTION","INTRAVENOUS","2",1,"0208901",1,1,"0208901005"
"800","SUMATRIPTAN 50 MG","SUMATRIPTAN","TABLET","ORAL","1",12,"0123238",1,1,"0123238002"
"801","SUMATRIPTAN 100 MG","SUMATRIPTAN","TABLET","ORAL","1",13,"0123238",1,1,"0123238001"
"802","SUMATRIPTAN 12 MG","SUMATRIPTAN","LIQUID","SUBCUTANEOUS","1",1,"0123238",1,1,"0123238006"
"803","SUMATRIPTAN 5 MG","SUMATRIPTAN","SPRAY","NASAL","1",1,"0123238",1,1,"0123238003"
"804","SUMATRIPTAN 20 MG","SUMATRIPTAN","SPRAY","NASAL","1",1,"0123238",1,1,"0123238005"
"805","SUMATRIPTAN 25 MG","SUMATRIPTAN","TABLET","ORAL","1",6,"0123238",1,1,"0123238007"
"806","SUMATRIPTAN 6 MG","SUMATRIPTAN","SOLUTION","SUBCUTANEOUS","1",1,"0123238",1,1,"0123238006"
"807","TACROLIMUS 5 MG","TACROLIMUS","CAPSULE","ORAL","1",1,"0127857",1,1,"0127857001"
"808","TACROLIMUS 1 MG","TACROLIMUS","CAPSULE","ORAL","1",1,"0127857",1,1,"0127857002"
"809","TACROLIMUS 5 MG","TACROLIMUS","SOLUTION","INTRAVENOUS","1",1,"0127857",1,1,"0127857001"
"810","TACROLIMUS 0.5 MG","TACROLIMUS","CAPSULE","ORAL","1",1,"0127857",1,1,"0127857003"
"811","TACROLIMUS 0.1 %","TACROLIMUS","OINTMENT","TOPICAL","1",1,"0127857",1,1,"0127857004"
"812","TACROLIMUS 0.03 %","TACROLIMUS","OINTMENT","TOPICAL","1",1,"0127857",1,1,"0127857005"
"813","TACROLIMUS 0.5 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857003"
"814","TACROLIMUS 1 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857002"
"815","TACROLIMUS 5 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857001"
"816","TACROLIMUS 3 MG","TACROLIMUS","CAPSULE (EXTENDED RELEASE)","ORAL","1",1,"0127857",1,1,"0127857006"
"817","TACROLIMUS 0.5 MG","TACROLIMUS","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857003"
"818","TACROLIMUS 1 MG","TACROLIMUS","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857002"
"819","TACROLIMUS 5 MG","TACROLIMUS","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857001"
"820","TADALAFIL 10 MG","TADALAFIL","TABLET","ORAL","1",12,"0149485",1,1,"0149485001"
"821","TADALAFIL 20 MG","TADALAFIL","TABLET","ORAL","1",16,"0149485",1,1,"0149485002"
"822","TADALAFIL 2.5 MG","TADALAFIL","TABLET","ORAL","1",11,"0149485",1,1,"0149485003"
"823","TADALAFIL 5 MG","TADALAFIL","TABLET","ORAL","1",14,"0149485",1,1,"0149485004"
"824","TELMISARTAN 40 MG","TELMISARTAN","TABLET","ORAL","1",15,"0138223",1,1,"0138223001"
"825","TELMISARTAN 80 MG","TELMISARTAN","TABLET","ORAL","1",15,"0138223",1,1,"0138223002"
"826","TEMAZEPAM 15 MG","TEMAZEPAM","CAPSULE","ORAL","1",5,"0114415",1,1,"0114415002"
"827","TEMAZEPAM 30 MG","TEMAZEPAM","CAPSULE","ORAL","1",5,"0114415",1,1,"0114415001"
"828","TERAZOSIN 1 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978001"
"829","TERAZOSIN 2 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978002"
"830","TERAZOSIN 5 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978003"
"831","TERAZOSIN 10 MG","TERAZOSIN","TABLET","ORAL","1",7,"0136978",1,1,"0136978004"
"832","TERBINAFINE 250 MG","TERBINAFINE","TABLET","ORAL","1",15,"0132855",1,1,"0132855002"
"833","TESTOSTERONE 12.2 MG","TESTOSTERONE","PATCH","TRANSDERMAL","1",1,"0106405",1,1,"0106405003"
"834","TESTOSTERONE 1 %","TESTOSTERONE","GEL","TOPICAL","1",4,"0106405",1,1,"0106405004"
"835","TESTOSTERONE 24.3 MG","TESTOSTERONE","PATCH","TRANSDERMAL","1",1,"0106405",1,1,"0106405005"
"836","TESTOSTERONE 2 %","TESTOSTERONE","SOLUTION","TOPICAL","1",1,"0106405",1,1,"0106405006"
"837","TESTOSTERONE 4.5 %","TESTOSTERONE","GEL","NASAL","1",1,"0106405",1,1,"0106405007"
"838","TIMOLOL 0.25 %","TIMOLOL","SOLUTION (LONG-ACTING)","OPHTHALMIC","1",1,"0131275",1,1,"0131275001"
"839","TIMOLOL 0.5 %","TIMOLOL","SOLUTION (LONG-ACTING)","OPHTHALMIC","1",1,"0131275",1,1,"0131275002"
"840","TIMOLOL 0.5 %","TIMOLOL","SOLUTION","OPHTHALMIC","1",4,"0131275",1,1,"0131275002"
