"","ai_set_str","PHARMACEUTICAL_FORM","ROUTE_OF_ADMINISTRATION","num_ais","num_dins","ai_group","num_ai_groups","num_strengths","AI_GROUP_NO"
"6356","DIPHENHYDRAMINE HYDROCHLORIDE 6.25 MG|PHENYLEPHRINE HYDROCHLORIDE 2.5 MG","SYRUP","ORAL","2",1,"0251550",1,1,"0251550004"
"6357","DEXTROMETHORPHAN HYDROBROMIDE 5.0 MG|PHENYLEPHRINE HYDROCHLORIDE 2.5 MG","SYRUP","ORAL","2",1,"0216794",1,1,"0216794007"
"6358","TRASTUZUMAB EMTANSINE 20 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0154730",1,1,"0154730001"
"6359","OCTINOXATE 7.50 %|OCTISALATE 5.00 %|OXYBENZONE 3.00 %|TITANIUM DIOXIDE 5.74 %","CREAM","TOPICAL","4",1,"0419998",1,1,"0419998059"
"6360","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 5 %|OXYBENZONE 3 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758106"
"6361","AVOBENZONE 2.7 %|HOMOSALATE 9.0 %|OCTISALATE 4.5 %","LOTION","TOPICAL","3",1,"0350284",1,1,"0350284009"
"6362","BETAMETHASONE VALERATE 1 MG","OINTMENT","TOPICAL","1",1,"0106302",1,1,"0106302001"
"6363","ENSULIZOLE 2.00 %|OCTINOXATE 7.50 %|OCTISALATE 4.50 %|TITANIUM DIOXIDE 2.38 %|ZINC OXIDE 4.85 %","LOTION","TOPICAL","5",1,"0554751",1,1,"0554751001"
"6364","Galsulfase 1 MG","SOLUTION","INTRAVENOUS","1",1,"0154752",1,1,"0154752001"
"6365","RIOCIGUAT 0.5 MG","TABLET","ORAL","1",1,"0154770",1,1,"0154770001"
"6366","RIOCIGUAT 1 MG","TABLET","ORAL","1",1,"0154770",1,1,"0154770002"
"6367","RIOCIGUAT 1.5 MG","TABLET","ORAL","1",1,"0154770",1,1,"0154770003"
"6368","RIOCIGUAT 2 MG","TABLET","ORAL","1",1,"0154770",1,1,"0154770004"
"6369","RIOCIGUAT 2.5 MG","TABLET","ORAL","1",1,"0154770",1,1,"0154770005"
"6370","FLUOCINOLONE ACETONIDE .025 %","CREAM","TOPICAL","1",1,"0106314",1,1,"0106314001"
"6371","GOLIMUMAB 100 MG","SOLUTION","SUBCUTANEOUS","1",2,"0152549",1,1,"0152549001"
"6372","PYRITHIONE ZINC 0.5 %","SHAMPOO","TOPICAL","1",4,"0108628",1,1,"0108628013"
"6373","PASIREOTIDE 0.3 MG","SOLUTION","SUBCUTANEOUS","1",1,"0154790",1,1,"0154790001"
"6374","PASIREOTIDE 0.6 MG","SOLUTION","SUBCUTANEOUS","1",1,"0154790",1,1,"0154790002"
"6375","PASIREOTIDE 0.9 MG","SOLUTION","SUBCUTANEOUS","1",1,"0154790",1,1,"0154790003"
"6376","BENZOYL PEROXIDE 4 %","LOTION","TOPICAL","1",1,"0107205",1,1,"0107205008"
"6377","Lurasidone Hydrochloride 60 MG","TABLET","ORAL","1",1,"0153185",1,1,"0153185004"
"6378","Efinaconazole 10 %","SOLUTION","TOPICAL","1",1,"0154810",1,1,"0154810001"
"6379","FLUOROURACIL 5 G","SOLUTION","INTRAVENOUS","1",1,"0107505",1,1,"0107505004"
"6380","AVOBENZONE 3.0 %|HOMOSALATE 5.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.7 %","CREAM","TOPICAL","4",1,"0451521",1,1,"0451521002"
"6381","TOLNAFTATE 1 %","SOLUTION","TOPICAL","1",1,"0102537",1,1,"0102537001"
"6382","VITAMIN B12 1000 MCG","SOLUTION","INTRAMUSCULAR","1",2,"0108437",1,1,"0108437026"
"6383","VITAMIN B12 1000 MCG","SOLUTION","SUBCUTANEOUS","1",2,"0108437",1,1,"0108437026"
"6384","AVOBENZONE 3.00 %|HOMOSALATE 10.72 %|OCTISALATE 3.21 %|OCTOCRYLENE 6.00 %|OXYBENZONE 3.86 %","SPRAY","TOPICAL","5",2,"0544758",1,1,"0544758120"
"6385","AVOBENZONE 2.96 %|HOMOSALATE 8.78 %|OCTISALATE 4.88 %|OCTOCRYLENE 5.92 %","SPRAY","TOPICAL","4",1,"0451521",1,1,"0451521039"
"6386","AVOBENZONE 5 %|DROMETRIZOLE TRISILOXANE 1 %|HOMOSALATE 13 %|OCTISALATE 5 %|OCTOCRYLENE 7 %","SPRAY","TOPICAL","5",1,"0552875",1,1,"0552875001"
"6387","AVOBENZONE 2.85 %|HOMOSALATE 8.0 %|OCTINOXATE 5.0 %|OXYBENZONE 4.0 %","LOTION","TOPICAL","4",2,"0427465",1,1,"0427465008"
"6388","AVOBENZONE 2.85 %|HOMOSALATE 7.0 %|OCTINOXATE 7.0 %|OXYBENZONE 4.0 %","CREAM","TOPICAL","4",1,"0427465",1,1,"0427465010"
"6389","AVOBENZONE 3.0 %|HOMOSALATE 8.0 %|OCTINOXATE 7.5 %|OCTISALATE 5.0 %|OXYBENZONE 6.0 %","LOTION","TOPICAL","5",1,"0525322",1,1,"0525322009"
"6390","AVOBENZONE 3.0 %|HOMOSALATE 8.0 %|OCTINOXATE 7.5 %|OCTISALATE 4.75 %|OXYBENZONE 4.5 %","LOTION","TOPICAL","5",1,"0525322",1,1,"0525322037"
"6391","PYRITHIONE ZINC 0.95 %","SUSPENSION","TOPICAL","1",1,"0108628",1,1,"0108628016"
"6392","AVOBENZONE 3 %|DROMETRIZOLE TRISILOXANE 0.5 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 4 %|TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 0.5 %","LOTION","TOPICAL","6",1,"0653694",1,1,"0653694004"
"6393","AVOBENZONE 3 %|DROMETRIZOLE TRISILOXANE 2.5 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 5.5 %|TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID 0.5 %","CREAM","TOPICAL","6",1,"0653694",1,1,"0653694003"
"6394","Romidepsin 10 MG","KIT","INTRAVENOUS","1",1,"0154830",1,1,"0154830001"
"6395","Romidepsin 10 MG","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0154830",1,1,"0154830001"
"6396","IOTHALAMATE MEGLUMINE 600 MG","SOLUTION","INTRAVASCULAR","1",1,"0102763",1,1,"0102763001"
"6397","HOMOSALATE 5.0 %|OCTINOXATE 6.5 %|OXYBENZONE 1.2 %","CREAM","TOPICAL","3",1,"0327932",1,1,"0327932005"
"6398","CONJUGATED ESTROGENS 0.3 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0106442",1,1,"0106442002"
"6399","CONJUGATED ESTROGENS 0.625 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0106442",1,1,"0106442006"
"6400","CONJUGATED ESTROGENS 1.25 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0106442",1,1,"0106442003"
"6401","ACETIC ACID 36.0 G|CALCIUM CHLORIDE 36.8 G|DEXTROSE 220.0 G|MAGNESIUM CHLORIDE 20.3 G|POTASSIUM CHLORIDE 14.9 G","SOLUTION","DIALYSIS","5",1,"0554851",1,1,"0554851001"
"6402","ACETIC ACID 36.0 G|CALCIUM CHLORIDE 44.1 G|DEXTROSE 220.0 G|MAGNESIUM CHLORIDE 20.3 G|POTASSIUM CHLORIDE 14.9 G","SOLUTION","DIALYSIS","5",1,"0554851",1,1,"0554851002"
"6403","ACETIC ACID 36.0 G|CALCIUM CHLORIDE 36.8 G|DEXTROSE 220.0 G|MAGNESIUM CHLORIDE 20.3 G|POTASSIUM CHLORIDE 29.8 G","SOLUTION","DIALYSIS","5",1,"0554851",1,1,"0554851004"
"6404","LIDOCAINE HYDROCHLORIDE 2 %","CREAM","TOPICAL","1",1,"0101280",1,1,"0101280001"
"6405","AVOBENZONE 3.0 %|HOMOSALATE 10.0 %|OCTINOXATE 4.0 %|OCTOCRYLENE 2.75 %","LOTION","TOPICAL","4",2,"0453162",1,1,"0453162001"
"6406","ACETIC ACID 36.0 G|CALCIUM CHLORIDE 36.8 G|DEXTROSE 220.0 G|MAGNESIUM CHLORIDE 20.3 G|POTASSIUM CHLORIDE 44.7 G","SOLUTION","DIALYSIS","5",1,"0554851",1,1,"0554851006"
"6407","DOLUTEGRAVIR 50 MG","TABLET","ORAL","1",1,"0154870",1,1,"0154870001"
"6408","INSULIN BIOSYNTHETIC HUMAN BR 100 UNIT","SOLUTION","INTRAMUSCULAR","1",1,"0121352",1,1,"0121352001"
"6409","INSULIN BIOSYNTHETIC HUMAN BR 100 UNIT","SOLUTION","SUBCUTANEOUS","1",1,"0121352",1,1,"0121352001"
"6410","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 2.6 %","LOTION","TOPICAL","4",1,"0451521",1,1,"0451521031"
"6411","AVOBENZONE 3 %|HOMOSALATE 2.5 %|OCTISALATE 5 %|OCTOCRYLENE 2.7 %","KIT","TOPICAL","4",2,"0451521",1,1,"0451521029"
"6412","AVOBENZONE 3 %|HOMOSALATE 2.5 %|OCTISALATE 5 %|OCTOCRYLENE 2.7 %","CREAM","TOPICAL","4",1,"0451521",1,1,"0451521029"
"6413","AVOBENZONE 3.00 %|HOMOSALATE 10.00 %|OCTISALATE 5.00 %|OCTOCRYLENE 2.75 %|OXYBENZONE 4.00 %","SPRAY, BAG-ON-VALVE","TOPICAL","5",1,"0544758",1,1,"0544758049"
"6414","AVOBENZONE 3.00 %|HOMOSALATE 7.50 %|OCTISALATE 5.00 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2.00 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758109"
"6415","AMYLASE 30000 UNIT|LIPASE 6000 UNIT|PROTEASE 19000 UNIT","CAPSULE","ORAL","3",1,"0302964",1,1,"0302964027"
"6416","MERCAPTOPURINE 50 MG","TABLET","ORAL","1",2,"0134920",1,1,"0134920001"
"6417","AVOBENZONE 2.96 %|HOMOSALATE 8.78 %|OCTISALATE 4.88 %|OCTOCRYLENE 5.92 %","AEROSOL","TOPICAL","4",1,"0451521",1,1,"0451521039"
"6418","AVOBENZONE 3 %|HOMOSALATE 15 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %","LOTION","TOPICAL","4",1,"0451521",1,1,"0451521005"
"6419","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %|OXYBENZONE 4 %","LOTION","TOPICAL","5",3,"0544758",1,1,"0544758049"
"6420","DROSPIRENONE 3.00 MG|ETHINYL ESTRADIOL 0.02 MG","TABLET","ORAL","2",1,"0250430",1,1,"0250430002"
"6421","ACETIC ACID 36.0 G|CALCIUM CHLORIDE 44.1 G|DEXTROSE 220.0 G|MAGNESIUM CHLORIDE 20.3 G|POTASSIUM CHLORIDE 29.8 G","SOLUTION","DIALYSIS","5",1,"0554851",1,1,"0554851007"
"6422","Difluprednate 0.05 %","EMULSION","OPHTHALMIC","1",1,"0154910",1,1,"0154910001"
"6423","Tapentadol 50 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152846",1,1,"0152846001"
"6424","Tapentadol 100 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152846",1,1,"0152846002"
"6425","Tapentadol 150 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152846",1,1,"0152846003"
"6426","Tapentadol 200 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152846",1,1,"0152846004"
"6427","Tapentadol 250 MG","TABLET (EXTENDED-RELEASE)","ORAL","1",1,"0152846",1,1,"0152846005"
"6428","AVOBENZONE 2 %|OCTISALATE 5 %|OCTOCRYLENE 1.85 %","LOTION","TOPICAL","3",1,"0335121",1,1,"0335121015"
"6429","Afatinib 20 MG","TABLET","ORAL","1",1,"0154930",1,1,"0154930001"
"6430","Afatinib 30 MG","TABLET","ORAL","1",1,"0154930",1,1,"0154930002"
"6431","Afatinib 40 MG","TABLET","ORAL","1",1,"0154930",1,1,"0154930003"
"6432","MACITENTAN 10 MG","TABLET","ORAL","1",1,"0154931",1,1,"0154931001"
"6433","Aflibercept 40 MG","SOLUTION","INTRAVITREAL","1",1,"0154950",1,1,"0154950001"
"6434","AVOBENZONE 2.8 %|OCTISALATE 4.75 %|OCTOCRYLENE 2.5 %|OXYBENZONE 4.0 %","CREAM","TOPICAL","4",1,"0424654",1,1,"0424654018"
"6435","AVOBENZONE 1.0 %|OCTOCRYLENE 0.85 %|OXYBENZONE 0.5 %","GEL","TOPICAL","3",1,"0350421",1,1,"0350421028"
"6436","AVOBENZONE 3.0 %|HOMOSALATE 15.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.75 %","AEROSOL, FOAM","TOPICAL","4",1,"0451521",1,1,"0451521005"
"6437","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %|OXYBENZONE 3 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758060"
"6438","AVOBENZONE 3 %|HOMOSALATE 7.5 %|OCTISALATE 5 %|OCTOCRYLENE 2.75 %|OXYBENZONE 2 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758109"
"6439","Teriflunomide 14 MG","TABLET","ORAL","1",1,"0154970",1,1,"0154970001"
"6440","ERYTHROMYCIN 125 MG","SUSPENSION","ORAL","1",1,"0105708",1,1,"0105708005"
"6441","simeprevir 150 MG","CAPSULE","ORAL","1",1,"0154990",1,1,"0154990001"
"6442","HELIUM 70 %|OXYGEN 30 %","GAS","INHALATION","2",1,"0215574",1,1,"0215574004"
"6443","DARUNAVIR 100 MG","SUSPENSION","ORAL","1",1,"0151656",1,1,"0151656007"
"6444","AVOBENZONE 2.50 %|OCTINOXATE 6.00 %|OCTOCRYLENE 1.85 %","STICK","TOPICAL","3",1,"0351586",1,1,"0351586013"
"6445","Modified Vaccinia Virus 50000000 CCID50","SUSPENSION","SUBCUTANEOUS","1",1,"0155011",1,1,"0155011001"
"6446","METFORMIN HYDROCHLORIDE 500 MG|SITAGLIPTIN 50 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",1,"0252656",1,1,"0252656001"
"6447","METFORMIN HYDROCHLORIDE 1000 MG|SITAGLIPTIN 50 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",1,"0252656",1,1,"0252656003"
"6448","METFORMIN HYDROCHLORIDE 1000 MG|SITAGLIPTIN 100 MG","TABLET (EXTENDED-RELEASE)","ORAL","2",1,"0252656",1,1,"0252656004"
"6449","TACROLIMUS 0.5 MG","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857003"
"6450","TACROLIMUS 1 MG","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857002"
"6451","TACROLIMUS 5 MG","CAPSULE (IMMEDIATE RELEASE)","ORAL","1",1,"0127857",1,1,"0127857001"
"6452","AVOBENZONE 1.5 %|OCTISALATE 5 %|OCTOCRYLENE 3 %|OXYBENZONE 4 %","LOTION","TOPICAL","4",2,"0424654",1,1,"0424654017"
"6453","AVOBENZONE 1.5 %|OCTISALATE 5 %|OCTOCRYLENE 3 %|OXYBENZONE 4 %","CREAM","TOPICAL","4",1,"0424654",1,1,"0424654017"
"6454","AVOBENZONE 3.0 %|HOMOSALATE 15.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 10.0 %|OXYBENZONE 6.0 %","STICK","TOPICAL","5",1,"0544758",1,1,"0544758040"
"6455","AVOBENZONE 2.85 %|OCTINOXATE 6.75 %|OCTISALATE 4.50 %|OCTOCRYLENE 2.00 %|OXYBENZONE 5.40 %","STICK","TOPICAL","5",1,"0544759",1,1,"0544759026"
"6456","Outer membrane vesicles 25 MCG|Recombinant Neisseria meningitidis group B NHBA fusion protein 50 MCG|Recombinant Neisseria meningitidis group B NadA protein 50 MCG|Recombinant Neisseria meningitidis group B fHBP fusion protein 50 MCG","SUSPENSION","INTRAMUSCULAR","4",1,"0455051",1,1,"0455051001"
"6457","Linaclotide 145 MCG","CAPSULE","ORAL","1",1,"0155070",1,1,"0155070001"
"6458","Linaclotide 290 MCG","CAPSULE","ORAL","1",1,"0155070",1,1,"0155070002"
"6459","Alogliptin 6.25 MG","TABLET","ORAL","1",1,"0155071",1,1,"0155071001"
"6460","Alogliptin 12.5 MG","TABLET","ORAL","1",1,"0155071",1,1,"0155071002"
"6461","Alogliptin 25 MG","TABLET","ORAL","1",1,"0155071",1,1,"0155071003"
"6462","Alogliptin 12.5 MG|METFORMIN HYDROCHLORIDE 500 MG","TABLET","ORAL","2",1,"0255072",1,1,"0255072001"
"6463","Alogliptin 12.5 MG|METFORMIN HYDROCHLORIDE 850 MG","TABLET","ORAL","2",1,"0255072",1,1,"0255072002"
"6464","Alogliptin 12.5 MG|METFORMIN HYDROCHLORIDE 1000 MG","TABLET","ORAL","2",1,"0255072",1,1,"0255072003"
"6465","AVOBENZONE 3 %|HOMOSALATE 15 %|OCTISALATE 5 %|OCTOCRYLENE 2.6 %|OXYBENZONE 6 %","LOTION","TOPICAL","5",2,"0544758",1,1,"0544758063"
"6466","ETHINYL ESTRADIOL 10 MCG|ETHINYL ESTRADIOL 10 MCG|NORETHINDRONE ACETATE 1 MG","TABLET","ORAL","3",1,"0355090",1,1,"0355090001"
"6467","GOLIMUMAB 50 MG","SOLUTION","INTRAVENOUS","1",1,"0152549",1,1,"0152549002"
"6468","AVOBENZONE 3 %|HOMOSALATE 8 %|OCTISALATE 4 %|OCTOCRYLENE 2 %|OXYBENZONE 5 %","SPRAY","TOPICAL","5",1,"0544758",1,1,"0544758122"
"6469","AVOBENZONE 2.5 %|HOMOSALATE 2.5 %|OCTISALATE 5.0 %|OCTOCRYLENE 10.0 %","LOTION","TOPICAL","4",1,"0451521",1,1,"0451521040"
"6470","AVOBENZONE 3.00 %|OCTINOXATE 7.14 %|OCTISALATE 4.75 %|OXYBENZONE 4.00 %","CREAM","TOPICAL","4",1,"0423152",1,1,"0423152039"
"6471","AVOBENZONE 3.0 %|OCTOCRYLENE 7.0 %|OXYBENZONE 3.0 %","CREAM","TOPICAL","3",1,"0350421",1,1,"0350421030"
"6472","AVOBENZONE 3 %|HOMOSALATE 8 %|OCTISALATE 5 %|OCTOCRYLENE 4 %|OXYBENZONE 5 %","SPRAY","TOPICAL","5",1,"0544758",1,1,"0544758079"
"6473","LIDOCAINE 0.7 %|MENTHOL 0.2 %","GEL","TOPICAL","2",1,"0225925",1,1,"0225925001"
"6474","LIDOCAINE HYDROCHLORIDE 4 %","GEL","TOPICAL","1",1,"0101280",1,1,"0101280002"
"6475","Glycopyrronium 50 MCG|Indacaterol 110 MCG","KIT","INHALATION","2",1,"0255131",1,1,"0255131001"
"6476","Glycopyrronium 50 MCG|Indacaterol 110 MCG","CAPSULE","INHALATION","2",1,"0255131",1,1,"0255131001"
"6477","STANDARDIZED TIMOTHY GRASS POLLEN 2800 UNIT","TABLET (ORALLY DISINTEGRATING)","SUBLINGUAL","1",1,"0134163",1,1,"0134163005"
"6478","ALEMTUZUMAB 12 MG","SOLUTION","INTRAVENOUS","1",1,"0151562",1,1,"0151562001"
"6479","SOFOSBUVIR 400 MG","TABLET","ORAL","1",1,"0155150",1,1,"0155150001"
"6480","Umeclidinium 62.5 MCG|Vilanterol 25 MCG","POWDER","INHALATION","2",1,"0255171",1,1,"0255171001"
"6481","OCTINOXATE 7.5 %|ZINC OXIDE 9.0 %","CREAM","TOPICAL","2",1,"0216792",1,1,"0216792017"
"6482","OCTINOXATE 7.5 %|OCTISALATE 3.6 %|ZINC OXIDE 4.3 %","CREAM","TOPICAL","3",2,"0346162",1,1,"0346162009"
"6483","BISMUTH SUBSALICYLATE 17.6 MG","SUSPENSION","ORAL","1",1,"0111864",1,1,"0111864001"
"6484","AVOBENZONE 2.0 %|HOMOSALATE 10.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 4.0 %|OXYBENZONE 5.0 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758044"
"6485","AVOBENZONE 3.0 %|HOMOSALATE 10.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.0 %|OXYBENZONE 4.0 %","AEROSOL","TOPICAL","5",1,"0544758",1,1,"0544758103"
"6486","AVOBENZONE 3.0 %|HOMOSALATE 10.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 4.0 %|OXYBENZONE 5.0 %","AEROSOL","TOPICAL","5",1,"0544758",1,1,"0544758038"
"6487","AVOBENZONE 2.0 %|HOMOSALATE 13.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.0 %|OXYBENZONE 4.0 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758003"
"6488","FACTOR XIII 250 UNIT","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0155190",1,1,"0155190001"
"6489","FACTOR XIII 1250 UNIT","POWDER FOR SOLUTION","INTRAVENOUS","1",1,"0155190",1,1,"0155190002"
"6490","AVOBENZONE 3.0 %|OCTINOXATE 7.5 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.7 %|OXYBENZONE 4.0 %","LOTION","TOPICAL","5",1,"0544759",1,1,"0544759021"
"6491","AVOBENZONE 2.7 %|OCTINOXATE 3.0 %|OCTOCRYLENE 3.0 %","STICK","TOPICAL","3",1,"0351586",1,1,"0351586014"
"6492","NAPROXEN 105 MG|NAPROXEN SODIUM 105 MG","CAPSULE","ORAL","2",1,"0255210",1,1,"0255210001"
"6493","AVOBENZONE 3.0 %|HOMOSALATE 2.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 5.5 %","CREAM","TOPICAL","4",1,"0451521",1,1,"0451521041"
"6494","AVOBENZONE 3 %|OCTISALATE 5 %|OCTOCRYLENE 3 %","CREAM","TOPICAL","3",1,"0335121",1,1,"0335121010"
"6495","AVOBENZONE 2 %|ENSULIZOLE 1 %|OCTISALATE 4 %|OCTOCRYLENE 2 %","CREAM","TOPICAL","4",2,"0442021",1,1,"0442021005"
"6496","IPRATROPIUM BROMIDE 20 MCG|SALBUTAMOL 100 MCG","SOLUTION","INHALATION","2",1,"0232902",1,1,"0232902002"
"6497","Bosutinib 100 MG","TABLET","ORAL","1",1,"0155230",1,1,"0155230001"
"6498","Bosutinib 500 MG","TABLET","ORAL","1",1,"0155230",1,1,"0155230002"
"6499","AVOBENZONE 2.8 %|OCTINOXATE 7.0 %|OCTISALATE 4.5 %|OXYBENZONE 4.0 %","CREAM","TOPICAL","4",1,"0423152",1,1,"0423152046"
"6500","LIDOCAINE HYDROCHLORIDE 4 %","SOLUTION","TOPICAL","1",1,"0101280",1,1,"0101280002"
"6501","Pomalidomide 1 MG","CAPSULE","ORAL","1",1,"0155290",1,1,"0155290001"
"6502","Pomalidomide 2 MG","CAPSULE","ORAL","1",1,"0155290",1,1,"0155290002"
"6503","Pomalidomide 3 MG","CAPSULE","ORAL","1",1,"0155290",1,1,"0155290003"
"6504","Pomalidomide 4 MG","CAPSULE","ORAL","1",1,"0155290",1,1,"0155290004"
"6505","AVOBENZONE 3.00 %|HOMOSALATE 12.00 %|OCTINOXATE 7.50 %|OCTISALATE 5.00 %|OCTOCRYLENE 7.00 %","LOTION","TOPICAL","5",1,"0552225",1,1,"0552225005"
"6506","AVOBENZONE 3.0 %|HOMOSALATE 5.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.7 %|OXYBENZONE 2.5 %","LOTION","TOPICAL","5",1,"0544758",1,1,"0544758123"
"6507","AVOBENZONE 2.0 %|OCTINOXATE 7.5 %|OCTISALATE 4.0 %|OCTOCRYLENE 1.5 %|OXYBENZONE 4.0 %","SPRAY","TOPICAL","5",1,"0544759",1,1,"0544759027"
"6508","FILGRASTIM 600 MCG","SOLUTION","INTRAVENOUS","1",2,"0123525",1,1,"0123525002"
"6509","FILGRASTIM 600 MCG","SOLUTION","SUBCUTANEOUS","1",2,"0123525",1,1,"0123525002"
"6510","Dimethyl Fumarate 240 MG","CAPSULE (DELAYED RELEASE)","ORAL","1",1,"0154210",1,1,"0154210002"
"6511","Lomitapide 5 MG","CAPSULE","ORAL","1",1,"0155310",1,1,"0155310001"
"6512","Lomitapide 10 MG","CAPSULE","ORAL","1",1,"0155310",1,1,"0155310002"
"6513","AVOBENZONE 3 %|DROMETRIZOLE TRISILOXANE 2 %|HOMOSALATE 15 %|OCTISALATE 5 %|OCTOCRYLENE 7 %","AEROSOL","TOPICAL","5",2,"0552875",1,1,"0552875004"
"6514","Lomitapide 20 MG","CAPSULE","ORAL","1",1,"0155310",1,1,"0155310003"
"6515","PIPERACILLIN 4 G|TAZOBACTAM 0.50 G","POWDER FOR SOLUTION","INTRAVENOUS","2",1,"0225919",1,1,"0225919006"
"6516","RAMIPRIL 10.0 MG","CAPSULE","ORAL","1",2,"0122858",1,1,"0122858002"
"6517","RAMIPRIL 15.0 MG","CAPSULE","ORAL","1",2,"0122858",1,1,"0122858005"
"6518","HOMOSALATE 5.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 2.7 %|OXYBENZONE 3.0 %|TITANIUM DIOXIDE 1.9 %","CREAM","TOPICAL","5",1,"0555330",1,1,"0555330001"
"6519","BENZOYL PEROXIDE 2.5 %","KIT","TOPICAL","1",1,"0107205",1,1,"0107205004"
"6520","BENZOYL PEROXIDE 2.5 %","CREAM","TOPICAL","1",1,"0107205",1,1,"0107205004"
"6521","HAEMAGGLUTININ-STRAIN A 15 MCG|HAEMAGGLUTININ-STRAIN A 15 MCG|HAEMAGGLUTININ-STRAIN B 15 MCG|HAEMAGGLUTININ-STRAIN B 15 MCG","SUSPENSION","INTRAMUSCULAR","4",2,"0455410",1,1,"0455410001"
"6522","AVOBENZONE 3.0 %|HOMOSALATE 10.0 %|OCTISALATE 5.0 %|OCTOCRYLENE 5.0 %|OXYBENZONE 5.0 %","STICK","TOPICAL","5",1,"0544758",1,1,"0544758061"
"6523","ARIPIPRAZOLE 300 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0152514",1,1,"0152514007"
"6524","ARIPIPRAZOLE 300 MG","KIT","INTRAMUSCULAR","1",1,"0152514",1,1,"0152514007"
"6525","ARIPIPRAZOLE 400 MG","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","INTRAMUSCULAR","1",1,"0152514",1,1,"0152514008"
"6526","ARIPIPRAZOLE 400 MG","KIT","INTRAMUSCULAR","1",1,"0152514",1,1,"0152514008"
"6527","AVOBENZONE 3 %|HOMOSALATE 15 %|OCTISALATE 5 %|OCTOCRYLENE 4 %|OXYBENZONE 6 %","SPRAY","TOPICAL","5",2,"0544758",1,1,"0544758025"
"6528","Aflibercept 100 MG","SOLUTION","INTRAVENOUS","1",1,"0154950",1,1,"0154950002"
"6529","Aflibercept 200 MG","SOLUTION","INTRAVENOUS","1",1,"0154950",1,1,"0154950002"
"6530","BRIMONIDINE 0.33 %","GEL","TOPICAL","1",1,"0155390",1,1,"0155390001"
"6531","PHENTOLAMINE MESYLATE 0.4 MG","SOLUTION","SUBMUCOSAL","1",1,"0107611",1,1,"0107611003"
"6532","OCTINOXATE 7.5 %|OCTISALATE 3.0 %|TITANIUM DIOXIDE 8.0 %","LOTION","TOPICAL","3",1,"0327582",1,1,"0327582041"
"6533","AVOBENZONE 3 %|OCTOCRYLENE 5 %","SPRAY","TOPICAL","2",1,"0242881",1,1,"0242881005"
"6534","AVOBENZONE 3 %|HOMOSALATE 10 %|OCTISALATE 4.55 %|OCTOCRYLENE 8 %","LOTION","TOPICAL","4",2,"0451521",1,1,"0451521043"
