"","ACTIVE_INGREDIENT_CODE","n_names","ingredient_names","basis_of_strength_ing","precise_ing"
"690","7387",2,"VASOPRESSIN|VASOPRESSIN (ARGININE VASOPRESSIN)","VASOPRESSIN","ARGININE VASOPRESSIN"
"691","7375",1,"OXYTOCIN","OXYTOCIN","OXYTOCIN"
"692","8008",1,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE"
"693","7149",1,"BISMUTH SUBGALLATE","BISMUTH SUBGALLATE","BISMUTH SUBGALLATE"
"694","10006",1,"PIPERAZINE","PIPERAZINE","PIPERAZINE"
"695","10195",1,"OXYMETAZOLINE HYDROCHLORIDE","OXYMETAZOLINE HYDROCHLORIDE","OXYMETAZOLINE HYDROCHLORIDE"
"696","6404",1,"BISMUTH SUBSALICYLATE","BISMUTH SUBSALICYLATE","BISMUTH SUBSALICYLATE"
"697","9329",1,"TROLAMINE SALICYLATE","TROLAMINE SALICYLATE","TROLAMINE SALICYLATE"
"698","2100",1,"MITOTANE","MITOTANE","MITOTANE"
"699","698",1,"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350"
"700","7247",1,"SODIUM SULFATE","SODIUM SULFATE","SODIUM SULFATE"
"701","7410",1,"ETHYNODIOL DIACETATE","ETHYNODIOL DIACETATE","ETHYNODIOL DIACETATE"
"702","13800",1,"ARGININE HYDROCHLORIDE","ARGININE HYDROCHLORIDE","ARGININE HYDROCHLORIDE"
"703","7512",1,"DESONIDE","DESONIDE","DESONIDE"
"704","12719",1,"MODIFIED RAGWEED TYROSINE ADSORBATE","MODIFIED RAGWEED TYROSINE ADSORBATE","MODIFIED RAGWEED TYROSINE ADSORBATE"
"705","8151",1,"SULFINPYRAZONE","SULFINPYRAZONE","SULFINPYRAZONE"
"706","10140",1,"HYDROXYUREA","HYDROXYUREA","HYDROXYUREA"
"707","2189",2,"LOXAPINE (LOXAPINE HYDROCHLORIDE)|LOXAPINE (LOXAPINE SUCCINATE)","LOXAPINE","LOXAPINE HYDROCHLORIDE|LOXAPINE SUCCINATE"
"708","2184",1,"RIBAVIRIN","RIBAVIRIN","RIBAVIRIN"
"709","9956",1,"OXAZEPAM","OXAZEPAM","OXAZEPAM"
"710","2140",1,"PATENT BLUE SODIUM","PATENT BLUE SODIUM","PATENT BLUE SODIUM"
"711","4971",1,"HYDROXOCOBALAMIN","HYDROXOCOBALAMIN","HYDROXOCOBALAMIN"
"712","7606",1,"BETAMETHASONE ACETATE","BETAMETHASONE ACETATE","BETAMETHASONE ACETATE"
"713","8859",1,"ANTIPYRINE","ANTIPYRINE","ANTIPYRINE"
"714","9783",1,"SODIUM SALICYLATE","SODIUM SALICYLATE","SODIUM SALICYLATE"
"715","7508",1,"AMCINONIDE","AMCINONIDE","AMCINONIDE"
"716","11271",1,"MUMPS VIRUS VACCINE LIVE ATTENUATED (JERYL LYNN STRAIN)","MUMPS VIRUS VACCINE LIVE ATTENUATED","JERYL LYNN STRAIN"
"717","7897",1,"RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)","RUBELLA VIRUS VACCINE LIVE ATTENUATED","WISTAR RA27/3 STRAIN"
"718","7908",1,"MEASLES VIRUS VACCINE LIVE ATTENUATED","MEASLES VIRUS VACCINE LIVE ATTENUATED","MEASLES VIRUS VACCINE LIVE ATTENUATED"
"719","7582",1,"TRIAMCINOLONE HEXACETONIDE","TRIAMCINOLONE HEXACETONIDE","TRIAMCINOLONE HEXACETONIDE"
"720","7150",1,"ALLANTOIN","ALLANTOIN","ALLANTOIN"
"721","6854",1,"HAMAMELIS VIRGINIANA","HAMAMELIS VIRGINIANA","HAMAMELIS VIRGINIANA"
"722","11282",1,"SALMETEROL (SALMETEROL XINAFOATE)","SALMETEROL","SALMETEROL XINAFOATE"
"723","7557",1,"CLOBETASONE BUTYRATE","CLOBETASONE BUTYRATE","CLOBETASONE BUTYRATE"
"724","6189",1,"BENOXINATE HYDROCHLORIDE","BENOXINATE HYDROCHLORIDE","BENOXINATE HYDROCHLORIDE"
"725","2199",1,"CETRIMIDE","CETRIMIDE","CETRIMIDE"
"726","21337",1,"Zinc sulfate monohydrate","Zinc sulfate monohydrate","Zinc sulfate monohydrate"
"727","1313",1,"PERMETHRIN","PERMETHRIN","PERMETHRIN"
"728","8447",1,"PENICILLIN G (PENICILLIN G SODIUM)","PENICILLIN G","PENICILLIN G SODIUM"
"729","10219",1,"PROPYLENE GLYCOL","PROPYLENE GLYCOL","PROPYLENE GLYCOL"
"730","13418",1,"MACROGOL","MACROGOL","MACROGOL"
"731","7053",1,"DIBUCAINE HYDROCHLORIDE","DIBUCAINE HYDROCHLORIDE","DIBUCAINE HYDROCHLORIDE"
"732","9068",1,"ESCULIN","ESCULIN","ESCULIN"
"733","742",1,"HAEMAGGLUTININ-STRAIN B","HAEMAGGLUTININ-STRAIN B","HAEMAGGLUTININ-STRAIN B"
"734","743",1,"HAEMAGGLUTININ-STRAIN A(H3N2)","HAEMAGGLUTININ-STRAIN A","H3N2"
"735","744",1,"HAEMAGGLUTININ-STRAIN A(H1N1)","HAEMAGGLUTININ-STRAIN A","H1N1"
"736","7661",1,"DERMATOPHAGOIDES PTERONYSSINUS","DERMATOPHAGOIDES PTERONYSSINUS","DERMATOPHAGOIDES PTERONYSSINUS"
"737","7660",1,"DERMATOPHAGOIDES FARINAE","DERMATOPHAGOIDES FARINAE","DERMATOPHAGOIDES FARINAE"
"738","2664",1,"NORMETHADONE HYDROCHLORIDE","NORMETHADONE HYDROCHLORIDE","NORMETHADONE HYDROCHLORIDE"
"739","8934",1,"P-HYDROXYEPHEDRINE HYDROCHLORIDE","P-HYDROXYEPHEDRINE HYDROCHLORIDE","P-HYDROXYEPHEDRINE HYDROCHLORIDE"
"740","2198",1,"PROTIRELIN","PROTIRELIN","PROTIRELIN"
"741","2191",1,"DISOPYRAMIDE","DISOPYRAMIDE","DISOPYRAMIDE"
"742","2027",1,"HONEY BEE VENOM PROTEIN","HONEY BEE VENOM PROTEIN","HONEY BEE VENOM PROTEIN"
"743","2028",1,"WASP VENOM PROTEIN","WASP VENOM PROTEIN","WASP VENOM PROTEIN"
"744","9697",1,"MEGLUMINE IODIPAMIDE","MEGLUMINE IODIPAMIDE","MEGLUMINE IODIPAMIDE"
"745","10131",1,"DIATRIZOATE MEGLUMINE","DIATRIZOATE MEGLUMINE","DIATRIZOATE MEGLUMINE"
"746","10133",1,"DIATRIZOATE SODIUM","DIATRIZOATE SODIUM","DIATRIZOATE SODIUM"
"747","2111",1,"SINCALIDE","SINCALIDE","SINCALIDE"
"748","9745",1,"DIMETHYL SULFOXIDE","DIMETHYL SULFOXIDE","DIMETHYL SULFOXIDE"
"749","9622",1,"CARBACHOL","CARBACHOL","CARBACHOL"
"750","8917",1,"EPINEPHRINE RACEMIC","EPINEPHRINE RACEMIC","EPINEPHRINE RACEMIC"
"751","10278",1,"OXTRIPHYLLINE","OXTRIPHYLLINE","OXTRIPHYLLINE"
"752","9558",1,"NITRAZEPAM","NITRAZEPAM","NITRAZEPAM"
"753","10029",1,"CYPROHEPTADINE HYDROCHLORIDE","CYPROHEPTADINE HYDROCHLORIDE","CYPROHEPTADINE HYDROCHLORIDE"
"754","8282",1,"PHENOBARBITAL","PHENOBARBITAL","PHENOBARBITAL"
"755","7934",1,"TETANUS TOXOID ADSORBED","TETANUS TOXOID ADSORBED","TETANUS TOXOID ADSORBED"
"756","7940",1,"DIPHTHERIA TOXOID ADSORBED","DIPHTHERIA TOXOID ADSORBED","DIPHTHERIA TOXOID ADSORBED"
"757","4937",1,"SODIUM ASCORBATE","SODIUM ASCORBATE","SODIUM ASCORBATE"
"758","12121",1,"WHITE PETROLATUM","WHITE PETROLATUM","WHITE PETROLATUM"
"759","3359",1,"DIHYDROERGOTAMINE MESYLATE","DIHYDROERGOTAMINE MESYLATE","DIHYDROERGOTAMINE MESYLATE"
"760","7296",1,"CALAMINE","CALAMINE","CALAMINE"
"761","11977",1,"MYROXYLON BALSAMUM","MYROXYLON BALSAMUM","MYROXYLON BALSAMUM"
"762","684",1,"ALOE","ALOE","ALOE"
"763","6944",1,"STORAX","STORAX","STORAX"
"764","6950",1,"BENZOIN","BENZOIN","BENZOIN"
"765","2129",1,"PADIMATE O","PADIMATE O","PADIMATE O"
"766","12057",1,"PIZOTIFEN (PIZOTIFEN MALATE)","PIZOTIFEN","PIZOTIFEN MALATE"
"767","9963",1,"AMINOPHYLLINE","AMINOPHYLLINE","AMINOPHYLLINE"
"768","12048",1,"OCTISALATE","OCTISALATE","OCTISALATE"
"769","13124",1,"MERADIMATE","MERADIMATE","MERADIMATE"
"770","1970",1,"HOMOSALATE","HOMOSALATE","HOMOSALATE"
"771","12634",1,"ENSULIZOLE","ENSULIZOLE","ENSULIZOLE"
"772","10005",1,"PECTIN","PECTIN","PECTIN"
"773","8825",1,"GELATIN","GELATIN","GELATIN"
"774","8553",1,"LINCOMYCIN (LINCOMYCIN HYDROCHLORIDE)","LINCOMYCIN","LINCOMYCIN HYDROCHLORIDE"
"775","4918",1,"VITAMIN K1","VITAMIN K1","VITAMIN K1"
"776","10260",1,"CHLORDIAZEPOXIDE HYDROCHLORIDE","CHLORDIAZEPOXIDE HYDROCHLORIDE","CHLORDIAZEPOXIDE HYDROCHLORIDE"
"777","1305",1,"NIZATIDINE","NIZATIDINE","NIZATIDINE"
"778","11567",1,"APROTININ (BOVINE)","APROTININ","BOVINE"
"779","11439",1,"NAFARELIN (NAFARELIN ACETATE)","NAFARELIN","NAFARELIN ACETATE"
"780","20260",1,"ESMOLOL HYDROCHLORIDE","ESMOLOL HYDROCHLORIDE","ESMOLOL HYDROCHLORIDE"
"781","7867",1,"ALBUMIN (HUMAN)","ALBUMIN","HUMAN"
"782","733",1,"ANTITHROMBIN III (HUMAN)","ANTITHROMBIN III","HUMAN"
"783","109",1,"TETRABENAZINE","TETRABENAZINE","TETRABENAZINE"
"784","96",1,"ANTI-INHIBITOR COAGULANT COMPLEX","ANTI-INHIBITOR COAGULANT COMPLEX","ANTI-INHIBITOR COAGULANT COMPLEX"
"785","7762",1,"ALPHA 1-PROTEINASE INHIBITOR (HUMAN)","ALPHA 1-PROTEINASE INHIBITOR","HUMAN"
"786","309",3,"IRON (IRON DEXTRAN COMPLEX)|IRON (IRON SUCROSE)|IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION)","IRON","IRON DEXTRAN COMPLEX|IRON SUCROSE|SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION"
"787","90",1,"COAGULATION FACTOR IX (HUMAN)","COAGULATION FACTOR IX","HUMAN"
"788","11085",1,"DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE)","DOBUTAMINE","DOBUTAMINE HYDROCHLORIDE"
"789","424",6,"AZITHROMYCIN|AZITHROMYCIN (AZITHROMYCIN DIHYDRATE)|AZITHROMYCIN (AZITHROMYCIN HYDROGEN CITRATE)|AZITHROMYCIN (AZITHROMYCIN ISOPROPANOLATE MONOHYDRATE)|AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE)|AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE)","AZITHROMYCIN","AZITHROMYCIN DIHYDRATE|AZITHROMYCIN HYDROGEN CITRATE|AZITHROMYCIN ISOPROPANOLATE MONOHYDRATE|AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE|AZITHROMYCIN MONOHYDRATE"
"790","11323",2,"SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)|SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","SUMATRIPTAN","SUMATRIPTAN HEMISULFATE|SUMATRIPTAN SUCCINATE"
"791","11118",2,"CEFUROXIME (CEFUROXIME AXETIL)|CEFUROXIME (CEFUROXIME SODIUM)","CEFUROXIME","CEFUROXIME AXETIL|CEFUROXIME SODIUM"
"792","11355",1,"PHENELZINE (PHENELZINE SULFATE)","PHENELZINE","PHENELZINE SULFATE"
"793","11104",3,"ONDANSETRON|ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)|ONDANSETRON (ONDANSETRON HYDROCHLORIDE)","ONDANSETRON","ONDANSETRON HYDROCHLORIDE DIHYDRATE|ONDANSETRON HYDROCHLORIDE"
"794","637",1,"FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE"
"795","20300",1,"NALTREXONE HYDROCHLORIDE","NALTREXONE HYDROCHLORIDE","NALTREXONE HYDROCHLORIDE"
"796","7364",1,"SOMATROPIN","SOMATROPIN","SOMATROPIN"
"797","61",1,"ABCIXIMAB","ABCIXIMAB","ABCIXIMAB"
"798","8317",1,"ATOVAQUONE","ATOVAQUONE","ATOVAQUONE"
"799","256",1,"STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED","STANDARDIZED CAT HAIR ACETONE PRECIPITATED"
"800","257",1,"STANDARDIZED CAT PELT ACETONE PRECIPITATED","STANDARDIZED CAT PELT ACETONE PRECIPITATED","STANDARDIZED CAT PELT ACETONE PRECIPITATED"
"801","41",2,"MEROPENEM|MEROPENEM (MEROPENEM TRIHYDRATE)","MEROPENEM","MEROPENEM TRIHYDRATE"
"802","1290",1,"LOVASTATIN","LOVASTATIN","LOVASTATIN"
"803","1944",1,"KETOTIFEN FUMARATE","KETOTIFEN FUMARATE","KETOTIFEN FUMARATE"
"804","1995",1,"CLOBAZAM","CLOBAZAM","CLOBAZAM"
"805","1913",1,"CICLOPIROX OLAMINE","CICLOPIROX OLAMINE","CICLOPIROX OLAMINE"
"806","932",1,"RAMIPRIL","RAMIPRIL","RAMIPRIL"
"807","1243",1,"NILUTAMIDE","NILUTAMIDE","NILUTAMIDE"
"808","7592",1,"DESOXIMETASONE","DESOXIMETASONE","DESOXIMETASONE"
"809","1751",1,"INTERFERON ALFA-2B","INTERFERON ALFA-2B","INTERFERON ALFA-2B"
"810","7942",1,"CETIRIZINE HYDROCHLORIDE","CETIRIZINE HYDROCHLORIDE","CETIRIZINE HYDROCHLORIDE"
"811","13315",1,"QUINAGOLIDE (QUINAGOLIDE HYDROCHLORIDE)","QUINAGOLIDE","QUINAGOLIDE HYDROCHLORIDE"
"812","27",1,"ANASTROZOLE","ANASTROZOLE","ANASTROZOLE"
"813","8349",1,"CEFOTAXIME SODIUM","CEFOTAXIME SODIUM","CEFOTAXIME SODIUM"
"814","11250",1,"BUSERELIN (BUSERELIN ACETATE)","BUSERELIN","BUSERELIN ACETATE"
"815","2014",1,"TEMAZEPAM","TEMAZEPAM","TEMAZEPAM"
"816","8",1,"DESFLURANE","DESFLURANE","DESFLURANE"
"817","2165",2,"CIMETIDINE|CIMETIDINE (CIMETIDINE HYDROCHLORIDE)","CIMETIDINE","CIMETIDINE HYDROCHLORIDE"
"818","7559",1,"PREDNICARBATE","PREDNICARBATE","PREDNICARBATE"
"819","8042",1,"IOPAMIDOL","IOPAMIDOL","IOPAMIDOL"
"820","741",1,"GADOTERIDOL","GADOTERIDOL","GADOTERIDOL"
"821","4",1,"RITONAVIR","RITONAVIR","RITONAVIR"
"822","11269",1,"INDINAVIR (INDINAVIR SULFATE)","INDINAVIR","INDINAVIR SULFATE"
"823","1",2,"OLANZAPINE|OLANZAPINE (OLANZAPINE TARTRATE)","OLANZAPINE","OLANZAPINE TARTRATE"
"824","13121",1,"CISPLATIN","CISPLATIN","CISPLATIN"
"825","11448",1,"BLEOMYCIN (BLEOMYCIN SULFATE)","BLEOMYCIN","BLEOMYCIN SULFATE"
"826","6820",1,"GENTIAN VIOLET","GENTIAN VIOLET","GENTIAN VIOLET"
"827","7653",1,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 3 SAUKETT","V.C.O."
"828","7654",1,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1","V.C.O."
"829","7655",1,"INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY","INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 1 MAHONEY","V.C.O."
"830","8092",1,"IOHEXOL","IOHEXOL","IOHEXOL"
"831","420",1,"GADODIAMIDE","GADODIAMIDE","GADODIAMIDE"
"832","167",2,"TACROLIMUS|TACROLIMUS (Tacrolimus Monohydrate)","TACROLIMUS","Tacrolimus Monohydrate"
"833","7358",1,"CHORIONIC GONADOTROPIN","CHORIONIC GONADOTROPIN","CHORIONIC GONADOTROPIN"
"834","1855",1,"KETOCONAZOLE","KETOCONAZOLE","KETOCONAZOLE"
"835","9407",1,"VINBLASTINE SULFATE","VINBLASTINE SULFATE","VINBLASTINE SULFATE"
"836","20144",1,"PENTAMIDINE ISETIONATE","PENTAMIDINE ISETIONATE","PENTAMIDINE ISETIONATE"
"837","6714",1,"QUINIDINE SULFATE","QUINIDINE SULFATE","QUINIDINE SULFATE"
"838","10190",1,"TRIAMTERENE","TRIAMTERENE","TRIAMTERENE"
"839","9845",1,"TRIHEXYPHENIDYL HYDROCHLORIDE","TRIHEXYPHENIDYL HYDROCHLORIDE","TRIHEXYPHENIDYL HYDROCHLORIDE"
"840","7991",3,"PROCHLORPERAZINE|PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE)|PROCHLORPERAZINE (PROCHLORPERAZINE MESYLATE)","PROCHLORPERAZINE","PROCHLORPERAZINE MALEATE|PROCHLORPERAZINE MESYLATE"
"841","7068",1,"METHENAMINE MANDELATE","METHENAMINE MANDELATE","METHENAMINE MANDELATE"
"842","4015",1,"FLURAZEPAM HYDROCHLORIDE","FLURAZEPAM HYDROCHLORIDE","FLURAZEPAM HYDROCHLORIDE"
"843","8936",1,"ETAFEDRIN HYDROCHLORIDE","ETAFEDRIN HYDROCHLORIDE","ETAFEDRIN HYDROCHLORIDE"
"844","7667",1,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135"
"845","7668",1,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y"
"846","7669",1,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C"
"847","7670",1,"MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A","MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A"
"848","16202",1,"RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE)","RABIES VACCINE INACTIVATED","HUMAN DIPLOID-CELL CULTURE"
"849","7132",1,"POTASSIUM CITRATE","POTASSIUM CITRATE","POTASSIUM CITRATE"
"850","11081",1,"ROPIVACAINE HYDROCHLORIDE","ROPIVACAINE HYDROCHLORIDE","ROPIVACAINE HYDROCHLORIDE"
"851","11086",4,"PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM)|PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)|PANTOPRAZOLE (PANTOPRAZOLE SODIUM)|PANTOPRAZOLE (Pantoprazole magnesium hemipentahydrate)","PANTOPRAZOLE","PANTOPRAZOLE MAGNESIUM|PANTOPRAZOLE SODIUM SESQUIHYDRATE|PANTOPRAZOLE SODIUM|Pantoprazole magnesium hemipentahydrate"
"852","1838",1,"NORFLOXACIN","NORFLOXACIN","NORFLOXACIN"
"853","2434",1,"MEBENDAZOLE","MEBENDAZOLE","MEBENDAZOLE"
"854","11098",1,"RALTITREXED (RALTITREXED DISODIUM)","RALTITREXED","RALTITREXED DISODIUM"
"855","4775",1,"CALCIUM GLYCEROPHOSPHATE","CALCIUM GLYCEROPHOSPHATE","CALCIUM GLYCEROPHOSPHATE"
"856","4809",1,"CALCIUM LEVULINATE","CALCIUM LEVULINATE","CALCIUM LEVULINATE"
"857","5669",1,"DYCLONINE HYDROCHLORIDE","DYCLONINE HYDROCHLORIDE","DYCLONINE HYDROCHLORIDE"
"858","9011",1,"SCOPOLAMINE HYDROBROMIDE","SCOPOLAMINE HYDROBROMIDE","SCOPOLAMINE HYDROBROMIDE"
"859","11115",1,"INSULIN LISPRO","INSULIN LISPRO","INSULIN LISPRO"
"860","9252",1,"ERGOTAMINE TARTRATE","ERGOTAMINE TARTRATE","ERGOTAMINE TARTRATE"
"861","1847",1,"FLUTAMIDE","FLUTAMIDE","FLUTAMIDE"
"862","1929",1,"PENTOXIFYLLINE","PENTOXIFYLLINE","PENTOXIFYLLINE"
"863","6299",2,"ACETAZOLAMIDE|ACETAZOLAMIDE (ACETAZOLAMIDE SODIUM)","ACETAZOLAMIDE","ACETAZOLAMIDE SODIUM"
"864","2280",1,"OCTOCRYLENE","OCTOCRYLENE","OCTOCRYLENE"
"865","2098",1,"CEFACLOR","CEFACLOR","CEFACLOR"
"866","11262",1,"GEMCITABINE (GEMCITABINE HYDROCHLORIDE)","GEMCITABINE","GEMCITABINE HYDROCHLORIDE"
"867","1951",1,"GLUTATHIONE DISULFIDE","GLUTATHIONE DISULFIDE","GLUTATHIONE DISULFIDE"
"868","1901",1,"MEXILETINE HYDROCHLORIDE","MEXILETINE HYDROCHLORIDE","MEXILETINE HYDROCHLORIDE"
"869","11264",1,"ZUCLOPENTHIXOL (ZUCLOPENTHIXOL HYDROCHLORIDE)","ZUCLOPENTHIXOL","ZUCLOPENTHIXOL HYDROCHLORIDE"
"870","191",1,"ZUCLOPENTHIXOL ACETATE","ZUCLOPENTHIXOL ACETATE","ZUCLOPENTHIXOL ACETATE"
"871","190",1,"ZUCLOPENTHIXOL DECANOATE","ZUCLOPENTHIXOL DECANOATE","ZUCLOPENTHIXOL DECANOATE"
"872","11320",1,"CARBOPROST (CARBOPROST TROMETHAMINE)","CARBOPROST","CARBOPROST TROMETHAMINE"
"873","2195",1,"MITOMYCIN","MITOMYCIN","MITOMYCIN"
"874","2071",1,"NABILONE","NABILONE","NABILONE"
"875","2958",2,"TETRACAINE|TETRACAINE (TETRACAINE HYDROCHLORIDE)","TETRACAINE","TETRACAINE HYDROCHLORIDE"
"876","7773",1,"IMMUNE GLOBULIN (HUMAN)","IMMUNE GLOBULIN","HUMAN"
"877","7630",1,"PREDNISOLONE (PREDNISOLONE SODIUM PHOSPHATE)","PREDNISOLONE","PREDNISOLONE SODIUM PHOSPHATE"
"878","1220",1,"TENOXICAM","TENOXICAM","TENOXICAM"
"879","7931",1,"TETANUS IMMUNE GLOBULIN (HUMAN)","TETANUS IMMUNE GLOBULIN","HUMAN"
"880","7918",1,"RABIES IMMUNE GLOBULIN HUMAN","RABIES IMMUNE GLOBULIN HUMAN","RABIES IMMUNE GLOBULIN HUMAN"
"881","11366",2,"ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE)|ATORVASTATIN (ATORVASTATIN CALCIUM)","ATORVASTATIN","ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE|ATORVASTATIN CALCIUM"
"882","7764",1,"HEPATITIS B IMMUNE GLOBULIN HUMAN","HEPATITIS B IMMUNE GLOBULIN HUMAN","HEPATITIS B IMMUNE GLOBULIN HUMAN"
"883","11373",1,"TAZAROTENE","TAZAROTENE","TAZAROTENE"
"884","11368",1,"TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","TERAZOSIN","TERAZOSIN HYDROCHLORIDE"
"885","11378",1,"EPOPROSTENOL (EPOPROSTENOL SODIUM)","EPOPROSTENOL","EPOPROSTENOL SODIUM"
"886","20039",1,"ENZACAMENE","ENZACAMENE","ENZACAMENE"
"887","11381",1,"FORMOTEROL FUMARATE","FORMOTEROL FUMARATE","FORMOTEROL FUMARATE"
"888","11384",1,"TOPIRAMATE","TOPIRAMATE","TOPIRAMATE"
"889","2092",1,"PRAZIQUANTEL","PRAZIQUANTEL","PRAZIQUANTEL"
"890","127",1,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 3 SAUKETT","D.C.O."
"891","128",1,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 2 MEF1","D.C.O."
"892","129",1,"INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY","INACTIVATED POLIOMYELITIS VACCINE (D.C.O.) TYPE 1 MAHONEY","D.C.O."
"893","17",1,"PERTACTIN","PERTACTIN","PERTACTIN"
"894","18",1,"FIMBRIAE","FIMBRIAE","FIMBRIAE"
"895","19",1,"FILAMENTOUS HAEMAGGLUTININ","FILAMENTOUS HAEMAGGLUTININ","FILAMENTOUS HAEMAGGLUTININ"
"896","20",1,"PERTUSSIS TOXOID","PERTUSSIS TOXOID","PERTUSSIS TOXOID"
"897","7935",1,"TETANUS TOXOID","TETANUS TOXOID","TETANUS TOXOID"
"898","7941",1,"DIPHTHERIA TOXOID","DIPHTHERIA TOXOID","DIPHTHERIA TOXOID"
"899","11411",1,"FOSPHENYTOIN SODIUM","FOSPHENYTOIN SODIUM","FOSPHENYTOIN SODIUM"
"900","11431",1,"TOPOTECAN (TOPOTECAN HYDROCHLORIDE)","TOPOTECAN","TOPOTECAN HYDROCHLORIDE"
"901","11446",1,"LETROZOLE","LETROZOLE","LETROZOLE"
"902","11443",1,"TRANDOLAPRIL","TRANDOLAPRIL","TRANDOLAPRIL"
"903","11456",1,"FEXOFENADINE HYDROCHLORIDE","FEXOFENADINE HYDROCHLORIDE","FEXOFENADINE HYDROCHLORIDE"
"904","11458",1,"LATANOPROST","LATANOPROST","LATANOPROST"
"905","7954",1,"PROMETHAZINE (PROMETHAZINE HYDROCHLORIDE)","PROMETHAZINE","PROMETHAZINE HYDROCHLORIDE"
"906","8493",1,"AMPHOTERICIN B","AMPHOTERICIN B","AMPHOTERICIN B"
"907","299",1,"EPOETIN ALFA","EPOETIN ALFA","EPOETIN ALFA"
"908","11460",1,"CARBETOCIN","CARBETOCIN","CARBETOCIN"
"909","11461",2,"IRINOTECAN HYDROCHLORIDE|IRINOTECAN HYDROCHLORIDE (IRINOTECAN HYDROCHLORIDE TRIHYDRATE)","IRINOTECAN HYDROCHLORIDE","IRINOTECAN HYDROCHLORIDE TRIHYDRATE"
"910","5044",1,"ISOTRETINOIN","ISOTRETINOIN","ISOTRETINOIN"
"911","11482",1,"CYTOMEGALOVIRUS IMMUNE GLOBULIN (HUMAN)","CYTOMEGALOVIRUS IMMUNE GLOBULIN","HUMAN"
"912","11485",2,"DONEPEZIL HYDROCHLORIDE|DONEPEZIL HYDROCHLORIDE (DONEPEZIL HYDROCHLORIDE MONOHYDRATE)","DONEPEZIL HYDROCHLORIDE","DONEPEZIL HYDROCHLORIDE MONOHYDRATE"
"913","1880",1,"ETODOLAC","ETODOLAC","ETODOLAC"
"914","11516",1,"ROPINIROLE (ROPINIROLE HYDROCHLORIDE)","ROPINIROLE","ROPINIROLE HYDROCHLORIDE"
"915","1930",1,"AMSACRINE","AMSACRINE","AMSACRINE"
"916","3671",1,"BILE SALTS","BILE SALTS","BILE SALTS"
