AI UNII,Active Ingredient,AM UNII,Active Moiety,Basis of Strength,RD UNII,Referenced Drug
4M1169RWJD,PULSATILLA PATENS,4M1169RWJD,PULSATILLA PATENS,Active Ingredient,,
I76KB35JEV,PULSATILLA VULGARIS,I76KB35JEV,PULSATILLA VULGARIS,Active Ingredient,,
063D2YI19E,PUMAFENTRINE,063D2YI19E,PUMAFENTRINE,Active Ingredient,,
DK95Z519WL,PUMAPRAZOLE,DK95Z519WL,PUMAPRAZOLE,Active Ingredient,,
7AYY495RE0,PUMITEPA,7AYY495RE0,PUMITEPA,Active Ingredient,,
ET1TN5W71X,PUMMELO,ET1TN5W71X,PUMMELO,Active Ingredient,,
1G26B32139,PUMOSETRAG,1G26B32139,PUMOSETRAG,Active Ingredient,,
SYW0QUB89Y,PUMPKIN,SYW0QUB89Y,PUMPKIN,Active Ingredient,,
GH30P1VXK2,PUMPKIN SEED,GH30P1VXK2,PUMPKIN SEED,Active Ingredient,,
CLV24I3T1D,PUNICA GRANATUM ROOT BARK,CLV24I3T1D,PUNICA GRANATUM ROOT BARK,Active Ingredient,,
4A6ZS6Q2CL,PUROMYCIN,4A6ZS6Q2CL,PUROMYCIN,Active Ingredient,,
PGN54228S5,PUROMYCIN HYDROCHLORIDE,4A6ZS6Q2CL,PUROMYCIN,,,
360MH2GO0I,PYRABROM,FZG87K1MQ6,BROMOTHEOPHYLLINE,,,
360MH2GO0I,PYRABROM,97JJW1W1R3,FENOXAZOLINE,,,
4QIH0N49E7,PYRANTEL,4QIH0N49E7,PYRANTEL,Active Ingredient,,
81BK194Z5M,PYRANTEL PAMOATE,4QIH0N49E7,PYRANTEL,Active Moiety,,
SC82VF0480,PYRANTEL TARTRATE,4QIH0N49E7,PYRANTEL,,,
2KNI5N06TI,PYRAZINAMIDE,2KNI5N06TI,PYRAZINAMIDE,Active Ingredient,,
4B15044GQZ,PYRAZOFURIN,4B15044GQZ,PYRAZOFURIN,Active Ingredient,,
L24XJN68OW,PYRAZOLOACRIDINE,L24XJN68OW,PYRAZOLOACRIDINE,Active Ingredient,,
26X5RK7X7W,PYRAZON,26X5RK7X7W,PYRAZON,Active Ingredient,,
ZUM06L90GV,PYRETHRUM EXTRACT,ZUM06L90GV,PYRETHRUM EXTRACT,Active Ingredient,,
81R511UV73,PYRICARBATE,81R511UV73,PYRICARBATE,Active Ingredient,,
83L91231V7,PYRIDARONE,83L91231V7,PYRIDARONE,Active Ingredient,,
19QM69HH21,PYRIDOSTIGMINE,19QM69HH21,PYRIDOSTIGMINE,Active Ingredient,,
KVI301NA53,PYRIDOSTIGMINE BROMIDE,19QM69HH21,PYRIDOSTIGMINE,Active Ingredient,,
3THM379K8A,PYRIDOXAL,3THM379K8A,PYRIDOXAL,Active Ingredient,,
F06SGE49M6,PYRIDOXAL 5-PHOSPHATE,F06SGE49M6,PYRIDOXAL 5-PHOSPHATE,Active Ingredient,,
1416KF0QBC,PYRIDOXAL HYDROCHLORIDE,3THM379K8A,PYRIDOXAL,,,
KV2JZ1BI6Z,PYRIDOXINE,KV2JZ1BI6Z,PYRIDOXINE,Active Ingredient,,
HB49XCT029,PYRIDOXINE DIPALMITATE,KV2JZ1BI6Z,PYRIDOXINE,,,
68Y4CF58BV,PYRIDOXINE HYDROCHLORIDE,KV2JZ1BI6Z,PYRIDOXINE,Active Moiety,,
68Y4CF58BV,PYRIDOXINE HYDROCHLORIDE,KV2JZ1BI6Z,PYRIDOXINE,Active Ingredient,,
HPE317O9TL,PYRILAMINE,HPE317O9TL,PYRILAMINE,Active Ingredient,,
R35D29L3ZA,PYRILAMINE MALEATE,HPE317O9TL,PYRILAMINE,Active Ingredient,,
A9310LW34B,PYRILAMINE TANNATE,HPE317O9TL,PYRILAMINE,,,
Z3614QOX8W,PYRIMETHAMINE,Z3614QOX8W,PYRIMETHAMINE,Active Ingredient,,
A144HG11TB,PYRIMETHAMINE ISETHIONATE,Z3614QOX8W,PYRIMETHAMINE,,,
6U704SC0N2,PYRIMITATE,6U704SC0N2,PYRIMITATE,Active Ingredient,,
14PEC3LEVH,PYRINOLINE,14PEC3LEVH,PYRINOLINE,Active Ingredient,,
6GK82EC25D,PYRITHIONE,6GK82EC25D,PYRITHIONE,Active Ingredient,,
R953O2RHZ5,PYRITHIONE ZINC,R953O2RHZ5,PYRITHIONE ZINC,Active Ingredient,,
8AB20823CK,PYRITHYLDIONE,8AB20823CK,PYRITHYLDIONE,Active Ingredient,,
AK5Q5FZH2R,PYRITINOL,AK5Q5FZH2R,PYRITINOL,Active Ingredient,,
0OE436N2Y2,PYRITINOL HYDROCHLORIDE,AK5Q5FZH2R,PYRITINOL,,,
TD3P7Q3SG6,PYRONARIDINE,TD3P7Q3SG6,PYRONARIDINE,Active Ingredient,,
TYG45UE07V,PYROPHENINDANE,TYG45UE07V,PYROPHENINDANE,Active Ingredient,,
VOU69C02JP,PYROVALERONE,VOU69C02JP,PYROVALERONE,Active Ingredient,,
Z95Z9C2201,PYROVALERONE HYDROCHLORIDE,VOU69C02JP,PYROVALERONE,,,
V1TGZ00I8U,PYROXAMINE,V1TGZ00I8U,PYROXAMINE,Active Ingredient,,
T38B9T1F30,PYROXAMINE MALEATE,V1TGZ00I8U,PYROXAMINE,,,
KYR8BR2X6O,PYROXYLIN,KYR8BR2X6O,PYROXYLIN,Active Ingredient,,
VE6KP18S8X,PYRROBUTAMINE,VE6KP18S8X,PYRROBUTAMINE,Active Ingredient,,
144X0H6HW6,PYRROBUTAMINE NAPHTHALENE DISULFONATE,VE6KP18S8X,PYRROBUTAMINE,,,
6B6107K1Q6,PYRROBUTAMINE PHOSPHATE,VE6KP18S8X,PYRROBUTAMINE,,,
9D47L94CPW,PYRROCAINE,9D47L94CPW,PYRROCAINE,Active Ingredient,,
9CST8J378F,PYRROCAINE HYDROCHLORIDE,9D47L94CPW,PYRROCAINE,,,
86S1ZD6L2C,PYRROLE,86S1ZD6L2C,PYRROLE,Active Ingredient,,
T5Q0WA2589,PYRROLIPHENE,T5Q0WA2589,PYRROLIPHENE,Active Ingredient,,
N0P24B6EDQ,PYRROLNITRIN,N0P24B6EDQ,PYRROLNITRIN,Active Ingredient,,
722KLD7415,PYRUVALDEHYDE,722KLD7415,PYRUVALDEHYDE,Active Ingredient,,
8558G7RUTR,PYRUVIC ACID,8558G7RUTR,PYRUVIC ACID,Active Ingredient,,
M4Q640072Z,PYRUVIC ACID CALCIUM ISONIAZID,V83O1VOZ8L,ISONIAZID,,,
B8414665Y7,PYTAMINE,B8414665Y7,PYTAMINE,Active Ingredient,,
X9BMD58553,QUADAZOCINE,X9BMD58553,QUADAZOCINE,Active Ingredient,,
582SS143QX,QUADAZOCINE MESYLATE,X9BMD58553,QUADAZOCINE,,,
C5KT601WPM,QUADROSILAN,C5KT601WPM,QUADROSILAN,Active Ingredient,,
226LY0AFR9,"QUAHOG, UNSPECIFIED",226LY0AFR9,"QUAHOG, UNSPECIFIED",Active Ingredient,,
S5249Q85HW,QUASSIA AMARA WOOD,S5249Q85HW,QUASSIA AMARA WOOD,Active Ingredient,,
49BR7256ZY,QUATACAINE,49BR7256ZY,QUATACAINE,Active Ingredient,,
JF8V0828ZI,QUAZEPAM,JF8V0828ZI,QUAZEPAM,Active Ingredient,,
D1Q7F6C2FP,QUAZINONE,D1Q7F6C2FP,QUAZINONE,Active Ingredient,,
G66N97788I,QUAZODINE,G66N97788I,QUAZODINE,Active Ingredient,,
N8K2307472,QUAZOLAST,N8K2307472,QUAZOLAST,Active Ingredient,,
HST8772GTZ,QUEBRACHO BARK,HST8772GTZ,QUEBRACHO BARK,Active Ingredient,,
9IKM0I5T1E,QUERCETIN,9IKM0I5T1E,QUERCETIN,Active Ingredient,,
VOT5MA71M7,QUERCUS AGRIFOLIA POLLEN,VOT5MA71M7,QUERCUS AGRIFOLIA POLLEN,Active Ingredient,,
93LP7Y8EGT,QUERCUS ALBA BARK,93LP7Y8EGT,QUERCUS ALBA BARK,Active Ingredient,,
Z4Y9ZSV4KK,QUERCUS ALBA POLLEN,Z4Y9ZSV4KK,QUERCUS ALBA POLLEN,Active Ingredient,,
P5W45RU6E4,QUERCUS DUMOSA POLLEN,P5W45RU6E4,QUERCUS DUMOSA POLLEN,Active Ingredient,,
9HC15X34LX,QUERCUS GAMBELII POLLEN,9HC15X34LX,QUERCUS GAMBELII POLLEN,Active Ingredient,,
QQ00BED0DV,QUERCUS GARRYANA POLLEN,QQ00BED0DV,QUERCUS GARRYANA POLLEN,Active Ingredient,,
02RVY6X9EC,QUERCUS KELLOGGII POLLEN,02RVY6X9EC,QUERCUS KELLOGGII POLLEN,Active Ingredient,,
HGH5K3653K,QUERCUS LOBATA POLLEN,HGH5K3653K,QUERCUS LOBATA POLLEN,Active Ingredient,,
57BTU4547U,QUERCUS MACROCARPA POLLEN,57BTU4547U,QUERCUS MACROCARPA POLLEN,Active Ingredient,,
434DQ2U4JX,QUERCUS MUEHLENBERGII POLLEN,434DQ2U4JX,QUERCUS MUEHLENBERGII POLLEN,Active Ingredient,,
6U600U1326,QUERCUS NIGRA POLLEN,6U600U1326,QUERCUS NIGRA POLLEN,Active Ingredient,,
CU781COT7M,QUERCUS PALUSTRIS POLLEN,CU781COT7M,QUERCUS PALUSTRIS POLLEN,Active Ingredient,,
ML644HED2V,QUERCUS ROBUR FLOWER,ML644HED2V,QUERCUS ROBUR FLOWER,Active Ingredient,,
Q7MU1F4GLY,QUERCUS ROBUR NUT,Q7MU1F4GLY,QUERCUS ROBUR NUT,Active Ingredient,,
SVW19ET93C,QUERCUS RUBRA POLLEN,SVW19ET93C,QUERCUS RUBRA POLLEN,Active Ingredient,,
W34X0P8636,QUERCUS STELLATA POLLEN,W34X0P8636,QUERCUS STELLATA POLLEN,Active Ingredient,,
294L626TT0,QUERCUS VELUTINA POLLEN,294L626TT0,QUERCUS VELUTINA POLLEN,Active Ingredient,,
8KDG09A4GO,QUERCUS VIRGINIANA POLLEN,8KDG09A4GO,QUERCUS VIRGINIANA POLLEN,Active Ingredient,,
BGL0JSY5SI,QUETIAPINE,BGL0JSY5SI,QUETIAPINE,Active Ingredient,,
2S3PL1B6UJ,QUETIAPINE FUMARATE,BGL0JSY5SI,QUETIAPINE,Active Moiety,,
W9A18RJ49B,QUIFENADINE,W9A18RJ49B,QUIFENADINE,Active Ingredient,,
9295C885I4,QUIFLAPON,9295C885I4,QUIFLAPON,Active Ingredient,,
321US0I5R6,QUIFLAPON SODIUM,9295C885I4,QUIFLAPON,,,
8N0K3807ZW,QUILLAJA SAPONARIA BARK,8N0K3807ZW,QUILLAJA SAPONARIA BARK,Active Ingredient,,
8JD13PH39Q,QUILLIFOLINE,8JD13PH39Q,QUILLIFOLINE,Active Ingredient,,
2L1YNO4SQJ,QUILOSTIGMINE,2L1YNO4SQJ,QUILOSTIGMINE,Active Ingredient,,
5OX8977NGO,QUINACAINOL,5OX8977NGO,QUINACAINOL,Active Ingredient,,
83NB50X92M,QUINACILLIN,83NB50X92M,QUINACILLIN,Active Ingredient,,
H0C805XYDE,QUINACRINE,H0C805XYDE,QUINACRINE,Active Ingredient,,
G6242H2NAA,QUINACRINE HYDROCHLORIDE,H0C805XYDE,QUINACRINE,,,
80Q9QWN15M,QUINAGOLIDE,80Q9QWN15M,QUINAGOLIDE,Active Ingredient,,
33474X943Y,QUINAGOLIDE HYDROCHLORIDE,80Q9QWN15M,QUINAGOLIDE,,,
RJ84Y44811,QUINAPRIL,34SSX5LDE5,QUINAPRILAT,,,
33067B3N2M,QUINAPRIL HYDROCHLORIDE,34SSX5LDE5,QUINAPRILAT,Reference Drug,RJ84Y44811,QUINAPRIL
34SSX5LDE5,QUINAPRILAT,34SSX5LDE5,QUINAPRILAT,Active Ingredient,,
3P66XFG826,QUINAPRILAT HYDRATE,34SSX5LDE5,QUINAPRILAT,,,
436XK6QFMR,QUINAZOSIN,436XK6QFMR,QUINAZOSIN,Active Ingredient,,
2N2LI66RRO,QUINAZOSIN HYDROCHLORIDE,436XK6QFMR,QUINAZOSIN,,,
W59598KWLX,QUINBOLONE,W59598KWLX,QUINBOLONE,Active Ingredient,,
U40Q9GE876,QUINCARBATE,U40Q9GE876,QUINCARBATE,Active Ingredient,,
N28Y645EBZ,QUINDECAMINE,N28Y645EBZ,QUINDECAMINE,Active Ingredient,,
5JH93XA08W,QUINDECAMINE ACETATE,N28Y645EBZ,QUINDECAMINE,,,
AMX8J6YS1H,QUINDOXIN,AMX8J6YS1H,QUINDOXIN,Active Ingredient,,
Z0X4VT3Y1Q,QUINELORANE,Z0X4VT3Y1Q,QUINELORANE,Active Ingredient,,
JT5527J55O,QUINELORANE HYDROCHLORIDE,Z0X4VT3Y1Q,QUINELORANE,,,
422L8173W8,QUINESTRADOL,422L8173W8,QUINESTRADOL,Active Ingredient,,
JR0N7XD5GZ,QUINESTROL,JR0N7XD5GZ,QUINESTROL,Active Ingredient,,
455E0S048W,QUINETHAZONE,455E0S048W,QUINETHAZONE,Active Ingredient,,
005MIM19QV,QUINEZAMIDE,005MIM19QV,QUINEZAMIDE,Active Ingredient,,
O1ZB1046R1,QUINFAMIDE,O1ZB1046R1,QUINFAMIDE,Active Ingredient,,
1A635076CE,QUINGESTANOL,1A635076CE,QUINGESTANOL,Active Ingredient,,
0612VZ9I5Z,QUINGESTRONE,0612VZ9I5Z,QUINGESTRONE,Active Ingredient,,
P4A66LQ3QJ,QUINHYDRONE,XV74C1N1AE,HYDROQUINONE,,,
P4A66LQ3QJ,QUINHYDRONE,3T006GV98U,QUINONE,,,
ITX08688JL,QUINIDINE,ITX08688JL,QUINIDINE,Active Ingredient,,
6K043Q65TR,QUINIDINE BISULFATE,ITX08688JL,QUINIDINE,,,
R6875N380F,QUINIDINE GLUCONATE,ITX08688JL,QUINIDINE,Active Ingredient,,
S4P5V5597B,QUINIDINE HYDROCHLORIDE,ITX08688JL,QUINIDINE,,,
J13S2394HE,QUINIDINE SULFATE,ITX08688JL,QUINIDINE,Active Ingredient,,
A7V27PHC7A,QUININE,A7V27PHC7A,QUININE,Active Ingredient,,
42QO5P0NLM,QUININE ARSENITE,A7V27PHC7A,QUININE,,,
42QO5P0NLM,QUININE ARSENITE,N5509X556J,ARSENITE ION,,,
M7NJZ2VIKX,QUININE BENZOATE,A7V27PHC7A,QUININE,,,
M201HC068W,QUININE BISULFATE,A7V27PHC7A,QUININE,,,
L8D5LFU229,QUININE CITRATE,A7V27PHC7A,QUININE,,,
L2V8911157,QUININE ETHYLCARBONATE,A7V27PHC7A,QUININE,,,
F87792011E,QUININE FORMATE,A7V27PHC7A,QUININE,,,
VWF36Q4G6V,QUININE HYDROBROMIDE,A7V27PHC7A,QUININE,,,
711S8Y0T33,QUININE HYDROCHLORIDE,A7V27PHC7A,QUININE,,,
6DY04L71DR,QUININE SALICYLATE,O414PZ4LPZ,SALICYLIC ACID,,,
6DY04L71DR,QUININE SALICYLATE,A7V27PHC7A,QUININE,,,
KF7Z0E0Q2B,QUININE SULFATE,A7V27PHC7A,QUININE,Active Ingredient,,
CNG7995Y4B,QUINOCIDE,CNG7995Y4B,QUINOCIDE,Active Ingredient,,
3T006GV98U,QUINONE,3T006GV98U,QUINONE,Active Ingredient,,
SUC3551A8U,QUINOTOLAST,SUC3551A8U,QUINOTOLAST,Active Ingredient,,
20OP60125T,QUINPIROLE,20OP60125T,QUINPIROLE,Active Ingredient,,
T6I2W5V2K1,QUINPIROLE HYDROCHLORIDE,20OP60125T,QUINPIROLE,,,
100EPZ8Y7G,QUINTERENOL,100EPZ8Y7G,QUINTERENOL,Active Ingredient,,
X50ZS5010Z,QUINTIOFOS,X50ZS5010Z,QUINTIOFOS,Active Ingredient,,
29O61HFF4L,QUINUPRAMINE,29O61HFF4L,QUINUPRAMINE,Active Ingredient,,
23OW28RS7P,QUINUPRISTIN,23OW28RS7P,QUINUPRISTIN,Active Ingredient,,
4WCY05C0SJ,QUIPAZINE,4WCY05C0SJ,QUIPAZINE,Active Ingredient,,
JY444CK9IG,QUIPAZINE MALEATE,4WCY05C0SJ,QUIPAZINE,,,
60J29WG4Q6,QUISULTAZINE,60J29WG4Q6,QUISULTAZINE,Active Ingredient,,
7LA4O6Q0D3,QUIZARTINIB,7LA4O6Q0D3,QUIZARTINIB,Active Ingredient,,
WK7Q6ZIZ10,QUIZARTINIB DIHYDROCHLORIDE,7LA4O6Q0D3,QUIZARTINIB,,,
O5V0F26RUW,RABBIT,O5V0F26RUW,RABBIT,Active Ingredient,,
32828355LL,RABEPRAZOLE,32828355LL,RABEPRAZOLE,Active Ingredient,,
3L36P16U4R,RABEPRAZOLE SODIUM,32828355LL,RABEPRAZOLE,Active Ingredient,,
FK894Q51YE,RABIES VIRUS STRAIN FLURY LEP ANTIGEN (PROPIOLACTONE INACTIVATED),FK894Q51YE,RABIES VIRUS STRAIN FLURY LEP ANTIGEN (PROPIOLACTONE INACTIVATED),Active Ingredient,,
76K53XP4TO,RACECADOTRIL,76K53XP4TO,RACECADOTRIL,Active Ingredient,,
GFK50B8Y78,RACEFEMINE,GFK50B8Y78,RACEFEMINE,Active Ingredient,,
YS08XHA860,RACEMENTHOL,YS08XHA860,RACEMENTHOL,Active Ingredient,,
73JWT2K6T3,RACEMETHIONINE,73JWT2K6T3,RACEMETHIONINE,Active Ingredient,,
8YB8F78WM1,RACEMETHORPHAN,8YB8F78WM1,RACEMETHORPHAN,Active Ingredient,,
X88TTO174Z,RACEMETIROSINE,X88TTO174Z,RACEMETIROSINE,Active Ingredient,,
L3J8QT828G,RACEMORAMIDE,L3J8QT828G,RACEMORAMIDE,Active Ingredient,,
V7R79HN3XD,RACEMORPHAN,V7R79HN3XD,RACEMORPHAN,Active Ingredient,,
5URK043N48,RACEMORPHAN HYDROBROMIDE,V7R79HN3XD,RACEMORPHAN,,,
03VRY66076,RACEPHEDRINE,03VRY66076,RACEPHEDRINE,Active Ingredient,,
43SK4LAO7D,RACEPHEDRINE HYDROCHLORIDE,03VRY66076,RACEPHEDRINE,,,
730X185N08,RACEPHEDRINE SULFATE,03VRY66076,RACEPHEDRINE,,,
283383NO13,RACEPHENICOL,283383NO13,RACEPHENICOL,Active Ingredient,,
GR0L9S3J0F,RACEPINEPHRINE,GR0L9S3J0F,RACEPINEPHRINE,Active Ingredient,,
336096P2WE,RACEPINEPHRINE HYDROCHLORIDE,GR0L9S3J0F,RACEPINEPHRINE,Active Moiety,,
430K3SOZ7G,RACLOPRIDE,430K3SOZ7G,RACLOPRIDE,Active Ingredient,,
EXZ5FGZ55J,RACLOPRIDE TARTRATE,430K3SOZ7G,RACLOPRIDE,,,
57370OZ3P1,RACTOPAMINE,57370OZ3P1,RACTOPAMINE,Active Ingredient,,
309G9J93TP,RACTOPAMINE HYDROCHLORIDE,57370OZ3P1,RACTOPAMINE,,,
Q47741214K,RADAFAXINE,Q47741214K,RADAFAXINE,Active Ingredient,,
SYD411HZ3S,RADAFAXINE HYDROCHLORIDE,Q47741214K,RADAFAXINE,,,
2G222T03EY,RADEQUINIL,2G222T03EY,RADEQUINIL,Active Ingredient,,
53PC6LO35W,RADEZOLID,53PC6LO35W,RADEZOLID,Active Ingredient,,
37CW568NXL,RADEZOLID HYDROCHLORIDE,53PC6LO35W,RADEZOLID,,,
EM5RP35463,RADISH,EM5RP35463,RADISH,Active Ingredient,,
R74O7T8569,RADIUM BROMIDE,05456MVL7T,RADIUM CATION,,,
RJ00KV3VTG,RADIUM RA-223 DICHLORIDE,9H414A99MD,RADIUM RA-223 CATION,Active Ingredient,,
I284LJY110,RADOTINIB,I284LJY110,RADOTINIB,Active Ingredient,,
LN3E1Q0SU2,RAFABEGRON,LN3E1Q0SU2,RAFABEGRON,Active Ingredient,,
22F4FLA7DH,RAFOXANIDE,22F4FLA7DH,RAFOXANIDE,Active Ingredient,,
Q5ELR5A7Y5,RAGAGLITAZAR,Q5ELR5A7Y5,RAGAGLITAZAR,Active Ingredient,,
Q4MW9RM93A,RALITOLINE,Q4MW9RM93A,RALITOLINE,Active Ingredient,,
YX9162EO3I,RALOXIFENE,YX9162EO3I,RALOXIFENE,Active Ingredient,,
4F86W47BR6,RALOXIFENE HYDROCHLORIDE,YX9162EO3I,RALOXIFENE,Active Ingredient,,
22VKV8053U,RALTEGRAVIR,22VKV8053U,RALTEGRAVIR,Active Ingredient,,
43Y000U234,RALTEGRAVIR POTASSIUM,22VKV8053U,RALTEGRAVIR,Active Moiety,,
FCB9EGG971,RALTITREXED,FCB9EGG971,RALTITREXED,Active Ingredient,,
P1ALI72U6C,RAMATROBAN,P1ALI72U6C,RAMATROBAN,Active Ingredient,,
I8AB3P944K,RAMCICLANE,I8AB3P944K,RAMCICLANE,Active Ingredient,,
901AS54I69,RAMELTEON,901AS54I69,RAMELTEON,Active Ingredient,,
GKH2KOV2RF,RAMIFENAZONE,GKH2KOV2RF,RAMIFENAZONE,Active Ingredient,,
L35JN3I7SJ,RAMIPRIL,6N5U4QFC3G,RAMIPRILAT,Active Ingredient,,
6N5U4QFC3G,RAMIPRILAT,6N5U4QFC3G,RAMIPRILAT,Active Ingredient,,
957W618927,RAMIXOTIDINE,957W618927,RAMIXOTIDINE,Active Ingredient,,
Z8SRY7BR30,RAMNODIGIN,Z8SRY7BR30,RAMNODIGIN,Active Ingredient,,
0WX9996O2G,RAMOPLANIN,0WX9996O2G,RAMOPLANIN,Active Ingredient,,
7ZRO0SC54Y,RAMOSETRON,7ZRO0SC54Y,RAMOSETRON,Active Ingredient,,
9551LHD87E,RAMOSETRON HYDROCHLORIDE,7ZRO0SC54Y,RAMOSETRON,,,
D99YVK4L0X,RAMUCIRUMAB,D99YVK4L0X,RAMUCIRUMAB,Active Ingredient,,
29SUH5R3HU,RANCID BEEF,29SUH5R3HU,RANCID BEEF,Active Ingredient,,
K9CCS0RIBT,RANELIC ACID,K9CCS0RIBT,RANELIC ACID,Active Ingredient,,
ZL1R02VT79,RANIBIZUMAB,ZL1R02VT79,RANIBIZUMAB,Active Ingredient,,
RYH2T97J77,RANIMUSTINE,RYH2T97J77,RANIMUSTINE,Active Ingredient,,
67WQ9O91IO,RANIMYCIN,67WQ9O91IO,RANIMYCIN,Active Ingredient,,
Z26P56GFTV,RANIRESTAT,Z26P56GFTV,RANIRESTAT,Active Ingredient,,
884KT10YB7,RANITIDINE,884KT10YB7,RANITIDINE,Active Ingredient,,
7AJ51I17KG,RANITIDINE BISMUTH CITRATE,884KT10YB7,RANITIDINE,,,
BK76465IHM,RANITIDINE HYDROCHLORIDE,884KT10YB7,RANITIDINE,Active Moiety,,
A6IEZ5M406,RANOLAZINE,A6IEZ5M406,RANOLAZINE,Active Ingredient,,
F71253DJUN,RANOLAZINE HYDROCHLORIDE,A6IEZ5M406,RANOLAZINE,,,
AEQ8NXJ0MB,RANUNCULUS BULBOSUS,AEQ8NXJ0MB,RANUNCULUS BULBOSUS,Active Ingredient,,
GG1LBM463S,RAPACURONIUM,GG1LBM463S,RAPACURONIUM,Active Ingredient,,
65Q4QDG4KC,RAPACURONIUM BROMIDE,GG1LBM463S,RAPACURONIUM,,,
003N66TS6T,RASAGILINE,003N66TS6T,RASAGILINE,Active Ingredient,,
2V1ZE3067R,RASAGILINE HYDROCHLORIDE,003N66TS6T,RASAGILINE,,,
LH8C2JI290,RASAGILINE MESYLATE,003N66TS6T,RASAGILINE,Active Moiety,,
B9A329CN07,RASAGILINE TARTRATE,003N66TS6T,RASAGILINE,,,
08GY9K1EUO,RASBURICASE,08GY9K1EUO,RASBURICASE,Active Ingredient,,
66UCJ8Z8L1,RASEGLURANT,66UCJ8Z8L1,RASEGLURANT,Active Ingredient,,
4N14V5R27W,RASPBERRY,4N14V5R27W,RASPBERRY,Active Ingredient,,
O48UO55HR0,RATHYRONINE,O48UO55HR0,RATHYRONINE,Active Ingredient,,
Y69HPD48AI,RATTUS NORVEGICUS SKIN,Y69HPD48AI,RATTUS NORVEGICUS SKIN,Active Ingredient,,
4QJL8OX71Z,RAUBASINE,4QJL8OX71Z,RAUBASINE,Active Ingredient,,
H192N84N1G,RAUWOLFIA SERPENTINA,H192N84N1G,RAUWOLFIA SERPENTINA,Active Ingredient,,
9DL0X410PY,RAVATIRELIN,9DL0X410PY,RAVATIRELIN,Active Ingredient,,
95YH599JWV,RAVUCONAZOLE,95YH599JWV,RAVUCONAZOLE,Active Ingredient,,
794PGL549S,RAXIBACUMAB,794PGL549S,RAXIBACUMAB,Active Ingredient,,
TC0T0O9VYO,RAXOFELAST,TC0T0O9VYO,RAXOFELAST,Active Ingredient,,
3K2509846L,RAZAXABAN,3K2509846L,RAZAXABAN,Active Ingredient,,
7CLJ1MEZ8V,RAZAXABAN HYDROCHLORIDE,3K2509846L,RAZAXABAN,,,
UJ1O5LVT0G,RAZINODIL,UJ1O5LVT0G,RAZINODIL,Active Ingredient,,
LZ84VWN0U4,RAZOBAZAM,LZ84VWN0U4,RAZOBAZAM,Active Ingredient,,
5AR83PR647,RAZOXANE,5AR83PR647,RAZOXANE,Active Ingredient,,
26020H3Q1L,RAZUPENEM,26020H3Q1L,RAZUPENEM,Active Ingredient,,
LR583V32ZR,REBAMIPIDE,LR583V32ZR,REBAMIPIDE,Active Ingredient,,
1B47R6ZX4K,REBIMASTAT,1B47R6ZX4K,REBIMASTAT,Active Ingredient,,
947S0YZ36I,REBOXETINE,947S0YZ36I,REBOXETINE,Active Ingredient,,
L94J81YNNY,REBOXETINE MESYLATE,947S0YZ36I,REBOXETINE,,,
646KRE84ZG,RECAINAM,646KRE84ZG,RECAINAM,Active Ingredient,,
18KSR3844V,RECAINAM HYDROCHLORIDE,646KRE84ZG,RECAINAM,,,
WB7VU22TFF,RECAINAM TOSYLATE,646KRE84ZG,RECAINAM,,,
YJL42911RA,RECLAZEPAM,YJL42911RA,RECLAZEPAM,Active Ingredient,,
L9153EKV2Y,RED CLOVER,L9153EKV2Y,RED CLOVER,Active Ingredient,,
Q5YG47WU3D,RED CURRANT,Q5YG47WU3D,RED CURRANT,Active Ingredient,,
6M47G7C4SY,RED PEPPER,6M47G7C4SY,RED PEPPER,Active Ingredient,,
WF621S7K14,RED SNAPPER,WF621S7K14,RED SNAPPER,Active Ingredient,,
2XLN4Y044H,REGADENOSON,7AXV542LZ4,REGADENOSON ANHYDROUS,Active Moiety,,
7AXV542LZ4,REGADENOSON ANHYDROUS,7AXV542LZ4,REGADENOSON ANHYDROUS,Active Ingredient,,
P9UTN18JVV,REGLITAZAR,P9UTN18JVV,REGLITAZAR,Active Ingredient,,
24T2A1DOYB,REGORAFENIB,24T2A1DOYB,REGORAFENIB,Active Ingredient,,
MGN125FS9D,REGORAFENIB MONOHYDRATE,24T2A1DOYB,REGORAFENIB,Active Moiety,,
Q6C8TY6SW1,REGRELOR,Q6C8TY6SW1,REGRELOR,Active Ingredient,,
6MU6U599QZ,REGRELOR DISODIUM,Q6C8TY6SW1,REGRELOR,,,
TKD8LH0X2Z,REISHI,TKD8LH0X2Z,REISHI,Active Ingredient,,
BL51M8CB8R,RELACATIB,BL51M8CB8R,RELACATIB,Active Ingredient,,
C1GL8G6G0O,RELCOVAPTAN,C1GL8G6G0O,RELCOVAPTAN,Active Ingredient,,
E70CPL81IY,RELOMYCIN,E70CPL81IY,RELOMYCIN,Active Ingredient,,
EH6763C1IC,REMACEMIDE,EH6763C1IC,REMACEMIDE,Active Ingredient,,
I1ST2B6HIM,REMACEMIDE HYDROCHLORIDE,EH6763C1IC,REMACEMIDE,,,
P10582JYYK,REMIFENTANIL,P10582JYYK,REMIFENTANIL,Active Ingredient,,
5V444H5WIC,REMIFENTANIL HYDROCHLORIDE,P10582JYYK,REMIFENTANIL,Active Moiety,,
LC7FBL96A4,REMIKIREN,LC7FBL96A4,REMIKIREN,Active Ingredient,,
