mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,
632201,STATEX-SUPPOSITORIES 10MG (morphine sulfate 10 mg suppository) PALADIN LABS INC,NA,NA,ACTIVE,19851231,DIN,632201,STATEX-SUPPOSITORIES 10MG,
2381060,PMS-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20120613,DIN,2381060,PMS-ATOMOXETINE,
2438739,VAN-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) VANC PHARMACEUTICALS INC,NA,NA,ACTIVE,20160201,DIN,2438739,VAN-CITALOPRAM,
2425165,AURO-GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) AURO PHARMA INC,NA,NA,ACTIVE,20140612,DIN,2425165,AURO-GALANTAMINE ER,
2303728,RAN-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20080124,DIN,2303728,RAN-CIPROFLOX,
2130157,ALLOPURINOL-200 (allopurinol 200 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,19951231,DIN,2130157,ALLOPURINOL-200,
2394936,SEEBRI BREEZHALER (glycopyrronium (glycopyrronium bromide) 50 mcg inhalation powder capsule) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,20130114,DIN,2394936,SEEBRI BREEZHALER,
2244495,TEVA-LEVOCARBIDOPA (carbidopa 25 mg and levodopa 100 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20020705,DIN,2244495,TEVA-LEVOCARBIDOPA,
2231506,PMS-DICLOFENAC (diclofenac sodium 50 mg suppository) PHARMASCIENCE INC,NA,NA,ACTIVE,19980807,DIN,2231506,PMS-DICLOFENAC,
2405148,AURO-SIMVASTATIN (simvastatin 5 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20130708,DIN,2405148,AURO-SIMVASTATIN,
2392127,BIO-AMLODIPINE (amlodipine (amlodipine besylate) 2.5 mg oral tablet) BIOMED PHARMA,NA,NA,ACTIVE,20130115,DIN,2392127,BIO-AMLODIPINE,
690791,RATIO-MORPHINE (morphine hydrochloride 20 mg per mL syrup) TEVA CANADA LIMITED,NA,NA,ACTIVE,19861231,DIN,690791,RATIO-MORPHINE,
2378981,MYLAN-ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120131,DIN,2378981,MYLAN-ATOMOXETINE,
2249731,DOM-PRAVASTATIN (pravastatin sodium 20 mg oral tablet) DOMINION PHARMACAL,NA,NA,ACTIVE,20040512,DIN,2249731,DOM-PRAVASTATIN,
2240552,RISPERDAL (risperidone 0.5 mg oral tablet) JANSSEN INC,NA,NA,ACTIVE,19990917,DIN,2240552,RISPERDAL,
2418282,ULTIBRO BREEZHALER (glycopyrronium (glycopyrronium bromide) 50 mcg and indacaterol (indacaterol maleate) 110 mcg inhalation powder capsule) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,20140305,DIN,2418282,ULTIBRO BREEZHALER,
2240908,APO-PAROXETINE (paroxetine (paroxetine hydrochloride) 20 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20031024,DIN,2240908,APO-PAROXETINE,
2387131,SANDOZ CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic drops) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20120703,DIN,2387131,SANDOZ CIPROFLOXACIN,
2316307,SANDOZ DORZOLAMIDE (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20101025,DIN,2316307,SANDOZ DORZOLAMIDE,
2177153,APO-BROMAZEPAM - TAB 1.5MG (bromazepam 1.5 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19951231,DIN,2177153,APO-BROMAZEPAM - TAB 1.5MG,
2442973,ENALAPRIL (enalapril sodium 8 mg oral tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20150810,DIN,2442973,ENALAPRIL,
695432,QUININE - ODAN (quinine sulfate 300 mg oral tablet) ODAN LABORATORIES LTD,NA,NA,ACTIVE,20011108,DIN,695432,QUININE - ODAN,
2332450,ANACIN (acetylsalicylic acid 325 mg and caffeine 32 mg oral tablet) PALADIN LABS INC,NA,NA,ACTIVE,20110105,DIN,2332450,ANACIN,
2288923,TEVA-CELECOXIB (celecoxib 200 mg oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,20141117,DIN,2288923,TEVA-CELECOXIB,
2242814,APO-LACTULOSE (lactulose 667 mg per mL oral solution) APOTEX INC,NA,NA,ACTIVE,20010219,DIN,2242814,APO-LACTULOSE,
535427,RATIO-ECTOSONE MILD CREAM 0.05% (betamethasone (betamethasone valerate) 0.05 % cutaneous cream) TEVA CANADA LIMITED,NA,NA,ACTIVE,19811231,DIN,535427,RATIO-ECTOSONE MILD CREAM 0.05%,
2421488,PMS-LEVOCARB CR (carbidopa 25 mg and levodopa 100 mg prolonged-release oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20140319,DIN,2421488,PMS-LEVOCARB CR,
15547,KEFLEX (cephalexin 125 mg per 5 mL oral suspension) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,15547,KEFLEX,
2431408,VAN-GABAPENTIN (gabapentin 100 mg oral capsule) VANC PHARMACEUTICALS INC,NA,NA,ACTIVE,20150610,DIN,2431408,VAN-GABAPENTIN,
2243771,RATIO-ACLAVULANATE (amoxicillin (amoxicillin trihydrate) 500 mg and clavulanic acid (potassium clavulanate) 125 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20010426,DIN,2243771,RATIO-ACLAVULANATE,
2212048,PMS-CYCLOBENZAPRINE - TAB 10MG (cyclobenzaprine hydrochloride 10 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,19961231,DIN,2212048,PMS-CYCLOBENZAPRINE - TAB 10MG,
2453452,APO-OLMESARTAN (olmesartan medoxomil 20 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20170531,DIN,2453452,APO-OLMESARTAN,
2243595,ASMANEX TWISTHALER (mometasone furoate 200 mcg per actuation inhalation powder) MERCK CANADA INC,NA,NA,ACTIVE,20111221,DIN,2243595,ASMANEX TWISTHALER,
2317060,PMS-IRBESARTAN (irbesartan 75 mg oral tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20110324,DIN,2317060,PMS-IRBESARTAN,
2029529,SOFLAX (docusate sodium 200 mg oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,19980416,DIN,2029529,SOFLAX,
2396947,ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) PRO DOC LIMITEE,NA,NA,ACTIVE,20121129,DIN,2396947,ATOMOXETINE,
2274191,ACT LEVETIRACETAM (levetiracetam 500 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20051207,DIN,2274191,ACT LEVETIRACETAM,
2245329,FOSAMAX (alendronic acid (alendronate sodium) 70 mg oral tablet) MERCK CANADA INC,NA,NA,ACTIVE,20020214,DIN,2245329,FOSAMAX,
667080,FUROSEMIDE-80 TAB 80MG (furosemide 80 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,19951231,DIN,667080,FUROSEMIDE-80 TAB 80MG,
2312433,PRADAXA (dabigatran etexilate (dabigatran etexilate mesilate) 75 mg oral capsule) BOEHRINGER INGELHEIM (CANADA) LTD LTEE,NA,NA,ACTIVE,20080703,DIN,2312433,PRADAXA,
2247499,CLIMARA 25 (estradiol (estradiol hemihydrate) 25 mcg per 24 hour transdermal patch) BAYER INC,NA,NA,ACTIVE,20040312,DIN,2247499,CLIMARA 25,
2277166,BIPHENTIN (methylphenidate hydrochloride 10 mg prolonged-release oral capsule) PURDUE PHARMA,NA,NA,ACTIVE,20060801,DIN,2277166,BIPHENTIN,
2388790,LOSARTAN (losartan potassium 25 mg oral tablet) SIVEM PHARMACEUTICALS ULC,NA,NA,ACTIVE,20120705,DIN,2388790,LOSARTAN,
2242783,RIVA-METFORMIN (metformin hydrochloride 850 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20011018,DIN,2242783,RIVA-METFORMIN,
2291878,ACT ENALAPRIL (enalapril sodium (enalapril maleate) 2 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20071017,DIN,2291878,ACT ENALAPRIL,
653241,RATIO-LENOLTEC NO 2 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,19861231,DIN,653241,RATIO-LENOLTEC NO 2,
2122081,ROLENE OINTMENT (betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2122081,ROLENE OINTMENT,
2450364,BIO-LEVETIRACETAM (levetiracetam 750 mg oral tablet) BIOMED PHARMA,NA,NA,ACTIVE,20170622,DIN,2450364,BIO-LEVETIRACETAM,
2357178,JAMP-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20111006,DIN,2357178,JAMP-SERTRALINE,
2250675,EURO-ASA CHEWABLE TABLET (acetylsalicylic acid 80 mg chewable tablet) EURO-PHARM INTERNATIONAL CANADA INC,NA,NA,ACTIVE,20040402,DIN,2250675,EURO-ASA CHEWABLE TABLET,
2370522,ACT DILTIAZEM T (diltiazem hydrochloride 360 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20111006,DIN,2370522,ACT DILTIAZEM T,
2368560,JAMP-MIRTAZAPINE (mirtazapine 15 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,INACTIVE,20170807,DIN,2368560,JAMP-MIRTAZAPINE,
2290375,VOLTAREN EMULGEL (diclofenac diethylamine 1.16 % cutaneous gel) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,NA,NA,ACTIVE,20080902,DIN,2290375,VOLTAREN EMULGEL,
2271931,ACT ZOPICLONE (zopiclone 5 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20051111,DIN,2271931,ACT ZOPICLONE,
2350750,NAPROXEN (naproxen 250 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100615,DIN,2350750,NAPROXEN,
2261995,APO-LISINOPRIL/HCTZ (hydrochlorothiazide 25 mg and lisinopril 20 mg oral tablet) APOTEX INC,NA,NA,INACTIVE,20170804,DIN,2261995,APO-LISINOPRIL/HCTZ,
2426595,VAN-LOSARTAN (losartan potassium 25 mg oral tablet) VANC PHARMACEUTICALS INC,NA,NA,ACTIVE,20150608,DIN,2426595,VAN-LOSARTAN,
2421399,MINT-PAROXETINE (paroxetine (paroxetine hydrochloride hemihydrate) 30 mg oral tablet) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20140317,DIN,2421399,MINT-PAROXETINE,
2257734,ACT METFORMIN (metformin hydrochloride 850 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20041105,DIN,2257734,ACT METFORMIN,
2423413,MYLAN-RIVASTIGMINE PATCH 5 (rivastigmine 4.6 mg per 24 hour transdermal patch) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,20161205,DIN,2423413,MYLAN-RIVASTIGMINE PATCH 5,
2242275,TIMOLOL MALEATE-EX (timolol (timolol maleate) 0.25 % prolonged-release eye drops) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20030430,DIN,2242275,TIMOLOL MALEATE-EX,
2245386,SYMBICORT 200 TURBUHALER (budesonide 200 mcg per actuation and formoterol fumarate dihydrate 6 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,20020208,DIN,2245386,SYMBICORT 200 TURBUHALER,
805009,TEVA-TOPISONE (betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment) TEVA CANADA LIMITED,NA,NA,ACTIVE,19901231,DIN,805009,TEVA-TOPISONE,
2397498,MYLAN-GABAPENTIN (gabapentin 800 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,INACTIVE,20170922,DIN,2397498,MYLAN-GABAPENTIN,
2316021,TEVA-IRBESARTAN/HCTZ (hydrochlorothiazide 12.5 mg and irbesartan 300 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20110321,DIN,2316021,TEVA-IRBESARTAN/HCTZ,
2438259,RAN-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20160502,DIN,2438259,RAN-DULOXETINE,
2362759,GD-AMLODIPINE/ATORVASTATIN (amlodipine (amlodipine besylate) 5 mg and atorvastatin (atorvastatin calcium) 10 mg oral tablet) GENMED A DIVISION OF PFIZER CANADA INC,NA,NA,ACTIVE,20110725,DIN,2362759,GD-AMLODIPINE/ATORVASTATIN,
2210347,MYLAN-VERAPAMIL SR (verapamil hydrochloride 120 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,ACTIVE,19961231,DIN,2210347,MYLAN-VERAPAMIL SR,
2282178,APO-RISPERIDONE (risperidone 4 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20060705,DIN,2282178,APO-RISPERIDONE,
2422069,CANDESARTAN (candesartan cilexetil 32 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20140605,DIN,2422069,CANDESARTAN,
2401290,JAMP-IBUPROFEN (ibuprofen 400 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20140107,DIN,2401290,JAMP-IBUPROFEN,
2353199,QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100726,DIN,2353199,QUETIAPINE,
2177757,M-ESLON (morphine sulfate 200 mg prolonged-release oral capsule) ETHYPHARM INC,NA,NA,ACTIVE,19951231,DIN,2177757,M-ESLON,
2155974,CIPRO (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) BAYER INC,NA,NA,ACTIVE,19961011,DIN,2155974,CIPRO,
2315653,MINT-TOPIRAMATE (topiramate 100 mg oral tablet) MINT PHARMACEUTICALS INC,NA,NA,ACTIVE,20081001,DIN,2315653,MINT-TOPIRAMATE,
2375060,MAR-SIMVASTATIN (simvastatin 40 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20121220,DIN,2375060,MAR-SIMVASTATIN,
2139391,APO-BACLOFEN TABLETS - 20MG (baclofen 20 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,19941231,DIN,2139391,APO-BACLOFEN TABLETS - 20MG,
1908189,ALPRAZOLAM-0.25 (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,19911231,DIN,1908189,ALPRAZOLAM-0.25,
2462346,AMPICILLIN SODIUM FOR INJECTION BP (ampicillin (ampicillin sodium) 2 g per vial powder for solution for injection) AURO PHARMA INC,NA,NA,ACTIVE,20171020,DIN,2462346,AMPICILLIN SODIUM FOR INJECTION BP,
2355760,PMS-DILTIAZEM CD (diltiazem hydrochloride 180 mg modified-release oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20101019,DIN,2355760,PMS-DILTIAZEM CD,
2466171,JAMP-CETIRIZINE (cetirizine hydrochloride 20 mg oral tablet) JAMP PHARMA CORPORATION,NA,NA,ACTIVE,20171005,DIN,2466171,JAMP-CETIRIZINE,
2440512,STUBBORN ACNE SPOT GEL (benzoyl peroxide 5 % cutaneous gel) JOHNSON & JOHNSON INC,NA,NA,ACTIVE,20160118,DIN,2440512,STUBBORN ACNE SPOT GEL,
2350440,DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100512,DIN,2350440,DOMPERIDONE,
2417685,VIDEXTRA (vitamin D3 10000 unit oral tablet) ORIMED PHARMA INC,NA,NA,ACTIVE,20140320,DIN,2417685,VIDEXTRA,
2415208,AURO-PANTOPRAZOLE (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg gastro-resistant tablet) AURO PHARMA INC,NA,NA,ACTIVE,20160206,DIN,2415208,AURO-PANTOPRAZOLE,
2437945,PANTOPRAZOLE (pantoprazole (pantoprazole sodium sesquihydrate) 40 mg gastro-resistant tablet) PHARMASCIENCE INC,NA,NA,ACTIVE,20150520,DIN,2437945,PANTOPRAZOLE,
2450119,PRIVA-GABAPENTIN (gabapentin 400 mg oral capsule) PHARMAPAR INC,NA,NA,ACTIVE,20170622,DIN,2450119,PRIVA-GABAPENTIN,
2425548,RAN-RAMIPRIL (ramipril 15 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20141124,DIN,2425548,RAN-RAMIPRIL,
2351404,METOPROLOL SR (metoprolol tartrate 100 mg prolonged-release oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20101015,DIN,2351404,METOPROLOL SR,
2339242,VENLAFAXINE XR (venlafaxine (venlafaxine hydrochloride) 37.5 mg prolonged-release oral capsule) PRO DOC LIMITEE,NA,NA,ACTIVE,20100203,DIN,2339242,VENLAFAXINE XR,
2459361,ODAN-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg per 5 mL oral solution) ODAN LABORATORIES LTD,NA,NA,ACTIVE,20170124,DIN,2459361,ODAN-FLUOXETINE,
2421658,NIFEDIPINE ER (nifedipine 60 mg prolonged-release oral tablet) PRO DOC LIMITEE,NA,NA,ACTIVE,20150113,DIN,2421658,NIFEDIPINE ER,
2274574,GD-AZITHROMYCIN (azithromycin 200 mg per 5 mL oral suspension) GENMED A DIVISION OF PFIZER CANADA INC,NA,NA,ACTIVE,20131104,DIN,2274574,GD-AZITHROMYCIN,
2247297,RIVA-SIMVASTATIN (simvastatin 5 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20030310,DIN,2247297,RIVA-SIMVASTATIN,
2426978,VAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) VANC PHARMACEUTICALS INC,NA,NA,ACTIVE,20150521,DIN,2426978,VAN-CIPROFLOXACIN,
2432552,VAN-GABAPENTIN (gabapentin 800 mg oral tablet) VANC PHARMACEUTICALS INC,NA,NA,INACTIVE,20170803,DIN,2432552,VAN-GABAPENTIN,
2273381,APO-AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) APOTEX INC,NA,NA,ACTIVE,20090709,DIN,2273381,APO-AMLODIPINE,
2440423,APO-DULOXETINE (duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule) APOTEX INC,NA,NA,ACTIVE,20160503,DIN,2440423,APO-DULOXETINE,
884340,ZOCOR (simvastatin 20 mg oral tablet) MERCK CANADA INC,NA,NA,ACTIVE,19941231,DIN,884340,ZOCOR,
692689,APO-THEO-LA SRT 100MG (theophylline 100 mg prolonged-release oral tablet) APOTEX INC,NA,NA,ACTIVE,19931231,DIN,692689,APO-THEO-LA SRT 100MG,
2277158,BIPHENTIN (methylphenidate hydrochloride 20 mg prolonged-release oral capsule) PURDUE PHARMA,NA,NA,ACTIVE,20060801,DIN,2277158,BIPHENTIN,
2328437,CHILDREN'S ADVIL FEVER FROM COLDS OR FLU (ibuprofen 100 mg per 5 mL oral suspension) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,NA,NA,ACTIVE,20091105,DIN,2328437,CHILDREN'S ADVIL FEVER FROM COLDS OR FLU,
2200864,CILOXAN (ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,19981007,DIN,2200864,CILOXAN,
2359596,PMS-PREGABALIN (pregabalin 25 mg oral capsule) PHARMASCIENCE INC,NA,NA,ACTIVE,20130214,DIN,2359596,PMS-PREGABALIN,
2420864,ABILIFY MAINTENA (aripiprazole 300 mg per vial powder for prolonged-release suspension for injection with diluent solution) OTSUKA PHARMACEUTICAL CO LTD,NA,NA,ACTIVE,20140327,DIN,2420864,ABILIFY MAINTENA,
2361434,RAN-CLARITHROMYCIN (clarithromycin 500 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20110201,DIN,2361434,RAN-CLARITHROMYCIN,
2416816,SANDOZ TACROLIMUS (tacrolimus (tacrolimus monohydrate) 0.5 mg oral capsule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20140611,DIN,2416816,SANDOZ TACROLIMUS,
2359456,DAXAS (roflumilast 500 mcg oral tablet) ASTRAZENECA CANADA INC,NA,NA,ACTIVE,20101230,DIN,2359456,DAXAS,
2337428,SANDOZ IRBESARTAN HCT (hydrochlorothiazide 12.5 mg and irbesartan 150 mg oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20110321,DIN,2337428,SANDOZ IRBESARTAN HCT,
2301490,CYMBALTA (duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule) ELI LILLY CANADA INC,NA,NA,ACTIVE,20080118,DIN,2301490,CYMBALTA,
2287048,BACLOFEN (baclofen 20 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20100225,DIN,2287048,BACLOFEN,
2237246,FLOVENT DISKUS (fluticasone propionate 250 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC,NA,NA,ACTIVE,19980402,DIN,2237246,FLOVENT DISKUS,
2375044,MAR-SIMVASTATIN (simvastatin 10 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20121220,DIN,2375044,MAR-SIMVASTATIN,
507407,DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC,NA,NA,ACTIVE,19831231,DIN,507407,DALMACOL,
2302136,TEVA-LISINOPRIL/HCTZ (TYPE P) (hydrochlorothiazide 12.5 mg and lisinopril (lisinopril dihydrate) 10 mg oral tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,20071122,DIN,2302136,TEVA-LISINOPRIL/HCTZ (TYPE P),
2273217,ENABLEX (darifenacin (darifenacin hydrobromide) 7.5 mg prolonged-release oral tablet) MERUS LABS LUXCO S. A R.L.,NA,NA,ACTIVE,20060406,DIN,2273217,ENABLEX,
2245159,SANDOZ SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20020213,DIN,2245159,SANDOZ SERTRALINE,
397431,LOPRESOR 100MG (metoprolol tartrate 100 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,NA,NA,ACTIVE,19771231,DIN,397431,LOPRESOR 100MG,
2257106,MYLAN-PRAVASTATIN (pravastatin sodium 20 mg oral tablet) MYLAN PHARMACEUTICALS ULC,NA,NA,INACTIVE,20171017,DIN,2257106,MYLAN-PRAVASTATIN,
2042487,MARVELON 21 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) MERCK CANADA INC,NA,NA,ACTIVE,19931231,DIN,2042487,MARVELON 21,
2365650,TARO-ANASTROZOLE (anastrozole 1 mg oral tablet) TARO PHARMACEUTICALS INC,NA,NA,ACTIVE,20121025,DIN,2365650,TARO-ANASTROZOLE,
2046687,PMS-ACETAMINOPHEN SUPPOSITORIES 325MG (acetaminophen 325 mg suppository) PHARMASCIENCE INC,NA,NA,ACTIVE,19931231,DIN,2046687,PMS-ACETAMINOPHEN SUPPOSITORIES 325MG,
2425319,RIVA-IRBESARTAN (irbesartan 75 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2425319,RIVA-IRBESARTAN,
2306069,PMS-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) PHARMASCIENCE INC,NA,NA,INACTIVE,20170803,DIN,2306069,PMS-RIVASTIGMINE,
2248107,ACT SIMVASTATIN (simvastatin 80 mg oral tablet) ACTAVIS PHARMA COMPANY,NA,NA,ACTIVE,20030926,DIN,2248107,ACT SIMVASTATIN,
2122030,ROSONE LOTION (betamethasone (betamethasone dipropionate) 0.05 % lotion) LABORATOIRE RIVA INC,NA,NA,INACTIVE,20170705,DIN,2122030,ROSONE LOTION,
2362228,ACÉTAMINOPHÈNE CAPLET 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC,NA,NA,ACTIVE,20141201,DIN,2362228,ACÉTAMINOPHÈNE CAPLET 500,
2335085,JAMP DOCUSATE SODIUM 250MG SOFTGELS (docusate sodium 250 mg oral capsule) JAMP PHARMA CORPORATION,NA,NA,INACTIVE,20170807,DIN,2335085,JAMP DOCUSATE SODIUM 250MG SOFTGELS,
342106,TEVA-CEPHALEXIN 125 (cephalexin (cephalexin monohydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED,NA,NA,ACTIVE,19821231,DIN,342106,TEVA-CEPHALEXIN 125,
2444313,PRIVA-PAROXETINE (paroxetine (paroxetine hydrochloride hemihydrate) 10 mg oral tablet) PHARMAPAR INC,NA,NA,ACTIVE,20161221,DIN,2444313,PRIVA-PAROXETINE,
2319063,RAN-GABAPENTIN (gabapentin 300 mg oral capsule) RANBAXY PHARMACEUTICALS CANADA INC.,NA,NA,ACTIVE,20090107,DIN,2319063,RAN-GABAPENTIN,
586668,FUCIDIN CREAM 2% (fusidic acid 2 % cutaneous cream) LEO PHARMA INC,NA,NA,ACTIVE,19841231,DIN,586668,FUCIDIN CREAM 2%,
2394480,AURO-LISINOPRIL (lisinopril (lisinopril dihydrate) 10 mg oral tablet) AURO PHARMA INC,NA,NA,ACTIVE,20130212,DIN,2394480,AURO-LISINOPRIL,
2396343,MAR-ALLOPURINOL (allopurinol 300 mg oral tablet) MARCAN PHARMACEUTICALS INC,NA,NA,ACTIVE,20130417,DIN,2396343,MAR-ALLOPURINOL,
2244790,SANDOZ MORPHINE SR (morphine sulfate 15 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED,NA,NA,ACTIVE,20011114,DIN,2244790,SANDOZ MORPHINE SR,
216666,NOVASEN (acetylsalicylic acid 325 mg gastro-resistant tablet) TEVA CANADA LIMITED,NA,NA,ACTIVE,19761231,DIN,216666,NOVASEN,
2427648,LOSARTAN/HCTZ (hydrochlorothiazide 12.5 mg and losartan potassium 50 mg oral tablet) SANIS HEALTH INC,NA,NA,ACTIVE,20140725,DIN,2427648,LOSARTAN/HCTZ,
706531,PDP-BENZTROPINE (benztropine mesylate 1 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC,NA,NA,ACTIVE,19871231,DIN,706531,PDP-BENZTROPINE,
2412195,TEVA-TOLTERODINE LA (tolterodine tartrate 2 mg prolonged-release oral capsule) TEVA CANADA LIMITED,NA,NA,ACTIVE,20151216,DIN,2412195,TEVA-TOLTERODINE LA,
2315637,ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER (benzalkonium chloride 0.1 % cutaneous liquid) RUBBERMAID COMMERCIAL PRODUCTS LLC,NA,NA,ACTIVE,20100504,DIN,2315637,ENRICHED FOAM ALCOHOL-FREE HAND SANITIZER,
