mp_code,mp_formal_name,changes,QA Comments
2418401,ANORO ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder) GLAXOSMITHKLINE INC,"tm_code: ""8001064"" -> ""8001090""
tm_formal_name: ""umeclidinium (umeclidinium bromide) and vilanterol (vilanterol trifenatate)"" -> ""umeclidinium and vilanterol""",
2419173,JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) JAMP PHARMA CORPORATION,ADDED,
2419173,JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) JAMP PHARMA CORPORATION,ADDED,
2419521,MINT-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) MINT PHARMACEUTICALS INC,ADDED,
2419726,APO-EXEMESTANE (exemestane 25 mg oral tablet) APOTEX INC,ADDED,
2419750,X-GUARD HAND SANITIZING WIPES (benzalkonium chloride 0.12 % wipe) ARTEMIS BIO SOLUTIONS,ADDED,
2419807,OVERNIGHT ACNE CONTROL (benzoyl peroxide 2.5 % cutaneous gel) JOHNSON & JOHNSON INC,ADDED,
2420287,JAMP-TOBRAMYCIN (tobramycin 40 mg per mL solution for injection) JAMP PHARMA CORPORATION,ADDED,
2420414,JAMP-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) JAMP PHARMA CORPORATION,ADDED,
2420422,JAMP-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) JAMP PHARMA CORPORATION,ADDED,
2420678,RODAN+FIELDS UNBLEMISH (benzoyl peroxide 2.5 % NA) RODAN & FIELDS LLC,ADDED,
2420813,RECLIPSEN 21 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) ACTAVIS PHARMA COMPANY,"ntp_code: ""9006557"" -> ""9008751""",
2421208,ONRELTEA (brimonidine (brimonidine tartrate) 0.33 % cutaneous gel) GALDERMA CANADA INC,ADDED,
2421402,ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) SANIS HEALTH INC,ADDED,
2421410,ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) SANIS HEALTH INC,ADDED,
2421534,NAT-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) NATCO PHARMA (CANADA) INC,ADDED,
2421585,NAT-LETROZOLE (letrozole 2.5 mg oral tablet) NATCO PHARMA (CANADA) INC,ADDED,
2421623,JAMP-ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) JAMP PHARMA CORPORATION,ADDED,
2422298,"CEFUROXIME FOR INJECTION, USP (cefuroxime (cefuroxime sodium) 750 mg per vial powder for solution for injection) STERIMAX INC","tm_code: ""8001059"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime sodium)"" -> ""cefuroxime""",
2422301,"CEFUROXIME FOR INJECTION, USP (cefuroxime (cefuroxime sodium) 1.5 g per vial powder for solution for injection) STERIMAX INC","tm_code: ""8001059"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime sodium)"" -> ""cefuroxime""",
2422328,"CEFUROXIME FOR INJECTION, USP (cefuroxime (cefuroxime sodium) 7.5 g per vial powder for solution for injection) STERIMAX INC","tm_code: ""8001059"" -> ""8001076""
tm_formal_name: ""cefuroxime (cefuroxime sodium)"" -> ""cefuroxime""",
2423413,MYLAN-RIVASTIGMINE PATCH 5 (rivastigmine 4.6 mg per 24 hour transdermal patch) MYLAN PHARMACEUTICALS ULC,"ntp_code: ""9006598"" -> ""9011710""",
2423421,MYLAN-RIVASTIGMINE PATCH 10 (rivastigmine 9.5 mg per 24 hour transdermal patch) MYLAN PHARMACEUTICALS ULC,"ntp_code: ""9006599"" -> ""9011711""",
2423596,INCRUSE ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder) GLAXOSMITHKLINE INC,"mp_formal_name: ""INCRUSE ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""INCRUSE ELLIPTA (umeclidinium (umeclidinium bromide) 62.5 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC""
ntp_code: ""9005706"" -> ""9012402""
ntp_formal_name: ""umeclidinium (umeclidinium bromide) 62.5 mcg inhalation powder"" -> ""umeclidinium (umeclidinium bromide) 62.5 mcg per actuation inhalation powder""
tm_code: ""8001065"" -> ""8001089""
tm_formal_name: ""umeclidinium (umeclidinium bromide)"" -> ""umeclidinium""",
2423758,MIDAZOLAM INJECTION (midazolam 1 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
2423766,MIDAZOLAM INJECTION (midazolam 5 mg per mL solution for injection) PFIZER CANADA INC,ADDED,
2424029,ALMOTRIPTAN (almotriptan (almotriptan malate) 12.5 mg oral tablet) PRO DOC LIMITEE,ADDED,
2424703,WOMEN'S ROGAINE FOAM 5% (minoxidil 5 % cutaneous foam) JOHNSON & JOHNSON INC,"ntp_code: ""9005133"" -> ""9010666""",
2424835,DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED,"ntp_code: ""9001442"" -> ""9009350""",
2424843,DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED,"ntp_code: ""9001442"" -> ""9009350""",
2424924,DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED,"ntp_code: ""9001442"" -> ""9009350""",
2425009,CONTINGENCY ONE (levonorgestrel 1.5 mg oral tablet) MYLAN PHARMACEUTICALS ULC,ADDED,
2425017,RAN-CYPROTERONE/ETHINYL ESTRADIOL (cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,"ntp_code: ""9000797"" -> ""9008629""",
2425483,INVOKANA (canagliflozin 100 mg oral tablet) JANSSEN INC,ADDED,
2425491,INVOKANA (canagliflozin 300 mg oral tablet) JANSSEN INC,ADDED,
2426293,SANDOZ RIVASTIGMINE PATCH 5 (rivastigmine 4.6 mg per 24 hour transdermal patch) SANDOZ CANADA INCORPORATED,"ntp_code: ""9006598"" -> ""9011710""",
2426307,SANDOZ RIVASTIGMINE PATCH 10 (rivastigmine 9.5 mg per 24 hour transdermal patch) SANDOZ CANADA INCORPORATED,"ntp_code: ""9006599"" -> ""9011711""",
2427567,AURO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule) AURO PHARMA INC,"ntp_code: ""9000900"" -> ""9011704""",
2427575,AURO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) AURO PHARMA INC,"ntp_code: ""9000901"" -> ""9011706""",
2427583,AURO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) AURO PHARMA INC,"ntp_code: ""9000902"" -> ""9011707""",
2427591,AURO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) AURO PHARMA INC,"ntp_code: ""9000903"" -> ""9011708""",
2427818,VAN-ANASTROZOLE (anastrozole 1 mg oral tablet) VANC PHARMACEUTICALS INC,ADDED,
2428156,VAN-LETROZOLE (letrozole 2.5 mg oral tablet) VANC PHARMACEUTICALS INC,ADDED,
2428237,JAMP-ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) JAMP PHARMA CORPORATION,ADDED,
2428458,OIL-FREE ACNE CLEANSER (benzoyl peroxide 2.5 % lotion) ACNEFREE CANADA,ADDED,
2428474,SEPTA-ZOLMITRIPTAN-ODT (zolmitriptan 2.5 mg orodispersible tablet) SEPTA PHARMACEUTICALS INC,ADDED,
2430592,AURO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 250 mg oral tablet) AURO PHARMA INC,ADDED,
2430606,AURO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 500 mg oral tablet) AURO PHARMA INC,ADDED,
2430614,AURO-LEVOFLOXACIN (levofloxacin (levofloxacin hemihydrate) 750 mg oral tablet) AURO PHARMA INC,ADDED,
2430940,TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.3 mg per 0.3 mL solution for injection syringe) TARO PHARMACEUTICALS INC,"mp_formal_name: ""TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.3 mg per 0.3 mL solution for injection syringe) TARO PHARMACEUTICALS INC"" -> ""TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe) TARO PHARMACEUTICALS INC""
ntp_code: ""9000147"" -> ""9001299""
ntp_formal_name: ""epinephrine 0.3 mg per 0.3 mL solution for injection syringe"" -> ""epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe""",
2430959,TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.045 mg per 0.3 mL solution for injection syringe) TARO PHARMACEUTICALS INC,"mp_formal_name: ""TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.045 mg per 0.3 mL solution for injection syringe) TARO PHARMACEUTICALS INC"" -> ""TARO-EPINEPHRINE AUTO-INJECTOR (epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe) TARO PHARMACEUTICALS INC""
ntp_code: ""9006203"" -> ""9001298""
ntp_formal_name: ""epinephrine 0.045 mg per 0.3 mL solution for injection syringe"" -> ""epinephrine 0.15 mg per 0.3 mL solution for injection 0.3 mL syringe""",
2431483,SOLUPREP AQ SWAB (chlorhexidine gluconate 2 % swab) 3M CANADA COMPANY,ADDED,
2431491,SOLUPREP AQ WIPE (chlorhexidine gluconate 2 % wipe) 3M CANADA COMPANY,ADDED,
2432161,LYSOL BRAND III NO-TOUCH ANTIBACTERIAL HAND SOAP (benzalkonium chloride 0.1 % cutaneous solution) RECKITT BENCKISER (CANADA) INC,ADDED,
2432749,SANIMOR ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS | SANIMOR ALCOHOL FREE FOAMING HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD,ADDED,
2432803,EXELON PATCH 15 (rivastigmine 13.3 mg per 24 hour transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC,"ntp_code: ""9006612"" -> ""9011709""",
2433060,JAMP-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) JAMP PHARMA CORPORATION,"ntp_code: ""9000116"" -> ""9007158""",
2433079,JAMP-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) JAMP PHARMA CORPORATION,"ntp_code: ""9000118"" -> ""9007164""",
2433087,MOXIFLOXACIN INJECTION (moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag) FRESENIUS KABI CANADA LTD,ADDED,
2433486,"RENEWAL CLEANSER (benzoyl peroxide 2.5 % lotion) FRUIT OF THE EARTH, INC",ADDED,
2433494,"REPAIRING TREATMENT (benzoyl peroxide 2.5 % lotion) FRUIT OF THE EARTH, INC",ADDED,
2433532,BACKUP PLAN ONESTEP (levonorgestrel 1.5 mg oral tablet) APOTEX INC,ADDED,
2434342,PMS-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 20 mg oral tablet) PHARMASCIENCE INC,ADDED,
2434350,PMS-ELETRIPTAN (eletriptan (eletriptan hydrobromide) 40 mg oral tablet) PHARMASCIENCE INC,ADDED,
2434725,MUCINEX EXTENDED RELEASE BI-LAYER TABLETS (guaifenesin 600 mg modified-release oral tablet) RECKITT BENCKISER (CANADA) INC,ADDED,
2434849,TEVA-ALMOTRIPTAN (almotriptan (almotriptan malate) 12.5 mg oral tablet) TEVA CANADA LIMITED,ADDED,
2434946,APO-ZOLPIDEM ODT (zolpidem tartrate 10 mg orodispersible tablet) APOTEX INC,ADDED,
2435411,SIMBRINZA (brimonidine tartrate 0.2 % and brinzolamide 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC,ADDED,
2435837,CINTAS ANTIBACTERIAL FOAMING HAND SOAP (benzalkonium chloride 0.125 % cutaneous solution) AVMOR LTD,ADDED,
2436159,APO-ZOLPIDEM ODT (zolpidem tartrate 5 mg orodispersible tablet) APOTEX INC,ADDED,
2436175,PMS-ZOLPIDEM ODT (zolpidem tartrate 5 mg orodispersible tablet) PHARMASCIENCE INC,ADDED,
2436183,PMS-ZOLPIDEM ODT (zolpidem tartrate 10 mg orodispersible tablet) PHARMASCIENCE INC,ADDED,
2436256,ACT LATANOPROST/TIMOLOL (latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) ACTAVIS PHARMA COMPANY,ADDED,
2436736,CLÉO-35 (cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet) ASPRI PHARMA CANADA INC,"ntp_code: ""9000797"" -> ""9008629""",
2436892,"CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE, USP (chlorhexidine gluconate 0.12 % gargle/mouthwash) SAGE PRODUCTS LLC",ADDED,
2437147,PRECEDEX (dexmedetomidine (dexmedetomidine hydrochloride) 4 mcg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION,ADDED,
2437384,PURELL HAND SANITIZING WIPES (benzalkonium chloride 0.13 % wipe) GOJO CANADA INC,ADDED,
2437503,JINARC (tolvaptan 15 mg oral tablet with tolvaptan 45 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,"ntp_code: ""9006613"" -> ""9012160""",
2437511,JINARC (tolvaptan 30 mg oral tablet with tolvaptan 60 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,"ntp_code: ""9006614"" -> ""9012162""",
2437538,JINARC (tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet) OTSUKA PHARMACEUTICAL CO LTD,"ntp_code: ""9006615"" -> ""9012163""",
2437562,CLEAR CELL MEDICATED ACNE FACIAL SCRUB (benzoyl peroxide 3 % cutaneous liquid) IMAGE INTERNATIONAL MANUFACTURING LLC,ADDED,
2437899,SAXENDA (liraglutide 6 mg per mL solution for injection) NOVO NORDISK CANADA INC,ADDED,
2438453,AG-ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) ANGITA PHARMA INC.,ADDED,
2438763,VAN-ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) VANC PHARMACEUTICALS INC,ADDED,
2439239,ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule) TEVA CANADA LIMITED,ADDED,
2439247,ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged-release oral capsule) TEVA CANADA LIMITED,ADDED,
2439255,ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule) TEVA CANADA LIMITED,ADDED,
2439263,ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged-release oral capsule) TEVA CANADA LIMITED,ADDED,
2439271,ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule) TEVA CANADA LIMITED,ADDED,
2439298,ACT AMPHETAMINE XR (amphetamine aspartate monohydrate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged-release oral capsule) TEVA CANADA LIMITED,ADDED,
2439530,DUAKLIR GENUAIR (aclidinium bromide 400 mcg per actuation and formoterol fumarate dihydrate 12 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC,"tm_code: ""8001011"" -> ""8001071""
tm_formal_name: ""aclidinium bromide and formoterol"" -> ""aclidinium and formoterol""",
2440180,TARO-CLINDAMYCIN/BENZOYL PEROXIDE GEL (benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel) TARO PHARMACEUTICALS INC,ADDED,
2440369,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged-release oral capsule) PHARMASCIENCE INC,ADDED,
2440377,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged-release oral capsule) PHARMASCIENCE INC,ADDED,
2440385,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged-release oral capsule) PHARMASCIENCE INC,ADDED,
2440393,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged-release oral capsule) PHARMASCIENCE INC,ADDED,
2440407,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged-release oral capsule) PHARMASCIENCE INC,ADDED,
2440415,PMS-AMPHETAMINES XR (amphetamine aspartate monohydrate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged-release oral capsule) PHARMASCIENCE INC,ADDED,
2440512,STUBBORN ACNE SPOT GEL (benzoyl peroxide 5 % cutaneous gel) JOHNSON & JOHNSON INC,ADDED,
2440520,STUBBORN ACNE DAILY LEAVE-ON MASK (benzoyl peroxide 2.5 % cutaneous gel) JOHNSON & JOHNSON INC,ADDED,
2440881,STUBBORN ACNE CLEANSER (benzoyl peroxide 3.5 % cutaneous paste) JOHNSON & JOHNSON INC,ADDED,
2441527,PANTOPRAZOLE SODIUM FOR INJECTION (pantoprazole (pantoprazole sodium) 40 mg per vial powder for solution for injection) GENERIC MEDICAL PARTNERS INC,ADDED,
2441551,CLENZIDERM ACNE THERAPEUTIC SYSTEM (benzoyl peroxide 5 % NA) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC,ADDED,
2441888,INSPIOLTO RESPIMAT (olodaterol (olodaterol hydrochloride) 2.5 mcg per actuation and tiotropium (tiotropium bromide monohydrate) 2.5 mcg per actuation inhalation solution) BOEHRINGER INGELHEIM (CANADA) LTD LTEE,"tm_code: ""8001010"" -> ""8001085""
tm_formal_name: ""olodaterol (olodaterol hydrochloride) and tiotropium"" -> ""olodaterol and tiotropium""",
2442302,QUINSAIR (levofloxacin (levofloxacin hemihydrate) 240 mg per 2.4 mL inhalation solution) HORIZON PHARMA IRELAND LTD,ADDED,
2442655,ZOLMITRIPTAN (zolmitriptan 2.5 mg oral tablet) SANIS HEALTH INC,ADDED,
2442671,ZOLMITRIPTAN ODT (zolmitriptan 2.5 mg orodispersible tablet) SANIS HEALTH INC,ADDED,
2442736,ANASTROZOLE (anastrozole 1 mg oral tablet) SANIS HEALTH INC,ADDED,
2443104,NON-ALCOHOL FOAMING HAND SANITIZER/ASSAINISSEUR MOUSSANT SANS ALCOOL (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD,ADDED,
2443163,"ALOE-CARE ANTIBACTERIAL LOTION SOAP, BENZALKONIUM CHLORIDE LOTION 0.13% W/W (benzalkonium chloride 0.13 % lotion) CANADIAN CUSTOM PACKAGING COMPANY",ADDED,
2443244,KLEENEX ANTIMICROBIAL FOAM SKIN CLEANSER (benzalkonium chloride 0.1 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,ADDED,
2443252,KLEENEX FOAM HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,ADDED,
2443368,TOBRAMYCIN INHALATION SOLUTION (tobramycin (tobramycin sulfate) 300 mg per 5 mL inhalation solution) SANDOZ CANADA INCORPORATED,ADDED,
2444054,"ACTIVE ANTI-ACNE TREATMENT KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA) FRUIT OF THE EARTH, INC",ADDED,
2444186,BREO ELLIPTA (fluticasone furoate 200 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder) GLAXOSMITHKLINE INC,"mp_formal_name: ""BREO ELLIPTA (fluticasone furoate 200 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""BREO ELLIPTA (fluticasone furoate 200 mcg per actuation and vilanterol (vilanterol trifenatate) 25 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC""
ntp_code: ""9005789"" -> ""9012403""
ntp_formal_name: ""fluticasone furoate 200 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder"" -> ""fluticasone furoate 200 mcg per actuation and vilanterol (vilanterol trifenatate) 25 mcg per actuation inhalation powder""
tm_code: ""8001005"" -> ""8001081""
tm_formal_name: ""fluticasone and vilanterol (vilanterol trifenatate)"" -> ""fluticasone and vilanterol""",
2444445,PRIVA-AMLODIPINE (amlodipine (amlodipine besylate) 2.5 mg oral tablet) PHARMAPAR INC,ADDED,
2444453,PRIVA-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) PHARMAPAR INC,ADDED,
2444461,PRIVA-AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) PHARMAPAR INC,ADDED,
2444674,SANDOZ ONDANSETRON ODT (ondansetron 4 mg orodispersible tablet) SANDOZ CANADA INCORPORATED,ADDED,
2444682,SANDOZ ONDANSETRON ODT (ondansetron 8 mg orodispersible tablet) SANDOZ CANADA INCORPORATED,ADDED,
2445131,CLOTRIMADERM-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % and fluconazole 150 mg NA) TARO PHARMACEUTICALS INC,ADDED,
2445247,SPOT CLEARING LOTION (benzoyl peroxide 2.5 % cutaneous gel) ALUMIER EUROPE LTD,ADDED,
2446561,ARNUITY ELLIPTA (fluticasone furoate 100 mcg inhalation powder) GLAXOSMITHKLINE INC,"mp_formal_name: ""ARNUITY ELLIPTA (fluticasone furoate 100 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""ARNUITY ELLIPTA (fluticasone furoate 100 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC""
ntp_code: ""9001454"" -> ""9012405""
ntp_formal_name: ""fluticasone furoate 100 mcg inhalation powder"" -> ""fluticasone furoate 100 mcg per actuation inhalation powder""",
2446588,ARNUITY ELLIPTA (fluticasone furoate 200 mcg inhalation powder) GLAXOSMITHKLINE INC,"mp_formal_name: ""ARNUITY ELLIPTA (fluticasone furoate 200 mcg inhalation powder) GLAXOSMITHKLINE INC"" -> ""ARNUITY ELLIPTA (fluticasone furoate 200 mcg per actuation inhalation powder) GLAXOSMITHKLINE INC""
ntp_code: ""9001452"" -> ""9012404""
ntp_formal_name: ""fluticasone furoate 200 mcg inhalation powder"" -> ""fluticasone furoate 200 mcg per actuation inhalation powder""",
2448327,ACT DEXTROAMPHETAMINE SR (dextroamphetamine sulfate 15 mg prolonged-release oral capsule) ACTAVIS PHARMA COMPANY,ADDED,
2448440,VAN-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 4 mg oral tablet) VANC PHARMACEUTICALS INC,ADDED,
2448467,VAN-ONDANSETRON (ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet) VANC PHARMACEUTICALS INC,ADDED,
2448882,BZK TOWELETTE (benzalkonium chloride 0.133 % wipe) INNOVATION LINE INC,ADDED,
2449048,LUPIN-ESTRADIOL (estradiol (estradiol hemihydrate) 0.5 mg oral tablet) LUPIN PHARMA CANADA LIMITED,"ntp_code: ""9000735"" -> ""9009352""",
2449056,LUPIN-ESTRADIOL (estradiol (estradiol hemihydrate) 1 mg oral tablet) LUPIN PHARMA CANADA LIMITED,"ntp_code: ""9000573"" -> ""9009354""",
2449064,LUPIN-ESTRADIOL (estradiol (estradiol hemihydrate) 2 mg oral tablet) LUPIN PHARMA CANADA LIMITED,"ntp_code: ""9000574"" -> ""9009357""",
2449439,RAN-RAMIPRIL HCTZ (hydrochlorothiazide 12.5 mg and ramipril 2.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2449447,RAN-RAMIPRIL HCTZ (hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2449455,RAN-RAMIPRIL HCTZ (hydrochlorothiazide 12.5 mg and ramipril 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2449463,RAN-RAMIPRIL HCTZ (hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2449471,RAN-RAMIPRIL HCTZ (hydrochlorothiazide 25 mg and ramipril 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.,ADDED,
2450275,CINTAS ALCOHOL-FREE FOAMING HAND SANITIZER / CINTAS ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD,ADDED,
2450488,MYLAN-VERAPAMIL SR (verapamil hydrochloride 180 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC,"ntp_code: ""9000499"" -> ""9012356""",
2450496,MYLAN-VERAPAMIL SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC,"ntp_code: ""9000310"" -> ""9012358""",
2450550,NATESTO (testosterone 4.5 % nasal gel) ACERUS PHARMACEUTICALS SRL,"mp_formal_name: ""NATESTO (testosterone 4.5 % nasal gel) ACERUS PHARMACEUTICALS SRL"" -> ""NATESTO (testosterone 4.5 % nasal gel) ACERUS BIOPHARMA INC""",
2451123,M-ACETAMINOPHEN 500MG (acetaminophen 500 mg oral tablet) MANTRA PHARMA INC,ADDED,
2451727,CLOTRIMAZOLE-FLUCONAZOLE COMBI-PACK (clotrimazole 1 % and fluconazole 150 mg NA) TARO PHARMACEUTICALS INC,ADDED,
2452359,NAT-GRANISETRON (granisetron (granisetron hydrochloride) 1 mg oral tablet) NATCO PHARMA (CANADA) INC,ADDED,
2452782,ADVANTAGE ACNE CONTROL KIT (benzoyl peroxide 2.5 % and benzoyl peroxide 5 % NA) JOHNSON & JOHNSON INC,ADDED,
2453258,S.O.S. NALOXONE HYDROCHLORIDE INJECTION (naloxone hydrochloride 0.4 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,ADDED,
2453908,ACT BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg sublingual tablet) ACTAVIS PHARMA COMPANY,ADDED,
2453916,ACT BUPRENORPHINE/NALOXONE (buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg sublingual tablet) ACTAVIS PHARMA COMPANY,ADDED,
2454556,EXTRA STRENGTH ACETAMINOPHEN LIQUID GEL CAPSULES (acetaminophen 500 mg oral capsule) APOTEX INC,ADDED,
